"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]","[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]",1329,"[5455,5456,6,6,5363,5364,5365,2,14,11,11]","[5457,5458,5929,6,6,5363,5364,5365,2,2]"
11,"Descent12","[5406,1,1,1,6218,6208,5896,5911,6248,6247,14,6,2,15,15]","[1,1,1,5406,6247,5896,5911,6208,6248,6218,12,12,6,2]","[5406,1,1,1,6218,6208,5896,5911,6248,6207,14,6,2,15,15]","[1,1,1,5406,6248,6207,5896,5911,6218,6208,12,12,6,2]","[5406,1,1,1,6212,5896,5911,6382,6248,6245,14,6,2,15,15]","[1,1,1,5406,6248,5896,5911,6245,6382,6212,12,12,6,2]","[5406,1,1,1,6248,6211,5896,5911,6249,6206,14,6,2,15,15]","[1,1,1,5406,6249,6211,6206,6248,12,12,6,2]","[5406,1,1,1,5896,5911,6249,6247,6206,14,6,2,15,15]","[1,1,1,5406,6249,5896,5911,6247,6206,12,12,6,2]","[5406,1,1,1,5896,5911,6247,6206,6248,6207,14,6,2,15,15]","[1,1,1,5406,5896,5911,6247,6206,6248,6207,12,12,6,2]",1330,"[5406,1,1,1,5896,5911,6247,6248,6206,14,6,2,15,15]","[1,1,1,5406,5896,5911,6247,6248,6206,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1331,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,6290,6426,6441]","[21,21,20,20,20,19,19,13,13,6290,6426,6441]","[6,6,2,2,13,13,6290,6426,6441]","[21,21,20,20,20,19,19,13,13,6290,6426,6441]","[6,6,2,2,13,13,6374,6290,6414]","[21,21,20,20,20,19,19,13,13,6374,6290,6414]","[6,6,2,2,13,13,6325,6336,6438,6411,6415]","[21,21,20,20,20,19,19,13,13,6325,6336,6438,6411,6415]","[6,6,2,2,13,13,6323,6325,6336,6438,6415]","[21,21,20,20,20,19,19,13,13,6323,6325,6336,6438,6415]","[6,6,2,2,13,13,6323,6438,6426,6441]","[21,21,20,20,20,19,19,13,13,6323,6438,6426,6441]",1332,"[6,6,2,2,13,13,6323,6290,6438,6426,6441]","[21,21,20,20,20,19,19,13,13,6290,6323,6438,6426,6441]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1333,[],[]
15,"Descent2_2_1","[5359,5361,10,10,15,11,5456,5401,6269,6219,6404,5892,5892,5907,6439]",[],"[5359,5361,10,10,15,11,5456,5401,5892,5892,5907,6217,6269,6238,6404,6439]",[],"[5359,5361,10,10,15,11,5456,5401,5892,5907,5892,6238,6152,6416]",[],"[5359,5361,10,10,15,11,5456,5401,5892,5907,5892,6266,6238,6427,6422]",[],"[5359,5361,10,10,15,11,5456,5401,5892,5907,5892,6427,6422]",[],"[5359,5361,10,10,15,11,5456,5401,5892,5907,5892,6275,6404,6422,6439]",[],1335,"[5359,5361,10,10,15,11,5456,5401,5892,5907,5892,6269,6404,6422,6439]",[]
16,"Descent2_2_2","[5360,10,10,15,11,1,1,1,5455,6,5400,6269,6219,6404,5892,5907,6439]",[],"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6217,6269,6238,6404,6439]",[],"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6238,6152,6416]",[],"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6266,6238,6427,6422]",[],"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6427,6422]",[],"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6275,6404,6422,6439]",[],1336,"[5360,10,10,15,11,1,1,1,5455,6,5400,5892,5907,6269,6404,6422,6439]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,5893,5908]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1337,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[6293,6157,5893]",[],"[5893,6157,6293,6160]",[],"[5893,6160,6163,6293]",[],"[5893,6166,6163,6160,6431,6302]",[],"[5893,6166,6160,6431]",[],"[5893,6157,6166,6293]",[],1340,"[5893,6163,6166,6157,6293,6160]",[]
19,"Descent2_5_1","[5402,5404,6,11,11,14,1,1,5457]",[],"[5403,5404,6,11,11,14,1,1,5457]",[],"[5403,5404,6,11,11,14,1,1,5457]",[],"[5402,5404,6,11,11,14,1,1,5457]",[],"[5403,5404,6,11,11,14,1,1,5457]",[],"[5403,5402,6,11,11,14,1,1,5457]",[],1341,"[5403,5404,6,11,11,14,1,1,5457]",[]
20,"Descent2_5_2","[5402,5403,6,6,2,5455]",[],"[5402,5404,6,6,2,5455]",[],"[5402,5403,6,6,2,5455]",[],"[5402,5403,6,6,2,5455]",[],"[5402,5403,6,6,2,5455]",[],"[5404,5403,6,6,2,5455]",[],1342,"[5402,5403,6,6,2,5455]",[]
21,"Descent2_6_1","[6,6,2,6134,5894,5909,6436]",[],"[6,6,2,6299,6436,6134]",[],"[6,6,2,6299,6222,6239]",[],"[6,6,2,6299,6130,6304,6430,6418]",[],"[6,6,2,6130,6233,6240,6430,6418]",[],"[6,6,2,6130,6233,6322,6295,6436]",[],1343,"[6,6,2,6130,6436,6233]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,6134,5894,5909,6436]",[],"[21,20,19,23,21,20,19,23,6299,6436,6134]",[],"[21,20,19,23,21,20,19,23,6299,6222,6239]",[],"[21,20,19,23,21,20,19,23,6299,6130,6304,6430,6418]",[],"[21,20,19,23,21,20,19,23,6130,6233,6240,6430,6418]",[],"[21,20,19,23,21,20,19,23,6130,6233,6322,6295,6436]",[],1345,"[21,20,19,23,21,20,19,23,6130,6436,6233]",[]
23,"Descent2_8_1","[6,2,2,5407,5408,21,20,19,21,20,19,6378,6379,6377,6139]",[],"[6,2,2,5407,5409,21,20,19,21,20,19,6377,6378,6379,6139,6146]",[],"[6,2,2,5407,5408,21,20,19,21,20,19,6378,6379,6377,6146,6273]",[],"[6,2,2,5407,5408,21,20,19,21,20,19,6379,6378,6377,6146,6273]",[],"[6,2,2,5408,5409,21,20,19,21,20,19,6379,6378,6332,6273]",[],"[6,2,2,5407,5408,21,20,19,21,20,19,6379,6378,6273,6377,6139]",[],1349,"[6,2,2,5407,5408,21,20,19,21,20,19,5409,6379,6378,6377,6146,6139,6273]",[]
24,"Descent2_8_2","[6,5407,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6378,6379,6377,6139,5894,5909]",[],"[6,5408,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6377,6378,6379,6139,6146]",[],"[6,5408,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6378,6379,6377,6146,6273]",[],"[6,5407,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6379,6378,6377,6146,6273]",[],"[6,5407,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6379,6378,6332,6273]",[],"[6,5408,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,6379,6378,6273,6377,6139]",[],1350,"[6,5408,5409,10,10,11,11,1,1,21,20,19,21,20,19,14,5407,6379,6378,6377,6146,6139,6273]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,5365,6200,6158,6230,5895,5895,5910,5910,5365]",[],"[6,2,13,13,13,2,6,6,6,2,5365,6328,6158,6230,6200,5365]",[],"[6,2,13,13,13,2,6,6,6,2,5365,6328,6158,6230,5365]",[],"[6,2,13,13,13,2,6,6,6,2,5365,6203,6158,6200,6410,5365]",[],"[6,2,13,13,13,2,6,6,6,2,5365,6203,6223,5365]",[],"[6,2,13,13,13,2,6,6,6,2,5365,6203,6223,6230,6200,5365]",[],1351,"[6,2,13,13,13,2,6,6,6,2,5365,6200,6158,6230,6203,6223,6328,5365]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,5363,6200,6158,6230,5895,5895,5910,5910,5363]",[],"[6,2,13,13,13,1,1,21,20,19,5363,6328,6158,6230,6200,5363]",[],"[6,2,13,13,13,1,1,21,20,19,5363,6328,6158,6230,5363]",[],"[6,2,13,13,13,1,1,21,20,19,5363,6203,6158,6200,6410,5363]",[],"[6,2,13,13,13,1,1,21,20,19,5363,6203,6223,5363]",[],"[6,2,13,13,13,1,1,21,20,19,5363,6203,6223,6230,6200,5363]",[],1352,"[6,2,13,13,13,1,1,21,20,19,5363,6200,6158,6230,6203,6223,6328,5363]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,5364,6200,6158,6230,5895,5895,5910,5910,5364]",[],"[6,2,13,13,13,2,6,12,14,13,5364,6328,6158,6230,6200,5364]",[],"[6,2,13,13,13,2,6,12,14,13,5364,6328,6158,6230,5364]",[],"[6,2,13,13,13,2,6,12,14,13,5364,6203,6158,6200,6410,5364]",[],"[6,2,13,13,13,2,6,12,14,13,5364,6203,6223,5364]",[],"[6,2,13,13,13,2,6,12,14,13,5364,6203,6223,6230,6200,5364]",[],1353,"[6,2,13,13,13,2,6,12,14,13,5364,6200,6158,6230,6203,6223,6328,5364]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,5370]",[],"[5,21,20,19,2,6,13,5370]",[],"[5,21,20,19,2,6,13,5370]",[],"[5,21,20,19,2,6,13,5370]",[],"[5,21,20,19,2,6,13,5370]",[],"[5,21,20,19,2,6,13,5370]",[],1357,"[5,21,20,19,2,6,13,5370]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,6247,6207,6218,6208,6246,5896,5911]",[],"[1,1,1,6,2,8,8,8,12,12,13,6207,6382,6248,6245,6208]",[],"[1,1,1,6,2,8,8,8,12,12,13,6382,6212,6248,6245]",[],"[1,1,1,6,2,8,8,8,12,12,13,6286,6288,6287,6249,6248,6211]",[],"[1,1,1,6,2,8,8,8,12,12,13,6286,6288,6287,6242,6249]",[],"[1,1,1,6,2,8,8,8,12,12,13,6286,6288,6287,6207,6247]",[],1358,"[1,1,1,6,2,8,8,8,12,12,13,6286,6288,6287,6247,6249,6248]",[]
30,"Descent2_3_S1","[5929,5929,5815]",[],"[5929,5929,5815]",[],"[5929,5929,5815]",[],"[5929,5929,5815]",[],"[5929,5929,5815]",[],"[5929,5929,5815]",[],1338,"[5929,5929,5815]",[]
31,"Descent2_6_1_S1","[6131,5169,6402,6214,6388,5225]",[],"[6131,5169,6402,6214,6388,5225]",[],"[6131,5169,6402,6214,6388,5225]",[],"[6131,5169,6402,6214,6388,5225]",[],"[6131,5169,6402,6214,6388,5225]",[],"[6131,5169,6402,6214,6388,5225]",[],1344,"[6131,5169,6402,6214,6388,5225]",[]
32,"Descent2_6_2_S1","[6253,6398]",[],"[6253,6398]",[],"[6253,6398]",[],"[6253,6398]",[],"[6253,6398]",[],"[6253,6398]",[],1346,"[6253,6398]",[]
