"rownum","Id","Act","Name","Icon_DDSFile","QuestId","bool","Type","[i32]","i32","TrackerGroup","bool","rid"
35,"a4q2",4,"Breaking the Seal","Art/2DArt/QuestIcons/act4Banner.dds",2,"",0,[],52,"","",""
36,"a4q3",4,"The King of Fury","Art/2DArt/QuestIcons/act4Kaom.dds",3,"",0,[],52,"","",""
37,"a4q4",4,"The King of Desire","Art/2DArt/QuestIcons/act4Daresso.dds",4,"",0,[],52,"","",""
38,"a4q5",4,"Corpus Malachus","Art/2DArt/QuestIcons/CorpusMalachus.dds",5,"",0,[],52,"","",""
39,"a4q6",4,"An Indomitable Spirit","Art/2DArt/QuestIcons/SpiritOfDeshret.dds",6,1,1,[],52,"","",""
40,"kirac_mission",0,"","",0,"",3,[],52,"","",""
41,"niko_mission",0,"","",0,"",3,[],52,"","",""
42,"alva_mission",0,"","",0,"",3,[],52,"","",""
43,"einhar_mission",0,"","",0,"",3,[],52,"","",""
44,"jun_mission_fort",0,"","",0,"",3,[],52,"","",""
45,"jun_mission_cart",0,"","",0,"",3,[],52,"","",""
46,"jun_mission_gank",0,"","",0,"",3,[],52,"","",""
47,"jun_mission_lab",0,"","",0,"",3,[],52,"","",""
48,"jun_mission_safehouse",0,"","",0,"",3,[],52,"","",""
49,"jun_mission_catarina",0,"","",0,"",3,[],52,"","",""
50,"bandit_respec",0,"","",0,"",0,[],52,"","",""
51,"labyrinth_a1",1,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
52,"labyrinth_a2",2,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
53,"labyrinth_a3",3,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
54,"labyrinth_a4",4,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
55,"labyrinth_a5",5,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
56,"labyrinth_a6",6,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
57,"labyrinth_a7",7,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
58,"labyrinth_a8",8,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
59,"labyrinth_a9",9,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
60,"labyrinth_a10",10,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
61,"labyrinth_a11",12,"The Lord's Labyrinth","Art/2DArt/QuestIcons/LabyrinthQuest.dds",-1,"",2,[],52,"","",""
62,"a5q1a",4,"Return to Oriath","Art/2DArt/QuestIcons/ReturnToOriath.dds",-1,"",0,[],52,"","",""
63,"a5q1b",5,"Return to Oriath","Art/2DArt/QuestIcons/ReturnToOriath.dds",1,"",0,[],52,"","",""
64,"a5q2",5,"The Key to Freedom","Art/2DArt/QuestIcons/KeyToFreedom.dds",2,"",0,[],52,"","",""
65,"a5q3",5,"In Service to Science","Art/2DArt/QuestIcons/ServiceToScience.dds",6,1,1,[],52,"","",""
66,"a5q4",5,"Death to Purity","Art/2DArt/QuestIcons/DeathToPurity.dds",4,"",0,[],52,"","",""
67,"a5q5",5,"The King's Feast","Art/2DArt/QuestIcons/KingsFeast.dds",5,"",0,[],52,"","",""
68,"a5q6",5,"The Ravenous God","Art/2DArt/QuestIcons/RavenousGod.dds",3,"",0,[],52,"","",""
69,"a5q7",5,"Kitava's Torments","Art/2DArt/QuestIcons/KitavaTorments.dds",7,1,1,[],52,"","",""
70,"a6q1",6,"The Brine King","Art/2DArt/QuestIcons/TheBrineKing.dds",1,"",0,[],52,"","",""
71,"a6q2",6,"Essence of Umbra","Art/2DArt/QuestIcons/EssenceOfUmbra.dds",2,"",0,[],52,"","",""
72,"a6q3",6,"The Father of War","Art/2DArt/QuestIcons/FatherOfWar.dds",3,"",0,[],52,"","",""
73,"a6q4",6,"Fallen from Grace","Art/2DArt/QuestIcons/FallenFromGrace.dds",4,1,1,[],52,"","",""
74,"a6q5",6,"Bestel's Epic","Art/2DArt/QuestIcons/BestelsEpic.dds",5,1,1,[],52,"","",""
75,"a6q6",6,"The Puppet Mistress","Art/2DArt/QuestIcons/PuppetMistress.dds",6,1,1,[],52,"","",""
76,"a6q7",6,"The Cloven One","Art/2DArt/QuestIcons/ClovenGod.dds",7,1,1,[],52,"","",""
77,"a7q1",7,"The Master of a Million Faces","Art/2DArt/QuestIcons/Ralakesh.dds",5,"",0,[],52,"","",""
78,"a7q2",7,"Essence of the Artist","Art/2DArt/QuestIcons/Maligaro.dds",3,"",0,[],52,"","",""
79,"a7q3",7,"Web of Secrets","Art/2DArt/QuestIcons/BlackDeath.dds",4,"",0,[],52,"","",""
80,"a7q4",7,"The Mother of Spiders","Art/2DArt/QuestIcons/Arakaali.dds",1,"",0,[],52,"","",""
81,"a7q5",7,"The Silver Locket","Art/2DArt/QuestIcons/SilverLocket.dds",6,1,1,[],52,"","",""
82,"a7q6",7,"Kishara's Star","Art/2DArt/QuestIcons/KisharaStar.dds",7,1,1,[],52,"","",""
83,"a7q7",7,"Lighting the Way","Art/2DArt/QuestIcons/LightingTheWay.dds",2,"",0,[],52,"","",""
84,"a7q8",7,"In Memory of Greust","Art/2DArt/QuestIcons/GruestMemorial.dds",8,1,1,[],52,"","",""
85,"a7q9",7,"Queen of Despair","Art/2DArt/QuestIcons/Gruthkul.dds",9,1,1,[],52,"","",""
86,"a8q1",8,"Essence of the Hag","Art/2DArt/QuestIcons/Deodre.dds",1,"",0,[],52,"","",""
87,"a8q2",8,"Lunar Eclipse","Art/2DArt/QuestIcons/Lunaris.dds",2,"",0,[],52,"","",""
88,"a8q3",8,"Solar Eclipse","Art/2DArt/QuestIcons/Solaris.dds",3,"",0,[],52,"","",""
89,"a8q4",8,"Reflection of Terror","Art/2DArt/QuestIcons/Yugul.dds",4,1,1,[],52,"","",""
90,"a8q5",8,"The Wings of Vastiri","Art/2DArt/QuestIcons/WingsOfVastiri.dds",5,1,1,[],52,"","",""
91,"a8q6",8,"Love is Dead","Art/2DArt/QuestIcons/LoveIsDead.dds",6,1,1,[],52,"","",""
92,"a8q7",8,"The Gemling Legion","Art/2DArt/QuestIcons/GemlingLegionnares.dds",7,1,1,[],52,"","",""
93,"a9q1",9,"Recurring Nightmare","Art/2DArt/QuestIcons/RecurringNightmare.dds",1,"",0,[],52,"","",""
94,"a9q2",9,"The Ruler of Highgate","Art/2DArt/QuestIcons/RulerOfHighgate.dds",2,1,1,[],52,"","",""
95,"a9q3",9,"The Storm Blade","Art/2DArt/QuestIcons/TheStormBlade.dds",3,1,1,[],52,"","",""
96,"a9q4",9,"Fastis Fortuna","Art/2DArt/QuestIcons/FastisFortuna.dds",4,1,1,[],52,"","",""
97,"a9q5",9,"Queen of the Sands","Art/2DArt/QuestIcons/QueenOfTheSands.dds",5,1,1,[],52,"","",""
98,"a10q1",10,"Safe Passage","Art/2DArt/QuestIcons/SafePassage.dds",1,"",0,[],52,"","",""
99,"a10q2",10,"Death and Rebirth","Art/2DArt/QuestIcons/DeathAndRebirth.dds",2,"",0,[],52,"","",""
100,"a10q3",10,"An End to Hunger","Art/2DArt/QuestIcons/EndToHunger.dds",3,"",0,[],52,"","",""
101,"a10q4",10,"No Love for Old Ghosts","Art/2DArt/QuestIcons/NoLoveForOldGhosts.dds",4,1,1,[],52,"","",""
102,"a10q5",10,"Map to Tsoatha","Art/2DArt/QuestIcons/MapToTsoatha.dds",5,1,1,[],52,"","",""
103,"a10q6",10,"Vilenta's Vengeance","Art/2DArt/QuestIcons/VilentasVengeance.dds",6,1,1,[],52,"","",""
104,"a10q3a11",11,"An End to Hunger","Art/2DArt/QuestIcons/EndToHunger.dds",1,"",0,[],52,"","",""
105,"A11q0",10,"Toward the Future","Art/2DArt/QuestIcons/PickingUpThePieces.dds",7,"",0,[],52,"","",""
106,"a11q1",12,"A Call to Arms","Art/2DArt/QuestIcons/PickingUpThePieces.dds",2,"",0,[],52,"","",""
107,"voidstones",0,"Lost Voidstones","",0,"",3,"[3,1]",52,"","",""
108,"bestiary1",2,"Einhar's Hunt","Art/2DArt/QuestIcons/EinharsHunt.dds",0,"",4,[],52,"","",""
109,"bestiary2",2,"Einhar's Menagerie","Art/2DArt/QuestIcons/EinharsMenagerie.dds",0,"",4,[19],52,"","",""
110,"incursion",7,"No Time like the Present","Art/2DArt/QuestIcons/Alva.dds",0,"",4,[],52,"","",""
111,"delve1",4,"Niko's Fuel","Art/2DArt/QuestIcons/NikosFuel.dds",0,"",4,[],52,"","",""
112,"delve2",4,"Niko's Mine","Art/2DArt/QuestIcons/NikosMine.dds",0,"",4,[27],52,"","",""
113,"delve3",4,"Niko's Explosives","Art/2DArt/QuestIcons/NikosExplosives.dds",0,"",4,[27],52,"","",""
114,"delve4",0,"Shrinking Light","",0,"",4,[27],52,"","",""
115,"delve5",0,"Strengthening Darkness","",0,"",4,[27],52,"","",""
116,"hideout1",2,"Safe and Sound","Art/2DArt/QuestIcons/hideout.dds",0,"",5,[3],52,"","",""
117,"hideout",0,"","",0,"",3,[3],52,"","",""
118,"betrayal",9,"The Immortal Syndicate","Art/2DArt/QuestIcons/FortQuestIcon.dds",0,"",4,[],52,"","",""
119,"synthesis1",1,"Shattered Past","Art/2DArt/QuestIcons/MemoryFragment.dds",0,"",4,[],29,"","",""
120,"synthesis2",1,"Into The Nexus","Art/2DArt/QuestIcons/NexusDevice.dds",0,"",4,"[32,31]",29,"","",""
121,"synthesis3",1,"Figments Reforged","Art/2DArt/QuestIcons/Synthesis.dds",0,"",4,"[32,31]",29,"","",""
122,"blight1",11,"Strange Growths","Art/2DArt/QuestIcons/FirstBlight.dds",0,"",4,[],52,"","",""
123,"metamorphosis1",11,"Pound of Flesh","Art/2DArt/QuestIcons/Metamorph.dds",0,"",4,[],32,"","",""
124,"harvest_tutorial",11,"The Sacred Grove","Art/2DArt/QuestIcons/GenericHarvest.dds",0,"",4,[],52,"","",""
125,"heist",0,"Heist","",0,"",3,"[36,37]",52,"","",""
126,"heist_intro",6,"The Rogue Harbour","Art/2DArt/QuestIcons/Heist.dds",0,"",0,"[36,37,1]",52,"","",""
127,"heist_tutorial",0,"Contract: Trial Run","",0,"",3,"[36,37]",52,"","",""
128,"heist_quest_karst1",0,"Contract: Stolen Lockpicks","",0,"",3,"[36,37]",52,"","",""
129,"heist_quest_karst2",0,"Contract: Karst's Revenge","",0,"",3,"[36,37]",52,"","",""
130,"heist_quest_karst3",0,"Contract: Credit Where Credit's Due","",0,"",3,"[36,37]",52,"","",""
131,"heist_quest_tibbs1",0,"Contract: Finding Opal","",0,"",3,"[36,37]",52,"","",""
132,"heist_quest_tibbs2",0,"Contract: Opal's Jewels","",0,"",3,"[36,37]",52,"","",""
133,"heist_quest_huck1",0,"Contract: Enoch's Whereabouts","",0,"",3,"[36,37]",52,"","",""
134,"heist_quest_huck2",0,"Contract: Enoch's Remains","",0,"",3,"[36,37]",52,"","",""
135,"heist_quest_vinderi1",0,"Contract: Grocery List","",0,"",3,"[36,37]",52,"","",""
136,"heist_quest_vinderi2",0,"Contract: The Vinderi Bomb","",0,"",3,"[36,37]",52,"","",""
137,"heist_quest_gianna1",0,"Contract: The Nameless Play","",0,"",3,"[36,37]",52,"","",""
138,"heist_quest_gianna2",0,"Contract: The Finest Costumes","",0,"",3,"[36,37]",52,"","",""
139,"heist_quest_tullina1",0,"Contract: The Wedding Dress","",0,"",3,"[36,37]",52,"","",""
140,"heist_quest_tullina2",0,"Contract: Disengagement","",0,"",3,"[36,37]",52,"","",""
141,"heist_quest_niles1",0,"Contract: Rational Tools","",0,"",3,"[36,37]",52,"","",""
142,"heist_quest_niles2",0,"Contract: A Mundane Sample","",0,"",3,"[36,37]",52,"","",""
143,"heist_quest_nenet1",0,"Contract: The Book of Jamanra","",0,"",3,"[36,37]",52,"","",""
144,"heist_quest_nenet2",0,"Contract: Jamanra's Rest","",0,"",3,"[36,37]",52,"","",""
145,"heist_quest_isla1",0,"Contract: Isla's Prototypes","",0,"",3,"[36,37]",52,"","",""
146,"heist_quest_isla2",0,"Contract: Isla's Designs","",0,"",3,"[36,37]",52,"","",""
147,"heist_quest_isla3",0,"Contract: Breaking the Unbreakable","",0,"",3,"[36,37]",52,"","",""
148,"heist_quest_adiyah1",0,"Contract: A Matter of Honour","",0,"",3,"[36,37]",52,"","",""
149,"heist_quest_adiyah2",0,"Contract: Flying False Colours","",0,"",3,"[36,37]",52,"","",""
150,"heist_quest_adiyah3",0,"Contract: Heart of Glory","",0,"",3,"[36,37]",52,"","",""
151,"heist_quest_whakano1",0,"Contract: Slaver's Revenge","",0,"",3,"[36,37]",52,"","",""
152,"heist_quest_whakano2",0,"Contract: Follow the Paper Trail","",0,"",3,"[36,37]",52,"","",""
153,"heist_quest_whakano3",0,"Contract: The Slaver King","",0,"",3,"[36,37]",52,"","",""
154,"heist_quest_faustus1",0,"Contract: The Admiral's Records","",0,"",3,"[36,37]",52,"","",""
155,"heist_quest_faustus2",0,"Contract: Findings for Fidium","",0,"",3,"[36,37]",52,"","",""
156,"heist_quest_faustus3",0,"Contract: Death to Darnaw","",0,"",3,"[36,37]",52,"","",""
157,"heist_quest_kurai1",0,"Contract: Hyrri's Gift","",0,"",3,"[36,37]",52,"","",""
158,"heist_quest_kurai2",0,"Contract: The Negotiation","",0,"",3,"[36,37]",52,"","",""
159,"heist_quest_kurai3",0,"Contract: The Rescue","",0,"",3,"[36,37]",52,"","",""
160,"heist_quest_kurai4",0,"Contract: The Twins","",0,"",3,"[36,37]",52,"","",""
161,"maven_atlas",12,"The Maven","Art/2DArt/QuestIcons/Maven.dds",2,"",0,[],52,"","",""
162,"maven_boss",12,"The Maven's Game","Art/2DArt/QuestIcons/Maven.dds",3,"",0,[],52,"","",""
163,"uberelder",12,"The Elder","Art/2DArt/QuestIcons/TheEldritchDecay.dds",6,"",0,[],52,"","",""
164,"tangle",12,"The Eater of Worlds","Art/2DArt/QuestIcons/TangleQuest.dds",4,"",0,[],52,"","",""
165,"cleansing_fire",12,"The Searing Exarch","Art/2DArt/QuestIcons/CleansingFireQuest.dds",5,"",0,[],52,"","",""
166,"ritual_tutorial",1,"Paying Tribute","Art/2DArt/QuestIcons/RitualTutorial.dds",0,"",0,[],36,"","",""
167,"trialmaster_tutorial",11,"A Choice of Futures","Art/2DArt/QuestIcons/TrialmasterTutorial.dds",0,"",0,[],52,"","",""
168,"expedition_tutorial",6,"Unearthing the Past","Art/2DArt/QuestIcons/ExpeditionTutorial.dds",0,"",0,[],52,"","",""
169,"expedition_tutorial2",6,"Explosive Archaeology","Art/2DArt/QuestIcons/RemnantsTutorial.dds",0,"",0,[],40,"","",""
170,"expedition_mainquest",6,"The Lost Expedition","Art/2DArt/QuestIcons/ExpeditionTutorial.dds",0,"",0,[40],52,"","",""
171,"hellscape_tutorial1",1,"A Glimpse Beyond","Art/2DArt/QuestIcons/BloodCrucibleQuest.dds",0,"",0,"[3,1]",41,"","",""
172,"hellscape_tutorial2",1,"Thirst for Blood","Art/2DArt/QuestIcons/CorruptItemQuest.dds",0,"",0,"[3,1]",41,"","",""
173,"hellscape_tutorial3",11,"Twisted Dreams","Art/2DArt/QuestIcons/DreamFurnaceQuest.dds",0,"",0,"[3,1]",41,"","",""
174,"hellscape_tutorial4",11,"Altered Flesh","Art/2DArt/QuestIcons/VisceraCauldronQuest.dds",0,"",0,"[3,1]",41,"","",""
175,"kirac_atlas",12,"The Atlas of Worlds","Art/2DArt/QuestIcons/Atlas.dds",1,"",0,[],52,"","",""
176,"archnemesis_tutorial",1,"Archnemesis","Art/2DArt/QuestIcons/ArchnemesisQuest.dds",0,"",0,[],42,"","",""
177,"sentinel_tutorial",1,"Sentinel","Art/2DArt/QuestIcons/SentinelTutorial.dds",0,"",0,[],51,"","",""
178,"lake_tutorial",1,"Lake of Kalandra","Art/2DArt/QuestIcons/LakeTutorial.dds",0,"",0,[],51,"","",""
179,"sanctum_explore",0,"The Forbidden Sanctum","",0,"",3,[42],52,"","",""
180,"sanctum_kill_monsters",0,"The Forbidden Sanctum","",0,"",3,[42],52,"","",""
181,"sanctum_puzzle",0,"The Forbidden Sanctum","",0,"",3,[42],52,"","",""
182,"sanctum_boss",0,"The Forbidden Sanctum","",0,"",3,[42],52,"","",""
183,"sanctum_floor_boss",0,"The Forbidden Sanctum","",0,"",3,[42],52,"","",""
184,"sanctum_intro",2,"In Search of the Sanctum","Art/2DArt/QuestIcons/SanctumTutorial.dds",0,"",4,"[3,1]",46,"",1,""
185,"sanctum_pact_unlock",7,"Sanctum Temptations","Art/2DArt/QuestIcons/SanctumPactTutorial.dds",0,"",4,"[3,1]",46,"",1,""
186,"sanctum_intro_new",10,"Aiding an Archivist","Art/2DArt/QuestIcons/SanctumTutorial.dds",0,"",4,"[3,1]",52,"","",""
187,"ancestral_tutorial",1,"Dying for a Fight","Art/2DArt/QuestIcons/AncestorTutorial.dds",0,"",0,[],49,"","",""
188,"azmeri_warden_collect_wisps",-1,"Vivid Rescue","Art/2DArt/QuestIcons/PrimalistWisps.dds",0,"",4,[],50,"",1,3039
189,"azmeri_warden_kill_miniboss",-1,"Spiteful Winter","Art/2DArt/QuestIcons/KillSaplingMiniboss.dds",0,"",4,[],50,"",1,3039
190,"azmeri_voodoo_shaman_collect_wisps",-1,"Culling the Cultists","Art/2DArt/QuestIcons/VoodooShamanWisps.dds",0,"",4,[],50,"",1,3039
191,"azmeri_voodoo_shaman_kill_miniboss",-1,"Become the Darkness","Art/2DArt/QuestIcons/KillVoodooKingMiniboss.dds",0,"",4,[],50,"",1,3039
192,"azmeri_primalist_collect_wisps",-1,"A Merciful Hunt","Art/2DArt/QuestIcons/WardenWisps.dds",0,"",4,[],50,"",1,3039
193,"azmeri_primalist_kill_miniboss",-1,"Hunt for the Crow","Art/2DArt/QuestIcons/KillCrowMiniboss.dds",0,"",4,[],50,"",1,3039
194,"azmeri_voodoo_king",-1,"War for the Wildwood","Art/2DArt/QuestIcons/KillFinalVoodooKingBoss.dds",0,"",4,[],50,"",1,3039
