"rownum","Event","Character","TextAudio"
181,22,4,[232]
182,38,4,[236]
183,42,4,[237]
184,45,4,[240]
185,46,4,[242]
186,47,4,[243]
187,48,4,[245]
188,49,4,[246]
189,50,4,[248]
190,51,4,[251]
191,53,4,[253]
192,54,4,[254]
193,56,4,[714]
194,58,4,[718]
195,59,4,[719]
196,60,4,[720]
197,61,4,[722]
198,62,4,[723]
199,64,4,[727]
200,65,4,[724]
201,66,4,[729]
202,67,4,[730]
203,70,4,[733]
204,73,4,[740]
205,77,4,[743]
206,191,4,[747]
207,80,4,[750]
208,81,4,[753]
209,82,4,[754]
210,84,4,[759]
211,86,4,[764]
212,87,4,[766]
213,88,4,[768]
214,91,4,[771]
215,103,4,[223]
216,109,4,[225]
217,110,4,[228]
218,112,4,[226]
219,117,4,[229]
220,118,4,[230]
221,119,4,[231]
222,120,4,[234]
223,122,4,[238]
224,124,4,[239]
225,125,4,[241]
226,126,4,[244]
227,127,4,[250]
228,128,4,[252]
229,130,4,[255]
230,131,4,[256]
231,132,4,[257]
232,133,4,[259]
233,134,4,[715]
234,135,4,[717]
235,138,4,[721]
236,142,4,[726]
237,146,4,[735]
238,149,4,[744]
239,153,4,[755]
240,155,4,[757]
241,161,4,[765]
242,162,4,[767]
243,165,4,[772]
244,166,4,[773]
245,167,4,[775]
246,168,4,[774]
247,169,4,[776]
248,196,4,[728]
249,197,4,[732]
250,198,4,[736]
251,199,4,[737]
252,200,4,[741]
253,201,4,[745]
254,202,4,[748]
255,203,4,[752]
256,204,4,[758]
257,205,4,[760]
258,206,4,[761]
259,207,4,[762]
260,211,4,[716]
261,212,4,[725]
262,214,4,[742]
263,218,4,[763]
264,227,4,[233]
265,234,4,[247]
266,236,4,[258]
267,238,4,[746]
268,240,4,[756]
269,245,4,"[282,283]"
270,246,4,"[280,281]"
271,247,4,"[268,269]"
272,248,4,"[264,265]"
273,250,4,"[270,271,272,273,274,275,276,277,278,279]"
274,252,4,"[284,285]"
275,253,4,"[266,267]"
276,254,4,"[262,263]"
277,255,4,"[260,261]"
278,256,4,[287]
279,257,4,[288]
280,258,4,[289]
281,259,4,[290]
282,260,4,[291]
283,261,4,[292]
284,262,4,[293]
285,263,4,[294]
286,1,5,[333]
287,9,5,[295]
288,12,5,[296]
289,15,5,[334]
290,22,5,[297]
291,30,5,[340]
292,33,5,[298]
293,38,5,[299]
294,40,5,[332]
295,42,5,[336]
296,45,5,[341]
297,46,5,[330]
298,48,5,[337]
299,49,5,[338]
300,50,5,[339]
301,53,5,[331]
302,54,5,[335]
303,103,5,[345]
304,109,5,[301]
305,110,5,[302]
306,112,5,[303]
307,117,5,[304]
308,118,5,[305]
309,119,5,[306]
310,120,5,[307]
311,122,5,[308]
312,124,5,[309]
313,125,5,[310]
314,126,5,[349]
315,127,5,[343]
316,130,5,[347]
317,131,5,[348]
318,132,5,[344]
319,133,5,[346]
320,220,5,[311]
321,227,5,[312]
322,232,5,[328]
323,234,5,[342]
324,236,5,[329]
325,245,5,"[350,351,352]"
326,246,5,[313]
327,247,5,[314]
328,248,5,[315]
329,250,5,"[353,354,355,356,357,358,359]"
330,252,5,[316]
331,253,5,[317]
332,254,5,[318]
333,255,5,[319]
334,256,5,[320]
335,257,5,[321]
336,258,5,[322]
337,259,5,[323]
338,260,5,[324]
339,261,5,[325]
340,262,5,[326]
341,263,5,[327]
342,1,6,[363]
343,9,6,[364]
344,12,6,[365]
345,15,6,[400]
346,21,6,[404]
347,22,6,[366]
348,30,6,[410]
349,33,6,[367]
350,36,6,[403]
351,38,6,[368]
352,42,6,[369]
353,45,6,[411]
354,46,6,[398]
355,47,6,[399]
356,48,6,[407]
357,49,6,[408]
358,50,6,[409]
359,51,6,[406]
360,53,6,[401]
361,54,6,[405]
362,56,6,[630]
363,58,6,[634]
364,59,6,[636]
365,60,6,[637]
366,61,6,[642]
367,63,6,[644]
368,64,6,[649]
369,65,6,[646]
370,66,6,[651]
371,67,6,[652]
372,68,6,[655]
373,70,6,[657]
374,71,6,[660]
375,72,6,[663]
376,73,6,[664]
377,74,6,[666]
378,75,6,[667]
379,77,6,[670]
380,78,6,[672]
381,191,6,[675]
382,79,6,[677]
383,80,6,[679]
384,81,6,[681]
385,82,6,[682]
386,84,6,[688]
387,86,6,[695]
388,87,6,[697]
389,88,6,[699]
390,91,6,[703]
391,103,6,[370]
392,109,6,[371]
393,110,6,[415]
394,112,6,[372]
395,117,6,[373]
396,118,6,[374]
397,119,6,[375]
398,120,6,[376]
399,122,6,[377]
400,124,6,[378]
401,125,6,[379]
402,126,6,[421]
403,127,6,[413]
404,128,6,[416]
405,130,6,[418]
406,131,6,[420]
407,132,6,[414]
408,133,6,[417]
409,134,6,[631]
410,135,6,[633]
411,136,6,[635]
412,137,6,[639]
413,138,6,[640]
414,140,6,[643]
415,141,6,[645]
416,142,6,[648]
417,146,6,[658]
418,149,6,[671]
419,153,6,[683]
420,155,6,[685]
421,161,6,[696]
422,162,6,[698]
423,165,6,[704]
424,166,6,[705]
425,167,6,[707]
426,168,6,[706]
427,169,6,[708]
428,196,6,[650]
429,197,6,[656]
430,198,6,[659]
431,199,6,[661]
432,200,6,[665]
433,201,6,[673]
434,202,6,[676]
435,203,6,[680]
436,204,6,[687]
437,205,6,[690]
438,206,6,[692]
439,207,6,[693]
440,208,6,[702]
441,209,6,[653]
442,211,6,[632]
443,212,6,[647]
444,213,6,[654]
445,214,6,[668]
446,215,6,[686]
447,216,6,[689]
448,217,6,[691]
449,218,6,[694]
450,227,6,[380]
451,232,6,[397]
452,234,6,[412]
453,236,6,[419]
454,238,6,[674]
455,239,6,[678]
456,240,6,[684]
457,245,6,[432]
458,246,6,[381]
459,247,6,[382]
460,248,6,[383]
461,250,6,"[422,423,424,425,426,427,428,429,430,431]"
462,252,6,[385]
463,253,6,[386]
464,254,6,[387]
465,255,6,[388]
466,256,6,[389]
467,257,6,[390]
468,258,6,[391]
469,259,6,[392]
470,260,6,[393]
471,261,6,[394]
472,262,6,[395]
473,263,6,[396]
474,1,2,[436]
475,9,2,[437]
476,12,2,[439]
477,15,2,[442]
478,22,2,[443]
479,30,2,[450]
480,34,2,[451]
481,38,2,[453]
482,42,2,[455]
483,45,2,[457]
484,46,2,[459]
485,47,2,[460]
486,48,2,[462]
487,49,2,[463]
488,50,2,[465]
489,51,2,[468]
490,53,2,[470]
491,54,2,[471]
492,55,2,[785]
493,56,2,[786]
494,103,2,[434]
495,104,2,[435]
496,109,2,[438]
497,110,2,[440]
498,112,2,[441]
499,115,2,[444]
500,117,2,[447]
501,118,2,[445]
502,119,2,[446]
503,120,2,[449]
504,122,2,[454]
505,124,2,[456]
506,125,2,[458]
507,126,2,[461]
508,127,2,[467]
509,128,2,[469]
510,130,2,[472]
511,131,2,[473]
512,132,2,[474]
513,133,2,[476]
514,134,2,[787]
515,220,2,[433]
516,221,2,[546]
517,227,2,[448]
518,230,2,[452]
519,234,2,[464]
520,236,2,[475]
521,245,2,"[478,479]"
522,246,2,"[488,489]"
523,247,2,"[486,487]"
524,248,2,"[482,483]"
525,250,2,"[492,493,494,495,496,497,498,499,500,501]"
526,252,2,"[504,505]"
527,253,2,"[484,485]"
528,254,2,"[480,481]"
529,255,2,"[490,491]"
530,256,2,"[502,503]"
531,257,2,[506]
532,258,2,[507]
533,259,2,[508]
534,260,2,[509]
535,261,2,[510]
536,262,2,[511]
537,263,2,[512]
538,211,2,[788]
539,135,2,[789]
540,58,2,[790]
541,59,2,[791]
542,60,2,[792]
543,137,2,[793]
544,138,2,[794]
545,195,2,[795]
546,61,2,[796]
547,62,2,[797]
548,141,2,[798]
549,65,2,[799]
550,212,2,[800]
551,142,2,[801]
552,64,2,[802]
553,196,2,[803]
554,66,2,[804]
555,67,2,[805]
556,197,2,[807]
557,70,2,[808]
558,146,2,[809]
559,198,2,[810]
560,199,2,[811]
561,73,2,[814]
562,200,2,[815]
563,214,2,[816]
564,55,3,[852]
565,56,3,[853]
566,134,3,[854]
567,57,3,[855]
568,211,3,[856]
569,135,3,[857]
570,58,3,[858]
571,59,3,[859]
572,60,3,[860]
573,137,3,[861]
574,138,3,[862]
575,195,3,[863]
576,61,3,[864]
577,62,3,[865]
578,141,3,[866]
579,65,3,[867]
580,212,3,[868]
581,142,3,[869]
582,64,3,[870]
583,196,3,[871]
584,66,3,[872]
585,67,3,[873]
586,197,3,[875]
587,70,3,[876]
588,146,3,[877]
589,198,3,[878]
590,199,3,[879]
591,73,3,[882]
592,200,3,[883]
593,214,3,[884]
594,76,3,[885]
595,77,3,[886]
596,149,3,[887]
597,78,3,[888]
598,201,3,[889]
599,238,3,[890]
600,191,3,[891]
601,202,3,[892]
602,80,3,[895]
603,152,3,[897]
604,203,3,[898]
605,81,3,[899]
606,82,3,[900]
607,153,3,[901]
608,240,3,[902]
609,155,3,[903]
610,204,3,[904]
611,84,3,[905]
612,215,3,[906]
613,216,3,[907]
614,205,3,[908]
615,217,3,[909]
616,206,3,[910]
617,207,3,[911]
618,218,3,[912]
619,86,3,[913]
620,161,3,[914]
621,87,3,[915]
622,162,3,[916]
623,88,3,[917]
624,267,3,[918]
625,268,3,[919]
626,91,3,[920]
627,269,3,[922]
628,273,3,[923]
629,274,3,[924]
630,275,3,[925]
631,276,3,[926]
632,277,3,[927]
633,278,3,[928]
634,279,3,[929]
635,280,3,[930]
636,168,3,[931]
637,166,3,[932]
638,167,3,[933]
639,165,3,[934]
640,281,3,[935]
641,282,3,[936]
642,283,3,[937]
643,284,3,[938]
644,285,3,[939]
645,286,3,[940]
646,287,3,[941]
647,289,3,[942]
648,288,3,[943]
649,76,2,[817]
650,77,2,[818]
651,149,2,[819]
652,78,2,[820]
653,201,2,[821]
654,238,2,[822]
655,191,2,[823]
656,202,2,[824]
657,80,2,[826]
658,203,2,[829]
659,81,2,[830]
660,82,2,[831]
661,153,2,[832]
662,240,2,[833]
663,155,2,[834]
664,204,2,[835]
665,84,2,[836]
666,215,2,[837]
667,216,2,[838]
668,205,2,[839]
669,217,2,[840]
670,206,2,[841]
671,207,2,[842]
672,218,2,[843]
673,86,2,[844]
674,161,2,[845]
675,87,2,[846]
676,162,2,[847]
677,88,2,[848]
678,267,2,[849]
679,268,2,[850]
680,91,2,[851]
