"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
139,"HardModeStrongbox6",280,"",68,71,4,0
140,"HardModeStrongbox7",281,"",72,75,3,0
141,"HardModeStrongbox8",282,"",76,79,2,0
142,"HardModeStrongbox9",283,"",80,100,1,0
143,"HardModeStrongbox10",284,"",12,100,10,0
144,"HardModeStrongbox11",285,"",20,100,10,0
145,"HardModeStrongbox12",286,"",1,100,60,0
146,"HardModeStrongbox13",287,"",1,100,40,0
147,"HardModeStrongbox14",288,"",1,100,500,0
148,"HardModeHealingRoom",743,"",1,100,1,0
149,"HardModePoisonRoom",744,"",1,100,1,0
150,"HardModeTrapRoom",745,"",1,100,1,0
151,"HardModeBossLightningRoom",746,"",1,100,1,0
152,"HardModeBossFireRoom",747,"",1,100,1,0
153,"HardModeBossMinionRoom",748,"",1,100,1,0
