"rownum","Id","Projectile","Animation","bool","bool","i32","bool"
74,74,548,20,"","",0,""
75,75,549,20,"","",0,""
76,76,550,20,"","",0,""
77,77,551,20,"","",0,""
78,78,552,20,"","",0,""
79,79,553,20,"","",0,""
80,80,572,20,"","",0,""
81,81,573,20,"","",0,""
82,82,575,20,"","",0,""
83,83,580,20,"","",0,""
84,84,226,20,"","",0,""
85,85,317,25,"","",0,""
86,86,589,20,"","",0,""
87,87,590,20,"","",0,""
88,88,591,20,1,"",0,""
89,89,592,20,1,"",0,""
90,90,593,33,1,"",0,""
91,91,594,20,"","",0,""
92,92,518,20,1,"",0,""
93,93,599,20,1,"",0,""
94,94,618,20,"","",0,""
95,95,621,20,1,"",0,""
96,96,622,26,1,"",0,""
97,97,636,20,1,"",0,""
98,98,637,20,"","",0,""
99,99,638,24,"","",0,""
100,100,640,20,"","",0,""
101,101,641,20,"","",0,""
102,102,642,20,"","",0,""
103,103,643,20,"","",0,""
104,104,644,20,"","",0,""
105,105,654,20,"","",0,""
106,106,645,20,1,"",0,""
107,107,639,20,"","",0,""
108,108,666,20,"","",0,""
109,109,670,20,"","",0,""
110,110,684,20,1,"",0,""
111,111,687,20,"","",0,""
112,112,693,20,"","",0,""
113,113,707,20,"","",0,""
114,114,708,20,"","",0,""
115,115,740,20,1,"",0,""
116,116,744,20,"","",0,""
117,117,745,20,"","",0,""
118,118,747,20,"","",0,""
119,119,766,20,"","",0,""
120,120,750,20,"","",0,""
121,121,741,20,1,"",0,""
122,122,742,20,1,"",0,""
123,123,761,20,"","",0,""
124,124,762,20,"","",0,""
125,125,772,20,1,"",5,""
126,126,773,20,"","",0,""
127,127,779,20,"","",0,1
128,128,782,20,"","",0,1
129,129,789,20,1,"",0,""
130,130,790,20,1,"",5,""
131,131,812,20,"","",0,""
132,132,823,20,"","",0,""
133,133,793,20,"","",0,""
134,134,791,20,1,"",5,""
135,135,852,20,1,"",0,""
136,136,854,20,1,"",-15,""
137,137,855,20,1,"",0,""
138,138,856,20,"","",0,""
139,139,855,20,"","",0,""
140,140,874,20,1,"",0,""
141,141,898,20,"","",0,""
142,142,906,20,"","",0,""
143,143,907,20,"","",0,""
144,144,913,20,"","",0,""
145,145,915,20,"","",0,""
146,146,926,20,"","",0,""
147,147,927,20,"","",0,""
148,148,928,20,"","",0,""
149,149,929,20,"","",0,""
150,150,930,20,"","",0,""
151,151,931,20,"","",0,""
152,152,933,20,"","",0,""
153,153,937,20,"","",0,""
154,154,946,20,"","",0,""
155,155,947,20,"","",0,""
156,156,938,20,"","",0,""
157,157,939,20,"","",0,""
158,158,981,20,"","",0,""
159,159,982,20,"","",0,""
160,160,985,20,1,"",0,""
161,161,986,20,"","",0,""
162,162,986,20,"","",0,""
163,163,1001,20,"","",0,""
164,164,999,20,"","",0,""
165,165,1003,20,"","",0,""
166,166,1004,20,"","",0,""
167,167,1005,20,"","",0,""
168,168,976,20,"","",0,""
169,169,1030,20,"","",0,""
170,170,1040,25,"","",0,1
171,171,1041,20,"","",0,""
172,172,1042,20,1,"",0,""
173,173,1043,20,"","",0,""
174,174,1044,20,"","",0,""
175,175,1045,20,"","",0,""
176,176,1048,20,"","",0,""
177,177,1046,20,"","",0,""
178,178,1047,20,"","",0,""
179,179,10,27,"","",0,""
180,180,1061,20,"","",0,""
181,181,1062,20,"","",0,""
182,182,1059,26,"","",0,""
183,183,1060,20,"","",0,""
184,184,1061,20,"","",0,""
185,185,1062,20,"","",0,""
186,186,1063,20,"","",0,""
187,187,1067,20,"","",0,1
188,188,1072,20,"","",0,""
189,189,1080,20,"","",0,""
190,190,1083,20,"","",0,""
191,191,1082,20,1,"",0,""
192,192,1098,20,"","",0,""
193,193,1101,20,1,"",40,""
194,194,1102,24,"","",0,""
195,195,1102,26,"","",0,""
196,196,1103,25,"","",0,""
197,197,1111,20,"","",0,""
198,198,1112,20,"","",0,""
199,199,1113,24,"","",0,""
200,200,790,20,"","",0,""
201,201,1118,20,"","",0,""
202,202,1131,20,"","",0,""
203,203,1134,20,1,"",15,""
204,204,1135,20,1,"",15,""
205,205,1142,20,"","",0,1
206,206,1143,20,"","",0,""
207,207,1145,20,"","",0,""
208,208,1147,20,1,"",0,""
209,209,501,20,"","",0,""
210,210,1170,20,1,"",40,""
211,211,1171,20,1,"",40,""
212,212,1177,20,1,"",0,""
213,213,1183,20,1,"",0,""
214,214,1204,20,"","",0,""
215,215,1205,20,1,"",0,""
216,216,1206,20,"","",0,""
217,217,1073,20,"","",0,""
218,218,853,20,"","",0,""
219,219,574,20,"","",0,""
220,220,271,20,"","",0,""
221,221,391,20,"","",0,""
222,222,392,20,"","",0,""
223,223,534,24,"","",0,""
224,224,1208,20,"","",0,""
225,225,1213,20,"","",0,""
226,226,1214,20,"","",0,""
227,227,1215,20,"","",0,""
228,228,1219,20,"","",0,""
229,229,1220,20,"","",0,""
230,230,1243,20,"","",0,""
231,231,1244,20,"","",0,""
232,232,1245,20,"","",0,""
233,233,1246,20,"","",0,""
234,234,1247,20,"","",0,""
235,235,1250,20,"","",0,""
236,236,1252,20,"","",0,""
237,237,1253,20,"","",0,""
238,238,1255,20,"","",0,""
239,239,1257,20,"","",0,""
240,240,1259,20,"","",0,""
241,241,1264,20,"","",0,""
242,242,1270,20,"","",0,""
243,243,1271,20,1,"",0,""
244,244,1273,20,"","",0,""
245,245,1287,20,"","",0,""
246,246,1291,20,"","",0,""
247,247,1291,20,"","",0,""
248,248,1125,20,"","",0,""
249,249,1288,20,1,"",25,""
