"rownum","BaseItemTypesKey","i32","rid","rid"
269,682,1,2,""
270,760,1,3,""
271,722,1,7,""
272,735,1,1,""
273,447,1,1,""
274,739,1,1,""
275,734,1,1,""
276,440,1,0,""
277,686,1,2,""
278,415,1,2,""
279,444,1,2,""
280,935,1,2,""
281,939,1,2,""
282,828,1,8,""
283,676,1,7,""
284,683,1,3,""
285,428,1,8,""
286,441,1,7,""
287,443,1,7,""
288,448,1,8,""
289,411,1,7,""
290,618,1,0,""
291,410,1,9,""
292,438,1,8,""
293,4535,1,9,""
294,4536,1,4,""
295,4537,1,7,""
296,4573,1,8,""
297,4575,1,2,""
298,4595,1,1,""
299,4582,1,2,""
300,4570,1,3,""
301,4599,1,2,""
302,4571,1,2,""
303,4569,1,2,""
304,4592,1,2,""
305,4633,1,8,""
306,4593,1,4,""
307,4580,1,2,""
308,4590,1,2,""
309,4572,1,4,""
310,4539,1,7,""
311,4540,1,9,""
312,4541,1,9,""
313,4543,1,2,""
314,4613,1,0,""
315,4630,1,1,""
316,4589,1,3,""
317,4638,1,2,""
318,4604,1,2,""
319,4603,1,2,""
320,4606,1,2,""
321,4552,1,9,""
322,4635,1,2,""
323,4545,1,3,""
324,4546,1,2,""
325,4551,1,4,""
326,4553,1,2,""
327,4549,1,2,""
328,4636,1,2,""
329,4554,1,2,""
330,4557,1,1,""
331,4555,1,2,""
332,4637,1,2,""
333,4616,1,0,""
334,4896,1,2,""
335,430,1,2,""
336,4556,1,2,""
337,4542,1,2,""
338,351,1,2,""
339,458,1,2,""
