"rownum","Id","AOFile","MiscObject","i32"
45,"TencentBadge6_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F06.ao","",46
46,"TencentBadge6_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G06.ao","",47
47,"TencentBadge7_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A07.ao","",48
48,"TencentBadge7_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B07.ao","",49
49,"TencentBadge7_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C07.ao","",50
50,"TencentBadge7_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D07.ao","",51
51,"TencentBadge7_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E07.ao","",52
52,"TencentBadge7_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F07.ao","",53
53,"TencentBadge7_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G07.ao","",54
54,"TencentBadge8_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A08.ao","",55
55,"TencentBadge8_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B08.ao","",56
56,"TencentBadge8_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C08.ao","",57
57,"TencentBadge8_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D08.ao","",58
58,"TencentBadge8_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E08.ao","",59
59,"TencentBadge8_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F08.ao","",60
60,"TencentBadge8_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G08.ao","",61
61,"TencentBadge9_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A09.ao","",62
62,"TencentBadge9_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B09.ao","",63
63,"TencentBadge9_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C09.ao","",64
64,"TencentBadge9_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D09.ao","",65
65,"TencentBadge9_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E09.ao","",66
66,"TencentBadge9_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F09.ao","",67
67,"TencentBadge9_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G09.ao","",68
68,"TencentBadge10_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A10.ao","",69
69,"TencentBadge10_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B10.ao","",70
70,"TencentBadge10_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C10.ao","",71
71,"TencentBadge10_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D10.ao","",72
72,"TencentBadge10_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E10.ao","",73
73,"TencentBadge10_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F10.ao","",74
74,"TencentBadge10_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G10.ao","",75
75,"VanguardDemon","Metadata/Effects/Microtransactions/Aura/VanguardDemon/VanguardDemon.ao",260,76
76,"PitfighterDemon","Metadata/Effects/Microtransactions/Aura/PitfighterDemon/PitfighterDemon.ao",261,77
77,"EmpyreanDemon","Metadata/Effects/Microtransactions/Aura/EmpyreanDemon/EmpyreanDemon.ao",262,78
78,"ArcticCrystalDemon","Metadata/Effects/Microtransactions/Aura/ArcticCrystalDemon/ArcticCrystalDemon.ao","",79
79,"AssassinDemon","Metadata/Effects/Microtransactions/Aura/AssassinDemon/AssassinDemon.ao",259,80
80,"CrucibleDemon","Metadata/Effects/Microtransactions/Aura/CrucibleDemon/CrucibleDemon.ao",258,81
81,"PurpleCrystalDemon","Metadata/Effects/Microtransactions/Aura/PurpleCrystalDemon/PurpleCrystalDemon.ao","",82
82,"LostSoulsApparitionEffect","Metadata/Effects/Microtransactions/Aura/LostSouls/rig.ao",279,83
83,"DragonApparitionEffect","Metadata/Effects/Microtransactions/Aura/DragonBlueDemon/DragonBlueDemon.ao","",84
84,"ZenithBarrage","Metadata/Effects/Microtransactions/Aura/ZenithBarrage/ZenithBarrage.ao","",85
85,"ChiyouApparitionEffect","Metadata/Effects/Microtransactions/Aura/ChiyouDemon/ChiyouDemon.ao","",86
86,"JudicatorGauntletApparitionEffect","Metadata/Effects/Microtransactions/Aura/Judicator/Judicator.ao",360,87
87,"CrusaderApparitionEffect","Metadata/Effects/Microtransactions/Aura/CrusaderApp/CrusaderApparition.ao",357,88
88,"BasiliskApparitionEffect","Metadata/Effects/Microtransactions/Aura/BasiliskDemon/BasiliskDemon.ao",358,89
89,"EyrieApparitionEffect","Metadata/Effects/Microtransactions/Aura/EyrieDemon/EyrieApparition.ao",339,90
90,"OrionApparitionEffect","Metadata/Effects/Microtransactions/Aura/OrionDemon/OrionDemon.ao",356,91
91,"JudicatorApparitionEffect","Metadata/Effects/Microtransactions/Aura/JudicatorDemon/JudicatorDemon.ao",359,92
92,"DragonHunterApparitionEffect","Metadata/Effects/Microtransactions/Aura/DragonhunterDemon/DragonHunterDemon.ao","",93
93,"TencentBadge11_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A11.ao","",94
94,"TencentBadge11_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B11.ao","",95
95,"TencentBadge11_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C11.ao","",96
96,"TencentBadge11_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D11.ao","",97
97,"TencentBadge11_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E11.ao","",98
98,"TencentBadge11_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F11.ao","",99
99,"TencentBadge11_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G11.ao","",100
100,"TencentBadge12_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A12.ao","",101
101,"TencentBadge12_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B12.ao","",102
102,"TencentBadge12_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C12.ao","",103
103,"TencentBadge12_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D12.ao","",104
104,"TencentBadge12_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E12.ao","",105
105,"TencentBadge12_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F12.ao","",106
106,"TencentBadge12_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G12.ao","",107
107,"TencentBadge13_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A13.ao","",108
108,"TencentBadge13_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B13.ao","",109
109,"TencentBadge13_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C13.ao","",110
110,"TencentBadge13_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D13.ao","",111
111,"TencentBadge13_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E13.ao","",112
112,"TencentBadge13_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F13.ao","",113
113,"TencentBadge13_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G13.ao","",114
114,"TencentBadge14_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A14.ao","",115
115,"TencentBadge14_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B14.ao","",116
116,"TencentBadge14_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C14.ao","",117
117,"TencentBadge14_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D14.ao","",118
118,"TencentBadge14_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E14.ao","",119
119,"TencentBadge14_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F14.ao","",120
120,"TencentBadge14_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G14.ao","",121
121,"TencentBadge15_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A15.ao","",122
122,"TencentBadge15_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B15.ao","",123
123,"TencentBadge15_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C15.ao","",124
124,"TencentBadge15_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D15.ao","",125
125,"TencentBadge15_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E15.ao","",126
126,"TencentBadge15_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F15.ao","",127
127,"TencentBadge15_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G15.ao","",128
128,"TencentBadge16_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A16.ao","",129
129,"TencentBadge16_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B16.ao","",130
130,"TencentBadge16_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C16.ao","",131
131,"TencentBadge16_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D16.ao","",132
132,"TencentBadge16_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E16.ao","",133
133,"TencentBadge16_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F16.ao","",134
134,"TencentBadge16_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G16.ao","",135
135,"TencentBadge17_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A17.ao","",136
136,"TencentBadge17_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B17.ao","",137
137,"TencentBadge17_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C17.ao","",138
138,"TencentBadge17_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D17.ao","",139
139,"TencentBadge17_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E17.ao","",140
140,"TencentBadge17_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F17.ao","",141
141,"TencentBadge17_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G17.ao","",142
142,"TencentBadge18_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A18.ao","",143
143,"TencentBadge18_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B18.ao","",144
144,"TencentBadge18_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C18.ao","",145
145,"TencentBadge18_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D18.ao","",146
146,"TencentBadge18_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E18.ao","",147
147,"TencentBadge18_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F18.ao","",148
148,"TencentBadge18_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G18.ao","",149
149,"TencentBadge19_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A19.ao","",150
150,"TencentBadge19_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B19.ao","",151
151,"TencentBadge19_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C19.ao","",152
152,"TencentBadge19_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D19.ao","",153
153,"TencentBadge19_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E19.ao","",154
154,"TencentBadge19_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F19.ao","",155
155,"TencentBadge19_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G19.ao","",156
156,"TencentBadge20_1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/A20.ao","",157
157,"TencentBadge20_2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/B20.ao","",158
158,"TencentBadge20_3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/C20.ao","",159
159,"TencentBadge20_4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/D20.ao","",160
160,"TencentBadge20_5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/E20.ao","",161
161,"TencentBadge20_6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/F20.ao","",162
162,"TencentBadge20_7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons/G20.ao","",163
163,"ThunderstormApparitionEffect","Metadata/Effects/Microtransactions/Aura/Thundercloud/Thundercloud.ao","",164
164,"GoddessApparitionEffect","Metadata/Effects/Microtransactions/Aura/TencentGoddess/TencentGoddess.ao","",165
165,"FrostVikingBackAttachmentApparition","Metadata/Pet/EyrieFalcon/WinterVikingFalcon.ao","",166
166,"FlutterofButterfliesApparitionEffect","Metadata/Effects/Microtransactions/Aura/Butterflies/ButterfliesApparition.ao","",167
167,"JingweiApparitionEffect","Metadata/Effects/Microtransactions/Aura/JingweiDemon/JingweiCraneAmulate.ao","",168
168,"DoomcrowApparitionEffect","Metadata/Effects/Microtransactions/Aura/DoomcrowApparition/DoomcrowApparitionMask.ao","",169
169,"WinterDragonApparitionEffect","Metadata/Effects/Microtransactions/Aura/DragonhunterDemon/WinterDragonHunterDemon.ao","",170
170,"WyrmlordApparitionEffect","Metadata/Effects/Microtransactions/Aura/WyrmLordApparition/WyrmLordApparition.ao",591,171
171,"SupremeEmberkeepApparitionEffect","Metadata/Effects/Microtransactions/Aura/EmberkeepApparition/EmberkeepApparition.ao",600,172
172,"GodofThunderApparitionEffect","Metadata/Effects/Microtransactions/Aura/GodOfThunder/GodOfThunderApparition.ao","",173
173,"ReaperApparitionEffect","Metadata/Effects/Microtransactions/Aura/ReaperApparition/ReaperApparition.ao",624,174
174,"TimelessJewelHyrriEffect","Metadata/Effects/Microtransactions/Jewels/TimelessJewels/Apparitions/LegionKaruiGeneral.ao","",175
175,"TimelessJewelLioneyeEffect","Metadata/Effects/Microtransactions/Jewels/TimelessJewels/Apparitions/LegionEternalEmpireGeneral.ao","",176
176,"TimelessJewelViperEffect","Metadata/Effects/Microtransactions/Jewels/TimelessJewels/Apparitions/LegionVaalGeneral.ao","",177
177,"TimelessJewelVoxEffect","Metadata/Effects/Microtransactions/Jewels/TimelessJewels/Apparitions/LegionTemplarGeneral.ao","",178
178,"TimelessJewelAukunaEffect","Metadata/Effects/Microtransactions/Jewels/TimelessJewels/Apparitions/LegionMarakethGeneralDismounted.ao","",179
179,"CultistSpiritWeaponApparition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/Cultist.ao","",180
180,"MercenarySpiritWeaponApparition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/Mercenary.ao","",181
181,"PyromaniacSpiritWeaponApparition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/Pyromaniac.ao","",182
182,"TemplarZealotSpiritWeaponApparition","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/TemplarZealot.ao","",183
183,"PredatoryFarrulsFurApparition","Metadata/Pet/CultDarkness/FarrulsFurPanther.ao","",184
184,"OshabisHeaddressStrApparition","Metadata/Items/Armours/Helmets/OshabisHeaddress/Apparitions/BearBossHeld.ao","",185
185,"OshabisHeaddressDexApparition","Metadata/Items/Armours/Helmets/OshabisHeaddress/Apparitions/CatBossHeld.ao","",186
186,"OshabisHeaddressIntApparition","Metadata/Items/Armours/Helmets/OshabisHeaddress/Apparitions/RavenBossHeld.ao","",187
187,"TencentGradeBadge1","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/01.ao","",188
188,"TencentGradeBadge2","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/02.ao","",189
189,"TencentGradeBadge3","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/03.ao","",190
190,"TencentGradeBadge4","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/04.ao","",191
191,"TencentGradeBadge5","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/05.ao","",192
192,"TencentGradeBadge6","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/06.ao","",193
193,"TencentGradeBadge7","Metadata/Effects/Microtransactions/Misc/tencent/prestige_icons_blank/07.ao","",194
194,"HateforgeAtziriApparition","Metadata/Items/Armours/Gloves/Hateforge/Atziri/AtziriHateforgeHeld.ao","",195
195,"VentorsGambleBoxCars","Metadata/Effects/Microtransactions/Rings/VentorsGambleRing/VentorsGambleDiceRoll2Held.ao","",196
196,"VentorsGambleSnakeEyes","Metadata/Effects/Microtransactions/Rings/VentorsGambleRing/VentorsGambleDiceRollHeld.ao","",197
197,"LunarApparitionEffect","Metadata/Effects/Microtransactions/Aura/LunarApparition/LunarApparition.ao","",198
198,"GoldenChiyouApparitionEffect","Metadata/Effects/Microtransactions/Aura/ChiyouDemon/Gold_ChiyouDemon.ao","",199
199,"ScourgeApparitionEffect","Metadata/Effects/Microtransactions/Aura/ScourgeApparition/ScourgeApparition.ao",1317,200
