"rownum","Id","[rid]","[string]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","rid"
121,"LargeSpiderBloodSmall",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood_impact_spider.pet""]",1,67108864,0,0,-436207616,50,0,0,-436207616,50,"","","",""
122,"LargeSpiderBloodLarge",[],"[""Metadata/Particles/elemental_damages/blood_impacts/large_blood/blood1_impact_spider.pet""]",1,67108864,0,0,-838860800,51,0,0,-838860800,51,"","","",""
123,"AfflictionBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type.pet""]",1,67108864,0,0,-503316480,52,0,0,-503316480,52,"","","",""
124,"AfflictionBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_large.pet""]",1,67108864,0,0,33554432,54,0,0,33554432,54,"","","",""
125,"AfflictionBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Affliction/affliction_manifests/blood_type/affliction_blood_type_crit.pet""]",1,67108864,0,0,503316480,55,0,0,503316480,55,"","","",""
126,"RobotBloodSmall",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood.pet""]",1,67108864,0,0,-503316480,55,0,0,-503316480,55,"","","",""
127,"RobotBloodLarge",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_large.pet""]",1,67108864,0,0,-1308622848,56,0,0,-1308622848,56,"","","",""
128,"RobotBloodCrit",[],"[""Metadata/Particles/monster_effects/League_Heist/robot/blood/robot_blood_crit.pet""]",1,67108864,0,0,2113929216,57,0,0,2113929216,57,"","","",""
129,"BloodBoilEffect",[],[],1,0,0,0,-1610612736,57,0,0,-1610612736,57,"","","",532
130,"MtxMagmaBlood",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/blood_impact_player.pet""]",1,0,0,0,-2013265920,58,0,0,-2013265920,58,"","","",""
131,"MtxMagmaBloodCrit",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/critical_strikes_player.pet""]",1,0,0,0,-2147483648,59,0,0,-2147483648,59,"","","",""
132,"MtxCordycepBowHit",[7051],[],1,50331648,0,0,-1241513984,59,0,0,-1241513984,59,"","","",""
133,"MtxBeastmanArmourKillNormal",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,-1577058304,60,0,0,-1577058304,60,"","","",""
134,"MtxBeastmanArmourKillMagic",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,-503316480,60,0,0,-503316480,60,"","","",""
135,"MtxBeastmanArmourKillRare",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,536870912,61,0,0,536870912,61,"","","",""
136,"MtxBeastmanArmourKillUnique",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/kill_fx_big/BLOOD_S.pet""]",1,0,0,0,1644167168,61,0,0,1644167168,61,"","","",""
137,"MtxBeastmanArmourHitNormal",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,1241513984,62,0,0,1241513984,62,"","","",""
138,"MtxBeastmanArmourHitMagic",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,-2013265920,62,0,0,-2013265920,62,"","","",""
139,"MtxBeastmanArmourHitRare",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,-1006632960,62,0,0,-1006632960,62,"","","",""
140,"MtxBeastmanArmourHitUnique",[],"[""Metadata/Effects/Microtransactions/BodyArmours/Beastman/pet/hit_fx_mid/BLOOD_S.pet""]",1,50331648,0,0,67108864,63,0,0,67108864,63,"","","",""
141,"MtxDivergenceArtilleryHit",[7240],[],1,67108864,0,0,1241513984,63,0,0,1241513984,63,"","","",""
142,"VoidEmperorLightningArrowHit",[7249],[],1,0,0,0,-1778384896,63,0,0,-1778384896,63,"","","",""
143,"DarkTempestLightningArrowHit",[7244],[],1,0,0,0,-503316480,63,0,0,-503316480,63,"","","",""
144,"DivergenceLightningArrowHitEffect",[7266],[],1,0,0,0,939524096,64,0,0,939524096,64,"","","",""
145,"BarkskinBlood",[],"[""Metadata/Effects/Spells/monsters_effects/aura/ascendancy/barkskin/fx/hit_splinters.pet""]",1,0,0,0,234881024,65,0,0,234881024,65,"","","",""
146,"MtxPetalBlood",[],"[""Metadata/Effects/Microtransactions/Character_FX/night_lotus/pet/flower_impact.pet""]",1,0,0,0,-637534208,65,0,0,-637534208,65,"","","",""
147,"MtxPetalBloodCrit",[],"[""Metadata/Effects/Microtransactions/Character_FX/night_lotus/pet/flower_critical_strike.pet""]",1,0,0,0,-1073741824,66,0,0,-1073741824,66,"","","",""
