"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]"
29,"1_2_8-bosspack",[32],3,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
30,"1_2_7-bandits",[31],2,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
31,"1_2_8-snakeboss",[32],4,4,100,1,[897],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
32,"1_2_7-bosspack",[31],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
33,"1_2_7-banditbowboss",[31],4,4,100,1,[13],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
34,"1_2_9-spiders",[33],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
35,"1_2_9-axis1",[33],8,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
36,"1_2_11_1-bosspack",[35],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
37,"1_2_12-bandits",[36],2,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
38,"1_2_15-bosspack",[40],4,6,100,1,[1005],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
39,"1_3_1-axisguards",[42],6,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
40,"1_3_3_1-bosspack",[44],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
41,"1_3_7-axisbosspack",[47],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
42,"1_3_7-infightpackribbons",[47],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
43,"1_3_7-infightpackaxis",[47],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
44,"1_3_8_1-bosspack1",[48],5,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
45,"1_3_8_1-bosspack2",[48],5,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
46,"1_3_8_2-waterelementals1",[49],2,5,0,0,[],"",0,"[""TempleWaterBottom""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
47,"1_3_8_2-bosspack",[49],3,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
48,"1_3_8_2-bosspack2",[49],3,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
49,"1_3_9-flamebearerbosspack",[50],4,4,100,1,[1583],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
50,"1_3_10_0-frogbosspack",[51],4,4,100,1,[1479],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
51,"1_3_14_1-bosspack1",[53],7,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
52,"1_3_14_1-bosspack2",[53],3,3,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
53,"1_3_14_2-bosspack",[54],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
54,"1_3_15-bosspack",[55],2,4,100,1,[1671],1,1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
55,"1_3_17_2-bosspack",[57],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
56,"1_3_18_1-bosspack",[58],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
57,"1_3_18_2-bosspack",[59],4,4,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
58,"1_3_18_2-bosspacktower",[59],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
59,"1_3_18_2-dominusportal",[59],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
60,"1_4_2-bosspack",[62],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
61,"1_4_2-vollpack",[62],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
62,"1_4_5_1-pitpack",[68],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
63,"1_4_3_1-bosspack",[63],6,8,100,1,[3977],1,0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
64,"1_4_3_1-minerhammerbosspack",[64],4,6,100,1,[3992],1,1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
65,"1_4_3_3-minerlanternbosspack",[64],2,4,100,1,[4013],1,1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
66,"1_4_3_2-minehandfingerbosspack",[65],1,2,100,1,[4022],1,1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
67,"1_4_5_1-pitbullpitfight",[68],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
68,"1_4_5_1-cockerelpitfight",[68],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
69,"1_4_5_1-cockerelbowpitfight",[68],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
70,"1_4_6_3-malachaiflayedpack",[72],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
71,"1_5_1-karuislaves",[74],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
72,"1_5_2-karuirebels",[76],2,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
73,"1_5_3-KaruiRevolt",[77],3,5,100,2,"[5381,5383]","",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
74,"1_5_3-TemplarElite",[77],2,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
75,"2_6_6-corpsewheels",[91],4,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
76,"2_6_9-blackguardzombie",[95],8,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
77,"2_6_9-cauldronzombie",[95],8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
78,"2_6_9-arakaalispiders",[95],8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
79,"2_6_14-bowskeleton",[100],8,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
80,"2_7_5_2-plagueretchzombies",[108],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
81,"2_7_5_2-blackguardzombies",[108],5,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
82,"2_8_3-bosspack",[122],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
83,"2_8_5-bosspack",[124],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
84,"2_8_6-bosspack",[125],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
85,"2_8_8-boatpack",[128],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
86,"2_8_8-boatpack2",[128],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
87,"2_8_10-bosspack",[130],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
88,"2_8_10-solarispack1",[130],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
89,"2_8_10-solarispack2",[130],6,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
90,"2_8_13-ribbonfight",[134],8,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
91,"2_8_13-ribbonfight_lightning",[134],7,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
92,"2_8_13-ribbonfight_fire",[134],7,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
93,"2_8_13-lunaris_axis",[134],6,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
94,"2_8_13-solaris_axis",[134],6,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
95,"2_9_5-voll_camp",[140],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
96,"2_9_5-bosspack",[140],4,6,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
97,"2_9_4-camppack",[139],3,4,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
98,"2_9_6-voll_camp",[141],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
99,"2_9_10_1-bonewarped",[145],6,8,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
100,"bellyskeletonspawnpack",[72],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
101,"kaomwarriorpack",[67],4,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
102,"chaos-dominusportal",[166],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
103,"chaos-dominusportal2",[166],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
104,"palace-bosspacktower",[59],0,0,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
105,"chaos-ghouls",[166],5,7,0,0,[],"",1,[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
106,"chaos-cellcrawlers",[166],5,8,0,0,[],"",1,[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
107,"chaos-bandits",[166],3,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
108,"chaos-bandits2",[166],3,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
109,"chaos-bandits3",[166],3,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
110,"chaos-bandits4",[166],4,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
111,"chaos-bandits5",[166],5,11,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
112,"chaos-bandits6",[166],4,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
113,"chaos-bandits7",[166],4,8,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
114,"chaos-bandits8",[166],4,8,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
115,"chaos-beasts1",[166],3,6,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
116,"chaos-beasts2",[166],3,6,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
117,"chaos-beasts3",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
118,"chaos-beasts4",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
119,"chaos-beasts5",[166],3,11,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
120,"chaos-beasts-parasite6",[166],3,6,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
121,"chaos-animals",[166],3,11,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
122,"chaos-beasts6",[166],2,6,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
123,"chaos-fragments-emanant1",[166],2,7,0,0,[],"",1,[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
124,"chaos-ghosts1",[166],2,10,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
125,"chaos-ghosts2",[166],3,10,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
126,"chaos-ghosts3",[166],3,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
127,"chaos-ghosts4",[166],3,10,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
128,"chaos-animals2",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
129,"chaos-goatmen2",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
130,"chaos-goatmen3",[166],4,11,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
131,"chaos-goatmen4",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
132,"chaos-goatmen5",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
133,"chaos-goatmen6",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
134,"chaos-goatmen7",[166],4,10,0,0,[],"",1,[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
135,"chaos-lion1",[166],5,8,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
136,"chaos-lion2",[166],5,8,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
137,"chaos-icehellions1",[166],5,8,0,0,[],"",1,[],"[64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
138,"chaos-hellions-parasite1",[166],4,9,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
139,"chaos-animals4",[166],5,8,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
140,"chaos-monkeys1",[166],4,16,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
141,"chaos-monkeys2",[166],4,16,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
142,"chaos-monkeys3",[166],4,16,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
143,"chaos-monkeys4",[166],3,14,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
144,"chaos-monkeys5",[166],3,14,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
145,"chaos-monkeys-parasite6",[166],2,10,0,0,[],"",1,[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[]
146,"chaos-mossmonsters1",[166],3,6,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
147,"chaos-mossmonsters2",[166],3,6,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
148,"chaos-mossmonsters3",[166],3,6,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
149,"chaos-mossmonsters4",[166],3,6,0,0,[],"",1,[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
150,"chaos-necros1",[166],3,7,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
151,"chaos-necros2",[166],3,7,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
152,"chaos-necros3",[166],4,8,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
153,"chaos-necros4",[166],3,7,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
154,"chaos-necros5",[166],4,9,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
155,"chaos-necros6",[166],3,5,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
156,"chaos-necros7",[166],4,6,0,0,[],"",1,[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
157,"chaos-animals5",[166],3,8,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
158,"chaos-rhoas2",[166],3,10,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
159,"chaos-rhoas-aridlake1",[166],3,8,0,0,[],"",0,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
160,"chaos-bonerhoas-bog1",[166],3,8,0,0,[],"",0,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
161,"chaos-rhoas3",[166],3,9,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
162,"chaos-rhoas4",[166],3,6,0,0,[],"",1,[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
163,"chaos-rhoas-skeletons5",[166],3,6,0,0,[],"",1,[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
164,"chaos-rhoas-parasite6",[166],4,9,0,0,[],"",1,[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
165,"chaos-sandspitters-emanant1",[166],3,10,0,0,[],"",1,[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
166,"chaos-sandspitters-emanant2",[166],3,10,0,0,[],"",1,[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
167,"chaos-sandspitters-emanant3",[166],3,10,0,0,[],"",1,[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[]
168,"chaos-cannibals1",[166],3,10,0,0,[],"",1,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
169,"chaos-cannibals2",[166],3,10,0,0,[],"",1,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
170,"chaos-humanoids1",[166],3,10,0,0,[],"",1,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
171,"chaos-cannibalfire",[166],2,2,0,0,[],"",0,[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[]
172,"chaos-seawitches-slithering-emanant1",[166],3,8,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
173,"chaos-seawitches-slithering2",[166],3,8,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
174,"chaos-seawitches-slithering3",[166],5,13,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
175,"chaos-seawitches-slithering4",[166],5,13,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
176,"chaos-seawitches-slithering5",[166],3,15,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
177,"chaos-seawitches-slithering6",[166],3,15,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
178,"chaos-shieldcrabs1",[166],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
179,"chaos-shieldcrabs2",[166],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
180,"chaos-shieldcrabs3",[166],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
181,"chaos-shieldcrabs4",[166],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
182,"chaos-shieldcrabs-parasite5",[166],4,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
183,"chaos-shieldcrabs-bleached6",[166],5,9,0,0,[],"",1,[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[]
184,"chaos-skeletons1",[166],3,9,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
185,"chaos-skeletons2",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
186,"chaos-skeletons3",[166],3,9,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
187,"chaos-skeletons4",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
188,"chaos-skeletons5",[166],3,9,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
189,"chaos-skeletons6",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
190,"chaos-skeletons-emanant7",[166],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
191,"chaos-skeletons8",[166],3,9,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
192,"chaos-skeletons9",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
193,"chaos-skeletons10",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
194,"chaos-skeletons11",[166],3,8,35,1,"[1033,1019,1018,1020,1017]","",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
195,"chaos-skeletons12",[166],4,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
196,"chaos-skeletons13",[166],4,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
197,"chaos-skeletons14",[166],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
198,"chaos-skeletons15",[166],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
199,"chaos-skeletons16",[166],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
200,"chaos-skeletons16_2",[166],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
201,"chaos-skeletons17",[166],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
202,"chaos-skeletons18",[166],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
203,"chaos-skeletons19",[166],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
204,"chaos-skeletons20",[166],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
205,"chaos-skeletons21",[166],4,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
