"rownum","StoredItem","IsInGame","IsEnabled"
148,9017,1,1
149,9018,1,1
150,9019,1,1
151,9020,1,1
152,9022,1,1
153,9023,1,1
154,9024,"",1
155,9025,1,1
156,9026,1,1
157,9027,1,1
158,9028,1,1
159,9029,1,1
160,9030,1,1
161,9031,1,1
162,9032,1,1
163,9033,1,1
164,9034,1,1
165,9035,1,1
166,9036,1,1
167,9037,1,1
168,9038,1,1
169,9039,1,1
170,9040,1,1
171,9041,1,1
172,9042,1,1
173,9043,1,1
174,9044,1,1
175,9045,1,1
176,9046,1,1
177,9047,1,1
178,9048,1,1
179,9049,1,""
180,9050,1,1
181,9051,1,1
182,9052,1,1
183,9053,1,1
184,9054,1,1
185,9055,1,1
186,9056,1,1
187,9057,1,1
188,9058,1,1
189,9059,1,1
190,9060,1,1
191,9061,1,1
192,9062,1,1
193,9063,1,1
194,9064,1,1
195,9065,1,1
196,9066,1,1
197,9067,1,1
198,9068,1,1
199,9069,1,""
200,9070,1,1
201,9071,1,1
202,9072,1,1
203,9073,1,1
204,9074,1,1
205,9075,1,1
206,9076,1,1
207,9077,1,1
208,9078,1,1
209,9079,1,1
210,9080,1,1
211,9081,1,1
212,9082,1,1
213,9083,1,1
214,9084,1,1
215,9085,1,1
216,9086,1,1
217,9087,1,""
218,9088,1,1
219,9089,1,1
220,9090,1,1
221,9091,1,1
222,9092,1,1
223,9093,1,1
224,9094,1,1
225,9095,1,1
226,9096,1,1
227,9097,1,1
228,9098,1,1
229,9099,1,1
230,9100,1,1
231,9101,1,1
232,9102,1,1
233,9103,1,1
234,9104,1,1
235,9105,1,1
236,9106,1,1
237,9107,1,1
238,9108,1,1
239,9109,1,1
240,9110,1,1
241,9111,1,1
242,9112,1,1
243,9113,1,1
244,9114,1,1
245,9115,1,1
246,9116,1,1
247,9117,1,1
248,9118,1,1
249,9119,1,1
250,9120,1,1
251,9121,1,1
252,9122,1,1
253,9123,1,1
254,9124,1,1
255,9125,1,1
256,9126,1,1
257,9127,1,1
258,9128,1,1
259,9129,1,1
260,9130,1,1
261,9131,1,1
262,9132,1,1
263,9133,1,1
264,9134,1,1
265,9135,1,1
266,9136,1,1
267,9137,1,1
268,9138,1,1
269,9139,1,1
270,9140,1,1
271,9141,1,1
272,9142,1,1
273,9143,1,""
274,9144,1,1
275,9145,1,1
276,9146,1,1
277,9147,1,1
278,9148,1,1
279,9149,1,1
280,9150,1,1
281,9151,1,1
282,9152,1,1
283,9153,1,1
284,9154,1,1
285,9155,1,1
286,9156,1,1
287,9157,1,1
288,9158,1,1
289,9159,1,1
290,9160,1,1
291,9161,1,1
292,9162,1,1
293,9163,1,""
294,9164,1,1
295,9165,1,1
296,9166,1,""
297,9167,1,1
298,9168,1,1
299,9169,1,1
300,9170,1,1
301,9171,1,1
302,9172,1,1
303,9173,1,1
304,9174,1,1
305,9175,1,1
306,9176,1,1
307,9177,1,1
308,9178,1,1
309,9179,1,1
310,9180,1,1
311,9181,1,1
312,9182,1,1
313,9183,1,1
314,9184,1,1
315,9185,1,1
316,9186,1,1
317,9187,1,1
318,9188,1,1
319,9189,1,1
320,9190,1,1
321,9191,1,1
322,9192,1,1
323,9193,1,1
324,9194,1,1
325,9195,1,1
326,9196,1,1
327,9197,1,1
328,9198,1,1
329,9199,1,1
330,9200,1,1
331,9201,1,1
332,9202,1,1
333,9203,1,1
334,9204,1,1
335,9205,1,1
336,9206,1,1
337,9207,1,1
338,9208,1,1
339,9209,1,1
340,9210,1,1
341,9211,1,1
342,9212,1,1
343,9213,1,1
344,9214,1,1
345,9215,1,1
346,9216,1,1
347,9217,1,1
348,9218,1,1
349,9219,1,1
350,9220,1,1
351,9221,1,1
352,9222,1,1
353,9223,1,1
354,9224,1,1
355,9225,1,1
356,9226,1,1
357,9227,1,1
358,9228,1,1
359,9229,1,1
360,9230,1,1
361,9231,1,1
362,9232,1,1
363,9233,1,1
364,9234,1,1
365,9235,1,1
366,9236,1,1
367,9237,1,1
368,9238,1,1
369,9239,1,1
370,9240,1,1
371,9241,"",""
372,9242,1,1
373,9243,1,1
374,9244,1,1
375,9245,1,1
376,9246,1,1
377,9247,1,1
378,9248,1,1
379,9249,1,1
380,9250,1,1
381,9251,1,1
382,9252,1,1
383,9253,1,1
384,9254,1,1
385,9255,1,1
386,9256,1,1
387,9257,1,1
388,9258,1,1
389,9259,1,1
390,9260,1,1
391,9261,1,1
392,9262,1,1
393,9263,1,1
394,9264,1,1
395,9265,1,1
396,9266,1,1
397,9267,1,1
398,9268,1,1
399,9269,1,1
400,9270,1,1
401,9271,1,1
402,9272,1,1
403,9273,1,1
404,9274,1,1
405,9275,1,1
406,9276,1,1
407,9277,1,1
408,9278,1,1
409,9279,1,1
410,9280,1,1
411,9281,1,1
412,9282,1,1
413,9283,1,1
414,9284,1,1
415,9285,1,1
416,9286,1,1
417,9287,1,1
418,9288,1,1
419,9289,1,1
420,9290,1,1
421,9291,1,1
422,9292,1,1
423,9293,1,1
424,9294,1,1
425,9295,1,1
426,9296,1,1
427,9297,1,1
428,9298,1,1
429,9299,1,1
430,9300,1,1
431,9301,1,1
432,9302,1,1
433,10542,1,1
434,10543,1,1
435,10544,1,1
436,10545,1,1
437,10546,1,1
438,10681,1,1
439,10682,1,1
440,10683,"",""
441,10818,1,1
442,10819,1,1
443,10820,1,1
444,10821,1,1
