"rownum","string","[rid]","bool","i32","[rid]","bool","i32","rid","bool","[rid]","i32","bool","[rid]","i32","rid","rid","i32","i32"
44,"HasVolatileSurge",[771],"",1,[],"",1,"","",[],0,"",[],1,"","",0,0
45,"IsTaggedBySentinel",[],"",1,[16047],"",1,"","",[],0,"",[],1,"","",0,0
46,"IsTaggedBySentinelUnique",[],"",1,[16170],"",1,"","",[],0,"",[],1,"","",0,0
47,"EssenceWith4Affixes",[],"",1,[],"",1,"","",[],1,"",[],1,"","",4,0
48,"HasAffixesX4",[],"",1,[],"",1,"","",[],0,"",[],1,"","",4,0
49,"HasSpecialEssences",[],"",1,[],"",1,"","","[12554,12555,12556,12557]",0,"",[],1,"","",0,1
50,"IsChilled",[],"",1,[1801],"",1,"","",[],0,"",[],1,"","",0,0
51,"Has5UniqueMetamorphBodyParts",[],"",1,[16373],"",5,"","",[],0,"",[],1,"","",0,0
52,"HasEmpowerment50",[],"",1,[16237],"",50,"","",[],0,"",[],1,"","",0,0
53,"HasAffixesX5",[],"",1,[],"",1,"","",[],0,"",[],1,"","",5,0
54,"HasShriekingEssencex3",[],"",1,[],"",1,"","","[12449,12541,12534,12509,12502,12442,12466,12474,12479,12524,12454,12546,12515,12493,12550,12489,12457,12527,12496,12485]",3,"",[],1,"","",0,3
55,"IsGodTouched",[],"",1,[],"",1,"","","[31783,31784,31785,31786,31787,31788,31789,31790,31791]",0,"",[],1,"","",0,1
56,"HasEssenceX6",[],"",1,[],"",1,"","",[],6,"",[],1,"","",0,0
57,"IsCrucibleMob",[],"",1,[18207],"",1,"","",[],0,"",[],1,"","",0,0
58,"IsMaxPowerMetamorph",[],"",1,[18366],"",1,"","",[],0,"",[],1,"","",0,0
59,"IsHarvestTier3OrAbove",[],"",1,[18497],"",3,"","",[],0,"",[],1,"","",0,0
60,"IsRedBeast",[],"",1,[11769],"",1,"","",[],0,"",[],1,"","",0,0
61,"IsPossessedx3",[],"",1,[2619],"",1,"","","[8918,8870,8877,8893,8855,8896,8926,8929,8886,8880,8861,8906,8938,8939,8940,8941,8942,8903,20052,20049,8915,8883,8909,8890,8874,8899,8935,8932,8858,20046,8922,8864,8867]",0,"",[],1,"","",0,3
62,"HasAffixesX6",[],"",1,[],"",1,"","",[],0,"",[],1,"","",6,0
63,"IsWardenWisped",[],"",1,[19572],"",1,"","",[],0,"",[],1,"","",0,0
64,"IsVoodooWisped",[],"",1,[19573],"",1,"","",[],0,"",[],1,"","",0,0
65,"IsPrimalistWisped",[],"",1,[19574],"",1,"","",[],0,"",[],1,"","",0,0
66,"Has10RelicsOrMore",[],"",1,[14641],"",10,"","",[],0,"",[],1,"","",0,0
67,"TripleWisped",[],"",1,[19457],"",3,"","",[],0,"",[],1,"","",0,0
68,"DoubleWisped",[],"",1,[19457],"",2,"","",[],0,"",[],1,"","",0,0
69,"BlackMorriganEnraged",[],"",1,[4800],"",25,"","",[],0,"",[],1,"","",0,0
