"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","[i32]","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool"
17,"Lightning5",5053,100,78,100,1684,"[50,40]",[1],[],[],"[0,0,0,0]",5067,1212,6,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",6,""
18,"PhysicalBlood1",5055,100,0,24,1685,"[25,20]",[2],[],[],"[0,0,0,0]",5069,1215,4,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
19,"PhysicalBlood2",5055,100,25,45,1685,"[30,25]",[2],[],[],"[0,0,0,0]",5069,1215,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
20,"PhysicalBlood3",5055,100,46,67,1685,"[35,30]",[2],[],[],"[0,0,0,0]",5069,1215,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
21,"PhysicalBlood4",5055,100,68,77,1685,"[40,35]",[2],[],[],"[0,0,0,0]",5069,1215,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
22,"PhysicalBlood5",5055,100,78,100,1685,"[50,40]",[2],[],[],"[0,0,0,0]",5069,1215,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
23,"GenericLife1",5051,100,0,24,1689,[120],[2],[],[],"[0,0,0,0]",5063,1209,4,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
24,"GenericLife2",5051,100,25,45,1689,[120],[2],[],[],"[0,0,0,0]",5063,1209,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
25,"GenericLife3",5051,100,46,67,1689,[120],[2],[],[],"[0,0,0,0]",5063,1209,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
26,"GenericLife4",5051,100,68,77,1689,[120],[2],[],[],"[0,0,0,0]",5063,1209,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
27,"GenericLife5",5051,100,78,100,1689,[120],[2],[],[],"[0,0,0,0]",5063,1209,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
28,"GenericEnergyShield1",5058,100,10,24,1688,[30],[4],[],[],"[0,0,0,0]",5061,1209,4,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
29,"GenericEnergyShield2",5058,100,25,45,1688,[35],[4],[],[],"[0,0,0,0]",5061,1209,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
30,"GenericEnergyShield3",5058,100,46,67,1688,[40],[4],[],[],"[0,0,0,0]",5061,1209,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
31,"GenericEnergyShield4",5058,100,68,77,1688,[45],[4],[],[],"[0,0,0,0]",5061,1209,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
32,"GenericEnergyShield5",5058,100,78,100,1688,[50],[4],[],[],"[0,0,0,0]",5061,1209,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
33,"GenericCharges1",5057,100,33,45,1687,[],[4],"[4765,4766,4767]","[1,1,1]","[100,100,100,100]",5060,1209,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
34,"GenericCharges2",5057,100,46,67,1687,[],[4],"[4765,4766,4767]","[1,1,1]","[100,100,100,100]",5060,1209,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
35,"GenericCharges3",5057,100,68,77,1687,[],[4],"[4765,4766,4767]","[1,1,1]","[100,100,100,100]",5060,1209,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
36,"GenericCharges4",5057,100,78,100,1687,[],[4],"[4765,4766,4767]","[1,1,1]","[100,100,100,100]",5060,1209,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
37,"GenericFortify1",5051,100,33,45,1690,[-20],[0],[],[],"[0,0,0,0]",5062,1209,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
38,"GenericFortify2",5051,100,46,67,1690,[-25],[0],[],[],"[0,0,0,0]",5062,1209,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
39,"GenericFortify3",5051,100,68,77,1690,[-30],[0],[],[],"[0,0,0,0]",5062,1209,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
40,"GenericFortify4",5051,100,78,100,1690,[-35],[0],[],[],"[0,0,0,0]",5062,1209,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
41,"GenericMassive1",5058,50,33,45,1691,"[20,60,30]",[2],[],[],"[0,0,0,0]",5064,1209,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
42,"GenericMassive2",5058,50,46,67,1691,"[20,70,35]",[2],[],[],"[0,0,0,0]",5064,1209,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
43,"GenericMassive3",5058,50,68,77,1691,"[20,80,40]",[2],[],[],"[0,0,0,0]",5064,1209,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
44,"GenericMassive4",5058,50,78,100,1691,"[20,90,50]",[2],[],[],"[0,0,0,0]",5064,1209,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
45,"GenericSpeed1",5058,50,16,45,1692,"[10,10,10]",[2],[],[],"[0,0,0,0]",5065,1209,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
46,"GenericSpeed2",5058,50,46,67,1692,"[12,12,12]",[2],[],[],"[0,0,0,0]",5065,1209,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
47,"GenericSpeed3",5058,50,68,77,1692,"[15,15,15]",[2],[],[],"[0,0,0,0]",5065,1209,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
48,"GenericSpeed4",5058,50,78,100,1692,"[18,18,18]",[2],[],[],"[0,0,0,0]",5065,1209,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
49,"Vaal1",5056,20,33,45,1694,[1],[2],[],[],"[0,0,0,0]",5070,1217,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
50,"Vaal2",5056,20,46,67,1694,[1],[2],[],[],"[0,0,0,0]",5070,1217,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
51,"Vaal3",5056,20,68,77,1694,[1],[2],[],[],"[0,0,0,0]",5070,1217,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
52,"Vaal4",5056,20,78,100,1694,[1],[2],[],[],"[0,0,0,0]",5070,1217,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
53,"Necromantic1",5054,50,33,45,1693,[],[1],[],[],"[0,0,0,0]",5068,1214,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",8,""
54,"Necromantic2",5054,50,46,67,1693,[],[1],[],[],"[0,0,0,0]",5068,1214,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",9,""
55,"Necromantic3",5054,50,68,77,1693,[],[1],[],[],"[0,0,0,0]",5068,1214,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",10,""
56,"Necromantic4",5054,50,78,100,1693,[],[1],[],[],"[0,0,0,0]",5068,1214,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",11,""
57,"ChaosGreen1",5050,50,33,45,1686,"[30,8]",[1],[],[],"[0,0,0,0]",5059,1211,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
58,"ChaosGreen2",5050,50,46,67,1686,"[35,10]",[1],[],[],"[0,0,0,0]",5059,1211,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
59,"ChaosGreen3",5050,50,68,77,1686,"[40,12]",[1],[],[],"[0,0,0,0]",5059,1211,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
60,"ChaosGreen4",5050,50,78,100,1686,"[50,14]",[1],[],[],"[0,0,0,0]",5059,1211,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
61,"Golden1",5052,10,68,72,1695,"[100,100]",[1],[],[],"[0,0,0,0]",5066,1210,5,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
62,"Golden2",5052,10,73,77,1695,"[150,150]",[1],[],[],"[0,0,0,0]",5066,1210,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
63,"Golden3",5052,10,78,100,1695,"[200,200]",[1],[],[],"[0,0,0,0]",5066,1210,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
64,"FireUber1",4978,10,68,72,1696,"[100,60]",[4],[],[],"[0,0,0,0]",5071,1208,5,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
65,"FireUber2",4978,10,73,77,1696,"[100,70]",[4],[],[],"[0,0,0,0]",5071,1208,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
66,"FireUber3",4978,10,78,100,1696,"[100,80]",[4],[],[],"[0,0,0,0]",5071,1208,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
67,"ColdUber1",4979,10,68,72,1697,"[100,60]",[4],[],[],"[0,0,0,0]",5072,1207,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
68,"ColdUber2",4979,10,73,77,1697,"[100,70]",[4],[],[],"[0,0,0,0]",5072,1207,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
69,"ColdUber3",4979,10,78,100,1697,"[100,80]",[4],[],[],"[0,0,0,0]",5072,1207,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
70,"LightningUber1",5053,10,68,72,1699,"[100,60]",[1],[],[],"[0,0,0,0]",5073,1213,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
71,"LightningUber2",5053,10,73,77,1699,"[100,70]",[1],[],[],"[0,0,0,0]",5073,1213,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
72,"LightningUber3",5053,10,78,100,1699,"[100,80]",[1],[],[],"[0,0,0,0]",5073,1213,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
73,"PhysicalBloodUber1",5055,10,68,72,1700,"[100,60]",[2],[],[],"[0,0,0,0]",5074,1216,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
74,"PhysicalBloodUber2",5055,10,73,77,1700,"[100,70]",[2],[],[],"[0,0,0,0]",5074,1216,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
75,"PhysicalBloodUber3",5055,10,78,100,1700,"[100,80]",[2],[],[],"[0,0,0,0]",5074,1216,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
76,"ChaosPurpleUber1",4980,10,68,72,1698,"[15,30]",[1],[],[],"[0,0,0,0]",5075,1206,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
77,"ChaosPurpleUber2",4980,10,73,77,1698,"[18,40]",[1],[],[],"[0,0,0,0]",5075,1206,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
78,"ChaosPurpleUber3",4980,10,78,100,1698,"[20,50]",[1],[],[],"[0,0,0,0]",5075,1206,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
