"rownum","Id","MiscAnimated","[i32]","[string]","string","string","string","string","i32","rid","rid","rid","rid","bool","i32"
27,"CurseElementalWeakness",35,[],[],"orb_finish","","","",0,"","","","","",0
28,"IzaroElementalWeaknessOrb",861,[],[],"orb_finish","","","",0,"","","","","",0
29,"IzaroDeathElementalWeaknessOrb",884,[],[],"orb_finish","","","",0,"","","","","",0
30,"CurseFireWeakness",36,[],[],"orb_finish","","","",0,"","","","","",0
31,"CurseColdWeakness",37,[],[],"orb_finish","","","",0,"","","","","",0
32,"CurseLightningWeakness",38,[],[],"orb_finish","","","",0,"","","","","",0
33,"CurseChaosWeakness",1775,[],[],"orb_finish","","","",0,"","","","","",0
34,"CursePunishment",40,[],[],"orb_finish","","","",0,"","","","","",0
35,"CurseSilence",275,[100],"[""orb_idle""]","orb_finish","hexproof","","",0,"","","","","",0
36,"CurseMinionSacrifice",45,[],[],"orb_finish","","","",0,"","","","","",0
37,"CursePacifyActive",276,[],[],"fadeout","","fadein","stage3",0,"","","","","",0
38,"CursePacifyInactive",276,[],[],"fadeout","hexproof","fadein","stage1",0,"","","","","",0
39,"CurseWarlordsMark",39,[],[],"orb_finish","","","",0,"","","","","",0
40,"CurseAssassinsMark",42,[],[],"orb_finish","","","",0,"","","","","",0
41,"CurseSnipersMark",43,[],[],"orb_finish","","","",0,"","","","","",0
42,"CursePoachersMark",46,[],[],"orb_finish","","","",0,"","","","","",0
43,"CurseAlchemistsMark",47,[],[],"orb_finish","","","",0,"","","","","",0
44,"CursePenanceMark",48,[],[],"orb_finish","","","",0,"","","","","",0
45,"FlaskCurseImmunity",154,[],[],"orb_finish","","","",0,"","","","","",0
46,"DoedreRedOrb",1414,[],[],"orb_finish","","","",0,"","","","","",0
47,"DoedreGreenOrb",1413,[],[],"orb_finish","","","",0,"","","","","",0
48,"DoedrePurpleOrb",1412,[],[],"orb_finish","","","",0,"","","","","",0
49,"ShrinePlus",257,[],[],"orb_finish","","","",0,"","","","","",0
50,"ShrineFist",256,[],[],"orb_finish","","","",0,"","","","","",0
51,"ShrineSword",259,[],[],"orb_finish","","","",0,"","","","","",0
52,"ShrineWing",255,[],[],"orb_finish","","","",0,"","","","","",0
53,"ShrineThorns",314,[],[],"orb_finish","","","",0,"","","","","",0
54,"ShrineFire",260,[],[],"orb_finish","","","",0,"","","","","",0
55,"ShrineLightning",262,[],[],"orb_finish","","","",0,"","","","","",0
56,"ShrineArc",264,[],[],"orb_finish","","","",0,"","","","","",0
57,"ShrineCold",261,[],[],"orb_finish","","","",0,"","","","","",0
58,"ShrineSmoke",315,[],[],"orb_finish","","","",0,"","","","","",0
59,"ShrineMassive",324,[],[],"orb_finish","","","",0,"","","","","",0
60,"ShrineShield",258,[],[],"orb_finish","","","",0,"","","","","",0
61,"ShrineResistance",312,[],[],"orb_finish","","","",0,"","","","","",0
62,"ShrineGodMode",326,[],[],"orb_finish","","","",0,"","","","","",0
63,"ShrineEchoing",325,[],[],"orb_finish","","","",0,"","","","","",0
64,"ShrineCurse",313,[],[],"orb_finish","","","",0,"","","","","",0
65,"ShrineSkeletons",263,[],[],"orb_finish","","","",0,"","","","","",0
66,"ShrineResonating",3007,[],[],"orb_finish","","","",0,"","","","","",0
67,"Blind",125,[],[],"orb_finish","","","",0,"","","","","",0
68,"BlindOrbSand",3051,[],[],"orb_finish","","","",0,"","","","","",0
69,"CorruptedBloodNonPlayer",3517,[],[],"orb_finish","","","",0,"","","","","",0
70,"CorruptedBloodHeritageNonPlayer",6446,[],[],"orb_finish","","","",0,"","","","","",0
71,"CorruptedBloodPlayer",3518,[],[],"orb_finish","","","",0,"","","","","",0
72,"CorruptedBloodHeritagePlayer",6447,[],[],"orb_finish","","","",0,"","","","","",0
73,"Stun",424,[],[],"orb_finish","","","",0,"","","","","",0
74,"Debilitate",4392,[],[],"","","","",0,"","","","","",0
75,"DebilitateCelestial",4457,[],[],"","","","",0,"","","","","",0
76,"Maleditction",4393,[],[],"","","","",0,"","","","","",0
77,"TormentTouched",484,[],[],"orb_finish","","","",0,"","","","","",0
78,"PietysRage",583,[],[],"orb_finish","","","",0,"","","","","",0
79,"Bonespire",805,[],[],"orb_finish","","","",0,538,539,537,"",1,0
80,"AtlasAdjudicatorCharges",3756,[],[],"orb_finish","","","",0,538,539,537,"",1,0
81,"SeaWitchScreechOrb",336,[],[],"orb_finish","","","",0,"","","","","",0
82,"RighteousFireOrb",108,[],[],"orb_finish","","","",0,"","","","","",0
83,"ViperStrikeOrb",27,[],[],"orb_finish","","","",0,538,539,537,"",1,0
84,"Deathmark",3480,[],[],"","","","",0,"","","","","",0
85,"WintertideBrandOrb",4215,[],[],"orb_finish","","","",0,"","","","","",0
86,"HackyInvisibleSymbol",2248,[],[],"","","","",0,"","","","","",0
87,"CurseEnfeebleNew",4620,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
88,"CursePunishmentNew",4621,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
89,"CurseFlammabilityNew",4622,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
90,"CurseFrostbiteNew",4623,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
91,"CurseConductivityNew",4624,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
92,"CurseElementalWeaknessNew",4625,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
93,"CurseVulnerabilityNew",4626,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
94,"CurseDespairNew",4627,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
95,"SteelOrb",4738,[],[],"end_01","","","",0,"","","","","",0
96,"HeistConversionOrb",4792,[],[],"","","","",0,"","","","","",0
97,"SteelOrbTemple",4829,[],[],"end_01","","","",0,"","","","","",0
98,"FanatacismCharge",5017,[],[],"orb_finish","","","",0,"","","","","",0
99,"BloodScytheCharge",5297,[],[],"orb_finish","","","",0,"","","","","",0
100,"UltimatumFrostInfection",5325,[],[],"end_float_01","","","",0,"","","","","",0
101,"UltimatumPhysBuff",5373,[],[],"orb_finish","","","",0,"","","","","",0
102,"UltimatumEleBuff",5374,[],[],"orb_finish","","","",0,"","","","","",0
103,"WintertideBrandCelestialOrb",5830,[],[],"","","","",0,"","","","","",0
104,"SkadiDebuff",6149,[],[],"","","","",0,"","","","","",0
105,"ShrineGreed",6284,[],[],"orb_finish","","","",0,"","","","","",0
106,"TangleTentacleZapped",6311,[],[],"orb_finish","","","",0,"","","","","",0
107,"CleansingFirePhantasmPossessionOrb",6341,[],[],"ring_finish","","","",0,"","","","","",0
108,"ChargePowerCrystalStygian",6450,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
109,"ChargeEnduranceCrystalStygian",6451,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
110,"ChargeFrenzyCrystalStygian",6452,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
111,"ChargeEnduranceCrystalDemonic",6484,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
112,"ChargePowerCrystalDemonic",6485,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
113,"ChargeFrenzyCrystalDemonic",6486,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
114,"ChargeEnduranceCrystalGhostflame",6487,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
115,"ChargePowerCrystalGhostflame",6488,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
116,"ChargeFrenzyCrystalGhostflame",6489,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
117,"ChargePowerEldritchVoidBattery",6496,[],[],"orb_finish","","","",0,"","","","","",0
118,"ChargePowerFrenzyScalingHelmet1",6517,[],[],"orb_finish","","","",0,"","","","","",0
119,"ChargePowerFrenzyScalingHelmet2",6518,[],[],"orb_finish","","","",0,"","","","","",0
120,"ChargePowerFrenzyScalingHelmet3",6519,[],[],"orb_finish","","","",0,"","","","","",0
121,"ChargePowerFrenzyScalingHelmet4",6520,[],[],"orb_finish","","","",0,"","","","","",0
122,"ChargePowerFrenzyScalingHelmet5",6521,[],[],"orb_finish","","","",0,"","","","","",0
123,"ChargePowerFrenzyScalingHelmet6",6522,[],[],"orb_finish","","","",0,"","","","","",0
124,"ChargePowerFrenzyScalingHelmet7",6523,[],[],"orb_finish","","","",0,"","","","","",0
125,"ShrineBrineKing",6599,[],[],"orb_finish","","","",0,"","","","","",0
126,"ShrineLunaris",6600,[],[],"orb_finish","","","",0,"","","","","",0
127,"ShrineSolaris",6601,[],[],"orb_finish","","","",0,"","","","","",0
128,"ShrineArakaali",6602,[],[],"orb_finish","","","",0,"","","","","",0
129,"TricksterHeartstopperHit",6603,[],[],"","","","",0,"","","","","",0
130,"TricksterHeartstopperDot",6604,[],[],"","","","",0,"","","","","",0
131,"ChargeEndurancePredatorFarruls",6606,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
132,"ChargePowerPredatorFarruls",6607,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
133,"ChargeFrenzyPredatorFarruls",6608,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
134,"MarkSunprismAlchemistsMark",6621,[],[],"","","","",0,"","","","","",0
135,"StarfallBloodScytheCharge",6707,[],[],"orb_finish","","","",0,"","","","","",0
136,"ChargeFireChargeHelmet",6727,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
137,"MTXGullHarpyShrineSymbolWing",6860,[],[],"orb_finish","","","",0,"","","","","",0
138,"MTXGullHarpyShrineSymbolFist",6861,[],[],"orb_finish","","","",0,"","","","","",0
139,"MTXGullHarpyShrineSymbolPlus",6862,[],[],"orb_finish","","","",0,"","","","","",0
140,"MTXGullHarpyShrineSymbolResistance",6863,[],[],"orb_finish","","","",0,"","","","","",0
141,"MTXGullHarpyShrineSymbolMassive",6864,[],[],"orb_finish","","","",0,"","","","","",0
142,"MTXGullHarpyShrineSymbolShield",6865,[],[],"orb_finish","","","",0,"","","","","",0
143,"MTXDruidGloveChargeEndurance",6970,[],[],"orb_finish","","","",0,"","","","","",0
144,"MTXDruidGloveChargePower",6971,[],[],"orb_finish","","","",0,"","","","","",0
145,"MTXDruidGloveChargeFrenzy",6972,[],[],"orb_finish","","","",0,"","","","","",0
146,"MTXPlanetaryOrbEndurance",7009,[-1],[],"fade","","startup","idle",0,"","","","","",0
147,"MTXPlanetaryOrbPower",7010,[-1],[],"fade","","startup","idle",0,"","","","","",0
148,"MTXPlanetaryOrbFrenzy",7011,[-1],[],"fade","","startup","idle",0,"","","","","",0
149,"MTXEldritchPlanetaryOrbEndurance",7012,[-1],[],"fade","","startup","idle",0,"","","","","",0
150,"MTXEldritchPlanetaryOrbPower",7013,[-1],[],"fade","","startup","idle",0,"","","","","",0
151,"MTXEldritchPlanetaryOrbFrenzy",7014,[-1],[],"fade","","startup","idle",0,"","","","","",0
152,"MTXVoidEmperorPlanetaryOrbEndurance",7015,[-1],[],"fade","","startup","idle",0,"","","","","",0
153,"MTXVoidEmperorPlanetaryOrbPower",7016,[-1],[],"fade","","startup","idle",0,"","","","","",0
154,"MTXVoidEmperorPlanetaryOrbFrenzy",7017,[-1],[],"fade","","startup","idle",0,"","","","","",0
155,"MTXDarkrayAltFrenzy",7040,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
156,"MTXSkullChargeEndurance",7048,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
157,"MTXSkullChargePower",7049,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
158,"MTXSkullChargeFrenzy",7050,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
159,"VineBloodScytheCharge",7055,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
160,"MTXSentinelChargeEndurance",7066,[],[],"submerge","","emerge","idle",0,"","","","","",0
161,"MTXSentinelChargePower",7067,[],[],"submerge","","emerge","idle",0,"","","","","",0
162,"MTXSentinelChargeFrenzy",7068,[],[],"submerge","","emerge","idle",0,"","","","","",0
163,"MTXCurrencyChargeChaos",7126,[],[],"fadeout_01","","fadein_01","idle_01",0,538,539,"","",1,0
164,"MTXWaterOrbLife",7022,[],[],"stop","","","",0,"","","","","",0
165,"MTXWaterOrbMana",7023,[],[],"stop","","","",0,"","","","","",0
166,"MTXWaterOrbES",7024,[],[],"stop","","","",0,"","","","","",0
167,"InstabilityOrb",7324,[],[],"orb_finish","","","",0,"","","","","",30
168,"MTXVoodooKingCurseImp",7368,[],[],"curse_fade_out_01","","curse_fade_in_01","idle_cursed_01",0,"","","","","",0
