"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]"
29,"OH_FireDamage","Off Hand Fire Damage","[266,267]",2,[7690],"[435,1641]",0,1,[]
30,"OH_ColdDamage","Off Hand Cold Damage","[262,263]",2,[7690],"[435,1641]",0,1,[]
31,"OH_LightningDamage","Off Hand Lightning Damage","[270,271]",2,[7690],"[435,1641]",0,1,[]
32,"OH_ChaosDamage","Off Hand Chaos Damage","[274,275]",2,[7690],"[435,1641]",0,1,[]
33,"OH_Accuracy","Off Hand Accuracy Rating",[290],0,[7690],"[435,1641]",0,1,[]
34,"OH_AttackSpeedIncr","Off Hand Attack Speed modifier",[292],7,[7690],"[435,1641]",0,1,[]
35,"OH_CritChance","Off Hand Critical Strike Chance",[550],1,[7690],"[435,1641]",0,1,[14]
36,"OH_CritMulti","Off Hand Critical Strike Multiplier",[608],1,"[7690,550]","[435,1641]",0,1,[]
37,"OH_Stun","Off Hand Stun Threshold reduction",[301],1,[7690],"[435,1641]",0,1,[]
38,"OH_Knockback","Off Hand chance to Knockback",[481],1,[7690],"[435,1641,2658]",0,1,[]
39,"OH_CritKnockback","Off Hand Knockback on Critical Strike",[466],4,[7690],"[435,1641,2658]",0,1,[]
40,"OH_Blind","Off Hand chance to Blind",[979],1,[7690],"[435,1641]",0,1,[]
41,"OH_Flee","Off Hand chance to cause Flee",[683],1,[7690],"[435,1641]",0,1,[]
42,"OH_BlockReduce","Off Hand Enemy Block reduction",[283],1,[7690],"[435,1641]",0,1,[]
43,"Spell_TotalDamage","Spell Total Combined Damage","[671,672]",2,[435],[1641],0,1,[]
44,"Spell_PhysicalDamage","Spell Physical Damage","[258,259]",2,[435],[1641],0,1,[]
45,"Spell_FireDamage","Spell Fire Damage","[252,253]",2,[435],[1641],0,1,[]
46,"Spell_ColdDamage","Spell Cold Damage","[250,251]",2,[435],[1641],0,1,[]
47,"Spell_LightningDamage","Spell Lightning Damage","[254,256]",2,[435],[1641],0,1,[]
48,"Spell_ChaosDamage","Spell Chaos Damage","[255,257]",2,[435],[1641],0,1,[]
49,"CastSpeedIncr","Cast Speed modifier",[293],7,[435],[8180],0,1,[]
50,"Spell_CritChance","Spell Critical Strike Chance",[551],1,[435],[1641],0,1,[14]
51,"Spell_CritMulti","Spell Critical Strike Multiplier",[609],1,"[435,551]",[1641],0,1,[]
52,"Spell_BlockReduce","Enemy Block reduction",[2280],1,[435],[],0,1,[]
53,"Secondary_TotalDamage","Total Combined Damage","[1642,1643]",2,[1641],[],0,1,[]
54,"Secondary_PhysicalDamage","Physical Damage","[705,706]",2,[1641],[],0,1,[]
55,"Secondary_FireDamage","Fire Damage","[709,710]",2,[1641],[],0,1,[]
56,"Secondary_ColdDamage","Cold Damage","[707,708]",2,[1641],[],0,1,[]
57,"Secondary_LightningDamage","Lightning Damage","[711,712]",2,[1641],[],0,1,[]
58,"Secondary_ChaosDamage","Chaos Damage","[713,714]",2,[1641],[],0,1,[]
59,"CritChance","Critical Strike Chance",[716],1,[1641],[],0,1,[14]
60,"CritMulti","Critical Strike Multiplier",[715],1,"[1641,716]",[],0,1,[]
61,"Stun","Stun Threshold reduction",[108],1,[435],[],0,1,[]
62,"Knockback","Chance to Knockback",[2330],1,[435],[2658],0,1,[]
63,"KnockbackOnCrit","Knockback on Critical Strike",[461],1,[435],[2658],0,1,[]
64,"KnockbackDistance","Knockback distance modifier",[12187],7,[],[2658],0,1,[]
65,"Blind","Chance to Blind",[977],1,[435],[],0,1,[]
66,"Flee","Chance to cause Flee",[680],1,[435],[],0,1,[]
67,"AttackStunDuration","Stun Duration modifier",[203],7,[],[435],0,1,[]
68,"SpellstunDuration","Stun Duration modifier",[341],7,[435],[],0,1,[]
69,"MH_BleedingChance","Chance to inflict Bleeding from Main Hand hits",[6516],1,[7689],"[435,2696,1641]",0,1,[]
70,"OH_BleedingChance","Chance to inflict Bleeding from Off Hand hits",[6517],1,[7690],"[435,2696,1641]",0,1,[]
71,"MH_BleedingDamage","Bleeding Damage per second from Main Hand hits","[10248,10249]",2,[7689],"[435,1641]",0,1,"[2,0]"
72,"MH_BleedingCritDamage","Bleeding Damage per second from Main Hand Critical Strikes","[10244,10245]",2,[7689],"[435,1641]",0,1,"[2,0]"
73,"OH_BleedingDamage","Bleeding Damage per second from Off Hand hits","[10250,10251]",2,[7690],"[435,1641]",0,1,"[2,0]"
74,"OH_BleedingCritDamage","Bleeding Damage per second from Off Hand Critical Strikes","[10246,10247]",2,[7690],"[435,1641]",0,1,"[2,0]"
75,"MH_ChanceToIgnite","Chance to Ignite from Main Hand hits",[6518],1,[7689],"[435,2767,10958,1641]",0,1,[]
76,"OH_ChanceToIgnite","Chance to Ignite from Off Hand hits",[6519],1,[7690],"[435,2767,10958,1641]",0,1,[]
77,"Spell_ChanceToIgnite","Chance to Ignite",[6520],1,[435],"[1641,2767,10958]",0,1,[]
78,"Secondary_ChanceToIgnite","Chance to Ignite",[6521],1,[1641],"[2767,10958]",0,1,[]
79,"MH_IgniteDamage","Ignite Damage per second from Main Hand hits","[5969,5970]",2,[7689],"[435,1641]",0,1,"[2,0]"
80,"MH_IgniteCritDamage","Ignite Damage per second from Main Hand Critical Strikes","[10252,10253]",2,[7689],"[435,1641]",0,1,"[2,0]"
81,"OH_IgniteDamage","Ignite Damage per second from Off Hand hits","[5971,5972]",2,[7690],"[435,1641]",0,1,"[2,0]"
82,"OH_IgniteCritDamage","Ignite Damage per second from Off Hand Critical Strikes","[10254,10255]",2,[7690],"[435,1641]",0,1,"[2,0]"
83,"Spell_IgniteDamage","Ignite Damage per second","[5973,5974]",2,[435],[1641],0,1,"[2,0]"
84,"Spell_IgniteCritDamage","Ignite Damage per second from Critical Strikes","[10256,10257]",2,[435],[1641],0,1,"[2,0]"
85,"Secondary_IgniteDamage","Ignite Damage per second","[5975,5976]",2,[1641],[],0,1,"[2,0]"
86,"Secondary_IgniteCritDamage","Ignite Damage per second from Critical Strikes","[10258,10259]",2,[1641],[],0,1,"[2,0]"
87,"IgniteDuration","Ignite Duration modifier",[2667],7,[],[],0,1,[]
88,"ScorchChance","Chance to Scorch",[8704],1,[],[2767],0,1,[]
89,"ScorchDuration","Scorch Duration modifier",[8810],7,[8704],[],0,1,[]
90,"ScorchEffectiveness","Scorch Effectiveness",[8811],7,[8704],[],0,1,[]
91,"ChillDuration","Chill Duration modifier",[2670],7,[],[],0,1,[]
92,"ChillEffectiveness","Chill Effectiveness",[6585],7,[],[],0,1,[]
93,"ChanceToFreeze","Chance to Freeze",[1889],1,[],"[2767,8708]",0,1,[]
94,"FreezeDuration","Freeze Duration modifier",[2669],7,[],[],0,1,[]
95,"BrittleChance","Chance to inflict Brittle",[8705],1,[],[2767],0,1,[]
96,"BrittleDuration","Brittle Duration modifier",[8812],7,[8705],[],0,1,[]
97,"BrittleEffectiveness","Brittle Effectiveness",[8813],7,[8705],[],0,1,[]
98,"ChanceToShock","Chance to Shock",[1888],1,[],"[2767,1329]",0,1,[]
99,"ShockDuration","Shock Duration modifier",[2668],7,[],[],0,1,[]
100,"ShockEffectiveness","Shock Effectiveness",[6584],7,[],[],0,1,[]
101,"SappedChance","Chance to Sap",[8706],1,[],[2767],0,1,[]
102,"SappedDuration","Sapped Duration",[8814],7,[8706],[],0,1,[]
103,"SappedEffectiveness","Sapped Effectiveness",[8815],7,[8706],[],0,1,[]
104,"MH_ChanceToPoison","Chance to Poison from Main Hand hits",[6522],1,[7689],[435],0,1,[]
105,"OH_ChanceToPoison","Chance to Poison from Off Hand hits",[6523],1,[7690],[435],0,1,[]
106,"Spell_ChanceToPoison","Chance to Poison",[6524],1,[435],[1641],0,1,[]
107,"Secondary_ChanceToPoison","Chance to Poison",[6525],1,[1641],[],0,1,[]
108,"OnlyChaosChanceToPoison","Chance to Poison from only Chaos Damage",[6294],1,[],[],0,1,[]
109,"MH_PoisonDamage","Poison Damage per second from Main Hand hits","[6033,6034]",2,[7689],"[435,1641]",0,1,"[2,0]"
110,"MH_PoisonCritDamage","Poison Damage per second from Main Hand Critical Strikes","[10260,10261]",2,[7689],"[435,1641]",0,1,"[2,0]"
111,"OH_PoisonDamage","Poison Damage per second from Off Hand hits","[6035,6036]",2,[7690],"[435,1641]",0,1,"[2,0]"
112,"OH_PoisonCritDamage","Poison Damage per second from Off Hand Critical Strikes","[10262,10263]",2,[7690],"[435,1641]",0,1,"[2,0]"
113,"Spell_PoisonDamage","Poison Damage per second","[6037,6038]",2,[435],[1641],0,1,"[2,0]"
114,"Spell_PoisonCritDamage","Poison Damage per second from Critical Strikes","[10264,10265]",2,[435],[1641],0,1,"[2,0]"
115,"Secondary_PoisonDamage","Poison Damage per second","[6039,6040]",2,[1641],[],0,1,"[2,0]"
116,"Secondary_PoisonCritDamage","Poison Damage per second from Critical Strikes","[10266,10267]",2,[1641],[],0,1,"[2,0]"
117,"MH_PoisonDamageAlways","Poison Damage per second from Main Hand only Chaos Damage","[6041,6042]",2,[7689],"[435,1641]",0,1,"[2,0]"
118,"MH_PoisonCritDamageAlways","Poison Damage per second from Main Hand only Critical Chaos Damage","[10268,10269]",2,[7689],"[435,1641]",0,1,"[2,0]"
119,"OH_PoisonDamageAlways","Poison Damage per second from Off Hand only Chaos Damage","[6043,6044]",2,[7690],"[435,1641]",0,1,"[2,0]"
120,"OH_PoisonCritDamageAlways","Poison Damage per second from Off Hand only Critical Chaos Damage","[10270,10271]",2,[7690],"[435,1641]",0,1,"[2,0]"
121,"Spell_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","[6045,6046]",2,[435],[1641],0,1,"[2,0]"
122,"Spell_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","[10272,10273]",2,[435],[1641],0,1,"[2,0]"
123,"Secondary_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","[6047,6048]",2,[1641],[],0,1,"[2,0]"
124,"Secondary_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","[10274,10275]",2,[1641],[],0,1,"[2,0]"
125,"NumArrows","Number of Arrows to fire",[724],0,[],[],0,1,[]
126,"ArrowPierce","Number of targets to Pierce with Arrows",[6267],0,[724],[],0,1,[]
127,"NumProjectiles","Number of Projectiles to fire",[723],0,[],[],0,1,[]
128,"Pierce","Number of targets to Pierce with Projectiles",[6266],0,[723],[],0,1,[]
129,"FirePenetration","Fire Resistance Penetration",[591],1,[],[],0,1,[]
130,"ColdPenetration","Cold Resistance Penetration",[590],1,[],[],0,1,[]
131,"LightningPenetration","Lightning Resistance Penetration",[592],1,[],[],0,1,[]
132,"ChaosPenetration","Chaos Resistance Penetration",[597],1,[],[],0,1,[]
133,"FirePenetrationWeapon","Additional Fire Resistance Penetration with Weapons",[4590],1,[],[],0,1,[]
134,"ColdPenetrationWeapon","Additional Cold Resistance Penetration with Weapons",[4589],1,[],[],0,1,[]
135,"LightningPenetrationWeapon","Additional Lightning Resistance Penetration with Weapons",[4591],1,[],[],0,1,[]
136,"ChaosPenetrationWeapon","Additional Chaos Resistance Penetration with Weapons",[3918],1,[],[],0,1,[]
137,"MainhandDoubleDamageChilled","Main Hand Attacks double Damage to Chilled Enemies",[4126],4,[7689],[435],0,1,[]
138,"OffhandDoubleDamageChilled","Off Hand Attacks double Damage to Chilled Enemies",[4127],4,[7690],[435],0,1,[]
139,"MH_ChanceToImpale","Chance to Impale from Main Hand hits",[8838],1,[7689],[435],0,1,[]
140,"OH_ChanceToImpale","Chance to Impale from Off Hand hits",[8839],1,[7690],[435],0,1,[]
141,"Ward","Ward",[14398],0,[],[],1,1,[]
142,"WardDelay","Ward Restoration time",[14403],9,[14398],[],1,"",[9]
143,"Armour","Armour",[240],0,[],[],1,1,[]
144,"ArmourVsProjectiles","Armour against Projectiles",[1071],0,[5199],[],1,"",[]
145,"PhysicalImmunity","Immune to Physical Damage",[717],4,[],[],1,1,[]
146,"ArmourEstimateReduction","Estimated Physical Damage reduction",[719],1,[],[],1,1,[]
147,"ArmourVsProjEstimateReduction","Estimated Physical Damage reduction against Projectiles",[1076],1,[5199],[],1,"",[]
148,"ArmourVsHitsEstimateReduction","Estimated Physical Damage reduction against Hits",[7368],1,[7367],[],1,"",[]
149,"Evasion","Evasion Rating",[281],0,[],[],1,1,[]
150,"EvadeChance","Estimated chance to Evade Attacks",[677],1,[],[],1,1,[]
151,"DodgeChance","Chance to Dodge Attacks",[690],1,[],[],1,1,[]
152,"SpellDodgeChance","Chance to Dodge Spells",[837],1,[],[],1,1,[]
153,"LifeRecharge","Life Recharge per second",[9445],0,[],[],1,1,[2]
154,"ES","Maximum Energy Shield",[246],0,[],[],1,1,[]
155,"ESRecharge","Energy Shield Recharge per second",[249],0,[],[],1,1,[2]
156,"ESDelay","Energy Shield Recharge Occurrence modifier",[3881],7,[],[],1,1,[]
157,"LifeRegen","Life Regeneration per Second",[247],0,[],[],1,1,[2]
158,"ManaRegen","Mana Regeneration per Second",[248],0,[],[],1,1,[2]
159,"ESRegen","Energy Shield Regeneration per Second",[1058],0,[],[],1,1,[2]
160,"StunImmune","Cannot be Stunned",[1191],4,[],[],1,1,[]
161,"StunImmuneSpells","Cannot be Stunned by Spells",[7390],4,[],[1191],1,1,[]
162,"StunImmuneAttacks","Cannot be Stunned by Attacks",[7391],4,[],[1191],1,1,[]
163,"FireImmunity","Immune to Fire Damage",[4473],4,[],[],1,1,[]
164,"FireResist","Fire Resistance","[307,2055]",5,[],[],1,"",[]
165,"ColdImmunity","Immune to Cold Damage",[4474],4,[],[],1,1,[]
166,"ColdResist","Cold Resistance","[306,2056]",5,[],[],1,"",[]
167,"LightningImmunity","Immune to Lightning Damage",[4475],4,[],[],1,1,[]
168,"LightningResist","Lightning Resistance","[308,2057]",5,[],[],1,"",[]
169,"ChaosImmunity","Immune to Chaos Damage",[4476],4,[],[],1,1,[]
170,"ChaosResist","Chaos Resistance","[309,2058]",5,[],[],1,"",[]
171,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time","[5868,6125]",5,[6122],[697],1,"",[]
172,"BlockChance","Chance to Block Attack Damage",[944],1,[7282],[],1,1,[]
173,"ProjBlockChance","Chance to Block Projectile Attack Damage",[1075],1,"[1072,7282]",[],1,1,[]
174,"SpellBlockChance","Chance to Block Spell Damage",[241],1,[7283],[],1,1,[]
175,"SpellProjBlockChance","Chance to Block Projectile Spell Damage",[1074],1,"[1072,7283,8197]",[],1,1,[]
176,"BlockRec","Block Recovery modifier",[22],7,[],[],1,1,[]
177,"StunRec","Stun Recovery modifier",[280],7,[],[],1,1,[]
178,"StunAvoid","Stun Avoidance",[194],1,[],[],1,1,[]
179,"EnemyCritReduce","Enemy Crit Extra Damage reduction",[4974],1,[],[],1,1,[]
180,"IgniteAvoid","Ignite Avoidance",[628],1,[],[],1,1,[]
181,"IgniteDurationRed","Ignite Duration on self reduction",[633],1,[],[],1,1,[]
182,"ChillAvoid","Chill Avoidance",[626],1,[],[],1,1,[]
183,"ChillDurationRed","Chill Duration on self reduction",[630],1,[],[],1,1,[]
184,"FreezeAvoid","Freeze Avoidance",[627],1,[],[],1,1,[]
185,"FreezeDurationRed","Freeze Duration on self reduction",[632],1,[],[],1,1,[]
186,"ShockAvoid","Shock Avoidance",[629],1,[],[],1,1,[]
187,"ShockDurationRed","Shock Duration on self reduction",[631],1,[],[],1,1,[]
188,"PhysicalReflect","Physical Damage Reflected to Melee Attackers","[764,759]",6,[],[],1,1,[]
189,"FireReflect","Fire Damage Reflected to Melee Attackers","[765,760]",6,[],[],1,1,[]
190,"ColdReflect","Cold Damage Reflected to Melee Attackers","[766,761]",6,[],[],1,1,[]
191,"LightningReflect","Lightning Damage Reflected to Melee Attackers","[767,762]",6,[],[],1,1,[]
192,"ChaosReflect","Chaos Damage Reflected to Melee Attackers","[768,763]",6,[],[],1,1,[]
193,"MoveSpeed","Movement Speed modifier",[242],7,[],[],1,1,[]
194,"ActionSpeed","Action Speed modifier",[9327],7,[],[],1,1,[]
195,"AoE","Skill Area of Effect modifier",[212],7,[],[],2,1,[]
196,"SkillDuration","Skill Duration modifier",[215],7,[],[],2,1,[]
197,"BuffDuration","Buff Duration modifier",[168],7,[],[],2,1,[]
198,"CurseEffect","Curse Effect modifier",[4317],7,[],[],2,1,[]
199,"FlaskDuraiton","Flask Duration modifier",[740],7,[],[],2,1,[]
200,"FlaskRate","Flask Recovery rate modifier",[401],7,[],[],2,1,[]
201,"FlaskLifeAmount","Flask Life amount modifier",[399],7,[],[],2,1,[]
202,"FlaskLifeSpeed","Flask Life Recovery rate modifier",[741],7,[],[],2,1,[]
203,"FlaskManaAmount","Flask Mana amount modifier",[400],7,[],[],2,1,[]
204,"FlaskManaSpeed","Flask Mana Recovery rate modifier",[742],7,[],[],2,1,[]
205,"FlaskChargesUsed","Flask Charges Used modifier",[739],7,[],[],2,1,[]
206,"FlaskChargesGained","Flask Charges Gained modifier",[460],7,[],[],2,1,[]
207,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks",[302],1,[7689],"[435,1641,1340]",2,1,[14]
208,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage",[303],1,[7690],"[435,1641,1340]",2,1,[14]
209,"Spell_LifeLeech","Life Leech from Spell Damage",[3110],1,[435],"[1342,1641]",2,1,[14]
210,"LifeLeechFromAttacks","Life Leech from any Attack Damage",[5527],1,[],"[1342,435]",2,1,[14]
211,"LifeLeechPhysicalDamage","Life Leech from Physical Damage",[2205],1,[],[1342],2,1,[14]
212,"LifeLeechFireDamage","Life Leech from Fire Damage",[2206],1,[],[1342],2,1,[14]
213,"LifeLeechColdDamage","Life Leech from Cold Damage",[2207],1,[],[1342],2,1,[14]
214,"LifeLeechLightningDamage","Life Leech from Lightning Damage",[2208],1,[],[1342],2,1,[14]
215,"LifeLeechChaosDamage","Life Leech from Chaos Damage",[2209],1,[],[1342],2,1,[14]
216,"MaxLifeLeechAmount","Base Maximum Recovery per Life Leech","[9239,9313]",10,[],[1342],2,"","[0,0]"
217,"LifeLeechSpeed","Life Leech total Recovery per second modifier",[2943],7,[],[1342],2,1,[]
218,"MaxLifeLeechRecoveryRate","Maximum total Life Recovery per second from Leech","[9242,6871]",10,[],[1342],2,"","[6,0]"
219,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks",[304],1,[7689],"[435,1641,1341]",2,1,[14]
220,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage",[305],1,[7690],"[435,1641,1341]",2,1,[14]
221,"Spell_ManaLeech","Mana Leech from Spell Damage",[3111],1,[435],"[1343,1641]",2,1,[14]
222,"ManaLeechFromAttacks","Mana Leech from any Attack Damage",[5528],1,[],"[1343,435]",2,1,[14]
223,"ManaLeechPhysicalDamage","Mana Leech from Physical Damage",[2210],1,[],[1343],2,1,[14]
224,"ManaLeechFireDamage","Mana Leech from Fire Damage",[2211],1,[],[1343],2,1,[14]
225,"ManaLeechColdDamage","Mana Leech from Cold Damage",[2212],1,[],[1343],2,1,[14]
226,"ManaLeechLightningDamage","Mana Leech from Lightning Damage",[2213],1,[],[1343],2,1,[14]
227,"ManaLeechChaosDamage","Mana Leech from Chaos Damage",[2214],1,[],[1343],2,1,[14]
228,"MaxManaLeechAmount","Base Maximum Recovery per Mana Leech","[9240,9314]",10,[],[1343],2,"","[0,0]"
229,"ManaLeechSpeed","Mana Leech total Recovery per second modifier",[2945],7,[],[1343],2,1,[]
230,"MaxManaLeechRecoveryRate","Maximum total Mana Recovery per second from Leech","[9243,9309]",10,[],[1343],2,"","[6,0]"
231,"Spell_EnergyShieldLeech","Energy Shield Leech from Spell Damage",[8869],1,[435],"[8872,1641]",2,1,[14]
232,"EnergyShieldLeechPhysicalDamage","Energy Shield Leech from Physical Damage",[8907],1,[],[8872],2,1,[14]
233,"EnergyShieldLeechFireDamage","Energy Shield Leech from Fire Damage",[8867],1,[],[8872],2,1,[14]
234,"EnergyShieldLeechColdDamage","Energy Shield Leech from Cold Damage",[8863],1,[],[8872],2,1,[14]
235,"EnergyShieldLeechLightningDamage","Energy Shield Leech from Lightning Damage",[8865],1,[],[8872],2,1,[14]
236,"EnergyShieldLeechChaosDamage","Energy Shield Leech from Chaos Damage",[8908],1,[],[8872],2,1,[14]
237,"MaxEnergyShieldLeechAmount","Base Maximum Recovery per Energy Shield Leech","[9241,9315]",10,[],[8872],2,"","[0,0]"
238,"EnergyShieldLeechSpeed","Energy Shield Leech total Recovery per second modifier",[8877],7,[],[],2,1,[]
239,"MaxEnergyShieldLeechRecoveryRate","Maximum total Energy Shield Recovery per second from Leech","[9244,8860]",10,[],[8872],2,"","[6,0]"
240,"MH_LifeOnHit","Main Hand Life gained on Hit",[3091],0,[7689],[435],2,1,[]
241,"OH_LifeOnHit","Off Hand Life gained on Hit",[3092],0,[7690],[435],2,1,[]
242,"LifeOnSpellHit","Life gained on Hit",[1925],0,[435],[],2,1,[]
243,"ManaOnSpellHit","Mana gained on Hit",[7072],0,[435],[],2,1,[]
244,"ManaOnHit","Mana gained on Hit",[2764],0,[],[435],2,1,[]
245,"ESOnSpellHit","Energy Shield gained on Hit",[7287],0,[435],[],2,1,[]
246,"ESOnHit","Energy Shield gained on Hit",[2801],0,[],[435],2,1,[]
247,"LifeOnKill","Life gained on Kill",[2302],0,[],[],2,1,[]
248,"ManaOnKill","Mana gained on Kill",[2417],0,[],[],2,1,[]
249,"ESonKill","Energy Shield gained on Kill",[2418],0,[],[],2,1,[]
250,"MinionDamage","Minion Damage modifier",[2459],7,[],[],2,1,[]
251,"MinionLife","Minion Life modifier",[159],7,[],[],2,1,[]
252,"MinionMana","Minion Mana modifier",[3237],7,[],[],2,1,[]
253,"MinionEnergyShield","Minion Energy Shield modifier",[3238],7,[],[],2,1,[]
254,"ProjectileSpeed","Projectile Speed modifier",[1403],7,[],[],2,1,[]
255,"IIQ","Increased Quantity of items dropped by slain monsters",[662],7,[],[],2,1,[]
256,"IIR","Increased Rarity of items dropped by slain monsters",[663],7,[],[],2,1,[]
257,"Experience","Experience Gain modifier",[157],7,[],[],2,1,[]
258,"TotemDuration","Totem Duration modifier",[430],7,[],[],2,1,[]
259,"TotemRange","Totem Range modifier",[167],7,[],[],2,1,[]
260,"TotemLife","Totem Life modifier",[166],7,[],[],2,1,[]
261,"TotemMana","Totem Mana modifier",[3235],7,[],[],2,1,[]
262,"TotemEnergyShield","Totem Energy Shield modifier",[3236],7,[],[],2,1,[]
263,"TrapDuration","Trap Duration modifier",[311],7,[],[],2,1,[]
264,"TrapTriggerRadius","Trap Trigger Radius modifier",[312],7,[],[],2,1,[]
265,"TrapThrowSpeed","Trap Throwing Speed modifier",[7809],7,[],[],2,1,[]
266,"MineDuration","Mine Duration modifier",[1827],7,[],[],2,1,[]
267,"MineDetonationRadius","Mine Detonation Radius modifier",[1841],7,[],[],2,1,[]
268,"MinePlaceSpeed","Mine Throwing Speed modifier",[9959],7,[],[],2,1,[]
269,"FishingRange","Fishing Range modifier",[1741],7,[],[],2,1,[]
270,"FishingLineStrength","Fishing Line Strength modifier",[1742],7,[],[],2,1,[]
271,"IFQ","Quantity of Fish caught",[1743],7,[],[],2,1,[]
272,"IFR","Rarity of Fish caught",[1744],7,[],[],2,1,[]
273,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1745],7,[],[],2,1,[]
274,"ExoticFish","Can catch Exotic Fish",[2071],4,[],[],2,1,[]
275,"CorruptedFish","Can catch Corrupted Fish",[2238],4,[],[],2,1,[]
276,"CooldownRecovery","Cooldown Recovery Speed modifier",[3352],7,[],[],2,1,[]
277,"BrandNum","Brand Limit",[8471],0,[8629],[],2,1,[]
278,"BrandNumPerTarget","Attached Brand Limit per Target",[8836],0,[8629],[],2,1,[]
279,"Devotion","Devotion",[9659],0,[],[],2,1,[]
280,"LightningDamageChargeEnd","Lightning Damage when a Charge expires or is consumed","[1321,1322]",6,[],[],3,1,[]
281,"EnduranceCharges","Endurance Charges","[4,2662]",3,[],[],3,"",[]
282,"EnduranceDuration","Endurance Charge Duration modifier",[2700],7,[],[],3,1,[]
283,"PhysDamageRedPerEndurance","Physical Damage Reduction per Endurance Charge",[446],1,[],[],3,1,[]
284,"ElementalResistPerEndurance","Additional Elemental Resistance per Endurance Charge",[142],1,[],[],3,1,[]
285,"BuffDurationPerEndurance","Buff/Debuff Duration modifier per Endurance Charge",[360],7,[],[],3,1,[]
286,"CritRedPerEndurance","Enemy Crit. Multiplier modifier per Endurance Charge",[98],7,[],[],3,1,[1]
287,"LifeRegenPerEndurance","Life Regeneration per second per Endurance Charge",[126],1,[],[],3,1,[2]
288,"MeleeDamagePerEnduranceCharge","Melee Damage modifier per Endurance Charge",[4625],7,[],[],3,1,[]
289,"PhysicalDamagePerEnduranceCharge","Physical Damage modifier per Endurance Charge",[2639],7,[],[],3,1,[]
