"rownum","rid","i32"
429,2036,0
430,3540,0
431,7117,0
432,6756,0
433,6752,0
434,6753,0
435,1864,0
436,6754,0
437,1855,0
438,3538,0
439,3477,0
440,6692,0
441,6691,0
442,6714,0
443,6713,0
444,6757,0
445,982,0
446,852,0
447,6694,0
448,1524,0
449,3503,0
450,6693,0
451,1519,0
452,6563,0
453,785,0
454,881,0
455,994,0
456,6698,0
457,6699,0
458,1651,0
459,1650,0
460,6700,0
461,3512,0
462,6684,0
463,6682,0
464,6170,0
