"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","bool","bool","AwakenedVariant","RegularVariant"
45,4821,550,0,100,0,"[10,25,13,5,14,15,3,6]","","","","","","","",1,1,"",""
46,4836,562,0,0,100,"[11,25,4,14]","","","","","","","",1,1,"",""
47,4837,563,0,100,0,"[10,25,4,15,33]","","","","","","","",1,1,"",""
48,4839,567,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
49,4840,568,40,0,60,"[11,25,4,14,0]",5037,"","","","","","",1,1,"",""
50,5037,7585,40,0,60,"[11,25,24,4,14,0,15]","",1,"","",568,"","",1,1,"",""
51,4841,610,0,0,100,"[11,25,4,15,0]","","","","","","","",1,1,"",""
52,4842,611,0,0,100,"[11,25,4,14,0,1,2,38]","","","","","","","",1,1,"",""
53,4843,616,33,33,34,"[29,25,4]",5038,"","","","","","",1,1,"",""
54,5038,617,33,33,34,"[29,25,24,4]","",1,"","",616,"","",1,1,"",""
55,4844,618,60,0,40,"[9,16]","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.",12576,"","","",1,1,"",""
56,4845,623,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12611,"","","",1,1,"",""
57,4846,625,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12600,"","","",1,1,"",""
58,4847,626,100,0,0,"[9,16]","","","Supports any skill that hits enemies.",12595,"","","",1,1,"",""
59,4848,628,100,0,0,"[9,16]","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.",12583,"","","",1,1,"",""
60,4849,630,0,100,0,"[10,16]","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.",12574,"","","",1,1,"",""
61,4850,631,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",12675,"","","",1,1,454,""
62,4852,632,0,60,40,"[10,25,13,7,36]","","","","","","","",1,1,"",""
63,4853,633,0,100,0,"[10,25,13,7,36,22,15]","","","","","","","",1,1,"",""
64,4854,775,0,0,100,"[11,25,4,5,15,2]",5008,"","","","","","",1,1,"",""
65,5008,2884,0,0,100,"[11,25,24,4,5,15,2]","",1,"","",775,"","",1,1,"",""
66,4923,4849,0,0,0,"[16,26]","","","","","","","",1,1,"",""
67,4855,792,100,0,0,"[9,16]","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.",12589,"","","",1,1,"",""
68,4856,794,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
69,4857,809,0,100,0,"[10,16,5]","","","Supports projectile skills.",12665,"","","",1,1,"",""
70,4858,810,0,60,40,"[10,16,20]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.",12604,"","","",1,1,"",""
71,4859,812,0,0,100,"[11,25,4,8]","","","","","",10293,"",1,1,"",""
72,4860,7575,100,0,0,"[9,25,13,14,7,36,0,15]","","","","","","","",1,1,"",""
73,4861,820,100,0,0,"[9,25,13,7,36,1]",5025,"","","","","","",1,1,"",""
74,5025,827,100,0,0,"[9,25,24,13,7,36,15,14,1]","",1,"","",820,"","",1,1,"",""
75,4862,837,0,0,100,"[11,25,4,15,1]","","","","","","","",1,1,"",""
76,4863,845,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,"",""
77,4864,861,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
78,4865,4037,0,0,100,"[11,25,4,14,2,38]","","","","","","","",1,1,"",""
79,4866,897,0,100,0,"[10,25,13,15,7,36,3]","","","","","","","",1,1,"",""
80,4867,4375,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
81,4868,4375,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,"",""
82,4869,906,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",12667,"","","",1,1,440,""
83,4870,907,100,0,0,"[9,16]","","","Supports any skill that can kill enemies.",12612,"","","",1,1,"",""
84,4871,909,0,0,100,"[11,16]","","","Supports any skill that can kill enemies.",12613,"","","",1,1,"",""
85,4872,910,0,0,100,"[11,16,4]","","","Supports non-instant spell skills.",12606,"","","",1,1,"",""
86,4873,912,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,"",""
87,4874,935,0,60,40,"[10,25,4,14,15,17,42]","","","","","","","",1,1,"",""
88,4875,955,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
89,4876,963,60,40,0,"[9,25,4,15,17,43]","","","","","","","",1,1,"",""
90,4877,969,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
91,4878,4270,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,"",""
92,4879,972,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,"",""
93,4880,983,0,40,60,"[11,25,4,15,17,43]","","","","","","","",1,1,"",""
94,4881,991,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
95,4882,7386,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,"",""
96,4883,1023,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,"",""
97,5011,1025,0,0,100,"[11,25,24,4,14,15,2,22,35]","",1,"","",1023,"","",1,1,"",""
98,4884,1054,0,0,100,"[11,25,4,8,15]",5026,"","","","",10295,"",1,1,"",""
99,5026,1056,0,0,100,"[11,25,24,4,8,15]","",1,"","",1054,10295,"",1,1,"",""
100,4889,1087,100,0,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
101,5023,1089,100,0,0,"[9,25,24,13,7,36]","",1,"","","","","",1,1,"",""
102,4890,1099,60,0,40,"[9,25,13,8,15,7,36]","","","","","","","",1,1,"",""
103,4891,7534,0,100,0,"[10,25,13,14,5,6]",5019,"","","","","","",1,1,"",""
104,5019,7537,0,100,0,"[10,25,24,13,14,5,6]","",1,"","",7534,"","",1,1,"",""
105,4892,1111,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.",12672,"","","",1,1,"",""
106,4893,1113,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12599,"","","",1,1,463,""
107,4894,1114,100,0,0,"[9,16,15]","","","Supports any skill with a duration.",12614,"","","",1,1,"",""
108,4895,1116,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.",12608,"","","",1,1,"",""
109,4896,1117,0,0,100,"[0,11,16]","","","Supports any skill that hits enemies.",12615,"","","",1,1,"",""
110,4897,1119,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.",12597,"","","",1,1,"",""
111,4898,1120,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",12596,"","","",1,1,"",""
112,4899,1121,60,0,40,"[13,9,16]","","","Supports attack skills.",12593,"","","",1,1,437,""
113,4900,3977,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.",12616,"","","",1,1,"",""
114,4901,1122,100,0,0,"[13,9,16]","","","Supports attack skills.",12617,"","","",1,1,"",""
115,4902,1123,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,"",""
116,4903,1256,0,60,40,"[10,25,13,5,7,36,2]",5022,"","","","","","",1,1,"",""
117,5022,7523,0,60,40,"[10,25,24,13,7,36,15,2,5]","",1,"","",1256,"","",1,1,"",""
118,4904,1306,40,0,60,"[11,25,4,2,18,15]","","","","","","","",1,1,"",""
119,4905,1310,100,0,0,"[9,25,4,14,15,0,33,34]",5010,"","","","","","",1,1,"",""
120,5010,1311,100,0,0,"[9,25,24,4,14,15,0,33,34]","",1,"","",1310,"","",1,1,"",""
121,4906,1324,0,0,100,"[11,25,13,5]",5013,"","","","","","",1,1,"",""
122,5013,1325,0,0,100,"[11,25,24,13,5]","",1,"","",1324,"","",1,1,"",""
123,4907,1606,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,"",""
124,4908,1621,0,100,0,"[10,25,13,14,5,2,6]","","","","","","","",1,1,"",""
125,4910,1630,0,100,0,"[12,10,25,4,14]",5034,"","","","","","",1,1,"",""
126,5034,1635,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1630,"","",1,1,"",""
127,4911,1640,40,0,60,"[12,11,25,4,14]","","","","","","","",1,1,"",""
128,4912,1642,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,"",""
129,4913,1649,0,0,100,"[12,11,25,4,14]",5033,"","","","","","",1,1,"",""
130,5033,1650,0,0,100,"[12,11,25,24,4,14,15]","",1,"","",1649,"","",1,1,"",""
131,4914,1654,0,100,0,"[12,10,25,4,14]",5032,"","","","","","",1,1,"",""
132,5032,1658,0,100,0,"[12,10,25,24,4,14,15]","",1,"","",1654,"","",1,1,"",""
133,4915,1661,100,0,0,"[12,9,25,4,14,33]","","","","","","","",1,1,"",""
134,4916,1664,60,0,40,"[12,9,25,4,14,0]","","","","","","","",1,1,"",""
135,4917,1671,0,60,40,"[12,10,25,4,14,1]","","","","","","","",1,1,"",""
136,4918,1680,0,0,100,"[12,11,25,4,14,2]","","","","","","","",1,1,"",""
137,4919,1689,0,100,0,"[10,25,13,5,0,15,6]",5009,"","","","","","",1,1,"",""
138,5009,2890,0,100,0,"[10,25,24,13,5,14,0,6,15]","",1,"","",1689,"","",1,1,"",""
139,4920,1695,0,0,100,"[1,0,2,11,16,14]","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.",12670,"","","",1,1,"",""
140,4921,1696,100,0,0,"[12,9,16]","","","Supports any skill with a reservation.",12578,"","","",1,1,"",""
141,4922,1701,0,0,75,"[12,11,25,4,14]",5031,"","","","","","",1,1,"",""
142,5031,1703,0,0,75,"[12,11,25,24,4,14,15]","",1,"","",1701,"","",1,1,"",""
143,4924,1704,0,100,0,"[10,16]","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.",12618,"","","",1,1,"",""
144,4925,1705,0,100,0,"[5,13,10,16]","","","Supports projectile skills.",12619,"","","",1,1,"",""
145,4926,1707,100,0,0,"[5,33,9,16]","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.",12620,"","","",1,1,"",""
146,4927,1708,100,0,0,"[4,9,16]","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.",12605,"","","",1,1,"",""
147,4928,1709,100,0,0,"[13,9,16]","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.",12621,"","","",1,1,"",""
148,4929,1710,60,0,40,"[9,16,4,19]","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.",12609,"","","",1,1,"",""
149,4930,1720,0,40,60,"[11,16,21]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",12587,"","","",1,1,"",""
150,5070,1723,33,33,34,"[29,21,25,4]","","","","","","","",1,1,"",""
151,4931,1724,100,0,0,"[19,9,25,4,14,33,38]","","","","","","","",1,1,"",""
152,4932,1734,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,"",""
153,4933,8354,0,40,60,"[21,11,25,4,5,1,12,14]","","","","","","","",1,1,"",""
154,4934,1740,0,40,60,"[20,11,25,4,15]","","","","","","","",1,1,"",""
155,4935,1741,0,100,0,"[20,10,25,4,15,33]","","","","","","","",1,1,"",""
156,4936,1751,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",12607,"","","",1,1,"",""
157,4937,1752,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,"",""
158,5035,1754,0,60,40,"[20,10,25,24,4,15,14,0]","",1,"","","","","",1,1,"",""
159,4938,1810,100,0,0,"[19,9,25,4,14]","","","","","","","",1,1,"",""
160,4939,1811,100,0,0,"[19,9,25,4]","","","","","","","",1,1,"",""
161,4940,1854,0,60,40,"[10,25,4,5,33,15]","","","","","","","",1,1,"",""
162,4944,1888,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",12601,"","","",1,1,"",""
163,4823,1890,0,100,0,"[10,25,13,5,14,1,6]","","","","","","","",1,1,"",""
164,4822,1902,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,"",""
165,4909,1925,0,0,100,"[11,25,4,18,2]",5007,"","","","","","",1,1,"",""
166,5007,2883,0,0,100,"[11,25,24,4,18,2,15]","",1,"","",1925,"","",1,1,"",""
167,4941,1948,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
168,4942,1948,0,60,40,"[10,25,4,15,1]","","","","","","","",1,1,"",""
169,4943,1959,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,"",""
170,4945,2000,60,40,0,"[6,5,9,16,19]","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.",12622,"","","",1,1,"",""
171,4946,2003,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",12623,"","","",1,1,438,""
172,4947,2004,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",12572,"","","",1,1,447,""
173,4948,2005,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",12624,"","","",1,1,462,""
174,4949,2006,0,0,100,"[11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.",12743,"","","",1,1,"",""
175,4950,2007,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",12625,"","","",1,1,446,""
176,4951,2009,0,100,0,"[10,16,5]","","","","","","","",1,1,"",""
177,4952,2010,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.",12579,"","","",1,1,449,""
178,4953,2011,0,100,0,"[10,16,5]","","","Supports projectile skills.","","","","",1,1,"",""
179,4954,2012,40,0,60,"[11,25,4,14,15,0,17,42]","","","","","","","",1,1,"",""
180,4955,2025,0,40,60,"[11,25,4,14,15,1,17,42]","","","","","","","",1,1,"",""
181,4956,2032,0,0,100,"[11,25,4,14,15,2,17,42]","","","","","","","",1,1,"",""
182,5133,8127,40,0,60,"[14,11,25,4,2,30,15,33]","","","","","","","",1,1,"",""
183,4957,7531,0,0,100,"[11,25,4,0,30,14]","","","","","","","",1,1,"",""
184,4958,2127,40,60,0,"[10,25,13,14,22,30,33,7]",5014,"","","","","","",1,1,"",""
185,5014,2136,40,60,0,"[10,25,24,13,14,15,7,22,30,33]","",1,"","",2127,"","",1,1,"",""
186,4959,2177,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",12585,"","","",1,1,442,""
187,4960,2179,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",12626,"","","",1,1,465,""
188,4961,2182,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",12584,"","","",1,1,441,""
189,4962,2184,0,0,100,"[11,16]","","","Supports any skill that hits enemies.",12627,"","","",1,1,"",""
190,4963,2185,60,0,40,"[9,25,4,19,0]","","","","","","","",1,1,"",""
191,4964,2196,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",12628,"","","",1,1,436,""
192,4965,2197,40,0,60,"[11,16,8]","","","Supports skills which create Minions.",12629,"","","",1,1,"",""
193,4966,2205,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",12630,2206,"","",1,1,459,""
194,4967,2236,0,60,40,"[10,25,13,14,7]",5029,"","","","","","",1,1,"",""
195,5029,2237,0,60,40,"[10,25,24,13,14,7]","",1,"","",2236,"","",1,1,"",""
196,4968,2309,0,60,40,"[10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12590,2310,"","",1,1,445,""
197,4969,2311,60,0,40,"[9,16,7,13,4,26]","","","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12631,2312,"","",1,1,"",""
198,4970,2313,0,60,40,"[10,16,20]","","","Supports traps skills, making them throw extra traps in a line.",12632,"","","",1,1,"",""
199,4971,2314,100,0,0,"[29,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",12633,"","","",1,1,"",""
200,4972,2328,0,40,60,"[20,11,25,4,5,2]",5043,"","","","","","",1,1,"",""
201,5043,2330,0,40,60,"[20,11,25,24,4,5,15,2]","",1,"","",2328,"","",1,1,"",""
202,4973,2371,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,"",""
203,4974,2392,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",12602,"","","",1,1,"",""
204,4975,2418,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,"",""
205,4796,5226,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,"",""
206,4976,2420,40,60,0,"[10,25,13,5]",5021,"","","","","","",1,1,"",""
207,5021,2427,40,60,0,"[10,25,24,13,5]","",1,"","",2420,"","",1,1,"",""
208,4977,2493,0,100,0,"[10,16,5]","","","Supports projectile skills.",12634,"","","",1,1,"",""
209,4978,2494,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",12635,"","","",1,1,"",""
210,4979,2497,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12673,"","","",1,1,"",""
211,4980,2499,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12636,"","","",1,1,"",""
212,4981,2500,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",12591,"","","",1,1,"",""
213,4982,2507,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,"",""
214,4983,2565,0,100,0,"[29,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",12637,"","","",1,1,"",""
215,4984,2566,60,0,40,"[12,9,25,4,14,0]",4985,"","","","","","",1,1,"",""
216,4985,7054,60,0,40,"[12,9,25,24,4,14,15,0]","",1,"","",2566,"","",1,1,"",""
217,4986,2569,0,60,40,"[12,10,25,4,14,1]",4987,"","","","","","",1,1,"",""
218,4987,7055,0,60,40,"[12,10,25,24,4,14,15,1]","",1,"","",2569,"","",1,1,"",""
219,4988,2572,0,0,100,"[12,11,25,4,14,2]",4989,"","","","","","",1,1,"",""
220,4989,7056,0,0,100,"[12,11,25,24,4,14,15,2]","",1,"","",2572,"","",1,1,"",""
221,4990,2575,0,0,100,"[11,25,4,14,15,2]",5027,"","","","","","",1,1,"",""
222,5027,2586,0,0,100,"[11,25,24,4,14,15,2]","",1,"","",2575,"","",1,1,"",""
223,4991,2647,0,0,100,"[11,25,4,14,0,30]",5040,"","","","","","",1,1,"",""
224,5040,2648,0,0,100,"[11,25,24,4,14,0,30]","",1,"","",2647,"","",1,1,"",""
225,4992,2695,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
226,4993,2058,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,"",""
227,4994,2716,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,"",""
228,4995,2717,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,"",""
229,4996,2718,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",12638,"","","",1,1,453,""
230,4997,2719,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,"",""
231,4998,2752,0,0,100,"[11,25,4,14,0]","","","","","","","",1,1,"",""
232,4999,2773,0,0,100,"[29,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a mana multiplier to supported gems. Cannot support skills that don't come from gems.",12639,"","","",1,1,"",""
233,5000,2780,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,"",""
234,5001,2813,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
235,5002,2822,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
236,5003,4881,0,0,100,"[8,11,25,4,15,3]","","","","","","","",1,1,"",""
237,5004,2827,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,"",""
238,5028,3126,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",12676,"","","",1,1,"",""
239,5030,3127,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,"",""
240,5005,3153,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,"",""
241,5039,3157,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,"",""
242,5041,8352,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,"",""
243,5042,3262,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,"",""
244,5044,3295,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",12668,"","","",1,1,439,""
245,5045,3296,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,"",""
246,5046,3297,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,"",""
247,5047,3298,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,"",""
248,5048,3299,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,"",""
249,5049,3300,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,"",""
250,5050,3301,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,"",""
251,5051,3308,0,100,0,"[10,25,4,15,17,43]","","","","","","","",1,1,"",""
252,5052,3506,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
253,5053,3506,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,"",""
254,5054,3556,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
255,5055,3602,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,"",""
256,5058,3789,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,"",""
257,5059,2258,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,"",""
258,5057,3800,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
259,5056,3802,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,"",""
260,4886,3886,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,"",""
