"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
187,3895,500,714,35,81,11,0
188,3896,500,769,49,82,11,0
189,3897,500,833,65,82,11,0
190,3898,500,714,38,80,11,0
191,3899,500,741,49,74,11,0
192,3900,500,769,20,41,11,0
193,3901,500,769,31,64,11,0
194,3902,500,769,39,81,11,0
195,3903,600,645,5,8,11,0
196,3904,600,667,8,12,11,0
197,3905,600,714,10,19,11,0
198,3906,650,714,14,22,11,0
199,3907,600,714,18,27,11,0
200,3908,600,690,17,31,11,0
201,3909,600,833,21,50,11,0
202,3910,620,800,29,44,11,0
203,3911,600,769,27,50,11,0
204,3912,600,667,24,36,11,0
205,3913,600,800,30,55,11,0
206,3914,650,800,35,52,11,0
207,3915,600,800,38,57,11,0
208,3916,600,714,30,55,11,0
209,3917,600,833,34,80,11,0
210,3918,620,800,45,67,11,0
211,3919,600,769,39,72,11,0
212,3920,600,667,37,55,11,0
213,3921,600,800,43,80,11,0
214,3922,650,800,49,73,11,0
215,3923,600,800,51,76,11,0
216,3924,600,714,37,70,11,0
217,3925,600,833,41,95,11,0
218,3926,620,800,50,76,11,0
219,3927,600,769,42,78,11,0
220,3928,630,690,23,34,11,0
221,3929,630,690,35,52,11,0
222,3930,630,690,41,61,11,0
223,3931,500,714,5,13,120,0
224,3932,500,667,6,16,120,0
225,3933,600,769,6,25,120,0
226,3934,600,769,12,26,120,0
227,3935,670,800,11,34,120,0
228,3936,650,714,11,34,120,0
229,3937,500,690,10,41,120,0
230,3938,500,833,20,53,120,0
231,3939,550,714,27,40,120,0
232,3940,500,667,15,44,120,0
233,3941,600,800,17,69,120,0
234,3942,600,769,26,55,120,0
235,3943,670,800,23,68,120,0
236,3944,650,714,20,61,120,0
237,3945,500,690,17,67,120,0
238,3946,500,833,31,81,120,0
239,3947,550,714,40,60,120,0
240,3948,500,667,22,67,120,0
241,3949,600,800,25,100,120,0
242,3950,600,769,39,81,120,0
243,3951,670,800,30,89,120,0
244,3952,650,714,26,78,120,0
245,3953,500,690,20,78,120,0
246,3954,500,833,35,92,120,0
247,3955,550,714,44,66,120,0
248,3956,550,769,9,13,120,0
249,3957,550,769,13,20,120,0
250,3958,550,769,16,24,120,0
251,3959,500,741,4,10,120,0
252,3960,600,769,9,19,13,0
253,3961,620,769,10,31,13,0
254,3962,600,769,24,41,13,0
255,3963,640,769,14,42,13,0
256,3964,620,769,27,57,13,0
257,3965,650,870,27,81,13,0
258,3966,610,769,41,76,13,0
259,3967,600,833,41,85,13,0
260,3968,620,870,34,102,13,0
261,3969,600,769,51,86,13,0
262,3970,660,800,38,114,13,0
263,3971,630,800,56,117,13,0
264,3972,650,870,48,145,13,0
265,3973,610,769,65,121,13,0
266,3974,600,833,66,138,13,0
267,3975,620,870,55,165,13,0
268,3976,600,769,72,120,13,0
269,3977,730,800,53,160,13,0
270,3978,680,800,71,147,13,0
271,3979,700,870,57,171,13,0
272,3980,650,769,73,136,13,0
273,3981,600,833,70,145,13,0
274,3982,600,800,36,66,13,0
275,3983,600,800,55,102,13,0
276,3984,600,800,65,120,13,0
277,3985,700,800,39,73,13,0
278,3986,700,800,61,113,13,0
279,3987,700,800,78,144,13,0
280,3988,500,769,12,20,13,0
281,3989,500,800,19,30,13,0
282,3990,500,769,19,39,13,0
283,3991,500,769,29,43,13,0
284,3992,500,800,36,60,13,0
285,3993,500,769,43,58,13,0
286,3994,500,800,49,73,13,0
287,3996,500,870,58,91,13,0
288,3995,500,833,53,83,13,0
289,3997,500,800,48,99,13,0
290,3998,500,769,61,92,13,0
291,3999,500,833,74,123,13,0
292,4000,500,769,76,103,13,0
293,4001,500,800,81,121,13,0
294,4002,500,833,88,138,13,0
295,4003,500,952,121,189,13,0
296,4004,500,769,74,155,13,0
297,4005,570,741,87,131,13,0
298,4006,500,870,104,174,13,0
299,4007,500,714,90,122,13,0
300,4008,600,800,96,144,13,0
301,4009,500,833,97,152,13,0
302,4010,500,741,36,56,13,0
303,4011,500,741,55,86,13,0
304,4012,500,741,65,101,13,0
305,4013,500,690,8,16,13,0
306,4014,500,714,11,26,13,0
307,4015,500,690,17,29,13,0
308,4016,500,714,20,38,13,0
309,4017,500,714,23,48,13,0
310,4018,500,714,30,50,13,0
311,4019,500,741,31,65,13,0
312,4020,600,741,41,68,13,0
313,4021,500,769,34,79,13,0
314,4022,500,690,39,65,13,0
315,4023,500,741,45,84,13,0
316,4024,500,769,49,102,13,0
317,4025,500,714,54,89,13,0
318,4026,500,741,52,109,13,0
319,4027,600,741,63,104,13,0
320,4028,500,769,55,128,13,0
321,4029,500,667,62,104,13,0
322,4030,650,714,62,115,13,0
323,4031,500,769,68,142,13,0
324,4032,500,690,69,115,13,0
325,4033,500,741,62,129,13,0
326,4034,570,741,67,112,13,0
327,4035,600,769,34,63,13,0
328,4036,600,769,52,97,13,0
329,4037,600,769,61,114,13,0
330,4038,500,769,10,16,13,0
331,4039,500,800,17,25,13,0
332,4040,500,769,16,33,13,0
333,4041,500,769,25,38,13,0
334,4042,500,769,27,49,13,0
335,4043,500,833,40,60,13,0
336,4044,500,800,46,62,13,0
337,4045,500,800,45,68,13,0
338,4046,500,909,57,85,13,0
339,4047,500,800,43,88,13,0
340,4048,500,769,54,81,13,0
341,4049,500,800,55,103,13,0
342,4050,500,833,72,108,13,0
343,4051,500,800,77,104,13,0
344,4052,500,800,75,113,13,0
345,4053,500,1000,112,168,13,0
346,4054,550,769,65,135,13,0
347,4055,500,741,77,115,13,0
348,4056,500,800,74,138,13,0
349,4057,500,909,102,153,13,0
350,4058,600,870,101,137,13,0
351,4059,500,833,91,136,13,0
352,4060,500,870,39,64,13,0
353,4061,500,870,62,103,13,0
354,4062,500,870,81,135,13,0
355,4063,500,833,8,15,13,0
356,7893,600,667,4,8,10,0
