"rownum","Id","rid","[rid]","rid","BK2File"
48,"ProxyKey47",2,"[4,5]",5139,"Art/Videos/ChinaSkillVideos/Occultist_Blight+Surge+Barrier.BK2"
49,"ProxyKey89",2,[6],5119,"Art/Videos/ChinaSkillVideos/Necromancer_Zombie+Surge+LesserPoison.BK2"
50,"ProxyKey48",0,[4],5052,"Art/Videos/ChinaSkillVideos/Elementalist_Surge+Tendrils.BK2"
51,"ProxyKey49",3,[4],5091,"Art/Videos/ChinaSkillVideos/Elementalist_OrbofStorms.BK2"
52,"ProxyKey50",8,[4],4835,"Art/Videos/ChinaSkillVideos/Elementalist_OrbStorms+LightningDamage.BK2"
53,"ProxyKey51",7,[4],4883,"Art/Videos/ChinaSkillVideos/Elementalist_LightningWarp.BK2"
54,"ProxyKey52",10,[4],4909,"Art/Videos/ChinaSkillVideos/Elementalist_arc.BK2"
55,"ProxyKey53",0,[18],5072,"Art/Videos/ChinaSkillVideos/Assassin_FrostBlades+LessPoison.BK2"
56,"ProxyKey54",3,[18],4886,"Art/Videos/ChinaSkillVideos/Assassin_Riposte.BK2"
57,"ProxyKey55",8,[18],4832,"Art/Videos/ChinaSkillVideos/Assassin_Ripose+ColdDamage.BK2"
58,"ProxyKey56",7,[18],4813,"Art/Videos/ChinaSkillVideos/Assassin_WhirlingBlades.BK2"
59,"ProxyKey57",10,[18],4967,"Art/Videos/ChinaSkillVideos/Assassin_Reave.BK2"
60,"ProxyKey58",2,[18],5130,"Art/Videos/ChinaSkillVideos/Assassin_Frostblades+LessPoison+Onslaught.BK2"
61,"ProxyKey59",0,[17],4937,"Art/Videos/ChinaSkillVideos/Saboteur_FireTrap+LessPoison.BK2"
62,"ProxyKey60",3,[17],4935,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap.BK2"
63,"ProxyKey61",8,[17],4970,"Art/Videos/ChinaSkillVideos/Saboteur_BearTrap+Multitrap.BK2"
64,"ProxyKey62",7,[17],5071,"Art/Videos/ChinaSkillVideos/Saboteur_FlameDash.BK2"
65,"ProxyKey63",10,[17],4972,"Art/Videos/ChinaSkillVideos/Saboteur_LightningTrap.BK2"
66,"ProxyKey64",2,[17],4920,"Art/Videos/ChinaSkillVideos/Saboteur_Firetrap+LessPoison+EleProlif.BK2"
67,"ProxyKey65",0,[16],4940,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison.BK2"
68,"ProxyKey66",3,[16],5096,"Art/Videos/ChinaSkillVideos/Trickster_Contagion.BK2"
69,"ProxyKey67",8,[16],5100,"Art/Videos/ChinaSkillVideos/Trickster_Contagion+Voidmanip.BK2"
70,"ProxyKey68",7,[16],5097,"Art/Videos/ChinaSkillVideos/Trickster_Wither.BK2"
71,"ProxyKey69",10,[16],5099,"Art/Videos/ChinaSkillVideos/Trickster_EssenceDrain.BK2"
72,"ProxyKey70",2,[16],4857,"Art/Videos/ChinaSkillVideos/Trickster_Knives+LessPoison+Pierce.BK2"
73,"ProxyKey71",0,[9],4825,"Art/Videos/ChinaSkillVideos/Deadeye_Splitarrow+Pierce.BK2"
74,"ProxyKey72",3,[9],5085,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista.BK2"
75,"ProxyKey73",10,[9],4908,"Art/Videos/ChinaSkillVideos/Deadeye_LA.BK2"
76,"ProxyKey74",2,[9],5140,"Art/Videos/ChinaSkillVideos/Deadeye_Split+Pierce+Volley.BK2"
77,"ProxyKey75",7,"[8,9]",5057,"Art/Videos/ChinaSkillVideos/PathfinderDeadeye_BlinkArrow.BK2"
78,"ProxyKey76",0,[8],4823,"Art/Videos/ChinaSkillVideos/Pathfinder_IceShot+Pierce.BK2"
79,"ProxyKey77",8,[8],4829,"Art/Videos/ChinaSkillVideos/Pathfinder_Puncture+LMP.BK2"
80,"ProxyKey78",10,[8],4891,"Art/Videos/ChinaSkillVideos/Pathfinder_RoA.BK2"
81,"ProxyKey79",2,[8],5144,"Art/Videos/ChinaSkillVideos/Pathfinder_Iceshot+Pierce+SpiritArcher.BK2"
82,"ProxyKey80",8,[9],4832,"Art/Videos/ChinaSkillVideos/Deadeye_SiegeBallista+ColdDamage.BK2"
83,"ProxyKey90",8,[7],4832,"Art/Videos/ChinaSkillVideos/Raider_Puncture+AddedCold.BK2"
84,"ProxyKey81",3,[7],4907,"Art/Videos/ChinaSkillVideos/Raider_puncture(melee).BK2"
85,"ProxyKey88",3,[8],4907,"Art/Videos/ChinaSkillVideos/Pathfinder_puncture(ranged).BK2"
86,"ProxyKey82",0,[7],5072,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce.BK2"
87,"ProxyKey83",7,[7],4813,"Art/Videos/ChinaSkillVideos/Raider_WhirlingBlades.BK2"
88,"ProxyKey84",10,[7],4903,"Art/Videos/ChinaSkillVideos/Raider_LightningStrike.BK2"
89,"ProxyKey85",2,[7],5130,"Art/Videos/ChinaSkillVideos/Raider_Frostblades+Pierce+Onslaught.BK2"
90,"ProxyKey91",0,[19],5106,""
91,"ProxyKey92",7,[19],5071,""
92,"ProxyKey93",10,[19],4798,""
93,"ProxyKey94",8,[19],4835,""
94,"ProxyKey95",3,[19],5090,""
95,"ProxyKey96",0,[20],5078,""
96,"ProxyKey97",7,[20],5071,""
97,"ProxyKey98",8,[20],5127,""
98,"ProxyKey99",10,[20],5114,""
99,"ProxyKey100",3,[20],5091,""
100,"ProxyKey101",0,[21],5147,""
101,"ProxyKey102",7,[21],5071,""
102,"ProxyKey103",8,[21],4835,""
103,"ProxyKey104",10,[21],4972,""
104,"ProxyKey105",3,[21],4935,""
105,"ProxyKey106",0,[22],5159,""
106,"ProxyKey107",2,[22],5142,""
107,"ProxyKey108",3,[22],5108,""
108,"ProxyKey109",8,[22],4835,""
109,"ProxyKey110",16,[22],5111,""
110,"ProxyKey111",0,[23],4821,""
111,"ProxyKey112",2,[23],5144,""
112,"ProxyKey113",3,[23],5085,""
113,"ProxyKey114",8,[23],4829,""
114,"ProxyKey115",10,[23],5161,""
115,"ProxyKey116",0,[24],5030,""
116,"ProxyKey117",2,[24],5142,""
117,"ProxyKey118",3,[24],5108,""
118,"ProxyKey119",8,[24],4829,""
119,"ProxyKey120",16,[24],4869,""
120,"ProxyKey121",0,[25],4863,""
121,"ProxyKey122",7,[25],5071,""
122,"ProxyKey123",10,[25],4822,""
123,"ProxyKey124",8,[25],5127,""
124,"ProxyKey125",3,[25],5090,""
125,"ProxyKey126",0,[26],5052,""
126,"ProxyKey127",7,[26],5071,""
127,"ProxyKey128",10,[26],5168,""
128,"ProxyKey129",8,[26],4835,""
129,"ProxyKey130",3,[26],4943,""
130,"ProxyKey131",0,[27],4805,""
131,"ProxyKey132",7,[27],4813,""
132,"ProxyKey133",10,[27],5171,""
133,"ProxyKey134",8,[27],5125,""
134,"ProxyKey135",3,[27],5169,""
135,"ProxyKey136",0,[31],5098,""
136,"ProxyKey137",2,[31],5139,""
137,"ProxyKey138",8,[31],5100,""
138,"ProxyKey139",7,[31],5071,""
139,"ProxyKey140",10,[31],5099,""
140,"ProxyKey141",14,[31],5154,""
141,"ProxyKey142",16,[31],4872,""
142,"ProxyKey143",21,[31],5177,""
143,"ProxyKey144",26,[31],5176,""
144,"ProxyKey145",27,[31],5123,""
145,"ProxyKey146",33,[31],5064,""
146,"ProxyKey147",32,[31],4828,""
147,"ProxyKey148",0,[32],4821,""
148,"ProxyKey149",2,[32],5144,""
149,"ProxyKey150",8,[32],5100,""
150,"ProxyKey151",7,[32],5057,""
151,"ProxyKey152",10,[32],5161,""
152,"ProxyKey153",14,[32],5049,""
153,"ProxyKey154",16,[32],4928,""
154,"ProxyKey155",21,[32],4827,""
155,"ProxyKey157",27,[32],5094,""
156,"ProxyKey158",33,[32],5092,""
157,"ProxyKey159",32,[32],5163,""
158,"ProxyKey190",0,[33],4805,""
159,"ProxyKey156",1,[33],5129,""
160,"ProxyKey160",3,[33],5108,""
161,"ProxyKey161",7,[33],4799,""
162,"ProxyKey162",14,[33],5046,""
163,"ProxyKey163",16,[33],4827,""
164,"ProxyKey164",21,[33],4961,""
165,"ProxyKey165",26,[33],5110,""
166,"ProxyKey166",27,[33],4921,""
167,"ProxyKey167",33,[33],5092,""
168,"ProxyKey168",0,[34],5030,""
169,"ProxyKey169",1,[34],5142,""
170,"ProxyKey170",3,[34],5108,""
171,"ProxyKey171",8,[34],4826,""
172,"ProxyKey172",14,[34],4807,""
173,"ProxyKey173",16,[34],4827,""
174,"ProxyKey174",21,[34],4869,""
175,"ProxyKey175",26,[34],5110,""
176,"ProxyKey176",27,[34],4921,""
177,"ProxyKey177",33,[34],5092,""
178,"ProxyKey178",32,[34],5138,""
179,"ProxyKey179",0,[35],5175,""
180,"ProxyKey180",1,[35],5131,""
181,"ProxyKey181",3,[35],4943,""
182,"ProxyKey182",8,[35],4826,""
183,"ProxyKey183",8,[35],4896,""
184,"ProxyKey184",7,[35],5071,""
185,"ProxyKey185",14,[35],5046,""
186,"ProxyKey186",14,[35],5180,""
187,"ProxyKey187",16,[35],5101,""
188,"ProxyKey188",21,[35],5182,""
189,"ProxyKey189",26,[35],5179,""
190,"ProxyKey191",33,[35],5064,""
191,"ProxyKey192",32,[35],4966,""
192,"ProxyKey193",0,[36],5078,""
193,"ProxyKey194",1,[36],5140,""
194,"ProxyKey195",3,[36],4943,""
195,"ProxyKey196",8,[36],4826,""
196,"ProxyKey197",10,[36],4998,""
197,"ProxyKey198",16,[36],4872,""
198,"ProxyKey199",21,[36],4916,""
199,"ProxyKey200",26,[36],5173,""
200,"ProxyKey201",33,[36],5063,""
201,"ProxyKey202",32,[36],4960,""
202,"ProxyKey203",0,[37],4804,""
203,"ProxyKey204",7,[37],4799,""
204,"ProxyKey205",10,[37],5196,""
205,"ProxyKey206",8,[37],4826,""
206,"ProxyKey207",3,[37],4905,""
207,"ProxyKey208",0,[38],5195,""
208,"ProxyKey209",7,[38],4799,""
209,"ProxyKey210",10,[38],4809,""
210,"ProxyKey211",8,[38],4826,""
211,"ProxyKey212",3,[38],5193,""
212,"ProxyKey213",0,[39],5052,""
213,"ProxyKey214",7,[39],5071,""
214,"ProxyKey215",10,[39],4972,""
215,"ProxyKey216",8,[39],4835,""
216,"ProxyKey217",3,[39],5091,""
217,"ProxyKey218",0,[40],5217,""
218,"ProxyKey219",7,[40],5071,""
219,"ProxyKey220",10,[40],4933,""
220,"ProxyKey221",8,[40],4832,""
221,"ProxyKey222",3,[40],4935,""
222,"ProxyKey223",0,[41],4816,""
223,"ProxyKey224",7,[41],4884,""
224,"ProxyKey225",10,[41],5001,""
225,"ProxyKey226",8,[41],4893,""
226,"ProxyKey227",3,[41],5096,""
227,"ProxyKey228",0,[42],5208,""
228,"ProxyKey229",7,[42],5210,""
229,"ProxyKey230",10,[42],5221,""
230,"ProxyKey231",8,[42],4829,""
231,"ProxyKey232",3,[42],4935,""
232,"ProxyKey233",0,[45],4825,""
233,"ProxyKey234",7,[45],5057,""
234,"ProxyKey235",10,[45],5085,""
235,"ProxyKey236",8,[45],4832,""
236,"ProxyKey237",3,[45],5223,""
237,"ProxyKey238",0,[44],5030,""
238,"ProxyKey239",7,[44],5067,""
239,"ProxyKey240",8,[44],4826,""
240,"ProxyKey241",3,[44],5187,""
241,"ProxyKey242",0,[43],5217,""
242,"ProxyKey243",7,[43],5071,""
243,"ProxyKey244",10,[43],4933,""
244,"ProxyKey245",8,[43],4835,""
245,"ProxyKey246",3,[43],5091,""
246,"ProxyKey247",16,[43],5079,""
247,"ProxyKey248",1,[43],5222,""
248,"ProxyKey249",21,[43],4956,""
249,"ProxyKey250",14,[43],5218,""
250,"ProxyKey251",14,[45],4899,""
251,"ProxyKey252",26,[45],5227,""
252,"ProxyKey253",16,[44],4899,""
253,"ProxyKey254",0,[48],4804,""
254,"ProxyKey255",7,[48],4807,""
255,"ProxyKey256",10,[48],5105,""
256,"ProxyKey257",8,[48],4826,""
257,"ProxyKey258",3,[48],5108,""
258,"ProxyKey259",16,[48],4869,""
259,"ProxyKey260",14,[48],5046,""
260,"ProxyKey261",21,[48],5068,""
261,"ProxyKey262",26,[48],5138,""
262,"ProxyKey263",27,[48],5074,""
263,"ProxyKey264",0,[47],4863,""
264,"ProxyKey265",7,[47],5071,""
265,"ProxyKey266",8,[47],4835,""
266,"ProxyKey267",3,[47],5090,""
267,"ProxyKey268",16,[47],5101,""
268,"ProxyKey269",21,[47],5184,""
269,"ProxyKey270",27,[47],5123,""
270,"ProxyKey271",32,[47],5164,""
271,"ProxyKey272",0,[46],5030,""
272,"ProxyKey273",7,[46],4807,""
273,"ProxyKey274",10,[46],5280,""
274,"ProxyKey275",8,[46],4826,""
275,"ProxyKey276",3,[46],5108,""
276,"ProxyKey277",16,[46],4869,""
277,"ProxyKey278",14,[46],5277,""
278,"ProxyKey279",27,[46],5203,""
279,"ProxyKey280",33,[46],5092,""
280,"ProxyKey281",10,[47],5279,""
281,"ProxyKey282",32,[48],5274,""
282,"ProxyKey283",32,[46],5274,""
283,"ProxyKey284",21,[46],5205,""
284,"ProxyKey285",8,[49],5125,""
285,"ProxyKey286",7,[49],4799,""
286,"ProxyKey287",10,[49],5171,""
287,"ProxyKey288",3,[49],5169,""
288,"ProxyKey289",16,[49],4996,""
289,"ProxyKey290",14,[49],5202,""
290,"ProxyKey291",21,[49],5205,""
291,"ProxyKey292",27,[49],5203,""
292,"ProxyKey293",32,[49],4950,""
293,"ProxyKey294",0,[50],5098,""
294,"ProxyKey295",7,[50],4922,""
295,"ProxyKey296",10,[50],5099,""
296,"ProxyKey297",8,[50],5100,""
297,"ProxyKey298",3,[50],5096,""
298,"ProxyKey299",16,[50],5101,""
299,"ProxyKey300",14,[50],5266,""
300,"ProxyKey301",21,[50],4882,""
301,"ProxyKey302",7,[51],5071,""
302,"ProxyKey303",16,[51],5111,""
303,"ProxyKey304",14,[51],5046,""
304,"ProxyKey305",26,[50],5292,""
305,"ProxyKey306",27,[50],5291,""
306,"ProxyKey307",0,[49],5288,""
307,"ProxyKey308",0,[51],5078,""
308,"ProxyKey309",10,[51],5284,""
309,"ProxyKey310",2,[51],5141,""
310,"ProxyKey311",3,[51],5290,""
311,"ProxyKey312",27,[51],5185,""
312,"ProxyKey313",0,[52],5208,""
313,"ProxyKey314",8,[52],4829,""
314,"ProxyKey315",10,[52],5221,""
315,"ProxyKey316",7,[52],4813,""
316,"ProxyKey317",3,[52],4935,""
317,"ProxyKey318",4,[52],5189,""
318,"ProxyKey319",16,[52],5120,""
319,"ProxyKey320",21,[52],4882,""
320,"ProxyKey321",33,[52],5062,""
321,"ProxyKey322",32,[52],4828,""
322,"ProxyKey323",0,[53],5052,""
323,"ProxyKey324",8,[53],4835,""
324,"ProxyKey325",10,[53],5133,""
325,"ProxyKey326",7,[53],5071,""
326,"ProxyKey327",3,[53],5091,""
327,"ProxyKey328",4,[53],5200,""
328,"ProxyKey329",16,[53],5101,""
329,"ProxyKey330",14,[53],5266,""
330,"ProxyKey331",21,[53],4956,""
331,"ProxyKey332",27,[53],4948,""
332,"ProxyKey333",33,[53],5295,""
333,"ProxyKey334",32,[53],4834,""
334,"ProxyKey335",0,[54],5072,""
335,"ProxyKey336",8,[54],4832,""
336,"ProxyKey337",10,[54],4810,""
337,"ProxyKey338",7,[54],4813,""
338,"ProxyKey339",3,[54],4935,""
339,"ProxyKey340",4,[54],5189,""
340,"ProxyKey341",16,[54],5296,""
341,"ProxyKey342",14,[54],4837,""
342,"ProxyKey343",32,[54],4914,""
343,"ProxyKey344",27,[54],5074,""
344,"ProxyKey345",33,[54],5062,""
345,"ProxyKey346",32,[54],4959,""
346,"ProxyKey347",0,[55],5052,""
347,"ProxyKey348",8,[55],5131,""
348,"ProxyKey349",10,[55],5301,""
349,"ProxyKey350",7,[55],5071,""
350,"ProxyKey351",3,[55],4938,""
351,"ProxyKey352",4,[55],5189,""
352,"ProxyKey353",1,[55],5307,""
353,"ProxyKey354",21,[55],4882,""
354,"ProxyKey355",33,[55],5092,""
355,"ProxyKey356",32,[55],4828,""
356,"ProxyKey357",14,[55],5302,""
357,"ProxyKey358",16,[55],5306,""
358,"ProxyKey359",0,[56],4804,""
359,"ProxyKey360",8,[56],4826,""
360,"ProxyKey361",7,[56],4799,""
361,"ProxyKey362",3,[56],5108,""
362,"ProxyKey363",4,[56],5187,""
363,"ProxyKey364",1,[56],5118,""
364,"ProxyKey365",16,[56],4869,""
365,"ProxyKey366",21,[56],5205,""
366,"ProxyKey367",33,[56],5092,""
367,"ProxyKey368",32,[56],5128,""
368,"ProxyKey369",14,[56],5069,""
