"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
10,"Descent11","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]","[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]",1307,"[4146,4147,6,6,4069,4070,4071,2,14,11,11]","[4148,4149,4620,6,6,4069,4070,4071,2,2]"
11,"Descent12","[4099,1,1,1,4887,4877,4587,4602,4917,4916,14,6,2,15,15]","[1,1,1,4099,4916,4587,4602,4877,4917,4887,12,12,6,2]","[4099,1,1,1,4887,4877,4587,4602,4917,4876,14,6,2,15,15]","[1,1,1,4099,4917,4876,4587,4602,4887,4877,12,12,6,2]","[4099,1,1,1,4881,4587,4602,5051,4917,4914,14,6,2,15,15]","[1,1,1,4099,4917,4587,4602,4914,5051,4881,12,12,6,2]","[4099,1,1,1,4917,4880,4587,4602,4918,4875,14,6,2,15,15]","[1,1,1,4099,4918,4880,4875,4917,12,12,6,2]","[4099,1,1,1,4587,4602,4918,4916,4875,14,6,2,15,15]","[1,1,1,4099,4918,4587,4602,4916,4875,12,12,6,2]","[4099,1,1,1,4587,4602,4916,4875,4917,4876,14,6,2,15,15]","[1,1,1,4099,4587,4602,4916,4875,4917,4876,12,12,6,2]",1308,"[4099,1,1,1,4587,4602,4916,4917,4875,14,6,2,15,15]","[1,1,1,4099,4587,4602,4916,4917,4875,12,12,6,2]"
12,"Descent13","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]","[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]",1309,"[6,6,2,2,23,23]","[11,11,11,11,11,10,10,10,10,10,15,15,15,15,15,23]"
13,"Descent14","[6,6,2,2,13,13,4958,5095,5110]","[21,21,20,20,20,19,19,13,13,4958,5095,5110]","[6,6,2,2,13,13,4958,5095,5110]","[21,21,20,20,20,19,19,13,13,4958,5095,5110]","[6,6,2,2,13,13,5042,4958,5083]","[21,21,20,20,20,19,19,13,13,5042,4958,5083]","[6,6,2,2,13,13,4993,5004,5107,5080,5084]","[21,21,20,20,20,19,19,13,13,4993,5004,5107,5080,5084]","[6,6,2,2,13,13,4991,4993,5004,5107,5084]","[21,21,20,20,20,19,19,13,13,4991,4993,5004,5107,5084]","[6,6,2,2,13,13,4991,5107,5095,5110]","[21,21,20,20,20,19,19,13,13,4991,5107,5095,5110]",1310,"[6,6,2,2,13,13,4991,4958,5107,5095,5110]","[21,21,20,20,20,19,19,13,13,4958,4991,5107,5095,5110]"
14,"Descent15",[],[],[],[],[],[],[],[],[],[],[],[],1311,[],[]
15,"Descent2_2_1","[4065,4067,10,10,15,11,4147,4094,4938,4888,5073,4583,4583,4598,5108]",[],"[4065,4067,10,10,15,11,4147,4094,4583,4583,4598,4886,4938,4907,5073,5108]",[],"[4065,4067,10,10,15,11,4147,4094,4583,4598,4583,4907,4821,5085]",[],"[4065,4067,10,10,15,11,4147,4094,4583,4598,4583,4935,4907,5096,5091]",[],"[4065,4067,10,10,15,11,4147,4094,4583,4598,4583,5096,5091]",[],"[4065,4067,10,10,15,11,4147,4094,4583,4598,4583,4943,5073,5091,5108]",[],1313,"[4065,4067,10,10,15,11,4147,4094,4583,4598,4583,4938,5073,5091,5108]",[]
16,"Descent2_2_2","[4066,10,10,15,11,1,1,1,4146,6,4093,4938,4888,5073,4583,4598,5108]",[],"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,4886,4938,4907,5073,5108]",[],"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,4907,4821,5085]",[],"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,4935,4907,5096,5091]",[],"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,5096,5091]",[],"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,4943,5073,5091,5108]",[],1314,"[4066,10,10,15,11,1,1,1,4146,6,4093,4583,4598,4938,5073,5091,5108]",[]
17,"Descent2_3","[8,8,8,12,12,14,15,11,11,10,10,1,1,4584,4599]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[],1315,"[8,8,8,12,12,14,15,11,11,10,10,1,1]",[]
18,"Descent2_4","[4961,4826,4584]",[],"[4584,4826,4961,4829]",[],"[4584,4829,4832,4961]",[],"[4584,4835,4832,4829,5100,4970]",[],"[4584,4835,4829,5100]",[],"[4584,4826,4835,4961]",[],1318,"[4584,4832,4835,4826,4961,4829]",[]
19,"Descent2_5_1","[4095,4097,6,11,11,14,1,1,4148]",[],"[4096,4097,6,11,11,14,1,1,4148]",[],"[4096,4097,6,11,11,14,1,1,4148]",[],"[4095,4097,6,11,11,14,1,1,4148]",[],"[4096,4097,6,11,11,14,1,1,4148]",[],"[4096,4095,6,11,11,14,1,1,4148]",[],1319,"[4096,4097,6,11,11,14,1,1,4148]",[]
20,"Descent2_5_2","[4095,4096,6,6,2,4146]",[],"[4095,4097,6,6,2,4146]",[],"[4095,4096,6,6,2,4146]",[],"[4095,4096,6,6,2,4146]",[],"[4095,4096,6,6,2,4146]",[],"[4097,4096,6,6,2,4146]",[],1320,"[4095,4096,6,6,2,4146]",[]
21,"Descent2_6_1","[6,6,2,4802,4585,4600,5105]",[],"[6,6,2,4967,5105,4802]",[],"[6,6,2,4967,4891,4908]",[],"[6,6,2,4967,4798,4972,5099,5087]",[],"[6,6,2,4798,4902,4909,5099,5087]",[],"[6,6,2,4798,4902,4990,4963,5105]",[],1321,"[6,6,2,4798,5105,4902]",[]
22,"Descent2_6_2","[21,20,19,23,21,20,19,23,4802,4585,4600,5105]",[],"[21,20,19,23,21,20,19,23,4967,5105,4802]",[],"[21,20,19,23,21,20,19,23,4967,4891,4908]",[],"[21,20,19,23,21,20,19,23,4967,4798,4972,5099,5087]",[],"[21,20,19,23,21,20,19,23,4798,4902,4909,5099,5087]",[],"[21,20,19,23,21,20,19,23,4798,4902,4990,4963,5105]",[],1323,"[21,20,19,23,21,20,19,23,4798,5105,4902]",[]
23,"Descent2_8_1","[6,2,2,4100,4101,21,20,19,21,20,19,5047,5048,5046,4807]",[],"[6,2,2,4100,4102,21,20,19,21,20,19,5046,5047,5048,4807,4814]",[],"[6,2,2,4100,4101,21,20,19,21,20,19,5047,5048,5046,4814,4942]",[],"[6,2,2,4100,4101,21,20,19,21,20,19,5048,5047,5046,4814,4942]",[],"[6,2,2,4101,4102,21,20,19,21,20,19,5048,5047,5000,4942]",[],"[6,2,2,4100,4101,21,20,19,21,20,19,5048,5047,4942,5046,4807]",[],1327,"[6,2,2,4100,4101,21,20,19,21,20,19,4102,5048,5047,5046,4814,4807,4942]",[]
24,"Descent2_8_2","[6,4100,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5047,5048,5046,4807,4585,4600]",[],"[6,4101,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5046,5047,5048,4807,4814]",[],"[6,4101,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5047,5048,5046,4814,4942]",[],"[6,4100,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5048,5047,5046,4814,4942]",[],"[6,4100,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5048,5047,5000,4942]",[],"[6,4101,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,5048,5047,4942,5046,4807]",[],1328,"[6,4101,4102,10,10,11,11,1,1,21,20,19,21,20,19,14,4100,5048,5047,5046,4814,4807,4942]",[]
25,"Descent2_9_1","[6,2,13,13,13,2,6,6,6,2,4071,4869,4827,4899,4586,4586,4601,4601,4071]",[],"[6,2,13,13,13,2,6,6,6,2,4071,4996,4827,4899,4869,4071]",[],"[6,2,13,13,13,2,6,6,6,2,4071,4996,4827,4899,4071]",[],"[6,2,13,13,13,2,6,6,6,2,4071,4872,4827,4869,5079,4071]",[],"[6,2,13,13,13,2,6,6,6,2,4071,4872,4892,4071]",[],"[6,2,13,13,13,2,6,6,6,2,4071,4872,4892,4899,4869,4071]",[],1329,"[6,2,13,13,13,2,6,6,6,2,4071,4869,4827,4899,4872,4892,4996,4071]",[]
26,"Descent2_9_2","[6,2,13,13,13,1,1,21,20,19,4069,4869,4827,4899,4586,4586,4601,4601,4069]",[],"[6,2,13,13,13,1,1,21,20,19,4069,4996,4827,4899,4869,4069]",[],"[6,2,13,13,13,1,1,21,20,19,4069,4996,4827,4899,4069]",[],"[6,2,13,13,13,1,1,21,20,19,4069,4872,4827,4869,5079,4069]",[],"[6,2,13,13,13,1,1,21,20,19,4069,4872,4892,4069]",[],"[6,2,13,13,13,1,1,21,20,19,4069,4872,4892,4899,4869,4069]",[],1330,"[6,2,13,13,13,1,1,21,20,19,4069,4869,4827,4899,4872,4892,4996,4069]",[]
27,"Descent2_9_3","[6,2,13,13,13,2,6,12,14,13,4070,4869,4827,4899,4586,4586,4601,4601,4070]",[],"[6,2,13,13,13,2,6,12,14,13,4070,4996,4827,4899,4869,4070]",[],"[6,2,13,13,13,2,6,12,14,13,4070,4996,4827,4899,4070]",[],"[6,2,13,13,13,2,6,12,14,13,4070,4872,4827,4869,5079,4070]",[],"[6,2,13,13,13,2,6,12,14,13,4070,4872,4892,4070]",[],"[6,2,13,13,13,2,6,12,14,13,4070,4872,4892,4899,4869,4070]",[],1331,"[6,2,13,13,13,2,6,12,14,13,4070,4869,4827,4899,4872,4892,4996,4070]",[]
28,"Descent2_11","[5,21,20,19,2,6,13,4076]",[],"[5,21,20,19,2,6,13,4076]",[],"[5,21,20,19,2,6,13,4076]",[],"[5,21,20,19,2,6,13,4076]",[],"[5,21,20,19,2,6,13,4076]",[],"[5,21,20,19,2,6,13,4076]",[],1335,"[5,21,20,19,2,6,13,4076]",[]
29,"Descent2_12","[1,1,1,6,2,8,8,8,12,12,13,4916,4876,4887,4877,4915,4587,4602]",[],"[1,1,1,6,2,8,8,8,12,12,13,4876,5051,4917,4914,4877]",[],"[1,1,1,6,2,8,8,8,12,12,13,5051,4881,4917,4914]",[],"[1,1,1,6,2,8,8,8,12,12,13,4954,4956,4955,4918,4917,4880]",[],"[1,1,1,6,2,8,8,8,12,12,13,4954,4956,4955,4911,4918]",[],"[1,1,1,6,2,8,8,8,12,12,13,4954,4956,4955,4876,4916]",[],1336,"[1,1,1,6,2,8,8,8,12,12,13,4954,4956,4955,4916,4918,4917]",[]
30,"Descent2_3_S1","[4620,4620,4506]",[],"[4620,4620,4506]",[],"[4620,4620,4506]",[],"[4620,4620,4506]",[],"[4620,4620,4506]",[],"[4620,4620,4506]",[],1316,"[4620,4620,4506]",[]
31,"Descent2_6_1_S1","[4799,3875,5071,4883,5057,3931]",[],"[4799,3875,5071,4883,5057,3931]",[],"[4799,3875,5071,4883,5057,3931]",[],"[4799,3875,5071,4883,5057,3931]",[],"[4799,3875,5071,4883,5057,3931]",[],"[4799,3875,5071,4883,5057,3931]",[],1322,"[4799,3875,5071,4883,5057,3931]",[]
32,"Descent2_6_2_S1","[4922,5067]",[],"[4922,5067]",[],"[4922,5067]",[],"[4922,5067]",[],"[4922,5067]",[],"[4922,5067]",[],1324,"[4922,5067]",[]
