"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
220,4812,1,0
221,4812,2,70
222,4812,3,378
223,4812,4,1932
224,4812,5,8599
225,4812,6,34646
226,4812,7,84371
227,4812,8,180085
228,4812,9,349680
229,4812,10,633439
230,4812,11,1087435
231,4812,12,1790563
232,4812,13,2851786
233,4812,14,4917656
234,4812,15,7424766
235,4812,16,13223702
236,4812,17,28307621
237,4812,18,56100356
238,4812,19,99970095
239,4812,20,342051651
240,4813,1,0
241,4813,2,9569
242,4813,3,37758
243,4813,4,96904
244,4813,5,208096
245,4813,6,401896
246,4813,7,722176
247,4813,8,1081266
248,4813,9,1579774
249,4813,10,2261831
250,4813,11,3183608
251,4813,12,4911487
252,4813,13,6703256
253,4813,14,9056935
254,4813,15,12127847
255,4813,16,21223313
256,4813,17,37263203
257,4813,18,67080320
258,4813,19,129975376
259,4813,20,342026975
260,4814,1,0
261,4814,2,49725
262,4814,3,145439
263,4814,4,315034
264,4814,5,514379
265,4814,6,800194
266,4814,7,1201538
267,4814,8,1755917
268,4814,9,2510966
269,4814,10,3527499
270,4814,11,5426101
271,4814,12,7390120
272,4814,13,9963851
273,4814,14,14640290
274,4814,15,17657617
275,4814,16,25480618
276,4814,17,40744826
277,4814,18,67017671
278,4814,19,129889945
279,4814,20,341913067
280,4817,1,0
281,4817,2,841
282,4817,3,3940
283,4817,4,11373
284,4817,5,34268
285,4817,6,83993
286,4817,7,179707
287,4817,8,349302
288,4817,9,633061
289,4817,10,1087057
290,4817,11,1790185
291,4817,12,2851408
292,4817,13,4917278
293,4817,14,7424388
294,4817,15,9998119
295,4817,16,17609470
296,4817,17,31047378
297,4817,18,56099525
298,4817,19,99968961
299,4817,20,342050139
300,4820,1,0
301,4820,2,9569
302,4820,3,37758
303,4820,4,96904
304,4820,5,208096
305,4820,6,401896
306,4820,7,722176
307,4820,8,1081266
308,4820,9,1579774
309,4820,10,2261831
310,4820,11,3183608
311,4820,12,4911487
312,4820,13,6703256
313,4820,14,9056935
314,4820,15,12127847
315,4820,16,21223313
316,4820,17,37263203
317,4820,18,67080320
318,4820,19,129975376
319,4820,20,342026975
320,4825,1,0
321,4825,2,70
322,4825,3,378
323,4825,4,1932
324,4825,5,8599
325,4825,6,34646
326,4825,7,84371
327,4825,8,180085
328,4825,9,349680
329,4825,10,633439
330,4825,11,1087435
331,4825,12,1790563
332,4825,13,2851786
333,4825,14,4917656
334,4825,15,7424766
335,4825,16,13223702
336,4825,17,28307621
337,4825,18,56100356
338,4825,19,99970095
339,4825,20,342051651
340,4826,1,0
341,4826,2,3231
342,4826,3,12800
343,4826,4,40989
344,4826,5,100135
345,4826,6,211327
346,4826,7,405127
347,4826,8,725407
348,4826,9,1233246
349,4826,10,1787625
350,4826,11,2542674
351,4826,12,3559207
352,4826,13,5457809
353,4826,14,7421828
354,4826,15,9995559
355,4826,16,17606398
356,4826,17,31043282
357,4826,18,56093893
358,4826,19,99961281
359,4826,20,342039899
360,4827,1,0
361,4827,2,69833
362,4827,3,198382
363,4827,4,352935
364,4827,5,578309
365,4827,6,898981
366,4827,7,1346699
367,4827,8,1962017
368,4827,9,2796656
369,4827,10,4367416
370,4827,11,6001403
371,4827,12,8152433
372,4827,13,10964622
373,4827,14,14619806
374,4827,15,17637133
375,4827,16,25456038
376,4827,17,40712051
377,4827,18,66972606
378,4827,19,129828493
379,4827,20,341831131
380,4829,1,0
381,4829,2,3231
382,4829,3,12800
383,4829,4,40989
384,4829,5,100135
385,4829,6,211327
386,4829,7,405127
387,4829,8,725407
388,4829,9,1233246
389,4829,10,1787625
390,4829,11,2542674
391,4829,12,3559207
392,4829,13,5457809
393,4829,14,7421828
394,4829,15,9995559
395,4829,16,17606398
396,4829,17,31043282
397,4829,18,56093893
398,4829,19,99961281
399,4829,20,342039899
400,4828,1,0
401,4828,2,388734
402,4828,3,866171
403,4828,4,1449957
404,4828,5,2160316
405,4828,6,3515827
406,4828,7,4654704
407,4828,8,6022937
408,4828,9,7661275
409,4828,10,9617923
410,4828,11,13273107
411,4828,12,16290434
412,4828,13,19866666
413,4828,14,24098333
414,4828,15,26493411
415,4828,16,34914474
416,4828,17,51074457
417,4828,18,92244824
418,4828,19,179039272
419,4828,20,336444335
420,4831,1,0
421,4831,2,285815
422,4831,3,538410
423,4831,4,852804
424,4831,5,1241538
425,4831,6,1718975
426,4831,7,2302761
427,4831,8,3013120
428,4831,9,4368631
429,4831,10,5507508
430,4831,11,6875741
431,4831,12,8514079
432,4831,13,10470727
433,4831,14,14125911
434,4831,15,17143238
435,4831,16,24863364
436,4831,17,39921819
437,4831,18,65886037
438,4831,19,128346808
439,4831,20,339855551
440,4832,1,0
441,4832,2,3231
442,4832,3,12800
443,4832,4,40989
444,4832,5,100135
445,4832,6,211327
446,4832,7,405127
447,4832,8,725407
448,4832,9,1233246
449,4832,10,1787625
450,4832,11,2542674
451,4832,12,3559207
452,4832,13,5457809
453,4832,14,7421828
454,4832,15,9995559
455,4832,16,17606398
456,4832,17,31043282
457,4832,18,56093893
458,4832,19,99961281
459,4832,20,342039899
460,4834,1,0
461,4834,2,388734
462,4834,3,866171
463,4834,4,1449957
464,4834,5,2160316
465,4834,6,3515827
466,4834,7,4654704
467,4834,8,6022937
468,4834,9,7661275
469,4834,10,9617923
470,4834,11,13273107
471,4834,12,16290434
472,4834,13,19866666
473,4834,14,24098333
474,4834,15,26493411
475,4834,16,34914474
476,4834,17,51074457
477,4834,18,92244824
478,4834,19,179039272
479,4834,20,336444335
480,4835,1,0
481,4835,2,3231
482,4835,3,12800
483,4835,4,40989
484,4835,5,100135
485,4835,6,211327
486,4835,7,405127
487,4835,8,725407
488,4835,9,1233246
489,4835,10,1787625
490,4835,11,2542674
491,4835,12,3559207
492,4835,13,5457809
493,4835,14,7421828
494,4835,15,9995559
495,4835,16,17606398
496,4835,17,31043282
497,4835,18,56093893
498,4835,19,99961281
499,4835,20,342039899
500,4815,1,0
501,4815,2,49725
502,4815,3,145439
503,4815,4,315034
504,4815,5,514379
505,4815,6,800194
506,4815,7,1201538
507,4815,8,1755917
508,4815,9,2510966
509,4815,10,3527499
510,4815,11,5426101
511,4815,12,7390120
512,4815,13,9963851
513,4815,14,14640290
514,4815,15,17657617
515,4815,16,25480618
516,4815,17,40744826
517,4815,18,67017671
518,4815,19,129889945
519,4815,20,341913067
520,4816,1,0
521,4816,2,70
522,4816,3,378
523,4816,4,1932
524,4816,5,8599
525,4816,6,34646
526,4816,7,84371
527,4816,8,180085
528,4816,9,349680
529,4816,10,633439
530,4816,11,1087435
531,4816,12,1790563
532,4816,13,2851786
533,4816,14,4917656
534,4816,15,7424766
535,4816,16,13223702
536,4816,17,28307621
537,4816,18,56100356
538,4816,19,99970095
539,4816,20,342051651
540,4821,1,0
541,4821,2,70
542,4821,3,378
543,4821,4,1932
544,4821,5,8599
545,4821,6,34646
546,4821,7,84371
547,4821,8,180085
548,4821,9,349680
549,4821,10,633439
550,4821,11,1087435
551,4821,12,1790563
552,4821,13,2851786
553,4821,14,4917656
554,4821,15,7424766
555,4821,16,13223702
556,4821,17,28307621
557,4821,18,56100356
558,4821,19,99970095
559,4821,20,342051651
560,4836,1,0
561,4836,2,9569
562,4836,3,37758
563,4836,4,96904
564,4836,5,208096
565,4836,6,401896
566,4836,7,722176
567,4836,8,1081266
568,4836,9,1579774
569,4836,10,2261831
570,4836,11,3183608
571,4836,12,4911487
572,4836,13,6703256
573,4836,14,9056935
574,4836,15,12127847
575,4836,16,21223313
576,4836,17,37263203
577,4836,18,67080320
578,4836,19,129975376
579,4836,20,342026975
580,4837,1,0
581,4837,2,49725
582,4837,3,145439
583,4837,4,315034
584,4837,5,514379
585,4837,6,800194
586,4837,7,1201538
587,4837,8,1755917
588,4837,9,2510966
589,4837,10,3527499
590,4837,11,5426101
591,4837,12,7390120
592,4837,13,9963851
593,4837,14,14640290
594,4837,15,17657617
595,4837,16,25480618
596,4837,17,40744826
597,4837,18,67017671
598,4837,19,129889945
599,4837,20,341913067
600,4839,1,0
601,4839,2,9569
602,4839,3,37758
603,4839,4,96904
604,4839,5,208096
605,4839,6,401896
606,4839,7,722176
607,4839,8,1081266
608,4839,9,1579774
609,4839,10,2261831
610,4839,11,3183608
611,4839,12,4911487
612,4839,13,6703256
613,4839,14,9056935
614,4839,15,12127847
615,4839,16,21223313
616,4839,17,37263203
617,4839,18,67080320
618,4839,19,129975376
619,4839,20,342026975
620,4840,1,0
621,4840,2,49725
622,4840,3,145439
623,4840,4,315034
624,4840,5,514379
625,4840,6,800194
626,4840,7,1201538
627,4840,8,1755917
628,4840,9,2510966
629,4840,10,3527499
630,4840,11,5426101
631,4840,12,7390120
632,4840,13,9963851
633,4840,14,14640290
634,4840,15,17657617
635,4840,16,25480618
636,4840,17,40744826
637,4840,18,67017671
638,4840,19,129889945
639,4840,20,341913067
640,4841,1,0
641,4841,2,9569
642,4841,3,37758
643,4841,4,96904
644,4841,5,208096
645,4841,6,401896
646,4841,7,722176
647,4841,8,1081266
648,4841,9,1579774
649,4841,10,2261831
650,4841,11,3183608
651,4841,12,4911487
652,4841,13,6703256
653,4841,14,9056935
654,4841,15,12127847
655,4841,16,21223313
656,4841,17,37263203
657,4841,18,67080320
658,4841,19,129975376
659,4841,20,342026975
660,4843,1,0
661,5038,1,0
662,4842,1,0
663,4842,2,199345
664,4842,3,485160
665,4842,4,886504
666,4842,5,1440883
667,4842,6,1918320
668,4842,7,2502106
669,4842,8,3212465
670,4842,9,4567976
671,4842,10,5706853
672,4842,11,7075086
673,4842,12,8713424
674,4842,13,10670072
675,4842,14,14325256
676,4842,15,17342583
677,4842,16,25102578
678,4842,17,40240771
679,4842,18,66324596
680,4842,19,128944843
681,4842,20,340652931
682,4833,1,0
683,4833,2,3231
684,4833,3,12800
685,4833,4,40989
686,4833,5,100135
687,4833,6,211327
688,4833,7,405127
689,4833,8,725407
690,4833,9,1233246
691,4833,10,1787625
692,4833,11,2542674
693,4833,12,3559207
694,4833,13,5457809
695,4833,14,7421828
696,4833,15,9995559
697,4833,16,17606398
698,4833,17,31043282
699,4833,18,56093893
700,4833,19,99961281
701,4833,20,342039899
702,4844,1,0
703,4844,2,285815
704,4844,3,538410
705,4844,4,852804
706,4844,5,1241538
707,4844,6,1718975
708,4844,7,2302761
709,4844,8,3013120
710,4844,9,4368631
711,4844,10,5507508
712,4844,11,6875741
713,4844,12,8514079
714,4844,13,10470727
715,4844,14,14125911
716,4844,15,17143238
717,4844,16,24863364
718,4844,17,39921819
719,4844,18,65886037
720,4844,19,128346808
721,4844,20,339855551
722,4845,1,0
723,4845,2,3231
724,4845,3,12800
725,4845,4,40989
726,4845,5,100135
727,4845,6,211327
728,4845,7,405127
729,4845,8,725407
730,4845,9,1233246
731,4845,10,1787625
732,4845,11,2542674
733,4845,12,3559207
734,4845,13,5457809
735,4845,14,7421828
736,4845,15,9995559
737,4845,16,17606398
738,4845,17,31043282
739,4845,18,56093893
740,4845,19,99961281
741,4845,20,342039899
742,4846,1,0
743,4846,2,69833
744,4846,3,198382
745,4846,4,352935
746,4846,5,578309
747,4846,6,898981
748,4846,7,1346699
749,4846,8,1962017
750,4846,9,2796656
751,4846,10,4367416
752,4846,11,6001403
753,4846,12,8152433
754,4846,13,10964622
755,4846,14,14619806
756,4846,15,17637133
757,4846,16,25456038
758,4846,17,40712051
759,4846,18,66972606
760,4846,19,129828493
761,4846,20,341831131
762,4847,1,0
763,4847,2,3231
764,4847,3,12800
765,4847,4,40989
766,4847,5,100135
767,4847,6,211327
768,4847,7,405127
769,4847,8,725407
770,4847,9,1233246
771,4847,10,1787625
772,4847,11,2542674
773,4847,12,3559207
774,4847,13,5457809
775,4847,14,7421828
776,4847,15,9995559
777,4847,16,17606398
778,4847,17,31043282
779,4847,18,56093893
780,4847,19,99961281
781,4847,20,342039899
782,4848,1,0
783,4848,2,285815
784,4848,3,538410
785,4848,4,852804
786,4848,5,1241538
787,4848,6,1718975
788,4848,7,2302761
789,4848,8,3013120
790,4848,9,4368631
791,4848,10,5507508
792,4848,11,6875741
793,4848,12,8514079
794,4848,13,10470727
795,4848,14,14125911
796,4848,15,17143238
797,4848,16,24863364
798,4848,17,39921819
799,4848,18,65886037
800,4848,19,128346808
801,4848,20,339855551
802,4849,1,0
803,4849,2,285815
804,4849,3,538410
805,4849,4,852804
806,4849,5,1241538
807,4849,6,1718975
808,4849,7,2302761
809,4849,8,3013120
810,4849,9,4368631
811,4849,10,5507508
812,4849,11,6875741
813,4849,12,8514079
814,4849,13,10470727
815,4849,14,14125911
816,4849,15,17143238
817,4849,16,24863364
818,4849,17,39921819
819,4849,18,65886037
820,4849,19,128346808
821,4849,20,339855551
822,4850,1,0
823,4850,2,285815
824,4850,3,538410
825,4850,4,852804
826,4850,5,1241538
827,4850,6,1718975
828,4850,7,2302761
829,4850,8,3013120
830,4850,9,4368631
831,4850,10,5507508
832,4850,11,6875741
833,4850,12,8514079
834,4850,13,10470727
835,4850,14,14125911
836,4850,15,17143238
837,4850,16,24863364
838,4850,17,39921819
839,4850,18,65886037
840,4850,19,128346808
841,4850,20,339855551
842,4852,1,0
843,4852,2,70
844,4852,3,378
845,4852,4,1932
846,4852,5,8599
847,4852,6,34646
848,4852,7,84371
849,4852,8,180085
850,4852,9,349680
851,4852,10,633439
852,4852,11,1087435
853,4852,12,1790563
854,4852,13,2851786
855,4852,14,4917656
856,4852,15,7424766
857,4852,16,13223702
858,4852,17,28307621
859,4852,18,56100356
860,4852,19,99970095
861,4852,20,342051651
862,4853,1,0
863,4853,2,9569
864,4853,3,37758
865,4853,4,96904
866,4853,5,208096
867,4853,6,401896
868,4853,7,722176
869,4853,8,1081266
870,4853,9,1579774
871,4853,10,2261831
872,4853,11,3183608
873,4853,12,4911487
874,4853,13,6703256
875,4853,14,9056935
876,4853,15,12127847
877,4853,16,21223313
878,4853,17,37263203
879,4853,18,67080320
880,4853,19,129975376
881,4853,20,342026975
882,4854,1,0
883,4854,2,70
884,4854,3,378
885,4854,4,1932
886,4854,5,8599
887,4854,6,34646
888,4854,7,84371
889,4854,8,180085
890,4854,9,349680
891,4854,10,633439
892,4854,11,1087435
893,4854,12,1790563
894,4854,13,2851786
895,4854,14,4917656
896,4854,15,7424766
897,4854,16,13223702
898,4854,17,28307621
899,4854,18,56100356
900,4854,19,99970095
901,4854,20,342051651
902,4855,1,0
903,4855,2,3231
904,4855,3,12800
905,4855,4,40989
906,4855,5,100135
907,4855,6,211327
908,4855,7,405127
909,4855,8,725407
910,4855,9,1233246
911,4855,10,1787625
912,4855,11,2542674
913,4855,12,3559207
914,4855,13,5457809
915,4855,14,7421828
916,4855,15,9995559
917,4855,16,17606398
918,4855,17,31043282
919,4855,18,56093893
920,4855,19,99961281
921,4855,20,342039899
922,4856,1,0
923,4856,2,15249
924,4856,3,56766
925,4856,4,138749
926,4856,5,286717
927,4856,6,537274
928,4856,7,942360
929,4856,8,1390078
930,4856,9,2005396
931,4856,10,2840035
932,4856,11,4410795
933,4856,12,6044782
934,4856,13,8195812
935,4856,14,11008001
936,4856,15,16107361
937,4856,16,25508092
938,4856,17,40781458
939,4856,18,67068040
940,4856,19,129958630
941,4856,20,342004647
942,4857,1,0
943,4857,2,70
944,4857,3,378
945,4857,4,1932
946,4857,5,8599
947,4857,6,34646
948,4857,7,84371
949,4857,8,180085
950,4857,9,349680
951,4857,10,633439
952,4857,11,1087435
953,4857,12,1790563
954,4857,13,2851786
955,4857,14,4917656
956,4857,15,7424766
957,4857,16,13223702
958,4857,17,28307621
959,4857,18,56100356
960,4857,19,99970095
961,4857,20,342051651
962,4858,1,0
963,4858,2,3231
964,4858,3,12800
965,4858,4,40989
966,4858,5,100135
967,4858,6,211327
968,4858,7,405127
969,4858,8,725407
970,4858,9,1233246
971,4858,10,1787625
972,4858,11,2542674
973,4858,12,3559207
974,4858,13,5457809
975,4858,14,7421828
976,4858,15,9995559
977,4858,16,17606398
978,4858,17,31043282
979,4858,18,56093893
980,4858,19,99961281
981,4858,20,342039899
982,4859,1,0
983,4859,2,199345
984,4859,3,485160
985,4859,4,886504
986,4859,5,1440883
987,4859,6,1918320
988,4859,7,2502106
989,4859,8,3212465
990,4859,9,4567976
991,4859,10,5706853
992,4859,11,7075086
993,4859,12,8713424
994,4859,13,10670072
995,4859,14,14325256
996,4859,15,17342583
997,4859,16,25102578
998,4859,17,40240771
999,4859,18,66324596
1000,4859,19,128944843
1001,4859,20,340652931
1002,4860,1,0
1003,4860,2,15249
1004,4860,3,56766
1005,4860,4,138749
1006,4860,5,286717
1007,4860,6,537274
1008,4860,7,942360
1009,4860,8,1390078
1010,4860,9,2005396
1011,4860,10,2840035
1012,4860,11,4410795
1013,4860,12,6044782
1014,4860,13,8195812
1015,4860,14,11008001
1016,4860,15,16107361
1017,4860,16,25508092
1018,4860,17,40781458
1019,4860,18,67068040
1020,4860,19,129958630
1021,4860,20,342004647
1022,4861,1,0
1023,4861,2,70
1024,4861,3,378
1025,4861,4,1932
1026,4861,5,8599
1027,4861,6,34646
1028,4861,7,84371
1029,4861,8,180085
1030,4861,9,349680
1031,4861,10,633439
1032,4861,11,1087435
1033,4861,12,1790563
1034,4861,13,2851786
1035,4861,14,4917656
1036,4861,15,7424766
1037,4861,16,13223702
1038,4861,17,28307621
1039,4861,18,56100356
1040,4861,19,99970095
1041,4861,20,342051651
1042,4862,1,0
1043,4862,2,841
1044,4862,3,3940
1045,4862,4,11373
1046,4862,5,34268
1047,4862,6,83993
1048,4862,7,179707
1049,4862,8,349302
1050,4862,9,633061
1051,4862,10,1087057
1052,4862,11,1790185
1053,4862,12,2851408
1054,4862,13,4917278
1055,4862,14,7424388
1056,4862,15,9998119
1057,4862,16,17609470
1058,4862,17,31047378
1059,4862,18,56099525
1060,4862,19,99968961
1061,4862,20,342050139
1062,4863,1,0
1063,4863,2,70
1064,4863,3,378
1065,4863,4,1932
1066,4863,5,8599
1067,4863,6,34646
1068,4863,7,84371
1069,4863,8,180085
1070,4863,9,349680
1071,4863,10,633439
1072,4863,11,1087435
1073,4863,12,1790563
1074,4863,13,2851786
1075,4863,14,4917656
1076,4863,15,7424766
1077,4863,16,13223702
1078,4863,17,28307621
1079,4863,18,56100356
1080,4863,19,99970095
1081,4863,20,342051651
1082,4864,1,0
1083,4864,2,199345
1084,4864,3,485160
1085,4864,4,886504
1086,4864,5,1440883
1087,4864,6,1918320
1088,4864,7,2502106
1089,4864,8,3212465
1090,4864,9,4567976
1091,4864,10,5706853
1092,4864,11,7075086
1093,4864,12,8713424
1094,4864,13,10670072
1095,4864,14,14325256
1096,4864,15,17342583
1097,4864,16,25102578
1098,4864,17,40240771
1099,4864,18,66324596
1100,4864,19,128944843
1101,4864,20,340652931
1102,4865,1,0
1103,4865,2,199345
1104,4865,3,485160
1105,4865,4,886504
1106,4865,5,1440883
1107,4865,6,1918320
1108,4865,7,2502106
1109,4865,8,3212465
1110,4865,9,4567976
1111,4865,10,5706853
1112,4865,11,7075086
1113,4865,12,8713424
1114,4865,13,10670072
1115,4865,14,14325256
1116,4865,15,17342583
1117,4865,16,25102578
1118,4865,17,40240771
1119,4865,18,66324596
1120,4865,19,128944843
1121,4865,20,340652931
1122,4866,1,0
1123,4866,2,70
1124,4866,3,378
1125,4866,4,1932
1126,4866,5,8599
1127,4866,6,34646
1128,4866,7,84371
1129,4866,8,180085
1130,4866,9,349680
1131,4866,10,633439
1132,4866,11,1087435
1133,4866,12,1790563
1134,4866,13,2851786
1135,4866,14,4917656
1136,4866,15,7424766
1137,4866,16,13223702
1138,4866,17,28307621
1139,4866,18,56100356
1140,4866,19,99970095
1141,4866,20,342051651
1142,4868,1,0
1143,4868,2,252595
1144,4868,3,566989
1145,4868,4,955723
1146,4868,5,1433160
1147,4868,6,2016946
1148,4868,7,2727305
1149,4868,8,4082816
1150,4868,9,5221693
1151,4868,10,6589926
1152,4868,11,8228264
1153,4868,12,10184912
1154,4868,13,13840096
1155,4868,14,16857423
1156,4868,15,20433655
1157,4868,16,29598386
1158,4868,17,47459814
1159,4868,18,93492200
1160,4868,19,180740239
1161,4868,20,338712291
1162,4869,1,0
1163,4869,2,69833
1164,4869,3,198382
1165,4869,4,352935
1166,4869,5,578309
1167,4869,6,898981
1168,4869,7,1346699
1169,4869,8,1962017
1170,4869,9,2796656
1171,4869,10,4367416
1172,4869,11,6001403
1173,4869,12,8152433
1174,4869,13,10964622
1175,4869,14,14619806
1176,4869,15,17637133
1177,4869,16,25456038
1178,4869,17,40712051
1179,4869,18,66972606
1180,4869,19,129828493
1181,4869,20,341831131
1182,4870,1,0
1183,4870,2,118383
1184,4870,3,294199
1185,4870,4,548260
1186,4870,5,907350
1187,4870,6,1405858
1188,4870,7,2087915
1189,4870,8,3009692
1190,4870,9,4737571
1191,4870,10,5876448
1192,4870,11,7244681
1193,4870,12,8883019
1194,4870,13,10839667
1195,4870,14,14494851
1196,4870,15,17512178
1197,4870,16,25306092
1198,4870,17,40512123
1199,4870,18,66697705
1200,4870,19,129453628
1201,4870,20,341331311
1202,4871,1,0
1203,4871,2,285815
1204,4871,3,538410
1205,4871,4,852804
1206,4871,5,1241538
1207,4871,6,1718975
1208,4871,7,2302761
1209,4871,8,3013120
1210,4871,9,4368631
1211,4871,10,5507508
1212,4871,11,6875741
1213,4871,12,8514079
1214,4871,13,10470727
1215,4871,14,14125911
1216,4871,15,17143238
1217,4871,16,24863364
1218,4871,17,39921819
1219,4871,18,65886037
1220,4871,19,128346808
1221,4871,20,339855551
1222,4872,1,0
1223,4872,2,69833
1224,4872,3,198382
1225,4872,4,352935
1226,4872,5,578309
1227,4872,6,898981
1228,4872,7,1346699
1229,4872,8,1962017
1230,4872,9,2796656
1231,4872,10,4367416
1232,4872,11,6001403
1233,4872,12,8152433
1234,4872,13,10964622
1235,4872,14,14619806
1236,4872,15,17637133
1237,4872,16,25456038
1238,4872,17,40712051
1239,4872,18,66972606
1240,4872,19,129828493
1241,4872,20,341831131
1242,4873,1,0
1243,4873,2,199345
1244,4873,3,485160
1245,4873,4,886504
1246,4873,5,1440883
1247,4873,6,1918320
1248,4873,7,2502106
1249,4873,8,3212465
1250,4873,9,4567976
1251,4873,10,5706853
1252,4873,11,7075086
1253,4873,12,8713424
1254,4873,13,10670072
1255,4873,14,14325256
1256,4873,15,17342583
1257,4873,16,25102578
1258,4873,17,40240771
1259,4873,18,66324596
1260,4873,19,128944843
1261,4873,20,340652931
1262,4874,1,0
1263,4874,2,118383
1264,4874,3,294199
1265,4874,4,548260
1266,4874,5,907350
1267,4874,6,1405858
1268,4874,7,2087915
1269,4874,8,3009692
1270,4874,9,4737571
1271,4874,10,5876448
1272,4874,11,7244681
1273,4874,12,8883019
1274,4874,13,10839667
1275,4874,14,14494851
1276,4874,15,17512178
1277,4874,16,25306092
1278,4874,17,40512123
1279,4874,18,66697705
1280,4874,19,129453628
1281,4874,20,341331311
1282,4875,1,0
1283,4875,2,118383
1284,4875,3,294199
1285,4875,4,548260
1286,4875,5,907350
1287,4875,6,1405858
1288,4875,7,2087915
1289,4875,8,3009692
