"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool"
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",3465,38441,-1622668959,8,"",""
92,"Metadata/Pet/Rabbit/Rabbit",3467,18298,1273957525,8,"",""
93,"Metadata/Pet/Beetle/Beetle",3466,62953,740153844,8,"",""
94,"Metadata/Pet/HeiTiki/Spawner",3468,1422,2132179608,8,"",""
95,"Metadata/Pet/GraspingHands/Spawner",3469,18807,505370472,8,"",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",3470,46209,-1774378308,8,"",""
97,"Metadata/Pet/Frog/PurpleCrown",3471,2373,-487986260,8,"",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",3472,37899,-2133781286,8,"",""
99,"Metadata/Pet/Tiger/Tiger",3473,42732,1136125275,8,"",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",3474,29213,392127810,8,"",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",3475,43611,-648711410,8,"",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",3476,27891,39284388,10,"",""
103,"Metadata/Pet/Cat/Orange",3477,39785,-944546598,8,"",""
104,"Metadata/Pet/Devourling/Spawner",3478,37136,2035542083,8,"",""
105,"Metadata/Pet/Taotie/Taotie",3479,53912,842260651,8,"",""
106,"Metadata/Pet/TaowuPet/Taowu",3480,44003,249537852,12,"",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",3481,41426,-1495464177,8,"",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",3482,15396,-917768849,8,"",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",3483,22446,1606158354,8,"",""
110,"Metadata/Pet/Crow/Crow",3484,15557,1089633335,8,"",""
111,"Metadata/Pet/Dove/Dove",3485,23068,-714240143,8,"",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",3486,959,769994330,8,1,""
113,"Metadata/Pet/Frog/Fire",3487,36691,-1409932123,8,"",""
114,"Metadata/Pet/Frog/Ice",3488,51649,1374853171,8,"",""
115,"Metadata/Pet/Hundun/Hundun",3489,39330,-95984667,8,"",""
116,"Metadata/Pet/Cat/Julio",3490,16366,35405298,8,"",""
117,"Metadata/Pet/Qiongqi/Qiongqi",3491,31382,418931310,12,"",""
118,"Metadata/Pet/Tiger/IceTiger",3492,39297,-1567540464,8,"",""
119,"Metadata/Pet/Lion/Fire",3493,46948,-1215889181,8,"",""
120,"Metadata/Pet/Eyeball/Eyeball1",3494,50864,2124331054,8,"",""
121,"Metadata/Pet/Eyeball/Eyeball2",3495,40496,-575847523,8,"",""
122,"Metadata/Pet/Eyeball/Eyeball3",3496,8802,2016893525,8,"",""
123,"Metadata/Pet/Eyeball/Eyeball4",3497,9908,-343880396,8,"",""
124,"Metadata/Pet/Eyeball/Eyeball5",3498,46914,659656723,8,"",""
125,"Metadata/Pet/HellionCub/HellionCub",3499,32804,1176946178,8,"",""
126,"Metadata/Pet/Cat/Celestial",3500,11232,2025345880,8,"",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",3501,56837,693630802,8,"",""
128,"Metadata/Pet/Harpy/Harpy",3502,12782,-2070104718,8,"",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",3503,51064,-1546623832,8,"",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",3504,27467,1653082563,8,"",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",3505,788,-1966765615,8,"",""
132,"Metadata/Pet/Cherub/Sin",3506,31710,-619798320,8,"",""
133,"Metadata/Pet/Cherub/Innocence",3507,2666,-834812841,8,"",""
134,"Metadata/Pet/Beast/Beast",3508,61624,-306701056,8,"",""
135,"Metadata/Pet/Goatman/Goatman",3509,18005,1412436581,8,"",""
136,"Metadata/Pet/Monkey/Monkey",3510,16394,-967473569,8,"",""
137,"Metadata/Pet/Raptor/Raptor",3511,33935,-508467906,8,"",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",3512,22427,-731610113,8,"",""
139,"Metadata/Pet/Copter/Copter",3513,16464,1729046367,8,"",""
140,"Metadata/Pet/Scorpion/Machine",3514,59390,-123396261,8,"",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",3515,33690,486252385,8,"",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",3516,39119,-83270714,8,"",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",3517,39562,1520549931,8,"",""
144,"Metadata/Pet/Lion/Gold",3518,10237,-1599502508,8,"",""
145,"Metadata/Pet/Raven/BloodGuard",3520,25852,1125853159,8,"",""
146,"Metadata/Pet/Eagle/FaithGuard",3521,4458,-1046818576,8,"",""
147,"Metadata/Pet/Raven/Oriath",3522,4468,26153211,8,"",""
148,"Metadata/Pet/Pigeon/Dark",3524,33552,-1113702770,8,"",""
149,"Metadata/Pet/Pigeon/Light",3523,45470,1738135047,8,"",""
150,"Metadata/Pet/BallTrio/Fire",3525,29403,652760115,8,"",""
151,"Metadata/Pet/BallTrio/Cold",3526,52693,-1181911976,8,"",""
152,"Metadata/Pet/BallTrio/Lightning",3527,43310,-1749008658,8,"",""
153,"Metadata/Pet/Hound/BloodGuard",3519,38041,1258872721,8,"",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",3528,59561,-503576235,8,"",""
155,"Metadata/Pet/Canary/Canary",3529,44741,-704939202,8,"",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",3530,194,-2004383675,8,"",""
157,"Metadata/Pet/Football/Football",3531,14839,1185185619,8,"",""
158,"Metadata/Pet/Dragon/Dragon",3532,54673,1039853675,15,1,""
159,"Metadata/Pet/Dragon/DragonPremium",3533,64290,879152964,15,"",1
160,"Metadata/Pet/Dragon/DragonPremiumExpired",3534,62840,1511829348,15,1,""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",3535,80,1186416359,8,"",""
162,"Metadata/Pet/Taniwha/Taniwha",3536,38520,1373816730,8,"",""
163,"Metadata/Pet/CorsairPet/CorsairPet",3537,53120,590015658,8,"",""
164,"Metadata/Pet/Mystic/Spawner",3538,42154,-938054468,8,"",""
165,"Metadata/Pet/MadcapHare/MadcapHare",3539,8258,-787156650,8,"",""
166,"Metadata/Pet/MadcapToad/MadcapToad",3540,23160,2111973274,8,"",""
167,"Metadata/Pet/Dragonfly/Dragonfly",3541,12676,1222801766,8,"",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",3542,2131,-61082616,8,"",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",3543,60281,-1922472432,8,"",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",3544,14520,497952022,8,"",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",3545,30652,-2000945401,8,"",""
172,"Metadata/Pet/IceDragon/IceDragon",3546,63368,130347084,15,1,""
173,"Metadata/Pet/IceDragon/IceDragonPremium",3547,27478,1247748361,15,"",1
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",3548,33684,777235911,15,1,""
175,"Metadata/Pet/Viper/Viper",3549,31197,120815342,15,"",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",3550,35180,533108394,12,1,""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",3551,12740,-952502531,12,"",1
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",3552,11626,1527543398,12,1,""
179,"Metadata/Pet/CruciblePet/CruciblePet",3553,36326,-1654583161,8,"",""
180,"Metadata/Pet/CultDarkness/CultDarkness",3554,49679,89311069,8,1,""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",3555,58024,-1405071640,12,"",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",3556,59262,542164782,8,"",""
183,"Metadata/Pet/WildPanther/WildPanther",3557,23886,575635201,8,"",""
184,"Metadata/Pet/WildScorpion/WildScorpion",3558,1722,1975481093,8,"",""
185,"Metadata/Pet/Plated/Plated",3559,8952,864162170,8,"",""
186,"Metadata/Pet/WaterElemental/WaterElemental",3560,13003,-898107204,8,"",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",3561,6191,-1309234727,8,"",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",3562,39940,722581269,12,"",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",3563,61010,918280425,8,"",""
190,"Metadata/Pet/CircusTroll/CircusTroll",3564,31034,-836651237,12,"",""
191,"Metadata/Pet/JugglingPins/Spawner",3565,8765,-579731636,8,"",""
192,"Metadata/Pet/Sentinel/Sentinel",3566,63249,563009183,8,"",""
193,"Metadata/Pet/Chiyou/Chiyou",3567,14700,-315435938,12,1,""
194,"Metadata/Pet/Chiyou/ChiyouPremium",3568,56810,-244437884,12,"",1
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",3569,8102,-2140692543,12,1,""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",3570,65022,1004586526,10,"",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",3571,52671,-1791993713,8,"",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",3572,17187,1018134412,8,"",""
199,"Metadata/Pet/Cat/Halloween",3573,33316,-1614996071,8,"",""
200,"Metadata/Pet/BlackDragon/BlackDragon",3574,32429,-1729960369,15,1,""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",3575,3333,-1180191582,15,"",1
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",3576,6130,664285290,15,1,""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",3577,18483,-1735208799,15,1,""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",3578,2820,1203915974,15,"",1
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",3579,607,-162532336,15,1,""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",3580,24464,1225987715,15,"",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",3581,854,-1810786489,15,"",1
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",3582,64454,1270526076,15,"",""
209,"Metadata/Pet/Rat_White/Rat_White",3583,28161,-1596010785,8,"",""
210,"Metadata/Pet/Cat/EmpyreanCat",3585,60665,-133622544,8,1,""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",3586,14105,-182074820,8,"",1
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",3587,46109,334407667,8,1,""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",3584,15166,-1562076710,8,"",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",3588,41100,419215472,8,"",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",3589,36647,-445552042,8,"",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",3590,45132,-1645335134,8,"",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",3591,9065,-112731602,8,"",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",3592,17946,-184175841,8,"",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",3593,20736,858743343,8,"",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",3594,23154,104684623,8,"",""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",3595,60425,-1919393391,8,"",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",3596,36765,-1226819203,8,"",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",3597,62779,-168165183,8,"",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",3598,29035,-648894407,8,"",""
225,"Metadata/Pet/VoidSmall/VoidSmall",3599,27735,-2013664338,8,"",""
226,"Metadata/Pet/VoidLarge/VoidLarge",3600,29192,97679322,8,"",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",3601,8688,2131189495,8,"",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",3602,19875,-563506230,10,"",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",3603,46192,-967347673,8,"",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",3604,7136,1856533832,10,"",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",3605,48929,225292876,8,"",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",3606,50002,140167944,8,"",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",3607,55804,694415519,8,"",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",3608,29616,-890128063,11,"",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",3609,33296,-1124516119,10,1,""
236,"Metadata/Pet/TencentGirl/TencentGirl02",3610,8933,-48504834,10,"",1
237,"Metadata/Pet/TencentGirl/TencentGirl03",3611,21916,-677871100,10,1,""
238,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",3612,31950,1730485227,10,"",""
239,"Metadata/Pet/Corgi/Corgi",3613,59392,1854113411,8,"",""
240,"Metadata/Pet/PomeranianDog/PomeranianDog",3614,41185,-232041782,8,"",""
241,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",3615,8889,-486293062,8,"",""
242,"Metadata/Pet/Cat/TabbyCatPet",3616,28176,1406221761,8,"",""
243,"Metadata/Pet/Cat/AmberCatPet",3617,2561,904478696,8,"",""
244,"Metadata/Pet/Cat/CinnamonCatPet",3618,6729,-2110744455,8,"",""
245,"Metadata/Pet/GoddessPet/GoddessPet",3619,5244,1273520020,8,1,""
246,"Metadata/Pet/GoddessPet/GoddessPetPremium",3620,45927,151108198,12,"",1
247,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",3621,29780,-2027490446,12,1,""
248,"Metadata/Pet/Cat/HeistCalicoCatPet",3622,25867,1227500577,8,"",""
249,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",3623,51775,-474207869,8,"",""
250,"Metadata/Pet/Wolf/SunriseWolf",3624,975,2037938871,10,"",""
251,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",3625,64490,-65730561,8,"",""
252,"Metadata/Pet/Dragon/TwilightNightfallDragon",3626,60826,-938596972,15,1,""
253,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",3627,35405,-1577702469,15,"",1
254,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",3628,60414,1989254511,15,1,""
255,"Metadata/Pet/Duck/Mallard",3629,5615,-282002721,8,"",""
256,"Metadata/Pet/Duck/ParadiseMale",3630,40886,-641120641,8,"",""
257,"Metadata/Pet/Duck/ParadiseFemale",3631,64300,1633983048,8,"",""
258,"Metadata/Pet/DancingSkeleton/DancingSkeleton",3632,41078,-125937656,8,"",""
259,"Metadata/Pet/SurvivorHound/SurvivorHound",3633,28731,1436296615,8,"",""
260,"Metadata/Pet/FreyaCompanion/Freya",3634,29408,384787471,10,1,""
261,"Metadata/Pet/FreyaCompanion/FreyaPremium",3635,49503,222415902,10,"",1
262,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",3636,50810,516085944,10,1,""
263,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",3637,42690,1464725903,10,"",1
264,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",3638,1000,1806592070,10,1,""
265,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",3639,33967,-1453707787,8,"",""
266,"Metadata/Pet/MiserySmall/MiserySmall",3640,31497,467099870,8,"",""
267,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",3641,64634,1486464227,8,"",""
268,"Metadata/Pet/Cockroach/CockroachWarlord",3642,59717,453308993,8,"",""
269,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",3643,62568,1654167280,10,"",""
270,"Metadata/Pet/Rabbit/TintOrangeRabbit",3644,1149,378409715,8,"",""
271,"Metadata/Pet/Rabbit/BlackWhiteRabbit",3645,7044,330041384,8,"",""
272,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",3646,40686,890022882,8,"",""
273,"Metadata/Pet/RenegadeImp/RenegadeImp",3647,63003,-1799134504,8,"",""
274,"Metadata/Pet/GraspingHands/BreachSpawner",3648,49520,846852873,8,"",""
275,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",3649,18032,-1743724960,8,"",""
276,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",3650,44417,-884709691,12,1,""
277,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",3651,47043,-449555721,14,"",1
278,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",3652,52177,1174769108,14,1,""
279,"Metadata/Pet/VaalToucan/VaalToucan",3653,47609,589404888,8,"",""
280,"Metadata/Pet/LightBringerCat/LightbringerCat",3654,48123,-1828771580,8,"",""
281,"Metadata/Pet/GryffonPets/LightBringerGryffon",3655,30924,-1233662277,10,"",""
282,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",3656,41330,-1586429949,8,"",""
283,"Metadata/Pet/GryffonPets/DarkShardGryffon",3657,44614,852204685,10,"",""
284,"Metadata/Pet/Hasina/Hasina01",3658,48515,-1825821009,10,1,""
285,"Metadata/Pet/Hasina/Hasina02",3659,58687,1343468844,10,"",1
286,"Metadata/Pet/Hasina/Hasina03",3660,50215,247843554,10,1,""
287,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",3661,60005,388562253,8,"",""
288,"Metadata/Pet/Cat/SoulkeeperCat",3662,16179,1306096362,8,"",""
289,"Metadata/Pet/ScavengerBat/ScavengerBat",3663,64801,-1236710552,8,"",""
290,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",3664,16929,1947809336,8,"",""
291,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",3665,21479,-1076564941,8,"",""
292,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",3666,39745,2026693517,10,"",""
293,"Metadata/Pet/ParagonPet/ParagonPet",3667,7860,1538344197,8,"",""
294,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",3668,986,-672672707,8,"",""
295,"Metadata/Pet/EnragedEthercraft/EnragedEthercraft",3669,19790,-1057583688,8,"",""
296,"Metadata/Pet/TranquilEthercraft/TranquilEthercraft_",3670,52607,1178569536,8,"",""
297,"Metadata/Pet/ChaoticEthercraft/ChaoticEthercraft",3671,17194,731474099,8,"",""
298,"Metadata/Pet/DragonSerpent/DragonSerpent",3672,34863,1618798675,14,"",""
299,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",3673,40417,594984599,14,"",""
300,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",3674,28497,-1788872178,14,"",""
301,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",3675,59758,2005638885,8,1,""
302,"Metadata/Pet/JingweiCrane/JingweiCrane",3676,38119,-1691938880,8,"",1
303,"Metadata/Pet/JingweiCraneExpired/JingweiCraneExpired",3677,52820,852229279,8,1,""
304,"Metadata/Pet/BuccaneerPet/BuccaneerPet",3678,45357,2126630892,8,"",""
