"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","ShowIfEmpty","bool","RenamedVersion","BaseVersion","IsAlternateArt"
65,90,6423,6,8,0,2,4,1,1,"","",""
66,240,6424,6,10,0,1,4,1,1,"","",""
67,91,6424,6,0,0,0,0,"","",66,"",""
68,92,6425,15,6,0,0,0,1,1,"","",""
69,94,6427,17,10,0,0,0,1,1,"","",""
70,95,6428,16,22,0,0,0,1,1,"","",""
71,96,6429,5,0,0,1,3,1,1,"","",""
72,106,6430,16,24,0,0,0,1,1,"","",""
73,98,6431,17,12,0,0,0,1,1,"","",""
74,99,6432,17,14,0,0,0,1,1,"","",""
75,100,6433,8,4,0,0,0,1,1,"","",""
76,101,6434,1,8,0,0,0,1,1,"","",""
77,103,6435,13,16,0,0,0,1,1,"","",""
78,104,6436,13,18,0,0,0,1,1,"","",""
79,105,6437,14,14,0,0,0,1,1,"","",""
80,107,6438,4,2,0,0,0,1,1,"","",""
81,109,6440,14,16,0,0,0,1,1,"","",""
82,110,6441,14,18,0,0,0,1,1,"","",""
83,112,6443,8,6,0,2,3,1,1,"","",""
84,113,6444,15,8,0,0,0,1,1,"","",""
85,114,6445,9,6,0,0,0,1,1,"","",""
86,116,6447,9,8,0,0,0,1,1,"","",""
87,117,6448,7,4,0,0,0,1,1,"","",""
88,118,6449,8,8,0,0,0,1,1,"","",""
89,119,6450,5,1,0,0,0,1,1,"","",""
90,121,6452,9,10,0,0,0,1,1,"","",""
91,122,6453,14,20,0,0,0,1,1,"","",""
92,123,6454,15,10,0,0,0,1,1,"","",""
93,125,6456,15,12,0,0,0,1,1,"","",""
94,126,6457,15,14,0,0,0,1,1,"","",""
95,127,6458,9,12,0,0,0,1,1,"","",""
96,129,6460,3,0,0,0,0,1,1,"","",""
97,131,6461,17,16,0,0,0,1,1,"","",""
98,130,6461,17,0,0,0,0,"","",97,"",""
99,132,6462,15,16,0,0,0,1,1,"","",""
100,133,6463,10,0,0,0,0,1,1,"","",""
101,134,6464,16,26,0,0,0,1,1,"","",""
102,135,6465,17,18,0,0,0,1,1,"","",""
103,136,6466,8,10,0,2,3,1,1,"","",""
104,137,6467,15,18,0,0,0,1,1,"","",""
105,138,6468,15,20,0,0,0,1,1,"","",""
106,139,6469,3,2,0,0,0,1,1,"","",""
107,140,6470,6,12,0,2,4,1,1,"","",""
108,141,6471,17,20,0,0,0,1,1,"","",""
109,142,6898,7,6,0,0,0,1,1,"","",""
110,143,6899,9,14,0,0,0,1,1,"","",""
111,144,6900,16,28,0,0,0,"","","","",""
112,145,6986,17,22,0,0,0,1,1,"","",""
113,146,6987,4,3,0,0,0,1,1,"","",""
114,149,6990,15,22,0,0,0,1,1,"","",""
115,150,6991,2,5,0,0,0,1,1,"","",""
116,151,7007,17,24,0,0,0,1,1,"","",""
117,153,7019,8,12,0,2,3,1,1,"","",""
118,155,7052,16,30,0,0,0,1,1,"","",""
119,156,7053,3,4,0,0,0,1,1,"","",""
120,157,7054,8,14,0,0,0,1,1,"","",""
121,158,7055,16,32,0,0,0,1,1,"","",""
122,160,7057,17,26,0,0,0,1,1,"","",""
123,161,7058,15,24,0,0,0,1,1,"","",""
124,162,7059,15,26,0,0,0,1,1,"","",""
125,163,7060,14,22,0,0,0,1,1,"","",""
126,164,7061,15,28,0,0,0,1,1,"","",""
127,165,7062,14,24,0,0,0,1,1,"","",""
128,166,7063,10,2,0,0,0,1,1,"","",""
129,167,7064,15,30,0,0,0,1,1,"","",""
130,168,7065,15,32,0,0,0,1,1,"","",""
131,170,7068,13,20,0,0,0,1,1,"","",""
132,171,7069,13,22,0,0,0,1,1,"","",""
133,239,7072,13,24,0,0,0,1,1,"","",""
134,175,7073,13,26,0,0,0,1,1,"","",""
135,177,7075,16,34,0,0,0,1,1,"","",""
136,180,7078,16,36,0,0,0,1,1,"","",""
137,182,7082,6,14,0,1,4,1,1,"","",""
138,183,7083,2,6,0,0,0,1,1,"","",""
139,186,7086,16,38,0,0,0,1,1,"","",""
140,187,7087,3,6,0,0,0,1,1,"","",""
141,190,7090,3,8,0,0,0,1,1,"","",""
142,192,7092,1,9,0,0,0,1,1,"","",""
143,194,7094,2,7,0,0,0,1,1,"","",""
144,195,7095,16,40,0,0,0,1,1,"","",""
145,197,7096,15,34,0,0,0,1,1,"","",""
146,198,7097,15,36,0,0,0,1,1,"","",""
147,199,7098,5,2,0,0,0,1,1,"","",""
148,200,7099,6,16,0,2,3,1,1,"","",""
149,210,7104,2,8,0,0,0,1,1,"","",""
150,211,7105,18,0,0,0,0,1,1,"","",""
151,212,7110,7,8,0,2,3,1,1,"","",""
152,214,7165,18,1,0,0,0,1,1,"","",""
153,216,7167,1,10,0,0,0,1,1,"","",""
154,217,7168,1,11,0,0,0,1,1,"","",""
155,218,7169,1,12,0,0,0,1,1,"","",""
156,219,7170,2,9,0,0,0,1,1,"","",""
157,220,7171,2,10,0,0,0,1,1,"","",""
158,221,7172,2,11,0,0,0,1,1,"","",""
159,222,7173,12,8,0,0,0,1,1,"","",""
160,224,7175,14,26,0,0,0,1,1,"","",""
161,225,7176,8,16,0,0,0,1,1,"","",""
162,227,7178,6,18,0,2,3,1,1,"","",""
163,228,7179,1,13,0,0,0,1,1,"","",""
164,229,7180,8,18,0,2,3,1,1,"","",""
165,230,7181,2,12,0,0,0,1,1,"","",""
166,231,7182,2,13,0,0,0,1,1,"","",""
167,232,7183,0,0,0,0,0,1,1,"","",""
168,234,7184,16,42,0,0,0,1,1,"","",""
169,233,7185,15,38,0,0,0,1,1,"","",""
170,235,5336,14,28,0,0,0,"","","","",""
171,236,7186,9,16,0,0,0,1,1,"","",""
172,238,7198,15,40,0,0,0,1,1,"","",""
173,256,7214,7,10,0,0,0,1,1,"","",""
174,241,7199,15,42,0,0,0,1,1,"","",""
175,243,7200,16,44,0,0,0,1,1,"","",""
176,242,7202,16,46,0,0,0,1,1,"","",""
177,245,7203,14,30,0,0,0,1,1,"","",""
178,246,7204,14,32,0,0,0,1,1,"","",""
179,248,7206,7,12,0,0,0,1,1,"","",""
180,249,7207,8,20,0,0,0,1,1,"","",""
181,258,7217,9,18,0,0,0,1,1,"","",""
182,259,7218,0,1,0,0,0,1,1,"","",""
183,260,7224,1,14,0,0,0,1,1,"","",""
184,262,7234,15,44,0,0,0,1,1,"","",""
185,263,7238,6,20,0,0,0,1,1,"","",""
186,265,7240,3,10,0,0,0,1,1,"","",""
187,266,7241,6,22,0,2,3,1,1,"","",""
188,267,7242,15,46,0,0,0,1,1,"","",""
189,269,7257,2,14,0,0,0,1,1,"","",""
190,270,7258,15,48,0,0,0,1,1,"","",""
191,271,7259,2,15,0,0,0,1,1,"","",""
192,272,7262,7,14,0,2,3,1,1,"","",""
193,273,7260,12,10,0,0,0,1,1,"","",""
194,274,7261,14,34,0,0,0,1,1,"","",""
195,275,7263,2,16,0,0,0,1,1,"","",""
196,276,7264,2,17,0,0,0,1,1,"","",""
197,277,7265,2,18,0,0,0,1,1,"","",""
198,278,7266,2,19,0,0,0,1,1,"","",""
199,279,7271,0,2,0,0,0,1,1,"","",""
200,280,7272,0,3,0,0,0,1,1,"","",""
201,282,7274,16,48,0,0,0,1,1,"","",""
202,283,7267,12,12,0,0,0,1,1,"","",""
203,286,7269,12,14,0,0,0,1,1,"","",""
204,285,7270,15,50,0,0,0,1,1,"","",""
205,298,7297,5,3,0,0,0,1,1,"","",""
206,297,7298,8,22,0,2,3,1,1,"","",""
207,299,7310,13,28,0,0,0,"","","","",""
208,301,7319,18,2,0,0,0,1,1,"","",""
209,303,7323,15,52,0,0,0,1,1,"","",""
210,304,7324,17,28,0,0,0,1,1,"","",""
211,306,7326,17,30,0,0,0,1,1,"","",""
212,310,7330,7,16,0,2,3,1,1,"","",""
213,314,7334,10,4,0,0,0,1,1,"","",""
214,316,7336,4,4,0,0,0,1,1,"","",""
215,317,7337,16,50,0,0,0,1,1,"","",""
216,319,7236,8,24,0,1,4,"","","","",""
217,320,7438,16,52,0,0,0,1,1,"","",""
218,321,7350,13,30,0,0,0,1,1,"","",""
219,322,7352,8,26,0,2,3,1,1,"","",""
220,323,7354,10,6,0,0,0,1,1,"","",""
221,324,7355,13,32,0,0,0,1,1,"","",""
222,325,7356,14,36,0,0,0,1,1,"","",""
223,327,7358,16,54,0,0,0,1,1,"","",""
224,328,7360,2,20,0,0,0,1,1,"","",""
225,330,7362,13,34,0,0,0,1,1,"","",""
226,331,7363,11,2,0,0,0,1,1,"","",""
227,332,7364,11,4,0,0,0,1,1,"","",""
228,333,7368,10,8,0,0,0,1,1,"","",""
229,334,7369,14,38,0,0,0,1,1,"","",""
230,335,7370,12,16,0,0,0,1,1,"","",""
231,336,7371,0,4,0,0,0,1,1,"","",""
232,337,7372,13,36,0,0,0,1,1,"","",""
233,339,7432,15,54,0,0,0,1,1,"","",""
234,340,7433,16,56,0,0,0,1,1,"","",""
235,341,7434,7,18,0,0,0,1,1,"","",""
236,342,7436,15,56,0,0,0,1,1,"","",""
237,343,7437,8,28,0,2,3,1,1,"","",""
238,42,5554,11,6,0,0,0,1,1,"","",""
239,344,7439,5,4,0,0,0,1,1,"","",""
240,345,5155,12,18,0,0,0,"","","","",""
241,347,7451,11,8,0,0,0,1,1,"","",""
242,348,7452,15,58,0,0,0,1,1,"","",""
243,349,7458,11,10,0,0,0,1,1,"","",""
244,350,7461,9,20,0,0,0,1,1,"","",""
245,351,7462,6,24,0,2,3,1,1,"","",""
246,355,7463,14,40,0,0,0,1,1,"","",""
247,356,7465,6,26,0,1,3,1,1,"","",""
248,357,7466,11,12,0,0,0,1,1,"","",""
249,359,7468,0,5,0,0,0,1,1,"","",""
250,360,7469,10,10,0,0,0,1,1,"","",""
251,363,7470,18,3,0,0,0,1,1,"","",""
252,364,7472,17,32,0,0,0,1,1,"","",""
253,365,7471,17,34,0,0,0,1,1,"","",""
254,367,7509,2,21,0,0,0,1,1,"","",""
255,368,7510,4,5,0,0,0,1,1,"","",""
256,369,7566,0,6,0,0,0,1,1,"","",""
257,371,7568,6,28,0,2,3,1,1,"","",""
258,373,7707,14,42,0,0,0,1,1,"","",""
259,374,7708,14,44,0,0,0,1,1,"","",""
260,375,7709,15,60,0,0,0,1,1,"","",""
261,376,7710,5,5,0,0,0,1,1,"","",""
262,377,7322,7,20,0,2,3,1,1,"","",""
263,378,7712,13,38,0,0,0,1,1,"","",""
264,379,7713,13,40,0,0,0,1,1,"","",""
265,380,7714,13,42,0,0,0,1,1,"","",""
266,381,7715,7,22,0,0,0,1,1,"","",""
267,383,7717,6,30,0,0,0,1,1,"","",""
268,384,7718,8,30,0,2,3,1,1,"","",""
269,385,8074,11,14,0,0,0,1,1,"","",""
270,387,8104,2,22,0,0,0,1,1,"","",""
271,389,8077,17,36,0,0,0,1,1,"","",""
272,390,8078,6,32,0,0,0,1,1,"","",""
273,391,8079,17,38,0,0,0,1,1,"","",""
274,395,5122,2,23,0,0,0,"","","","",""
275,397,8081,10,12,0,0,0,1,1,"","",""
276,398,5140,1,15,0,0,0,"","","","",""
277,399,8092,10,14,0,0,0,1,1,"","",""
278,401,8082,10,16,0,0,0,1,1,"","",""
279,402,8094,12,20,0,0,0,1,1,"","",""
280,404,8096,12,22,0,0,0,1,1,"","",""
281,406,8098,2,24,0,0,0,1,1,"","",""
282,407,8099,5,6,0,0,0,1,1,"","",""
283,408,8100,1,16,0,0,0,1,1,"","",""
284,409,8101,17,40,0,0,0,1,1,"","",""
285,410,8102,12,24,0,0,0,1,1,"","",""
286,411,8103,16,58,0,0,0,1,1,"","",""
287,412,8106,11,16,0,0,0,1,1,"","",""
288,413,8560,13,44,0,0,0,1,1,"","",""
289,414,8565,12,26,0,0,0,1,1,"","",""
290,415,8566,2,25,0,0,0,1,1,"","",""
291,416,8567,2,26,0,0,0,1,1,"","",""
292,417,8568,9,22,0,0,0,1,1,"","",""
293,418,8569,1,17,0,0,0,1,1,"","",""
294,419,8570,2,27,0,0,0,1,1,"","",""
295,420,8571,2,28,0,0,0,1,1,"","",""
296,422,8573,2,29,0,0,0,1,1,"","",""
297,423,8574,15,62,0,0,0,1,1,"","",""
298,424,8575,16,60,0,0,0,1,1,"","",""
299,425,8576,8,32,0,2,3,1,1,"","",""
300,426,8577,0,7,0,0,0,1,1,"","",""
301,427,8588,15,64,0,0,0,1,1,"","",""
302,428,8594,1,18,0,0,0,1,1,"","",""
303,429,8601,16,62,0,0,0,1,1,"","",""
304,430,8602,16,64,0,0,0,1,1,"","",""
305,431,8083,10,18,0,0,0,1,1,"","",""
306,432,8608,13,46,0,0,0,1,1,"","",""
307,441,8615,2,30,0,0,0,1,1,"","",""
308,442,8616,2,31,0,0,0,1,1,"","",""
309,443,8617,12,28,0,0,0,1,1,"","",""
310,444,8618,10,20,0,0,0,1,1,"","",""
311,446,8619,15,66,0,0,0,1,1,"","",""
312,447,8620,4,6,0,0,0,1,1,"","",""
313,448,5590,1,19,0,0,0,1,1,"","",""
314,449,8621,10,22,0,0,0,1,1,"","",""
315,450,8627,7,24,0,2,3,1,1,"","",""
316,451,8622,8,34,0,2,3,1,1,"","",""
317,452,8703,13,48,0,0,0,1,1,"","",""
318,453,8623,8,36,0,2,3,1,1,"","",""
319,454,8624,8,38,0,2,3,1,1,"","",""
320,455,8625,6,34,0,2,3,"","","","",""
321,456,8628,6,36,0,1,3,1,1,"","",""
322,457,8629,13,50,0,0,0,1,1,"","",""
323,458,8630,15,68,0,0,0,1,1,"","",""
324,460,8632,0,8,0,0,0,1,1,"","",""
325,461,8633,3,12,0,0,0,1,1,"","",""
326,462,8634,10,24,0,0,0,1,1,"","",""
327,463,8635,1,20,0,0,0,1,1,"","",""
328,464,8636,1,21,0,0,0,1,1,"","",""
329,465,8637,15,70,0,0,0,1,1,"","",""
330,466,8638,13,52,0,0,0,1,1,"","",""
331,148,6989,18,4,0,0,0,1,1,"","",""
332,154,7051,18,5,0,0,0,1,1,"","",""
333,184,7084,18,6,0,0,0,1,1,"","",""
334,207,7101,18,7,0,0,0,1,1,"","",""
335,386,8075,18,8,0,0,0,1,1,"","",""
336,467,8701,5,7,0,0,0,1,1,"","",""
337,469,8711,7,26,0,0,0,1,1,"","",""
338,905,8712,19,0,0,0,0,1,1,"","",""
339,470,8712,19,0,0,0,0,"","",338,"",""
340,472,8713,19,1,0,0,0,1,1,"","",""
341,473,8714,19,2,0,0,0,1,1,"","",""
342,474,8715,19,3,0,0,0,1,1,"","",""
343,475,8716,19,4,0,0,0,1,1,"","",""
344,476,8717,19,5,0,0,0,1,1,"","",""
345,479,8719,19,6,0,0,0,1,1,"","",""
346,478,8720,19,7,0,0,0,1,1,"","",""
347,480,8721,19,8,0,0,0,1,1,"","",""
348,481,8722,19,9,0,0,0,1,1,"","",""
349,482,8723,19,10,0,0,0,1,1,"","",""
350,484,8725,19,11,0,0,0,1,1,"","",""
351,485,8726,19,12,0,0,0,"","","","",""
352,486,8727,19,13,0,0,0,1,1,"","",""
353,487,8728,19,14,0,0,0,"","","","",""
354,489,8730,19,15,0,0,0,1,1,"","",""
355,491,8732,19,16,0,0,0,1,1,"","",""
356,492,8733,19,17,0,0,0,1,1,"","",""
357,493,8734,19,18,0,0,0,1,1,"","",""
358,495,8735,19,19,0,0,0,1,1,"","",""
359,497,8737,19,20,0,0,0,1,1,"","",""
360,498,8738,19,21,0,0,0,1,1,"","",""
361,499,8739,19,22,0,0,0,1,1,"","",""
362,500,8740,19,23,0,0,0,1,1,"","",""
363,501,8741,19,24,0,0,0,1,1,"","",""
364,504,8744,19,25,0,0,0,1,1,"","",""
365,505,8745,19,26,0,0,0,1,1,"","",""
366,507,8746,19,27,0,0,0,1,1,"","",""
367,506,8747,19,28,0,0,0,1,1,"","",""
368,508,8748,19,29,0,0,0,1,1,"","",""
369,509,8749,19,30,0,0,0,1,1,"","",""
370,510,8750,19,31,0,0,0,1,1,"","",""
371,511,8751,19,32,0,0,0,1,1,"","",""
372,512,8752,19,33,0,0,0,1,1,"","",""
373,513,8753,19,34,0,0,0,1,1,"","",""
374,514,8754,19,35,0,0,0,1,1,"","",""
375,516,8756,19,36,0,0,0,1,1,"","",""
376,517,8757,19,37,0,0,0,1,1,"","",""
377,519,8758,19,38,0,0,0,1,1,"","",""
378,518,8759,19,39,0,0,0,1,1,"","",""
379,520,8760,19,40,0,0,0,1,1,"","",""
380,521,8761,19,41,0,0,0,1,1,"","",""
381,523,8763,19,42,0,0,0,1,1,"","",""
382,524,8764,19,43,0,0,0,1,1,"","",""
383,525,8765,19,44,0,0,0,1,1,"","",""
384,527,8767,19,45,0,0,0,1,1,"","",""
385,528,8768,19,46,0,0,0,1,1,"","",""
386,529,8769,19,47,0,0,0,1,1,"","",""
387,530,8770,19,48,0,0,0,1,1,"","",""
388,531,8771,2,32,0,0,0,1,1,"","",""
389,532,8772,19,49,0,0,0,1,1,"","",""
390,533,8773,19,50,0,0,0,1,1,"","",""
391,534,8774,19,51,0,0,0,1,1,"","",""
392,535,8775,19,52,0,0,0,1,1,"","",""
393,536,8776,19,53,0,0,0,1,1,"","",""
394,537,8777,19,54,0,0,0,1,1,"","",""
395,538,8778,19,55,0,0,0,1,1,"","",""
396,539,8779,19,56,0,0,0,1,1,"","",""
397,540,8782,19,57,0,0,0,1,1,"","",""
398,541,8783,15,72,0,0,0,1,1,"","",""
399,542,8784,4,7,0,0,0,1,1,"","",""
400,543,8785,4,8,0,0,0,1,1,"","",""
401,545,8787,5,8,0,0,0,1,1,"","",""
402,546,8788,10,26,0,0,0,1,1,"","",""
403,547,8789,3,14,0,0,0,1,1,"","",""
404,548,8790,17,42,0,0,0,1,1,"","",""
405,549,8791,7,28,0,2,3,1,1,"","",""
406,550,8792,7,30,0,2,3,1,1,"","",""
407,551,8793,6,38,0,1,3,1,1,"","",""
408,552,8794,6,40,0,2,3,1,1,"","",""
409,553,8795,8,40,0,2,3,1,1,"","",""
410,554,8796,8,42,0,2,3,1,1,"","",""
411,555,8797,8,44,0,2,3,1,1,"","",""
412,556,8798,10,28,0,0,0,1,1,"","",""
413,557,8833,2,33,0,0,0,1,1,"","",""
414,558,8834,2,34,0,0,0,1,1,"","",""
415,559,8835,2,35,0,0,0,1,1,"","",""
416,560,8836,17,44,0,0,0,1,1,"","",""
417,561,8837,17,46,0,0,0,1,1,"","",""
418,562,8838,17,48,0,0,0,1,1,"","",""
419,563,8693,17,50,0,2,3,"","","","",""
420,564,9178,14,46,0,0,0,1,1,"","",""
421,565,9179,14,48,0,0,0,1,1,"","",""
422,566,9180,14,50,0,0,0,1,1,"","",""
423,567,9181,17,52,0,0,0,1,1,"","",""
424,568,9182,8,46,0,0,0,1,1,"","",""
425,569,9183,16,66,0,0,0,1,1,"","",""
426,570,9184,16,68,0,0,0,1,1,"","",""
427,571,9185,2,36,0,0,0,1,1,"","",""
428,574,9190,3,16,0,0,0,1,1,"","",""
429,576,9199,14,52,0,0,0,1,1,"","",""
430,577,9200,17,54,0,0,0,1,1,"","",""
431,578,9201,2,37,0,0,0,1,1,"","",""
432,579,9202,0,9,0,0,0,1,1,"","",""
433,580,9203,1,22,0,0,0,1,1,"","",""
434,581,9204,19,58,0,0,0,"","","","",""
435,582,9205,19,59,0,0,0,1,1,"","",""
436,583,9206,19,60,0,0,0,"","","","",""
437,584,9207,19,61,0,0,0,1,1,"","",""
438,585,9208,19,62,0,0,0,1,1,"","",""
439,586,8084,10,30,0,0,0,1,1,"","",""
440,587,8076,18,9,0,0,0,1,1,"","",""
441,588,9232,12,30,0,0,0,1,1,"","",""
442,589,9233,12,32,0,0,0,1,1,"","",""
443,590,9234,12,34,0,0,0,1,1,"","",""
444,591,9235,1,23,0,0,0,1,1,"","",""
445,592,9242,7,32,0,0,0,1,1,"","",""
446,593,9243,0,10,0,0,0,1,1,"","",""
447,594,9244,17,56,0,0,0,1,1,"","",""
448,595,9245,14,54,0,0,0,1,1,"","",""
449,596,9246,19,63,0,0,0,1,1,"","",""
450,598,9248,9,24,0,0,0,1,1,"","",""
451,599,9249,13,54,0,0,0,1,1,"","",""
452,600,9250,0,11,0,0,0,1,1,"","",""
453,601,9251,19,64,0,0,0,1,1,"","",""
454,602,9252,19,65,0,0,0,1,1,"","",""
455,603,9253,19,66,0,0,0,1,1,"","",""
456,604,9254,19,67,0,0,0,1,1,"","",""
457,605,9255,10,32,0,0,0,1,1,"","",""
458,611,9256,5,9,0,0,0,1,1,"","",""
459,612,9257,13,56,0,0,0,1,1,"","",""
460,613,9258,8,48,0,2,3,1,1,"","",""
461,614,9259,19,68,0,0,0,1,1,"","",""
462,615,9263,6,42,0,1,4,1,1,"","",""
463,616,9264,3,18,0,0,0,1,1,"","",""
464,617,9265,1,24,0,0,0,1,1,"","",""
465,618,9266,6,44,0,2,4,1,1,"","",""
466,619,9268,19,69,0,0,0,1,1,"","",""
467,620,9269,19,70,0,0,0,1,1,"","",""
468,621,9270,19,71,0,0,0,1,1,"","",""
469,622,9271,19,72,0,0,0,1,1,"","",""
470,623,9287,9,26,0,0,0,1,1,"","",""
471,625,9272,5,10,0,0,0,1,1,"","",""
472,626,9273,5,11,0,0,0,1,1,"","",""
473,628,9275,8,50,0,2,3,1,1,"","",""
474,629,9276,8,52,0,2,3,1,1,"","",""
475,631,9278,12,36,0,0,0,1,1,"","",""
476,632,9289,1,25,0,0,0,1,1,"","",""
477,633,9292,2,38,0,0,0,1,1,"","",""
478,634,9294,1,26,0,0,0,1,1,"","",""
479,635,9296,1,27,0,0,0,1,1,"","",""
480,636,9297,1,28,0,0,0,1,1,"","",""
481,637,9298,1,29,0,0,0,1,1,"","",""
482,638,9299,1,30,0,0,0,1,1,"","",""
483,639,9300,2,39,0,0,0,1,1,"","",""
484,640,9301,7,34,0,2,3,1,1,"","",""
485,641,9302,6,46,0,2,3,1,1,"","",""
486,642,9303,11,18,0,0,0,1,1,"","",""
487,643,9304,18,10,0,0,0,1,1,"","",""
488,646,8780,15,74,0,0,0,"","","","",""
489,647,9331,0,12,0,0,0,1,1,"","",""
490,649,9332,7,36,0,0,0,1,1,"","",""
491,648,9333,17,58,0,0,0,1,1,"","",""
492,652,9279,12,38,0,0,0,1,1,"","",""
493,644,9306,1,31,0,0,0,1,1,"","",""
494,654,9318,3,20,0,0,0,1,1,"","",""
495,656,9320,10,34,0,0,0,1,1,"","",""
496,663,9334,8,54,0,0,0,1,1,"","",""
497,665,9336,4,9,0,0,0,1,1,"","",""
498,666,9337,8,56,0,2,3,1,1,"","",""
499,667,9338,8,58,0,2,3,1,1,"","",""
500,669,9340,6,48,0,2,3,1,1,"","",""
501,671,9342,6,50,0,1,4,1,1,"","",""
502,672,9343,5,12,0,0,0,1,1,"","",""
503,673,9344,8,60,0,1,4,"","","","",""
504,674,9345,0,13,0,0,0,1,1,"","",""
505,676,9347,15,76,0,0,0,1,1,"","",""
506,677,9348,8,62,0,2,3,1,1,"","",""
507,678,9349,6,52,0,2,3,1,1,"","",""
508,679,9350,15,78,0,0,0,1,1,"","",""
509,680,9351,14,56,0,0,0,1,1,"","",""
510,681,9352,15,80,0,0,0,1,1,"","",""
511,682,9353,0,14,0,0,0,1,1,"","",""
512,684,9357,3,22,0,0,0,1,1,"","",""
513,685,9358,19,73,0,0,0,1,1,"","",""
514,687,9360,17,60,0,0,0,1,1,"","",""
515,688,9361,19,74,0,0,0,1,1,"","",""
516,689,9362,9,28,0,0,0,1,1,"","",""
517,690,9363,19,75,0,0,0,1,1,"","",""
518,691,9364,19,76,0,0,0,1,1,"","",""
519,693,9366,16,70,0,0,0,1,1,"","",""
520,694,9367,19,77,0,0,0,1,1,"","",""
521,695,9368,19,78,0,0,0,1,1,"","",""
522,696,9369,19,79,0,0,0,1,1,"","",""
523,697,9370,19,80,0,0,0,1,1,"","",""
524,698,9371,17,62,0,0,0,1,1,"","",""
525,700,9373,18,11,0,0,0,1,1,"","",""
526,701,9374,6,54,0,2,3,1,1,"","",""
527,705,9504,14,58,0,0,0,1,1,"","",""
528,708,9507,15,82,0,0,0,1,1,"","",""
529,709,9508,19,81,0,0,0,1,1,"","",""
530,709,9509,19,82,0,0,0,1,1,"","",""
531,709,9510,19,83,0,0,0,1,1,"","",""
532,710,9511,12,40,0,0,0,1,1,"","",""
