"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","[i32]","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool"
16,"Lightning4",5040,100,68,77,1703,"[40,35]",[1],[],[],"[0,0,0,0]",5054,1186,6,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",6,""
17,"Lightning5",5040,100,78,100,1703,"[50,40]",[1],[],[],"[0,0,0,0]",5054,1186,6,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",6,""
18,"PhysicalBlood1",5042,100,0,24,1704,"[25,20]",[2],[],[],"[0,0,0,0]",5056,1189,4,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
19,"PhysicalBlood2",5042,100,25,45,1704,"[30,25]",[2],[],[],"[0,0,0,0]",5056,1189,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
20,"PhysicalBlood3",5042,100,46,67,1704,"[35,30]",[2],[],[],"[0,0,0,0]",5056,1189,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
21,"PhysicalBlood4",5042,100,68,77,1704,"[40,35]",[2],[],[],"[0,0,0,0]",5056,1189,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
22,"PhysicalBlood5",5042,100,78,100,1704,"[50,40]",[2],[],[],"[0,0,0,0]",5056,1189,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",14,""
23,"GenericLife1",5038,100,0,24,1708,[120],[2],[],[],"[0,0,0,0]",5050,1183,4,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
24,"GenericLife2",5038,100,25,45,1708,[120],[2],[],[],"[0,0,0,0]",5050,1183,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
25,"GenericLife3",5038,100,46,67,1708,[120],[2],[],[],"[0,0,0,0]",5050,1183,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
26,"GenericLife4",5038,100,68,77,1708,[120],[2],[],[],"[0,0,0,0]",5050,1183,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
27,"GenericLife5",5038,100,78,100,1708,[120],[2],[],[],"[0,0,0,0]",5050,1183,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",17,""
28,"GenericEnergyShield1",5045,100,10,24,1707,[30],[4],[],[],"[0,0,0,0]",5048,1183,4,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
29,"GenericEnergyShield2",5045,100,25,45,1707,[35],[4],[],[],"[0,0,0,0]",5048,1183,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
30,"GenericEnergyShield3",5045,100,46,67,1707,[40],[4],[],[],"[0,0,0,0]",5048,1183,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
31,"GenericEnergyShield4",5045,100,68,77,1707,[45],[4],[],[],"[0,0,0,0]",5048,1183,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
32,"GenericEnergyShield5",5045,100,78,100,1707,[50],[4],[],[],"[0,0,0,0]",5048,1183,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",22,""
33,"GenericCharges1",5044,100,33,45,1706,[],[4],"[4325,4326,4327]","[1,1,1]","[100,100,100,100]",5047,1183,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
34,"GenericCharges2",5044,100,46,67,1706,[],[4],"[4325,4326,4327]","[1,1,1]","[100,100,100,100]",5047,1183,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
35,"GenericCharges3",5044,100,68,77,1706,[],[4],"[4325,4326,4327]","[1,1,1]","[100,100,100,100]",5047,1183,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
36,"GenericCharges4",5044,100,78,100,1706,[],[4],"[4325,4326,4327]","[1,1,1]","[100,100,100,100]",5047,1183,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",18,""
37,"GenericFortify1",5038,100,33,45,1709,[-20],[0],[],[],"[0,0,0,0]",5049,1183,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
38,"GenericFortify2",5038,100,46,67,1709,[-25],[0],[],[],"[0,0,0,0]",5049,1183,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
39,"GenericFortify3",5038,100,68,77,1709,[-30],[0],[],[],"[0,0,0,0]",5049,1183,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
40,"GenericFortify4",5038,100,78,100,1709,[-35],[0],[],[],"[0,0,0,0]",5049,1183,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",21,""
41,"GenericMassive1",5045,50,33,45,1710,"[20,60,30]",[2],[],[],"[0,0,0,0]",5051,1183,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
42,"GenericMassive2",5045,50,46,67,1710,"[20,70,35]",[2],[],[],"[0,0,0,0]",5051,1183,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
43,"GenericMassive3",5045,50,68,77,1710,"[20,80,40]",[2],[],[],"[0,0,0,0]",5051,1183,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
44,"GenericMassive4",5045,50,78,100,1710,"[20,90,50]",[2],[],[],"[0,0,0,0]",5051,1183,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",19,""
45,"GenericSpeed1",5045,50,16,45,1711,"[10,10,10]",[2],[],[],"[0,0,0,0]",5052,1183,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
46,"GenericSpeed2",5045,50,46,67,1711,"[12,12,12]",[2],[],[],"[0,0,0,0]",5052,1183,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
47,"GenericSpeed3",5045,50,68,77,1711,"[15,15,15]",[2],[],[],"[0,0,0,0]",5052,1183,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
48,"GenericSpeed4",5045,50,78,100,1711,"[18,18,18]",[2],[],[],"[0,0,0,0]",5052,1183,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",20,""
49,"Vaal1",5043,20,33,45,1713,[1],[2],[],[],"[0,0,0,0]",5057,1191,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
50,"Vaal2",5043,20,46,67,1713,[1],[2],[],[],"[0,0,0,0]",5057,1191,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
51,"Vaal3",5043,20,68,77,1713,[1],[2],[],[],"[0,0,0,0]",5057,1191,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
52,"Vaal4",5043,20,78,100,1713,[1],[2],[],[],"[0,0,0,0]",5057,1191,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",12,""
53,"Necromantic1",5041,50,33,45,1712,[],[1],[],[],"[0,0,0,0]",5055,1188,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",8,""
54,"Necromantic2",5041,50,46,67,1712,[],[1],[],[],"[0,0,0,0]",5055,1188,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",9,""
55,"Necromantic3",5041,50,68,77,1712,[],[1],[],[],"[0,0,0,0]",5055,1188,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",10,""
56,"Necromantic4",5041,50,78,100,1712,[],[1],[],[],"[0,0,0,0]",5055,1188,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",11,""
57,"ChaosGreen1",5037,50,33,45,1705,"[30,8]",[1],[],[],"[0,0,0,0]",5046,1185,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
58,"ChaosGreen2",5037,50,46,67,1705,"[35,10]",[1],[],[],"[0,0,0,0]",5046,1185,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
59,"ChaosGreen3",5037,50,68,77,1705,"[40,12]",[1],[],[],"[0,0,0,0]",5046,1185,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
60,"ChaosGreen4",5037,50,78,100,1705,"[50,14]",[1],[],[],"[0,0,0,0]",5046,1185,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",16,""
61,"Golden1",5039,10,68,72,1714,"[100,100]",[1],[],[],"[0,0,0,0]",5053,1184,5,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
62,"Golden2",5039,10,73,77,1714,"[150,150]",[1],[],[],"[0,0,0,0]",5053,1184,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
63,"Golden3",5039,10,78,100,1714,"[200,200]",[1],[],[],"[0,0,0,0]",5053,1184,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",13,1
64,"FireUber1",4966,10,68,72,1715,"[100,60]",[4],[],[],"[0,0,0,0]",5058,1182,5,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
65,"FireUber2",4966,10,73,77,1715,"[100,70]",[4],[],[],"[0,0,0,0]",5058,1182,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
66,"FireUber3",4966,10,78,100,1715,"[100,80]",[4],[],[],"[0,0,0,0]",5058,1182,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1
67,"ColdUber1",4967,10,68,72,1716,"[100,60]",[4],[],[],"[0,0,0,0]",5059,1181,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
68,"ColdUber2",4967,10,73,77,1716,"[100,70]",[4],[],[],"[0,0,0,0]",5059,1181,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
69,"ColdUber3",4967,10,78,100,1716,"[100,80]",[4],[],[],"[0,0,0,0]",5059,1181,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1
70,"LightningUber1",5040,10,68,72,1718,"[100,60]",[1],[],[],"[0,0,0,0]",5060,1187,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
71,"LightningUber2",5040,10,73,77,1718,"[100,70]",[1],[],[],"[0,0,0,0]",5060,1187,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
72,"LightningUber3",5040,10,78,100,1718,"[100,80]",[1],[],[],"[0,0,0,0]",5060,1187,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,1
73,"PhysicalBloodUber1",5042,10,68,72,1719,"[100,60]",[2],[],[],"[0,0,0,0]",5061,1190,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
74,"PhysicalBloodUber2",5042,10,73,77,1719,"[100,70]",[2],[],[],"[0,0,0,0]",5061,1190,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
75,"PhysicalBloodUber3",5042,10,78,100,1719,"[100,80]",[2],[],[],"[0,0,0,0]",5061,1190,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,1
76,"ChaosPurpleUber1",4968,10,68,72,1717,"[15,30]",[1],[],[],"[0,0,0,0]",5062,1180,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
77,"ChaosPurpleUber2",4968,10,73,77,1717,"[18,40]",[1],[],[],"[0,0,0,0]",5062,1180,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
78,"ChaosPurpleUber3",4968,10,78,100,1717,"[20,50]",[1],[],[],"[0,0,0,0]",5062,1180,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1
