"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
97,3,8,16315,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,14500,0,1155,1155,"","","",2,110
98,3,9,16316,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,14696,0,1155,1155,"","","",2,110
99,3,10,16318,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,14924,0,1155,1155,"","","",2,111
100,3,11,16319,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,15120,0,1155,1155,"","","",2,111
101,3,12,16321,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[133],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,15348,0,1155,1155,"","","",2,112
102,3,13,16322,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[135],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,15544,0,1155,1155,"","","",2,112
103,3,14,16323,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,15772,0,1155,1155,"","","",2,1285
104,3,15,16324,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,16000,0,1155,1155,"","","",2,1285
105,3,16,16325,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,16196,0,1155,1155,"","","",2,1285
106,3,17,16326,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,16424,0,1155,1155,"","","",2,1287
107,3,18,16327,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,16652,0,1155,1155,"","","",2,1287
108,3,19,16328,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,16848,0,1155,1155,"","","",2,1287
109,3,20,16329,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[136],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,17076,0,1155,1155,"","","",2,1286
110,3,21,16330,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[137],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,17304,0,1155,1155,"","","",2,1286
111,3,22,16331,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[138],3,"[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,[],[],0,0,17500,0,1155,1155,"","","",2,1286
112,3,23,16332,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[],0,0,17552,0,1155,1155,"","","",2,113
113,3,24,16333,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[],0,0,17604,0,1155,1155,"","","",2,113
114,3,25,16334,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[139],1,"[9,10]",1,"",0,0,[],[],0,0,17656,0,1155,1155,"","","",2,6555
115,3,26,16335,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[140],2,"[9,10]",1,"",0,0,[],[],0,0,17708,0,1155,1155,"","","",2,6555
116,3,27,16337,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[742],0,0,17952,0,1155,1155,"","","",2,348
117,3,28,16338,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[742],0,0,18196,0,1155,1155,"","","",2,348
118,3,29,16340,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[743],0,0,18424,0,1155,1155,"","","",2,352
119,3,30,16341,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[743],0,0,18652,0,1155,1155,"","","",2,352
120,3,31,16343,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[141],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[744],0,0,18880,0,1155,1155,"","","",2,356
121,3,32,16344,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[142],3,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[744],0,0,19108,0,1155,1155,"","","",2,356
122,3,33,16345,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],0,0,19320,0,1155,1155,"","","",2,358
123,3,34,16346,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[],0,0,19532,0,1155,1155,"","","",2,358
124,3,35,16347,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[],0,0,19568,0,1155,1155,"","","",1,123
125,3,36,16348,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[],0,0,19604,0,1155,1155,"","","",1,123
126,3,37,16349,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[],0,0,19640,0,1155,1155,"","","",1,123
127,3,38,16351,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,19804,0,1155,1155,"","","",1,0
128,3,39,16352,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],0,0,19968,0,1155,1155,"","","",1,0
129,3,40,16353,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[],0,0,20068,0,1155,1155,"","","",1,0
130,3,41,16354,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[],0,0,20104,0,1155,1155,"","","",1,0
131,3,42,16355,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[],0,0,20188,0,1155,1155,"","","",1,20
132,3,43,16356,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[],0,0,20224,0,1155,1155,"","","",1,20
133,3,44,16357,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,20308,0,1155,1155,"","","",2,21
134,3,45,16358,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[],0,0,20360,0,1155,1155,"","","",2,21
135,3,46,16359,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[],0,0,20444,0,1155,1155,"","","",2,27
136,3,47,16367,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[1],[],0,0,20492,0,1155,1155,"","","",1,10
137,3,48,16368,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[1],[],0,0,20544,0,1155,1155,"","","",1,10
