"rownum","Id","MinLevel","MaxLevel","SpawnWeight","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
20,"Iguana",68,100,100,1344,5715,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsIguana"
21,"CarrionQueen",23,100,100,1345,5746,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsCarrionQueen"
22,"SandLeaper",34,100,100,1346,5749,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSandLeaper"
23,"Devourer",21,100,100,1347,5753,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsDevourer"
24,"PlagueSpider",68,100,25,1348,5762,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlagueSpider"
25,"PlatedSpider",77,100,10,1349,5767,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlatedSpider"
26,"Spider",18,100,100,1350,5774,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSpider"
27,"Scorpion",68,100,100,1351,5758,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpion"
28,"ParasiticSquid",18,100,10,1352,5846,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsParasiticSquid"
29,"SirenSpawn",18,100,100,1353,5850,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSirenSpawn"
30,"Squid",68,100,100,1354,5854,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSquid"
31,"SandSpitter",2,100,100,1355,5827,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSandSpitter"
32,"ShieldCrab",5,100,100,1356,5830,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsShieldCrab"
33,"Crab",2,100,100,1357,5833,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",74,100,12,1358,5836,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",78,100,8,1359,5839,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",68,100,8,1360,5842,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
37,"TigerSpiritBoss",0,0,0,1361,5736,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTigerSpiritBoss"
38,"RhexSpiritBoss",0,0,0,1362,5691,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhexSpiritBoss"
39,"ScorpionSpiritBoss",0,0,0,1363,5770,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpionSpiritBoss"
40,"CrabSpiritBoss",0,0,0,1364,5744,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrabSpiritBoss"
41,"Parasite",0,0,0,"","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsParasite"
42,"RoosterDemon",0,0,0,"","","Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsCockerel"
43,"PurgeHound",68,100,0,1365,5818,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHound"
