"rownum","DelveUpgradeTypeKey","UpgradeLevel","StatsKeys","StatValues","Cost","i32","AchievementItemsKey","i32"
177,4,30,[8276],[900],4591,0,"",0
178,4,31,[8276],[930],4818,0,"",0
179,4,32,[8276],[960],4867,0,"",0
180,4,33,[8276],[990],5302,0,"",0
181,4,34,[8276],[1020],5564,0,"",0
182,4,35,[8276],[1050],5621,0,"",0
183,4,36,[8276],[1080],6123,0,"",0
184,4,37,[8276],[1110],6425,0,"",0
185,4,38,[8276],[1140],6491,0,"",0
186,4,39,[8276],[1170],7072,0,"",0
187,4,40,[8276],[1200],7420,0,"",0
188,4,41,[8276],[1230],7496,0,"",0
189,4,42,[8276],[1260],8167,0,"",0
190,4,43,[8276],[1290],8569,0,"",0
191,4,44,[8276],[1320],8657,0,"",0
192,4,45,[8276],[1350],9431,0,"",0
193,4,46,[8276],[1380],9896,0,"",0
194,4,47,[8276],[1410],9998,0,"",0
195,4,48,[8276],[1440],10892,0,"",0
196,4,49,[8276],[1470],11429,0,"",0
197,4,50,[8276],[1500],11546,0,"",0
198,4,51,[8276],[1530],12578,0,"",0
199,4,52,[8276],[1560],13199,0,"",0
200,4,53,[8276],[1590],13334,0,"",0
201,4,54,[8276],[1620],14526,0,"",0
202,4,55,[8276],[1650],15242,0,"",0
203,4,56,[8276],[1680],15398,0,"",0
204,4,57,[8276],[1710],16775,0,"",0
205,4,58,[8276],[1740],17603,0,"",0
206,4,59,[8276],[1770],17783,0,"",0
207,4,60,[8276],[1800],19373,0,"",0
208,4,61,[8276],[1830],20328,0,"",0
209,4,62,[8276],[1860],20536,0,"",0
210,4,63,[8276],[1890],22373,0,"",0
211,4,64,[8276],[1920],23476,0,"",0
212,4,65,[8276],[1950],23716,0,"",0
213,4,66,[8276],[1980],25837,0,"",0
214,4,67,[8276],[2010],27111,0,"",0
215,4,68,[8276],[2040],27388,0,"",0
216,4,69,[8276],[2070],29838,0,"",0
217,4,70,[8276],[2100],31309,0,"",0
218,4,71,[8276],[2130],31629,0,"",0
219,4,72,[8276],[2160],34458,0,"",0
220,4,73,[8276],[2190],36157,0,"",0
221,4,74,[8276],[2220],36527,0,"",0
222,4,75,[8276],[2250],39794,0,"",0
223,4,76,[8276],[2280],41756,0,"",0
224,4,77,[8276],[2310],42183,0,"",0
225,4,78,[8276],[2340],45956,0,"",0
226,4,79,[8276],[2370],48222,0,"",0
227,4,80,[8276],[2400],48715,0,"",0
228,4,81,[8276],[2430],53072,0,"",0
229,4,82,[8276],[2460],55689,0,"",0
230,4,83,[8276],[2490],56258,0,"",0
231,4,84,[8276],[2520],61290,0,"",0
232,4,85,[8276],[2550],64312,0,"",0
233,4,86,[8276],[2580],64970,0,"",0
234,4,87,[8276],[2610],70780,0,"",0
235,4,88,[8276],[2640],74271,0,"",0
236,4,89,[8276],[2670],75030,0,"",0
237,4,90,[8276],[2700],81740,0,"",0
238,4,91,[8276],[2730],85771,0,"",0
239,4,92,[8276],[2760],86648,0,"",0
240,4,93,[8276],[2790],94398,0,"",0
241,4,94,[8276],[2820],99053,0,"",0
242,4,95,[8276],[2850],100066,0,"",0
243,4,96,[8276],[2880],109015,0,"",0
244,4,97,[8276],[2910],114391,0,"",0
245,4,98,[8276],[2940],115561,0,"",0
246,4,99,[8276],[2970],125895,0,"",0
247,4,100,[8276],[3000],132104,0,"",0
248,4,101,[8276],[3030],133455,0,"",0
249,4,102,[8276],[3060],145390,0,"",0
250,4,103,[8276],[3090],152560,0,"",0
251,4,104,[8276],[3120],154120,0,"",0
252,4,105,[8276],[3150],167903,0,"",0
253,7,0,[8278],[0],0,0,"",0
254,7,1,[8278],[15],96,0,"",0
255,7,2,[8278],[40],203,0,"",0
256,7,3,[8278],[75],366,0,"",0
257,7,4,[8278],[100],520,0,"",0
258,7,5,[8278],[125],763,0,"",0
259,7,6,[8278],[150],1136,0,"",0
260,7,7,[8278],[175],1349,0,"",0
261,7,8,[8278],[200],1661,0,"",0
262,7,9,[8278],[225],2007,0,"",0
263,7,10,[8278],[250],2213,0,"",0
264,8,0,[8279],[0],0,0,"",0
265,8,1,[8279],[30],101,0,"",6
266,8,2,[8279],[60],261,0,"",13
267,8,3,[8279],[90],451,0,"",20
268,8,4,[8279],[120],719,0,"",25
269,8,5,[8279],[150],1021,0,"",29
270,8,6,[8279],[180],1379,0,"",35
271,8,7,[8279],[210],1658,0,"",0
272,8,8,[8279],[240],1808,0,"",0
273,8,9,[8279],[270],2077,0,"",0
274,8,10,[8279],[300],2259,0,"",0
275,8,11,[8279],[330],2377,0,"",0
276,8,12,[8279],[360],2721,0,"",0
277,8,13,[8279],[390],2970,0,"",0
278,8,14,[8279],[420],2929,0,"",0
279,8,15,[8279],[450],3116,0,"",0
280,8,16,[8279],[480],3191,0,"",0
281,8,17,[8279],[510],3148,0,"",0
282,8,18,[8279],[540],3429,0,"",0
283,8,19,[8279],[570],3599,0,"",0
284,8,20,[8279],[600],3635,0,"",0
285,8,21,[8279],[630],3961,0,"",0
286,8,22,[8279],[660],4156,0,"",0
287,8,23,[8279],[690],4198,0,"",0
288,8,24,[8279],[720],4574,0,"",0
289,8,25,[8279],[750],4799,0,"",0
290,8,26,[8279],[780],4848,0,"",0
291,8,27,[8279],[810],5282,0,"",0
292,8,28,[8279],[840],5543,0,"",0
293,8,29,[8279],[870],5599,0,"",0
294,8,30,[8279],[900],6100,0,"",0
295,8,31,[8279],[930],6401,0,"",0
296,8,32,[8279],[960],6466,0,"",0
297,8,33,[8279],[990],7044,0,"",0
298,8,34,[8279],[1020],7392,0,"",0
299,8,35,[8279],[1050],7467,0,"",0
300,8,36,[8279],[1080],8135,0,"",0
301,8,37,[8279],[1110],8537,0,"",0
302,8,38,[8279],[1140],8624,0,"",0
303,8,39,[8279],[1170],9395,0,"",0
304,8,40,[8279],[1200],9858,0,"",0
305,8,41,[8279],[1230],9959,0,"",0
306,8,42,[8279],[1260],10850,0,"",0
307,8,43,[8279],[1290],11385,0,"",0
308,8,44,[8279],[1320],11501,0,"",0
309,8,45,[8279],[1350],12530,0,"",0
310,8,46,[8279],[1380],13148,0,"",0
311,8,47,[8279],[1410],13282,0,"",0
312,8,48,[8279],[1440],14470,0,"",0
313,8,49,[8279],[1470],15184,0,"",0
314,8,50,[8279],[1500],15339,0,"",0
315,8,51,[8279],[1530],16711,0,"",0
316,8,52,[8279],[1560],17535,0,"",0
317,8,53,[8279],[1590],17714,0,"",0
318,8,54,[8279],[1620],19298,0,"",0
319,8,55,[8279],[1650],20250,0,"",0
320,8,56,[8279],[1680],20457,0,"",0
321,8,57,[8279],[1710],22287,0,"",0
322,8,58,[8279],[1740],23386,0,"",0
323,8,59,[8279],[1770],23625,0,"",0
324,8,60,[8279],[1800],25738,0,"",0
325,8,61,[8279],[1830],27007,0,"",0
326,8,62,[8279],[1860],27283,0,"",0
327,8,63,[8279],[1890],29723,0,"",0
328,8,64,[8279],[1920],31189,0,"",0
329,8,65,[8279],[1950],31508,0,"",0
330,8,66,[8279],[1980],34326,0,"",0
331,8,67,[8279],[2010],36018,0,"",0
332,8,68,[8279],[2040],36387,0,"",0
333,8,69,[8279],[2070],39641,0,"",0
334,8,70,[8279],[2100],41596,0,"",0
335,8,71,[8279],[2130],42021,0,"",0
336,8,72,[8279],[2160],45779,0,"",0
337,8,73,[8279],[2190],48037,0,"",0
338,8,74,[8279],[2220],48528,0,"",0
339,8,75,[8279],[2250],52868,0,"",0
340,8,76,[8279],[2280],55475,0,"",0
341,8,77,[8279],[2310],56042,0,"",0
342,8,78,[8279],[2340],61054,0,"",0
343,8,79,[8279],[2370],64065,0,"",0
344,8,80,[8279],[2400],64720,0,"",0
345,8,81,[8279],[2430],70508,0,"",0
346,8,82,[8279],[2460],73985,0,"",0
347,8,83,[8279],[2490],74742,0,"",0
348,8,84,[8279],[2520],81426,0,"",0
349,8,85,[8279],[2550],85442,0,"",0
350,8,86,[8279],[2580],86315,0,"",0
351,8,87,[8279],[2610],94035,0,"",0
352,8,88,[8279],[2640],98672,0,"",0
353,8,89,[8279],[2670],99681,0,"",0
354,8,90,[8279],[2700],108595,0,"",0
355,8,91,[8279],[2730],113951,0,"",0
356,8,92,[8279],[2760],115116,0,"",0
357,8,93,[8279],[2790],125411,0,"",0
358,8,94,[8279],[2820],131596,0,"",0
359,8,95,[8279],[2850],132942,0,"",0
360,8,96,[8279],[2880],144831,0,"",0
361,8,97,[8279],[2910],151973,0,"",0
362,8,98,[8279],[2940],153527,0,"",0
363,8,99,[8279],[2970],167257,0,"",0
364,8,100,[8279],[3000],175506,0,"",0
365,8,101,[8279],[3030],177300,0,"",0
366,8,102,[8279],[3060],193156,0,"",0
367,8,103,[8279],[3090],202682,0,"",0
368,8,104,[8279],[3120],204755,0,"",0
369,8,105,[8279],[3150],223066,0,"",0
370,5,0,[8277],"[0,0]",0,0,"",0
371,5,1,[8277],"[25,1]",110,0,"",0
372,5,2,[8277],"[50,1]",419,0,"",0
373,5,3,[8277],"[75,2]",872,0,"",0
374,5,4,[8277],"[100,2]",1437,0,"",0
375,5,5,[8277],"[125,3]",1899,0,"",0
376,9,0,[8317],[14000],0,0,"",0
377,9,1,[8317],[15000],77,0,"",0
378,9,2,[8317],[16000],166,0,"",0
379,9,3,[8317],[17000],309,0,"",0
380,9,4,[8317],[18000],467,0,"",0
381,9,5,[8317],[19000],635,0,"",0
382,9,6,[8317],[20000],1046,0,"",0
383,9,7,[8317],[21000],1246,0,"",0
384,9,8,[8317],[22000],1423,0,"",0
385,9,9,[8317],[23000],1859,0,"",0
386,9,10,[8317],[24000],1973,0,"",0
