"rownum","rid","rid","[rid]"
183,6412,6413,[]
184,6483,6488,[]
185,6484,6488,[]
186,6485,6488,[]
187,6486,6488,[]
188,6487,6488,[]
189,6489,6491,[]
190,6490,6491,[]
191,6496,6508,[]
192,6497,6508,[]
193,6498,6508,[]
194,6499,6508,[]
195,6500,6508,[]
196,6501,6508,[]
197,6502,6508,[]
198,6503,6508,[]
199,6504,6508,[]
200,6505,6508,[]
201,6506,6508,[]
202,6507,6508,[]
203,6509,6520,[]
204,6510,6520,[]
205,6511,6520,[]
206,6512,6520,[]
207,6513,6520,[]
208,6514,6520,[]
209,6515,6520,[]
210,6516,6520,[]
211,6517,6520,[]
212,6518,6520,[]
213,6519,6520,[]
214,6522,6523,[]
215,6529,6530,[]
216,6531,6532,[]
217,6533,6534,[]
218,6535,6537,[]
219,6544,6545,[]
220,6546,6547,[]
221,6549,6550,[]
222,6551,6552,[]
223,6571,6573,[]
224,6572,6573,[]
225,6583,6573,[]
226,6574,6576,[]
227,6575,6576,[]
228,6577,6579,[]
229,6578,6579,[]
230,6580,6582,[]
231,6581,6582,[]
232,6613,6615,[]
233,6614,6615,[]
234,6616,6617,[]
235,6618,6619,[]
236,6620,6621,[]
237,6711,6621,[]
238,6622,6623,[]
239,6712,6623,[]
240,6624,6625,[]
241,6713,6625,[]
242,6626,6627,[]
243,6714,6627,[]
244,6628,6629,[]
245,6630,6631,[]
246,6632,6633,[]
247,6715,6633,[]
248,6634,6635,[]
249,6704,6635,[]
250,6636,6637,[]
251,6705,6637,[]
252,6638,6639,[]
253,6706,6639,[]
254,6640,6642,[]
255,6641,6642,[]
256,6643,6645,[]
257,6644,6645,[]
258,6646,6647,[]
259,6707,6647,[]
260,6648,6649,[]
261,6708,6649,[]
262,6650,6651,[]
263,6709,6651,[]
264,6652,6653,[]
265,6710,6653,[]
266,6672,6674,[]
267,6673,6674,[]
268,6721,6723,[]
269,6722,6723,[]
270,6724,6726,[]
271,6725,6726,[]
272,6727,6729,[]
273,6728,6729,[]
274,6737,6747,[]
275,6738,6747,[]
276,6739,6747,[]
277,6740,6747,[]
278,6742,6747,[]
279,6743,6747,[]
280,6744,6747,[]
281,6745,6747,[]
282,6741,6748,[]
283,6746,6748,[]
284,6749,6750,[]
285,6754,6750,[]
286,6751,6752,[]
287,6755,6752,[]
288,6757,6758,[]
289,6759,6760,[]
290,6764,6766,[]
291,6765,6766,[]
292,6767,6768,[]
293,6771,6768,[]
294,6769,6770,[]
295,6772,6770,[]
296,6773,6774,[]
297,6775,6776,[]
298,6782,6783,[]
299,6786,6783,[]
300,6790,6791,[]
301,6795,6791,[]
302,6792,6793,[]
303,6796,6793,[]
304,6797,6798,[]
305,6799,6800,[]
306,6805,6811,[]
307,6808,6811,[]
308,6806,6812,[]
309,6809,6812,[]
310,6807,6813,[]
311,6810,6813,[]
312,6814,6818,[]
313,6816,6818,[]
314,6815,6819,[]
315,6817,6819,[]
316,6820,6821,[]
317,6822,6823,[]
318,6826,6832,[]
319,6829,6832,[]
320,6827,6833,[]
321,6830,6833,[]
322,6828,6834,[]
323,6831,6834,[]
324,6835,6837,[]
325,6836,6837,[]
326,6838,6840,[]
327,6839,6840,[]
328,6841,6842,[]
329,6844,6842,[]
330,6846,6847,[]
331,6848,6849,[]
332,7262,7269,[]
333,7263,7270,[]
334,7264,7271,[]
335,7265,7272,[]
336,7266,7273,[]
337,7267,7274,[]
338,7268,7275,[]
339,7284,7294,[]
340,7285,7295,[]
341,7286,7296,[]
342,7287,7297,[]
343,7288,7298,[]
344,7290,7299,[]
345,7308,7319,[]
346,7309,7320,[]
347,7310,7321,[]
348,7311,7322,[]
349,7315,7323,[]
350,7316,7324,[]
351,7317,7325,[]
352,7318,7326,[]
353,7332,7346,[]
354,7333,7347,[]
355,7334,7348,[]
356,7335,7349,[]
357,7336,7348,[]
358,7337,7349,[]
359,7338,7348,[]
360,7339,7349,[]
361,7340,7350,[]
362,7341,7351,[]
363,7342,7352,[]
364,7343,7353,[]
365,7344,7354,[]
366,7345,7355,[]
367,5227,5229,[]
368,5228,5229,[]
369,5230,5234,[]
370,5231,5234,[]
371,5232,5234,[]
372,5233,5234,[]
373,4732,4738,[]
374,4733,4738,[]
375,4734,4738,[]
376,4735,4738,[]
377,4736,4738,[]
378,4737,4738,[]
379,4740,4742,[]
380,4741,4742,[]
381,4745,4747,[]
382,4746,4747,[]
383,4750,4753,[]
384,4751,4753,[]
385,4752,4753,[]
386,4754,4762,[]
387,4755,4762,[]
388,4756,4762,[]
389,4757,4762,[]
390,4758,4762,[]
391,4759,4762,[]
392,4764,4766,[]
393,4765,4766,[]
394,4767,4769,[]
395,4768,4769,[]
396,4771,4774,[]
397,4772,4774,[]
398,4773,4774,[]
399,4780,4783,[]
400,4781,4783,[]
401,4782,4783,[]
402,4775,4778,[]
403,4776,4778,[]
404,4777,4778,[]
405,4784,4778,[]
406,4785,4778,[]
407,4786,4778,[]
408,4789,4791,[]
409,4790,4791,[]
410,4792,4794,[]
411,4793,4794,[]
412,4796,4798,[]
413,4797,4798,[]
414,4799,4801,[]
415,4800,4801,[]
416,4369,4370,[]
417,4371,4372,[]
418,4373,4374,[]
419,6524,6527,[]
420,6526,6527,[]
421,6525,6527,[]
422,7542,7543,[]
423,7544,7545,[]
424,7547,7548,[]
425,7549,7550,[]
426,7551,7552,[]
427,7553,7554,[]
428,7555,7556,[]
429,7557,7558,[]
430,7559,7560,[]
431,7561,7562,[]
432,7563,7564,[]
433,7565,7566,[]
434,7567,7568,[]
435,7569,7570,[]
436,7571,7572,[]
437,7574,7575,[]
438,7576,7577,[]
439,7579,7580,[]
440,7581,7582,[]
441,7583,7584,[]
442,7585,7586,[]
443,7587,7588,[]
444,7589,7590,[]
445,7591,7592,[]
446,7593,7594,[]
447,7596,7597,[]
448,7598,7599,[]
449,7600,7601,[]
450,7603,7604,[]
451,7606,7607,[]
452,7608,7609,[]
453,7610,7611,[]
454,7613,7614,[]
455,7615,7616,[]
456,7617,7618,[]
457,7622,7623,[]
458,7624,7625,[]
459,7626,7627,[]
460,7628,7629,[]
461,7630,7631,[]
462,7632,7633,[]
463,7634,7635,[]
464,7780,7782,[]
465,7781,7782,[]
466,7783,7784,[]
467,7785,7786,[]
468,7787,7788,[]
469,7789,7790,[]
470,7791,7792,[]
471,7793,7794,[]
472,7795,7796,[]
473,7797,7798,[]
474,7799,7794,[]
475,7800,7796,[]
476,7801,7798,[]
477,7806,7808,[]
478,7807,7808,[]
479,7809,7810,[]
480,7811,7812,[]
481,7813,7814,[]
482,7816,7817,[]
483,7818,7819,[]
484,7822,7825,[]
485,7823,7825,[]
486,7824,7825,[]
487,7826,7830,[]
488,7827,7830,[]
489,7828,7830,[]
490,7829,7830,[]
491,7831,7834,[]
492,7832,7834,[]
493,7833,7834,[]
494,7835,7838,[]
495,7836,7838,[]
496,7837,7838,[]
497,7842,7843,[]
498,7844,7845,[]
499,7846,7847,[]
500,7848,7849,[]
501,7850,7851,[]
502,7852,7853,[]
503,7854,7855,[]
504,7856,7843,[]
505,7857,7845,[]
506,7858,7847,[]
507,7859,7849,[]
508,7860,7849,[]
509,7861,7851,[]
510,7862,7853,[]
511,7863,7855,[]
512,7864,7865,[]
513,7866,7867,[]
514,7868,7869,[]
515,7870,7871,[]
516,7872,7865,[]
517,7873,7867,[]
518,7874,7869,[]
519,7875,7871,[]
520,7880,7881,[]
521,7882,7883,[]
522,7884,7885,[]
523,7887,7888,[]
524,7893,7894,[]
525,7895,7896,[]
526,7897,7898,[]
527,7899,7900,[]
528,306,307,[]
529,7987,7989,[]
530,7988,7989,[]
531,7990,7991,[]
532,7992,7994,[]
533,7993,7994,[]
534,7995,7996,[]
535,7997,7999,[]
536,7998,7999,[]
537,8000,8001,[]
538,8002,8004,[]
539,8003,8004,[]
540,8005,8006,[]
541,8007,8009,[]
542,8008,8009,[]
543,8010,8011,[]
544,8013,8014,[]
545,8015,8016,[]
546,8017,8019,[]
547,8018,8019,[]
548,8020,8022,[]
549,8021,8022,[]
550,8025,8027,[]
551,8026,8027,[]
552,8031,8033,[]
553,8034,8037,[]
554,8038,8041,[]
555,8042,8044,[]
556,8043,8044,[]
557,8045,8047,[]
558,8046,8047,[]
559,8048,8050,[]
560,8049,8050,[]
561,8051,8053,[]
562,8052,8053,[]
563,8054,8056,[]
564,8055,8056,[]
565,8057,8058,[]
566,8074,8075,[]
567,8076,8078,[]
568,8077,8078,[]
569,8079,8080,[]
570,8083,8084,[]
571,8089,8084,[]
572,8085,8086,[]
573,8090,8086,[]
574,8145,8146,[]
575,8147,8148,[]
576,8150,8151,[]
577,8152,8153,[]
578,8156,8157,[]
579,8159,8160,[]
580,8161,8162,[]
581,8163,8164,[]
582,8165,8166,[]
583,8167,8168,[]
584,8169,8168,[]
585,8170,8171,[]
586,8172,8173,[]
587,8174,8175,[]
588,8177,8178,[]
589,8180,8181,[]
590,8184,8185,[]
591,8186,8187,[]
