"rownum","BaseItemType","i32","i32"
149,3564,160,105
150,3563,30,105
151,3568,0,0
152,3569,0,0
153,3438,100,44
154,3453,0,0
155,3500,260,338
156,3409,150,131
157,3422,80,62
158,3535,30,105
159,3464,180,235
160,3421,120,131
161,3434,120,0
162,3520,160,105
163,3524,30,105
164,3519,160,131
165,3462,190,235
166,3414,150,131
167,3466,30,62
168,3508,160,131
169,3412,250,235
170,3376,330,235
171,3375,550,340
172,3374,85,62
173,3449,250,131
174,3437,0,0
175,3514,30,105
176,3513,160,105
177,3547,0,0
178,3546,350,0
179,647,100,0
180,400,90,0
181,2180,110,217
182,2179,125,217
183,2157,110,217
184,2156,125,217
185,1011,110,217
186,387,10,200
187,1648,125,217
188,1647,110,217
189,1964,115,200
190,696,90,62
191,1101,110,270
192,372,75,200
193,578,110,131
194,2190,125,200
195,1502,95,131
196,1075,95,0
197,1835,120,220
198,1593,100,131
199,1590,125,62
200,1554,120,0
201,1999,110,205
202,2134,120,205
203,2132,120,271
204,2005,125,270
205,1613,0,271
206,1700,110,200
207,373,95,131
208,410,100,200
209,405,95,200
210,403,25,62
211,390,95,200
212,1525,110,217
213,1526,125,217
214,1780,135,200
215,643,80,131
216,1963,120,200
217,2273,110,217
218,2272,125,217
219,636,100,200
220,788,100,131
221,713,95,200
222,1838,95,131
223,1589,110,131
224,1121,125,131
225,899,125,131
226,895,120,131
227,2136,125,0
228,1594,125,131
229,406,90,62
230,1826,130,200
231,1828,0,0
232,1862,110,217
233,1866,125,217
234,377,80,0
235,646,90,131
236,2046,110,217
237,2045,125,217
238,2244,0,0
239,2001,125,205
240,1839,115,205
241,1540,110,217
242,1541,125,217
243,2199,120,270
244,2198,125,270
245,1186,125,217
246,2060,110,217
247,2059,125,217
248,402,90,0
249,2296,110,217
250,2295,125,217
251,1080,90,131
252,1083,100,131
253,1078,90,131
254,1081,125,131
255,1079,80,131
256,1082,85,200
257,694,75,0
258,699,75,0
259,1679,95,0
260,1010,125,0
261,409,65,0
262,695,75,0
263,991,90,0
264,682,90,131
265,720,125,131
266,1591,130,250
267,642,95,62
268,411,80,0
269,645,80,62
270,1096,110,131
271,698,90,131
272,592,110,131
273,1107,110,217
274,1751,110,217
275,1746,125,217
276,2137,0,220
277,389,35,62
278,742,120,131
279,381,15,62
280,804,110,131
281,744,120,200
282,1076,110,131
283,700,75,131
284,644,90,131
285,792,110,131
286,1051,125,217
287,380,90,200
288,2138,0,0
289,1092,110,131
290,978,120,200
291,898,125,131
292,1091,100,131
293,399,120,131
294,1588,115,160
295,794,100,0
296,795,100,131
297,697,95,131
298,579,95,131
299,1786,0,220
300,580,95,0
301,1592,130,0
302,793,100,131
303,680,90,131
304,1050,125,131
305,1012,110,217
306,1099,115,0
307,1100,95,62
308,1098,110,131
309,1087,95,0
310,1095,125,0
311,1097,90,0
312,1694,100,131
313,1093,105,200
314,1877,110,217
315,1881,125,217
316,2361,0,269
317,2359,125,200
318,2360,125,269
319,2357,0,200
320,2358,125,200
321,2325,0,269
322,388,70,131
323,1089,125,131
324,2231,115,0
325,2104,125,270
326,2341,0,0
327,2356,125,269
328,2092,125,200
329,1104,125,200
330,2340,125,269
331,2339,125,269
332,2226,120,200
333,1090,100,131
334,2237,125,200
335,2338,135,200
336,2240,120,200
337,1601,120,131
338,1704,125,200
339,1114,95,220
340,1115,130,200
341,2229,115,200
342,2242,135,200
343,2230,115,200
344,1827,125,131
345,2093,150,270
346,2233,125,200
347,2241,120,200
348,2232,0,271
349,1966,120,271
350,1116,100,200
351,2024,0,0
352,2023,0,0
353,2022,0,0
354,2021,130,0
355,2239,0,0
356,1607,115,131
357,2139,0,0
358,798,90,220
359,1750,110,217
360,1745,125,217
361,605,100,131
362,791,120,131
363,790,100,131
364,1849,0,0
365,385,25,62
366,2238,115,0
367,1662,110,217
368,1663,125,217
369,2103,120,270
370,1705,120,200
371,408,55,62
372,1077,110,217
373,1094,85,160
374,1585,100,62
375,954,110,131
376,677,70,131
377,814,110,131
378,1120,100,160
379,2355,0,269
380,676,80,0
381,681,90,131
382,1824,110,131
383,401,90,0
384,407,70,62
385,2236,0,0
386,2235,0,0
387,2234,0,0
388,425,0,0
389,706,200,200
390,802,0,0
391,2173,320,411
392,2178,180,272
393,2177,150,189
394,2168,130,91
395,2167,100,133
396,2170,80,52
397,2175,80,161
398,2172,230,244
399,2169,80,52
400,2171,250,184
401,2174,180,272
402,641,100,0
403,588,60,0
404,459,40,0
405,2149,320,411
406,2155,180,272
407,2154,150,189
408,2143,100,133
409,2144,130,91
410,2146,80,52
411,2152,80,161
412,2148,230,244
413,2145,80,52
414,2147,250,184
415,2150,180,272
416,2201,180,0
417,2202,180,0
418,2203,130,0
419,2205,80,0
420,2204,80,0
421,2206,250,0
422,2207,210,0
423,871,150,0
424,394,15,62
425,2209,180,340
426,2208,130,145
427,2211,80,100
428,2210,80,100
429,2212,250,275
430,2213,275,407
431,1645,320,411
432,1654,180,272
433,942,130,0
434,944,80,0
435,946,160,0
436,943,80,0
437,945,250,0
438,1652,180,272
439,1649,150,189
440,1653,180,0
441,1650,100,91
442,1640,130,133
443,1642,80,52
444,1651,80,161
445,1644,230,244
446,1641,80,52
447,1643,250,184
448,1113,150,0
449,1108,100,0
450,1110,80,0
451,1112,110,0
452,1109,80,0
453,1111,250,0
454,595,160,131
455,594,150,131
456,593,160,131
457,1998,320,650
458,2224,175,234
459,2075,130,145
460,2077,80,100
461,2080,190,340
462,2076,80,100
463,2078,250,275
464,346,70,97
465,843,250,407
466,415,85,131
467,526,110,88
468,525,70,42
469,451,90,62
470,524,70,42
471,523,215,136
472,335,50,62
473,334,50,0
474,1941,0,0
475,1939,0,0
476,1935,0,0
477,1937,0,0
478,1936,0,0
479,1938,0,0
480,1940,0,0
481,782,320,510
482,417,195,131
483,2227,150,0
484,522,110,88
485,521,70,42
486,444,175,200
487,520,70,42
488,519,215,136
489,1122,0,0
490,630,0,0
491,1900,0,0
492,1902,0,0
493,989,320,411
494,993,180,272
495,1000,180,272
496,1719,180,478
497,1007,150,189
498,984,130,133
499,986,80,52
500,994,80,161
501,988,230,244
502,985,80,52
503,987,250,184
504,2081,180,0
505,941,220,0
506,939,150,0
507,940,120,0
508,350,65,97
509,881,65,0
510,418,15,28
511,2062,640,489
512,2070,300,377
513,2064,200,266
514,2065,260,181
515,2067,160,106
516,2071,160,322
517,2069,360,544
518,2066,160,106
519,2068,500,370
520,2063,460,489
521,2142,0,200
522,733,240,200
523,391,90,200
524,789,160,303
525,1032,190,0
526,1210,0,0
527,1209,0,0
528,1208,0,0
529,1207,0,0
530,1206,0,0
531,1205,0,0
532,1204,0,0
533,1029,175,165
534,2095,100,0
535,1805,80,97
536,464,0,0
537,463,0,0
538,462,0,0
539,461,0,0
540,485,0,0
541,484,0,0
542,483,0,0
543,482,0,0
544,481,0,0
545,480,0,0
546,475,0,0
547,474,0,0
548,473,0,0
549,472,0,0
550,544,0,305
551,543,0,305
552,542,0,200
553,541,0,200
554,2006,0,0
555,2007,0,0
556,2009,0,0
557,2011,0,0
558,2010,0,0
559,2012,0,0
560,2115,180,338
561,1840,110,234
562,1151,0,0
563,1152,0,0
564,1146,0,0
565,1148,0,0
566,1150,0,0
567,1147,0,0
568,1149,0,0
569,1693,160,165
570,1564,110,131
571,1695,130,0
572,1697,80,0
573,1696,80,0
574,1698,250,0
575,396,40,62
576,1014,210,200
577,821,130,113
578,823,80,65
579,822,80,65
580,824,250,229
581,1047,300,407
582,599,110,88
583,601,70,42
584,600,70,42
585,603,0,338
586,602,215,136
587,604,100,407
588,1031,190,0
589,702,190,200
590,887,90,97
591,1796,0,0
592,1795,0,0
593,1794,0,0
594,1772,0,0
595,1771,0,0
596,785,175,165
597,1586,150,97
598,348,130,97
599,1048,130,0
600,1629,175,0
601,1760,130,0
602,1762,80,0
603,1761,80,0
604,1763,250,0
605,1886,640,0
606,1890,360,0
607,1888,300,0
608,1889,200,0
609,1882,260,0
610,1884,160,0
611,1891,160,0
612,1887,460,0
613,1883,160,0
614,1885,500,0
615,666,0,0
616,662,0,0
617,1915,0,0
618,1908,0,0
619,1034,190,0
620,357,225,165
621,2225,120,166
622,355,200,0
623,584,80,0
624,583,80,0
625,582,80,0
626,581,80,0
627,731,190,200
628,1513,320,411
629,1521,180,272
630,1522,180,272
631,1994,180,0
632,1527,150,189
633,1523,180,0
634,1519,100,91
635,1515,130,133
636,1517,80,52
637,1524,80,161
638,1514,230,244
639,1516,80,52
640,1518,250,184
641,1543,640,821
642,1552,360,544
643,1996,360,0
644,1551,300,377
645,1553,360,0
646,1549,200,181
647,1545,260,266
648,1547,160,106
649,1550,160,322
650,1544,460,489
651,1546,160,106
652,1548,500,370
653,344,75,165
654,715,0,0
655,717,0,0
656,716,0,0
657,718,0,0
658,476,130,165
659,1775,0,0
660,1777,0,0
661,1776,0,0
662,1778,0,0
663,353,90,0
664,529,300,510
665,613,190,338
666,437,220,338
667,572,180,338
668,1702,320,0
669,586,200,338
670,1798,150,165
671,514,0,0
672,510,130,113
673,493,95,113
674,506,0,0
675,502,0,0
676,497,130,113
677,489,120,113
678,1759,320,0
679,513,0,0
680,509,80,65
681,494,60,65
682,505,0,0
683,501,0,0
684,498,80,65
685,488,80,65
686,449,150,131
687,678,110,200
688,606,150,338
689,512,0,0
690,508,80,65
691,492,60,65
692,504,0,0
693,500,0,0
694,496,80,65
695,487,80,65
696,511,0,0
697,507,250,229
698,491,190,229
699,503,0,0
700,499,0,0
701,495,250,229
702,486,240,229
703,490,335,0
704,2252,0,0
705,2004,150,0
706,2254,0,330
707,2255,0,0
708,2257,0,0
709,2256,0,0
710,2258,0,0
711,1129,0,0
712,1124,0,0
713,1126,0,0
714,1128,0,0
715,1125,0,0
716,1127,0,0
717,1581,130,113
718,1583,80,65
719,1582,80,65
720,1584,250,229
721,1136,0,0
722,1131,0,0
723,1133,0,0
724,1135,0,0
725,1132,0,0
726,1134,0,0
727,1797,150,0
728,961,80,0
729,1843,170,337
730,393,70,62
731,460,0,0
732,552,180,200
733,1033,190,0
734,2266,320,411
735,2268,180,272
736,2267,180,272
737,2269,150,189
738,2261,130,91
739,2260,100,133
740,2263,80,52
741,2271,80,161
742,2265,230,244
743,2262,80,52
744,2264,250,184
745,1035,260,510
746,430,0,0
747,423,35,50
748,1043,50,97
749,870,150,0
750,1045,40,97
751,1143,0,0
752,1144,0,0
753,1138,0,0
754,1140,0,0
755,1142,0,0
756,1139,0,0
757,1141,0,0
758,450,0,0
759,575,160,131
760,448,0,0
761,635,310,510
762,1965,0,0
763,956,100,0
764,958,80,0
765,2094,280,0
766,960,310,0
767,957,80,0
768,959,250,0
769,809,0,303
770,412,155,338
771,693,190,338
772,692,190,338
773,688,130,113
774,732,150,200
775,690,80,65
776,445,160,131
777,689,80,65
778,691,250,229
779,1788,130,160
780,1790,80,110
781,1789,80,110
782,1791,250,300
783,422,25,50
784,1988,130,0
785,1990,80,0
786,1987,230,0
787,1989,80,0
788,1991,250,0
789,1015,320,411
790,981,180,272
791,1758,180,0
792,1008,150,189
793,1002,130,133
794,1004,80,52
795,982,80,161
796,1006,230,244
797,1003,80,52
798,1005,250,184
799,587,0,0
800,708,0,0
801,709,0,0
802,719,0,0
803,707,0,0
804,469,0,0
805,468,140,165
806,471,125,97
807,465,75,97
808,1052,100,113
809,1054,80,65
810,1056,230,303
811,1053,80,65
812,1055,250,229
813,1162,180,0
814,906,80,0
815,1923,0,0
816,1921,0,0
817,1917,0,0
818,1919,0,0
819,1918,0,0
820,1920,0,0
821,1922,0,0
822,965,100,0
823,967,80,0
824,966,80,0
825,968,250,0
826,970,30,0
827,969,30,0
828,869,150,0
829,358,0,0
830,841,320,650
831,772,0,0
832,765,0,0
833,767,0,0
834,766,0,0
835,768,0,0
836,1203,190,405
837,834,220,0
838,685,0,0
839,686,0,0
840,684,0,0
841,913,0,0
842,915,0,0
843,917,0,0
844,914,0,0
845,916,0,0
846,359,0,0
847,1734,640,821
848,900,0,0
849,1749,360,544
850,1967,360,0
851,1742,300,377
852,1754,200,181
853,1728,260,266
854,1730,160,106
855,1757,160,322
856,1737,460,489
857,1729,160,106
858,1731,500,370
859,1563,270,650
860,1787,300,580
861,416,85,131
862,2073,185,338
863,1825,160,0
864,1807,80,165
865,618,130,88
866,620,80,42
867,446,70,62
868,2072,230,0
869,619,80,42
870,621,250,136
871,868,150,0
872,703,100,97
873,1853,320,411
874,1863,180,272
875,1865,180,272
876,1861,150,189
877,1855,100,91
878,1856,130,133
879,1858,80,52
880,1864,80,161
881,1854,230,244
882,1859,80,52
883,1857,250,184
884,2314,0,476
885,2315,0,234
886,2310,130,166
887,2312,80,97
888,2228,80,200
889,2311,80,97
890,2313,250,338
891,769,0,0
892,753,0,0
893,755,0,0
894,754,0,0
895,756,0,0
896,1904,0,0
897,1906,0,0
898,1905,0,0
899,1907,0,0
900,1910,0,0
901,1912,0,0
902,1911,0,0
903,1913,0,0
904,591,0,0
905,590,0,0
906,589,0,0
907,343,55,97
908,1565,0,0
909,1580,210,338
910,1568,0,0
911,1570,0,0
912,1569,0,0
913,1571,0,0
914,833,290,407
915,679,125,165
916,1602,130,113
917,1604,80,65
918,1606,160,303
919,1603,80,65
920,1605,250,229
921,1783,290,0
922,2082,100,0
923,2083,130,145
924,2085,80,100
925,2084,80,100
926,2086,250,275
927,1689,130,0
928,1691,80,0
929,1690,80,0
930,1692,250,0
931,2034,320,244
932,2043,180,272
933,2042,150,189
934,2036,100,133
935,2037,130,91
936,2038,80,52
937,2047,80,161
938,2041,180,272
939,2035,230,411
940,2039,80,52
941,2040,250,184
942,712,390,510
943,628,0,0
944,749,130,113
945,751,80,65
946,750,80,65
947,752,250,229
948,901,0,0
949,555,0,0
950,2141,0,653
951,436,270,338
952,368,220,0
953,734,130,88
954,736,80,42
955,441,175,131
956,990,80,97
957,735,80,42
958,737,250,136
959,2243,0,0
960,1062,0,0
961,1057,0,0
962,1059,0,0
963,1061,0,0
964,1058,0,0
965,1060,0,0
966,902,0,0
967,2223,0,236
968,918,0,234
969,920,0,131
970,922,0,0
971,2220,100,0
972,919,0,131
973,921,0,441
974,888,100,0
975,1556,180,338
976,1572,180,338
977,1600,160,165
978,905,0,0
979,933,0,331
980,935,0,155
981,937,0,0
982,934,0,155
983,936,0,504
984,577,0,0
985,839,150,165
986,704,160,200
987,2280,640,821
988,2281,300,377
989,2275,260,181
990,2274,200,266
991,2277,160,106
992,2282,160,322
993,2279,460,489
994,2276,160,106
995,2278,500,370
996,1028,175,165
997,429,70,50
998,1682,130,0
999,1684,80,0
1000,1686,320,580
1001,1683,80,0
1002,1685,250,0
1003,938,180,272
1004,354,200,0
1005,687,60,97
1006,1528,320,411
1007,1536,180,272
1008,1537,180,272
1009,1995,180,0
1010,1542,150,189
1011,1538,180,0
1012,1534,100,91
1013,1530,130,133
1014,1532,80,52
1015,1539,80,161
1016,1529,230,244
1017,1531,80,52
1018,1533,250,184
1019,836,320,510
1020,435,280,480
1021,360,220,0
1022,1086,210,200
1023,614,130,113
1024,616,80,65
1025,440,120,131
1026,2029,180,0
1027,615,80,65
1028,617,250,229
1029,701,200,338
1030,1615,80,165
1031,1639,100,0
1032,2197,180,338
1033,2196,210,338
1034,2200,150,235
1035,2191,130,145
1036,2193,80,100
1037,2192,80,100
1038,2194,250,275
1039,2195,210,407
1040,1071,320,411
1041,1106,180,272
1042,1184,180,272
1043,1164,150,189
1044,1188,100,91
1045,1171,130,133
1046,1173,80,52
1047,1103,80,161
1048,342,95,97
1049,1175,230,244
1050,1172,80,52
1051,1174,250,184
1052,781,320,407
1053,770,0,0
1054,757,0,0
1055,759,0,0
1056,758,0,0
1057,760,0,0
1058,576,180,407
1059,2048,320,244
1060,2057,180,272
1061,2056,150,189
1062,2050,100,133
1063,2051,130,91
1064,2053,80,52
1065,2061,80,161
1066,2055,180,272
1067,2049,230,411
1068,2052,80,52
1069,2054,250,184
1070,341,65,97
1071,340,65,97
1072,863,150,165
1073,979,100,91
1074,808,220,407
1075,626,0,0
1076,1630,0,0
1077,1632,0,0
1078,1631,0,0
1079,1633,0,0
1080,428,0,0
1081,1555,0,0
1082,1829,130,0
1083,1831,80,0
1084,1832,80,0
1085,1830,250,0
1086,1558,0,0
1087,1560,0,0
1088,1562,0,0
1089,1559,0,0
1090,1561,0,0
1091,2289,320,411
1092,2291,180,272
1093,2290,180,272
1094,2292,150,189
1095,2284,130,91
1096,2283,100,133
1097,2286,80,52
1098,2294,80,161
1099,2288,230,244
1100,2285,80,52
1101,2287,250,184
1102,1022,0,0
1103,1016,0,0
1104,1018,0,0
1105,996,0,0
1106,998,0,0
1107,997,0,0
1108,1020,0,0
1109,992,100,0
1110,1017,0,0
1111,1019,0,0
1112,1619,150,0
1113,339,30,97
1114,338,0,0
1115,369,50,97
1116,1845,170,160
1117,1708,130,145
1118,1710,80,100
1119,1709,80,100
1120,1711,250,275
1121,421,20,50
1122,397,25,62
1123,867,150,0
1124,683,115,97
1125,810,0,0
1126,1508,130,113
1127,1510,80,65
1128,1507,160,165
1129,1509,80,65
1130,1511,250,229
1131,1716,50,0
1132,1846,170,280
1133,1712,80,0
1134,1714,80,0
1135,1713,80,0
1136,1715,250,0
1137,1784,0,420
1138,880,320,0
1139,787,150,0
1140,652,130,0
1141,654,80,0
1142,447,175,0
1143,653,80,0
1144,655,250,0
1145,866,150,0
1146,1781,150,0
1147,721,130,88
1148,723,80,42
1149,722,80,42
1150,724,250,136
1151,1703,320,0
1152,438,220,338
1153,453,220,0
1154,1587,210,0
1155,668,130,113
1156,670,80,65
1157,452,120,131
1158,669,80,65
1159,671,250,229
1160,815,300,0
1161,705,120,200
1162,2096,130,145
1163,2098,80,100
1164,2097,80,100
1165,2099,250,275
1166,550,180,200
1167,1764,0,0
1168,596,90,131
1169,597,90,131
1170,333,0,0
1171,1070,320,411
1172,1105,180,272
1173,1183,180,272
1174,1163,150,189
1175,1187,100,91
1176,1166,130,133
1177,1168,80,52
1178,1102,80,161
1179,337,95,97
1180,1170,230,244
1181,1167,80,52
1182,1169,250,184
1183,1069,640,0
1184,1185,360,0
1185,1165,300,0
1186,1189,200,0
1187,1176,260,0
1188,1178,160,0
1189,1180,460,0
1190,1177,160,0
1191,1179,500,0
1192,995,90,0
1193,877,75,97
1194,964,250,407
1195,1599,310,580
1196,1595,130,145
1197,1597,80,100
1198,1596,80,100
1199,1598,250,275
1200,1733,320,411
1201,1739,180,272
1202,1842,180,0
1203,1741,150,189
1204,1753,100,91
1205,1724,130,133
1206,1726,80,52
1207,1756,80,161
1208,1736,230,244
1209,1748,180,272
1210,1725,80,52
1211,1727,250,184
1212,607,130,97
1213,1041,40,0
1214,331,140,0
1215,2110,130,145
1216,2112,80,100
1217,2111,80,100
1218,2113,250,275
1219,2109,275,650
1220,1036,120,88
1221,1038,70,42
1222,1037,70,42
1223,1039,220,136
1224,432,0,0
1225,433,0,0
1226,773,0,0
1227,774,0,0
1228,775,0,0
1229,1951,0,0
1230,1950,0,0
1231,1944,0,0
1232,1945,0,0
1233,1947,0,0
1234,1946,0,0
1235,1948,0,0
1236,1949,0,0
1237,844,250,0
1238,1893,130,145
1239,1895,80,100
1240,1894,80,100
1241,1896,250,275
1242,903,0,0
1243,923,0,234
1244,925,0,131
1245,927,0,0
1246,924,0,131
1247,926,0,441
1248,419,120,131
1249,443,80,62
1250,1013,200,338
1251,807,200,0
1252,1767,0,0
1253,1769,0,0
1254,1768,0,0
1255,1770,0,0
1256,797,290,407
1257,730,150,200
1258,1085,190,200
1259,1899,160,235
1260,729,80,97
1261,1817,340,0
1262,1819,190,340
1263,1815,165,340
1264,1821,165,0
1265,1816,165,340
1266,1808,0,166
1267,1809,130,270
1268,1811,80,166
1269,1820,95,200
1270,1810,80,166
1271,1812,250,478
1272,725,80,113
1273,727,80,65
1274,2074,320,580
1275,1806,175,0
1276,726,80,65
1277,728,250,229
1278,2016,0,0
1279,2018,0,0
1280,2017,0,0
1281,2019,0,0
1282,2014,0,0
1283,1159,0,0
1284,1160,0,0
1285,1154,0,0
1286,1156,0,0
1287,1158,0,0
1288,1155,0,0
1289,1157,0,0
1290,431,0,0
1291,862,220,0
1292,347,80,97
1293,838,0,0
1294,876,95,97
1295,2303,640,821
1296,2304,300,377
1297,2298,260,181
1298,2297,200,266
1299,2300,160,106
1300,2305,160,322
1301,2302,460,489
1302,2299,160,106
1303,2301,500,370
1304,551,180,200
1305,1049,90,0
1306,953,30,0
1307,952,30,0
1308,951,60,0
1309,947,60,0
1310,949,50,0
1311,948,50,0
1312,950,175,0
1313,530,350,510
1314,1971,130,145
1315,1973,80,100
1316,1972,80,100
1317,1974,250,275
1318,1975,250,407
1319,710,150,407
1320,612,200,338
1321,711,150,165
1322,351,250,165
1323,608,130,113
1324,610,80,65
1325,609,80,65
1326,611,250,229
1327,803,0,0
1328,398,95,0
1329,837,90,0
1330,1779,90,0
1331,1793,100,0
1332,829,325,0
1333,830,130,0
1334,827,80,0
1335,828,80,0
1336,826,250,0
1337,356,0,0
1338,1687,200,338
1339,2089,200,338
1340,2088,60,97
1341,1009,100,91
1342,840,150,165
1343,1844,0,0
1344,865,150,0
1345,2117,0,0
1346,2119,0,0
1347,2120,0,0
1348,2122,0,0
1349,2121,0,0
1350,2123,0,0
1351,1608,0,0
1352,1610,0,0
1353,1609,0,0
1354,1611,0,0
1355,1612,0,0
1356,549,120,200
1357,1959,0,0
1358,1961,0,0
1359,1960,0,0
1360,1955,0,0
1361,1954,0,0
1362,1957,0,0
1363,1956,0,0
1364,1958,0,0
1365,2087,190,0
1366,1997,0,0
1367,466,0,0
1368,1620,0,0
1369,1623,0,0
1370,1867,320,411
1371,1878,180,272
1372,1880,180,272
1373,1876,150,189
1374,1869,100,91
1375,1870,100,0
1376,1871,130,133
1377,1873,80,52
1378,1879,80,161
1379,1868,230,244
1380,1874,80,52
1381,1872,250,184
1382,2322,180,338
1383,2323,0,234
1384,2317,0,166
1385,2319,0,97
1386,2318,0,97
1387,2320,0,338
1388,1625,0,0
1389,1628,0,0
1390,1634,0,0
1391,1636,0,0
1392,1638,0,0
1393,1635,0,0
1394,1637,0,0
1395,955,170,338
1396,2000,170,405
1397,1968,170,338
1398,1803,80,97
1399,1799,130,113
1400,1801,80,65
1401,1800,80,65
1402,1802,250,229
1403,874,0,0
1404,858,220,0
1405,850,75,97
1406,853,130,0
1407,855,80,0
1408,854,80,0
1409,856,250,0
1410,851,55,0
1411,857,200,0
1412,849,130,0
1413,847,80,0
1414,848,80,0
1415,846,250,0
1416,882,0,0
1417,884,0,0
1418,852,80,97
1419,886,0,0
1420,883,0,0
1421,885,0,0
1422,771,0,0
1423,761,0,0
1424,763,0,0
1425,762,0,0
1426,764,0,0
1427,1119,110,165
1428,665,0,0
1429,661,0,0
1430,1992,340,650
1431,842,275,338
1432,1191,190,200
1433,1197,210,338
1434,1001,175,303
1435,835,160,113
1436,1503,130,0
1437,1505,80,65
1438,796,150,131
1439,1504,80,65
1440,1506,250,229
1441,786,320,0
1442,439,195,0
1443,780,190,0
1444,776,120,113
1445,778,70,65
1446,777,70,65
1447,779,220,229
1448,1618,200,0
1449,345,65,97
1450,352,60,97
1451,805,0,405
1452,813,0,165
1453,831,0,0
1454,832,0,200
1455,1073,320,0
1456,963,0,97
1457,962,0,97
1458,784,175,165
1459,420,35,50
1460,1046,140,165
1461,392,15,62
1462,2133,0,0
1463,395,15,62
1464,585,190,0
1465,2125,0,0
1466,2126,0,0
1467,1732,320,411
1468,1738,180,272
1469,1785,180,0
1470,1740,150,189
1471,2127,0,0
1472,2129,0,0
1473,2128,0,0
1474,2130,0,0
1475,1752,100,91
1476,1720,130,133
1477,1722,80,52
1478,1755,80,161
1479,1735,230,244
1480,1721,80,52
1481,1723,250,184
1482,1747,180,272
1483,2309,100,0
1484,1030,80,0
1485,878,175,0
1486,889,250,0
1487,891,130,130
1488,893,80,80
1489,892,80,80
1490,894,250,280
1491,1042,50,0
1492,864,150,0
1493,1044,40,0
1494,1027,175,165
1495,1851,100,0
1496,1579,100,0
1497,904,0,0
1498,928,0,331
1499,930,0,115
1500,932,0,0
1501,929,0,115
1502,931,0,503
1503,648,0,0
1504,650,0,0
1505,649,0,0
1506,651,0,0
1507,783,175,165
1508,738,120,88
1509,740,70,42
1510,1688,0,0
1511,739,70,42
1512,741,240,136
1513,825,300,407
1514,2246,0,0
1515,2247,0,0
1516,2249,0,0
1517,2248,0,0
1518,2250,0,0
1519,540,20,0
1520,539,20,62
1521,547,220,200
1522,546,180,200
1523,545,180,200
1524,1833,80,0
1525,624,0,0
1526,622,0,0
1527,1660,320,411
1528,1669,180,272
1529,1667,180,272
1530,1664,150,189
1531,1668,180,0
1532,1655,130,133
1533,1665,100,91
1534,1657,80,52
1535,1666,80,161
1536,1659,230,244
1537,1656,80,52
1538,1658,250,184
1539,1932,0,0
1540,1927,0,0
1541,1928,0,0
1542,1930,0,0
1543,1926,0,0
1544,1931,0,0
1545,1929,0,0
1546,664,0,0
1547,660,0,0
1548,667,0,0
