"rownum","BaseItemTypesKey","VirtualFile","[i32]"
228,7487,"Art/2DItems/Divination/Images/BoonoftheFirstOnes",[]
229,7488,"Art/2DItems/Divination/Images/TheTwilightMoon",[]
230,7489,"Art/2DItems/Divination/Images/TheCacophony",[]
231,7490,"Art/2DItems/Divination/Images/TheSacrifice",[]
232,7491,"Art/2DItems/Divination/Images/ADabOfInk",[]
233,7492,"Art/2DItems/Divination/Images/TheNurse",[]
234,7493,"Art/2DItems/Divination/Images/TheMasterArtisan",[]
235,7494,"Art/2DItems/Divination/Images/TheLifeThief",[]
236,7495,"Art/2DItems/Divination/Images/TheSeeker",[]
237,7496,"Art/2DItems/Divination/Images/TheMessenger",[]
238,7497,"Art/2DItems/Divination/Images/TheMadKing",[]
239,7498,"Art/2DItems/Divination/Images/BoonofJustice",[]
240,7499,"Art/2DItems/Divination/Images/TheJourney",[]
241,7500,"Art/2DItems/Divination/Images/ArroganceoftheVaal",[]
242,7501,"Art/2DItems/Divination/Images/TheLanding",[]
243,7502,"Art/2DItems/Divination/Images/TheMountain",[]
244,7503,"Art/2DItems/Divination/Images/SevenYearsBadLuck",[]
245,7504,"Art/2DItems/Divination/Images/TheGoldenEra",[]
246,7505,"Art/2DItems/Divination/Images/Monochrome",[]
247,7506,"Art/2DItems/Divination/Images/DarkTemptation",[]
248,7507,"Art/2DItems/Divination/Images/AloneintheDarkness",[]
249,7508,"Art/2DItems/Divination/Images/SambodhisVow",[]
250,7509,"Art/2DItems/Divination/Images/TheLordofCelebration",[0]
251,7510,"Art/2DItems/Divination/Images/Vanity",[]
252,7511,"Art/2DItems/Divination/Images/ImperialLegacy",[]
253,7512,"Art/2DItems/Divination/Images/BurningBlood",[]
254,7513,"Art/2DItems/Divination/Images/ThePrimordial",[]
255,7514,"Art/2DItems/Divination/Images/EchoesOfLove",[]
256,7515,"Art/2DItems/Divination/Images/ThirstForKnowledge",[]
257,7516,"Art/2DItems/Divination/Images/AlluringBounty",[]
258,7517,"Art/2DItems/Divination/Images/TheFool",[]
259,7518,"Art/2DItems/Divination/Images/PrideOfTheFirstOnes",[]
260,7519,"Art/2DItems/Divination/Images/TheDeepOnes",[]
261,7520,"Art/2DItems/Divination/Images/TheArchmagesRightHand",[]
262,7521,"Art/2DItems/Divination/Images/DarkDreams",[1]
263,7522,"Art/2DItems/Divination/Images/BuriedTreasure",[]
264,7523,"Art/2DItems/Divination/Images/DemigodsWagergives",[]
265,7524,"Art/2DItems/Divination/Images/TheOldMan",[]
266,7525,"Art/2DItems/Divination/Images/NooksCrown",[1]
267,7526,"Art/2DItems/Divination/Images/TheSideQuest",[]
268,7527,"Art/2DItems/Divination/Images/ThePriceOfLoyalty",[]
269,7528,"Art/2DItems/Divination/Images/TheHeroicShot",[]
270,7529,"Art/2DItems/Divination/Images/Remembrance",[]
271,7530,"Art/2DItems/Divination/Images/MoreIsNeverEnough",[]
272,7531,"Art/2DItems/Divination/Images/VilePower",[]
273,7532,"Art/2DItems/Divination/Images/TheBargain",[]
274,7533,"Art/2DItems/Divination/Images/AzyransReward",[]
275,7534,"Art/2DItems/Divination/Images/TheSkeleton",[]
276,7535,"Art/2DItems/Divination/Images/TheEyeOfTerror",[]
277,7536,"Art/2DItems/Divination/Images/TheDemon",[]
278,7537,"Art/2DItems/Divination/Images/AkilsProphecy",[]
279,7538,"Art/2DItems/Divination/Images/TheDamned",[]
280,7539,"Art/2DItems/Divination/Images/VoidOfTheElements",[1]
281,7540,"Art/2DItems/Divination/Images/TheDeal",[]
282,7541,"Art/2DItems/Divination/Images/TheWolfsLegacy",[]
283,7542,"Art/2DItems/Divination/Images/BaitedExpectations",[]
284,7543,"Art/2DItems/Divination/Images/SuccorOfTheSinless",[]
285,7544,"Art/2DItems/Divination/Images/UndergroundForest",[]
286,7545,"Art/2DItems/Divination/Images/TheEscape",[]
287,7546,"Art/2DItems/Divination/Images/DeathlyDesigns",[]
288,7547,"Art/2DItems/Divination/Images/TheChosen",[]
289,7548,"Art/2DItems/Divination/Images/CameriasCut",[]
290,7549,"Art/2DItems/Divination/Images/DivineJustice",[]
291,7550,"Art/2DItems/Divination/Images/TheFishmonger",[]
292,7551,"Art/2DItems/Divination/Images/TheBones",[]
293,7552,"Art/2DItems/Divination/Images/Friendship",[]
294,7553,"Art/2DItems/Divination/Images/TheCraving",[]
295,7554,"Art/2DItems/Divination/Images/EtchedInBlood",[]
296,7555,"Art/2DItems/Divination/Images/BaronCat",[]
297,7556,"Art/2DItems/Divination/Images/TheStrategist",[]
298,7557,"Art/2DItems/Divination/Images/TheCheater",[]
299,7558,"Art/2DItems/Divination/Images/TheTinkerersTable",[]
300,7559,"Art/2DItems/Divination/Images/TheEasyStroll",[]
301,7560,"Art/2DItems/Divination/Images/TheProgenyofLunaris",[]
302,7561,"Art/2DItems/Divination/Images/TheEldritchDecay",[]
303,7562,"Art/2DItems/Divination/Images/CounciloOfCats",[]
304,7563,"Art/2DItems/Divination/Images/TheTumbleWeed",[]
305,7564,"Art/2DItems/Divination/Images/TheHiveOfKnowledge",[]
306,7565,"Art/2DItems/Divination/Images/GiftOfAsenath",[]
307,7566,"Art/2DItems/Divination/Images/ANoteInTheWind",[]
308,7567,"Art/2DItems/Divination/Images/TheGreatestIntentions",[]
309,7568,"Art/2DItems/Divination/Images/TheWhiteKnight",[2]
310,7569,"Art/2DItems/Divination/Images/PrometheusArmory",[]
311,7570,"Art/2DItems/Divination/Images/TheSustenance",[]
312,7571,"Art/2DItems/Divination/Images/PeacefulMoments",[]
313,7572,"Art/2DItems/Divination/Images/TheAwakened",[]
314,7573,"Art/2DItems/Divination/Images/AFamiliarCall","[0,4]"
315,7574,"Art/2DItems/Divination/Images/TheLongCon",[]
316,7575,"Art/2DItems/Divination/Images/TheGulf",[]
317,7576,"Art/2DItems/Divination/Images/TheBitterBlossom",[]
318,7577,"Art/2DItems/Divination/Images/Triskaidekaphobia",[]
319,7578,"Art/2DItems/Divination/Images/UnrequitedLove",[]
320,7579,"Art/2DItems/Divination/Images/TheCache",[]
321,7580,"Art/2DItems/Divination/Images/TheAcademic",[]
322,7581,"Art/2DItems/Divination/Images/DesecratedVirtue",[]
323,7582,"Art/2DItems/Divination/Images/BrothersStash",[]
324,7583,"Art/2DItems/Divination/Images/Unchained",[]
325,7584,"Art/2DItems/Divination/Images/TheUnexpectedPrize",[]
326,7585,"Art/2DItems/Divination/Images/CursedWords",[]
327,7586,"Art/2DItems/Divination/Images/TheJournalist",[]
328,7587,"Art/2DItems/Divination/Images/HauntingShadows",[]
329,7588,"Art/2DItems/Divination/Images/Acclimatisation",[]
330,7589,"Art/2DItems/Divination/Images/TheWhiteout",[]
331,7590,"Art/2DItems/Divination/Images/SocietysRemorse",[]
332,7591,"Art/2DItems/Divination/Images/DyingLight","[0,1]"
333,7592,"Art/2DItems/Divination/Images/FatefulMeeting",[]
334,7593,"Art/2DItems/Divination/Images/TheAstromancer",[0]
335,7594,"Art/2DItems/Divination/Images/KeepersCorruption",[1]
336,7595,"Art/2DItems/Divination/Images/RecklessAmbition",[]
337,7596,"Art/2DItems/Divination/Images/LoveThroughIce",[]
338,7597,"Art/2DItems/Divination/Images/DrapedInDreams",[]
339,7598,"Art/2DItems/Divination/Images/ThePatient",[]
340,7599,"Art/2DItems/Divination/Images/TheLongWatch",[]
341,7600,"Art/2DItems/Divination/Images/TheBearWoman",[5]
342,7601,"Art/2DItems/Divination/Images/BrotherhoodInExile",[]
343,7602,"Art/2DItems/Divination/Images/WintersEmbrace",[]
344,7603,"Art/2DItems/Divination/Images/SambodhisWisdom",[]
345,7604,"Art/2DItems/Divination/Images/TheEnthusiasts",[]
346,7605,"Art/2DItems/Divination/Images/BrokenPromises",[]
347,7606,"Art/2DItems/Divination/Images/BrushPaintAndPalette",[]
348,7607,"Art/2DItems/Divination/Images/DeadlyJoy",[]
349,7608,"Art/2DItems/Divination/Images/TheAdventuringSpirit",[]
350,7609,"Art/2DItems/Divination/Images/TheEternalWar",[]
351,7610,"Art/2DItems/Divination/Images/Prejudice",[]
352,7611,"Art/2DItems/Divination/Images/TheShortcut",[]
353,7612,"Art/2DItems/Divination/Images/TheCardSharp",[]
354,7613,"Art/2DItems/Divination/Images/AModestRequest",[]
355,7614,"Art/2DItems/Divination/Images/LuminousTrove",[]
356,7615,"Art/2DItems/Divination/Images/TheHook",[]
357,7616,"Art/2DItems/Divination/Images/TheLastSupper",[]
358,7617,"Art/2DItems/Divination/Images/TheEmptiness",[]
359,7618,"Art/2DItems/Divination/Images/ASeaOfBlue",[]
360,7619,"Art/2DItems/Divination/Images/TheOffspring",[]
361,7620,"Art/2DItems/Divination/Images/ThePriceOfPrescience",[]
362,7621,"Art/2DItems/Divination/Images/TheMindsEyes",[]
363,7622,"Art/2DItems/Divination/Images/TerribleSecretOfSpace",[]
364,7623,"Art/2DItems/Divination/Images/TheBlessingOfMoosh",[]
365,7624,"Art/2DItems/Divination/Images/CostlyCurio",[]
366,7625,"Art/2DItems/Divination/Images/LachrymalNecrosis",[]
367,7626,"Art/2DItems/Divination/Images/Dementophobia",[]
368,7627,"Art/2DItems/Divination/Images/AmbitiousObsession",[]
