"rownum","GrantedEffectsKey","SetId","StatsKeys","StatsValuesPermille","Weight","[i32]","[i32]"
164,907,0,[527],[350],50,[],[]
165,909,0,[526],[500],10000,[],[]
166,909,1,[12938],[100],1,[],[]
167,910,0,[216],[500],50,[],[]
168,910,1,[3351],[500],5,[],[]
169,910,2,[1331],[500],50,[],[]
170,912,0,"[611,215]","[1000,1000]",50,[],[]
171,912,1,[554],[3000],100,[],[]
172,912,2,"[11597,13015]","[200,-2000]",20,[],[]
173,935,0,[1390],[500],50,[],[]
174,935,1,[13129],[2000],100,[],[]
175,935,2,[2032],[1000],100,[],[]
176,955,0,[141],[-250],50,[],[]
177,955,1,[1390],[500],100,[],[]
178,955,2,[621],[-500],100,[],[]
179,963,0,[12636],[250],50,[],[]
180,963,1,[477],[200],100,[],[]
181,963,2,[12433],[100],100,[],[]
182,969,0,[1390],[500],50,[],[]
183,969,1,[13129],[2000],100,[],[]
184,969,2,[2081],[1000],100,[],[]
185,972,0,[1390],[500],50,[],[]
186,972,1,[13129],[2000],100,[],[]
187,972,2,[840],[500],100,[],[]
188,983,0,[12635],[250],50,[],[]
189,983,1,[477],[200],100,[],[]
190,983,2,[9088],[1000],100,[],[]
191,991,0,[731],[250],50,[],[]
192,991,1,[840],[1000],100,[],[]
193,991,2,[541],[2000],100,[],[]
194,996,0,[5248],[500],50,[],[]
195,996,1,[1390],[500],100,[],[]
196,996,2,[7286],[500],100,[],[]
197,1023,0,[216],[1000],50,[],[]
198,1023,1,[434],[1000],100,[],[]
199,1023,2,"[215,24]","[1000,3000]",100,[],[]
200,1023,3,[13015],[-500],100,[],[]
201,1025,0,[216],[1000],50,[],[]
202,1054,0,[24],[1000],50,[],[]
203,1054,1,[12675],[100000],50,[],[]
204,1054,2,[12676],[500],50,[],[]
205,1054,3,[12677],[5000],50,[],"[3,57,41]"
206,1056,0,[24],[1000],50,[],[]
207,256,0,[215],[1000],50,[],[]
208,256,1,[3351],[1000],100,[],[]
209,256,2,"[9423,12691]","[10000,-10000]",10,[],[]
210,258,0,[215],[1000],50,[],[]
211,1087,0,"[341,24]","[1000,1000]",50,[],[]
212,1087,1,[402],[1000],50,[],[]
213,1087,2,[402],[-5000],10,[],[]
214,1099,0,[24],[1000],50,[],[]
215,1099,1,[4495],[1500],100,[],[]
216,1099,2,[12164],[1000],50,[],[]
217,1099,3,[8112],[100],10,[],[]
218,1111,0,[619],[500],50,[],[]
219,1111,1,[2723],[-500],10,[],[]
220,1111,2,[108],[500],50,[],[]
221,1113,0,[488],[500],50,[],[]
222,1113,1,[7425],[150],100,[],[]
223,1113,2,[12941],[2000],20,[],[]
224,1114,0,[215],[500],50,[],[]
225,1114,1,"[213,14051,215]","[1000,-1000,-500]",20,[],[]
226,1114,2,[6100],[1000],50,[],[]
227,1116,0,"[49,42]","[500,500]",50,[],[]
228,1116,1,[1108],[500],100,[],[]
229,1116,2,[3376],[3000],10,[],[]
230,1117,0,[42],[500],50,[],[]
231,1117,1,[1331],[250],100,[],[]
232,1117,2,"[1331,42]","[-500,1000]",50,[],[]
233,1119,0,[617],[500],50,[],[]
234,1119,1,[4495],[-2000],100,[],[]
235,1119,2,[12943],[1000],20,[],[]
236,1120,0,[159],[750],50,[],[]
237,1120,1,[2102],[3000],20,[],[]
238,1120,2,[12942],[1000],100,[],[]
239,1121,0,[6071],[500],50,[],[]
240,1121,1,[1879],[250],100,[],[]
241,1121,2,[2216],[2500],10,[],[]
242,1122,0,[343],[500],50,[],[]
243,1122,1,[584],[2000],100,[],[]
244,1122,2,[1304],[100],10,[],[]
245,1123,0,[24],[1000],50,[],[]
246,1123,1,"[12447,357]","[3000,-3000]",100,[],[]
247,1123,2,[108],[1000],20,[],[]
248,1256,0,"[24,175]","[1000,1000]",50,[],[]
249,1256,1,[6268],[100],100,[],[]
250,1256,2,[173],[100],20,[],[]
251,1256,3,[1106],[1000],100,[],[]
252,3127,0,[42],[1000],50,[],[]
253,3127,1,[175],[1000],100,[],[]
254,3127,2,[1234],[100],20,[],[]
255,3127,3,[1982],[2000],100,[],[]
256,1306,0,[56],[1000],50,[],[]
257,1306,1,[172],[100],100,[],[]
258,1306,2,"[19,2367]","[50,50]",10,[],[]
259,1310,0,[215],[1000],50,[],[]
260,1310,1,[9568],[250],50,[],[]
261,1310,2,[12698],[1000],50,[],[]
262,1311,0,[215],[1000],50,[],[]
263,1324,0,[24],[1000],50,[],[]
264,1324,1,[173],[50],20,[],[]
265,1324,2,[6086],[1000],20,[],[]
266,1325,0,[24],[1000],50,[],[]
267,1606,0,[9127],[500],50,[],[]
268,1606,1,[6268],[100],20,[],[]
269,1606,2,[6918],[100],20,[],[]
270,1606,3,[5440],[500],50,[],[]
271,1621,0,[659],[1000],50,[],[]
272,1621,1,[434],[1000],100,[],[]
273,1621,2,[1106],[1000],100,[],[]
274,1621,3,[12696],[1000],10,[],[]
275,1630,0,[434],[2000],50,[],[]
276,1630,1,[1345],[500],100,[],[]
277,1630,2,[175],[200],100,[],[]
278,1630,3,[13091],[250],10,[],[]
279,1635,0,[434],[2000],50,[],[]
280,1640,0,[434],[2000],50,[],[]
281,1640,1,[620],[100],100,[],[]
282,1640,2,[596],[50],5,[],[]
283,1642,0,[434],[2000],50,[],[]
284,1642,1,[3104],[2000],10,[],[]
285,1642,2,[584],[200],100,[],[]
286,1649,0,[434],[2000],50,[],[]
287,1649,1,[8902],[250],100,[],[]
288,1649,2,"[139,138]","[-500,500]",20,[],[]
289,1650,0,[434],[2000],50,[],[]
290,1654,0,[434],[2000],50,[],[]
291,1654,1,[620],[100],20,[],[]
292,1654,2,[3654],[50],100,[],[]
293,1658,0,[434],[2000],50,[],[]
294,1661,0,[434],[2000],50,[],[]
295,1661,1,[6108],[250],100,[],[]
296,1661,2,[13009],[100],10,[],[]
297,1664,0,[434],[2000],50,[],[]
298,1664,1,[209],[250],100,[],[]
299,1664,2,[177],[50],5,[],[]
300,1671,0,[434],[2000],50,[],[]
301,1671,1,[6501],[500],100,[],[]
302,1671,2,[13092],[500],20,[],[]
303,1680,0,[434],[2000],50,[],[]
304,1680,1,[1941],[250],100,[],[]
305,1680,2,[14052],[-100],1,[],[]
306,1689,0,[10228],[500],50,[],[]
307,1689,1,[554],[3000],100,[],[]
308,1689,2,[6268],[100],100,[],[]
309,1695,0,[2671],[500],50,[],[]
310,1695,1,[434],[1000],100,[],[]
311,1695,2,[1878],[1000],20,[],[]
312,1696,0,[1941],[250],100,[],[]
313,1696,1,[14053],[-100],50,[],[]
314,1696,2,[24],[500],50,[],[]
315,1701,0,[434],[2000],50,[],[]
316,1701,1,[400],[250],100,[],[]
317,1701,2,[12991],[250],100,[],[]
318,1703,0,[434],[2000],50,[],[]
319,1704,0,[24],[500],50,[],[]
320,1704,1,[2626],[3000],100,[],[]
321,1704,2,[12933],[100],50,[],[]
322,1705,0,[498],[500],50,[],[]
323,1705,1,[12950],[2000],100,[],[]
324,1705,2,[13239],[1000],5,[],[]
325,1707,0,[498],[500],50,[],[]
326,1707,1,"[70,24]","[-500,2000]",100,[],[]
327,1707,2,[175],[500],100,[],[]
328,1708,0,[25],[500],50,[],[]
329,1708,1,"[216,24]","[-500,2000]",100,[],[]
330,1708,2,[175],[500],100,[],[]
331,1709,0,[24],[500],50,[],[]
332,1709,1,[2703],[2500],20,[],[]
333,1709,2,[13016],[2000],100,[],[]
334,1710,0,[1345],[1000],50,[],[]
335,1710,1,[430],[1000],100,[],[]
336,1710,2,[167],[1000],100,[],[]
337,1720,0,[1844],[500],50,[],[]
338,1720,1,[14052],[-1000],50,[],[]
339,1720,2,[10071],[1000],20,[],[]
340,1723,0,[10071],[1000],1000,[],[]
341,1723,1,[13011],[1000],1,[],[]
342,1724,0,[166],[1000],50,[],[]
343,1724,1,"[1345,216]","[1000,500]",100,[],[]
344,1724,2,[1105],[2000],20,[30],[]
345,1724,3,[479],[1000],100,[],[]
346,1734,0,[848],[3000],50,[],[]
347,1734,1,[430],[5000],100,[],[]
348,1734,2,[1941],[3000],100,[],[]
349,1740,0,[215],[1000],50,[],[]
350,1740,1,[13028],[1000],100,[],[]
351,1740,2,[13029],[20000],100,[],[]
352,1741,0,[26],[1000],50,[],[]
353,1741,1,[215],[2000],100,[],[]
354,1741,2,[3351],[500],100,[],[]
355,1741,3,[13042],[1000],20,[],[]
356,1751,0,[680],[1000],10000,[],[]
357,1751,1,[216],[-500],1,[],[]
358,1752,0,[42],[1000],50,[],[]
359,1752,1,[215],[1000],100,[],[]
360,1752,2,"[611,3903]","[3000,-1000]",20,[],[]
361,1810,0,[166],[1000],50,[],[]
362,1810,1,[1345],[2000],100,[],[]
363,1810,2,[13038],[60000],100,[],[]
364,1810,3,[13039],[2000],10,[],[]
365,1811,0,[166],[1000],50,[],[]
366,1811,1,[430],[5000],100,[],[]
367,1811,2,[1345],[2000],100,[],[]
368,1854,0,[175],[1000],50,[],[]
369,1854,1,[173],[100],100,[],[]
370,1854,2,[12886],[500],20,[],[]
371,1888,0,[981],[1000],50,[],[]
372,1888,1,[977],[500],100,[],[]
373,1888,2,[3679],[2000],50,[],[]
374,1890,0,[49],[1000],50,[],[]
375,1890,1,[434],[500],100,[],[]
376,1890,2,[1105],[1000],100,[],[]
377,1902,0,[434],[500],50,[],[]
378,1902,1,[215],[1000],100,[],[]
379,1902,2,[173],[50],10,[],[]
380,1902,3,[8787],[2000],50,[],[]
381,1925,0,[659],[500],50,[],[]
382,1925,1,[11890],[1000],100,[],[]
383,1925,2,[7987],[500],50,[],[]
384,1925,3,[108],[1000],20,[],[]
385,2883,0,[12632],[1500],50,[],[]
386,1948,0,[215],[1000],50,[],[]
387,1948,1,[12967],[1000],100,[],[]
388,1948,2,"[3077,3078]","[-50,-50]",10,[],[]
389,1959,0,[175],[1000],50,[],[]
390,1959,1,[173],[50],20,[],[]
391,1959,2,[1104],[1000],100,[],[]
392,1959,3,"[1345,430]","[1000,1000]",100,[],[]
393,2000,0,[1345],[1000],50,[],[]
394,2000,1,[430],[1000],100,[],[]
395,2000,2,[167],[1000],50,[],[]
396,2000,3,[12697],[500],10,[],[]
397,2003,0,[42],[500],50,[],[]
398,2003,1,[209],[3000],100,[],[]
399,2003,2,[12927],[5000],10,[],[]
400,2004,0,[49],[500],50,[],[]
401,2004,1,[455],[500],100,[],[]
402,2004,2,[12480],[1000],100,[],[]
403,2005,0,[56],[500],50,[],[]
404,2005,1,[659],[500],100,[],[]
405,2005,2,[12481],[1000],100,[],[]
406,2007,0,[11890],[500],100,[],[]
407,2007,1,[175],[500],50,[],[]
408,2007,2,[13237],[4000],50,[],[]
409,2010,0,[498],[500],50,[],[]
410,2010,1,[12127],[1000],100,[],[]
411,2010,2,[6268],[50],10,[],[]
412,2012,0,[207],[-500],50,[],[]
413,2012,1,[12525],[250],100,[],[]
414,2012,2,[536],[1000],100,[],[]
415,2025,0,[206],[-1000],50,[],[]
416,2025,1,[12525],[250],100,[],[]
417,2025,2,[535],[1000],100,[],[]
418,2032,0,[205],[-1000],50,[],[]
419,2032,1,[12525],[250],100,[],[]
420,2032,2,[533],[1000],100,[],[]
421,2058,0,[56],[1000],50,[],[]
422,2058,1,[216],[500],100,[],[]
423,2058,2,[12969],[500],20,[],[]
424,2127,0,[434],[500],50,[],[]
425,2127,1,[479],[1000],100,[],[]
426,2127,2,[1235],[250],100,[],[]
427,2127,3,[13035],[1000],100,[],[]
428,2136,0,[434],[500],50,[],[]
429,2177,0,[490],[500],50,[],[]
430,2177,1,"[70,12567]","[-1000,1000]",50,[],[]
431,2177,2,[70],[500],100,[],[]
432,2179,0,[25],[500],50,[],[]
433,2179,1,[216],[500],100,[],[]
434,2179,2,"[2369,12954]","[-1000,3000]",20,[],[]
435,2182,0,[434],[500],50,[],[]
436,2182,1,[1364],[1000],100,[],[]
437,2182,2,[1253],[2000],50,[],[]
438,2184,0,[554],[1000],50,[],[]
439,2184,1,[1254],[1000],100,[],[]
440,2184,2,[6160],[100],10,[],[]
441,2185,0,[166],[1000],50,[],[]
442,2185,1,[430],[2000],100,[],[]
443,2185,2,[24],[1000],100,[],[]
444,2185,3,[957],[100],50,[],[]
445,2196,0,[209],[500],50,[],[]
446,2196,1,[202],[1000],100,[],[]
447,2196,2,[6333],[2000],100,[],[]
448,2197,0,[10296],[100],50,[],[]
449,2197,1,[2682],[500],100,[],[]
450,2197,2,[12925],[2000],20,[],[]
451,2205,0,[462],[0],50,[],[]
452,2205,1,[2666],[1000],100,[],[]
453,2205,2,[462],[0],100,[],[]
454,2206,0,[1390],[500],50,[],[]
455,2206,1,[462],[0],100,[],[]
456,2206,2,"[1390,2032]","[-500,2000]",100,[],[]
457,2236,0,[70],[500],50,[],[]
458,2236,1,[12707],[5000],20,[],[]
459,2236,2,[3645],[1000],100,[],[]
460,2236,3,[2290],[100],10,[],[]
461,2237,0,[70],[500],50,[],[]
462,2309,0,[9351],[1000],50,[],[]
463,2309,1,[12564],[1000],50,[],[]
464,2309,2,[70],[500],100,[],[]
465,2310,0,[556],[1000],50,[],[]
466,2310,1,[462],[0],100,[],[]
467,2310,2,[462],[0],100,[],[]
468,2311,0,[2617],[500],50,[],[]
469,2311,1,[2617],[3000],100,[],[]
470,2311,2,[462],[0],100,[],[]
471,2312,0,[25],[500],50,[],[]
472,2312,1,[462],[0],100,[],[]
473,2312,2,[3351],[1000],20,[],[]
474,2313,0,[312],[1000],50,[],[]
475,2313,1,[953],[100],20,[],[]
476,2313,2,[12947],[200],50,[],[]
477,2314,0,[231],[5000],50,[],[]
478,2314,1,[13070],[-3000],5,[],[]
479,2328,0,"[56,12481]","[1000,500]",50,[],[]
480,2328,1,[175],[1000],100,[],[]
481,2328,2,[12697],[1000],10,[],[]
482,2330,0,[6495],[250],50,[],[]
483,2371,0,[434],[2000],50,[],[]
484,2371,1,[215],[1000],100,[],[]
485,2371,2,[13022],[500],20,[],[]
486,2392,0,[341],[1000],50,[],[]
487,2392,1,[3402],[100],20,[],[]
488,2392,2,[12926],[1000],100,[],[]
489,2418,0,[177],[2000],50,[],[]
490,2418,1,[2682],[3000],100,[],[]
491,2418,2,[159],[2000],100,[],[]
492,2420,0,[70],[500],50,[],[]
493,2420,1,[175],[1000],100,[],[]
494,2420,2,"[175,173]","[-500,50]",20,[],[]
495,2427,0,[70],[500],50,[],[]
496,2493,0,[498],[500],50,[],[]
497,2493,1,[11168],[750],100,[],[]
498,2493,2,[13237],[3000],20,[],[]
499,2494,0,[2978],[-500],50,[],[]
500,2494,1,[6100],[500],100,[],[]
501,2494,2,[9127],[500],20,[],[]
502,2497,0,[2488],[3000],50,[],[]
503,2497,1,[12918],[500000],100,[],[]
504,2497,2,[12919],[3000],100,[],[]
505,2499,0,[24],[500],50,[],[]
506,2499,1,[215],[1000],100,[],[]
507,2499,2,[13064],[-1000],20,[],[]
508,2500,0,[24],[500],50,[],[]
509,2500,1,[215],[1000],100,[],[]
510,2500,2,[1848],[1000],100,[],[]
511,2507,0,[177],[1000],50,[],[]
512,2507,1,[8322],[500],100,[],[]
513,2507,2,[4306],[1000],50,[],[]
514,2507,3,[6775],[5000],20,[31],[]
515,2565,0,[231],[5000],50,[],[]
516,2565,1,[13071],[-3000],5,[],[]
517,2566,0,[434],[2000],50,[],[]
518,2566,1,[192],[250],100,[],[]
519,2566,2,[593],[50],10,[],[]
520,2569,0,[434],[2000],50,[],[]
521,2569,1,[191],[250],100,[],[]
522,2569,2,[594],[50],10,[],[]
523,2572,0,[434],[2000],50,[],[]
524,2572,1,[193],[250],100,[],[]
525,2572,2,[595],[50],10,[],[]
526,2575,0,[434],[500],50,[],[]
527,2575,1,"[434,216]","[2000,-2000]",100,[],[]
528,2575,2,[215],[-500],100,[],[]
529,2575,3,[12673],[250],20,[],[]
530,2586,0,[434],[500],50,[],[]
531,2647,0,[24],[1000],50,[],[]
532,2647,1,"[1492,3380]","[2000,1000]",10,[42],[]
533,2647,2,"[13083,1215]","[100,-1000]",20,[],[]
534,2647,3,"[5740,13084]","[500,-500]",50,[],[]
535,2648,0,[24],[1000],50,[],[]
536,2695,0,[498],[500],50,[],[]
537,2695,1,[479],[1000],100,[],[]
538,2695,2,[70],[500],100,[],[]
539,2695,3,[10680],[5000],20,[],[]
540,2718,0,[26],[500],50,[],[]
541,2718,1,"[3645,3380]","[500,500]",100,[],[]
542,2718,2,[8453],[500],100,[],[]
543,2719,0,[617],[1000],50,[],[]
544,2719,1,[215],[1000],100,[],[]
545,2719,2,[2110],[100],50,[],[]
546,2719,3,[12675],[100000],20,[],[]
547,2752,0,[216],[500],50,[],[]
548,2752,1,[8704],[500],10,[],[]
549,2752,2,[9108],[250],100,[],[]
550,2773,0,[231],[5000],50,[],[]
551,2773,1,[13072],[-3000],5,[],[]
552,2780,0,[216],[1000],50,[],[]
553,2780,1,[63],[10000],100,[],[]
554,2780,2,[13007],[3000],100,[],[]
555,2780,3,[13008],[1000],10,[],[]
556,2813,0,[215],[500],50,[],[]
557,2813,1,[105],[2000],20,[],[]
558,2813,2,[8476],[500],100,[],[]
559,2822,0,[863],[500],50,[],[]
560,2822,1,"[13015,3069]","[-2000,5000]",20,[],[]
561,2822,2,"[1089,2098]","[100,100]",5,[],[]
562,2827,0,[24],[1000],50,[],[]
563,2827,1,[434],[500],100,[],[]
564,2827,2,"[434,12502]","[-1000,2000]",20,[],[]
565,2890,0,[10228],[500],50,[],[]
566,3126,0,[2280],[250],50,[],[]
567,3126,1,[12915],[2000],20,[],[]
568,3153,0,"[215,3351]","[1000,1000]",50,[],[]
569,3153,1,[177],[2000],100,[],[]
570,3153,2,"[3351,13031]","[-2000,200000]",5,[],[]
571,3262,0,[498],[1000],50,[],[]
572,3262,1,[12707],[3000],20,[],[]
573,3262,2,[70],[500],100,[],[]
574,3295,0,[848],[2000],50,[],[]
575,3295,1,[3857],[250],10,[],[]
576,3295,2,"[848,14052]","[5000,500]",50,[],[]
577,3297,0,[2464],[750],50,[],[]
578,3297,1,"[434,209]","[-1000,3000]",100,[],[]
579,3297,2,[434],[1000],100,[],[]
580,3298,0,[2505],[750],50,[],[]
581,3298,1,[434],[500],100,[],[]
582,3298,2,[13020],[500],100,[],[]
583,3299,0,[2506],[750],50,[],[]
584,3299,1,[215],[1000],100,[],[]
585,3299,2,"[13021,477]","[1500,500]",20,[],[]
586,3300,0,[617],[1000],50,[],[]
587,3300,1,"[650,9812]","[-2000,1000]",50,[],[9]
588,3300,2,[8393],[1000],100,[],[]
589,3301,0,[617],[1000],50,[],[]
590,3301,1,[10066],[500],100,[],[]
591,3301,2,[12164],[1000],50,[],[]
592,3308,0,[12637],[250],50,[],[]
593,3308,1,[477],[200],100,[],[]
594,3308,2,[1038],[-250],100,[],[]
595,3506,0,[56],[1000],50,[],[]
596,3506,1,[434],[500],100,[],[]
597,3506,2,[216],[500],100,[],[]
598,3506,3,"[634,6543]","[-2000,10000]",50,[],[]
599,3789,0,[434],[500],50,[],[]
600,3789,1,[6268],[100],10,[],[]
601,3789,2,[12694],[1500],100,[],[]
602,3800,0,[176],[1500],50,[],[]
603,3800,1,[215],[1000],100,[],[]
604,3800,2,[159],[3000],100,[],[]
605,3800,3,[9945],[50],20,[],[]
606,3802,0,[176],[1500],50,[],[]
607,3802,1,[215],[1000],100,[],[]
608,3802,2,[159],[3000],100,[],[]
609,3802,3,[9945],[100],20,[],[]
610,3886,0,[24],[1000],50,[],[]
611,3886,1,[3351],[1000],50,[],[]
612,3886,2,[12709],[1000],20,[],[]
613,3888,0,[434],[500],50,[],[]
614,3888,1,[12708],[2000],20,[],[]
615,3888,2,[3351],[1000],50,[],[]
616,3888,3,[24],[1000],100,[],[]
617,3890,0,[215],[1000],50,[],[]
618,3890,1,[24],[1000],100,[],[]
619,3890,2,"[172,24]","[50,-2000]",5,[],[]
620,3890,3,"[8128,434]","[1000,-1000]",50,[],[]
621,3900,0,"[26,56]","[500,500]",50,[],[]
622,3900,1,[1106],[500],100,[],[]
623,3900,2,[12948],[500],20,[],[]
624,3909,0,[2557],[500],50,[],[]
625,3909,1,[3351],[1000],50,[],[]
626,3909,2,[24],[1000],100,[],[]
627,3909,3,[12681],[2000],20,[],[]
628,3917,0,"[159,488]","[1000,1000]",50,[],[]
629,3917,1,[5148],[1000],100,[],[]
630,3917,2,[5147],[1000],100,[],[]
631,3920,0,"[159,488]","[1000,1000]",50,[],[]
632,3920,1,[5148],[1000],100,[],[]
633,3920,2,[5147],[1000],100,[],[]
634,3923,0,"[159,488]","[1000,1000]",50,[],[]
635,3923,1,[5148],[1000],100,[],[]
636,3923,2,[5147],[1000],100,[],[]
637,3962,0,[1390],[500],50,[],[]
638,3962,1,"[1390,434]","[-500,2000]",100,[],[]
639,3962,2,[14052],[-100],10,[],[]
640,3964,0,[24],[1000],50,[],[]
641,3964,1,[455],[500],100,[],[]
642,3964,2,[7604],[3000],100,[],[]
