"rownum","WorldAreasKey","InheritsFrom","RecipeId"
34,519,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
35,589,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
36,590,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
37,591,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",137
38,661,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
39,662,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
40,663,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",138
41,733,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
42,734,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
43,735,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",140
44,43,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",166
45,52,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",144
46,89,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",136
47,103,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",164
48,105,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",156
49,121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",192
50,139,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",145
51,1087,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",172
52,1172,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",191
53,1081,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",175
54,1125,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",154
55,1075,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",179
56,1074,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",199
57,1164,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",153
58,1079,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",157
59,1161,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",229
60,1121,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",167
61,1173,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",195
62,1191,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",189
63,1200,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",165
64,1166,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",252
65,1095,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",261
66,1085,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",151
67,1222,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",197
68,1215,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",262
69,1228,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",193
70,1143,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",194
71,1220,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",109
72,1090,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",190
73,1175,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",198
74,1094,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",196
75,1224,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockMap",253
