"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkillsKey","bool","bool","[i32]","rid","MultiPartAchievement","bool","ItemClasses","GrantedEffectsKey"
47,"PerandusDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
48,"PerandusFireball2","",[],1.7778,0.048,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
49,"ProphecyDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
50,"FrostfireMageDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
51,"WestFireball","",[],3,0.0414,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
52,"KitavaClericFireball","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,44,"","",[],"","","",[],""
53,"MetamorphKitavaClericFireballVaal","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,45,"","",[],"","","",[],""
54,"MonsterFireballRepeat","",[],1.1889,0.0394,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],""
55,"ReliquaryMonsterFireball","",[],3.8889,0.04,"",3,[],[],"",0,[],"",2,2500,44,"","",[],"","","",[],""
56,"FireballIncusionFire","",[],0.9722,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
57,"FireballIncusionLightning","",[],1.0938,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
58,"FireballIncursionChaos","",[],2,0.025,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
59,"FireballTaowuDash","",[],4.5,0.04,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],""
60,"FireballTaowuCombo","",[],2.33,0.038,"",3,[],[],"",0,[],"",2,1830,44,"","",[],"","","",[],""
61,"IceNova","",[],1.7987,0.0364,"",3,[],[],"",1291143349,[],"",2,700,41,"","",[],"","","",[],""
62,"IceNovaRoyale","",[],1.76,0.0364,"",3,[],[],"",-1988950926,[],"",2,800,41,"","",[],"","","",[],""
63,"BloodNovaStrIntBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
64,"IceNovaOnDamageTakenInvasion","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
65,"IceNovaOnHitCannibalMaleMapBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
66,"IceNovaOnDeathWaterElemental","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
67,"IceNovaOnDeathStrMission","",[],2.7273,0.03,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
68,"DarkSeawitchIceNova","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
69,"ProphecyBloodNova","",[],1.95,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
70,"VaalIceNova","",[],1.7987,0.0364,"",3,[],[],"",549257270,[],"",2,700,42,"","",[],"","","",[],""
71,"TormentSpiritVaalIceNova","",[],1.5,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],""
72,"StrMissionIceNovaTotem","",[],1.2727,0.0455,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
73,"WbIceNova","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
74,"GhostIceNova","",[],2.7273,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
75,"EssenceDaemonIceNovaRepeat","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
76,"ProphecyIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
77,"TotemMapBossIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
78,"IceNovaTrapSideAreaBoss","",[],1.8182,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
79,"IceNovaWaterElementalMap","",[],1.0873,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
80,"IceNovaWaterElemental","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,1000,41,"","",[],"","","",[],""
81,"IceNovaWaterElementalMetamorphosis","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,986,"","",[],"","","",[],""
82,"IceNovaWaterElementalInvasion","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
83,"MonsterTotemIceNova","",[],0.9727,0.0333,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
84,"PopUpTotemIceNova","",[],1.4545,0.052,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
85,"WbIceNovaSupport","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
86,"WbIceNovaSupport2","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
87,"TotemBossTeamAAtollIceNovaChilledGround","",[],2.9455,0.06,"",3,[],[],"",0,[],"",2,3500,41,"","",[],"","","",[],""
88,"IzaroDaemonIceNova","",[],1.3636,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
89,"TempestDaemonIceNova","",[],4.5,0.06,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
90,"ShrineIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
91,"ShrineIceNovaPlayer","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
92,"EssenceDaemonIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
93,"WestIceNovaDaemon","",[],1.5,0.038,"",3,[],[],"",0,[],"",2,500,41,"","",[],"","","",[],""
94,"WestIceNovaAttachedDaemon","",[],2.5,0.04,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
95,"WestIceNovaTriggered","",[],0.9313,0.05,"",3,[],[],"",0,[],"",2,2800,41,"","",[],"","","",[],""
96,"ChestIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],""
97,"VaalIncursionIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,3430,41,"","",[],"","","",[],""
98,"LeapSlam","",[],0,0,"",1,[],[],"",-1852109096,[],"",2,1400,14,"","",[],"","","",[],""
99,"LeapSlamRoyale","",[],0,0,"",1,[],[],"",-1225498524,[],"",2,1400,14,"","",[],"","","",[],""
100,"DarkExileLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
101,"KaomLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],""
102,"Sweep","",[],0.67,0.0233,"",1,[],[],"",1827840414,[],"",2,1150,0,"","",[],"","","",[],""
103,"SweepRoyale","",[],0.67,0.023,"",1,[],[],"",-201102793,[],"",2,1150,0,"","",[],"","","",[],""
104,"VaalSweep","",[],0,0,"",1,[],[],"",168077491,[],"",2,1150,1,"","",[],"","","",[],""
105,"ExileSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
106,"WbLightningEliteSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
107,"BanditSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
108,"SkeletonBossCrossroadsSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],""
109,"ExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
110,"GladiatorBossEliteVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
111,"WbVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
112,"DarkExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
113,"BullBossVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],""
114,"RockGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
115,"RockGolemMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
116,"RockGolemSlamTriggered1","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
117,"RockGolemSlamTriggered2","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
118,"RockGolemSlamTriggered3","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
119,"RockGolemSlamTriggered4","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
120,"RockGolemSlamTriggered5","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
121,"RockGolemSlamTriggered6","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
122,"ScorpionBurrowSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
123,"GoatmanMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
124,"RockGolemSlamMinotaur","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
125,"CoralGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],""
126,"DemonModularSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
127,"BestiaryBeastMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
128,"SentinelHolySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
129,"SentinelHolySlamBloodGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
130,"SentinelHolySlamFaithGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
131,"SentinelHolySlamCelestial","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
132,"SentinelHolySlamCelestialDominating","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
133,"SentinelHolySlamDemonic","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
134,"SentinelHolySlamEmpyrean","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
135,"SentinelHolySlamPolarisWhite","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
136,"SentinelHolySlamDragonHunter","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
137,"BetrayalSentinelUnholySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],51,"","",[],""
138,"DjinnSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
139,"GroundSlamBrute","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
140,"GroundSlamStatue","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
141,"GroundSlamStatueInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
142,"BloodlinesMudElementalGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
143,"BloodlinesBloodElementalBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
144,"ProphecyBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
145,"ExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
146,"AxisBossGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
147,"DropBearSummonedGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
148,"ShieldCrabGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
149,"WbGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
150,"WbGroundSlamFireElite","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
151,"ProphecyZombieGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
152,"KaruiSpiritGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
153,"TalismanGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
154,"DarkExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
155,"BestiaryKiwethGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
156,"KaomWarriorGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,323,"","",[],"","","",[],""
157,"KaomWarriorGroundSlamSynthesis","",[],0,0,"",4,[],[],"",0,[],"",2,1000,323,"","",[],"","","",[],""
158,"HellionGreustGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
159,"GroundSlamBeast","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
160,"GroundSlamFormosanBeastiary","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
161,"AbyssBoneHuskSpellNova","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
162,"AbyssUndyingSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
163,"BestiaryChimeraSpiritSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
164,"AbyssLichBoss2SpellNova","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,879,"","",[],"","","",[],""
165,"Cleave","",[],0.67,0.0233,"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],""
166,"CleaveRoyale","",[],0.67,0.0233,"",1,[],[],"",105969870,[],"",2,1000,6,"","",[],"","","",[],""
167,"MonsterCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
168,"MonsterCleaveWithEffect","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
169,"VaalSideAreaBossVendigoCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
170,"TaniwhaCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
171,"BreachBossCleavePhysical","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
172,"WbCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
173,"WbChaosLeaderCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
174,"BeastCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
175,"ExileCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
176,"ExileCleaveStun","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
177,"KitavaDemonCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
178,"VultureBossCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
179,"BanditBearCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
180,"ArakaaliCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
181,"UnholyTrioCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
182,"AbyssLichCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
183,"BestiaryLynxCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
184,"HeraldOfAgonyMinionCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
185,"LegionEternalEmpireMeleeCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],""
186,"NewShieldCharge","",[],2.25,0.0281,"",1,[],[],"",-287394882,[],"",2,1000,9,"","",[],"","","",[],""
187,"NewShieldChargeRoyale","",[],2,0.0178,"",1,[],[],"",1453068048,[],"",2,1000,9,"","",[],"","","",[],""
188,"ShieldCharge","",[],0,0,"",1,[],[],"",1904309587,[],"",2,1000,7,"","",[],"","","",[],""
189,"RhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
190,"RhoaShieldChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
191,"RhoaShieldChargeTauntHarvest","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
192,"RhoaShieldChargeTauntUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
193,"HarvestBearBossChargeNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
194,"HarvestBearBossChargeMediumNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
195,"HarvestBearBossChargeFar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
196,"HarvestBeastCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
197,"BestiaryRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
198,"SpectralSkullShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
199,"RhoaMapBossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
200,"AxisShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
201,"DominatingBlowMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
202,"BetrayalElreonMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
203,"RhoaShieldChargeInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
204,"RhoaShieldChargeUntainted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
205,"GuardianShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
206,"AnimatedBustShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
207,"ExileShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
208,"ExileShieldChargeWeak","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
209,"ExileShieldChargeKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
210,"VaganShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
211,"PerandusShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
212,"ProphecyRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
213,"SummonedRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
214,"BoarBanditShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
215,"AnimalPackShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
216,"TemplarShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
217,"TemplarCultistShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
218,"AnimatedShieldShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],""
219,"InvisibleDaemonShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
220,"HeistMilitaryEliteShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
221,"HeistMilitaryMinibossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
222,"HeistRoboDogCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],""
