"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
68,1546,250,"[0,7,8]",1
69,1547,250,"[1,6]",1
70,1548,250,"[2,4]",1
71,1549,250,"[3,5]",1
72,1550,250,"[0,7,8]",1
73,1551,250,"[1,6]",1
74,1552,250,"[2,4]",1
75,1553,250,"[3,5]",1
76,1554,250,"[0,7,8]",1
77,1555,250,"[1,6]",1
78,1556,250,"[2,4]",1
79,1557,250,"[3,5]",1
80,1558,250,"[0,7,8]",1
81,1559,250,"[1,6]",1
82,1560,250,"[2,4]",1
83,1561,250,"[3,5]",1
84,1562,250,"[0,7,8]",1
85,1563,250,"[1,6]",1
86,1564,250,"[2,4]",1
87,1565,250,"[3,5]",1
88,1566,250,"[0,7,8]",1
89,1567,250,"[1,6]",1
90,1568,250,"[2,4]",1
91,1569,250,"[3,5]",1
92,1570,250,"[0,7,8]",1
93,1571,250,"[1,6]",1
94,1572,250,"[2,4]",1
95,1573,250,"[3,5]",1
96,1574,250,"[0,7,8]",1
97,1575,250,"[1,6]",1
98,1576,250,"[2,4]",1
99,1577,250,"[3,5]",1
100,1578,250,"[0,7,8]",1
101,1579,250,"[1,6]",1
102,1580,250,"[2,4]",1
103,1581,250,"[3,5]",1
104,1582,250,"[0,7,8]",1
105,1583,250,"[1,6]",1
106,1584,250,"[2,4]",1
107,1585,250,"[3,5]",1
108,1586,250,"[0,7,8]",1
109,1587,250,"[1,6]",1
110,1588,250,"[2,4]",1
111,1589,250,"[3,5]",1
112,1590,250,"[0,7,8]",1
113,1591,250,"[1,6]",1
114,1592,250,"[2,4]",1
115,1593,250,"[3,5]",1
116,1594,250,"[0,7,8]",1
117,1595,250,"[1,6]",1
118,1596,250,"[2,4]",1
119,1597,250,"[3,5]",1
120,1598,250,"[0,7,8]",1
121,1599,250,"[1,6]",1
122,1600,250,"[2,4]",1
123,1601,250,"[3,5]",1
124,1602,250,"[0,7,8]",1
125,1603,250,"[1,6]",1
126,1604,250,"[2,4]",1
127,1605,250,"[3,5]",1
128,1606,250,"[0,7,8]",1
129,1607,250,"[1,6]",1
130,1608,250,"[2,4]",1
131,1609,250,"[3,5]",1
132,1610,250,"[0,7,8]",1
133,1611,250,"[1,6]",1
134,1612,250,"[2,4]",1
135,1613,250,"[3,5]",1
136,1614,250,"[0,7,8]",1
137,1615,250,"[1,6]",1
138,1616,250,"[2,4]",1
139,1617,250,"[3,5]",1
140,1618,250,"[0,7,8]",1
141,1619,250,"[1,6]",1
142,1620,250,"[2,4]",1
143,1621,250,"[3,5]",1
144,1622,250,"[0,7,8]",1
145,1623,250,"[1,6]",1
146,1624,250,"[2,4]",1
147,1625,250,"[3,5]",1
148,1626,250,"[0,7,8]",1
149,1627,250,"[1,6]",1
150,1628,250,"[2,4]",1
151,1629,250,"[3,5]",1
152,1630,250,"[0,7,8]",1
153,1631,250,"[1,6]",1
154,1632,250,"[2,4]",1
155,1633,250,"[3,5]",1
156,1634,250,"[0,7,8]",1
157,1635,250,"[1,6]",1
158,1636,250,"[2,4]",1
159,1637,250,"[3,5]",1
160,1638,250,"[0,7,8]",1
161,1639,250,"[1,6]",1
162,1640,250,"[2,4]",1
163,1641,250,"[3,5]",1
164,1642,250,"[0,7,8]",1
165,1643,250,"[1,6]",1
166,1644,250,"[2,4]",1
167,1645,250,"[3,5]",1
168,1646,250,"[0,7,8]",1
169,1647,250,"[1,6]",1
170,1648,250,"[2,4]",1
171,1649,250,"[3,5]",1
172,1650,250,"[0,7,8]",1
173,1651,250,"[1,6]",1
174,1652,250,"[2,4]",1
175,1653,250,"[3,5]",1
176,1654,250,"[0,7,8]",1
177,1655,250,"[1,6]",1
178,1656,250,"[2,4]",1
179,1657,250,"[3,5]",1
180,1658,250,"[0,7,8]",1
181,1659,250,"[1,6]",1
182,1660,250,"[2,4]",1
183,1661,250,"[3,5]",1
184,1662,250,"[0,7,8]",1
185,1663,250,"[1,6]",1
186,1664,250,"[2,4]",1
187,1665,250,"[3,5]",1
188,1666,250,"[0,7,8]",1
189,1667,250,"[1,6]",1
190,1668,250,"[2,4]",1
191,1669,250,"[3,5]",1
192,1670,250,"[0,7,8]",1
193,1671,250,"[1,6]",1
194,1672,250,"[2,4]",1
195,1673,250,"[3,5]",1
196,1478,250,"[0,7,8]",1
197,1479,250,"[1,6]",1
198,1480,250,"[2,4]",1
199,1481,250,"[3,5]",1
200,1422,125,"[0,7,8]",2
201,1423,125,"[1,6]",2
202,1424,125,"[2,4]",2
203,1425,125,"[3,5]",2
204,1426,125,"[0,7,8]",2
205,1427,125,"[1,6]",2
206,1428,125,"[2,4]",2
207,1429,125,"[3,5]",2
208,1430,125,"[0,7,8]",2
209,1431,125,"[1,6]",2
210,1432,125,"[2,4]",2
211,1433,125,"[3,5]",2
212,1434,125,"[0,7,8]",2
213,1435,125,"[1,6]",2
214,1436,125,"[2,4]",2
215,1437,125,"[3,5]",2
216,1438,125,"[0,7,8]",2
217,1439,125,"[1,6]",2
218,1440,125,"[2,4]",2
219,1441,125,"[3,5]",2
220,1442,125,"[0,7,8]",2
221,1443,125,"[1,6]",2
222,1444,125,"[2,4]",2
223,1445,125,"[3,5]",2
224,1446,125,"[0,7,8]",2
225,1447,125,"[1,6]",2
226,1448,125,"[2,4]",2
227,1449,125,"[3,5]",2
228,1450,125,"[0,7,8]",2
229,1451,125,"[1,6]",2
230,1452,125,"[2,4]",2
231,1453,125,"[3,5]",2
232,1454,125,"[0,7,8]",2
233,1455,125,"[1,6]",2
234,1456,125,"[2,4]",2
235,1457,125,"[3,5]",2
236,1458,125,"[0,7,8]",2
237,1459,125,"[1,6]",2
238,1460,125,"[2,4]",2
239,1461,125,"[3,5]",2
240,1462,125,"[0,7,8]",2
241,1463,125,"[1,6]",2
242,1464,125,"[2,4]",2
243,1465,125,"[3,5]",2
244,1466,125,"[0,7,8]",2
245,1467,125,"[1,6]",2
246,1468,125,"[2,4]",2
247,1469,125,"[3,5]",2
248,1470,125,"[0,7,8]",2
249,1471,125,"[1,6]",2
250,1472,125,"[2,4]",2
251,1473,125,"[3,5]",2
252,1474,125,"[0,7,8]",2
253,1475,125,"[1,6]",2
254,1476,125,"[2,4]",2
255,1477,125,"[3,5]",2
256,1680,0,"[0,1,2,3,4,5,6,7,8]",3
