"rownum","rid_0","i32_16","bool_20"
143,36197,60,""
144,36198,54,""
145,36199,57,""
146,36200,60,""
147,36201,54,""
148,36202,57,""
149,36203,60,""
150,36204,100,1
151,36205,100,1
152,36206,100,1
153,36207,100,1
154,36208,100,1
155,36209,100,1
156,36210,100,1
157,36211,100,1
158,36212,100,1
159,36213,100,1
160,36214,100,1
161,36215,100,1
162,36216,100,1
163,36217,100,1
164,36218,100,1
165,36219,100,1
166,36220,100,1
167,36221,100,1
168,36222,100,1
169,36223,100,1
170,36224,100,1
171,36225,100,1
172,36226,100,1
173,36227,100,""
174,36228,100,""
175,36229,100,""
176,36230,100,""
177,36231,100,""
178,36232,100,""
179,36233,100,""
180,36234,100,""
181,36235,100,""
182,36236,100,""
183,36237,100,""
184,36238,100,""
185,36239,100,""
186,36240,100,""
187,36241,100,""
188,36242,100,""
189,36243,100,""
190,36244,100,""
191,36245,100,""
192,36246,100,""
193,36247,100,""
194,36248,100,""
195,36249,100,""
196,36250,100,""
197,36251,100,""
198,36252,100,""
199,36253,100,""
200,36254,100,""
201,36255,100,""
202,36256,100,""
203,36257,100,""
204,36258,100,""
205,36259,100,""
206,36260,100,""
207,36261,100,""
208,36262,100,""
209,36263,100,""
210,36264,100,""
211,36265,100,""
212,36266,100,""
213,36267,100,""
214,36268,100,""
215,36269,100,""
216,36270,100,""
217,36271,100,""
218,36272,100,""
219,36273,100,""
220,36274,100,""
221,36275,100,""
222,36276,100,""
223,36277,100,""
224,36278,100,""
225,36279,100,""
226,36280,100,""
227,36281,100,""
228,36282,100,""
229,36283,100,""
230,36284,100,""
231,36285,100,""
232,36286,100,""
233,36287,100,""
234,36288,100,""
235,36289,100,""
236,36290,100,""
237,36291,100,""
238,36292,100,""
239,36293,100,""
240,36294,100,""
241,36295,100,""
242,36296,100,""
243,36297,100,""
244,36298,100,""
245,36299,100,1
246,36300,100,1
247,36301,100,1
248,36302,100,1
249,36303,100,1
250,36304,100,1
251,36305,100,1
252,36306,100,1
253,36307,100,1
254,36308,100,1
255,36309,100,1
256,36310,100,1
257,36311,100,1
258,36312,100,1
259,36313,100,1
260,36314,100,1
261,36315,100,1
262,36316,100,1
263,36317,100,1
264,36318,100,1
265,36319,100,1
266,36320,100,1
267,36321,100,1
268,36322,100,1
269,36323,100,1
270,36324,100,1
271,36325,100,1
272,36326,100,1
273,36327,100,1
274,36328,100,1
275,36329,100,1
276,36330,100,1
277,36331,100,1
278,36332,100,1
279,36333,100,1
280,36334,100,1
281,36335,100,1
282,36336,100,1
283,36337,100,1
284,36338,100,1
285,36339,100,1
286,36340,100,1
287,36341,100,1
288,36342,100,1
289,36343,100,1
290,36344,100,1
291,36345,100,1
292,36346,100,1
293,36347,100,1
294,36348,100,1
295,36349,100,1
296,36350,100,1
297,36351,100,1
298,36352,100,1
299,36353,100,1
300,36354,100,1
301,36355,100,1
302,36356,100,1
303,36357,100,1
304,36358,100,1
305,36359,100,1
306,36360,100,1
307,36361,100,1
308,36362,100,1
309,36363,100,1
310,36364,100,1
311,36365,100,1
312,36366,100,1
313,36367,100,1
314,36368,100,1
315,36369,100,1
316,36370,100,1
317,36371,100,1
318,36372,100,1
319,36373,100,1
320,36374,100,""
321,36375,100,""
322,36376,100,""
323,36377,100,""
324,36378,100,""
325,36379,100,""
326,36380,100,""
327,36381,100,""
328,36382,100,""
329,36383,100,""
330,36384,100,""
331,36385,100,""
332,36386,100,""
333,36387,100,""
334,36388,100,""
335,36389,100,""
336,36390,100,""
337,36391,100,""
338,36392,100,""
339,36393,100,""
340,36394,100,""
341,36395,100,""
342,36396,100,""
343,36397,100,""
344,36398,100,""
345,36399,100,""
346,36400,100,""
347,36401,100,""
348,36402,100,""
349,36403,100,1
350,36404,100,1
351,36405,100,1
352,36406,100,1
353,36407,100,1
354,36408,100,1
355,36409,100,1
356,36410,100,1
357,36411,100,1
358,36412,100,""
359,36413,100,""
360,36414,100,""
361,36415,100,""
362,36416,100,""
363,36417,100,""
364,36418,100,""
365,36419,100,""
366,36420,100,""
367,36421,100,""
368,36422,100,""
369,36423,100,""
370,36424,100,""
371,36425,100,""
372,36426,100,""
373,36427,100,""
374,36428,100,""
375,36429,100,""
