"rownum","Id","Mod","PassiveSkill"
197,"InverseWeighting127","",696
198,"InverseWeighting128","",355
199,"InverseWeighting128_2","",1899
200,"InverseWeighting129","",1093
201,"InverseWeighting130","",232
202,"InverseWeighting130_2","",2104
203,"InverseWeighting131","",403
204,"InverseWeighting132","",719
205,"InverseWeighting133","",1183
206,"InverseWeighting134","",643
207,"InverseWeighting135","",963
208,"InverseWeighting135_2","",655
209,"InverseWeighting135_3","",2183
210,"InverseWeighting136","",1856
211,"InverseWeighting136_2","",2304
212,"InverseWeighting137","",2214
213,"InverseWeighting138","",196
214,"InverseWeighting138_2","",2018
215,"InverseWeighting139","",1199
216,"InverseWeighting140","",1327
217,"InverseWeighting141","",2466
218,"InverseWeighting142","",164
219,"InverseWeighting143","",385
220,"InverseWeighting143_2","",1911
221,"InverseWeighting144","",1092
222,"InverseWeighting144_2","",2239
223,"InverseWeighting146","",420
224,"InverseWeighting148","",175
225,"InverseWeighting148_2","",1350
226,"InverseWeighting151","",1916
227,"InverseWeighting153","",2405
228,"InverseWeighting156","",320
229,"InverseWeighting157","",2292
230,"InverseWeighting160","",2159
231,"InverseWeighting161","",1163
232,"InverseWeighting161_2","",2317
233,"InverseWeighting162","",1903
234,"InverseWeighting162_2","",2147
235,"InverseWeighting164","",1071
236,"InverseWeighting164_2","",2011
237,"InverseWeighting164_3","",1084
238,"InverseWeighting166","",1191
239,"InverseWeighting166_2","",1845
240,"InverseWeighting169","",2034
241,"InverseWeighting169_2","",1109
242,"InverseWeighting174","",2199
243,"InverseWeighting174_2","",698
244,"InverseWeighting174_3","",2263
245,"InverseWeighting174_4","",1993
246,"InverseWeighting182","",95
247,"InverseWeighting182_2","",2026
248,"InverseWeighting182_3","",2100
249,"InverseWeighting183","",244
250,"InverseWeighting184","",231
251,"InverseWeighting185","",1786
252,"InverseWeighting186","",1766
253,"InverseWeighting187","",277
254,"InverseWeighting188","",256
255,"InverseWeighting188_2","",1863
256,"InverseWeighting190","",2091
257,"InverseWeighting190_2","",1121
258,"InverseWeighting191","",1773
259,"InverseWeighting192","",909
260,"InverseWeighting193","",188
261,"InverseWeighting194","",1716
262,"InverseWeighting195","",1323
263,"InverseWeighting195_2","",953
264,"InverseWeighting195_3","",2329
265,"InverseWeighting196","",1203
266,"InverseWeighting197","",2309
267,"InverseWeighting198","",2196
268,"InverseWeighting198_2","",1820
269,"InverseWeighting199","",2342
270,"InverseWeighting200","",1044
271,"InverseWeighting200_2","",1891
272,"InverseWeighting200_3","",954
273,"InverseWeighting201","",27
274,"InverseWeighting202","",236
275,"InverseWeighting202_2","",2402
276,"InverseWeighting203","",1727
277,"InverseWeighting203_2","",1957
278,"InverseWeighting204","",373
279,"InverseWeighting204_2","",2054
280,"InverseWeighting206","",1890
281,"InverseWeighting206_2","",2064
282,"InverseWeighting208","",285
283,"InverseWeighting208_2","",1218
284,"InverseWeighting209","",908
285,"InverseWeighting211","",679
286,"InverseWeighting211_2","",2326
287,"InverseWeighting213","",2351
288,"InverseWeighting214","",859
289,"InverseWeighting215","",2350
290,"InverseWeighting216","",1778
291,"InverseWeighting221","",128
292,"InverseWeighting222","",376
293,"InverseWeighting222_2","",2087
294,"InverseWeighting224","",1318
295,"InverseWeighting224_2","",2003
296,"InverseWeighting226","",697
297,"InverseWeighting229","",67
298,"InverseWeighting234","",1872
299,"InverseWeighting240","",1022
300,"InverseWeighting240_2","",2151
301,"InverseWeighting241","",1055
302,"InverseWeighting242","",1015
303,"InverseWeighting242_2","",2174
304,"InverseWeighting244","",1047
305,"InverseWeighting245","",0
306,"InverseWeighting246","",1711
307,"InverseWeighting246_2","",1902
308,"InverseWeighting247","",1846
309,"InverseWeighting248","",1953
310,"InverseWeighting249","",966
311,"InverseWeighting249_2","",2133
312,"InverseWeighting250","",2167
313,"InverseWeighting251","",360
314,"InverseWeighting251_2","",126
315,"InverseWeighting252","",2266
316,"InverseWeighting253","",1707
317,"InverseWeighting253_2","",2022
318,"InverseWeighting254","",118
319,"InverseWeighting254_2","",902
320,"InverseWeighting255","",1781
321,"InverseWeighting255_2","",2401
322,"InverseWeighting256","",1335
323,"InverseWeighting256_2","",2387
324,"InverseWeighting258","",2406
325,"InverseWeighting258_2","",934
326,"InverseWeighting258_3","",620
327,"InverseWeighting259","",149
328,"InverseWeighting260","",748
329,"InverseWeighting261","",768
330,"InverseWeighting261_2","",652
331,"InverseWeighting261_3","",1065
332,"InverseWeighting262","",388
333,"InverseWeighting262_2","",1147
334,"InverseWeighting263","",1111
335,"InverseWeighting263_2","",2347
336,"InverseWeighting264","",282
337,"InverseWeighting266","",2444
338,"InverseWeighting266_2","",1077
339,"InverseWeighting266_3","",684
340,"InverseWeighting267","",730
341,"InverseWeighting269","",2303
342,"InverseWeighting269_2","",732
343,"InverseWeighting271","",414
344,"InverseWeighting271_2","",1209
345,"InverseWeighting271_3","",1851
346,"InverseWeighting274","",1041
347,"InverseWeighting274_2","",195
348,"InverseWeighting279","",1112
349,"InverseWeighting280","",59
350,"InverseWeighting280_2","",2462
351,"InverseWeighting282","",1292
352,"InverseWeighting284","",1043
353,"InverseWeighting285","",998
354,"InverseWeighting287","",73
355,"InverseWeighting287_2","",50
356,"InverseWeighting289","",302
357,"InverseWeighting292","",1107
358,"InverseWeighting297","",1038
359,"InverseWeighting300","",147
360,"InverseWeighting301","",1768
361,"InverseWeighting302","",467
362,"InverseWeighting304","",1347
363,"InverseWeighting305","",173
364,"InverseWeighting306","",2335
365,"InverseWeighting309","",288
366,"InverseWeighting310","",2355
367,"InverseWeighting314","",337
368,"InverseWeighting320","",1331
369,"InverseWeighting322","",761
370,"InverseWeighting323","",1941
371,"InverseWeighting324","",58
372,"InverseWeighting325","",738
373,"InverseWeighting327","",2243
374,"InverseWeighting329","",2407
375,"InverseWeighting332","",667
376,"InverseWeighting332_2","",1994
377,"InverseWeighting337","",676
378,"InverseWeighting340","",1978
379,"InverseWeighting340_2","",57
380,"InverseWeighting345","",2143
381,"InverseWeighting360","",1208
382,"InverseWeighting361","",1938
383,"InverseWeighting362","",2099
384,"InverseWeighting363","",284
385,"InverseWeighting364","",298
386,"InverseWeighting364_2","",1074
387,"InverseWeighting365","",478
388,"InverseWeighting366","",411
389,"InverseWeighting367","",1792
390,"InverseWeighting368","",2207
391,"InverseWeighting369","",1042
392,"InverseWeighting369_2","",1113
393,"InverseWeighting372","",65
394,"InverseWeighting371","",2408
395,"InverseWeighting374","",283
396,"InverseWeighting377","",1081
397,"InverseWeighting380","",1035
398,"InverseWeighting382","",729
399,"InverseWeighting385","",1986
400,"InverseWeighting400","",412
401,"InverseWeighting403","",182
402,"InverseWeighting403_2","",1998
403,"InverseWeighting420","",990
404,"InverseWeighting424","",1302
405,"InverseWeighting425","",1857
406,"InverseWeighting427","",1882
407,"InverseWeighting429","",2163
408,"InverseWeighting429_2","",2441
409,"InverseWeighting432","",1036
410,"InverseWeighting437","",2180
411,"InverseWeighting440","",754
412,"InverseWeighting443","",785
413,"InverseWeighting445","",472
414,"InverseWeighting463","",851
415,"InverseWeighting480","",1020
416,"InverseWeighting483","",1180
417,"InverseWeighting487","",806
418,"InverseWeighting488","",1990
419,"InverseWeighting490","",2215
420,"InverseWeighting490_2","",2284
421,"InverseWeighting492","",765
422,"InverseWeighting495","",673
423,"InverseWeighting500","",2435
424,"InverseWeighting503","",692
425,"InverseWeighting508","",1356
426,"InverseWeighting526","",2438
427,"InverseWeighting540","",936
428,"InverseWeighting543","",2815
429,"InverseWeighting566","",2480
430,"InverseWeighting603","",1849
431,"InverseWeighting606","",935
432,"InverseWeighting666","",2049
433,"InverseWeighting729","",747
434,"RingInverseWeighting2",20848,""
435,"RingInverseWeighting3",20853,""
436,"RingInverseWeighting4",20857,""
437,"RingInverseWeighting5",20913,""
438,"RingInverseWeighting6",20918,""
439,"RingInverseWeighting7",20922,""
440,"RingInverseWeighting8",20900,""
441,"RingInverseWeighting8_2",20905,""
442,"RingInverseWeighting10",20909,""
443,"RingInverseWeighting10_2",20861,""
444,"RingInverseWeighting11",20866,""
445,"RingInverseWeighting12",20870,""
446,"RingInverseWeighting13",20887,""
447,"RingInverseWeighting15",20892,""
448,"RingInverseWeighting15_2",20896,""
449,"RingInverseWeighting16",20874,""
450,"RingInverseWeighting18",20879,""
451,"RingInverseWeighting18_2",20883,""
452,"RingInverseWeighting20",20849,""
453,"RingInverseWeighting23",20854,""
454,"RingInverseWeighting23_2",20858,""
455,"RingInverseWeighting24",20914,""
456,"RingInverseWeighting26",20919,""
457,"RingInverseWeighting28",20923,""
458,"RingInverseWeighting28_2",20901,""
459,"RingInverseWeighting31",20906,""
460,"RingInverseWeighting36",20910,""
461,"RingInverseWeighting41",20862,""
462,"RingInverseWeighting42",20867,""
463,"RingInverseWeighting44",20871,""
464,"RingInverseWeighting44_2",20850,""
465,"RingInverseWeighting46",20855,""
466,"RingInverseWeighting49",20859,""
467,"RingInverseWeighting54",20915,""
468,"RingInverseWeighting62",20920,""
469,"RingInverseWeighting80",20924,""
470,"RingInverseWeighting81",20888,""
471,"RingInverseWeighting82",20893,""
472,"RingInverseWeighting84",20897,""
473,"RingInverseWeighting86",20875,""
474,"RingInverseWeighting89",20880,""
475,"RingInverseWeighting94",20884,""
476,"RingInverseWeighting102",20851,""
477,"RingInverseWeighting120",20856,""
478,"RingInverseWeighting121",20860,""
479,"RingInverseWeighting122",20916,""
480,"RingInverseWeighting124",20921,""
481,"RingInverseWeighting126",20925,""
482,"RingInverseWeighting129",20902,""
483,"RingInverseWeighting134",20907,""
484,"RingInverseWeighting142",20911,""
485,"RingInverseWeighting160",20863,""
486,"RingInverseWeighting160_2",20868,""
487,"RingInverseWeighting181",20872,""
488,"RingInverseWeighting182",20889,""
489,"RingInverseWeighting184",20894,""
490,"RingInverseWeighting186",20898,""
491,"RingInverseWeighting189",20903,""
492,"RingInverseWeighting194",20939,""
493,"RingInverseWeighting200",20912,""
494,"RingInverseWeighting202",20876,""
495,"RingInverseWeighting220",20881,""
496,"RingInverseWeighting240",20885,""
497,"RingInverseWeighting244",20864,""
498,"RingInverseWeighting245",20869,""
499,"RingInverseWeighting247",20873,""
500,"RingInverseWeighting249",20890,""
501,"RingInverseWeighting252",20895,""
502,"RingInverseWeighting257",20899,""
503,"RingInverseWeighting260",20877,""
504,"RingInverseWeighting265",20882,""
505,"RingInverseWeighting283",20886,""
506,"RingInverseWeighting300",20852,""
507,"RingInverseWeighting323",20865,""
508,"RingInverseWeighting360",20904,""
509,"RingInverseWeighting363",20917,""
510,"RingInverseWeighting423",20891,""
511,"RingInverseWeighting486",20878,""
512,"RingInverseWeighting501",20931,""
513,"RingInverseWeighting502",20936,""
514,"RingInverseWeighting503",20929,""
515,"RingInverseWeighting504",20926,""
516,"RingInverseWeighting505",20932,""
517,"RingInverseWeighting506",20930,""
518,"RingInverseWeighting507",20935,""
519,"RingInverseWeighting508",20937,""
520,"RingInverseWeighting509",20933,""
521,"RingInverseWeighting510",20934,""
522,"RingInverseWeighting511",20927,""
523,"RingInverseWeighting512",20928,""
524,"RingInverseWeighting513",20938,""
525,"BlightedMapMod1",20940,""
526,"BlightedMapMod2",20941,""
527,"BlightedMapMod3",20942,""
528,"BlightedMapMod4",20943,""
529,"BlightedMapMod5",20944,""
530,"BlightedMapMod6",20946,""
531,"BlightedMapMod6b",20947,""
532,"BlightedMapMod7",20948,""
533,"BlightedMapMod8",20950,""
534,"BlightedMapMod9",20951,""
535,"BlightedMapMod10",20953,""
536,"BlightedMapMod11",20954,""
537,"BlightedMapMod12",20955,""
538,"OffTreeAnoint1","",2823
539,"OffTreeAnoint2","",2824
540,"OffTreeAnoint3","",2825
541,"OffTreeAnoint4","",2826
542,"OffTreeAnoint5","",2827
543,"OffTreeAnoint6","",2828
544,"OffTreeAnoint7","",2829
545,"OffTreeAnoint8","",2830
546,"OffTreeAnoint9","",2831
547,"OffTreeAnoint10","",2832
548,"OffTreeAnoint11","",2833
549,"OffTreeAnoint12","",2834
550,"OffTreeAnoint13","",2835
551,"OffTreeAnoint14","",2836
552,"OffTreeAnoint15","",2837
553,"OffTreeAnoint16","",2838
554,"OffTreeAnoint17","",2839
555,"OffTreeAnoint18","",2840
556,"OffTreeAnoint19","",2820
557,"OffTreeAnoint20","",2814
558,"OffTreeAnoint21","",2813
559,"OffTreeAnoint22","",2821
560,"OffTreeAnoint23","",2819
561,"OffTreeAnoint24","",2810
562,"OffTreeAnoint25","",2812
563,"OffTreeAnoint26","",2811
564,"OffTreeAnoint27","",2817
565,"OffTreeAnoint28","",2822
566,"OffTreeAnoint29","",2816
567,"OffTreeAnoint30","",2818
568,"OffTreeAnoint31","",2841
