"rownum","Id","MiscAnimatedKey1","SpawnWeight","LevelMin","LevelMax","BuffDefinitionsKey","BuffStatValues","SpawnPatterns","ModsKey","[i32]","[i32]","MiscAnimatedKey2","EnvironmentsKey","i32","Achievements","Type","Description","DaemonSpawningDataKey","bool","i32"
10,"ChaosPurple1",4988,50,46,67,1646,"[8,25]",[1],[36524],[1],"[100,100,100,100]",5004,1228,5,[7472],"Dreaded","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",4,"",0
11,"ChaosPurple2",4988,50,68,77,1646,"[10,35]",[1],[36524],[1],"[100,100,100,100]",5004,1228,6,[7472],"Dreaded","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",4,"",0
12,"ChaosPurple3",4988,50,78,100,1646,"[12,45]",[1],[36524],[1],"[100,100,100,100]",5004,1228,6,[7472],"Dreaded","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",4,"",0
13,"Lightning1",5062,100,0,24,1683,"[25,20]",[1],[36524],[1],"[100,100,100,100]",5076,1235,4,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,"",0
14,"Lightning2",5062,100,25,45,1683,"[30,25]",[1],[36524],[1],"[100,100,100,100]",5076,1235,5,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,"",0
15,"Lightning3",5062,100,46,67,1683,"[35,30]",[1],[36524],[1],"[100,100,100,100]",5076,1235,5,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,"",0
16,"Lightning4",5062,100,68,77,1683,"[40,35]",[1],[36524],[1],"[100,100,100,100]",5076,1235,6,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,"",0
17,"Lightning5",5062,100,78,100,1683,"[50,40]",[1],[36524],[1],"[100,100,100,100]",5076,1235,6,[7470],"Fluctuant","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",7,"",0
18,"PhysicalBlood1",5064,100,0,24,1684,"[25,20]",[2],[36524],[1],"[100,100,100,100]",5078,1238,4,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,"",0
19,"PhysicalBlood2",5064,100,25,45,1684,"[30,25]",[2],[36524],[1],"[100,100,100,100]",5078,1238,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,"",0
20,"PhysicalBlood3",5064,100,46,67,1684,"[35,30]",[2],[36524],[1],"[100,100,100,100]",5078,1238,5,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,"",0
21,"PhysicalBlood4",5064,100,68,77,1684,"[40,35]",[2],[36524],[1],"[100,100,100,100]",5078,1238,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,"",0
22,"PhysicalBlood5",5064,100,78,100,1684,"[50,40]",[2],[36524],[1],"[100,100,100,100]",5078,1238,6,[7471],"Violent","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",15,"",0
23,"GenericLife1",5060,100,0,24,1688,[120],[2],[36524],[1],"[100,100,100,100]",5072,1232,4,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",18,"",0
24,"GenericLife2",5060,100,25,45,1688,[120],[2],[36524],[1],"[100,100,100,100]",5072,1232,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",18,"",0
25,"GenericLife3",5060,100,46,67,1688,[120],[2],[36524],[1],"[100,100,100,100]",5072,1232,5,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",18,"",0
26,"GenericLife4",5060,100,68,77,1688,[120],[2],[36524],[1],"[100,100,100,100]",5072,1232,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",18,"",0
27,"GenericLife5",5060,100,78,100,1688,[120],[2],[36524],[1],"[100,100,100,100]",5072,1232,6,[7573],"Suppressive","Monsters Regenerate Life \nSmothering Mist lowers your Life Regeneration",18,"",0
28,"GenericEnergyShield1",5067,100,10,24,1687,[30],[4],[36524],[1],"[100,100,100,100]",5070,1232,4,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",23,"",0
29,"GenericEnergyShield2",5067,100,25,45,1687,[35],[4],[36524],[1],"[100,100,100,100]",5070,1232,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",23,"",0
30,"GenericEnergyShield3",5067,100,46,67,1687,[40],[4],[36524],[1],"[100,100,100,100]",5070,1232,5,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",23,"",0
31,"GenericEnergyShield4",5067,100,68,77,1687,[45],[4],[36524],[1],"[100,100,100,100]",5070,1232,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",23,"",0
32,"GenericEnergyShield5",5067,100,78,100,1687,[50],[4],[36524],[1],"[100,100,100,100]",5070,1232,6,[7574],"Ensconced","Monsters gain extra Energy Shield based on Life \nAltar restores monster Energy Shield",23,"",0
33,"GenericCharges1",5066,100,33,45,1686,[],[4],"[4828,4829,4830]","[1,1,1]","[100,100,100,100]",5069,1232,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",19,"",0
34,"GenericCharges2",5066,100,46,67,1686,[],[4],"[4828,4829,4830]","[1,1,1]","[100,100,100,100]",5069,1232,5,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",19,"",0
35,"GenericCharges3",5066,100,68,77,1686,[],[4],"[4828,4829,4830]","[1,1,1]","[100,100,100,100]",5069,1232,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",19,"",0
36,"GenericCharges4",5066,100,78,100,1686,[],[4],"[4828,4829,4830]","[1,1,1]","[100,100,100,100]",5069,1232,6,[7575],"Charged","Monsters gain Endurance, Frenzy or Power Charges on Hit \nAltar charges up and Discharges monsters",19,"",0
37,"GenericFortify1",5060,100,33,45,1689,[-20],[0],[36524],[1],"[100,100,100,100]",5071,1232,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",22,"",0
38,"GenericFortify2",5060,100,46,67,1689,[-25],[0],[36524],[1],"[100,100,100,100]",5071,1232,5,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",22,"",0
39,"GenericFortify3",5060,100,68,77,1689,[-30],[0],[36524],[1],"[100,100,100,100]",5071,1232,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",22,"",0
40,"GenericFortify4",5060,100,78,100,1689,[-35],[0],[36524],[1],"[100,100,100,100]",5071,1232,6,[7576],"Fortressed","Monsters take reduced Damage \nFortress Totems further reduce the damage Monsters take",22,"",0
41,"GenericMassive1",5067,50,33,45,1690,"[20,60,30]",[2],[36524],[1],"[100,100,100,100]",5073,1232,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",20,"",0
42,"GenericMassive2",5067,50,46,67,1690,"[20,70,35]",[2],[36524],[1],"[100,100,100,100]",5073,1232,5,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",20,"",0
43,"GenericMassive3",5067,50,68,77,1690,"[20,80,40]",[2],[36524],[1],"[100,100,100,100]",5073,1232,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",20,"",0
44,"GenericMassive4",5067,50,78,100,1690,"[20,90,50]",[2],[36524],[1],"[100,100,100,100]",5073,1232,6,[7577],"Emboldening","Monsters are Massive \nAltar causes Monsters to grow even larger",20,"",0
45,"GenericSpeed1",5067,50,16,45,1691,"[10,10,10]",[2],[36524],[1],"[100,100,100,100]",5074,1232,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",21,"",0
46,"GenericSpeed2",5067,50,46,67,1691,"[12,12,12]",[2],[36524],[1],"[100,100,100,100]",5074,1232,5,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",21,"",0
47,"GenericSpeed3",5067,50,68,77,1691,"[15,15,15]",[2],[36524],[1],"[100,100,100,100]",5074,1232,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",21,"",0
48,"GenericSpeed4",5067,50,78,100,1691,"[18,18,18]",[2],[36524],[1],"[100,100,100,100]",5074,1232,6,[7578],"Invigorating","Monsters are Fast \nGales further accelerate you and Monsters",21,"",0
49,"Vaal1",5065,20,33,45,1693,[1],[2],[36524],[1],"[100,100,100,100]",5079,1240,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",13,"",0
50,"Vaal2",5065,20,46,67,1693,[1],[2],[36524],[1],"[100,100,100,100]",5079,1240,5,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",13,"",0
51,"Vaal3",5065,20,68,77,1693,[1],[2],[36524],[1],"[100,100,100,100]",5079,1240,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",13,"",0
52,"Vaal4",5065,20,78,100,1693,[1],[2],[36524],[1],"[100,100,100,100]",5079,1240,6,[7579],"Vaal","Items dropped by slain Monsters are Corrupted \nFavours may cost less Tribute on average\nAtziri's apparition protects the Altar",13,"",0
53,"Necromantic1",5063,50,33,45,1692,[],[1],[36524],[1],"[100,100,100,100]",5077,1237,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",9,"",0
54,"Necromantic2",5063,50,46,67,1692,[],[1],[36524],[1],"[100,100,100,100]",5077,1237,5,[7580],"Haunted","Tormented Spirits haunt the Ritual",10,"",0
55,"Necromantic3",5063,50,68,77,1692,[],[1],[36524],[1],"[100,100,100,100]",5077,1237,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",11,"",0
56,"Necromantic4",5063,50,78,100,1692,[],[1],[36524],[1],"[100,100,100,100]",5077,1237,6,[7580],"Haunted","Tormented Spirits haunt the Ritual",12,"",0
57,"ChaosGreen1",5059,50,33,45,1685,"[30,8]",[1],[36524],[1],"[100,100,100,100]",5068,1234,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",17,"",0
58,"ChaosGreen2",5059,50,46,67,1685,"[35,10]",[1],[36524],[1],"[100,100,100,100]",5068,1234,5,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",17,"",0
59,"ChaosGreen3",5059,50,68,77,1685,"[40,12]",[1],[36524],[1],"[100,100,100,100]",5068,1234,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",17,"",0
60,"ChaosGreen4",5059,50,78,100,1685,"[50,14]",[1],[36524],[1],"[100,100,100,100]",5068,1234,6,[7581],"Foul","Monsters deal extra Chaos Damage and can Poison \nToxic vines grasp you while stationary",17,"",0
61,"Golden1",5061,10,68,72,1694,"[4000,4000]",[1],[36524],[1],"[100,100,100,100]",5075,1233,5,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",14,1,0
62,"Golden2",5061,10,73,77,1694,"[5000,5000]",[1],[36524],[1],"[100,100,100,100]",5075,1233,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",14,1,0
63,"Golden3",5061,10,78,100,1694,"[6000,6000]",[1],[36524],[1],"[100,100,100,100]",5075,1233,6,[7582],"Opulent","Monsters have greatly increased Item Rarity and Quantity \nContains cursed coin showers",14,1,0
64,"FireUber1",4986,10,68,72,1695,"[100,60]",[4],[36524],[1],"[100,100,100,100]",5080,1231,5,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1,0
65,"FireUber2",4986,10,73,77,1695,"[100,70]",[4],[36524],[1],"[100,100,100,100]",5080,1231,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1,0
66,"FireUber3",4986,10,78,100,1695,"[100,80]",[4],[36524],[1],"[100,100,100,100]",5080,1231,6,"[7583,7468]","Apocalyptic","Monsters deal extra Fire Damage and can Ignite \nMeteors fall from the sky",1,1,0
67,"ColdUber1",4987,10,68,72,1696,"[100,60]",[4],[36524],[1],"[100,100,100,100]",5081,1230,5,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1,0
68,"ColdUber2",4987,10,73,77,1696,"[100,70]",[4],[36524],[1],"[100,100,100,100]",5081,1230,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1,0
69,"ColdUber3",4987,10,78,100,1696,"[100,80]",[4],[36524],[1],"[100,100,100,100]",5081,1230,6,"[7584,7469]","Glacial","Monsters deal extra Cold Damage and can Freeze \nIcy Beams rotate",3,1,0
70,"LightningUber1",5062,10,68,72,1698,"[100,60]",[1],[36524],[1],"[100,100,100,100]",5082,1236,5,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",8,1,0
71,"LightningUber2",5062,10,73,77,1698,"[100,70]",[1],[36524],[1],"[100,100,100,100]",5082,1236,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",8,1,0
72,"LightningUber3",5062,10,78,100,1698,"[100,80]",[1],[36524],[1],"[100,100,100,100]",5082,1236,6,"[7585,7470]","Volatile","Monsters deal extra Lightning Damage and can Shock \nSkull Spires fire Lightning orbs at each other",8,1,0
73,"PhysicalBloodUber1",5064,10,68,72,1699,"[100,60]",[2],[36524],[1],"[100,100,100,100]",5083,1239,5,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",16,1,0
74,"PhysicalBloodUber2",5064,10,73,77,1699,"[100,70]",[2],[36524],[1],"[100,100,100,100]",5083,1239,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",16,1,0
75,"PhysicalBloodUber3",5064,10,78,100,1699,"[100,80]",[2],[36524],[1],"[100,100,100,100]",5083,1239,6,"[7586,7471]","Sanguine","Monsters deal extra Physical Damage and can inflict Bleeding \nPain Totems pulse damaging waves",16,1,0
76,"ChaosPurpleUber1",4988,10,68,72,1697,"[15,30]",[1],[36524],[1],"[100,100,100,100]",5084,1229,5,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1,0
77,"ChaosPurpleUber2",4988,10,73,77,1697,"[18,40]",[1],[36524],[1],"[100,100,100,100]",5084,1229,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1,0
78,"ChaosPurpleUber3",4988,10,78,100,1697,"[20,50]",[1],[36524],[1],"[100,100,100,100]",5084,1229,6,"[7587,7472]","Malevolent","Monsters deal extra Chaos Damage and can Wither \nAnomalies fire Chaos projectiles",5,1,0
79,"Nameless1",4988,0,68,72,1700,"[-30,20]",[4],[36524],[1],"[100,100,100,100]",4989,1146,5,[],"Nameless","Monsters have reduced effect of Curses on them\nMonsters apply random Curses on Hit.",6,1,1
80,"Nameless2",4988,0,73,77,1700,"[-40,20]",[4],[36524],[1],"[100,100,100,100]",4989,1146,6,[],"Nameless","Monsters have reduced effect of Curses on them\nMonsters apply random Curses on Hit.",6,1,2
81,"Nameless3",4988,20,81,100,1700,"[-50,30]",[4],[36524],[1],"[100,100,100,100]",4989,1146,6,[],"Nameless","Monsters have reduced effect of Curses on them\nMonsters apply random Curses on Hit.",6,1,3
