"rownum","Id","MiscAnimated","[i32]","[string]","string","string","string","string","i32","rid","rid","rid","rid","bool","i32"
27,"CurseElementalWeakness",35,[],[],"orb_finish","","","",0,"","","","","",0
28,"IzaroElementalWeaknessOrb",861,[],[],"orb_finish","","","",0,"","","","","",0
29,"IzaroDeathElementalWeaknessOrb",884,[],[],"orb_finish","","","",0,"","","","","",0
30,"CurseFireWeakness",36,[],[],"orb_finish","","","",0,"","","","","",0
31,"CurseColdWeakness",37,[],[],"orb_finish","","","",0,"","","","","",0
32,"CurseLightningWeakness",38,[],[],"orb_finish","","","",0,"","","","","",0
33,"CurseChaosWeakness",1775,[],[],"orb_finish","","","",0,"","","","","",0
34,"CursePunishment",40,[],[],"orb_finish","","","",0,"","","","","",0
35,"CurseSilence",275,[100],"[""orb_idle""]","orb_finish","hexproof","","",0,"","","","","",0
36,"CurseMinionSacrifice",45,[],[],"orb_finish","","","",0,"","","","","",0
37,"CursePacifyActive",276,[],[],"fadeout","","fadein","stage3",0,"","","","","",0
38,"CursePacifyInactive",276,[],[],"fadeout","hexproof","fadein","stage1",0,"","","","","",0
39,"CurseWarlordsMark",39,[],[],"orb_finish","","","",0,"","","","","",0
40,"CurseAssassinsMark",42,[],[],"orb_finish","","","",0,"","","","","",0
41,"CurseSnipersMark",43,[],[],"orb_finish","","","",0,"","","","","",0
42,"CursePoachersMark",46,[],[],"orb_finish","","","",0,"","","","","",0
43,"CurseAlchemistsMark",47,[],[],"orb_finish","","","",0,"","","","","",0
44,"CursePenanceMark",48,[],[],"orb_finish","","","",0,"","","","","",0
45,"FlaskCurseImmunity",154,[],[],"orb_finish","","","",0,"","","","","",0
46,"DoedreRedOrb",1414,[],[],"orb_finish","","","",0,"","","","","",0
47,"DoedreGreenOrb",1413,[],[],"orb_finish","","","",0,"","","","","",0
48,"DoedrePurpleOrb",1412,[],[],"orb_finish","","","",0,"","","","","",0
49,"ShrinePlus",257,[],[],"orb_finish","","","",0,"","","","","",0
50,"ShrineFist",256,[],[],"orb_finish","","","",0,"","","","","",0
51,"ShrineSword",259,[],[],"orb_finish","","","",0,"","","","","",0
52,"ShrineWing",255,[],[],"orb_finish","","","",0,"","","","","",0
53,"ShrineThorns",314,[],[],"orb_finish","","","",0,"","","","","",0
54,"ShrineFire",260,[],[],"orb_finish","","","",0,"","","","","",0
55,"ShrineLightning",262,[],[],"orb_finish","","","",0,"","","","","",0
56,"ShrineArc",264,[],[],"orb_finish","","","",0,"","","","","",0
57,"ShrineCold",261,[],[],"orb_finish","","","",0,"","","","","",0
58,"ShrineSmoke",315,[],[],"orb_finish","","","",0,"","","","","",0
59,"ShrineMassive",324,[],[],"orb_finish","","","",0,"","","","","",0
60,"ShrineShield",258,[],[],"orb_finish","","","",0,"","","","","",0
61,"ShrineResistance",312,[],[],"orb_finish","","","",0,"","","","","",0
62,"ShrineGodMode",326,[],[],"orb_finish","","","",0,"","","","","",0
63,"ShrineEchoing",325,[],[],"orb_finish","","","",0,"","","","","",0
64,"ShrineCurse",313,[],[],"orb_finish","","","",0,"","","","","",0
65,"ShrineSkeletons",263,[],[],"orb_finish","","","",0,"","","","","",0
66,"ShrineResonating",3009,[],[],"orb_finish","","","",0,"","","","","",0
67,"ShrineWarlord",3011,[],[],"orb_finish","","","",0,"","","","","",0
68,"ShrineCrusader",3012,[],[],"orb_finish","","","",0,"","","","","",0
69,"ShrineRedeemer",3013,[],[],"orb_finish","","","",0,"","","","","",0
70,"ShrineHunter",3014,[],[],"orb_finish","","","",0,"","","","","",0
71,"ShrineVaal",3015,[],[],"orb_finish","","","",0,"","","","","",0
72,"ShrineEvolution",3016,[],[],"orb_finish","","","",0,"","","","","",0
73,"Blind",125,[],[],"orb_finish","","","",0,"","","","","",0
74,"BlindOrbSand",3059,[],[],"orb_finish","","","",0,"","","","","",0
75,"CorruptedBloodNonPlayer",3525,[],[],"orb_finish","","","",0,"","","","","",0
76,"CorruptedBloodHeritageNonPlayer",6458,[],[],"orb_finish","","","",0,"","","","","",0
77,"CorruptedBloodPlayer",3526,[],[],"orb_finish","","","",0,"","","","","",0
78,"CorruptedBloodHeritagePlayer",6459,[],[],"orb_finish","","","",0,"","","","","",0
79,"Stun",424,[],[],"orb_finish","","","",0,"","","","","",0
80,"Debilitate",4400,[],[],"","","","",0,"","","","","",0
81,"DebilitateCelestial",4465,[],[],"","","","",0,"","","","","",0
82,"Maleditction",4401,[],[],"","","","",0,"","","","","",0
83,"TormentTouched",484,[],[],"orb_finish","","","",0,"","","","","",0
84,"PietysRage",583,[],[],"orb_finish","","","",0,"","","","","",0
85,"Bonespire",805,[],[],"orb_finish","","","",0,538,539,537,"",1,0
86,"AtlasAdjudicatorCharges",3764,[],[],"orb_finish","","","",0,538,539,537,"",1,0
87,"SeaWitchScreechOrb",336,[],[],"orb_finish","","","",0,"","","","","",0
88,"RighteousFireOrb",108,[],[],"orb_finish","","","",0,"","","","","",0
89,"ViperStrikeOrb",27,[],[],"orb_finish","","","",0,538,539,537,"",1,0
90,"Deathmark",3488,[],[],"","","","",0,"","","","","",0
91,"WintertideBrandOrb",4223,[],[],"orb_finish","","","",0,"","","","","",0
92,"HackyInvisibleSymbol",2249,[],[],"","","","",0,"","","","","",0
93,"CurseEnfeebleNew",4628,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
94,"CursePunishmentNew",4629,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
95,"CurseFlammabilityNew",4630,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
96,"CurseFrostbiteNew",4631,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
97,"CurseConductivityNew",4632,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
98,"CurseElementalWeaknessNew",4633,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
99,"CurseVulnerabilityNew",4634,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
100,"CurseDespairNew",4635,"[10,30]","[""stage2"",""stage3""]","fadeout","hexproof","","",0,"","","","","",0
101,"SteelOrb",4746,[],[],"end_01","","","",0,"","","","","",0
102,"HeistConversionOrb",4800,[],[],"","","","",0,"","","","","",0
103,"SteelOrbTemple",4837,[],[],"end_01","","","",0,"","","","","",0
104,"FanatacismCharge",5026,[],[],"orb_finish","","","",0,"","","","","",0
105,"BloodScytheCharge",5306,[],[],"orb_finish","","","",0,"","","","","",0
106,"UltimatumFrostInfection",5334,[],[],"end_float_01","","","",0,"","","","","",0
107,"UltimatumPhysBuff",5382,[],[],"orb_finish","","","",0,"","","","","",0
108,"UltimatumEleBuff",5383,[],[],"orb_finish","","","",0,"","","","","",0
109,"WintertideBrandCelestialOrb",5842,[],[],"","","","",0,"","","","","",0
110,"SkadiDebuff",6161,[],[],"","","","",0,"","","","","",0
111,"ShrineGreed",6296,[],[],"orb_finish","","","",0,"","","","","",0
112,"TangleTentacleZapped",6323,[],[],"orb_finish","","","",0,"","","","","",0
113,"CleansingFirePhantasmPossessionOrb",6353,[],[],"ring_finish","","","",0,"","","","","",0
114,"ChargePowerCrystalStygian",6462,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
115,"ChargeEnduranceCrystalStygian",6463,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
116,"ChargeFrenzyCrystalStygian",6464,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
117,"ChargeEnduranceCrystalDemonic",6496,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
118,"ChargePowerCrystalDemonic",6497,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
119,"ChargeFrenzyCrystalDemonic",6498,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
120,"ChargeEnduranceCrystalGhostflame",6499,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
121,"ChargePowerCrystalGhostflame",6500,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
122,"ChargeFrenzyCrystalGhostflame",6501,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
123,"ChargePowerEldritchVoidBattery",6508,[],[],"orb_finish","","","",0,"","","","","",0
124,"ChargePowerFrenzyScalingHelmet1",6529,[],[],"orb_finish","","","",0,"","","","","",0
125,"ChargePowerFrenzyScalingHelmet2",6530,[],[],"orb_finish","","","",0,"","","","","",0
126,"ChargePowerFrenzyScalingHelmet3",6531,[],[],"orb_finish","","","",0,"","","","","",0
127,"ChargePowerFrenzyScalingHelmet4",6532,[],[],"orb_finish","","","",0,"","","","","",0
128,"ChargePowerFrenzyScalingHelmet5",6533,[],[],"orb_finish","","","",0,"","","","","",0
129,"ChargePowerFrenzyScalingHelmet6",6534,[],[],"orb_finish","","","",0,"","","","","",0
130,"ChargePowerFrenzyScalingHelmet7",6535,[],[],"orb_finish","","","",0,"","","","","",0
131,"ShrineBrineKing",6612,[],[],"orb_finish","","","",0,"","","","","",0
132,"ShrineLunaris",6613,[],[],"orb_finish","","","",0,"","","","","",0
133,"ShrineSolaris",6614,[],[],"orb_finish","","","",0,"","","","","",0
134,"ShrineArakaali",6615,[],[],"orb_finish","","","",0,"","","","","",0
135,"TricksterHeartstopperHit",6616,[],[],"","","","",0,"","","","","",0
136,"TricksterHeartstopperDot",6617,[],[],"","","","",0,"","","","","",0
137,"ChargeEndurancePredatorFarruls",6619,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
138,"ChargePowerPredatorFarruls",6620,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
139,"ChargeFrenzyPredatorFarruls",6621,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
140,"MarkSunprismAlchemistsMark",6634,[],[],"","","","",0,"","","","","",0
141,"StarfallBloodScytheCharge",6720,[],[],"orb_finish","","","",0,"","","","","",0
142,"ChargeFireChargeHelmet",6740,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
143,"MTXGullHarpyShrineSymbolWing",6873,[],[],"orb_finish","","","",0,"","","","","",0
144,"MTXGullHarpyShrineSymbolFist",6874,[],[],"orb_finish","","","",0,"","","","","",0
145,"MTXGullHarpyShrineSymbolPlus",6875,[],[],"orb_finish","","","",0,"","","","","",0
146,"MTXGullHarpyShrineSymbolResistance",6876,[],[],"orb_finish","","","",0,"","","","","",0
147,"MTXGullHarpyShrineSymbolMassive",6877,[],[],"orb_finish","","","",0,"","","","","",0
148,"MTXGullHarpyShrineSymbolShield",6878,[],[],"orb_finish","","","",0,"","","","","",0
149,"MTXDruidGloveChargeEndurance",6983,[],[],"orb_finish","","","",0,"","","","","",0
150,"MTXDruidGloveChargePower",6984,[],[],"orb_finish","","","",0,"","","","","",0
151,"MTXDruidGloveChargeFrenzy",6985,[],[],"orb_finish","","","",0,"","","","","",0
152,"MTXPlanetaryOrbEndurance",7022,[-1],[],"fade","","startup","idle",0,"","","","","",0
153,"MTXPlanetaryOrbPower",7023,[-1],[],"fade","","startup","idle",0,"","","","","",0
154,"MTXPlanetaryOrbFrenzy",7024,[-1],[],"fade","","startup","idle",0,"","","","","",0
155,"MTXEldritchPlanetaryOrbEndurance",7025,[-1],[],"fade","","startup","idle",0,"","","","","",0
156,"MTXEldritchPlanetaryOrbPower",7026,[-1],[],"fade","","startup","idle",0,"","","","","",0
157,"MTXEldritchPlanetaryOrbFrenzy",7027,[-1],[],"fade","","startup","idle",0,"","","","","",0
158,"MTXVoidEmperorPlanetaryOrbEndurance",7028,[-1],[],"fade","","startup","idle",0,"","","","","",0
159,"MTXVoidEmperorPlanetaryOrbPower",7029,[-1],[],"fade","","startup","idle",0,"","","","","",0
160,"MTXVoidEmperorPlanetaryOrbFrenzy",7030,[-1],[],"fade","","startup","idle",0,"","","","","",0
161,"MTXDarkrayAltFrenzy",7053,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
162,"MTXSkullChargeEndurance",7061,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
163,"MTXSkullChargePower",7062,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
164,"MTXSkullChargeFrenzy",7063,[],[],"orb_finish","","orb_appear","orb_idle",3,"","","","","",0
165,"VineBloodScytheCharge",7068,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
166,"MTXSentinelChargeEndurance",7079,[],[],"submerge","","emerge","idle",0,"","","","","",0
167,"MTXSentinelChargePower",7080,[],[],"submerge","","emerge","idle",0,"","","","","",0
168,"MTXSentinelChargeFrenzy",7081,[],[],"submerge","","emerge","idle",0,"","","","","",0
169,"MTXCurrencyChargeChaos",7139,[],[],"fadeout_01","","fadein_01","idle_01",0,538,539,"","",1,0
170,"MTXWaterOrbLife",7035,[],[],"stop","","","",0,"","","","","",0
171,"MTXWaterOrbMana",7036,[],[],"stop","","","",0,"","","","","",0
172,"MTXWaterOrbES",7037,[],[],"stop","","","",0,"","","","","",0
173,"InstabilityOrb",7338,[],[],"orb_finish","","","",0,"","","","","",30
174,"MTXVoodooKingCurseImp",7382,[],[],"curse_fade_out_01","","curse_fade_in_01","idle_cursed_01",0,"","","","","",0
175,"MarkAnimalAlchemistsMark",7485,[],[],"","","","",0,"","","","","",0
176,"DemonCopperMeteors",7486,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
177,"DemonCopperLightning",7487,[],[],"orb_finish","","orb_appear","orb_idle",0,"","","","","",0
178,"MtxAnimalPoachersMark",7552,[],[],"","","","",0,"","","","","",0
179,"MtxAnimalCurseAssassinsMark",7553,[],[],"","","","",0,"","","","","",0
180,"MtxAnimalCurseSnipersMark",7554,[],[],"","","","",0,"","","","","",0
181,"MtxAnimalCurseWarlordsMark",7555,[],[],"","","","",0,"","","","","",0
