"rownum","Id","Name","GrantedEffect","GrantedEffectHardmode","GrantedEffect2","GrantedEffect2Hardmode","SupportText","SupportName","GemTags","Consumed_ModsKey","ItemColor"
78,"SupportAddedFireDamage","",584,"","","","Supports any skill that hits enemies.","","[0,33,9,16]",14046,3
79,"SupportFasterAttacks","",585,"","","","Supports attack skills.","","[13,10,16]",14141,3
80,"SupportGreaterMultipleProjectiles","",587,"","","","Supports projectile skills.","","[10,16,5]",14085,3
81,"SupportLesserMultipleProjectiles","",589,"","","","Supports projectile skills.","","[10,16,5]",14073,3
82,"SupportFasterProjectiles","",591,"","","","Supports projectile skills.","","[10,16,5]",14061,3
83,"SupportAddedColdDamage","",593,"","","","Supports any skill that hits enemies.","","[1,10,16]",14050,3
84,"SupportAdditionalAccuracy","",595,"","","","Supports attack skills.","","[13,10,16]",14052,3
85,"SupportIncreasedAreaofEffect","",596,"","","","Supports any skill with an area of effect.","","[11,16,14]",14069,3
86,"SupportAddedLightningDamage","",598,"","","","Supports any skill that hits enemies.","","[2,11,16]",14149,3
87,"ColdSnap","",8801,"","","","","","[11,25,4,14,1,15]","",3
88,"ColdSnapAltX","Cold Snap of Power",8802,"","","","","","[47,11,25,4,14,1]","",1
89,"ColdSnapAltY","[DNT] ColdSnapAltY",8803,"","","","","","[11,25,4,14,1,15]","",2
90,"VaalColdSnap","",8810,"",8801,"","","","[11,25,4,14,15,24,1]","",3
91,"VaalColdSnapAltX","Vaal Cold Snap",8810,"",8802,"","","","[47,11,25,4,14,15,24,1]","",1
92,"VaalColdSnapAltY","Vaal Cold Snap",8810,"",8803,"","","","[11,25,4,14,15,24,1]","",2
93,"RaiseZombie","",618,"","","","","","[11,25,4,8]","",3
94,"RaiseZombieAltX","Raise Zombie of Slamming",619,"","","","","","[11,25,4,8]","",1
95,"RaiseZombieAltY","Raise Zombie of Falling",620,"","","","","","[11,25,4,8]","",2
96,"CausticArrow","",633,"","","","","","[10,25,13,5,14,15,3,6]","",3
97,"CausticArrowAltX","Caustic Arrow of Poison",634,"","","","","","[10,25,13,5,14,3,6]","",1
98,"CausticArrowAltY","[DNT] PoisonArrowAltY",635,"","","","","","[10,25,13,5,14,15,3,6]","",2
99,"DamageInfusion","",648,"","","","","","[11,25,4,14]","",3
100,"BloodRage","",649,"","","","","","[10,25,4,15,33]","",3
101,"Ignite","",653,"","","","","","[11,25,4,15,0]","",3
102,"RighteousFire","",654,"","","","","","[11,25,4,14,0]","",3
103,"RighteousFireAltX","Righteous Fire of Arcane Devotion",655,"","","","","","[11,25,4,14,0]","",1
104,"RighteousFireAltY","[DNT] RighteousFireAltY",656,"","","","","","[11,25,4,14,0]","",2
105,"VaalRighteousFire","",8900,"",654,"","","","[11,25,4,14,0,24,15]","",3
106,"VaalRighteousFireAltX","Vaal Righteous Fire",8900,"",655,"","","","[11,25,4,14,0,24,15]","",1
107,"VaalRighteousFireAltY","Vaal Righteous Fire",8900,"",656,"","","","[11,25,4,14,0,24,15]","",2
108,"FireWeapon","",700,"","","","","","[11,25,4,15,0]","",3
109,"Discharge","",701,"","","","","","[11,25,4,14,0,1,2,38]","",3
110,"DischargeAltX","Discharge of Misery",702,"","","","","","[11,25,4,14,0,1,2,38]","",1
111,"DischargeAltY","[DNT] DischargeAltY",703,"","","","","","[11,25,4,14,0,1,2,38]","",2
112,"Portal","",708,"","","","","","[29,25,4]","",3
113,"VaalPortal","",709,"",708,"","","","[29,25,4,24]","",3
114,"SupportInspiration","",710,"","","","Supports any skill. Minions, Totems, Traps and Mines cannot gain Inspiration Charges.","","[47,9,16]",14051,3
115,"SupportIncreasedCriticalStrikes","",715,"","","","Supports any skill that hits enemies.","","[47,11,16]",14086,3
116,"SupportIncreasedCriticalDamage","",717,"","","","Supports any skill that hits enemies.","","[47,11,16]",14075,3
117,"SupportKnockback","",718,"","","","Supports any skill that hits enemies.","","[9,16]",14070,3
118,"SupportLifeLeech","",720,"","","","Supports any skill that hits enemies, causing those hits to leech life based on damage dealt.","","[9,16]",14058,3
119,"SupportManaLeech","",722,"","","","Supports attack skills that hit enemies, causing those hits to leech mana based on damage dealt.","","[10,16]",14049,3
120,"SupportAddedChaosDamage","",723,"","","","Supports any skill that hits enemies.","","[3,11,16]",14150,3
121,"Backstab","",724,"","","","","","[10,25,13,7,36]","",3
122,"FlickerStrike","",725,"","","","","","[10,25,13,7,36,22,15]","",3
123,"FlickerStrikeAltX","Flicker Strike of Power",726,"","","","","","[47,10,25,13,7,36,22,15]","",1
124,"FlickerStrikeAltY","[DNT] FlickerStrikeAltY",727,"","","","","","[10,25,13,7,36,22,15]","",2
125,"VaalFlickerStrike","",735,"",725,"","","","[10,25,13,7,36,22,24,15]","",3
126,"VaalFlickerStrikeAltX","Vaal Flicker Strike",735,"",726,"","","","[47,10,25,13,7,36,22,24,15]","",1
127,"VaalFlickerStrikeAltY","Vaal Flicker Strike",735,"",727,"","","","[10,25,13,7,36,22,24,15]","",2
128,"Spark","",878,"","","","","","[11,25,4,5,15,2]","",3
129,"SparkAltX","Spark of the Nova",879,"","","","","","[11,25,4,5,15,2]","",1
130,"SparkAltY","Spark of Unpredictability",880,"","","","","","[11,25,4,5,15,2]","",2
131,"VaalSpark","",3197,"",878,"","","","[11,25,4,5,15,24,2]","",3
132,"VaalSparkAltX","Vaal Spark",3197,"",879,"","","","[11,25,4,5,15,24,2]","",1
133,"VaalSparkAltY","Vaal Spark",3197,"",880,"","","","[11,25,4,5,15,24,2]","",2
134,"SupportCastLinkedCursesOnCurse","",5492,"","","","","","[16,26]","",3
135,"SupportStun","",895,"","","","Supports any skill that hits enemies, making it easier to stun enemies with those skills.","","[9,16]",14064,3
136,"IceSpear","",897,"","","","","","[47,11,25,4,5,1]","",3
137,"IceSpearAltX","Ice Spear of Splitting",898,"","","","","","[11,25,4,5,1]","",1
138,"IceSpearAltY","[DNT] IceSpearAltY",899,"","","","","","[47,11,25,4,5,1]","",2
139,"SupportPierce","",916,"","","","Supports projectile skills.","","[10,16,5]",14140,3
140,"SupportTrap","",917,"","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a trap that will use the skill for you when an enemy walks near it. Traps cannot use channelling skills.","","[10,16,20]",14079,3
141,"RaiseSpectre","",919,"","","","","","[11,25,4,8]","",3
142,"RaiseSpectreAltX","Raise Spectre of Transience",920,"","","","","","[11,25,4,8,15]","",1
143,"RaiseSpectreAltY","[DNT] RaiseSpectreAltY",921,"","","","","","[11,25,4,8]","",2
144,"InfernalBlow","",8888,"","","","","","[9,25,13,14,7,36,0,15]","",3
145,"InfernalBlowAltX","Infernal Blow of Immolation",8889,"","","","","","[9,25,13,14,7,36,0,15]","",1
146,"InfernalBlowAltY","[DNT] InfernalBlowAltY",8890,"","","","","","[9,25,13,14,7,36,0,15]","",2
147,"GlacialHammer","",930,"","","","","","[9,25,13,7,36,1]","",3
148,"GlacialHammerAltX","Glacial Hammer of Shattering",931,"","","","","","[47,9,25,13,7,36,1]","",1
149,"GlacialHammerAltY","[DNT] GlacialHammerAltY",932,"","","","","","[9,25,13,7,36,1]","",2
150,"VaalGlacialHammer","",939,"",930,"","","","[9,25,13,7,36,15,14,24,1]","",3
151,"VaalGlacialHammerAltX","Vaal Glacial Hammer",939,"",931,"","","","[9,25,13,7,36,15,14,24,1]","",1
152,"VaalGlacialHammerAltY","Vaal Glacial Hammer",939,"",932,"","","","[9,25,13,7,36,15,14,24,1]","",2
153,"FrostWall","",950,"","","","","","[11,25,4,15,1]","",3
154,"FrostWallAltX","[DNT] FrostWallAltX",951,"","","","","","[11,25,4,15,1]","",1
155,"FrostWallAltY","[DNT] FrostWallAltY",952,"","","","","","[11,25,4,15,1]","",2
156,"FreezingPulse","",962,"","","","","","[11,25,4,5,1]","",3
157,"FreezingPulseAltX","[DNT] FreezingPulseAltX",963,"","","","","","[11,25,4,5,1]","",1
158,"FreezingPulseAltY","[DNT] FreezingPulseAltY",964,"","","","","","[11,25,4,5,1]","",2
159,"ShockNova","",978,"","","","","","[11,25,4,14,2,38]","",3
160,"ShockNovaAltX","[DNT] ShockNovaAltX",979,"","","","","","[11,25,4,14,2,38]","",1
161,"ShockNovaAltY","[DNT] ShockNovaAltY",980,"","","","","","[11,25,4,14,2,38]","",2
162,"NewShockNova","",4585,"","","","","","[11,25,4,14,2,38]","",3
163,"ViperStrike","",1016,"","","","","","[10,25,13,15,7,36,3]","",3
164,"ViperStrikeAltX","Viper Strike of the Mamba",1017,"","","","","","[10,25,13,15,7,36,3]","",1
165,"ViperStrikeAltY","[DNT] ViperStrikeAltY",1018,"","","","","","[10,25,13,15,7,36,3]","",2
166,"PhaseRun","",4943,"","","","","","[10,25,4,15,22,33,35]","",3
167,"SupportMeleePhysicalDamage","",1027,"","","","Supports melee attack skills.","","[7,33,9,16,13]",14142,3
168,"SupportItemQuantity","",1028,"","","","Supports any skill that can kill enemies.","","[9,16]",14087,3
169,"SupportItemRarity","",1030,"","","","Supports any skill that can kill enemies.","","[11,16]",14088,3
170,"SupportFasterCasting","",1031,"","","","Supports non-instant spell skills.","","[11,16,4]",14081,3
171,"ExplosiveArrow","",1033,"","","","","","[10,25,13,5,14,15,0,6]","",3
172,"ExplosiveArrowAltX","[DNT] ExplosiveArrowAltX",1034,"","","","","","[10,25,13,5,14,15,0,6]","",1
173,"ExplosiveArrowAltY","[DNT] ExplosiveArrowAltY",1035,"","","","","","[10,25,13,5,14,15,0,6]","",2
174,"TemporalChains","",1067,"","","","","","[10,25,4,14,15,17,42]","",3
175,"ElementalWeakness","",1090,"","","","","","[11,25,4,14,15,17,42]","",3
176,"WarlordsMark","",1100,"","","","","","[9,25,4,17,43]","",3
177,"Punishment","",1107,"","","","","","[9,25,4,14,15,17,42]","",3
178,"NewPunishment","",4833,"","","","","","[9,25,4,14,15,17,42]","",3
179,"Enfeeble","",1112,"","","","","","[11,25,4,14,15,17,42]","",3
180,"AssassinsMark","",1126,"","","","","","[47,11,25,4,17,43]","",3
181,"SnipersMark","",1134,"","","","","","[10,25,4,17,43]","",3
182,"Despair","",8657,"","","","","","[11,25,4,14,15,3,17,42]","",3
183,"LightningWarp","",1169,1172,"","","","","[11,25,4,14,15,22,2,35]","",3
184,"LightningWarpAltX","[DNT] LightningWarpAltX",1170,1172,"","","","","[11,25,4,14,15,22,2,35]","",1
185,"LightningWarpAltY","[DNT] LightningWarpAltY",1171,1172,"","","","","[11,25,4,14,15,22,2,35]","",2
186,"VaalLightningWarp","",1174,"",1169,"","","","[11,25,4,14,15,24,2,22,35]","",3
187,"SummonSkeletons","",1206,"","","","","","[11,25,4,8,15]","",3
188,"SummonSkeletonsAltX","Summon Skeletons of Archers",1207,"","","","","","[11,25,4,8,15]","",1
189,"SummonSkeletonsAltY","Summon Skeletons of Mages",1208,"","","","","","[11,25,4,8,15,45]","",2
190,"VaalSummonSkeletons","",1210,"",1206,"","","","[11,25,4,8,15,24]","",3
191,"VaalSummonSkeletonsAltX","Vaal Summon Skeletons",1210,"",1207,"","","","[11,25,4,8,15,24]","",1
192,"VaalSummonSkeletonsAltY","Vaal Summon Skeletons",1210,"",1208,"","","","[11,25,4,8,15,24,45]","",2
193,"HeavyStrike","",1238,"","","","","","[9,25,13,7,36]","",3
194,"HeavyStrikeAltX","[DNT] Heavy Strike of Clobbering",1239,"","","","","","[9,25,13,7,36]","",1
195,"HeavyStrikeAltY","[DNT] HeavyStrikeAltY",1240,"","","","","","[9,25,13,7,36]","",2
196,"VaalHeavyStrike","",1242,"","","","","","[9,25,13,7,36,24]","",3
197,"DominatingBlow","",1253,"","","","","","[9,25,13,8,15,7,36]","",3
198,"DominatingBlowAltX","Dominating Blow of Inspiring",1254,"","","","","","[9,25,13,8,15,7,36]","",1
199,"DominatingBlowAltY","[DNT] DominatingBlowAltY",1255,"","","","","","[9,25,13,8,15,7,36]","",2
200,"RainOfArrows","",8829,"","","","","","[10,25,13,14,5,6]","",3
201,"RainOfArrowsAltX","Rain of Arrows of Artillery",8830,"","","","","","[10,25,13,14,5,6]","",1
202,"RainOfArrowsAltY","Rain of Arrows of Saturation",8832,"","","","","","[10,25,13,14,5,6]","",2
203,"VaalRainOfArrows","",8835,"",8829,"","","","[10,25,13,14,5,24,6]","",3
204,"VaalRainOfArrowsAltX","Vaal Rain of Arrows",8835,"",8830,"","","","[10,25,13,14,5,24,6]","",1
205,"VaalRainOfArrowsAltY","Vaal Rain of Arrows",8835,"",8832,"","","","[10,25,13,14,5,24,6]","",2
206,"SupportConcentratedEffect","",1268,"","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","","[11,16,14]",14147,3
207,"SupportMinionDamage","",1270,"","","","Supports skills which create Minions.","","[11,16,8]",14074,3
208,"SupportMoreDuration","",1271,"","","","Supports any skill with a duration.","","[9,16,15]",14089,3
209,"SupportColdtoFire","",1273,"","","","Supports any skill that hits enemies.","","[1,0,9,16]",14083,3
210,"SupportCombustion","",1274,"","","","Supports any skill that hits enemies.","","[0,11,16]",14090,3
211,"SupportMinionSpeed","",1276,"","","","Supports skills which create Minions.","","[22,11,16,8]",14072,3
212,"SupportMinionLife","",1277,"","","","Supports skills which create Minions.","","[11,16,8]",14071,3
213,"SupportElementalDamageWithAttacks","",1278,"","","","Supports attack skills.","","[13,9,16]",14068,3
214,"SupportBloodlust","",4524,"","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.","","[13,33,9,16,7]",14091,3
215,"SupportLifeGainOnHit","",1279,"","","","Supports attack skills.","","[13,9,16]",14092,3
216,"Firestorm","",1280,"","","","","","[11,25,4,14,15,0]","",3
217,"FirestormAltX","Firestorm of Meteors",1281,"","","","","","[11,25,4,14,0]","",1
218,"FirestormAltY","Firestorm of Pelting",1282,"","","","","","[11,25,4,14,15,0]","",2
219,"LightningStrike","",1424,"","","","","","[10,25,13,5,7,36,2]","",3
220,"LightningStrikeAltX","Lightning Strike of Arcing",1425,"","","","","","[10,25,13,5,7,36,2,18]","",1
221,"LightningStrikeAltY","[DNT] LightningStrikeAltY",1426,"","","","","","[10,25,13,5,7,36,2]","",2
222,"VaalLightningStrike","",8817,"",1424,"","","","[10,25,13,7,36,15,24,2,5]","",3
223,"VaalLightningStrikeAltX","Vaal Lightning Strike",8817,"",1425,"","","","[10,25,13,7,36,15,24,2,5,18]","",1
224,"VaalLightningStrikeAltY","Vaal Lightning Strike",8817,"",1426,"","","","[10,25,13,7,36,15,24,2,5]","",2
225,"TempestShield","",1483,"","","","","","[11,25,4,2,18]","",3
226,"MoltenShell","",1487,"","","","","","[9,25,4,14,15,0,33,34]","",3
227,"VaalMoltenShell","",1488,"",1487,"","","","[9,25,4,14,15,0,33,24,34]","",3
228,"PowerSiphon","",1500,"","","","","","[47,11,25,13,5]","",3
229,"PowerSiphonAltX","Power Siphon of the Archmage",1501,"","","","","","[11,25,13,5,2]","",1
230,"PowerSiphonAltY","[DNT] PowerSiphonAltY",1502,"","","","","","[47,11,25,13,5]","",2
231,"VaalPowerSiphon","",1503,"",1500,"","","","[47,11,25,13,5,24]","",3
232,"VaalPowerSiphonAltX","Vaal Power Siphon",1503,"",1501,"","","","[47,11,25,13,5,24,2]","",1
233,"VaalPowerSiphonAltY","Vaal Power Siphon",1503,"",1502,"","","","[47,11,25,13,5,24]","",2
234,"Puncture","",1823,"","","","","","[10,25,13,5,15,33,6]","",3
235,"PunctureAltX","Puncture of Shanking",1824,"","","","","","[10,25,13,7,36,15,33]","",1
236,"PunctureAltY","[DNT] PunctureAltY",1825,"","","","","","[10,25,13,5,15,33,6]","",2
237,"LightningArrow","",1841,"","","","","","[10,25,13,14,5,2,6]","",3
238,"LightningArrowAltX","Lightning Arrow of Electrocution",1842,"","","","","","[10,25,13,5,2,6]","",1
239,"LightningArrowAltY","[DNT] LightningArrowAltY",1843,"","","","","","[10,25,13,14,5,2,6]","",2
240,"Haste","",1852,"","","","","","[12,10,25,4,14]","",3
241,"VaalHaste","",1858,"",1852,"","","","[12,10,25,4,14,15,24]","",3
242,"PurityOfElements","",1862,"","","","","","[12,11,25,4,14]","",3
243,"Vitality","",1864,"","","","","","[12,9,25,4,14]","",3
244,"Discipline","",1871,"","","","","","[12,11,25,4,14]","",3
245,"VaalDiscipline","",1872,"",1871,"","","","[12,11,25,4,14,15,24]","",3
246,"Grace","",1877,1878,"","","","","[12,10,25,4,14]","",3
247,"VaalGrace","",1884,"",1877,1878,"","","[12,10,25,4,14,15,24]","",3
248,"Determination","",1887,1888,"","","","","[12,9,25,4,14,33]","",3
249,"Anger","",1893,"","","","","","[12,9,25,4,14,0]","",3
250,"Hatred","",1900,"","","","","","[12,10,25,4,14,1]","",3
251,"Wrath","",1909,"","","","","","[12,11,25,4,14,2]","",3
252,"BurningArrow","",1919,"","","","","","[10,25,13,5,0,6]","",3
253,"BurningArrowAltX","Burning Arrow of Vigour",1920,"","","","","","[10,25,13,5,0,6]","",1
254,"BurningArrowAltY","[DNT] BurningArrowAltY",1921,"","","","","","[10,25,13,5,0,6]","",2
255,"VaalBurningArrow","",3203,"",1919,"","","","[10,25,13,5,14,24,0,6]","",3
256,"VaalBurningArrowAltX","Vaal Burning Arrow",3203,"",1920,"","","","[10,25,13,5,14,24,0,6]","",1
257,"VaalBurningArrowAltY","Vaal Burning Arrow",3203,"",1921,"","","","[10,25,13,5,14,24,0,6]","",2
258,"SupportElementalProliferation","",1927,"","","","Supports any skill that hits enemies, or could otherwise apply elemental ailments.","","[1,0,2,11,16,14]",14145,3
259,"SupportArrogance","",1928,"","","","Supports any non-blessing skill with a reservation.","","[12,9,16]",14053,3
260,"Clarity","",1934,"","","","","","[12,11,25,4,14]","",3
261,"VaalClarity","",1937,"",1934,"","","","[12,11,25,4,14,15,24]","",3
262,"SupportCullingStrike","",1938,"","","","Supports any skill that hits enemies. If enemies are left below 10% of maximum life after being hit by these skills, they will be killed.","","[10,16]",14093,3
263,"SupportPointBlank","",1939,"","","","Supports projectile skills.","","[5,13,10,16]",14094,3
264,"SupportIronGrip","",1941,"","","","Supports attack skills that fire projectiles, making the increase to physical melee damage from strength also increase their physical projectile damage.","","[5,33,9,16]",14095,3
265,"SupportIronWill","",1942,"","","","Supports spell skills, making the increase to physical melee damage from strength also increase their spell damage.","","[4,9,16]",14080,3
266,"SupportDamageOnFullLife","",1943,"","","","Supports attack skills, providing a bonus to all damage dealt by those skills while your life is full.","","[13,9,16]",14096,3
267,"SupportSpellTotem","",1944,"","","","Supports spell skills that are not triggered. Instead of casting that spell, you will summon a totem that casts the spell for you.","","[9,16,4,19]",14084,3
268,"SupportBlastchainMine","",1954,"","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.","","[11,16,21]",14062,3
269,"GemDetonateMines","",1957,"","","","","","[29,21,25,4]","",3
270,"ShockwaveTotem","",1959,"","","","","","[19,9,25,4,14,33,38]","",3
271,"ShockwaveTotemAltX","[DNT] ShockwaveTotemAltX",1960,"","","","","","[19,9,25,4,14,33,38]","",1
272,"ShockwaveTotemAltY","[DNT] ShockwaveTotemAltY",1961,"","","","","","[19,9,25,4,14,33,38]","",2
273,"RejuvenationTotem","",1971,"","","","","","[19,12,9,25,4,14]","",3
274,"IcicleMine","",10026,"","","","","","[21,47,11,25,4,5,1,12,14]","",3
275,"IcicleMineAltX","Icicle Mine of Fanning",10027,"","","","","","[21,47,11,25,4,5,1,12,14]","",1
276,"IcicleMineAltY","Icicle Mine of Sabotage",10028,"","","","","","[21,47,11,25,4,5,1,12,14]","",2
277,"ConversionTrap","",1977,"","","","","","[20,11,25,4,15]","",3
278,"BearTrap","",1978,"","","","","","[20,10,25,4,15,33]","",3
279,"BearTrapAltX","Bear Trap of Skewers",1979,"","","","","","[20,10,25,4,15,33]","",1
280,"BearTrapAltY","[DNT] BearTrapAltY",1980,"","","","","","[20,10,25,4,15,33]","",2
281,"SupportChancetoFlee","",1991,"","","","Supports any skill that hits enemies.","","[10,16]",14082,3
282,"FireTrap","",1992,"","","","","","[20,10,25,4,15,14,0]","",3
283,"FireTrapAltX","Fire Trap of Blasting",1993,"","","","","","[20,10,25,4,15,14,0]","",1
284,"FireTrapAltY","[DNT] FireTrapAltY",1994,"","","","","","[20,10,25,4,15,14,0]","",2
