"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
412,4986,[7937],[50],[],[]
413,4987,[8431],[2000],[],[]
414,5000,[5112],[250],[],[]
415,5001,[356],[10000],[],[]
416,5002,[5112],[250],[],[]
417,5025,[3335],[1000],[],[]
418,5026,[18291],[100],[],[]
419,5027,[356],[25000],[],[]
420,5055,[1127],[100],[],[]
421,5056,[1127],[100],[],[]
422,5057,[1127],[100],[],[]
423,5099,[5121],[1000],[],[]
424,5100,[12845],[2000],[],[]
425,5101,[5121],[1000],[],[]
426,5135,[3365],[1500],[],[]
427,5136,[356],[25000],[],[]
428,5137,[3365],[1500],[],[]
429,5167,[6053],[500],[],[]
430,5169,[18291],[100],[],[]
431,5170,[18291],[100],[],[]
432,5171,[18291],[100],[],[]
433,5174,[215],[1000],[],[]
434,5182,[3699],[2500],[],[]
435,5183,[356],[20000],[],[]
436,5184,[3699],[2500],[],[]
437,5205,[63],[500],[],[]
438,5206,[25],[500],[],[]
439,5207,[1972],[500],[],[]
440,5216,[311],[1000],[],[]
441,5217,[1229],[200],[],[]
442,5218,[1229],[200],[],[]
443,5219,[1229],[200],[],[]
444,10446,[12186],[50],[],[]
445,10447,[12187],[100],[],[]
446,10448,[12186],[50],[],[]
447,5436,[19184],[1000],[],[]
448,5437,[19184],[1000],[],[]
449,5438,[19184],[1000],[],[]
450,5463,[5708],[100],[],[]
451,5464,[5708],[100],[],[]
452,5465,[5708],[100],[],[]
453,5493,[485],[500],[],[]
454,5494,[1837],[250],[],[]
455,5495,[356],[40000],[],[]
456,5496,[356],[50000],[],[]
457,5497,[3189],[50000],[],[]
458,5509,[1785],[500],[],[]
459,5521,[4562],[250],[],[]
460,5522,[19072],[250],[],[]
461,5523,[4562],[250],[],[]
462,11399,[4562],[250],[],[]
463,5529,[4409],[500],[],[]
464,5554,[5121],[1000],[],[]
465,5555,[12845],[2000],[],[]
466,5556,[5121],[1000],[],[]
467,5572,[9628],[1500],[],[]
468,5573,[9628],[1500],[],[]
469,5574,[9628],[1500],[],[]
470,5577,[11966],[1000],[],[]
471,5578,[5708],[250],[],[]
472,5579,[6034],[2000],[],[]
473,5589,[4578],[100],[],[]
474,5590,[4578],[100],[],[]
475,5591,[4578],[100],[],[]
476,5688,[5059],[500],[],[]
477,5689,[5059],[200],[],[]
478,5690,[5059],[500],[],[]
479,5901,[173],[100],[],[]
480,5902,[19244],[1000],[],[]
481,5903,[173],[100],[],[]
482,6074,[6333],[500],[],[]
483,6076,[9277],[500],[],[]
484,6495,[42],[500],[],[]
485,6496,[6033],[500],[],[]
486,6498,[3360],[500],[],[]
487,6499,[1972],[500],[],[]
488,7285,[63],[500],[],[]
489,7286,[1972],[500],[],[]
490,7287,[3360],[500],[],[]
491,7288,[7752],[1000],[],[]
492,7290,[42],[500],[],[]
493,7291,[6067],[500],[],[]
494,7292,[26],[500],[],[]
495,7818,[2602],[500],[],[]
496,7820,[25],[500],[],[]
497,8103,[12585],[2000],[],[]
498,8104,[18291],[150],[],[]
499,8105,[12585],[2000],[],[]
500,8114,[9907],[1000],[],[]
501,8155,[12935],[500],[],[]
502,8156,[12935],[500],[],[]
503,8157,[12935],[500],[],[]
504,8216,[6842],[200],[],[]
505,8217,[13179],[200],[],[]
506,8218,[6842],[200],[],[]
507,8301,[433],[2000],[],[]
508,8302,[433],[2000],[],[]
509,8303,[433],[2000],[],[]
510,8315,[12119],[1500],[],[]
511,8316,[19318],[250],[],[]
512,8317,[12119],[1500],[],[]
513,8375,[8830],[-100],[],[]
514,8376,[497],[500],[],[]
515,8378,[433],[500],[],[]
516,8380,[10570],[750],[],[]
517,8382,[6883],[500],[],[]
518,8414,[2602],[500],[],[]
519,8657,[1385],[500],[],[]
520,8711,[3335],[2000],[],[]
521,8781,[7700],[100],[],[]
522,8782,[7700],[100],[],[]
523,8783,[18291],[150],[],[]
524,8784,[3335],[1000],[],[]
525,8785,[3335],[1000],[],[]
526,8786,[3335],[1000],[],[]
527,8789,[7723],[50],[],[]
528,8790,[4156],[750],[],[]
529,8791,[7723],[100],[],[]
530,8794,[7742],[200],[],[]
531,8795,[7742],[200],[],[]
532,8796,[7742],[200],[],[]
533,8798,[7734],[50],[],[]
534,8799,[7734],[50],[],[]
535,8800,[7734],[50],[],[]
536,8801,[17309],[1000],[],[]
537,8802,[1249],[1000],[],[]
538,8803,[17309],[1000],[],[]
539,8810,[17309],[1000],[],[]
540,8812,[8009],[1000],[],[]
541,8813,[8009],[1000],[],[]
542,8814,[8009],[1000],[],[]
543,8817,[18995],[50],[],[]
544,8818,[356],[40000],[],[]
545,8819,[5112],[250],[],[]
546,8824,[7768],[100],[],[]
547,8825,"[7771,7769]","[5000,2500]",[],[]
548,8826,[7768],[100],[],[]
549,8829,[18998],[200],[],[]
550,8830,[18998],[200],[],[]
551,8832,[18998],[400],[],[]
552,8835,[18998],[200],[],[]
553,8839,[1785],[500],[],[]
554,8882,[7941],[1000],[],[]
555,8883,[4281],[1500],[],[]
556,8884,[7709],[1000],[],[]
557,8885,[7709],[1000],[],[]
558,8886,[7709],[1000],[],[]
559,8888,[7777],[500],[],[]
560,8889,[7777],[500],[],[]
561,8890,[7777],[500],[],[]
562,8892,[7709],[1000],[],[]
563,8895,[1786],[1000],[],[]
564,8900,[18291],[150],[],[]
565,8936,[3365],[1500],[],[]
566,8937,[7709],[500],[],[]
567,8938,[7709],[500],[],[]
568,8939,[7709],[500],[],[]
569,8942,"[2524,19560]","[500,1000]",[],[]
570,8943,[14267],[1000],[],[]
571,8944,[2524],[500],[],[]
572,11398,[2524],[500],[],[]
573,9072,[8146],[100],[],[]
574,9073,[8146],[50],[],[]
575,9074,[8146],[50],[],[]
576,9081,[356],[10000],[],[]
577,9082,[18998],[100],[],[]
578,9083,[356],[5000],[],[]
579,9090,[4524],[2000],[],[]
580,9091,[12845],[1000],[],[]
581,9092,[4524],[2000],[],[]
582,9220,[63],[500],[],[]
583,9250,[49],[500],[],[]
584,9279,[8405],[100],[],[]
585,9280,[8405],[100],[],[]
586,9281,[8405],[100],[],[]
587,9292,[18995],[50],[],[]
588,9293,[18995],[100],[],[]
589,9294,[18995],[50],[],[]
590,9295,[8429],[50],[],[]
591,9296,[8534],[500],[],[]
592,9297,[8429],[50],[],[]
593,9299,[497],[1000],[],[]
594,9301,[356],[100000],[],[]
595,9302,[356],[100000],[],[]
596,9313,[8431],[2000],[],[]
597,9314,[8431],[2000],[],[]
598,9315,[8431],[2000],[],[]
599,9317,[1340],[500],[],[]
600,9344,[8534],[500],[],[]
601,9345,[18291],[100],[],[]
602,9346,[18291],[100],[],[]
603,9348,[3335],[1000],[],[]
604,9641,"[5708,9180]","[100,150]",[],[]
605,9642,[8831],[1000],[],[]
606,9643,"[5708,9180]","[100,150]",[],[]
607,9649,[356],[10000],[],[]
608,9650,[175],[2000],[],[]
609,9651,[356],[10000],[],[]
610,9701,[8886],[1000],[],[]
611,9702,[356],[10000],[],[]
612,9703,[8886],[1000],[],[]
613,9704,[1385],[1000],[],[]
614,9705,[461],[1],[],[]
615,9706,[3821],[750],[],[]
616,9707,[3821],[750],[],[]
617,9708,[3821],[750],[],[]
618,9711,[9023],[500],[],[]
619,9712,[433],[2000],[],[]
620,9714,[356],[20000],[],[]
621,9715,[356],[20000],[],[]
622,9716,[356],[20000],[],[]
623,9717,[9078],[1000],[],[]
624,9718,[8851],[200],[],[]
625,9719,[9078],[1000],[],[]
626,9721,[433],[2000],[],[]
627,9805,[618],[500],[],[]
628,9806,[25],[500],[],[]
629,9809,[433],[2000],[],[]
630,9829,[3335],[500],[],[]
631,9832,[3335],[500],[],[]
632,9841,[9283],[50],[],[]
633,9842,[9283],[50],[],[]
634,9843,[9283],[50],[],[]
635,9845,[3335],[500],[],[]
636,9847,[3335],[500],[],[]
637,9848,[9314],[100],[],[]
638,9849,[9314],[100],[],[]
639,9850,[9314],[50],[],[]
640,9852,[20530],[50],[],[]
641,9853,[12890],[2000],[],[]
642,9854,[20530],[50],[],[]
643,9859,[12968],[500],[],[]
644,9860,[1359],[500],[],[]
645,9861,[1359],[500],[],[]
646,9864,[11640],[500],[],[]
647,9865,[19053],[200],[],[]
648,9866,[11640],[500],[],[]
649,9889,[3335],[500],[],[]
650,9890,[8431],[500],[],[]
651,9892,[433],[2000],[],[]
652,9922,[433],[500],[],[]
653,9957,[2602],[500],[],[]
654,10002,[5121],[1000],[],[]
655,10003,[12845],[2000],[],[]
656,10004,[2092],[6000],[],[]
657,9998,[172],[100],[],[]
658,9999,[172],[100],[],[]
659,10000,[172],[100],[],[]
660,10009,[10090],[100],[],[]
661,10010,[9913],[200],[],[]
662,10012,[616],[500],[],[]
663,10014,[461],[0],[],[]
664,10013,[487],[500],[],[]
665,10017,[553],[1000],[],[]
666,10018,[9978],[-250],[],[]
667,10020,[18995],[50],[],[]
668,10021,[18995],[50],[],[]
669,10022,[18995],[50],[],[]
670,10026,[18995],[100],[],[]
671,10027,[18995],[100],[],[]
672,10028,[1931],[1000],[],[]
673,10023,[10022],[50],[],[]
674,10024,[10022],[50],[],[]
675,10025,[10022],[50],[],[]
676,10029,[616],[2000],[],[]
677,10046,[1787],[500],[],[]
678,10047,[487],[500],[],[]
679,10049,[10364],[1000],[],[]
680,10050,[10364],[1000],[],[]
681,10051,[10364],[1000],[],[]
682,10052,[10256],[500],[],[]
683,10053,[10256],[500],[],[]
684,10054,[10256],[500],[],[]
685,11397,[3361],[1000],[],[]
686,10058,"[1837,312]","[250,250]",[],[]
687,10057,[1787],[500],[],[]
688,10067,[175],[2000],[],[]
689,10068,[175],[2000],[],[]
690,10069,[175],[2000],[],[]
691,10070,[497],[500],[],[]
692,10072,[497],[500],[],[]
693,10073,[4524],[1000],[],[]
694,10074,[4524],[1000],[],[]
695,10075,[4524],[1000],[],[]
696,10082,[18998],[50],[],[]
697,10083,[18998],[50],[],[]
698,10084,[18998],[50],[],[]
699,10086,[42],[500],[],[]
700,10087,[10570],[750],[],[]
701,10088,[26],[500],[],[]
702,10089,[209],[500],[],[]
703,10090,[6038],[500],[],[]
704,10091,[42],[500],[],[]
705,10092,[843],[2000],[],[]
706,10093,[489],[500],[],[]
707,10094,[433],[500],[],[]
708,10095,[1359],[500],[],[]
709,10096,[49],[500],[],[]
710,10097,[497],[500],[],[]
711,10098,[9273],[1000],[],[]
712,10099,[555],[1000],[],[]
713,10100,[11792],[500],[],[]
714,10101,[49],[500],[],[]
715,10102,[1972],[500],[],[]
716,10103,[497],[500],[],[]
717,10104,[497],[500],[],[]
718,10105,[1972],[500],[],[]
719,10106,[63],[500],[],[]
720,10107,[26],[500],[],[]
721,10108,[63],[500],[],[]
722,10109,[56],[500],[],[]
723,10110,[2071],[1000],[],[]
724,10111,[6333],[500],[],[]
725,10112,[9277],[500],[],[]
726,10113,[25],[500],[],[]
727,10115,[2022],[500],[],[]
728,10116,[485],[500],[],[]
729,10117,[618],[500],[],[]
730,10118,[56],[500],[],[]
731,10119,[487],[500],[],[]
732,10120,[433],[500],[],[]
733,10121,[25],[500],[],[]
734,10122,[6067],[500],[],[]
735,10123,[25],[500],[],[]
736,10191,[4524],[1000],[],[]
737,10193,[10868],[500],[],[]
738,10194,[10868],[500],[],[]
739,10195,[10868],[500],[],[]
740,10196,[216],[500],[],[]
741,10197,[216],[500],[],[]
742,10198,[11599],[2500],[],[]
743,10199,[10826],[50],[],[]
744,10200,[11599],[2500],[],[]
745,10201,[18291],[50],[],[]
746,10202,[18291],[50],[],[]
747,10203,[18291],[150],[],[]
748,10207,[461],[0],[],[]
749,10206,[10839],[1000],[],[]
750,10208,[25],[500],[],[]
751,10348,[3335],[250],[],[]
752,10426,[8426],[500],[],[]
753,10425,[461],[0],[],[]
754,10428,[3335],[2000],[],[]
755,10429,[3335],[2000],[],[]
756,10431,[8534],[500],[],[]
757,10432,[8534],[500],[],[]
758,10433,[8534],[1000],[],[]
759,10434,[11864],[250],[],[]
760,10435,[11864],[250],[],[]
761,10436,[11864],[250],[],[]
762,10437,"[12205,12206]","[50,150]",[],[]
763,10438,"[12205,12206]","[50,150]",[],[]
764,10439,[12045],[1000],[],[]
765,10440,[11830],[50],[],[]
766,10441,[11830],[50],[],[]
767,10442,[11830],[50],[],[]
768,10451,[433],[500],[],[]
769,10457,[11897],[250],[],[]
770,10468,[3477],[500],[],[]
771,10605,[5708],[100],[],[]
772,10606,[5708],[100],[],[]
773,10607,[5708],[100],[],[]
774,10612,[3335],[1000],[],[]
775,10613,[18291],[100],[],[]
776,10614,[3335],[1000],[],[]
777,10621,[12384],[1000],[],[]
778,10623,[8431],[2000],[],[]
779,10624,[8431],[2000],[],[]
780,10625,[8431],[2000],[],[]
781,10627,[12445],[50],[],[]
782,10628,[509],[500],[],[]
783,10629,[12445],[50],[],[]
784,10617,[12513],[500],[],[]
785,10618,[3880],[1000],[],[]
786,10619,[16451],[500],[],[]
787,2264,[485],[500],[],[]
788,10654,[497],[500],[],[]
789,10626,[12333],[-200],[],[]
790,10638,[461],[0],[],[]
791,10640,[433],[500],[],[]
792,10651,[13023],[500],[],[]
793,10652,[13023],[500],[],[]
794,10653,[18291],[100],[],[]
795,10849,[485],[500],[],[]
796,10844,[13195],[500],[],[]
797,10845,[13195],[500],[],[]
798,10846,[13195],[500],[],[]
799,10971,[356],[75000],[],[]
800,10972,[356],[100000],[],[]
801,10973,[356],[75000],[],[]
802,10999,[13910],[250],[],[]
803,11000,[13910],[250],[],[]
804,11001,[13910],[250],[],[]
805,11401,[13910],[250],[],[]
806,10979,[215],[1000],[],[]
807,11040,[13876],[-250],[],[]
808,10985,[582],[1000],[],[]
809,11041,[13877],[250],[],[]
810,11057,[14020],[100000],[],[]
811,11136,[3335],[2000],[],[]
812,11137,[461],[0],[],[]
813,11150,[14194],[500],[],[]
