"rownum","Id","DisplayedName (English)","DisplayedName (French)","DisplayedName (German)","DisplayedName (Japanese)","DisplayedName (Korean)","DisplayedName (Portuguese)","DisplayedName (Russian)","DisplayedName (Spanish)","DisplayedName (Thai)","DisplayedName (Traditional Chinese)","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
949,"move_daemon","","","","","","","","","","","","","","","","","","","","","MoveDaemon","","[1,2,4]","[21,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
950,"rotate_daemon","","","","","","","","","","","","","","","","","","","","","RotateDaemon","","[1,2,4]",[21],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
951,"rotate_object","","","","","","","","","","","","","","","","","","","","","RotateObject","","[1,2,4]",[21],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
952,"harbinger_summon_monsters","","","","","","","","","","","","","","","","","","","","","HarbingerSummonMonsters","","[4,2,1]",[],[],"","",1,"","",22,1,[12154],[6306],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
953,"kitava_beam_orb","","","","","","","","","","","","","","","","","","","","","KitavaBeamOrb","","[2,1]",[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
954,"kitava_ultimate_death_breath","","","","","","","","","","","","","","","","","","","","","KitavaUltimateDeathBreath","","[2,1]",[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
955,"void_gaze","Void Gaze","Contemplation du néant","Blick der Leere","ヴォイドゲイズ","공허의 응시","Olhar Vazio","Взгляд пустоты","Mirada del vacío","เพ่งห้วงว่าง (Void Gaze)","虛空凝視","Applies a debuff to Enemies, removing some of their resistance to Chaos damage.","Applique un effet néfaste aux Ennemis qui leur retire une partie de leur résistance aux Dégâts de chaos.","Fügt Gegnern eine Schwächung zu, die einen Teil ihres Widerstandes gegen Chaosschaden entfernt.","混沌ダメージの耐性を少し取り除くデバフを敵に適用する。","공허의 응시적들에게 디버프를 걸어, 카오스 피해에 대한 저항을 일부 제거합니다.","Aplica uma penalidade em Inimigos, removendo parte da resistência contra Dano de Caos.","Накладывает отрицательный эффект на врагов, который уменьшает их сопротивление хаосу.","Aplica una penalidad a los enemigos que elimina un poco de su resistencia al daño de caos.","สร้างดีบัฟแก่ศัตรู ซึ่งจะลดค่าต้านทาน เคออส ของมันจำนวนหนึ่ง","給與敵人一個減益效果，減少他們一點混沌傷害抗性。","VoidGaze","Art/2DArt/SkillIcons/VoidGaze.dds","[1,2]","[1,41,7,14,8,49,31,71,89,36]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1
956,"doedre_screech","","","","","","","","","","","","","","","","","","","","","DoedreScreech","","[8,4]",[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
957,"attached_vaal_charged_blast","","","","","","","","","","","","","","","","","","","","","AttachedVaalChargedBlast","","[2,4,3]","[1,6,7,14,31,28,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
958,"harbinger_warp","","","","","","","","","","","","","","","","","","","","","HarbingerWarp","","[3,2]","[1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
959,"harbinger_ailment_arc","","","","","","","","","","","","","","","","","","","","","HarbingerAilmentArc","",[3],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
960,"trio_add_doedre_stack","","","","","","","","","","","","","","","","","","","","","TrioAddDoedreStack","",[4],"[1,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
961,"iguana_flamethrower","","","","","","","","","","","","","","","","","","","","","IguanaFlamethrower","","[2,4,1]","[1,28,6]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
962,"harbinger_lightning_orb","","","","","","","","","","","","","","","","","","","","","HarbingerLightningOrb","","[3,4,2]","[1,30,6,7,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
963,"volatile_dead","Volatile Dead","Cadavres instables","Explosiver Tod","ヴォラタイルデッド","시체 불덩이","Cadáver Volátil","Нестабильный труп","Muertos volátiles","ศพไล่ระเบิด (Volatile Dead)","致命之息","Corpses near the targeted location explode, dealing damage in a small area and creating an orb which moves towards nearby enemies before dealing spell damage in a larger area. The explosion of the corpse is not affected by modifiers to spell damage, and cannot be reflected.","Les cadavres à côté de l'emplacement ciblé explosent, infligeant des dégâts dans une petite zone tout en créant un orbe qui se déplace en direction des ennemis proches avant d'infliger des dégâts de sorts dans une zone plus grande. L'explosion du cadavre n'est pas affectée par les modificateurs aux dégâts des sorts et ne peut être renvoyée.","Leichen nahe des Zielortes explodieren, verursachen Schaden in einem kleinen Bereich und erschaffen eine Kugel, die sich auf Gegner im Umkreis zubewegt, bevor sie in einem großen Bereich Zauberschaden verursacht. Modifikatoren für Zauberschaden wirken sich nicht auf die Leichenexplosion aus, und der Explosionsschaden kann nicht reflektiert werden.","指定した地点の周囲の死体が爆発し、狭い範囲にダメージを与え、敵に向かって移動してから広い範囲にスペルダメージを与えるオーブを生成する。死体爆破のダメージはスペルダメージのモッドによって影響されず、反射されることもない。","목표 지점 근처의 시신들을 폭발시켜 범위 피해를 주고, 주변의 적에게 다가가 주문 피해를 주는 구슬을 생성합니다. 시체 폭발은 주문 피해 속성 부여에 영향을 받지 않으며 반사할 수 없습니다.","Cadáveres perto do local alvejado explodem, causando dano em uma área pequena e criando um orbe que se move em direção a inimigos próximos antes de causar dano mágico em uma área maior. A explosão do cadáver não é afetada por modificadores de dano mágico e não pode ser refletida.","Трупы в указанном месте взрываются, нанося урон в небольшой области, и выпускают во врагов сферы, которые затем взрываются, нанося урон от чар в большой области. На урон от взрыва трупов не действуют модификаторы урона от чар и его нельзя отразить.","Los cadáveres cercanos al lugar objetivo explotan e infligen daño en una pequeña área y crean un orbe que se mueve hacia los enemigos cercanos antes de infligir daño de hechizos en un área de mayor tamaño. La explosión del cadáver no está afectada por modificadores al daño de hechizos, y no puede ser reflejada.","ระเบิดศพที่อยู่ใกล้ตำแหน่งเป้าหมาย สร้างความเสียหายเป็นพื้นที่เล็ก และสร้างลูกไฟที่เคลื่อนไปหาศัตรูที่อยู่ใกล้แล้วระเบิดออก สร้างความเสียหาย เวท ในพื้นที่ที่ใหญ่กว่า การระเบิดศพจะไม่ได้รับผลจากม็อดความเสียหาย เวท และไม่สามารถสะท้อนได้","目標附近的屍體爆炸造成小範圍傷害，並製造一個熔核朝附近敵人移動造成較大的範圍傷害。屍體爆炸不受法術屬性影響且不能被反射。","VolatileDead","Art/2DArt/SkillIcons/Volitiledead.dds",[6],"[1,6,7,13,14,15,21,31,28,55,69,71]",[],"","",1,"","",22,1,"[7238,7242,18130]","[24,216,18073]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/VolatileDeadTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
964,"volatile_dead_chaos","Stalking Pustule","Pustule traqueuse","Wandelnde Pustel","ストーキングパスチュール","농포 확산","Pústula Perseguidora","Преследующая пустула","Pústula acechante","ตุ่มหนองที่ย่องตาม (Stalking Pustule)","潛行毒玉","A corpse near the targeted location explodes, dealing damage in a small area and creating an orb which moves towards nearby enemies before dealing spell damage in a larger area. The explosion of the corpse is not affected by modifiers to spell damage, and cannot be reflected.","Fait exploser un cadavre proche de l'endroit ciblé, infligeant ainsi des dégâts dans une petite zone avant de créer un orbe. Cet orbe se déplace en direction des ennemis à proximité, puis explose en infligeant des dégâts des sorts dans une plus grande zone. Les modificateurs de dégâts des sorts n'affectent pas l'explosion du cadavre, et ces dégâts ne peuvent pas être renvoyés.","Eine Leiche in der Nähe des Zielorts explodiert, verursacht Schaden in einem kleinen Bereich und erschafft eine Kugel, die sich auf Gegner im Umkreis zubewegt, bevor sie in einem großen Bereich Zauberschaden verursacht. Modifikatoren für Zauberschaden wirken sich nicht auf die Leichenexplosion aus, und der Explosionsschaden kann nicht reflektiert werden.","指定した地点の周囲の死体一体が爆発し、狭い範囲にダメージを与え、敵に向かって移動してから広い範囲にスペルダメージを与えるオーブを生成する。死体爆破のダメージはスペルダメージのモッドによって影響されず、反射されることもない。","목표 지점 주변의 시신 1구를 폭발시켜 범위 피해를 주고, 주변의 적에게 다가가 주문 피해를 주는 구슬을 생성합니다. 시체 폭발은 주문 피해 속성 부여에 영향을 받지 않으며 반사할 수 없습니다.","Um cadáver próximo da área focada explode, causando dano em uma pequena área e criando um orbe que se move na direção de inimigos próximos antes de causar dano mágico em uma grande área. A explosão do cadáver não é afetada por modificadores de dano mágico e não pode ser refletida.","Труп в указанном месте взрывается, нанося урон в небольшой области, и выпускают во врагов сферы, которые затем взрываются, нанося урон от чар в большой области. На урон от взрыва трупов не действуют модификаторы урона от чар и его нельзя отразить.","Un cadáver cercano a la ubicación objetivo explota, y esto inflige daño en un área pequeña y crea un orbe que se mueve hacia los enemigos cercanos antes de infligir daño de hechizos en un área más grande. La explosión del cadáver no se ve afectada por los modificadores al daño de hechizos y no se puede reflejar.","ระเบิดศพที่อยู่ใกล้ตำแหน่งเป้าหมาย สร้างความเสียหายเป็นพื้นที่เล็ก และสร้างลูกไฟที่เคลื่อนไปหาศัตรูที่อยู่ใกล้แล้วระเบิดออก สร้างความเสียหาย เวท ในพื้นที่ที่ใหญ่กว่า การระเบิดศพจะไม่ได้รับผลจากม็อดความเสียหาย เวท และไม่สามารถสะท้อนได้","目標附近的屍體爆炸造成小範圍傷害，並製造一個熔核朝附近敵人移動造成較大的範圍傷害。屍體爆炸不受法術屬性影響且不能被反射。","VolatileDead","Art/2DArt/SkillIcons/StalkingPustule.dds",[6],"[1,6,7,13,14,15,21,31,41,55,69,71,89,49,36]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","Metadata/Monsters/Totems/VolatileDeadTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
965,"volatile_dead_detonate","","","","","","","","","","","","","","","","","","","","","VolatileDeadDetonate","",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
966,"create_smoke_cloud","Fog of War","Brouillard de guerre","Nebel des Krieges","フォグオブウォー","전장의 안개","Nevoeiro de Guerra","Туман войны","Niebla de guerra","หมอกสงคราม (Fog of War)","戰爭迷霧","Creates a Smoke Cloud in an area, which blinds enemies within it.","Crée un Nuage de fumée dans une zone afin d'aveugler les ennemis qui sont à l'intérieur.","Erzeugt eine Rauchwolke in einem Bereich, die Gegner darin blendet.","範囲内の敵を盲目状態にする煙幕を作り出す。","범위 내에 연막을 만들어, 그 안에 있는 적들을 실명시킵니다.","Cria uma Nuvem de Fumaça em uma área, cegando inimigos dentro dela.","Создаёт облако дыма в области, которое ослепляет попавших в него врагов.","Crea una nube de humo en un área que ciega a los enemigos dentro de ella.","สร้างม่านควันในพื้นที่ ซึ่งจะสร้างสถานะ ตาบอด ต่อศัตรูที่อยู่ภายใน","製造一個範圍迷霧，致盲在裡面的敵人。","CreateSmokeCloud","Art/2DArt/BuffIcons/buffblinded.dds",[1],"[1,8,7,49,31,71,89,36]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1
967,"walk_emerge","","","","","","","","","","","","","","","","","","","","","WalkEmerge","",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
968,"discorectangle_slam","","","","","","","","","","","","","","","","","","","","","DiscorectangleSlam","Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2]","[0,7,19,6,23]","[12,32,14,17,11,16,57]","","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
969,"unearth","Unearth","Exhumation","Exhumieren","アンアース","발굴","Desenterrar","Эксгумация","Exhumar","ขุดซาก (Unearth)","屍術矢","Fires a projectile that will pierce through enemies to impact the ground at the targeted location, creating a Bone Archer corpse where it lands.","Tire un projectile qui transperce les ennemis avant de percuter le sol à l'emplacement ciblé, créant un cadavre d'Archer d'os à cet endroit.","Feuert ein Projektil, das Gegner bis zum Eintreffen am Zielort durchbohrt und dort die Leiche eines Knochenschützen hervorbringt.","敵を貫通し指定した地点の地面に衝突する投射物を放ち、ボーンアーチャーの死体を着弾地点に生成する。","적들을 관통하여 목표 지점에 충돌한 후, 뼈 궁수 시체를 생성하는 투사체를 발사합니다.","Dispara um projétil que atravessará os inimigos até impactar o solo no local alvejado, criando um cadáver de Arqueiro de Ossos onde aterrissar.","Герой выпускает снаряд, который пронзает врагов и приземляется в указанное место, создавая труп Костяного лучника.","Dispara un proyectil que perfora a los enemigos e impacta en el suelo del lugar objetivo. Al aterrizar, crea un cadáver de Arquero de hueso.","ยิงกระสุนที่เจาะทะลุศัตรูเพื่อกระทบกับพื้นในตำแหน่งเป้าหมาย แล้วสร้างศพ Bone Archer ในจุดที่มันตกลง","發射一個可以穿透所有敵人的投射物，並撞到目標位置後製造一個骷髏之弓於標的地。","BoneLance","Art/2DArt/SkillIcons/BoneLance.dds","[1,11,23]","[1,2,56,14,15,13,31,6,21,69,7,71,27]",[],"","",1,"","",22,1,"[6845,7236,7240]","[6306,24,216]",[],1,1,[6786],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
970,"shakari_tail_strike","","Coup de queue Shakari","Shakari-Schwanzhieb","","","","Удар хвостом Шакари","Golpe de Cola Shakari","","夏卡莉尾擊","","","","","","","","","","","ShakariTailStrike","","[1,2]","[0,7]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
971,"shakari_upheaval","","","","","","","","","","","","","","","","","","","","","ShakariUpheaval","","[1,2]","[0,7]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
972,"infernal_sweep","Infernal Sweep","Balayage infernal","Höllischer Rundumschlag","インファーナルスウィープ","지옥불 휩쓸기","Arrastão Infernal"," ","Barrido infernal","ควงอเวจี (Infernal Sweep)","煉獄襲擊","","","","","","","","","","召喚一個超凡神諭。此神諭隨機對你施放以下一個或全部增益效果：2 個額外投射物、+2 連鎖、穿透 2 個額外目標和投射物分裂後再次分裂。","InfernalSweep","Art/2DArt/SkillIcons/sweep.dds","[1,2]","[0,7,23,19,28]","[14,16,17,15,57]","","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35,4]","","",1
973,"shakari_burrow","","","","","","","","","","","","","","","","","","","","","ShakariBurrow","","[2,1]","[0,7]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
974,"cremation","Cremation","Crémation","Einäscherung","クリメーション","시체 소각","Cremação","Кремация","Cremación","ฌาปนกิจ (Cremation)","熔炎送葬","A targeted corpse explodes, dealing area damage and turning into a volcanic geyser, which will repeatedly unleash exploding projectiles sequentially over the surrounding area for a duration. The explosion of the corpse is not affected by modifiers to spell damage, and cannot be reflected.","Le cadavre ciblé explose en infligeant des dégâts de zone et se transforme en un geyser volcanique qui libère à plusieurs reprises des projectiles dans la zone alentour pendant une certaine durée. L'explosion du cadavre n'est pas affectée par les modificateurs de dégâts des sorts, et ne peut pas être renvoyée.","Eine Zielleiche explodiert, verursacht Flächenschaden und verwandelt sich in einen vulkanischen Geysir, der über den umliegenden Bereich für eine bestimmte Dauer wiederholt Projektile herausschleudert. Modifikatoren für Zauberschaden wirken sich nicht auf die Leichenexplosion aus, und der Explosionsschaden kann nicht reflektiert werden.","指定した死体を爆発させ範囲ダメージを与え、火山の噴出口に変化させる。噴出口からは持続時間中爆発する投射物が周囲に繰り返し連続して放出され続ける。死体爆破のダメージはスペルダメージのモッドによって影響されず、反射されることもない。","시신이 폭발하여 범위 피해를 주고, 분화구가 되어 일정 시간 동안 주변 지역에 폭발하는 투사체를 발사합니다. 시신의 폭발은 주문 피해 속성 부여에 영향을 받지 않으며 반사할 수 없습니다.","Um cadáver focado explode, causando dano em área e se tornando um geyser vulcânico que liberará repetidamente projéteis em sequência na área ao redor por um tempo. A explosão do cadáver não é afetada por modificadores de dano mágico e não pode ser refletida.","Выбранный целью труп взрывается, нанося урон по области, и становится вулканическим гейзером, который в течение некоторого времени будет последовательно выпускать взрывающиеся снаряды по области вокруг. На урон от взрыва трупа не действуют модификаторы урона от чар и его нельзя отразить.","Un cadáver objetivo explota e inflige daño en área. Después se transforma en un géiser volcánico que libera repetida y secuencialmente proyectiles que explotan sobre el área circundante durante un tiempo. A la explosión del cadáver no le afectan los modificadores de daño de hechizos. Tampoco se puede reflejar.","ระเบิดศพเป้าหมาย สร้างความเสียหาย พื้นที่ และเปลี่ยนมันให้กลายเป็นปล่องศพลาวาที่ปลดปล่อยกระสุนระเบิดกระจายไปยังพื้นที่รอบข้างเป็นระยะเวลาหนึ่ง การระเบิดศพจะไม่ได้รับผลจากม็อดความเสียหาย เวท และไม่สามารถสะท้อนได้","指定的屍體爆炸，造成範圍傷害並變成火山噴泉，在一段時間內會連續釋放爆炸性的投射物來攻擊附近的區域。屍體爆炸不受法術傷害屬性影響，並且不會被反射。","CorpseErruption","Art/2DArt/SkillIcons/CorpseEruption.dds",[6],"[1,7,28,8,2,21,13,14,15,31,6,55,2,69,71,99]",[],"","",1,"","",22,1,"[7237,7241,18130]","[24,216,18073]",[],1,1,[],8,3,"","Metadata/Monsters/Totems/CremationTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
975,"corpse_erruption_monster","Cremation","Crémation","Einäscherung","クリメーション","시체 소각","Cremação","Кремация","Cremación","ฌาปนกิจ (Cremation)","熔炎送葬","","","","","","","","","","","CorpseErruption","Art/2DArt/SkillIcons/CorpseEruption.dds","[6,2,1,4]","[1,7,28,8,2,21,13,14,15,31,6,55,2,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
976,"shakari_quicksand","","","","","","","","","","","","","","","","","","","","","ShakariQuicksand","","[2,1]","[7,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
977,"corpse_mortar","","","","","","","","","","","","","","","","","","","","","CorpseMortar","",[6],[7],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
978,"garukhan_stationary_tornado","","","","","","","","","","","","","","","","","","","","","GarukhanStationaryTornado","",[4],[31],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
979,"garukhan_stationary_tornado_enemy","","","","","","","","","","","","","","","","","","","","","GarukhanStationaryTornado","","[4,2,1]",[31],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
980,"bodyswap","Bodyswap","Substitution corporelle","Reinkarnation","ボディスワップ","신체 전환","Troca de Corpos","Обмен телами","Intercambio de cuerpos","สลับร่าง (Bodyswap)","屍術傳送","Violently destroys your body and recreates it at the location of a targeted enemy or corpse, dealing spell damage in an area at both locations. If there is no specific target, it will prioritise corpses over enemies. If targeting a corpse, the corpse will also explode, dealing damage around it that is not affected by modifiers to spell damage, and cannot be reflected. This spell cannot be repeated.","Votre corps explose violemment avant d'être recréé à l'emplacement d'un ennemi ciblé ou d'un cadavre ciblé, infligeant des dégâts de sorts de zone à votre emplacement de départ et d'arrivée. Si vous ne ciblez rien en particulier, ce sort prendra pour cible de manière prioritaire un cadavre. Lorsqu'un cadavre est ciblé, il explose aussi, infligeant des dégâts autour de lui qui ne sont pas affectés par vos modificateurs de dégâts et qui ne peuvent être renvoyés. Ce sort ne peut être répété.","Zerstört Euren Körper und stellt ihn am Ort des Zielgegners oder der Zielleiche wieder her und verursacht dabei an beiden Orten in einem Bereich Zauberschaden. Falls es kein Ziel gibt, werden Leichen über Gegner priorisiert. Falls auf eine Leiche gezielt wird, explodiert diese ebenfalls und verursacht um sich herum Schaden, der nicht von Modifikatoren für Zauberschaden beeinflusst wird und nicht reflektiert werden kann. Dieser Zauber kann nicht wiederholt werden.","使用者の身体を爆発的に破壊し、指定された敵または死体の位置に再生し、使用者の元の位置と新しい位置の両方にスペルダメージを与える。明示的にターゲットを指定しなければ、移動先として敵より死体を優先して選ぶ。死体をターゲットとした場合、死体も爆発し周囲にダメージを与える。死体爆破のダメージはスペルダメージのモッドに影響されず、反射されることもない。このスキルを繰り返すことはできない。","시전자의 몸을 난폭하게 파괴하면 대상 적이나 시신이 위치한 곳에 재생되면서 양쪽 지점에 주문 피해를 줍니다. 특정한 대상이 없을 경우 적보다 시신을 우선합니다. 시신을 대상으로 할 경우 해당 시신 또한 폭발하면서 그 주변에 피해를 줍니다. 이는 주문 피해 관련 속성 부여에 영향을 받지 않으며 반사되지도 않습니다. 이 주문은 반복되지 않습니다.","Destroi violentamente seu corpo e o cria novamente na localidade de um cadáver inimigo alvo, causando dano mágico em uma área em ambos os locais. Se não houver um alvo específico, ele priorizará cadáver sob inimigos. Se focar em um cadáver, o cadáver também explodirá, causando dano ao seu redor que não é afetado pelos seus modificadores de dano mágico, e não pode ser refletido. Esta habilidade não pode ser repetida.","Герой выбирает целью труп или врага, после чего уничтожает свое тело и создаёт его около указанной цели, нанося урон от чар в области отправления и прибытия. Если не указать конкретную цель, то умение будет отдавать приоритет выбора цели ближайшим трупам, а не живым врагам. При выборе целью трупа, труп будет взорван, нанося вокруг себя урон, не зависящий от модификаторов урона чар героя. Этот урон не может быть отражён. Эти чары нельзя сотворять повторно.","Destruye tu cuerpo de forma violenta y lo recompone en la ubicación de un enemigo o cadáver objetivo. Además, inflige daño de hechizos en un área en las dos ubicaciones. Si no hay un objetivo específico, dará prioridad a los cadáveres antes que a los enemigos. Si tomas un cadáver como objetivo, el cadáver también explotará e infligirá daño a su alrededor. Este daño no se verá afectado por modificadores de daño de hechizos y no se puede reflejar. Este hechizo no se puede repetir.","ทำลายร่างกายของคุณอย่างรุนแรงแล้วสร้างร่างใหม่ที่ตำแหน่งของศัตรูหรือศพเป้าหมาย สร้างความเสียหาย เวท ในพื้นที่ตำแหน่งต้นทางและปลายทาง หากไม่ได้เลือกเป้าหมายไว้ สกิลนี้จะเลือกเป้าหมายเป็นศพก่อนเลือกศัตรู และหากเป้าหมายเป็นศพ ศพนั้นจะระเบิดแล้วสร้างความเสียหายรอบตัวมันซึ่งจะไม่ได้ผลจากม็อดความเสียหาย เวท และไม่สามารถสะท้อนได้ เวทนี้ไม่สามารถเกิดซ้ำได้","你的身體和目標屍體爆炸造成附近範圍法術傷害，你的身體會在屍體屍體位置重建。若沒有指定目標，將會優先選取敵人的屍體。若準屍體，該屍體會爆炸並對附近造成傷害，此爆炸不受法術屬性影響，此法術無法被重複。","CorpseWarp","Art/2DArt/SkillIcons/CorpseWarp.dds","[6,2]","[33,1,6,7,14,15,13,31,28,71,78]",[],"","",1,"","",22,1,"[7239,7243]","[24,216]",[],1,1,[],8,0,"","Metadata/Monsters/Totems/BodyswapTotem.ais","[3,18,29,10,11,16,17,19,26,27,12,13,4]","","",1
