"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
126,5008,500,645,13,53,11,0
127,5009,500,769,37,53,11,0
128,5010,500,833,38,70,11,0
129,5011,500,769,36,66,11,0
130,5012,500,667,34,55,11,0
131,5013,500,769,30,86,11,0
132,5014,500,870,44,94,11,0
133,5015,500,769,39,83,11,0
134,5016,500,645,20,80,11,0
135,5017,500,769,54,78,11,0
136,5018,500,833,53,98,11,0
137,5019,500,769,46,86,11,0
138,5020,500,667,41,68,11,0
139,5021,500,769,35,99,11,0
140,5022,500,714,37,80,11,0
141,5023,600,625,18,33,11,0
142,5024,600,625,27,51,11,0
143,5025,600,625,34,63,11,0
144,5026,550,645,5,11,14,0
145,5027,550,625,4,17,14,0
146,5028,600,667,11,20,14,0
147,5029,550,645,11,25,14,0
148,5030,550,625,12,29,14,0
149,5031,650,769,12,46,14,0
150,5032,550,625,18,33,14,0
151,5033,570,714,19,44,14,0
152,5034,600,645,19,40,14,0
153,5035,550,667,13,51,14,0
154,5036,600,714,25,46,14,0
155,5037,550,667,21,50,14,0
156,5038,550,625,21,49,14,0
157,5039,650,769,18,73,14,0
158,5040,550,625,28,51,14,0
159,5041,570,714,29,67,14,0
160,5042,600,645,29,60,14,0
161,5043,550,667,19,75,14,0
162,5044,600,714,35,65,14,0
163,5045,550,667,29,69,14,0
164,5046,550,625,27,64,14,0
165,5047,650,769,22,87,14,0
166,5048,550,625,32,60,14,0
167,5049,570,714,31,72,14,0
168,5050,600,667,32,66,14,0
169,5051,500,690,6,8,11,0
170,5052,500,714,8,13,11,0
171,5053,500,690,13,16,11,0
172,5054,500,769,15,27,11,0
173,5055,500,690,13,31,11,0
174,5056,500,714,19,32,11,0
175,5057,500,833,32,40,11,0
176,5058,500,714,21,43,11,0
177,5059,500,741,28,42,11,0
178,5060,500,800,31,51,11,0
179,5061,500,714,33,42,11,0
180,5062,500,870,37,69,11,0
181,5063,500,714,25,59,11,0
182,5064,500,769,38,63,11,0
183,5065,500,833,53,67,11,0
184,5066,500,714,33,69,11,0
185,5067,500,741,44,66,11,0
186,5068,500,800,48,80,11,0
187,5069,500,714,49,62,11,0
188,5070,500,870,54,101,11,0
189,5071,500,714,35,81,11,0
190,5072,500,769,49,82,11,0
191,5073,500,833,65,82,11,0
192,5074,500,714,38,80,11,0
193,5075,500,741,49,74,11,0
194,5076,500,769,20,41,11,0
195,5077,500,769,31,64,11,0
196,5078,500,769,39,81,11,0
197,5079,600,833,8,11,11,0
198,5080,600,833,11,17,11,0
199,5081,600,909,15,29,11,0
200,5082,650,909,21,32,11,0
201,5083,600,909,27,40,11,0
202,5084,600,870,24,45,11,0
203,5085,600,833,21,50,11,0
204,5086,620,800,29,44,11,0
205,5087,600,769,27,50,11,0
206,5088,600,667,24,36,11,0
207,5089,600,800,30,55,11,0
208,5090,650,800,35,52,11,0
209,5091,600,800,38,57,11,0
210,5092,600,714,30,55,11,0
211,5093,600,833,34,80,11,0
212,5094,620,800,45,67,11,0
213,5095,600,769,39,72,11,0
214,5096,600,667,37,55,11,0
215,5097,600,800,43,80,11,0
216,5098,650,800,49,73,11,0
217,5099,600,800,51,76,11,0
218,5100,600,714,37,70,11,0
219,5101,600,833,41,95,11,0
220,5102,620,800,50,76,11,0
221,5103,600,769,42,78,11,0
222,5104,630,690,23,34,11,0
223,5105,630,690,35,52,11,0
224,5106,630,690,41,61,11,0
225,5107,500,714,5,13,120,0
226,5108,500,667,6,16,120,0
227,5109,600,769,8,33,120,0
228,5110,600,769,16,34,120,0
229,5111,670,800,15,45,120,0
230,5112,650,714,15,45,120,0
231,5113,500,690,14,56,120,0
232,5114,500,833,28,73,120,0
233,5115,550,714,37,56,120,0
234,5116,500,667,20,61,120,0
235,5117,600,800,24,96,120,0
236,5118,600,769,37,76,120,0
237,5119,670,800,32,96,120,0
238,5120,650,714,29,86,120,0
239,5121,500,690,24,94,120,0
240,5122,500,833,44,116,120,0
241,5123,550,714,58,86,120,0
242,5124,500,667,32,96,120,0
243,5125,600,800,36,144,120,0
244,5126,600,769,56,117,120,0
245,5127,670,800,43,130,120,0
246,5128,650,714,38,115,120,0
247,5129,500,690,29,117,120,0
248,5130,500,833,50,133,120,0
249,5131,550,714,61,92,120,0
250,5132,550,769,9,13,120,0
251,5133,550,769,13,20,120,0
252,5134,550,769,16,24,120,0
253,5135,500,741,4,10,120,0
254,5136,600,769,9,19,13,0
255,5137,620,769,10,31,13,0
256,5138,600,769,24,41,13,0
257,5139,640,769,14,42,13,0
258,5140,620,769,27,57,13,0
259,5141,650,870,27,81,13,0
260,5142,610,769,41,76,13,0
261,5143,600,833,41,85,13,0
262,5144,620,870,34,102,13,0
263,5145,600,769,51,86,13,0
264,5146,660,800,38,114,13,0
265,5147,630,800,56,117,13,0
266,5148,650,870,48,145,13,0
267,5149,610,769,65,121,13,0
268,5150,600,833,66,138,13,0
269,5151,620,870,55,165,13,0
270,5152,600,769,72,120,13,0
271,5153,730,800,53,160,13,0
272,5154,680,800,71,147,13,0
273,5155,700,870,57,171,13,0
274,5156,650,769,73,136,13,0
275,5157,600,833,70,145,13,0
276,5158,600,800,36,66,13,0
277,5159,600,800,55,102,13,0
278,5160,600,800,65,120,13,0
279,5161,700,800,39,73,13,0
280,5162,700,800,61,113,13,0
281,5163,700,800,78,144,13,0
282,5164,500,769,12,20,13,0
283,5165,500,800,19,30,13,0
284,5166,500,769,19,39,13,0
285,5167,500,769,29,43,13,0
286,5168,500,800,36,60,13,0
287,5169,500,769,43,58,13,0
288,5170,500,800,49,73,13,0
289,5172,500,870,58,91,13,0
290,5171,500,833,53,83,13,0
291,5173,500,800,48,99,13,0
292,5174,500,769,61,92,13,0
293,5175,500,833,74,123,13,0
294,5176,500,769,76,103,13,0
295,5177,500,800,81,121,13,0
296,5178,500,833,88,138,13,0
297,5179,500,952,121,189,13,0
298,5180,500,769,74,155,13,0
299,5181,570,741,87,131,13,0
300,5182,500,870,104,174,13,0
301,5183,500,714,90,122,13,0
302,5184,600,800,96,144,13,0
303,5185,500,833,97,152,13,0
304,5186,500,741,36,56,13,0
305,5187,500,741,55,86,13,0
306,5188,500,741,65,101,13,0
307,5189,500,690,8,16,13,0
308,5190,500,714,11,26,13,0
309,5191,500,690,17,29,13,0
310,5192,500,714,20,38,13,0
311,5193,500,714,23,48,13,0
312,5194,500,714,30,50,13,0
313,5195,500,741,31,65,13,0
314,5196,600,741,41,68,13,0
315,5197,500,769,34,79,13,0
316,5198,500,690,39,65,13,0
317,5199,500,741,45,84,13,0
318,5200,500,769,49,102,13,0
319,5201,500,714,54,89,13,0
320,5202,500,741,52,109,13,0
321,5203,600,741,63,104,13,0
322,5204,500,769,55,128,13,0
323,5205,500,667,62,104,13,0
324,5206,650,714,62,115,13,0
325,5207,500,769,68,142,13,0
326,5208,500,690,69,115,13,0
327,5209,500,741,62,129,13,0
328,5210,570,741,67,112,13,0
329,5211,600,769,34,63,13,0
330,5212,600,769,52,97,13,0
331,5213,600,769,61,114,13,0
332,5214,500,769,10,16,13,0
333,5215,500,800,17,25,13,0
334,5216,500,769,16,33,13,0
335,5217,500,769,25,38,13,0
336,5218,500,769,27,49,13,0
337,5219,500,833,40,60,13,0
338,5220,500,800,46,62,13,0
339,5221,500,800,45,68,13,0
340,5222,500,909,57,85,13,0
341,5223,500,800,43,88,13,0
342,5224,500,769,54,81,13,0
343,5225,500,800,55,103,13,0
344,5226,500,833,72,108,13,0
345,5227,500,800,77,104,13,0
346,5228,500,800,75,113,13,0
347,5229,500,1000,112,168,13,0
348,5230,550,769,65,135,13,0
349,5231,500,741,77,115,13,0
350,5232,500,800,74,138,13,0
351,5233,500,909,102,153,13,0
352,5234,600,870,101,137,13,0
353,5235,500,833,91,136,13,0
354,5236,500,870,39,64,13,0
355,5237,500,870,62,103,13,0
356,5238,500,870,81,135,13,0
357,5239,500,833,8,15,13,0
358,9528,600,667,4,8,10,0
359,9844,700,588,0,0,11,0
360,9845,700,625,0,0,13,0
