"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
85,9458,[18228],[],13,1,"","","","",""
86,9459,[18229],[],13,1,"","","","",""
87,9460,[18230],[],13,1,"","","","",""
88,9461,[18231],[],13,1,"","","","",""
89,9462,[18232],[],14,1,"","","","",""
90,9463,[18233],[],14,1,"","","","",""
91,9464,[18234],[],14,1,"","","","",""
92,9465,[18235],[],14,1,"","","","",""
93,7335,"[20071,20076]",[],15,"","","",1,"",""
94,7336,"[20072,20077]",[],16,"","","",1,"",""
95,7337,"[20073,20078]",[],17,"","","",1,"",""
96,7338,"[20074,20079]",[],18,"","","",1,"",""
97,7339,"[20075,20080]",[],19,"","","",1,"",""
98,7340,"[20081,20086]",[],15,"","","",1,"",""
99,7341,"[20082,20087]",[],16,"","","",1,"",""
100,7342,"[20083,20088]",[],17,"","","",1,"",""
101,7343,"[20084,20089]",[],18,"","","",1,"",""
102,7344,"[20085,20090]",[],19,"","","",1,"",""
103,9468,[20432],[],20,"","","","","",""
104,9469,[20433],[],20,"","","","","",""
105,9470,[20434],[],20,"","","","","",""
106,9471,[20435],[],20,"","","","","",""
107,9472,[20436],[],20,"","","","","",""
108,9473,[20437],[],20,"","","","","",""
109,9474,[20439],[],20,"","","","","",""
110,9475,[20440],[],20,"","","","","",""
111,9476,[20441],[],20,"","","","","",""
112,9477,[20443],[],20,"","","","","",""
113,9478,[20444],[],20,"","","","","",""
114,9479,[20446],[],20,"","","","","",""
115,9480,[20447],[],20,"","","","","",""
116,7345,[8059],[],20,"","","",1,"",""
117,7362,[23819],[9592],20,1,"","","",1,""
