"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
151,48,35,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Character Effect!","Art/2DItems/Effects/Character/IridescentEmperorCharacterEffect.dds","Iridescent Character Effect (Tier 4)",""
152,48,38,[],0,"Congratulations!\nYou earned the final tier of the Iridescent Wings!","Art/2DItems/Effects/Wings/IridescentMonarchWings.dds","Iridescent Wings (Tier 4)",""
153,49,1,[],0,"Congratulations!\nYou earned a Kalandra Mystery Box!","Art/2DItems/Effects/MysteryChest/LakeOfKalandraMysteryBox.dds","Kalandra Mystery Box","MysteryPackLakeOfKalandraBox"
154,50,4,[3742],0,"Congratulations! You earned the Victorious Gloves!\nThe appearance of this glove improves as you complete 12, 20 and 29 challenges.","","Victorious Gloves (Tier 1)","VictoriousGloves"
155,50,6,[3741],0,"Congratulations! You earned the Victorious Boots!\nThe appearance of this boot improves as you complete 14, 22 and 32 challenges.","","Victorious Boots (Tier 1)","VictoriousBoots"
156,50,8,[3740],0,"Congratulations! You earned the Victorious Helmet!\nThe appearance of this helmet improves as you complete 16, 24 and 35 challenges.","","Victorious Helmet (Tier 1)","VictoriousHelmet"
157,50,10,[3743],0,"Congratulations! You earned the Victorious Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","","Victorious Body Armour (Tier 1)","VictoriousBodyArmour"
158,50,19,[5082],3,"Congratulations! You earned the Sanctum Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole29"
159,50,12,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 2)",""
160,50,14,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 2)",""
161,50,16,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 2)",""
162,50,18,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 2)",""
163,50,20,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 3)",""
164,50,22,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 3)",""
165,50,24,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 3)",""
166,50,26,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 3)",""
167,50,29,[],0,"Congratulations!\nYou earned the final tier of the Victorious Gloves!","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 4)",""
168,50,32,[],0,"Congratulations!\nYou earned the final tier of the Victorious Boots!","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 4)",""
169,50,35,[],0,"Congratulations!\nYou earned the final tier of the Victorious Helmet!","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 4)",""
170,50,38,[],0,"Congratulations!\nYou earned the final tier of the Victorious Body Armour!","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 4)",""
171,51,1,[],0,"Congratulations!\nYou earned a Sanctum Mystery Box!","Art/2DItems/Effects/MysteryChest/SanctumMysteryBox.dds","Sanctum Mystery Box","MysteryPackSanctumBox"
172,52,4,[3899],0,"Congratulations! You earned the Chaosborn Gloves!\nThe appearance of this glove improves as you complete 12, 20 and 29 challenges.","","Chaosborn Gloves (Tier 1)","ChaosbornGloves"
173,52,6,[3898],0,"Congratulations! You earned the Chaosborn Boots!\nThe appearance of this boot improves as you complete 14, 22 and 32 challenges.","","Chaosborn Boots (Tier 1)","ChaosbornBoots"
174,52,8,[3897],0,"Congratulations! You earned the Chaosborn Helmet!\nThe appearance of this helmet improves as you complete 16, 24 and 35 challenges.","","Chaosborn Helmet (Tier 1)","ChaosbornHelmet"
175,52,10,[3900],0,"Congratulations! You earned the Chaosborn Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","","Chaosborn Body Armour (Tier 1)","ChaosbornBodyArmour"
176,52,12,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 2)",""
177,52,14,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 2)",""
178,52,16,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 2)",""
179,52,18,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 2)",""
180,52,20,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 3)",""
181,52,22,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 3)",""
182,52,24,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 3)",""
183,52,26,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 3)",""
184,52,29,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Gloves!","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 4)",""
185,52,32,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Boots!","Art/2DItems/Effects/shoes/ChaosOrbBoots.dds","Chaosborn Boots (Tier 4)",""
186,52,35,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Helmet!","Art/2DItems/Effects/Hats/ChaosOrbHelmet.dds","Chaosborn Helmet (Tier 4)",""
187,52,38,[],0,"Congratulations!\nYou earned the final tier of the Chaosborn Body Armour!","Art/2DItems/Effects/BodyArmour/ChaosOrbBody.dds","Chaosborn Body Armour (Tier 4)",""
188,52,19,[5084],3,"Congratulations! You earned the Crucible Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole30"
189,53,1,[5086],1,"Congratulations! You earned the Ruthless Crucible Totem!\nThe more ruthless challenges you complete, the bigger it gets!","","","HideoutRuthlessTotemPole30"
190,53,2,"[3898,3899,3897,3900]",0,"Congratulations! You earned the Chaosborn Armour Set!\nThe more ruthless challenges you complete, the more impressive they get!","Art/2DItems/Effects/ArmourSet/ChaosOrbArmour.dds","Chaosborn Armour Set","RuthlessCrucibleChallengeBundle"
191,53,3,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 2) and Chaosborn Boots (Tier 2)",""
192,53,5,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 3) and Chaosborn Boots (Tier 3)",""
193,53,7,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves and Chaosborn Boots!","Art/2DItems/Effects/ChaosOrbGlovesBootsPack.dds","Chaosborn Gloves (Tier 4) and Chaosborn Boots (Tier 4)",""
194,53,4,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 2) and Chaosborn Body Armour (Tier 2)",""
195,53,6,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 3) and Chaosborn Body Armour (Tier 3)",""
196,53,8,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Helmet and Chaosborn Body Armour!","Art/2DItems/Effects/ChaosOrbBodyHelmetPack.dds","Chaosborn Helmet (Tier 4)  and Chaosborn Body Armour (Tier 4)",""
