"rownum","rid_0","[rid]_16","[i32]_32"
210,3339,[20266],[-10]
211,3341,[20266],[22]
212,3407,[19256],[100]
213,3542,[20034],[2]
214,3555,[1606],[1]
215,3584,[4777],[100]
216,3585,[18139],[10]
217,3586,[19346],[50]
218,3588,[1193],[1]
219,3590,[19067],[100]
220,3598,[15773],[1]
221,3599,[17030],[12]
222,3600,[19046],[1]
223,3748,[21713],[1]
224,2456,[118],[-20]
225,2880,[119],[750]
226,2883,[119],[273]
227,2930,[3018],[500]
228,2947,[101],[5]
229,3001,[210],[12]
230,3191,[18416],[25]
231,3193,[18228],[15]
232,3227,[153],[12]
233,3277,[739],[1]
234,3303,[196],[-50]
235,3304,[9613],[50]
236,3306,"[12587,12725]","[1,1]"
237,3317,[19405],[1]
238,3340,[20266],[7]
239,3399,[18411],[12]
240,3406,[2038],[1]
241,3415,[7751],[25]
242,3516,[18108],[35]
243,3520,[1400],[4000]
244,3538,[1993],[-30]
245,3554,[5076],[1]
246,3612,[8180],[1]
247,3613,[8178],[1]
248,3614,[8188],[1]
249,3674,[7393],[1]
250,3675,[7697],[-1]
251,3874,[1475],[100]
252,3875,[18014],[100]
253,3880,[19795],[100]
254,2243,[138],[40]
255,2523,[127],[50]
256,2876,[119],[570]
257,3144,[947],[4]
258,3279,[17021],[75]
259,3286,[1886],[1]
260,3402,[16859],[1]
261,3408,[5491],[-5]
262,3409,[5492],[15]
263,3551,[4888],[300]
264,3552,[20294],[1]
265,3423,[19596],[1]
266,3424,[19581],[40]
267,3425,[19584],[1]
268,3323,[18781],[1]
269,3560,[20170],[1]
270,2940,[99],[15]
271,2942,[99],[30]
272,3198,[18767],[40]
273,3435,[19673],[1]
274,3436,[19622],[1]
275,3556,[20758],[1]
276,3559,[18898],[100]
277,3565,[4011],[10000]
278,3186,[18227],[100]
279,3275,[2322],[1]
280,3558,[20015],[100]
281,2941,[99],[12]
282,2954,[101],[12]
283,2993,[210],[7]
284,3271,[20741],[1]
285,3461,[19033],[25]
286,3607,[18978],[25]
287,2943,[99],[7]
288,2996,[210],[15]
289,2997,[210],[15]
290,3002,[210],[15]
291,3185,[18227],[100]
292,3188,[18416],[100]
293,2939,[99],[25]
294,2951,[101],[15]
295,2972,[70],[50]
296,3159,[168],[3]
297,3210,[169],[25]
298,3272,[170],[50]
299,3273,[1080],[-50]
300,3465,[1128],[2]
301,2952,[101],[5]
302,3190,[18416],[40]
303,3562,[19194],[-30]
304,3563,[20732],[100]
305,3566,[4381],[2]
306,3897,[193],[30]
307,3437,[19680],[50]
308,3527,[958],[1]
309,3799,[22207],[1]
310,3697,[21057],[10]
311,2354,[135],[12]
312,2355,[135],[12]
313,2356,[135],[35]
314,2357,[135],[10]
315,2359,[135],[15]
316,2362,[135],[15]
317,3735,[696],[1]
318,3784,"[21140,21142,21143]","[1,60,5000]"
319,3158,[18901],[20]
320,3733,[8014],[1]
321,3732,[12479],[1]
322,3745,[21698],[1]
323,3296,[9037],[50]
324,3378,[3266],[15]
325,3767,[21059],[100]
326,3349,[1082],[20]
327,3298,[21156],[20]
328,3760,[21584],[1]
329,3801,[21865],[1]
330,3708,[21527],[1]
331,3744,[3118],[1]
332,3472,[7389],[25]
333,3734,[1617],[1]
334,3793,[21689],[6000]
335,3791,[22375],[2]
336,2388,[144],[20]
337,2390,[144],[20]
338,3898,[193],[25]
339,3485,[9486],[1]
340,3486,[9487],[1]
341,3812,[15814],[1]
342,2302,[140],[25]
343,2303,[140],[30]
344,2304,[140],[25]
345,2305,[140],[30]
346,2308,[140],[25]
347,3696,[21521],[1]
348,3792,[21688],[1]
349,3787,[21939],[1]
350,3773,[21540],[10]
351,3730,[21155],[4]
352,3717,[471],[25]
353,3752,[21714],[15]
354,3213,[9018],[7]
355,3705,[21228],[1]
356,3693,[1326],[1]
357,3687,[21164],[1]
358,3471,[2229],[20]
359,3821,[585],[10]
360,3820,[21839],[1]
361,3698,[21058],[5]
362,3700,[21162],[1]
363,3701,[21160],[100]
364,3699,[21062],[10]
365,3685,[21166],[1]
366,3822,[2609],[1]
367,3814,[22034],[100]
368,3393,[133],[40]
369,3763,[21061],[10000]
370,3154,[132],[40]
371,3155,[132],[75]
372,3156,[132],[1000]
373,3768,[21858],[100]
374,3751,[1233],[150]
375,3873,[18016],[100]
376,2270,[138],[30]
377,2273,[138],[25]
378,3797,[21740],[1]
379,3460,[19033],[15]
380,3783,[451],[1]
381,3845,[451],[1]
382,3786,[21938],[1]
383,2995,[210],[20]
384,2520,[113],[125]
385,3526,[160],[-25]
386,3761,[5685],[1]
387,2958,[335],[5]
388,3790,[21700],[1]
389,2931,[3013],[650]
390,2932,[3013],[1000]
391,2933,[3013],[800]
392,3731,[14763],[5000]
393,3714,[21622],[1]
394,2890,[119],[2700]
395,2891,[119],[900]
396,2892,[119],[750]
397,2893,[119],[600]
398,2895,[119],[450]
399,2896,[119],[1800]
400,2897,[119],[1350]
401,2898,[119],[300]
402,3876,[1478],[100]
403,2331,[142],[40]
404,2334,[142],[30]
405,2336,[142],[30]
406,2820,[1105],[15]
407,2830,[1107],[50]
408,3324,[4822],[1]
409,3796,[21541],[1]
410,3819,[22156],[1]
411,3804,[21963],[40]
412,3800,[21868],[32]
413,3742,[2764],[15]
414,3743,[2764],[20]
415,2985,[70],[25]
416,2973,[70],[10]
417,3808,[18543],[25]
418,3829,[22236],[1]
419,3737,[104],[1]
420,3432,[4629],[5]
421,3276,[5153],[100]
422,3199,[18767],[175]
423,3716,[12652],[1]
424,3686,[21167],[1]
425,3688,[21165],[1]
426,3740,[19870],[-20]
427,3736,[1245],[1]
428,3229,[153],[-50]
429,3759,[15941],[1]
430,3813,[21940],[1]
431,3487,[9484],[1]
432,3488,[9485],[1]
433,3769,[21874],[1]
434,3805,[21871],[50]
435,3806,[21871],[100]
436,3772,[21872],[50]
437,3218,[18626],[-50]
438,3219,[18626],[45]
439,3807,[21965],[1]
440,3211,[169],[25]
441,3771,[15736],[1]
442,3689,[21137],[1]
443,3528,[1276],[1]
444,3141,[14120],[-40]
445,3142,[14120],[-50]
446,3134,[201],[40]
447,3138,[14119],[-50]
448,3192,[18228],[75]
449,3707,[19392],[25]
450,3747,[20745],[4]
451,3524,[2398],[1]
452,3738,[21554],[25]
453,3715,[21491],[1]
454,3694,[21494],[1]
455,3741,[20190],[1]
456,10055,[3239],[22]
