"rownum","Id","[rid]","i32","i32","rid"
128,"monster_soulrend_beam",[442],1,1001,""
129,"monster_soulrend_beam",[614],1,1002,""
130,"monster_soulrend_beam",[629],1,1003,""
131,"monster_soulrend_beam",[738],1,1004,""
132,"monster_soulrend_beam",[614],1,1005,""
133,"galvanic_field_beam",[3],1,0,""
134,"galvanic_field_beam",[541],1,1,""
135,"galvanic_field_beam",[543],1,2,""
136,"lightning_tendrils_beam",[68],1,0,""
137,"lightning_tendrils_beam",[68],1,1,""
138,"lightning_tendrils_beam",[542],1,2,""
139,"reap_beam",[438],1,0,""
140,"reap_beam",[544],1,1,""
141,"reap_beam",[570],1,2,""
142,"charged_dash_launch",[637],1,0,""
143,"charged_dash_launch",[638],1,1,""
144,"channelled_lightning_beam",[647],1,0,""
145,"shadow_thief_slash_link",[650],1,0,""
146,"electric_fence_arrow_wire",[656],2,0,""
147,"stone_gaze",[63],3,0,""
148,"stone_gaze",[659],3,1,""
149,"stone_gaze",[660],3,2,""
150,"flicker_strike_beam",[662],1,0,""
151,"flicker_strike_beam",[763],1,9,""
152,"stormblast_bolt_beam",[712],1,0,""
153,"stormblast_bolt_beam",[712],1,4,""
154,"stormblast_bolt_beam",[782],1,5,""
155,"ice_bind",[727],1,0,""
156,"lightning_arrow_arc",[713],1,0,""
157,"lightning_arrow_arc",[715],1,8,""
158,"poison_vine_arrow_vine",[723],1,0,""
159,"mana_remnants_beam",[730],1,0,""
160,"tempest_bell_recall",[737],1,0,""
161,"tempest_bell_recall",[783],1,1,""
162,"ritual_of_power_grant",[739],1,0,""
163,"offering_of_power_grant",[740],1,0,""
164,"offering_of_power_grant",[781],1,1,""
165,"mana_drain_weave",[743],1,0,""
166,"ancestral_cry_consume",[273],1,0,""
167,"ancestral_cry_consume",[273],1,1,""
168,"ancestral_cry_consume",[314],1,2,""
169,"ancestral_cry_consume",[309],1,3,""
170,"ice_strike_surge_beam",[709],1,0,""
171,"life_remnants_beam",[664],1,0,""
172,"totem_defender_beam",[750],1,0,""
173,"trick_shot_arc",[752],3,0,""
174,"trick_shot_arc",[753],3,1,""
175,"mantra_of_destruction_weapon_beam",[756],1,0,""
176,"mantra_of_destruction_weapon_beam",[762],1,1,""
177,"pinned",[710],1,0,""
178,"pinned",[757],1,1,""
179,"pinned",[758],1,2,""
180,"pinned",[757],1,3,""
181,"pinned",[757],1,4,""
182,"overcharged_spear_beam",[761],1,0,""
183,"tame_beast_beam",[767],1,0,""
184,"breach_walk_beam_life",[768],1,0,""
185,"breach_walk_beam_mana",[769],1,0,""
186,"breach_walk_beam_chaos",[770],1,0,""
