"rownum","Strongbox","rid_16","AOFile"
77,9,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
78,10,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
79,11,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
80,12,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
81,13,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
82,14,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
83,15,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
84,16,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
85,17,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
86,18,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
87,19,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
88,20,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalCartographerStrongbox01.ao"
89,21,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalCartographerStrongbox01.ao"
90,22,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
91,23,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
92,24,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
93,25,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
94,26,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
95,27,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
96,28,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
97,29,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
98,31,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
99,32,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
100,33,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
101,34,133,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
