"rownum","Id","MiscAnimated","f32_24","PreloadGroupsKeys","i32_44"
146,"BetrayalCatarinaSyndicateBeam5",2732,1100,[45],4
147,"BetrayalCatarinaSyndicateStasisBeam",2733,1100,[45],4
148,"BetrayalCatarinaBarrageBeam",2737,1100,[],4
149,"BetrayalBallistaBeamFireArrow",2746,700,[],4
150,"BetrayalBallistaBeamBloodPhysArrow",2747,700,[],4
151,"BetrayalCatarinaPointer",2748,0,[45],4
152,"StormBurstTeleportBeam",2767,550,[],4
153,"DivineTempestFinalBeam",2773,1100,[],4
154,"DivineTempestZap",2774,375,[],4
155,"SynthesisRefractionBeam",2777,675,[],4
156,"SynthesisBallLightningBeam1",2784,400,[],4
157,"SynthesisBallLightningBeam2",2785,400,[],4
158,"SynthesisBallLightningBeam3",2786,400,[],4
159,"SoulrendBeam",2787,275,[],4
160,"SynthesisColdRendBeam",2800,275,[],4
161,"SynthesisLightningBarrageBeam1",2802,500,[],4
162,"SynthesisLightningBarrageBeam2",2803,500,[],4
163,"SynthesisLightningBarrageBeam3",2804,500,[],4
164,"SynthesisLightningBeamBlade",2807,100,[],4
165,"SynthesisSpinningBeam",2811,950,[],4
166,"StormBurstInitialTeleportBeam",2849,550,[],4
167,"SynthesisVolatileWrapBeam",2853,350,[],4
168,"SynthesisTriggerBeam",2857,950,[],4
169,"SynthesisTriggerBeamAim",2858,500,[],4
170,"SynthesisBossTriggerBeam",2859,950,[],4
171,"SynthesisDroneActivationBeam",2862,250,[],4
172,"SynthesisDroneConnectionBeam",2863,250,[],4
173,"SynthesisGolemPowerballBeam",2867,520,[],4
174,"SynthesisBarrageBeam",2888,600,[],4
175,"SynthesisLargeBarrageBeam",2889,1000,[],4
176,"SynthesisConcentratedBeam",2892,900,[],4
177,"SynthesisGolemShockRifleBeam",2884,700,[],4
178,"SynthesisGolemVolatileAbsorbBeam",2887,300,[],4
179,"DivineTempestAutomatonZap",2894,400,[],4
180,"SoulrendCelestialBeam",2902,275,[],4
181,"SynthesisGuardianToDroneBeam",2903,520,[],4
182,"SynthesisDroneToDroneBeam",2904,900,[],4
183,"DivineTempestAutomatonFinalBeam",2912,1100,[],4
184,"DivineTempestCelestialFinalBeam",2916,1100,[],4
185,"DivineTempestCelestialZap",2775,375,[],4
186,"SoulrendCelestialCatBeam",2925,275,[],4
187,"ChainStrikeBeam",2987,600,[],4
188,"TormentSpiritTetherBeam",2991,1000,[],4
189,"LegionKaruiSergeantSnipeBeam",3011,950,[],4
190,"LegionTemplarSkyBeamBeam",3035,500,[],4
191,"LegionKaruiRainSnipeBeam",3081,500,[],4
192,"LegionLioneyeRetractBeam",3146,650,[],4
193,"LegionTemplarHolyBlastBigBeam",3153,1100,[],4
194,"LegionTemplarHolyBlastZap",3154,500,[],4
195,"LegionTemplarBossShieldBeam",3185,550,[],4
196,"LegionVaalSoulrendBeam",3187,275,[],4
197,"LegionLasso",3190,600,[],4
198,"GraveyardAltarBeam",3264,1100,[],4
199,"ConduitSigilRedAttachBeam",3340,500,[],4
200,"ConduitSigilRedBeamEffect",3342,500,[],4
201,"ArcCelestial",3354,400,[],4
202,"BlightLightningArc",3375,508.41,[],4
203,"BlightLightningBeamCannon",3380,700,[],4
204,"BlightIceSiphonBeam",3386,300,[],4
205,"BlightPathVariation1",3399,100,[],4
206,"BlightPathVariation2",3400,100,[],4
207,"BlightPathVariation3",3401,100,[],4
208,"BlightPathVariation4",3402,100,[],4
209,"BlightPathVariation5",3403,100,[],4
210,"BlightPathVariation6",3404,100,[],4
211,"BlightPathVariation7",3405,100,[],4
212,"BlightPathVariation8",3406,100,[],4
213,"BlightPathVariation9",3407,100,[],4
214,"BlightPathVariation10",3408,100,[],4
215,"SkitterbotDetonateMinesBeam",3428,300,[],4
216,"BlightSummonedCopterBeam",3455,500,[],4
217,"BlightCassiaTowerBeam",3458,700,[],4
218,"BlightIceMonsterSacrificeBeam",3474,200,[],4
219,"AtlasExileBoss1SpammableBeam",3490,600,[],4
220,"AtlasExileBoss1RuneBeam",3494,600,[],4
221,"CrusaderInfluenceMageguardBeam",3518,600,[],4
222,"CrusaderInfluenceBallLightningBeam",3519,150,[],4
223,"CrusaderInfluenceArcaneOrbBeam",3521,475,[],4
224,"AtlasExileOrionFusionBeam",3536,900,[],4
225,"AtlasExileOrionNukeBeam",3537,900,[],4
226,"EnsnaringArrowTetheringBeam",3556,300,[],4
227,"EnsnaringArrowTetheringBeamDemonic",3558,300,[],4
228,"EnsnaringArrowTumourSpider",3559,400,[],4
229,"ArcCurved",2138,508.41,[],4
230,"ArcSkeleton",2139,508.41,[],4
231,"OfferingDefensiveSoulBeam",3662,1050,[],4
232,"OfferingOffensiveSoulBeam",3663,1050,[],4
233,"OfferingSpiritSoulBeam",3664,1050,[],4
234,"OfferingBloodSoulBeam",3665,1050,[],4
235,"AtlasExileOrionBeamBombChargeBeam",3672,900,[],4
236,"AtlasExileOrionBeamBombBeam",3673,700,[],4
237,"AtlasQuestKIracBeam",3712,2800,[],4
238,"AfflictionBossFinalBlackHoleBeam",3771,1500,[],4
239,"AfflictionModBeam",3772,800,[],4
240,"AfflictionReflectionBeam",3794,500,[],4
241,"AfflictionLightningBossGigaBallBeam",3810,1400,[],4
242,"AfflictionModBeamFire",3821,800,[],4
243,"AfflictionModBeamCold",3822,800,[],4
244,"ChannelledRuneSkillBeam",3827,300,[],4
245,"AfflictionModBeamLightning",3831,800,[],4
246,"AfflictionNoodleBeam1",3856,500,[],4
247,"AfflictionNoodleBeam2",3857,500,[],4
248,"AfflictionNoodleBeam3",3858,500,[],4
249,"AfflictionNoodleBeam4",3859,500,[],4
250,"AfflictionNoodleBeam5",3860,500,[],4
251,"AfflictionNoodleBeam6",3861,500,[],4
252,"AfflictionBossLightningBeam1",3885,500,[],4
253,"AfflictionBossLightningBeam2",3886,500,[],4
254,"AfflictionBossLightningBeam3",3887,500,[],4
255,"AfflictionBossLightningBeam4",3888,500,[],4
256,"AfflictionBossLightningBeam5",3889,500,[],4
257,"AfflictionBossLightningBeam6",3890,500,[],4
258,"AfflictionBossLightningBeam7",3891,500,[],4
259,"AfflictionBossLightningBeam8",3892,500,[],4
260,"AfflictionBossLightningBeam9",3893,500,[],4
261,"AfflictionBossLightningBeam10",3894,500,[],4
262,"StormBrandTetherBeam",3942,500,[],4
263,"ChannelledRuneSkillGoreMicroBeam",3952,300,[],4
264,"LightningWingsMTXBeam",3953,1050,[],4
265,"HarvestPipe",3980,200,[51],4
266,"LightningWingsMTXBeam2",3995,1050,[],4
267,"TriggerSigilAttachBeam",4001,500,[],4
268,"SpiritualCryDoubleBeam",4017,600,[],4
269,"PenanceSigilAttachBeam",4042,500,[],4
270,"PenanceBrandChargeBeam",4046,500,[],4
271,"HarvestRavenBossBeam",4095,400,[],4
272,"IntimidatingCryChargeConsumeBeam",4137,100,[],4
273,"AncestralCryChargeConsumeBeam",4138,100,[],4
274,"SeismicCryChargeConsumeBeam",4139,100,[],4
275,"RallyingCryChargeConsumeBeam",4140,100,[],4
276,"InfernalCryChargeConsumeBeam",4141,100,[],4
277,"WinterSigilAttachBeam",4148,500,[],4
278,"HarvestCatBossVineTrapBeam",4199,250,[],4
279,"HarvestHellionGodzillaBeam",4188,300,[],4
280,"HarvestSquidBallLightningBeam",4204,145,[],4
281,"HarvestSquidBallLightningGroundBeam",4205,145,[],4
282,"HarvestSquidNoodleBeam1",4206,500,[],4
283,"HarvestSquidNoodleBeam2",4207,500,[],4
284,"HarvestSquidNoodleBeam3",4208,500,[],4
285,"HarvestSquidNoodleBeam4",4209,500,[],4
286,"RallyingCryChargeConsumeBeamCelestial",4219,100,[],4
287,"InfernalCryChargeConsumeBeamCelestial",4220,100,[],4
288,"WinterBrandChargeBeam",4230,200,[],4
289,"HarvestAdjacencyVine1",4233,160,[],4
290,"HarvestAdjacencyVine2",4234,160,[],4
291,"HarvestAdjacencyVine3",4235,160,[],4
292,"HarvestAdjacencyVine4",4236,160,[],4
293,"BrandDetonateCastBeam",4270,300,[],4
294,"HarvestTreePlayerBeam1",4284,800,[51],4
295,"HarvestTreePlayerBeam2",4285,800,[51],4
296,"HarvestTreePlayerBeam3",4286,800,[51],4
297,"HarvestTreePlayerBeam4",4287,800,[51],4
298,"HarvestTreePlayerBeam5",4288,800,[51],4
299,"HarvestTreePlayerBeam6",4289,800,[51],4
300,"HarvestTreePlayerBeam7",4290,800,[51],4
301,"HarvestTreePlayerBeam8",4291,800,[51],4
302,"HarvestTreePlayerBeam9",4292,800,[51],4
303,"HarvestTreePlayerBeam10",4293,800,[51],4
304,"HarvestTreePlayerBeam11",4294,800,[51],4
305,"HarvestTreePlayerBeam12",4295,800,[51],4
306,"HarvestRootPath",4310,300,[51],4
307,"HeistTemplarCasterBallLightningBeam",4381,300,[],4
308,"HeistTemplarCasterBallLightningGroundBeam",4382,145,[],4
309,"CryWolfWarcryConsumeBeam",4386,100,[],4
310,"SpiritualCryDoubleBeamCryWolf",4392,600,[],4
311,"BreachLightningOrbBeam",4400,145,[],4
312,"SpiritualCryDoubleBeamCelestial",4413,600,[],4
313,"IntimidatingCryChargeConsumeBeamCelestial",4417,100,[],4
314,"AncestralCryChargeConsumeBeamCelestial",4418,100,[],4
315,"SeismicCryChargeConsumeBeamCelestial",4419,100,[],4
316,"DisintegrateBeam",4456,326,[],4
317,"BarghestTailLaserBeam",4470,100,[],4
318,"BreachLightningBeamNew",4477,100,[],4
319,"HeistCultistLightningBeam",4499,500,[],4
320,"HeistEngineerBridge1",4502,225,[],4
321,"HeistEngineerBridge2",4503,425,[],4
322,"HeistEngineerBridge3",4504,635,[],4
323,"HeistEngineerBridge4",4505,845,[],4
324,"HeistEngineerBridge5",4506,1055,[],4
325,"HeistEngineerBridge6",4507,1265,[],4
326,"HeistEngineerBridge7",4508,1475,[],4
327,"HeistEngineerBridgeBuildingBeam1",4520,1500,[],4
328,"HeistEngineerBridgeBuildingBeam2",4521,1500,[],4
329,"HeistEngineerBridgeBuildingBeam3",4522,1500,[],4
330,"HeistEngineerBridgeBuildingBeam4",4523,1500,[],4
331,"HeistEngineerBridgeBuildingBeam5",4524,1500,[],4
332,"HeistEngineerBridgeBuildingBeam6",4525,1500,[],4
333,"HeistEngineerBridgeBuildingBeam7",4526,1500,[],4
334,"SteelStealBeamEffect1",4528,500,[],4
335,"SteelStealBeamEffect2",4529,500,[],4
336,"SteelStealBeamEffect3",4530,500,[],4
337,"SteelStealBeamEffect4",4531,500,[],4
338,"DeathWishBeam",4533,300,[],4
339,"HeistAlarmDoorLaserBeam",4536,200,[],4
340,"HeistRobotSpiderLaser",4555,750,[],4
341,"SteelStealSpendBeamEffect1",4594,500,[],4
342,"SteelStealSpendBeamEffect2",4595,500,[],4
343,"SteelStealSpendBeamEffect3",4596,500,[],4
344,"SteelStealSpendBeamEffect4",4597,500,[],4
345,"HeistDroneDragonBreath",4600,250,[],4
346,"HeistMilitaryPolearmMinibossDashBeam",4611,475,[],4
347,"HeistMilitaryPolearmMinibossDashBeam2",4612,475,[],4
348,"HeistMilitaryPolearmMinibossDashBeam3",4613,475,[],4
349,"HeraldOfAshArmBeam",4619,75,[],4
350,"HeraldOfThunderArmBeam",4620,75,[],4
351,"HeraldOfIceArmBeam",4621,75,[],4
352,"HeraldOfPurityArmBeam",4622,75,[],4
353,"HeraldOfAgonyArmBeam",4623,75,[],4
354,"BallLightningBeamAutomaton",4635,275,[],4
355,"BallLightningGroundBeamAutomaton",4636,275,[],4
356,"HeistRobotHoundEyeLaserBeam",4649,400,[],4
357,"HeistTripwireLaser",4654,200,[],4
358,"DisintegrateFinalBeam",4671,1050,[],4
359,"HeistRobotStormcallerShockRifleBeam",4680,1000,[],4
360,"HeistRobotPyreKnightSpamBeam",4675,600,[],4
361,"HeistRobotPyreKnightMegaBeam",4676,1100,[],4
362,"HeistRobotPyreKnightSweepBeam",4685,500,[],4
363,"HeistCultistSummonedPylonBeam",4692,500,[],4
364,"HeistDanaiSweepLightningBeam",4710,500,[],4
365,"HeistThugGhostRiderChain",4722,600,[],4
366,"HeistThugEnsnaringArrowTetheringBeam",4721,300,[],4
367,"HeistRobotBossBallBeam",4727,500,[],4
368,"HeistRobotBossMagneticTendrils",4732,1200,[],4
369,"HeistRobotBossAimBeam",4753,700,[],4
370,"HeistRobotBossBlastBeam",4754,700,[],4
371,"HeistFreidrichBloodBeam",4857,700,[],4
372,"HeistFreidrichBloodBeamPool",4858,700,[],4
373,"HeistFreidrichBloodBeam2",4868,700,[],4
374,"HeistFreidrichBloodBeam3",4869,700,[],4
375,"HeistFreidrichBloodBeam4",4870,700,[],4
376,"HeistFreidrichBloodBeam5",4871,700,[],4
377,"HeistFreidrichBloodBeam6",4872,700,[],4
378,"HeistFreidrichBloodBeam7",4873,700,[],4
379,"HeistFreidrichBloodBeamPool2",4874,700,[],4
380,"HeistFreidrichBloodBeamPool3",4875,700,[],4
381,"HeistFreidrichBloodBeamPool4",4876,700,[],4
382,"HeistFreidrichBloodBeamPool5",4877,700,[],4
383,"HeistFreidrichBloodBeamPool6",4878,700,[],4
384,"HeistFreidrichBloodBeamPool7",4879,700,[],4
385,"DisintegrateBeamAutomaton",4893,326,[],4
386,"DisintegrateFinalBeamAutomaton",4896,1050,[],4
387,"BrutalPirateLordScorchBeam",4939,375,[],4
388,"VilentaRageBeamFire1",4952,650,[],4
389,"VilentaRageBeamFire2",4953,650,[],4
390,"VilentaRageBeamFire3",4954,650,[],4
391,"VilentaRageBeamFire4",4955,650,[],4
392,"IceSaplingBallReturnBeam",4962,700,[],4
393,"IceSaplingDeathBeam",4965,1200,[],4
394,"IceSaplingChargeBeam",4968,525,[],4
395,"IceSaplingBallConnectorBeam",4972,300,[],4
396,"ArchitectBloodBeamRitual",4975,1000,[],4
397,"WaterDjinnBeam",4988,900,[],4
398,"VilentaBeamFire",5004,510,[],4
399,"VampiricIconBeam",5042,500,[],4
400,"IceSaplingRitualBeam",5053,340,[],4
401,"RitualDischargeBeamFire",5054,700,[],4
402,"RitualDischargeBeamCold",5055,700,[],4
403,"RitualDischargeBeamLightning",5056,700,[],4
404,"RitualGrowBeam",5067,500,[],4
405,"RitualChaosGreenVines",5068,250,[],4
406,"MavenFBBBeam",5075,900,[],4
407,"MavenMapSpaceVines",5081,250,[],4
408,"MavenMapHealBeam",5082,400,[],4
409,"MavenMapInfusedWeaponBeam",5084,400,[],4
410,"MavenMapDamageReductionBeam",5085,100,[],4
411,"MavenMapSpaceChargeBeam",5089,100,[],4
412,"SeawitchLightningBeamStandalone",5090,500,[],4
413,"ReaperWraithSlowingChainsBeam",5092,250,[],4
414,"ThaumaturgistGrowBeam",5096,350,[],4
415,"RitualLightningOrbBeam",5097,800,[],4
416,"MavenMapGuardBeam",5105,400,[],4
417,"MavenBrainPhaseBeam",5134,1200,[],4
418,"MavenSweepBeam",5131,400,[],4
419,"RitualEnergyShieldBeam",5140,700,[],4
420,"MavenMapBeamOrb",5150,400,[],4
421,"RitualLightningBallTelegraphBeam",5171,800,[],4
422,"UltimatumMonsterSpawnBeam",5173,800,[55],4
423,"RainOfSporesVineBeamCelestial",5179,300,[],4
424,"UltimatumGolemFireBeam",5180,500,[],4
425,"UltimatumGolemFireBeamRuin",5181,500,[],4
426,"UltimatumWraithIceBeam",5182,500,[],4
427,"BloodTendrilsBeam",5213,500,[],4
428,"TrialmasterTether",5223,350,[55],4
429,"SpikeSlamSpikeBeamVerdant",5226,300,[],4
430,"SpikeSlamSpikeBeamEmpoweredVerdant",5227,300,[],4
431,"UltimatumGolemColdBeam",5228,500,[],4
432,"UltimatumGolemLightningBeam",5229,500,[],4
433,"UltimatumGolemChaosBeam",5230,500,[],4
434,"UltimatumSpiderCycloneBeam1",5242,500,[],4
435,"UltimatumSpiderCycloneBeam2",5243,500,[],4
436,"UltimatumSpiderCycloneBeam1Ruin",5244,500,[],4
437,"UltimatumSpiderCycloneBeam2Ruin",5245,500,[],4
438,"BloodScytheBeam",5259,400,[],4
439,"RainOfSporesVineBeamOblivion",5267,300,[],4
440,"OfferingSpiritSoulBeamCelestial",5307,1050,[],4
441,"MutantBirdFleshBindingBeam",5318,500,[],4
442,"ChildSpiritColdSoulrendBeam",5343,275,[],4
443,"RustKingWeaponBeam",5350,700,[],4
444,"BitterGuyChildBeam",5360,800,[],4
445,"BitterGuyChildBeamRight",5361,800,[],4
446,"BloodCourtesanBurstBeam",5394,517,[],4
447,"EinharCrowbellBeam",5402,1000,[],4
448,"EinharCrowbellHarpoonBeam",5403,700,[],4
449,"CaravanArmourConnect",1837,200,[],4
450,"CaravanWaypointConnect",1838,265,[],4
451,"LightningSpearBeam",5459,508.41,[],4
452,"BaronBloodBeam",5460,1000,[],4
453,"BaronBloodBeam2",5468,1000,[],4
454,"BaronBloodBeam3",5469,1000,[],4
455,"BaronBloodBeam4",5470,1000,[],4
456,"BaronBloodBeam5",5471,1000,[],4
457,"SwiftspadeBonesCoffinBeam",5483,100,[],4
458,"CaravanTowChain_01",5490,325,[],4
459,"CaravanTowChain_02",5491,325,[],4
460,"CaravanPlankBridge_01",5485,200,[],4
461,"CaravanPlankBridge_02",5486,270,[],4
462,"CaravanPlankBridge_03",5487,275,[],4
463,"CaravanPlankBridge_04",5488,220,[],4
464,"CaravanPlankBridge_05",5489,200,[],4
465,"CaravanSinnersRope",5492,1250,[],4
466,"DemonSpiderWebBeam",5513,400,[],4
467,"ShellMonsterGodzillaBeam",5551,500,[],4
468,"WebEnsnaringArrowTetheringBeam",5573,300,[],4
469,"UltimatumGoliathOrbBeam",5648,400,[],4
470,"UltimatumCrystalTotemBeam",5658,300,[],4
471,"UltimatumGoliathOrbBeamRuin",5667,400,[],4
472,"BloodTendrilsBeamLite",5720,500,[],4
473,"DivineCryChargeConsumeBeam",5758,100,[],4
474,"OfferingOffensiveSoulBeamCelestial",5762,1050,[],4
475,"OfferingDefensiveSoulBeamCelestial",5764,1050,[],4
476,"OfferingBloodSoulBeamCelestial",5766,1050,[],4
477,"ExpeditionExplosiveFuse",5727,500,[56],4
478,"PrismaticRainLightningBeam",5775,325,[],4
479,"ExpeditionApparitionColdBeam",5808,800,[],4
480,"ChainStrikeBeamStygian",5820,600,[],4
481,"StormCloudBeamDemonic",5827,500,[],4
482,"BloodTendrilsBeamTranscendence",5853,500,[],4
483,"BloodTendrilsBeamLiteTranscendence",5854,500,[],4
484,"ExpeditionApparitionBeam",5857,1000,[],4
485,"ExpeditionArmourBeam",5859,795,[],4
486,"ExpeditionArmourOrbThrow",5648,400,[],4
487,"ExpeditionApparitionSummonOrbEffect",5865,163,[],4
488,"MercurialCasterEnrageBeam",5877,500,[],4
489,"ExpeditionMedvedHealBeam",5922,700,[],4
490,"ReaperUltimateTeleportBeam",5927,500,[],4
491,"ExpeditionMedvedEnrageBeam",5928,500,[],4
492,"ExpeditionOlrothLightCageBeam",5969,1000,[],4
493,"ExpeditionOlrothReviveBeam1",5970,800,[],4
494,"ExpeditionOlrothRelicSearedGroundBeam",5976,1000,[],4
495,"ExpeditionOlrothReviveBeam2",5978,800,[],4
496,"ExpeditionOlrothSingleLaserBeam",5986,1000,[],4
497,"OlrothRelicJewelActivationBeam",5993,800,[],4
498,"HellscapePaleEliteCasterBeam",6021,500,[],4
499,"HellscapeFleshFodderArcBeam",6035,210,[],4
500,"HellscapeDemonFodderFaceLaser",6037,400,[],4
501,"CelestialBrandAttachBeam",6043,500,[],4
502,"CelestialStormBrandBeamEffect",6047,500,[],4
503,"CelestialPenanceBrandChargeBeam",6058,500,[],4
504,"CelestialWinterBrandChargeBeam",6063,200,[],4
505,"DivineCryWeaponCelestial",6212,100,[],4
506,"SoulLinkBeam",6251,1000,[],4
507,"FlameLinkBeam",6256,1000,[],4
508,"RemoraLinkBeam",6259,1000,[],4
509,"BulwarkLinkBeam",6262,1000,[],4
510,"TriggerLinkBeam",6265,1000,[],4
511,"CriticalLinkBeam",6268,1000,[],4
512,"BrandSurgeCastBeamUNUSED",4270,300,[],4
513,"BrandSurgeCastBeamCelestial",4270,300,[],4
514,"DisintegrateBeamCelestial",6351,326,[],4
515,"DisintegrateFinalBeamCelestial",6354,1050,[],4
516,"CarrionWingScreechBeam",6389,1000,[],4
517,"AtlasInvadersConsumeFodder2Arc",6393,400,[],4
518,"LightlessStalkerArcBeam",6395,508.41,[],4
