"rownum","Id","Variant","Projectiles","i32_28","Stat"
132,"mortar_barrage_mine",0,[745],3,""
133,"mortar_barrage_mine",1,[760],3,""
134,"mortar_barrage_mine",2,[1236],3,""
135,"cold_projectile_mine",0,[749],3,""
136,"cold_projectile_mine",1,[759],3,""
137,"cold_projectile_mine",2,[1235],3,""
138,"poisonous_concoction",0,[1239],3,""
139,"poisonous_concoction",1,[1239],3,""
140,"poisonous_concoction",2,[1239],3,""
141,"barrage_bow",0,[65],3,""
142,"barrage_bow",1,[338],3,""
143,"barrage_bow",2,[503],3,""
144,"barrage_bow",3,[561],3,""
145,"barrage_bow",4,[66],3,""
146,"barrage_wand",0,[798],3,""
147,"barrage_wand",1,[338],3,""
148,"barrage_wand",2,[842],3,""
149,"barrage_wand",3,[561],3,""
150,"virulent_arrow_main",0,[513],3,""
151,"virulent_arrow_main",1,[516],3,""
152,"virulent_arrow_main",2,[1254],3,""
153,"virulent_arrow_main",3,[1264],3,""
154,"virulent_arrow_lesser",0,[515],3,""
155,"virulent_arrow_lesser",1,[518],3,""
156,"virulent_arrow_lesser",2,[1256],3,""
157,"virulent_arrow_lesser",3,[1266],3,""
158,"virulent_arrow_neither",0,[514],3,""
159,"virulent_arrow_neither",1,[517],3,""
160,"virulent_arrow_neither",2,[1255],3,""
161,"virulent_arrow_neither",3,[1265],3,""
162,"lightning_arrow",0,[73],3,""
163,"lightning_arrow",1,[72],3,""
164,"lightning_arrow",2,[74],3,""
165,"lightning_arrow",3,[1291],3,""
166,"lightning_arrow",8,[1865],3,""
167,"tornado_shot_bow_primary",0,[116],3,""
168,"tornado_shot_bow_primary",1,[244],3,""
169,"tornado_shot_bow_primary",2,[365],3,""
170,"tornado_shot_bow_primary",3,[1258],3,""
171,"tornado_shot_bow_primary",4,[1279],3,""
172,"tornado_shot_bow_secondary",0,[122],3,""
173,"tornado_shot_bow_secondary",1,[243],3,""
174,"tornado_shot_bow_secondary",2,[364],3,""
175,"tornado_shot_bow_secondary",3,[1257],3,""
176,"tornado_shot_bow_secondary",4,[1278],3,""
177,"tornado_shot_wand_primary",0,[117],3,""
178,"tornado_shot_wand_primary",1,[117],3,""
179,"tornado_shot_wand_primary",2,[117],3,""
180,"tornado_shot_wand_primary",3,[117],3,""
181,"tornado_shot_wand_primary",4,[117],3,""
182,"tornado_shot_wand_secondary",0,[123],3,""
183,"tornado_shot_wand_secondary",1,[123],3,""
184,"tornado_shot_wand_secondary",2,[123],3,""
185,"tornado_shot_wand_secondary",3,[123],3,""
186,"fireball",0,[0],3,""
187,"fireball",1,[2],3,""
188,"fireball",2,[1],3,""
189,"fireball",3,[3],3,""
190,"fireball",4,[4],3,""
191,"fireball",5,[5],3,""
192,"fireball",6,[239],3,""
193,"fireball",7,[293],3,""
194,"fireball",8,[303],3,""
195,"fireball",9,[316],3,""
196,"fireball",10,[350],3,""
197,"fireball",11,[351],3,""
198,"fireball",12,[366],3,""
199,"fireball",13,[457],3,""
200,"fireball",14,[460],3,""
201,"fireball",15,[461],3,""
202,"fireball",16,[465],3,""
203,"fireball",17,[507],3,""
204,"fireball",18,[508],3,""
205,"fireball",19,[746],3,""
206,"fireball",20,[764],3,""
207,"fireball",21,[766],3,""
208,"fireball",22,[6],3,""
209,"fireball",23,[1225],3,""
210,"fireball",24,[1259],3,""
211,"fireball",25,[1262],3,""
212,"fireball",26,[1263],3,""
213,"fireball",27,[1289],3,""
214,"fireball",28,[1863],3,""
215,"ice_shot",0,[1811],3,""
216,"ice_shot",1,[76],3,""
217,"ice_shot",2,[77],3,""
218,"ice_shot",3,[78],3,""
219,"ice_shot",4,[1260],3,""
220,"ice_shot",5,[2027],3,""
221,"ice_shot",6,[2029],3,""
222,"ice_shot_shard",0,[1812],3,""
223,"ice_shot_shard",5,[2028],3,""
224,"ice_shot_shard",6,[2030],3,""
225,"explosive_arrow",0,[71],3,""
226,"explosive_arrow",1,[826],3,""
227,"explosive_arrow",2,[970],3,""
228,"explosive_arrow",3,[1284],3,""
229,"explosive_arrow",4,[1290],3,""
230,"ice_spear",0,[27],3,""
231,"ice_spear",1,[119],3,""
232,"ice_spear",2,[28],3,""
233,"ice_spear",3,[612],3,""
234,"ice_spear",4,[665],3,""
235,"ice_spear",5,[674],3,""
236,"ice_spear",6,[765],3,""
237,"ice_spear",7,[824],3,""
238,"ice_spear",8,[1293],3,""
239,"ice_spear",1000,[1089],3,""
240,"fire_wake_spear_primary",0,[1318],3,""
241,"fire_wake_spear_primary",1000,[1319],3,""
242,"fire_wake_spear_primary",1001,[1698],3,""
243,"fire_wake_spear_primary",1002,[1698],3,""
244,"fire_wake_spear_secondary",0,[1320],3,""
245,"fire_wake_spear_secondary",1000,[1321],3,""
246,"fire_wake_spear_secondary",1001,[1698],3,""
247,"fire_wake_spear_secondary",1002,[1698],3,""
248,"ball_lightning",0,[111],3,""
249,"ball_lightning",1,[83],3,""
250,"ball_lightning",2,[165],3,""
251,"ball_lightning",3,[292],3,""
252,"ball_lightning",4,[380],3,""
253,"ball_lightning",5,[661],3,""
254,"ball_lightning",6,[787],3,""
255,"ball_lightning",7,[661],3,""
256,"ball_lightning",8,[917],3,""
257,"ball_lightning",9,[941],3,""
258,"ball_lightning",10,[979],3,""
259,"ball_lightning",11,[2014],3,""
260,"ball_lightning",1000,[1405],3,""
261,"ball_lightning",1001,[1799],3,""
262,"ball_lightning",1002,[2022],3,""
263,"ball_lightning_infused",0,[112],3,""
264,"ball_lightning_infused",1,[83],3,""
265,"ball_lightning_infused",2,[165],3,""
266,"ball_lightning_infused",3,[292],3,""
267,"ball_lightning_infused",4,[380],3,""
268,"ball_lightning_infused",5,[661],3,""
269,"ball_lightning_infused",6,[787],3,""
270,"ball_lightning_infused",7,[661],3,""
271,"ball_lightning_infused",8,[917],3,""
272,"ball_lightning_infused",9,[941],3,""
273,"ball_lightning_infused",10,[979],3,""
274,"ball_lightning_infused",11,[2014],3,""
275,"ball_lightning_infused",1000,[1405],3,""
276,"ball_lightning_infused",1001,[1799],3,""
277,"ball_lightning_infused",1002,[2022],3,""
278,"monster_soulrend",0,[664],3,""
279,"monster_soulrend",1,[717],3,""
280,"monster_soulrend",1000,[1072],3,""
281,"monster_soulrend",1001,[1073],3,""
282,"monster_soulrend",1002,[1411],3,""
283,"monster_soulrend",1003,[1469],3,""
284,"monster_soulrend",1004,[1732],3,""
285,"monster_soulrend",1005,[1737],3,""
286,"monster_soulrend",1006,[1412],3,""
287,"monster_soulrend",1007,[2024],3,""
288,"cobra_lash_projectile_default",0,[743],3,""
289,"cobra_lash_projectile_default",1,[1294],3,""
290,"cobra_lash_projectile_claw",0,[754],3,""
291,"cobra_lash_projectile_claw",1,[1295],3,""
292,"venom_gyre_projectile_default",0,[755],3,""
293,"venom_gyre_projectile_default",1,[1296],3,""
294,"venom_gyre_projectile_released",0,[762],3,""
295,"venom_gyre_projectile_released",1,[1297],3,""
296,"caustic_arrow",0,[68],3,""
297,"caustic_arrow",1,[217],3,""
298,"caustic_arrow",2,"[218,219]",3,""
299,"caustic_arrow",3,[954],3,""
300,"caustic_arrow",4,[1298],3,""
301,"kinetic_blast",0,[67],3,""
302,"kinetic_blast",1,[459],3,""
303,"kinetic_blast",2,[1299],3,""
304,"caustic_arrow_vaal",0,[1463],3,""
305,"caustic_arrow_vaal",1,[1464],3,""
306,"caustic_arrow_vaal",2,[1465],3,""
307,"caustic_arrow_vaal",3,[1463],3,""
308,"caustic_arrow_vaal",4,[1466],3,""
309,"caustic_arrow_vaal",5,[1464],3,""
310,"vaal_lightning_arrow",0,[1504],3,""
311,"vaal_lightning_arrow",1,[1505],3,""
312,"vaal_lightning_arrow",3,[1506],3,""
313,"split_arrow",0,[213],3,""
314,"split_arrow",1,[210],3,""
315,"split_arrow",2,[211],3,""
316,"split_arrow",3,[212],3,""
317,"split_arrow",1000,[214],3,""
318,"vaal_split_arrow",0,[1509],3,""
319,"arctic_breath",0,[55],3,""
320,"arctic_breath",1,[202],3,""
321,"arctic_breath",2,[335],3,""
322,"arctic_breath_skull",0,[56],3,""
323,"arctic_breath_skull",1,[203],3,""
324,"arctic_breath_skull",2,[336],3,""
325,"arctic_breath_skull",3,[1512],3,""
326,"arctic_breath_lesser",0,[57],3,""
327,"arctic_breath_grenade",0,[863],3,""
328,"kinetic_blast",1000,[1305],3,""
329,"volcanic_slam",0,[1462],3,""
330,"escape_shot",0,[1475],3,""
331,"escape_shot",1,[1476],3,""
332,"escape_shot",2,[1477],3,""
333,"weapon_granted_firebolt",0,[1471],3,""
334,"weapon_granted_stormbolt",0,[1472],3,""
335,"weapon_granted_frostbolt",0,[1473],3,""
336,"skeleton_minion_frostbolt",0,[1637],3,""
337,"weapon_granted_chaosbolt",0,[1662],3,""
338,"witch_bolt_phys",0,[1663],3,""
339,"witch_bolt_chaos",0,[1664],3,""
340,"ring_of_blade_projectile",0,[1523],3,""
341,"volcano_projectile",0,[1541],3,""
342,"volcano_big_projectile",0,[1542],3,""
343,"volcano_projectile",1,[1929],3,""
344,"volcano_big_projectile",1,[1930],3,""
345,"volcano_projectile",2,[1994],3,""
346,"volcano_big_projectile",2,[1995],3,""
347,"ice_path_projectile",0,[1553],3,""
348,"spiral_volley_projectile",0,[1564],3,""
349,"spiral_volley_empowered_projectile",0,[1565],3,""
350,"heat_seeking_arrow_projectile",0,[1566],3,""
351,"electric_fence_arrow",0,[1568],3,""
352,"power_shot_projectile",0,[1096],3,""
353,"power_shot_incendiary_projectile",0,[1335],3,""
354,"power_shot_incendiary_projectile",3,[1336],3,""
355,"power_shot_incendiary_projectile",4,[1337],3,""
356,"power_shot_piercing_projectile",0,[1339],3,""
357,"power_shot_piercing_projectile",1,[1340],3,""
358,"power_shot_piercing_projectile",2,[1341],3,""
359,"power_shot_permafrost_projectile",0,[1343],3,""
360,"power_shot_permafrost_projectile",2,[1344],3,""
361,"power_shot_stormblast_projectile",0,[1347],3,""
362,"power_shot_stormblast_projectile",1,[1876],3,""
363,"power_shot_stormblast_projectile",2,[2012],3,""
364,"siege_cascade_projectile",0,[1587],3,""
365,"siege_cascade_projectile",1,[2074],3,""
366,"siege_cascade_projectile",2,[1588],3,""
367,"siege_cascade_permafrost_projectile",0,[1589],3,""
368,"siege_cascade_permafrost_projectile",2,[1590],3,""
369,"siege_cascade_stormblast_projectile",0,[1591],3,""
370,"siege_cascade_stormblast_projectile",2,[1875],3,""
371,"siege_cascade_stormblast_projectile",3,[2009],3,""
372,"artillery_ballista_projectile",0,[1592],3,""
373,"artillery_ballista_projectile",1,[1593],3,""
374,"artillery_ballista_projectile",3,[1594],3,""
375,"artillery_ballista_projectile",4,[1595],3,""
376,"artillery_ballista_projectile",10,[1592],3,""
377,"rapid_shot_projectile",0,[1606],3,""
378,"rapid_shot_incendiary_projectile",0,[1326],3,""
379,"rapid_shot_incendiary_projectile",3,[1327],3,""
380,"rapid_shot_incendiary_projectile",4,[1328],3,""
381,"rapid_shot_incendiary_projectile",1000,[1329],3,""
382,"rapid_shot_piercing_projectile",0,[1330],3,""
383,"rapid_shot_piercing_projectile",1,[1332],3,""
384,"rapid_shot_piercing_projectile",2,[1331],3,""
385,"rapid_shot_permafrost_projectile",0,[1333],3,""
386,"rapid_shot_permafrost_projectile",2,[1334],3,""
387,"rapid_shot_stormblast_projectile",0,[1345],3,""
388,"rapid_shot_stormblast_projectile",1,[1877],3,""
389,"rapid_shot_stormblast_projectile",2,[2013],3,""
390,"explosive_grenade",0,[1607],3,""
391,"explosive_grenade",1,[1632],3,""
392,"explosive_grenade",2,[1759],3,""
393,"explosive_grenade",3,[1608],3,""
394,"explosive_grenade",4,[1609],3,""
395,"explosive_grenade",5,[1610],3,""
396,"explosive_grenade",6,[1611],3,""
397,"flash_grenade",0,[1612],3,""
398,"flash_grenade",1,[1613],3,""
399,"flash_grenade",2,[1614],3,""
400,"flash_grenade",3,[1615],3,""
401,"flash_grenade",4,[1616],3,""
402,"toxic_grenade",0,[1617],3,""
403,"toxic_grenade",2,[1618],3,""
404,"toxic_grenade",3,[1619],3,""
405,"toxic_grenade",4,[1620],3,""
406,"oil_grenade",0,[1621],3,""
407,"oil_grenade",1,[1758],3,""
408,"oil_grenade",3,[1622],3,""
409,"oil_grenade",4,[1623],3,""
410,"oil_grenade",5,[1624],3,""
411,"fire_grenade",0,[1625],3,""
412,"sniper_gas_shot_projectile",0,[1734],3,""
413,"rolling_magma_projectile",0,[159],3,""
414,"rolling_magma_projectile",1,[2034],3,""
415,"wind_palm_projectile",0,[1646],3,""
416,"bone_spike",0,[1666],3,""
417,"bone_spike",1,[1894],3,""
418,"poison_burst_arrow",0,[1675],3,""
419,"poison_burst_arrow",2,[1676],3,""
420,"poison_burst_arrow",3,[1677],3,""
421,"shocking_arrow",0,[1678],3,""
422,"shocking_arrow",1,[1868],3,""
423,"shocking_arrow",2,[1948],3,""
424,"lightning_rod_rain_arrow",0,[1679],3,""
425,"lightning_rod_rain_arrow",1,[1866],3,""
426,"greater_fireball_projectile",0,[1681],3,""
427,"greater_fireball_projectile_infused",0,[1682],3,""
428,"greater_fireball_projectile_secondary",0,[1683],3,""
429,"greater_fireball_projectile",28,[1879],3,""
430,"greater_fireball_projectile_infused",28,[1880],3,""
431,"greater_fireball_projectile_secondary",28,[1881],3,""
432,"greater_fireball_projectile",29,[1684],3,""
433,"greater_fireball_projectile_infused",29,[1685],3,""
434,"greater_fireball_projectile_secondary",29,[1686],3,""
435,"ripwire_arrow",0,[1688],3,""
436,"ripwire_arrow",1,[1689],3,""
437,"channelled_snipe",0,[883],3,""
438,"channelled_snipe",1,[884],3,""
439,"electrocuting_arrow",0,[1690],3,""
440,"electrocuting_arrow",1,[1870],3,""
441,"rain_of_arrows_projectile",0,[1694],3,""
442,"poisonbloom_arrow",0,[1672],3,""
443,"poisonbloom_arrow",1,[1674],3,""
444,"poisonbloom_arrow",2,[1673],3,""
445,"greater_frostbolt",0,[1695],3,""
446,"greater_frostbolt",1,[205],3,""
447,"greater_frostbolt",2,[236],3,""
448,"greater_frostbolt",3,[721],3,""
449,"greater_frostbolt",4,[206],3,""
450,"greater_frostbolt",5,[1981],3,""
451,"greater_frostbolt",6,[2017],3,""
452,"freezing_shards",0,[1699],3,""
453,"poison_vine_arrow",0,[1701],3,""
454,"poison_vine_arrow",10,[1703],3,""
455,"poison_vine_arrow",11,[1702],3,""
456,"gas_cloud_arrow",0,[1704],3,""
457,"gas_cloud_arrow",2,[1706],3,""
458,"gas_cloud_arrow",3,[1705],3,""
459,"oshabi_orb_projectile",0,[931],3,""
460,"oshabi_orb_projectile",1,[1726],3,""
461,"oshabi_orb_projectile_secondary",0,[932],3,""
462,"oshabi_orb_projectile_secondary",1,[1727],3,""
463,"dark_effigy",0,[1738],3,""
464,"dark_effigy_short",0,[1739],3,""
465,"dark_effigy",1,[1910],3,""
466,"dark_effigy_short",1,[1911],3,""
467,"dark_effigy",2,[1740],3,""
468,"dark_effigy_short",2,[1741],3,""
469,"molten_blast",0,[1754],3,""
470,"molten_blast_secondary",0,[1755],3,""
471,"molten_blast",1,[1885],3,""
472,"molten_blast_secondary",1,[1886],3,""
473,"molten_blast",10,[1756],3,""
474,"molten_blast_secondary",10,[1757],3,""
475,"blazing_cluster",0,[1761],3,""
476,"blazing_cluster",1,[1864],3,""
477,"blazing_cluster",2,[1762],3,""
478,"scattering_calamity",0,[1763],3,""
479,"burst_shot_projectile",0,[1494],3,""
480,"burst_shot_incendiary_projectile",0,[1495],3,""
481,"burst_shot_incendiary_projectile",3,[1496],3,""
482,"burst_shot_incendiary_projectile",4,[1497],3,""
483,"burst_shot_incendiary_projectile",1000,[1338],3,""
484,"burst_shot_piercing_projectile",0,[1498],3,""
485,"burst_shot_piercing_projectile",1,[1499],3,""
486,"burst_shot_piercing_projectile",2,[1500],3,""
487,"burst_shot_piercing_projectile",1000,[1342],3,""
488,"burst_shot_freezing_projectile",0,[1501],3,""
489,"burst_shot_freezing_projectile",2,[1502],3,""
490,"burst_shot_stormblast_projectile",0,[1346],3,""
491,"burst_shot_stormblast_projectile",5,[1878],3,""
492,"burst_shot_stormblast_projectile",6,[2008],3,""
493,"shockchain_arrow",0,[1793],3,""
494,"shockchain_arrow",1,[1869],3,""
495,"viper_napuatzi_lightning_spear",0,[1724],3,""
496,"viper_napuatzi_lightning_spear_secondary",0,[1725],3,""
497,"shock_grenade",0,[1626],3,""
498,"shock_grenade",1,[1872],3,""
499,"shock_grenade",2,[2006],3,""
500,"shock_grenade",3,[1627],3,""
501,"shock_grenade",4,[1628],3,""
502,"cluster_grenade",0,[1821],3,""
503,"cluster_grenade_mini",0,[1822],3,""
504,"cluster_grenade",1,[1823],3,""
505,"cluster_grenade_mini",1,[1824],3,""
506,"cluster_grenade",2,[1825],3,""
507,"cluster_grenade_mini",2,[1826],3,""
508,"cluster_grenade",3,[1827],3,""
509,"cluster_grenade_mini",3,[1828],3,""
510,"cluster_grenade",4,[1829],3,""
511,"cluster_grenade_mini",4,[1830],3,""
512,"player_melee_grenade",0,[1821],3,""
513,"magnetic_salvo",0,[1837],3,""
514,"magnetic_salvo",1,[1867],3,""
515,"freezing_salvo",0,[1838],3,""
516,"freezing_salvo",1,[1839],3,""
517,"freezing_salvo",2,[1840],3,""
518,"remote_spear",0,[1855],3,""
519,"remote_spear",1,[1857],3,""
520,"remote_spear",2,[1856],3,""
521,"windstorm_lance",0,[1858],3,""
522,"windstorm_lance",1,[1899],3,""
523,"windstorm_lance",3,[1900],3,""
524,"overcharged_spear",0,[1859],3,""
525,"overcharged_spear",1,[1906],3,""
526,"overcharged_spear",2,[1923],3,""
527,"overcharged_spear",3,[1861],3,""
528,"overcharged_spear",4,[1860],3,""
529,"wind_spear_proj",0,[27],3,""
530,"wind_spear_proj",1,[1898],3,""
531,"triggered_volcanic_eruption",0,[1871],3,""
532,"caltrop",0,[1873],3,""
533,"caltrop_fast",0,[1874],3,""
534,"support_spectral_arrows_arrow",0,[1882],3,""
535,"support_spectral_arrows_spear",0,[1883],3,""
536,"twister_projectile",0,[1884],3,""
537,"twister_projectile",2,[1902],3,""
538,"twister_projectile",3,[1903],3,""
539,"lightning_spear_primary",0,[1311],3,""
540,"lightning_spear_secondary",0,[1312],3,""
541,"lightning_spear_primary",1,[1908],3,""
542,"lightning_spear_secondary",1,[1909],3,""
543,"lightning_spear_primary",2,[1913],3,""
544,"lightning_spear_secondary",2,[1914],3,""
545,"lightning_spear_primary",3,[1315],3,""
546,"lightning_spear_secondary",3,[1316],3,""
547,"lightning_spear_primary",4,[1313],3,""
548,"lightning_spear_secondary",4,[1314],3,""
549,"glacial_lance",0,[1895],3,""
550,"glacial_lance",1,[2031],3,""
551,"glacial_lance",2,[1897],3,""
552,"glacial_lance",3,[1896],3,""
553,"electric_spit",0,[1904],3,""
554,"electric_spit_charged",0,[1905],3,""
555,"electric_spit",2,[2032],3,""
556,"electric_spit_charged",2,[2033],3,""
557,"ballistic_ice_chunk",0,[1924],3,""
558,"ballistic_ice_chunk",1,[2035],3,""
559,"ballistic_ice_chunk",2,[1925],3,""
560,"ballistic_ice_chunk",3,[1926],3,""
561,"ballistic_ice_chunk",4,[2094],3,""
562,"rapid_shot_requiem",0,[1928],3,""
563,"essence_drain",0,[177],3,""
564,"essence_drain",1,[199],3,""
565,"essence_drain",2,[204],3,""
566,"essence_drain",3,[180],3,""
567,"essence_drain",4,[741],3,""
568,"essence_drain",5,[888],3,""
569,"essence_drain",6,[889],3,""
570,"essence_drain",7,[1067],3,""
571,"essence_drain",8,[1934],3,""
572,"essence_drain",9,[178],3,""
573,"essence_drain",10,[179],3,""
574,"djinn_knife_throw",0,[1937],3,""
575,"soul_rend",0,[652],3,""
576,"soul_rend",1,[678],3,""
577,"soul_rend",2,[679],3,""
578,"djinn_fire_rune",0,[1946],3,""
579,"triggered_ancestral_cry_volcanic_eruption",0,[1951],3,""
580,"frost_darts",0,[1958],3,""
581,"frost_darts_mortar",0,[1959],3,""
582,"frost_darts",1,[1982],3,""
583,"frost_darts_mortar",1,[1983],3,""
584,"projectile_arc_projectile",0,[1961],3,""
585,"projectile_arc_projectile",1,[1996],3,""
586,"triggered_deadly_current",0,[2015],3,""
587,"nightfall_shield_thrown",0,[2067],3,""
588,"triggered_rune_forged_blades",0,[2092],3,""
