"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32_36"
62,2292,195,176,0,-400,0,0
63,2293,214,194,0,-400,0,0
64,2294,222,201,0,-400,0,0
65,2295,245,223,0,-400,0,0
66,2296,273,248,0,-400,0,0
67,2297,273,248,0,-400,0,0
68,2298,273,248,0,-400,0,0
69,2299,273,248,0,-400,0,0
70,2300,273,248,0,-400,0,0
71,2301,25,0,16,-400,0,0
72,2302,59,0,24,-400,0,0
73,2303,83,0,30,-400,0,0
74,2304,129,0,41,-400,0,0
75,2305,149,0,46,-400,0,0
76,2306,160,0,48,-400,0,0
77,2307,195,0,57,-400,0,0
78,2308,218,0,63,-400,0,0
79,2309,222,0,63,-400,0,0
80,2310,230,0,65,-400,0,0
81,2311,273,0,76,-400,0,0
82,2312,273,0,76,-400,0,0
83,2313,273,0,76,-400,0,0
84,2314,749,0,220,-400,0,0
85,2315,273,0,76,-400,0,0
86,2316,0,16,16,-300,0,0
87,2317,0,53,25,-300,0,0
88,2318,0,71,30,-300,0,0
89,2319,0,114,41,-300,0,0
90,2320,0,132,46,-300,0,0
91,2321,0,154,51,-300,0,0
92,2322,0,176,57,-300,0,0
93,2323,0,197,63,-300,0,0
94,2324,0,201,63,-300,0,0
95,2325,0,216,67,-300,0,0
96,2326,0,248,76,-300,0,0
97,2327,0,248,76,-300,0,0
98,2328,0,248,76,-300,0,0
99,2329,29,0,0,0,0,0
100,2330,80,0,0,0,0,0
101,2331,99,0,0,0,0,0
102,2332,149,0,0,0,0,0
103,2333,177,0,0,0,0,0
104,2334,191,0,0,0,0,0
105,2335,233,0,0,0,0,0
106,2336,260,0,0,0,0,0
107,2337,265,0,0,0,0,0
108,2338,288,0,0,0,0,0
109,2339,325,0,0,0,0,0
110,2340,0,19,0,0,0,0
111,2341,0,58,0,0,0,0
112,2342,0,84,0,0,0,0
113,2343,0,127,0,0,0,0
114,2344,0,158,0,0,0,0
115,2345,0,179,0,0,0,0
116,2346,0,210,0,0,0,0
117,2347,0,231,0,0,0,0
118,2348,0,240,0,0,0,0
119,2349,0,257,0,0,0,0
120,2350,0,296,0,0,0,0
121,2351,0,0,19,0,0,0
122,2352,0,0,29,0,0,0
123,2353,0,0,35,0,0,0
124,2354,0,0,47,0,0,0
125,2355,0,0,54,0,0,0
126,2356,0,0,62,0,0,0
127,2357,0,0,68,0,0,0
128,2358,0,0,73,0,0,0
129,2359,0,0,76,0,0,0
130,2360,0,0,82,0,0,0
131,2361,0,0,90,0,0,0
132,2362,26,20,0,0,0,0
133,2363,42,34,0,0,0,0
134,2364,54,46,0,0,0,0
135,2365,80,70,0,0,0,0
136,2366,97,87,0,0,0,0
137,2367,128,115,0,0,0,0
138,2368,146,132,0,0,0,0
139,2369,179,163,0,0,0,0
140,2370,179,163,0,0,0,0
141,2371,26,0,13,0,0,0
142,2372,39,0,16,0,0,0
143,2373,54,0,19,0,0,0
144,2374,85,0,27,0,0,0
145,2375,97,0,30,0,0,0
146,2376,128,0,37,0,0,0
147,2377,146,0,42,0,0,0
148,2378,179,0,50,0,0,0
149,2379,179,0,50,0,0,0
150,2380,0,20,13,0,0,0
151,2381,0,32,16,0,0,0
152,2382,0,46,19,0,0,0
153,2383,0,75,27,0,0,0
154,2384,0,87,30,0,0,0
155,2385,0,115,37,0,0,0
156,2386,0,132,42,0,0,0
157,2387,0,163,50,0,0,0
158,2388,15,0,0,0,0,0
159,2389,38,0,0,0,0,0
160,2390,49,0,0,0,0,0
161,2391,75,0,0,0,0,0
162,2392,89,0,0,0,0,0
163,2393,116,0,0,0,0,0
164,2394,132,0,0,0,0,0
165,2395,162,0,0,0,0,0
166,2396,0,10,0,0,0,0
167,2397,0,31,0,0,0,0
168,2398,0,42,0,0,0,0
169,2399,0,68,0,0,0,0
170,2400,0,79,0,0,0,0
171,2401,0,105,0,0,0,0
172,2402,0,120,0,0,0,0
173,2403,0,148,0,0,0,0
174,2404,0,0,9,0,0,0
175,2405,0,0,15,0,0,0
176,2406,0,0,18,0,0,0
177,2407,0,0,23,0,0,0
178,2408,0,0,27,0,0,0
179,2409,0,0,34,0,0,0
180,2410,0,0,38,0,0,0
181,2411,0,0,45,0,0,0
182,2412,14,11,0,0,0,0
183,2413,27,23,0,0,0,0
184,2414,49,43,0,0,0,0
185,2415,64,58,0,0,0,0
186,2416,73,66,0,0,0,0
187,2417,89,81,0,0,0,0
188,2418,89,81,0,0,0,0
189,2419,13,0,6,0,0,0
190,2420,27,0,10,0,0,0
191,2421,49,0,15,0,0,0
192,2422,64,0,19,0,0,0
193,2423,73,0,21,0,0,0
194,2424,89,0,25,0,0,0
195,2425,0,9,6,0,0,0
196,2426,0,23,10,0,0,0
197,2427,0,43,15,0,0,0
198,2428,0,58,19,0,0,0
199,2429,0,66,21,0,0,0
200,2430,0,81,25,0,0,0
201,2431,22,0,0,0,0,0
202,2432,57,0,0,0,0,0
203,2433,74,0,0,0,0,0
204,2434,112,0,0,0,0,0
205,2435,133,0,0,0,0,0
206,2436,174,0,0,0,0,0
207,2437,199,0,0,0,0,0
208,2438,244,0,0,0,0,0
209,2439,0,15,0,0,0,0
210,2440,0,47,0,0,0,0
211,2441,0,63,0,0,0,0
212,2442,0,102,0,0,0,0
213,2443,0,118,0,0,0,0
214,2444,0,157,0,0,0,0
215,2445,0,180,0,0,0,0
216,2446,0,222,0,0,0,0
217,2447,0,0,14,0,0,0
218,2448,0,0,22,0,0,0
219,2449,0,0,27,0,0,0
220,2450,0,0,36,0,0,0
221,2451,0,0,41,0,0,0
222,2452,0,0,51,0,0,0
223,2453,0,0,57,0,0,0
224,2454,0,0,68,0,0,0
225,2455,22,17,0,0,0,0
226,2456,41,35,0,0,0,0
227,2457,73,65,0,0,0,0
228,2458,96,86,0,0,0,0
229,2459,109,99,0,0,0,0
230,2460,134,122,0,0,0,0
231,2461,20,0,10,0,0,0
232,2462,41,0,15,0,0,0
233,2463,73,0,22,0,0,0
234,2464,96,0,28,0,0,0
235,2465,109,0,31,0,0,0
236,2466,134,0,37,0,0,0
237,2467,134,0,37,0,0,0
238,2468,0,15,10,0,0,0
239,2469,0,35,15,0,0,0
240,2470,0,65,22,0,0,0
241,2471,0,86,28,0,0,0
242,2472,0,99,31,0,0,0
243,2473,0,122,37,0,0,0
244,2474,18,0,0,-300,0,0
245,2475,33,0,0,-300,0,0
246,2476,50,0,0,-300,0,0
247,2477,62,0,0,-300,0,0
248,2478,76,0,0,-300,0,0
249,2479,96,0,0,-300,0,0
250,2480,111,0,0,-300,0,0
251,2481,119,0,0,-300,0,0
252,2482,145,0,0,-300,0,0
253,2483,160,0,0,-300,0,0
254,2484,166,0,0,-300,0,0
255,2485,183,0,0,-300,0,0
256,2486,203,0,0,-300,0,0
257,2487,10,7,0,-150,0,0
258,2488,21,17,0,-150,0,0
259,2489,34,29,0,-150,0,0
260,2490,50,44,0,-150,0,0
261,2491,61,54,0,-150,0,0
262,2492,67,60,0,-150,0,0
263,2493,82,74,0,-150,0,0
264,2494,89,81,0,-150,0,0
265,2495,91,82,0,-150,0,0
266,2496,99,90,0,-150,0,0
267,2497,112,102,0,-150,0,0
268,2498,10,0,6,-150,0,0
269,2499,20,0,9,-150,0,0
270,2500,34,0,12,-150,0,0
271,2501,53,0,17,-150,0,0
272,2502,61,0,19,-150,0,0
273,2503,66,0,20,-150,0,0
274,2504,80,0,23,-150,0,0
275,2505,88,0,25,-150,0,0
276,2506,91,0,26,-150,0,0
277,2507,99,0,28,-150,0,0
278,2508,112,0,31,-150,0,0
279,2509,0,10,0,0,0,0
280,2510,0,18,0,0,0,0
281,2511,0,31,0,0,0,0
282,2512,0,42,0,0,0,0
283,2513,0,55,0,0,0,0
284,2514,0,64,0,0,0,0
285,2515,0,79,0,0,0,0
286,2516,0,92,0,0,0,0
287,2517,0,105,0,0,0,0
288,2518,0,116,0,0,0,0
289,2519,0,120,0,0,0,0
290,2520,0,126,0,0,0,0
291,2521,0,148,0,0,0,0
292,2522,0,0,12,0,0,0
293,2523,0,0,15,0,0,0
294,2524,0,0,18,0,0,0
295,2525,0,0,22,0,0,0
296,2526,0,0,26,0,0,0
297,2527,0,0,29,0,0,0
298,2528,0,0,34,0,0,0
299,2529,0,0,36,0,0,0
300,2530,0,0,42,0,0,0
301,2531,0,0,47,0,0,0
302,2532,0,0,47,0,0,0
303,2533,0,0,51,0,0,0
304,2534,0,0,56,0,0,0
305,2647,0,0,0,0,0,0
306,2648,182,165,50,-400,0,0
307,2649,273,248,76,-300,0,0
308,2650,182,165,50,-400,0,0
309,2651,232,211,0,-400,107,0
310,2652,0,211,64,-300,107,0
311,2653,232,0,64,-400,107,0
312,2654,136,124,38,-400,215,0
313,2655,421,0,0,-400,150,0
314,2656,0,384,0,-300,150,0
315,2657,0,0,117,-400,150,0
316,2658,136,124,38,-400,322,0
317,2659,0,0,0,0,550,0
318,2660,119,109,33,0,0,0
319,2661,60,54,17,0,0,0
320,2662,89,81,25,0,0,0
321,2763,355,0,0,-500,0,0
322,2764,376,0,0,-500,0,0
323,2765,397,0,0,-500,0,0
324,2766,418,0,0,-500,0,0
325,2767,453,0,0,-500,0,0
326,2768,474,0,0,-500,0,0
327,2769,0,320,0,-300,0,0
328,2770,0,339,0,-300,0,0
329,2771,0,359,0,-300,0,0
330,2772,0,379,0,-300,0,0
331,2773,0,412,0,-300,0,0
332,2774,0,432,0,-300,0,0
333,2775,0,0,103,-300,0,0
334,2776,0,0,109,-300,0,0
335,2777,0,0,114,-300,0,0
336,2778,0,0,119,-300,0,0
337,2779,0,0,127,-300,0,0
338,2780,0,0,132,-300,0,0
339,2781,195,176,0,-400,0,0
340,2782,207,187,0,-400,0,0
341,2783,218,197,0,-400,0,0
342,2784,230,208,0,-400,0,0
343,2785,249,226,0,-400,0,0
344,2786,261,237,0,-400,0,0
345,2787,195,0,57,-400,0,0
346,2788,207,0,60,-400,0,0
347,2789,218,0,63,-400,0,0
348,2790,230,0,65,-400,0,0
349,2791,249,0,70,-400,0,0
350,2792,261,0,73,-400,0,0
351,2793,0,176,57,-300,0,0
352,2794,0,187,60,-300,0,0
353,2795,0,197,63,-300,0,0
354,2796,0,208,65,-300,0,0
355,2797,0,226,70,-300,0,0
356,2798,0,237,73,-300,0,0
357,2799,233,0,0,0,0,0
358,2800,246,0,0,0,0,0
359,2801,260,0,0,0,0,0
360,2802,274,0,0,0,0,0
361,2803,297,0,0,0,0,0
362,2804,0,210,0,0,0,0
363,2805,0,222,0,0,0,0
364,2806,0,235,0,0,0,0
365,2807,0,248,0,0,0,0
366,2808,0,270,0,0,0,0
367,2809,0,0,68,0,0,0
368,2810,0,0,71,0,0,0
369,2811,0,0,75,0,0,0
370,2812,0,0,78,0,0,0
371,2813,0,0,84,0,0,0
372,2814,128,115,0,0,0,0
373,2815,136,122,0,0,0,0
374,2816,143,129,0,0,0,0
375,2817,151,137,0,0,0,0
376,2818,163,149,0,0,0,0
377,2819,128,0,37,0,0,0
378,2820,136,0,39,0,0,0
379,2821,143,0,41,0,0,0
380,2822,151,0,43,0,0,0
381,2823,163,0,46,0,0,0
382,2824,0,115,37,0,0,0
383,2825,0,122,39,0,0,0
384,2826,0,129,41,0,0,0
385,2827,0,137,43,0,0,0
386,2828,0,149,46,0,0,0
387,2829,116,0,0,0,0,0
388,2830,130,0,0,0,0,0
389,2831,137,0,0,0,0,0
390,2832,149,0,0,0,0,0
391,2833,0,105,0,0,0,0
392,2834,0,118,0,0,0,0
393,2835,0,124,0,0,0,0
394,2836,0,135,0,0,0,0
395,2837,0,0,34,0,0,0
396,2838,0,0,37,0,0,0
397,2839,0,0,39,0,0,0
398,2840,0,0,42,0,0,0
399,2841,64,58,0,0,0,0
400,2842,72,65,0,0,0,0
401,2843,82,74,0,0,0,0
402,2844,64,0,19,0,0,0
403,2845,72,0,21,0,0,0
404,2846,82,0,23,0,0,0
405,2847,0,58,19,0,0,0
406,2848,0,65,21,0,0,0
407,2849,0,74,23,0,0,0
408,2850,174,0,0,0,0,0
409,2851,195,0,0,0,0,0
410,2852,206,0,0,0,0,0
411,2853,223,0,0,0,0,0
412,2854,0,157,0,0,0,0
413,2855,0,177,0,0,0,0
414,2856,0,186,0,0,0,0
415,2857,0,203,0,0,0,0
416,2858,0,0,51,0,0,0
417,2859,0,0,56,0,0,0
418,2860,0,0,58,0,0,0
419,2861,0,0,63,0,0,0
420,2862,96,86,0,0,0,0
421,2863,107,97,0,0,0,0
422,2864,123,111,0,0,0,0
423,2865,96,0,28,0,0,0
424,2866,107,0,31,0,0,0
425,2867,123,0,34,0,0,0
426,2868,0,86,28,0,0,0
427,2869,0,97,31,0,0,0
428,2870,0,111,34,0,0,0
429,2871,145,0,0,-300,0,0
430,2872,154,0,0,-300,0,0
431,2873,163,0,0,-300,0,0
432,2874,171,0,0,-300,0,0
433,2875,186,0,0,-300,0,0
434,2876,192,0,0,-300,0,0
435,2877,80,72,0,-150,0,0
436,2878,85,76,0,-150,0,0
437,2879,89,81,0,-150,0,0
438,2880,94,85,0,-150,0,0
439,2881,102,93,0,-150,0,0
440,2882,107,97,0,-150,0,0
441,2883,80,0,23,-150,0,0
442,2884,85,0,24,-150,0,0
443,2885,89,0,26,-150,0,0
444,2886,94,0,27,-150,0,0
445,2887,102,0,29,-150,0,0
446,2888,107,0,30,-150,0,0
447,2889,0,105,0,0,0,0
448,2890,0,111,0,0,0,0
449,2891,0,118,0,0,0,0
450,2892,0,124,0,0,0,0
451,2893,0,135,0,0,0,0
452,2894,0,139,0,0,0,0
453,2895,0,0,42,0,0,0
454,2896,0,0,45,0,0,0
455,2897,0,0,47,0,0,0
456,2898,0,0,49,0,0,0
457,2899,0,0,52,0,0,0
458,2900,0,0,57,0,0,0
459,2901,570,0,0,-500,0,0
460,2902,496,0,0,-500,0,0
461,2903,496,0,0,-500,0,0
462,2904,496,0,0,-500,0,0
463,2905,0,451,0,-300,0,0
464,2906,0,519,0,-300,0,0
465,2907,0,451,0,-300,0,0
466,2908,0,451,0,-300,0,0
467,2909,0,0,171,-300,0,0
468,2910,0,0,153,-300,0,0
469,2911,0,0,153,-300,0,0
470,2912,0,0,153,-300,0,0
471,2913,303,276,0,-400,0,0
472,2914,273,248,0,-400,0,0
473,2915,273,248,0,-400,0,0
474,2916,273,248,0,-400,0,0
475,2917,313,285,0,-400,0,0
476,2918,273,248,0,-400,0,0
477,2919,313,0,87,-400,0,0
478,2920,273,0,76,-400,0,0
479,2921,273,0,76,-400,0,0
480,2922,273,0,76,-400,0,0
481,2923,0,285,87,-300,0,0
482,2924,0,248,76,-300,0,0
483,2925,0,248,76,-300,0,0
484,2926,0,248,76,-300,0,0
485,2927,0,268,82,-300,0,0
486,2928,325,0,0,0,0,0
487,2929,341,0,0,0,0,0
488,2930,357,0,0,0,0,0
489,2931,374,0,0,0,0,0
490,2932,0,296,0,0,0,0
491,2933,0,311,0,0,0,0
492,2934,0,326,0,0,0,0
493,2935,0,340,0,0,0,0
494,2936,0,0,90,0,0,0
495,2937,0,0,97,0,0,0
496,2938,0,0,103,0,0,0
497,2939,0,0,109,0,0,0
498,2940,179,163,0,0,0,0
499,2941,188,171,0,0,0,0
500,2942,197,179,0,0,0,0
501,2943,206,187,0,0,0,0
502,2944,179,0,50,0,0,0
503,2945,188,0,52,0,0,0
504,2946,197,0,55,0,0,0
505,2947,206,0,57,0,0,0
506,2948,0,163,50,0,0,0
507,2949,0,171,52,0,0,0
508,2950,0,179,55,0,0,0
509,2951,0,187,57,0,0,0
510,2952,162,0,0,0,0,0
511,2953,171,0,0,0,0,0
512,2954,179,0,0,0,0,0
513,2955,187,0,0,0,0,0
514,2956,0,148,0,0,0,0
515,2957,0,155,0,0,0,0
516,2958,0,163,0,0,0,0
517,2959,0,170,0,0,0,0
518,2960,0,0,45,0,0,0
519,2961,0,0,48,0,0,0
520,2962,0,0,51,0,0,0
521,2963,0,0,54,0,0,0
522,2964,89,81,0,0,0,0
523,2965,94,85,0,0,0,0
524,2966,98,90,0,0,0,0
525,2967,103,94,0,0,0,0
526,2968,89,0,25,0,0,0
527,2969,89,0,25,0,0,0
528,2970,94,0,26,0,0,0
529,2971,98,0,27,0,0,0
530,2972,98,0,27,0,0,0
531,2973,0,94,29,0,0,0
532,2974,0,85,26,0,0,0
533,2975,0,90,27,0,0,0
534,2976,0,94,29,0,0,0
535,2977,0,0,0,0,0,0
536,2978,0,0,0,0,0,0
537,2979,244,0,0,0,0,0
538,2980,256,0,0,0,0,0
539,2981,268,0,0,0,0,0
540,2982,280,0,0,0,0,0
541,2983,0,222,0,0,0,0
542,2984,0,233,0,0,0,0
543,2985,0,244,0,0,0,0
544,2986,0,255,0,0,0,0
545,2987,0,0,68,0,0,0
546,2988,0,0,73,0,0,0
547,2989,0,0,78,0,0,0
548,2990,0,0,83,0,0,0
549,2991,134,122,0,0,0,0
550,2992,141,128,0,0,0,0
551,2993,147,134,0,0,0,0
552,2994,154,140,0,0,0,0
553,2995,134,0,37,0,0,0
554,2996,134,0,37,0,0,0
555,2997,134,0,37,0,0,0
556,2998,134,0,37,0,0,0
557,2999,0,122,37,0,0,0
558,3000,0,128,39,0,0,0
559,3001,0,134,41,0,0,0
560,3002,0,140,43,0,0,0
561,3003,203,0,0,-300,0,0
562,3004,223,0,0,-300,0,0
563,3005,244,0,0,-300,0,0
564,3006,264,0,0,-300,0,0
565,3007,223,0,0,-300,0,0
566,3008,112,102,0,-150,0,0
567,3009,123,112,0,-150,0,0
568,3010,134,122,0,-150,0,0
569,3011,145,132,0,-150,0,0
570,3012,107,97,0,-150,0,0
571,3013,112,0,31,-150,0,0
572,3014,123,0,34,-150,0,0
573,3015,134,0,37,-150,0,0
574,3016,145,0,40,-150,0,0
575,3017,0,148,0,0,0,0
576,3018,0,163,0,0,0,0
577,3019,0,178,0,0,0,0
578,3020,0,192,0,0,0,0
579,3021,0,0,62,0,0,0
580,3022,0,0,71,0,0,0
581,3023,0,0,81,0,0,0
582,3024,0,0,91,0,0,0
583,3025,45,0,0,-500,29,0
584,3026,66,0,0,-500,33,0
585,3027,115,0,0,-500,43,0
586,3028,150,0,0,-500,53,0
587,3029,178,0,0,-500,61,0
588,3030,228,0,0,-500,64,0
589,3031,270,0,0,-500,69,0
590,3032,298,0,0,-500,70,0
591,3033,355,0,0,-500,76,0
592,3034,390,0,0,-500,69,0
593,3035,0,0,0,-500,356,0
594,3036,0,0,0,-500,0,0
595,3037,0,0,0,-500,430,0
596,3038,595,0,0,-500,0,0
597,3039,0,0,0,-500,430,0
598,3040,0,30,0,-300,29,0
599,3041,0,49,0,-300,33,0
600,3042,0,96,0,-300,43,0
601,3043,0,128,0,-300,53,0
602,3044,0,168,0,-300,65,0
603,3045,0,194,0,-300,62,0
604,3046,0,240,0,-300,69,0
605,3047,0,260,0,-300,69,0
606,3048,0,320,0,-300,76,0
607,3049,0,359,0,-300,70,0
608,3050,0,0,0,-300,356,0
609,3051,0,0,0,-300,378,0
610,3052,0,0,0,-300,430,0
611,3053,0,0,0,-300,430,0
612,3054,0,0,0,-300,430,0
613,3055,0,0,28,-300,29,0
614,3056,0,0,35,-300,35,0
615,3057,0,0,45,-300,43,0
616,3058,0,0,54,-300,53,0
617,3059,0,0,64,-300,65,0
618,3060,0,0,74,-300,66,0
619,3061,0,0,83,-300,69,0
620,3062,0,0,95,-300,75,0
621,3063,0,0,103,-300,76,0
622,3064,0,0,110,-300,68,0
623,3065,0,0,0,-300,356,0
624,3066,0,0,0,-300,390,0
625,3067,0,0,0,-300,430,0
626,3068,0,0,0,-300,430,0
627,3069,0,0,0,-300,430,0
628,3070,25,16,0,-400,29,0
629,3071,63,53,0,-400,43,0
630,3072,83,71,0,-400,53,0
631,3073,121,107,0,-400,73,0
632,3074,149,132,0,-400,74,0
633,3075,164,147,0,-400,78,0
634,3076,195,176,0,-400,85,0
635,3077,214,194,0,-400,86,0
636,3078,0,0,0,-400,356,0
637,3079,0,0,0,-400,390,0
638,3080,0,0,0,-400,430,0
639,3081,0,0,0,-400,430,0
640,3082,0,0,0,-400,430,0
641,3083,0,0,0,-400,430,0
642,3084,218,199,0,-400,107,0
643,3085,25,0,16,-400,29,0
644,3086,59,0,24,-400,41,0
645,3087,83,0,30,-400,53,0
646,3088,129,0,41,-400,77,0
647,3089,149,0,46,-400,74,0
648,3090,160,0,48,-400,77,0
649,3091,195,0,57,-400,85,0
650,3092,218,0,63,-400,87,0
651,3093,0,0,0,-400,356,0
652,3094,0,0,0,-400,367,0
653,3095,0,0,0,-400,430,0
654,3096,0,0,0,-400,430,0
655,3097,0,0,0,-400,430,0
656,3098,0,16,16,-300,29,0
657,3099,0,53,25,-300,43,0
658,3100,0,71,30,-300,53,0
659,3101,0,114,41,-300,77,0
660,3102,0,132,46,-300,74,0
661,3103,0,154,51,-300,82,0
662,3104,0,176,57,-300,85,0
663,3105,0,197,63,-300,87,0
664,3106,0,0,0,-300,356,0
665,3107,0,0,0,-300,378,0
666,3108,0,0,0,-300,430,0
667,3109,0,0,0,-300,430,0
668,3110,0,0,0,-300,430,0
669,3111,0,0,0,0,100,0
670,3112,182,165,50,-400,215,0
671,3113,200,182,56,-300,301,0
672,3114,273,248,0,-300,129,0
673,3115,0,248,76,-300,129,0
674,3116,273,0,76,-300,129,0
675,3117,401,0,0,-500,73,0
676,3118,363,0,0,-500,158,0
677,3119,417,0,0,-500,103,0
678,3120,0,364,0,-300,73,0
679,3121,0,362,0,-300,119,0
680,3122,0,345,0,-300,144,0
681,3123,0,0,114,-300,73,0
682,3124,0,0,107,-300,138,0
683,3125,0,0,117,-300,103,0
684,3126,221,200,0,-400,73,0
685,3127,199,181,0,-400,158,0
686,3128,235,214,0,-400,124,0
687,3129,193,0,55,-400,128,0
688,3130,199,0,56,-400,158,0
689,3131,230,0,64,-400,103,0
690,3132,0,192,60,-300,92,0
691,3133,0,181,56,-300,158,0
692,3134,0,209,64,-300,103,0
693,3136,29,0,0,0,19,0
694,3137,80,0,0,0,29,0
695,3138,99,0,0,0,35,0
696,3139,149,0,0,0,49,0
697,3140,177,0,0,0,49,0
698,3141,191,0,0,0,50,0
699,3142,233,0,0,0,56,0
700,3143,260,0,0,0,57,0
701,3144,0,0,0,0,233,0
702,3145,0,0,0,0,252,0
703,3146,0,0,0,0,282,0
704,3147,0,19,0,0,19,0
705,3148,0,58,0,0,27,0
706,3149,0,84,0,0,35,0
707,3150,0,127,0,0,48,0
708,3151,0,158,0,0,49,0
709,3152,0,179,0,0,52,0
710,3153,0,210,0,0,56,0
711,3154,0,231,0,0,56,0
712,3155,0,0,0,0,233,0
713,3156,0,0,0,0,248,0
714,3157,0,0,0,0,282,0
715,3158,0,0,19,0,19,0
716,3159,0,0,29,0,27,0
717,3160,0,0,35,0,35,0
718,3161,0,0,47,0,48,0
719,3162,0,0,54,0,49,0
720,3163,0,0,62,0,55,0
721,3164,0,0,68,0,56,0
722,3165,0,0,73,0,56,0
723,3166,0,0,0,0,233,0
724,3167,0,0,0,0,256,0
725,3168,0,0,0,0,282,0
726,3169,26,20,0,0,26,0
727,3170,42,34,0,0,32,0
728,3171,54,46,0,0,35,0
729,3172,80,70,0,0,41,0
730,3173,97,87,0,0,44,0
731,3174,128,115,0,0,52,0
732,3175,0,0,0,0,233,0
733,3176,0,0,0,0,282,0
734,3177,26,0,13,0,26,0
735,3178,39,0,16,0,30,0
736,3179,54,0,19,0,35,0
737,3180,85,0,27,0,43,0
738,3181,97,0,30,0,44,0
739,3182,128,0,37,0,52,0
740,3183,0,0,0,0,233,0
741,3184,0,0,0,0,282,0
742,3185,0,20,13,0,26,0
743,3186,0,32,16,0,30,0
744,3187,0,46,19,0,35,0
745,3188,0,75,27,0,43,0
746,3189,0,87,30,0,44,0
747,3190,0,115,37,0,52,0
748,3191,0,0,0,0,233,0
749,3192,0,0,0,0,282,0
750,3193,252,0,0,0,60,0
751,3194,238,0,0,0,104,0
752,3195,0,219,0,0,72,0
753,3196,0,227,0,0,91,0
754,3197,0,0,75,0,48,0
755,3198,0,0,67,0,104,0
756,3199,121,109,0,0,96,0
757,3200,150,137,0,0,65,0
758,3201,127,0,36,0,84,0
759,3202,157,0,44,0,52,0
760,3203,0,126,39,0,60,0
761,3204,0,125,39,0,91,0
762,3205,113,103,31,0,56,0
763,3206,15,0,0,0,10,0
764,3207,38,0,0,0,16,0
765,3208,49,0,0,0,17,0
766,3209,75,0,0,0,21,0
767,3210,89,0,0,0,22,0
768,3211,116,0,0,0,26,0
769,3212,0,0,0,0,117,0
770,3213,0,0,0,0,141,0
771,3214,0,10,0,0,10,0
772,3215,0,31,0,0,16,0
773,3216,0,42,0,0,17,0
774,3217,0,68,0,0,22,0
775,3218,0,79,0,0,22,0
776,3219,0,105,0,0,26,0
777,3220,0,0,0,0,117,0
778,3221,0,133,0,0,35,0
779,3222,0,0,9,0,10,0
780,3223,0,0,15,0,17,0
781,3224,0,0,18,0,17,0
782,3225,0,0,23,0,20,0
783,3226,0,0,27,0,22,0
784,3227,0,0,34,0,26,0
785,3228,0,0,0,0,117,0
786,3229,0,0,0,0,141,0
787,3230,14,11,0,0,12,0
788,3231,27,23,0,0,17,0
789,3232,49,43,0,0,24,0
790,3233,64,58,0,0,27,0
791,3234,0,0,0,0,117,0
792,3235,0,0,0,0,141,0
793,3236,13,0,6,0,11,0
794,3237,27,0,10,0,17,0
795,3238,49,0,15,0,24,0
796,3239,64,0,19,0,27,0
