"rownum","Id","InputBaseItem","OutputBaseItem","i32_40","rid_44","UpgradableInStashes"
73,"132",128,"",299,"",[]
74,"131",129,"",299,"",[]
75,"130",130,"",299,"",[]
76,"129",131,"",299,"",[]
77,"128",132,"",299,"",[]
78,"127",133,"",299,"",[]
79,"126",134,"",299,"",[]
80,"141",135,136,299,"","[8,11]"
81,"140",136,137,299,"","[8,11]"
82,"139",137,"",299,"",[]
83,"138",138,"",299,"",[]
84,"161",145,146,299,"","[8,11]"
85,"160",146,147,299,"","[8,11]"
86,"159",147,"",299,"",[]
87,"158",148,"",299,"",[]
88,"157",149,150,299,"","[8,11]"
89,"156",150,151,299,"","[8,11]"
90,"155",151,"",299,"",[]
91,"154",152,"",299,"",[]
92,"153",153,154,299,"","[8,11]"
93,"152",154,155,299,"","[8,11]"
94,"151",155,"",299,"",[]
95,"150",156,"",299,"",[]
96,"149",157,158,299,"","[8,11]"
97,"148",158,159,299,"","[8,11]"
98,"147",159,"",299,"",[]
99,"146",160,"",299,"",[]
100,"145",161,162,299,"","[8,11]"
101,"144",162,163,299,"","[8,11]"
102,"143",163,"",299,"",[]
103,"142",164,"",299,"",[]
104,"165",165,166,299,"","[8,11]"
105,"164",166,167,299,"","[8,11]"
106,"163",167,"",299,"",[]
107,"162",168,"",299,"",[]
108,"34",758,"",299,"",[]
109,"35",759,"",299,"",[]
110,"36",760,"",299,"",[]
111,"37",761,"",299,"",[]
112,"38",762,"",299,"",[]
113,"39",763,"",299,"",[]
114,"40",764,"",299,"",[]
115,"41",765,"",299,"",[]
116,"42",766,"",299,"",[]
117,"43",767,"",299,"",[]
118,"44",768,"",299,"",[]
119,"45",769,"",299,"",[]
120,"83",770,"",299,"",[]
121,"82",771,"",299,"",[]
122,"81",772,"",299,"",[]
123,"46",277,"",299,"",[]
124,"47",278,"",299,"",[]
125,"48",279,"",299,"",[]
126,"49",280,"",299,"",[]
127,"50",281,"",299,"",[]
128,"51",282,"",299,"",[]
129,"52",283,"",299,"",[]
130,"53",284,"",299,"",[]
131,"54",285,"",299,"",[]
132,"55",286,"",299,"",[]
133,"56",287,"",299,"",[]
134,"57",288,"",299,"",[]
135,"186",289,"",299,"",[]
136,"58",1111,1112,299,"",[]
137,"59",1112,1113,299,"",[]
138,"60",1113,1114,299,"",[]
139,"61",1114,1115,299,"",[]
140,"62",1115,1116,299,"",[]
141,"63",1116,1117,299,"",[]
142,"64",1117,1118,299,"",[]
143,"65",1118,1119,299,"",[]
144,"66",1119,1120,299,"",[]
145,"67",801,802,299,"",[]
146,"68",802,803,299,"",[]
147,"69",803,804,299,"",[]
148,"70",804,805,299,"",[]
149,"71",805,806,299,"",[]
150,"72",806,807,299,"",[]
151,"73",807,808,299,"",[]
152,"74",808,809,299,"",[]
153,"75",809,810,299,"",[]
154,"76",810,811,299,"",[]
155,"77",811,812,299,"",[]
156,"78",812,813,299,"",[]
157,"79",813,814,299,"",[]
158,"80",814,815,299,"",[]
159,"166",290,"",299,"",[]
160,"167",291,"",299,"",[]
161,"168",292,"",299,"",[]
162,"169",293,"",299,"",[]
163,"170",294,"",299,"",[]
164,"171",295,"",299,"",[]
165,"172",296,"",299,"",[]
166,"173",297,"",299,"",[]
167,"174",298,"",299,"",[]
168,"175",299,"",299,"",[]
169,"176",300,"",299,"",[]
170,"177",301,"",299,"",[]
171,"187",302,"",299,"",[]
172,"182",5235,"",299,"",[]
173,"183",5236,"",299,"",[]
174,"184",5237,"",299,"",[]
175,"185",5238,"",299,"",[]
