"rownum","Type","HASH32","DDSFile","Category","[i32]_32","i32_48","[i32]_52","bool_68"
142,159,2067346052,"Art/2DItems/Effects/Weapon/weapon_heart.dds",2,[2],0,"[2,5,37,40,43,46]",""
143,160,1670966333,"Art/2DItems/Effects/Weapon/weapon_glowwhite.dds",2,[2],0,"[2,5,37,40,43,46]",""
144,161,1306897177,"Art/2DItems/Effects/Weapon/weapon_regal.dds",2,[2],0,"[2,5,37,40,43,46]",""
145,162,715224834,"Art/2DItems/Effects/Weapon/weapon_divine.dds",2,[2],0,"[2,5,37,40,43,46]",""
146,163,1674802697,"Art/2DItems/Effects/Weapon/weapon_exalted.dds",2,[2],0,"[2,5,37,40,43,46]",""
147,164,742041502,"Art/2DItems/Effects/Weapon/weapon_eternal.dds",2,[2],0,"[2,5,37,40,43,46]",""
148,165,1996781695,"Art/2DItems/Effects/Weapon/weapon_arctic.dds",2,[2],0,"[2,5,37,40,43,46]",""
149,166,3394877902,"Art/2DItems/Effects/Weapon/weapon_infernal.dds",2,[2],0,"[2,5,37,40,43,46]",""
150,167,3025799630,"Art/2DItems/Effects/Weapon/weapon_lightning.dds",2,[2],0,"[2,5,37,40,43,46]",""
151,168,3093917843,"Art/2DItems/Effects/Weapon/weapon_seraph.dds",2,[2],0,"[2,5,37,40,43,46]",""
152,169,2818452983,"Art/2DItems/Effects/Weapon/weapon_ghostflame.dds",2,[2],0,"[2,5,37,40,43,46]",""
153,170,2497985731,"Art/2DItems/Effects/Weapon/weapon_firstblood.dds",2,[2],0,"[2,5,37,40,43,46]",""
154,171,3404644851,"Art/2DItems/Effects/Footprints/Infernal.dds",10,[10],0,[13],""
155,172,4037587836,"Art/2DItems/Effects/Footprints/Lightning.dds",10,[10],0,[13],""
156,173,2374138758,"Art/2DItems/Effects/Footprints/Arctic.dds",10,[10],0,[13],""
157,174,1427353266,"Art/2DItems/Effects/Footprints/Ebony.dds",10,[10],0,[13],""
158,175,1648295367,"Art/2DItems/Effects/Footprints/Vampiric.dds",10,[10],0,[13],""
159,176,2387798313,"Art/2DItems/Effects/Footprints/Radiant.dds",10,[10],0,[13],""
160,177,489657431,"Art/2DItems/Effects/Footprints/Necrotic.dds",10,[10],0,[13],""
161,178,3763555901,"Art/2DItems/Effects/Footprints/Gore.dds",10,[10],0,[13],""
162,179,722487480,"Art/2DItems/Effects/Footprints/Razor.dds",10,[10],0,[13],""
163,180,996866746,"Art/2DItems/Effects/Footprints/Seraph.dds",10,[10],0,[13],""
164,181,532977073,"Art/2DItems/Effects/Footprints/ReaperPrint.dds",10,[10],0,[13],""
165,182,2684910887,"Art/2DItems/Effects/Footprints/Verdant.dds",10,[10],0,[13],""
166,183,2945461272,"Art/2DItems/Effects/Footprints/Ghostflame.dds",10,[10],0,[13],""
167,184,954042351,"Art/2DItems/Effects/Hats/GhostfireSkull.dds",6,[4],0,[7],""
168,185,4011387700,"Art/2DItems/Effects/Hats/skull01.dds",6,[4],0,[7],""
169,186,2791508514,"Art/2DItems/Effects/Hats/skull02.dds",6,[4],0,[7],""
170,187,4201939748,"Art/2DItems/Effects/Hats/skull03.dds",6,[4],0,[7],""
171,188,1635029630,"Art/2DItems/Effects/Hats/skull04.dds",6,[4],0,[7],""
172,189,1429115586,"Art/2DItems/Effects/Hats/skull05.dds",6,[4],0,[7],""
173,190,3400669584,"Art/2DItems/Effects/Wings/Wing1.dds",5,[7],0,[10],""
174,191,3983232371,"Art/2DItems/Effects/Wings/SantaSack.dds",5,[7],0,[10],""
175,192,2811442054,"Art/2DItems/Effects/Wings/Wing2.dds",5,[7],0,[10],""
176,193,1952187367,"Art/2DItems/Effects/Wings/Wing3.dds",5,[7],0,[10],""
177,194,2211137339,"Art/2DItems/Effects/Wings/Wing4.dds",5,[7],0,[10],""
178,195,1219873222,"Art/2DItems/Effects/Wings/Wing5.dds",5,[7],0,[10],""
179,196,3479395030,"Art/2DItems/Effects/Portals/Portal1.dds",11,[16],0,[20],""
180,197,2709118958,"Art/2DItems/Effects/Portals/PortalCrimson.dds",11,[16],0,[20],""
181,198,3347529627,"Art/2DItems/Effects/Portals/SteamPortal1.dds",11,[16],0,[20],""
182,199,327772588,"Art/2DItems/Effects/Portals/SteamPortal4.dds",11,[16],0,[20],""
183,200,1095789351,"Art/2DItems/Effects/Portals/KarmaPortal.dds",11,[16],0,[20],""
184,201,3700781604,"Art/2DItems/Effects/Portals/PortalCrimson.dds",11,[16],0,[20],""
185,202,4228358689,"Art/2DItems/Effects/Portals/BlackHolePortal.dds",11,[16],0,[20],""
186,203,2565881106,"Art/2DItems/Effects/Portals/Portal2.dds",11,[16],0,[20],""
187,204,1664841791,"Art/2DItems/Effects/Portals/Portal3.dds",11,[16],0,[20],""
188,205,3794692831,"Art/2DItems/Effects/Portals/Portal4.dds",11,[16],0,[20],""
189,206,1123925602,"Art/2DItems/Effects/Portals/Portal5.dds",11,[16],0,[20],""
190,207,1669210237,"Art/2DItems/Effects/Portals/ShaperPortal.dds",11,[16],0,[20],""
191,208,1156311784,"Art/2DItems/Effects/Portals/ElderPortalEffect.dds",11,[16],0,[20],""
192,209,1999222857,"Art/2DItems/Effects/Frames/Frame1.dds",13,[13],0,[16],""
193,210,3001299885,"Art/2DItems/Effects/Frames/Frame1.dds",13,[13],0,[16],""
194,211,3824085895,"Art/2DItems/Effects/Frames/Frame1.dds",12,[14],0,[17],""
195,212,3319915339,"Art/2DItems/Effects/Frames/Frame2.dds",12,[14],0,[17],""
196,213,2035841974,"Art/2DItems/Effects/Frames/Frame3.dds",12,[14],0,[17],""
197,214,2765173330,"Art/2DItems/Effects/Frames/Frame4.dds",12,[14],0,[17],""
198,215,2189123847,"Art/2DItems/Effects/Frames/Frame5.dds",12,[14],0,[17],""
199,216,3351992640,"Art/2DItems/Effects/Frames/Frame6.dds",12,[14],0,[17],""
200,217,3042502461,"Art/2DItems/Effects/BodyArmour/SeraphArmour.dds",4,[6],0,[9],""
201,218,2519074261,"Art/2DItems/Effects/shoes/SeraphBoots.dds",9,[9],0,[12],""
202,219,396259177,"Art/2DItems/Effects/gloves/SeraphGloves.dds",8,[8],0,[11],""
203,220,236234334,"Art/2DItems/Effects/Hats/SeraphHelmet.dds",6,[4],0,[7],""
204,221,717631348,"Art/2DItems/Effects/Wings/SeraphBattleWings.dds",5,[7],0,[10],""
205,222,2940502842,"Art/2DItems/Effects/BodyArmour/SeraphMetalArmour.dds",4,[6],0,[9],""
206,223,3408409570,"Art/2DItems/Effects/shoes/SeraphMetalBoots.dds",9,[9],0,[12],""
207,224,1763059574,"Art/2DItems/Effects/Hats/SeraphMetalHelmet.dds",6,[4],0,[7],""
208,225,1274040931,"Art/2DItems/Effects/gloves/SeraphMetalGloves.dds",8,[8],0,[11],""
209,226,254688603,"Art/2DItems/Effects/BodyArmour/SeraphAlabasterArmour.dds",4,[6],0,[9],""
210,227,1574635558,"Art/2DItems/Effects/shoes/SeraphAlabasterBoots.dds",9,[9],0,[12],""
211,228,837249944,"Art/2DItems/Effects/Hats/SeraphAlabasterHelmet.dds",6,[4],0,[7],""
212,229,1377665786,"Art/2DItems/Effects/gloves/SeraphAlabasterGloves.dds",8,[8],0,[11],""
213,230,3152425798,"Art/2DItems/Effects/BodyArmour/SeraphCeruleanArmour.dds",4,[6],0,[9],""
214,231,3955388540,"Art/2DItems/Effects/shoes/SeraphCeruleanBoots.dds",9,[9],0,[12],""
215,232,3585057079,"Art/2DItems/Effects/gloves/SeraphCeruleanGloves.dds",8,[8],0,[11],""
216,233,1520599942,"Art/2DItems/Effects/Hats/SeraphCeruleanHelmet.dds",6,[4],0,[7],""
217,234,2906276530,"Art/2DItems/Effects/BodyArmour/SeraphGoldenArmour.dds",4,[6],0,[9],""
218,235,700747120,"Art/2DItems/Effects/shoes/SeraphGoldenBoots.dds",9,[9],0,[12],""
219,236,647924184,"Art/2DItems/Effects/gloves/SeraphGoldenGloves.dds",8,[8],0,[11],""
220,237,752313284,"Art/2DItems/Effects/Hats/SeraphGoldenHelmet.dds",6,[4],0,[7],""
221,238,3985708808,"Art/2DItems/Effects/BodyArmour/SeraphObsidianArmour.dds",4,[6],0,[9],""
222,239,2474164738,"Art/2DItems/Effects/shoes/SeraphObsidianBoots.dds",9,[9],0,[12],""
223,240,2132457078,"Art/2DItems/Effects/gloves/SeraphObsidianGloves.dds",8,[8],0,[11],""
224,241,1952767627,"Art/2DItems/Effects/Hats/SeraphObsidianHelmet.dds",6,[4],0,[7],""
225,242,3853730073,"Art/2DItems/Effects/BodyArmour/SeraphSanguineArmour.dds",4,[6],0,[9],""
226,243,2963811938,"Art/2DItems/Effects/shoes/SeraphSanguineBoots.dds",9,[9],0,[12],""
227,244,2727264046,"Art/2DItems/Effects/gloves/SeraphSanguineGloves.dds",8,[8],0,[11],""
228,245,2533662117,"Art/2DItems/Effects/Hats/SeraphSanguineHelmet.dds",6,[4],0,[7],""
229,246,3205821008,"Art/2DItems/Effects/BodyArmour/BodyArmourIconArcane.dds",4,[6],0,[9],""
230,247,1570944429,"Art/2DItems/Effects/shoes/BootsIconArcane.dds",9,[9],0,[12],""
231,248,579135332,"Art/2DItems/Effects/gloves/GlovesIconArcane.dds",8,[8],0,[11],""
232,249,4040201575,"Art/2DItems/Effects/Hats/HemetIconArcane.dds",6,[4],0,[7],""
233,250,205887095,"Art/2DItems/Effects/BodyArmour/BodyArmourIconVampiric.dds",4,[6],0,[9],""
234,251,1170798256,"Art/2DItems/Effects/shoes/BootIconVampiric.dds",9,[9],0,[12],""
235,252,1100716713,"Art/2DItems/Effects/gloves/Vampiric.dds",8,[8],0,[11],""
236,253,1310609370,"Art/2DItems/Effects/Hats/HelmetIconVampiric.dds",6,[4],0,[7],""
237,254,2562068716,"Art/2DItems/Effects/BodyArmour/BodyIconVerdant.dds",4,[6],0,[9],""
238,255,2979726927,"Art/2DItems/Effects/shoes/BootsIconVerdant.dds",9,[9],0,[12],""
239,256,721942942,"Art/2DItems/Effects/gloves/GlovesIconVerdant.dds",8,[8],0,[11],""
240,257,2421562338,"Art/2DItems/Effects/Hats/HelmetIconVerdant.dds",6,[4],0,[7],""
241,258,1864203194,"Art/2DItems/Effects/Hats/RitualHornsInvasion.dds",6,[4],0,[7],""
242,259,1871715541,"Art/2DItems/Effects/Hats/RitualHornsAmbush.dds",6,[4],0,[7],""
243,260,2981210009,"Art/2DItems/Effects/Wings/SeraphWing.dds",5,[7],0,[10],""
244,261,2218100009,"Art/2DItems/Effects/Wings/DemonWing.dds",5,[7],0,[10],""
245,262,3817535387,"Art/2DItems/Effects/Consumerables/Fireworks.dds",19,[],0,[],""
246,263,3182008564,"Art/2DItems/Effects/Consumerables/sgfireworks.dds",19,[],0,[],""
247,264,1553618416,"Art/2DItems/Effects/Consumerables/RedWhiteBlueFireworks.dds",19,[],0,[],""
248,265,1827298495,"Art/2DItems/Effects/Consumerables/GoreFirework.dds",19,[],0,[],""
249,266,3192089056,"Art/2DItems/Effects/Consumerables/Aurora.dds",19,[],0,[],""
250,267,1147953860,"Art/2DItems/Effects/Consumerables/GreenYellowFireworks.dds",19,[],0,[],""
251,268,1882529991,"Art/2DItems/Effects/Consumerables/DarkSoulcoasterFirework.dds",19,[],0,[],""
252,269,3548199306,"Art/2DItems/Effects/Consumerables/ClassicFireworks.dds",19,[],0,[],""
253,270,1178027478,"Art/2DItems/Effects/Consumerables/HallowedFireworks.dds",19,[],0,[],""
254,271,3822184823,"Art/2DItems/Effects/Consumerables/FrigidFireworks.dds",19,[],0,[],""
255,272,162869365,"Art/2DItems/Effects/Hats/Bandana.dds",6,[4],0,[7],""
256,273,52558872,"Art/2DItems/Effects/Hats/Bandana.dds",7,[5],0,"[8,21]",""
257,274,1221568994,"Art/2DItems/Effects/Wings/SupporterFlag1.dds",5,[7],0,[10],""
258,275,392421149,"Art/2DItems/Effects/Wings/SupporterFlag2.dds",5,[7],0,[10],""
259,276,896438485,"Art/2DItems/Effects/Wings/SupporterFlag3.dds",5,[7],0,[10],""
260,277,676002890,"Art/2DItems/Effects/Wings/SupporterFlag4.dds",5,[7],0,[10],""
261,278,4070030966,"Art/2DItems/Effects/Shields/Badgeofanguish.dds",0,[1],0,"[1,4,36,39,42,45]",""
262,279,772218496,"Art/2DItems/Effects/Shields/Badgeofmirth.dds",0,[1],0,"[1,4,36,39,42,45]",""
263,280,3135594533,"Art/2DItems/Effects/Shields/Badgeofskulls.dds",0,[1],0,"[1,4,36,39,42,45]",""
264,281,1102496669,"Art/2DItems/Effects/Weapon/AddersClawSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
265,282,3192289003,"Art/2DItems/Effects/Weapon/CryptSwordSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
266,283,2337881900,"Art/2DItems/Effects/Weapon/GargoyleAxeSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
267,284,2268321077,"Art/2DItems/Effects/Weapon/DevourerMaulSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
268,285,2989963284,"Art/2DItems/Effects/Weapon/RunicBladeSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
269,286,2121202299,"Art/2DItems/Effects/Weapon/ArcOfCourageSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
270,287,1710144887,"Art/2DItems/Effects/Weapon/ArcOfDefianceSkin.dds",0,[1],0,"[1,4,36,39,42,45]",""
271,288,3458779209,"Art/2DItems/Effects/Hats/Lioneyemask.dds",6,[4],0,[7],""
272,289,3781947925,"Art/2DItems/Armours/BodyArmours/Supporter1body.dds",4,[6],0,[9],""
273,290,607503283,"Art/2DItems/Armours/Helmets/Supporter1helmet.dds",6,[4],0,[7],""
274,291,1563748250,"Art/2DItems/Armours/Boots/Supporter1boot.dds",9,[9],0,[12],""
275,292,1601055024,"Art/2DItems/Armours/Gloves/Supporter1glove.dds",8,[8],0,[11],""
276,293,1431649717,"Art/2DItems/Armours/BodyArmours/Supporter2body.dds",4,[6],0,[9],""
