"rownum","Id","EPKFile","i32_16","i32_20","i32_24","PreloadGroups","bool_44","PlayerOnly_EPKFile","bool_53"
14,"QuickGuardFadeOutStygian","Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin_Fade.epk",500,0,4,[],1,"",""
15,"BoneArmourFadeOut","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Fade.epk",500,0,4,[],1,"",""
16,"DoubleSlashMaxStages","Metadata/Effects/Spells/lacerate/charge_MAX.epk",1000,0,4,[],1,"",""
17,"PhysicalDamageAuraFadeOut","Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected_fadeout.epk",2100,0,4,[],1,"",""
18,"BoneArmourHitBlock","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Hit.epk",500,100,4,[],"","",""
19,"QuickGuardHitBlock","Metadata/Effects/Spells/maneuver_mechanics/Iron_Skin_Hit.epk",500,100,4,[],"","",""
20,"QuickGuardHitBlockStygian","Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin_Hit.epk",500,100,4,[],"","",""
21,"IceDashWranglerWarpIn","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayer.epk",300,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/player.epk",""
22,"IceDashWranglerWarpOut","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayershadow.epk",1000,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/shadow.epk",""
23,"NewNewShieldChargeHitFlash","Metadata/Effects/Spells/shield_charge_003/shield_hit_flash.epk",250,0,4,[],1,"",""
24,"LegionEndlessInactive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/inactive.epk",0,0,4,[47],"","",""
25,"LegionEndlessActive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/active.epk",0,0,4,[47],"","",""
26,"LegionEndlessReviving","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/vanish.epk",0,0,4,[47],"","",""
27,"LegionEndlessRevived","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/revival.epk",0,0,4,[47],"","",""
28,"BlitzChargeMaxCharges","Metadata/Effects/Spells/ascendancy_classes/berserker/blitz/blitz_01.epk",0,0,2,[],"","",""
29,"BlockedHitParry","Metadata/Effects/Spells/weapon_hit_fx/parry_EPK.epk",200,0,3,[],"","",""
30,"LegionEndlessControlZone","Metadata/Effects/Spells/monsters_effects/League_Legion/endgame/counter.epk",2500,250,4,[47],"","",""
31,"BloodStanceBegin","Metadata/Effects/Spells/blood_sand_stance/blood_stance_begin.epk",1000,250,4,[],1,"",""
32,"SandStanceBegin","Metadata/Effects/Spells/blood_sand_stance/sand_stance_begin.epk",800,200,4,[],1,"",""
33,"NewNewShieldChargeKitavaHitFlash","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_hit_flash.epk",250,0,4,[],1,"",""
34,"ArcCelestialHit","Metadata/Effects/Microtransactions/Spells/arc/celestial/enemy_hit.epk",500,250,4,[],1,"",""
35,"ArcCelestialLuckyStart","Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff_begin.epk",500,0,4,[],1,"",""
36,"IncubatorCompletionEPK","Metadata/Effects/Spells/Incubator/League_Incursion/epk/incubator_feedback.epk",500,0,3,[],1,"",""
37,"SlitherFirstWither","Metadata/Effects/Spells/slither/slither_wither.epk",2500,0,4,[],1,"",""
38,"ElusiveFadeOut","Metadata/Effects/Spells/slither/elusive_off.epk",1000,0,3,[],"","",""
39,"CobraLashCrit","Metadata/Effects/Spells/cobra_lash/enemy_crit_hit.epk",2500,0,4,[],1,"",""
40,"ElusiveEffect","Metadata/Effects/Spells/slither/elusive.epk",0,0,3,[],"","",""
41,"LeapSlamCelestialWarpOut","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_out.epk",250,0,4,[],1,"",""
42,"LeapSlamCelestialWarpIn","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_in.epk",250,0,4,[],1,"",""
43,"NecromancerPlaguebringerStart","Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff_start.epk",500,0,2,[],"","",""
44,"CelestialBloodStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance_begin.epk",1000,0,4,[],"","",""
45,"CelestialSandStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance_begin.epk",1000,0,4,[],"","",""
46,"BurningMinionsSupportStart","Metadata/Effects/Spells/minion_burn/startburn.epk",1000,0,4,[],"","",""
47,"MambaStrikeApply","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply.epk",750,0,4,[],"","",""
48,"MambaStrikeApplyLarge","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_large.epk",750,0,4,[],"","",""
49,"MambaStrikeApplyLargest","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_largest.epk",750,0,4,[],"","",""
50,"MambaStrikeNovaAffected","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected.epk",750,0,4,[],"","",""
51,"MambaStrikeNovaAffectedLarge","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_large.epk",750,0,4,[],"","",""
52,"MambaStrikeNovaAffectedLargest","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_largest.epk",750,0,4,[],"","",""
53,"MambaStrikeNovaPoisonFadeout","Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_FADEOUT.epk",1000,0,4,[],"","",""
54,"QuickDodgeDash","Metadata/Effects/Spells/maneuver_mechanics/Dash.epk",0,0,4,[],"","",""
55,"QuickDodgeDashWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/player.epk",0,0,4,[],"","",""
56,"QuickDodgeDashMonster","Metadata/Effects/Spells/maneuver_mechanics/MonsterDash.epk",0,0,4,[],"","",""
57,"QuickDodgeAfterImage","Metadata/Effects/Spells/maneuver_mechanics/AfterImage.epk",0,0,4,[],"","",""
58,"QuickDodgeAfterImageWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/shadows.epk",0,0,4,[],"","",""
59,"QuickDodgeAfterImageMonster","Metadata/Effects/Spells/maneuver_mechanics/AfterImage_Skeleton.epk",0,0,4,[],"","",""
60,"SnappingAdderWhirlingBlades","Metadata/Effects/Spells/snapping_adder/empowered_whirling_blades.epk",1000,0,4,[],1,"",""
61,"CelestialSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/base.epk",0,0,4,[],"","",""
62,"CelestialSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster.epk",0,0,4,[],"","",""
63,"CelestialSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/boss.epk",0,0,4,[],"","",""
64,"CelestialSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster_boss.epk",0,0,4,[],"","",""
65,"IceDashAfterTeleport","Metadata/Effects/Spells/maneuver_mechanics/BlinkWarp_Icicles.epk",500,0,4,[],"","",""
66,"KaruiBloodFeverBlob","Metadata/Effects/Spells/monsters_effects/League_3_9_0/blob_monster/blob_melt.epk",0,0,4,[],1,"",""
67,"BurningArrowAttachedFade","Metadata/Effects/Spells/firearrow_02/burning_debuff_end.epk",0,0,4,[],"","",""
68,"WandAttackPhysical","Metadata/Effects/Spells/base_wand_attack/wand_phys.epk",0,0,4,[],1,"",""
69,"WandAttackLightning","Metadata/Effects/Spells/base_wand_attack/wand_light.epk",0,0,4,[],1,"",""
70,"WandAttackCold","Metadata/Effects/Spells/base_wand_attack/wand_ice.epk",0,0,4,[],1,"",""
71,"WandAttackFire","Metadata/Effects/Spells/base_wand_attack/wand_fire.epk",0,0,4,[],1,"",""
72,"WandAttackFrenzy","Metadata/Effects/Spells/frenzy_02/wand_frenzy.epk",0,0,4,[],1,"",""
73,"ArcaneCloakFadeOut","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Fade.epk",500,0,4,[],1,"",""
74,"ArcaneCloakHitBlock","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Hit.epk",500,100,4,[],1,"",""
75,"AfflictionPlayerReflection","Metadata/Effects/Spells/monsters_effects/League_Affliction/encounter_object/epks/10_0_char_b.epk",0,0,4,[50],"","",""
76,"AfflictionEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMob_FadeOut.epk",1000,0,4,[50],"","",""
77,"AnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/spawn.epk",1000,0,4,[],"","",""
78,"AnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/bow_spawn.epk",1000,0,4,[],"","",""
79,"AnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/despawn.epk",0,0,4,[],"","",""
80,"AnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/bow_despawn.epk",0,0,4,[],"","",""
81,"AfflictionSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn.epk",1200,0,4,[50],"","",""
82,"AfflictionDeath","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Death.epk",0,0,4,[50],"","",""
83,"AfflictionPlayerEffect","Metadata/Effects/Spells/monsters_effects/League_Delirium/DeliriumObject/EPKs/PlayerDelirium.epk",0,0,4,[50],"","",""
84,"AfflictionModEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMonster_FadeOut.epk",1200,0,4,[50],"","",""
85,"AfflictionBossShieldEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_boss_final/EnergyShield_Barrier_End.epk",1500,0,4,[50],"","",""
86,"SpellslingerWandSurgeMain","Metadata/Effects/Spells/spellslinger/surge_wand.epk",1000,0,4,[],1,"",""
87,"SpellslingerWandSurgeOff","Metadata/Effects/Spells/spellslinger/surge_wand_left.epk",1000,0,4,[],1,"",""
88,"SpellslingerWandGlow","Metadata/Effects/Spells/spellslinger/glow_wand.epk",1000,0,4,[],1,"",""
89,"AfflictionDoodadSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeIn.epk",1200,0,4,[50],"","",""
90,"AfflictionDoodadVaporize","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeOut.epk",0,0,4,[],"","",""
91,"ArcaneCloakFadeIn","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_FadeIn.epk",500,0,4,[],"","",""
92,"AfflictionModDemonFadeIn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn_fastAT.epk",1000,0,4,[50],"","",""
93,"FreezingPulseHit","Metadata/Effects/Spells/freezing_pulse/FreezingPulseHit.epk",1000,0,4,[],1,"",""
94,"CelestialAnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/Celestial/spawn.epk",1000,0,4,[],"","",""
95,"CelestialAnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/Celestial/despawn.epk",0,0,4,[],"","",""
96,"CelestialAnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_spawn.epk",1000,0,4,[],"","",""
97,"CelestialAnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_despawn.epk",0,0,4,[],"","",""
98,"StygianMoltenShell","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/base_fx.epk",0,0,4,[],1,"",""
99,"StygianMoltenShellEnd","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/end.epk",1000,0,4,[],"","",""
100,"RallyingCryNewAllyBuff","Metadata/Effects/Spells/warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,"",""
101,"InfernalCryCharacterEffect","Metadata/Effects/Spells/warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"","",""
102,"InfernalCryWeaponBuffRight","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
103,"InfernalCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
104,"InnocenceAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"","",""
105,"InnocenceAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"","",""
106,"InnocenceAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"","",""
107,"InnocenceAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"","",""
108,"AutomatonAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"","",""
109,"AutomatonAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"","",""
110,"AutomatonAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"","",""
111,"AutomatonAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"","",""
112,"SanctumAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"","",""
113,"SanctumAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"","",""
114,"SanctumAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"","",""
115,"SanctumAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"","",""
116,"LightningWarpIn","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_In.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_InPlayer.epk",""
117,"LightningWarpOut","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_Out.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_OutPlayer.epk",""
118,"RallyingCryNewPlayerBuff","Metadata/Effects/Spells/warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,"",""
119,"IntimidatingCryWeaponCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"","",""
120,"IntimidatingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"","",""
121,"IntimidatingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"","",""
122,"WarcryAncestorEffectEpkMale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin.epk",0,0,4,[],"","",""
123,"HarvestObjectGhostNeutral","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_01.epk",0,0,4,[51],"","",""
124,"HarvestObjectGhostRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_04.epk",0,0,4,[51],"","",""
125,"HarvestObjectGhostGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_03.epk",0,0,4,[51],"","",""
126,"HarvestObjectGhostBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_02.epk",0,0,4,[51],"","",""
127,"HarvestObjectGhostInvalid","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_Nope.epk",0,0,4,[51],"","",""
128,"AncestralSlamSpiritEpk","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin.epk",0,0,4,[],"","",""
129,"AncestralSlamSpiritEpkCelestial","Metadata/Effects/Microtransactions/Spells/ancestral_slam/gold_celestial/AncestorSkin.epk",0,0,4,[],"","",""
130,"AncestralSlamSpiritEpkJudicator","Metadata/Effects/Microtransactions/Spells/ancestral_slam/judicator/fade.epk",0,0,4,[],"","",""
131,"PenanceBrandFullyCharged","Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup.epk",0,0,4,[],1,"",""
132,"RallyingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
133,"RallyingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
134,"HarvestCrabEnrageStart","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Crab/enrage_epk/enrage_start.epk",150,0,4,[],"","",""
135,"EnduringCryCharacterEffect","Metadata/Effects/Spells/warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,"",""
136,"SpiritualCryCharacterEffect","Metadata/Effects/Spells/warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,"",""
137,"AncestralCryCrumble","Metadata/Effects/Spells/warcry_ancestral/EPKs/armorCrumble.epk",1200,0,4,[],1,"",""
138,"AncestralCryCrumbleBear","Metadata/Effects/Spells/warcry_ancestral/EPKs/armorCrumble_Shapeshift.epk",1200,0,4,[],1,"",""
139,"IntimidatingCryCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,"",""
140,"ArcticBreathFadeOut","Metadata/Effects/Spells/arctic_breath_02/aura/Arctic_Frost_Out.epk",1150,0,4,[],1,"",""
141,"HarvestHulkEnrageBeat","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/BrambleHulk/thump_displacement.epk",2000,0,4,[],1,"",""
142,"ArcHit","Metadata/Effects/Spells/arc_03/ArcHit.epk",1500,250,4,[],1,"",""
143,"HarvestHatchBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/bulb_fadeout.epk",4000,0,4,[],"","",""
144,"HarvestHatchRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/thorn_fadeout.epk",4000,0,4,[],"","",""
145,"HarvestHatchGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/scale_fadeout.epk",4000,0,4,[],"","",""
146,"WarcryAncestorEffectEpkFemale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin_F.epk",0,0,4,[],"","",""
147,"EnduringCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,"",""
148,"InfernalCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"","",""
149,"InfernalCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
150,"InfernalCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
151,"RallyingCryNewAllyBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,"",""
152,"RallyingCryNewPlayerBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,"",""
153,"RallyingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
154,"RallyingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
155,"QuickDodgeDashConstrictor","Metadata/Effects/Spells/constrictor_dash/poison_dash.epk",0,0,4,[],"","",""
156,"QuickDodgeAfterImageConstrictor","Metadata/Effects/Spells/constrictor_dash/AfterImage.epk",0,0,4,[],"","",""
157,"AncestralSlamSpiritEpkFemale","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin_F.epk",0,0,4,[],"","",""
158,"InfernalCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/Infernal_Cry.epk",0,0,4,[],"","",""
159,"InfernalCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_R.epk",0,0,4,[],"","",""
160,"InfernalCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_L.epk",0,0,4,[],"","",""
161,"EnduringCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/enduring/Enduring_Cry.epk",1500,0,4,[],1,"",""
162,"RallyingCryNewAllyBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Ally_Buff.epk",500,0,4,[],1,"",""
163,"RallyingCryNewPlayerBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Rallying_Cry.epk",1500,0,4,[],1,"",""
164,"RallyingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_R.epk",0,0,4,[],"","",""
165,"RallyingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_L.epk",0,0,4,[],"","",""
166,"IntimidatingCryWeaponCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Weapon.epk",0,0,4,[],"","",""
167,"IntimidatingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/R_Weapon_Buff.epk",0,0,4,[],"","",""
168,"IntimidatingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/L_Weapon_Buff.epk",0,0,4,[],"","",""
169,"IntimidatingCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Cry.epk",1500,0,4,[],1,"",""
170,"AncestralCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/ancestral/Ancestral_Cry.epk",1500,0,4,[],1,"",""
171,"SpiritualCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/generals/Spiritual_Cry.epk",1500,0,4,[],1,"",""
172,"SpiritualCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,"",""
173,"IntimidatingCryWeaponCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"","",""
174,"IntimidatingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"","",""
175,"IntimidatingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"","",""
176,"IntimidatingCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,"",""
177,"AncestralCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/ancestral_cry/Ancestral_Cry.epk",1500,0,4,[],1,"",""
178,"LightningMaceMonster","Metadata/Effects/Microtransactions/Weapon_effects/uniques/Mjolner/Mjolner.epk",0,0,4,[],"","",""
179,"CarnageBowMonster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/bow/bow.epk",0,0,4,[],"","",""
180,"DisintegrateOnHit","Metadata/Effects/Spells/disintegrate/enemy_hit.epk",400,0,4,[],1,"",""
181,"FirewallLoopingArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_loop.epk",0,0,4,[],"","",""
182,"FirewallOnceArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_once.epk",0,0,4,[],"","",""
183,"FirewallLoopingSpell","Metadata/Effects/Spells/flame_wall/spell_proj_loop.epk",0,0,4,[],"","",""
184,"FirewallLoopingSpellSpark","Metadata/Effects/Spells/fire_flame_wall/epk/proj_spark.epk",0,0,4,[],"","",""
185,"FirewallOnceSpell","Metadata/Effects/Spells/flame_wall/spell_proj_once.epk",0,0,4,[],"","",""
186,"HeistMilitaryChokepointChannelEffect","Metadata/Effects/Spells/monsters_effects/League_Heist/channel/epk/channel.epk",0,0,4,[],1,"",""
187,"SteelStealSplitSwordEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/ShatterWeapon.epk",0,0,4,[],"","",""
188,"SteelStealShardRegenEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/Shard_Reload.epk",1150,0,4,[],"","",""
189,"FirewallMortarEPK","Metadata/Effects/Spells/flame_wall/mortar_proj.epk",0,0,4,[],"","",""
190,"HexBlastHit","Metadata/Effects/Spells/chaos_hexblast/epks/hexblast_hit.epk",1200,0,4,[],1,"",""
191,"FirewallMortarEPK2","Metadata/Effects/Spells/flame_wall/mortar_proj2.epk",0,0,4,[],"","",""
