"rownum","Id","HapticAudio","i32_16","f32_20","bool_24","i32_25","i32_29","f32_33","f32_37"
21,"HapticSkillStampede_slam","Audio/Haptics/Stampede_slam.wav",4,0.85,"",0,120,0.54,0.07
22,"HapticSkillStampede_detonations_AoE_3D","Audio/Haptics/Stampede_slam.wav",4,0.65,"",0,120,0.54,0.1
23,"HapticsSkillMeleeSunder","Audio/Haptics/Sunder_Slam.wav",4,0.65,"",0,120,0.54,0.07
24,"HapticsSkillMeleeShieldWall","Audio/Haptics/ShieldWall_slam.wav",4,0.65,"",0,120,0.54,0.07
25,"HapticsSkillMeleeShieldCharge_strike","Audio/Haptics/ShieldCharge_strike.wav",5,0.65,"",1,120,0.54,0.16
26,"HapticsSkillMeleeWaveofFrost","Audio/Haptics/WaveOfFrost_Impact.wav",5,0.65,"",1,120,0.54,0.07
27,"HapticsSkillMeleeGlacialCascade","Audio/Haptics/GlacialCascade_Impact.wav",5,0.65,"",1,120,0.54,0.07
28,"HapticsSkillMeleeTempestBell_Drop","Audio/Haptics/TempestBell_Drop.wav",4,0.65,"",0,120,0.54,0.2
29,"HapticsSkillMeleeFallingThunder","Audio/Haptics/FallingThunder_Impact.wav",5,0.65,"",0,120,0.54,0.26
30,"HapticsSpellUnearth","Audio/Haptics/Unearth_Impact.wav",5,0.65,"",1,120,0.54,0.07
31,"HapticsSpellBoneCage","Audio/Haptics/BoneCage_Impact.wav",4,0.65,"",0,120,0.54,0.16
32,"HapticsSpellBoneStorm_charge","Audio/Haptics/Bonestorm_Charge.wav",5,1,1,1,120,0.54,0.07
33,"HapticsSpellBoneStorm_release","Audio/Haptics/BoneStorm_Release.wav",5,0.65,"",0,120,0.54,0.07
34,"HapticsSpellFlameBlast_charge","Audio/Haptics/FlameBlast_Charge.wav",5,0.65,1,1,120,0.54,0.07
35,"HapticsSpellFlameBlast_release","Audio/Haptics/FlameBlast_Release.wav",5,0.75,"",0,120,0.54,0.07
36,"HapticsSpellComet_impact","Audio/Haptics/Comet_Impact.wav",5,1.25,"",0,120,0.54,0.12
37,"HapticsSpellIceNova","Audio/Haptics/IceNova_Impact.wav",4,0.65,"",0,120,0.54,0.2
38,"HapticsSpellIncinerate_channel","Audio/Haptics/FlameBlast_Charge.wav",5,0.65,1,1,120,0.54,0.07
39,"HapticsProjectileEscapeShot","Audio/Haptics/EscapeShot_Impact.wav",5,0.75,"",0,120,0.54,0.11
40,"HapticsProjectileSnipe_charge","Audio/Haptics/Snipe_Charge.wav",5,0.65,1,1,120,0.54,0.07
41,"HapticsProjectileSnipe_perfect","Audio/Haptics/Snipe_Perfect.wav",5,1,"",0,120,0.54,0.3
42,"HapticsProjectileDetonatingArrow_charge","Audio/Haptics/DetonatingArrow_Charge.wav",5,0.55,1,1,120,0.54,0.07
43,"HapticsProjectileDetonatingArrow_release","Audio/Haptics/DetonatingArrow_Release.wav",5,0.75,"",0,120,0.54,0.15
44,"HapticsCrossbowPowershot","Audio/Haptics/Crossbow_Powershot.wav",4,0.5,"",1,120,0.54,0.2
45,"HapticsCrossbowBurst","Audio/Haptics/Crossbow_Burst.wav",4,0.5,"",1,120,0.54,0.22
46,"HapticsCrossbowRapidFire","Audio/Haptics/Crossbow_Rapid.wav",4,0.5,"",1,120,0.54,0.15
47,"HapticsCrossbowGrenade","Audio/Haptics/Crossbow_Grenade.wav",5,0.65,"",1,120,0.54,0.44
48,"HapticsSkillMeleeHammerFall_AoE_3D","Audio/Haptics/HapticsSkillMeleeHammerFall_AoE_3D.wav",5,1.15,"",0,120,0.54,0.14
49,"HapticsSkillsMeleeCryAoE","Audio/Haptics/HapticsSkillsMeleeCryAoE.wav",5,0.35,"",1,120,0.54,0.07
50,"HapticTotemEmergeAoE","Audio/Haptics/HapticTotemEmergeAoE.wav",4,0.75,"",0,120,0.54,0.24
51,"Haptic_HugeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",3,1,"",0,120,0.54,0.07
52,"Haptic_LargeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,0.8,"",0,120,0.54,0.07
53,"Haptic_BasicBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,0.6,"",0,120,0.54,0.07
54,"Haptic_HugeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",3,1,"",0,120,0.54,0.07
55,"Haptic_LargeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,0.8,"",0,120,0.54,0.07
56,"Haptic_BasicBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,0.6,"",0,120,0.54,0.07
57,"Haptic_HugeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1,1,0,120,0.54,0.07
58,"Haptic_LargeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,0.8,1,0,120,0.54,0.07
59,"Haptic_BasicBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,0.6,1,0,120,0.54,0.07
60,"Haptic_Spell_FrostBomb_AoE_3D","Audio/Haptics/Haptic_Spell_FrostBomb_AoE_3D.wav",4,1,"",0,120,0.54,0.07
61,"Haptic_Spell_SolarOrb_AoE_3D","Audio/Haptics/Haptic_Spell_SolarOrb_AoE_3D.wav",4,1,"",0,120,0.54,0.07
62,"Haptic_Spell_ManaTempest_Loop","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,0.65,1,0,120,1,0.01
63,"Haptic_Spell_ManaTemptest_End","Audio/Haptics/Haptic_Spell_ManaTemptest_End.wav",5,0.85,"",0,120,1,0.01
64,"Haptic_LightningWarp_Frag_3D","Audio/Haptics/Haptic_LightningWarp_Frag_3D.wav",4,1,"",0,120,0.86,0.07
65,"Haptic_Spell_Frostwall_Emerge_3D","Audio/Haptics/Haptic_Spell_Frostwall_Emerge_3D.wav",4,0.8,"",0,120,0.54,0.07
66,"Haptic_Spell_Frostwall_Collapse_3D","Audio/Haptics/Haptic_Spell_Frostwall_Collapse_3D.wav",4,1,"",0,120,0.54,0.07
67,"Haptic_Spell_Frostwall_Explode_3D","Audio/Haptics/Haptic_Spell_Frostwall_Explode_3D.wav",4,0.8,"",0,120,0.54,0.07
68,"Haptic_Spell_Fireball_Impact_3D","Audio/Haptics/Haptic_Spell_Fireball_Impact_3D.wav",4,0.8,"",0,120,0.54,0.07
69,"Haptic_Spell_LightningConduit_Impact_3D","Audio/Haptics/Haptic_Spell_LightningConduit_Impact_3D.wav",4,1,"",0,120,0.54,0.07
70,"Haptic_Spell_FireStorm_Impact_3D","Audio/Haptics/Haptic_Spell_FireStorm_Impact_3D.wav",4,0.8,"",0,120,0.54,0.07
71,"Haptic_SkillMelee_TempestBell_Hit","Audio/Haptics/Haptic_SkillMelee_TempestBell_Hit.wav",5,0.55,"",0,120,0.54,0.14
72,"Haptic_SkillMelee_FrozenLocus_Detonate_3D","Audio/Haptics/Haptic_SkillMelee_FrozenLocus_Detonate_3D.wav",4,0.55,"",0,120,0.54,0.07
73,"Haptic_SkillMelee_KillingPalm_Success_3D","Audio/Haptics/Haptic_SkillMelee_KillingPalm_Success_3D.wav",4,0.5,"",0,120,0.54,0.16
74,"Haptic_SkillMelee_VaultingImpact_3D","Audio/Haptics/Haptic_SkillMelee_VaultingImpact_3D.wav",4,0.75,"",0,120,0.54,0.07
75,"Haptic_SkillMelee_StaggeringPalm_Stun_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Stun_3D.wav",4,0.5,"",0,120,0.54,0.16
76,"Haptic_SkillMelee_StaggeringPalm_Projectile_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Projectile_3D.wav",4,0.45,"",0,120,0.54,0.07
77,"Haptic_SkillMelee_WindBlast","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,0.55,"",1,120,0.54,0.07
78,"Haptic_SkillMelee_TemptestFlurry_Impact_3D","Audio/Haptics/Haptic_SkillMelee_TemptestFlurry_Impact_3D.wav",4,0.75,"",0,120,0.54,0.19
79,"Haptic_SkillMelee_ChargedStaff_EnergySlash_3D","Audio/Haptics/Haptic_SkillMelee_ChargedStaff_EnergySlash_3D.wav",4,0.75,"",0,120,0.54,0.07
80,"Haptic_SkillMelee_FlickerStrike_Hit_3D","Audio/Haptics/Haptic_SkillMelee_FlickerStrike_Hit_3D.wav",4,0.55,"",0,120,0.54,0.17
81,"Haptic_SkillMelee_HeraldOfIce_Explosion_3D","Audio/Haptics/Haptic_SkillMelee_HeraldOfIce_Explosion_3D.wav",4,0.75,"",0,120,0.54,0.07
82,"Haptic_CommandMinion_Target_3D","Audio/Haptics/Haptic_CommandMinion_Target_3D.wav",4,0.65,"",1,120,0.54,0.07
83,"Haptic_Minion_SkeleSniper_Toxic_Impact_3D","Audio/Haptics/Haptic_Minion_SkeleSniper_Toxic_Impact_3D.wav",2,0.55,"",0,120,0.54,0.21
84,"Haptic_Minion_SkeleArson_Detonate_3D","Audio/Haptics/Haptic_Minion_SkeleArson_Detonate_3D.wav",2,0.65,"",0,120,0.54,0.2
85,"Haptic_Minion_SkeleBrute_Slam_3D","Audio/Haptics/Haptic_Minion_SkeleBrute_Slam_3D.wav",2,0.65,"",0,120,0.54,0.07
86,"Haptic_Spell_Offering_Impale_3D","Audio/Haptics/Haptic_Spell_Offering_Impale_3D.wav",4,1,"",0,120,0.54,0.07
87,"Haptic_Spell_DetonateDead_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,1,"",0,120,0.54,0.07
88,"HapticProjectile_PoisonBurst_3D","Audio/Haptics/HapticProjectile_PoisonBurst_3D.wav",4,0.85,"",0,120,0.54,0.07
89,"HapticProjectile_LightningRod_Impact_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1,"",0,120,0.54,0.07
90,"HapticProjectile_StormCaller_Bolt_3D","Audio/Haptics/HapticProjectile_StormCaller_Bolt_3D.wav",4,1,"",0,120,0.54,0.07
91,"HapticProjectile_TrickShot_Detonate_3D","Audio/Haptics/HapticProjectile_TrickShot_Detonate_3D.wav",4,1,"",0,120,0.54,0.07
92,"HapticProjectile_TornadoShot_Impact_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1,"",0,120,0.54,0.07
93,"HapticProjectile_TornadoShot_Spin","Audio/Haptics/HapticProjectile_TornadoShot_Spin.wav",5,0.65,"",0,3,0.1,0
94,"HapticCrossbow_Hailstorm_Impact","Audio/Haptics/HapticCrossbow_Hailstorm_Impact.wav",5,1,"",0,120,0.54,0.07
95,"HapticsCrossbowGrenade_Explosion_3D","Audio/Haptics/HapticsCrossbowGrenade_Explosion_3D.wav",5,1,"",0,120,0.54,0.07
96,"HapticsCrossbowGrenade_Flash_3D","Audio/Haptics/HapticsCrossbowGrenade_Flash_3D.wav",5,1,"",0,120,0.54,0.07
97,"HapticsCrossbowFrostWall_Emerge_3D","Audio/Haptics/HapticsCrossbowFrostWall_Emerge_3D.wav",5,1,"",0,120,0.54,0.17
98,"HapticsCrossbowFrostWall_Explode_3D","Audio/Haptics/HapticsCrossbowFrostWall_Explode_3D.wav",5,1,"",0,120,0.54,0.15
99,"HapticsCrossbowStormBlast_charge","Audio/Haptics/HapticsCrossbowStormBlast_charge.wav",4,0.85,"",1,120,0.1,0.07
100,"HapticsCrossbowStormBlast_perfect_3D","Audio/Haptics/HapticsCrossbowStormBlast_perfect_3D.wav",5,1,"",0,120,0.54,0.07
101,"HapticsCrossbowStormBlast_Maxcharge","Audio/Haptics/HapticsCrossbowStormBlast_Maxcharge.wav",4,0.95,"",1,120,0.1,0.02
102,"HapticBuffMantraOfDestruction","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,0.65,"",1,120,0.54,0.07
103,"HapticMelee_GatheringStorm_Perfect","Audio/Haptics/GatheringStorm_Perfect.wav",4,0.65,"",1,120,0.54,0.07
104,"HapticsProjectile_MagneticSalvo_Explode_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1,"",0,120,0.54,0.07
105,"Haptic_Spell_HexBlast_AoE_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,0.65,"",0,120,0.54,0.07
106,"HapticsProjectile_MoltenBlast_Explode_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1,"",0,120,0.54,0.07
107,"Haptics_Herald_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.85,"",0,120,0.54,0.13
108,"Haptics_Concoction_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.85,"",0,120,0.54,0.13
109,"Haptics_Support_Stomping_AoE_3D","Audio/Haptics/Stampede_steps.wav",4,0.55,"",0,120,0.54,0.17
110,"Haptics_Support_Ele_Discharge_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.85,"",0,120,0.54,0.15
111,"Haptic_SkillMelee_GatheringStorm_charge","Audio/Haptics/GatheringStorm_Charge.wav",4,0.75,"",1,120,0.54,0.01
112,"Haptic_SkillMelee_GatheringStorm_perfect","Audio/Haptics/GatheringStorm_Perfect.wav",4,1,"",1,120,0.54,0.07
113,"Haptic_SkillMelee_GatheringStorm_normal","Audio/Haptics/GatheringStorm_Perfect.wav",4,0.45,"",1,120,0.54,0.07
114,"Haptic_SkillSpear_ThrowBase","Audio/Haptics/Haptic_SkillSpear_ThrowBase.wav",4,0.45,"",1,120,1,0.01
115,"Haptic_SkillSpear_DismountRhoa","Audio/Haptics/Stampede_steps.wav",4,1,"",1,120,1,0.01
116,"Haptic_SkillSpear_Impale","Audio/Haptics/Unearth_Impact.wav",4,0.55,"",1,120,1,0.07
117,"Haptic_SkillSpear_WhirlingSlash_loopL1_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,0.35,"",0,120,1,0.01
118,"Haptic_SkillSpear_WhirlingSlash_loopL2_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,0.55,"",0,120,1,0.01
119,"Haptic_SkillSpear_WhirlingSlash_loopL3_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,0.75,"",0,120,1,0.01
120,"Haptic_SkillSpear_WhirlingSlash_loopL4_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,0.95,"",0,120,1,0.01
121,"Haptic_SkillSpear_WhirlingSlash_ExplodeL1_3D","Audio/Haptics/Comet_Impact.wav",5,0.45,"",0,120,1,0.07
122,"Haptic_SkillSpear_WhirlingSlash_ExplodeL2_3D","Audio/Haptics/Comet_Impact.wav",5,0.65,"",0,120,1,0.07
123,"Haptic_SkillSpear_WhirlingSlash_ExplodeL3_3D","Audio/Haptics/Comet_Impact.wav",5,1,"",0,120,1,0.07
124,"Haptic_SkillSpear_WhirlingSlash_ExplodeL4_3D","Audio/Haptics/Comet_Impact.wav",5,1,"",0,120,1,0.07
125,"Haptic_SkillSpear_WhirlingSlash_loop_Fail_3D","Audio/Haptics/Haptic_Spell_ManaTemptest_End.wav",4,1,"",0,120,1,0.07
126,"Haptic_SkillSpear_Spearfield","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,0.55,"",0,120,0.54,0.07
127,"Haptic_SkillSpear_Sandstorm_Tornado_loop_3D","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,0.65,"",0,120,1,0.01
128,"Haptic_SkillSpear_Sandstorm_Tornado_end_3D","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1,"",0,120,1,0.01
129,"Haptic_SkillSpear_Mine_Explode_3D","Audio/Haptics/Crossbow_Grenade.wav",5,0.65,"",0,120,0.54,0.44
130,"Haptic_SkillSpear_RapidAssault_combo","Audio/Haptics/Haptic_SkillSpear_RapidAssault_combo.wav",4,0.55,"",1,120,0.54,0.07
131,"Haptic_SkillSpear_RapidAssault_final","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",5,0.75,"",1,120,0.54,0.07
132,"Haptic_SkillSpear_PerfectCombo_combo","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",4,0.45,"",1,120,0.54,0.07
133,"Haptic_SkillSpear_PerfectCombo_final","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",5,0.65,"",1,120,0.54,0.07
134,"Haptic_SkillSpear_WindVortex","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,0.55,"",0,120,1,0.01
135,"Haptic_SkillSpear_ThunderousSlam_AoE_3D","Audio/Haptics/Comet_Impact.wav",5,1,"",0,120,0.54,0.12
136,"Haptic_SkillSpear_ExtractElements","Audio/Haptics/Haptic_SkillSpear_ThrowBase.wav",4,0.45,"",0,120,0.54,0.07
137,"Haptic_SkillSpear_SerpentsFury_AoE_3D","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,0.65,"",0,120,0.54,0.07
138,"Haptic_SkillSpear_Solaris_Impact_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.75,"",0,120,0.54,0.07
139,"Haptic_SkillSpear_Solaris_Beam_loop_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",5,0.75,1,0,120,1,0.01
140,"Haptic_SkillSpear_Solaris_Beam_end_3D","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,1,"",0,120,1,0.01
141,"Haptic_SkillSpear_WindDance_knockback_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.55,"",0,120,1,0.01
142,"Haptic_SkillSpear_HeraldofBlood_explosion_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.55,"",0,120,1,0.1
143,"Haptic_SkillSpear_HeraldofBlood_explosion_epic_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.85,"",0,120,1,0.01
144,"Haptic_SkillSpell_Volcano_charge","Audio/Haptics/Volcano_Charge.wav",4,0.55,1,1,120,1,0.1
145,"Haptic_SkillSpell_Volcano_detonate_sml_3D","Audio/Haptics/Volcano_Sml_Impact_3D.wav",4,0.75,"",0,120,1,0.1
146,"Haptic_SkillSpell_Volcano_detonate_lrg_3D","Audio/Haptics/Volcano_Detonate.wav",5,1,"",0,120,1,0.1
147,"Haptic_SkillSpell_ShockTotem_fissure_3D","Audio/Haptics/ShockTotem_Fissue.wav",4,0.65,"",0,120,1,0.1
148,"Haptic_SkillSpell_LightningStorm_impact_3D","Audio/Haptics/LightningStorm_Impact_3D.wav",4,0.85,"",0,120,1,0.1
149,"Haptic_SkillSpell_Tornado_loop_3D","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,0.65,"",0,120,1,0.01
150,"Haptic_SkillSpell_Tornado_end_3D","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1,"",0,120,1,0.01
151,"Haptic_SkillSpell_AwakenForest_spawn_3D","Audio/Haptics/AwakenForest_spawn.wav",4,0.65,"",0,120,1,0.01
152,"Haptic_SkillSpell_AwakenForest_rootslam_3D","Audio/Haptics/AwakenForest_rootslam.wav",5,0.85,"",0,120,1,0.01
153,"Haptic_Talisman_BearMaul_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,0.55,"",1,120,1,0.01
154,"Haptic_Talisman_Wyvern_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,0.55,"",1,120,1,0.01
155,"Haptic_Talisman_Wyvern_charged_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,0.85,"",1,120,1,0.01
156,"Haptic_Talisman_Wolf_frozenclaw_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,0.45,"",1,120,1,0.01
157,"Haptic_Talisman_FuriousSlam_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,0.65,"",0,120,1,0.01
158,"Haptic_Talisman_FuriousSlam_Enraged_AoE","Audio/Haptics/Talisman_FuriousSlam_Enraged_AoE.wav",5,0.85,"",0,120,1,0.01
159,"Haptic_Talisman_FuryMountain_Slams_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,0.65,"",0,120,1,0.01
160,"Haptic_Talisman_Rampage_Slams_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,0.65,"",0,120,1,0.01
161,"Haptic_Talisman_Rampage_Roar","Audio/Haptics/Talisman_RampageRoar.wav",4,0.75,1,1,120,1,0.1
162,"Haptic_Talisman_WingBlast","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,0.55,"",1,120,0.54,0.07
163,"Haptic_Talisman_Devour_Slam_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,0.45,"",0,120,1,0.01
164,"Haptic_Talisman_FlameBreath","Audio/Haptics/Talisman_FlameBreath_Charge.wav",4,0.45,"",0,120,0.54,0.07
165,"Haptic_Talisman_FlameBreath_Empowered","Audio/Haptics/Talisman_FlameBreath_Charge.wav",4,0.65,"",0,120,0.54,0.07
166,"Haptic_Talisman_FlameBreath_End","Audio/Haptics/Talisman_FlameBreath_Release.wav",5,0.55,"",0,120,1,0.01
167,"Haptic_Talisman_LunarAssault_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,0.55,"",1,120,1,0.01
168,"Haptic_Talisman_CrossSlash_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,0.65,"",0,120,1,0.01
169,"Haptic_Talisman_ElectricSpit_AoE","Audio/Haptics/Talisman_ElectricSpit_Impact_3D.wav",5,0.4,"",0,120,1,0.01
170,"Haptic_Consecrate_Aura_AoE","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,0.2,"",0,120,0.54,0.13
171,"Haptic_DarkPact_AoE","Audio/Haptics/Crossbow_Grenade.wav",5,0.3,"",0,120,0.54,0.44
172,"Haptic_Warcry_Trigger","Audio/Haptics/WarCry_Trigger.wav",5,0.4,"",1,120,0.54,0.07
173,"Haptic_Warcry_Step_3D","Audio/Haptics/WarCry_steps.wav",4,0.4,"",0,120,0.54,0.07
174,"Haptic_Warcry_Bombs_3D","Audio/Haptics/WarCry_Bombs_3D.wav",4,0.3,"",0,120,0.54,0.44
175,"Haptic_Djinn_Detonations_3D","Audio/Haptics/Crossbow_Grenade.wav",5,0.5,"",0,120,0.54,0.44
176,"Haptic_Shield_Counter","Audio/Haptics/Stampede_steps.wav",4,0.65,"",1,120,0.2,0.07
177,"Haptic_FlameChayula_Collect","Audio/Haptics/HapticsUIMenuCancel.wav",4,0.2,"",0,25,0.33,0.15
178,"Haptic_Companion_Slam_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.5,"",0,120,0.54,0.07
179,"Haptic_Companion_Cry_3D","Audio/Haptics/HapticsSkillsMeleeCryAoE.wav",5,0.35,"",0,120,0.54,0.07
180,"Haptic_Companion_LeapSlam_3D","Audio/Haptics/LeapSlam_Slam.wav",4,0.5,"",0,120,0.4,0.07
181,"Haptic_VividStag_Impact_3D","Audio/Haptics/WarCry_steps.wav",4,0.5,"",0,120,0.54,0.07
182,"Haptic_Unique_Backlash_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.5,"",0,120,0.54,0.07
183,"Haptic_Unique_AnvilHit_3D","Audio/Haptics/WarCry_steps.wav",4,0.6,"",0,120,0.4,0.07
184,"Haptic_Unique_Muzzleflash","Audio/Haptics/WarCry_steps.wav",4,0.6,"",0,120,0.4,0.07
185,"Haptic_Unique_RavenTunnel_loop","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,0.5,"",0,120,1,0.01
186,"Haptic_Unique_RavenTunnel_end","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1,"",0,120,1,0.01
187,"Haptic_Unique_ChockingMist_Blast_3D","Audio/Haptics/HapticsCrossbowGrenade_Explosion_3D.wav",5,1,"",0,120,0.54,0.07
188,"Haptic_Unique_StarbornThrow_3D","Audio/Haptics/Comet_Impact.wav",5,1.5,"",0,120,0.54,0.12
189,"Haptic_Unique_StarbornOnslaught_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.5,"",0,120,0.54,0.07
190,"Haptic_Unique_RighteousDescent_3D","Audio/Haptics/Comet_Impact.wav",5,1.5,"",0,120,0.54,0.12
191,"Haptic_KalG_Nova_Buff","Audio/Haptics/IceNova_Impact.wav",4,0.35,"",0,120,0.54,0.2
192,"Haptic_KalG_Pummel_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,0.5,"",0,120,0.54,0.07
193,"Haptic_KalG_Detonate_AEO_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,0.65,"",0,120,0.54,0.07
194,"Haptic_KalG_Twister_loop_3D","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,0.5,"",0,120,1,0.01
195,"Haptic_KalG_Twister_end_3D","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1,"",0,120,1,0.01
