"rownum","Item","Category","SubCategory","bool_48","EnabledInChallengeLeague","GoldPurchaseFee","bool_54","bool_55"
207,4233,5,8,1,1,1000,"",1
208,4234,5,8,1,1,1000,"",1
209,4235,5,8,1,1,1000,"",1
210,4242,5,8,1,1,1000,"",1
211,4243,5,8,1,1,1000,"",1
212,4244,5,8,1,1,1000,"",1
213,4250,5,8,1,1,1000,"",1
214,905,5,9,1,1,1000,"",1
215,906,5,9,1,1,1000,"",1
216,907,5,9,1,1,1000,"",1
217,908,5,9,1,1,1000,"",1
218,909,5,9,1,1,1000,"",1
219,910,5,9,1,1,1000,"",1
220,911,5,9,1,1,1000,"",1
221,913,5,9,1,1,1000,"",1
222,914,5,9,1,1,1000,"",1
223,915,5,9,1,1,1000,"",1
224,916,5,9,1,1,1000,"",1
225,917,5,9,1,1,1000,"",1
226,918,5,9,1,1,1000,"",1
227,633,37,37,1,1,100,"",1
228,623,37,37,1,1,250,"",1
229,643,37,37,1,1,750,"",1
230,634,37,37,1,1,100,"",1
231,624,37,37,1,1,250,"",1
232,644,37,37,1,1,750,"",1
233,635,37,37,1,1,100,"",1
234,625,37,37,1,1,250,"",1
235,645,37,37,1,1,750,"",1
236,636,37,37,1,1,100,"",1
237,626,37,37,1,1,250,"",1
238,646,37,37,1,1,750,"",1
239,637,37,37,1,1,125,"",1
240,627,37,37,1,1,350,"",1
241,647,37,37,1,1,1000,"",1
242,638,37,37,1,1,125,"",1
243,628,37,37,1,1,350,"",1
244,648,37,37,1,1,1000,"",1
245,642,37,37,1,1,125,"",1
246,632,37,37,1,1,350,"",1
247,652,37,37,1,1,1000,"",1
248,639,37,37,1,1,150,"",1
249,629,37,37,1,1,450,"",1
250,649,37,37,1,1,1000,"",1
251,640,37,37,1,1,150,"",1
252,630,37,37,1,1,450,"",1
253,650,37,37,1,1,1000,"",1
254,641,37,37,1,1,175,"",1
255,631,37,37,1,1,500,"",1
256,651,37,37,1,1,1000,"",1
257,653,37,38,1,1,1500,"",1
258,654,37,38,1,1,1500,"",1
259,655,37,38,1,1,1500,"",1
260,656,37,38,1,1,1500,"",1
261,657,37,38,1,1,1500,"",1
262,658,37,38,1,1,1500,"",1
263,659,37,38,1,1,1500,"",1
264,660,37,38,1,1,1500,"",1
265,661,37,38,1,1,1500,"",1
266,662,37,38,1,1,1500,"",1
267,666,37,38,1,1,1500,"",1
268,670,37,38,1,1,1500,"",1
269,674,37,38,1,1,1500,"",1
270,5071,37,38,1,1,1500,"",1
271,5075,37,38,1,1,1500,"",1
272,678,37,39,1,1,1000,"",1
273,679,37,39,1,1,1000,"",1
274,680,37,39,1,1,1000,"",1
275,681,37,39,1,1,1000,"",1
276,690,37,39,1,1,1000,"",1
277,698,37,39,1,1,1000,"",1
278,699,37,39,1,1,1000,"",1
279,700,37,39,1,1,1000,"",1
280,684,37,39,1,1,1000,"",1
281,696,37,39,1,1,1000,"",1
282,682,37,39,1,1,1000,"",1
283,683,37,39,1,1,1000,"",1
284,702,37,39,1,1,1000,"",1
285,691,37,39,1,1,1000,"",1
286,687,37,39,1,1,1000,"",1
287,695,37,39,1,1,1000,"",1
288,689,37,39,1,1,1000,"",1
289,688,37,39,1,1,1000,"",1
290,701,37,39,1,1,1000,"",1
291,692,37,39,1,1,1000,"",1
292,693,37,39,1,1,1000,"",1
293,694,37,39,1,1,1000,"",1
294,697,37,39,1,1,1000,"",1
295,685,37,39,1,1,1000,"",1
296,686,37,39,1,1,1000,"",1
297,663,37,37,1,1,125,"",1
298,664,37,37,1,1,350,"",1
299,665,37,37,1,1,1000,"",1
300,667,37,37,1,1,125,"",1
301,668,37,37,1,1,350,"",1
302,669,37,37,1,1,1000,"",1
303,671,37,37,1,1,125,"",1
304,672,37,37,1,1,350,"",1
305,673,37,37,1,1,1000,"",1
306,703,37,37,1,1,1500,"",1
307,4415,6,41,1,"",120,"",1
308,4416,6,41,1,"",120,"",1
309,4417,6,41,1,"",120,"",1
310,4418,6,41,1,"",120,"",1
311,4431,6,41,1,"",120,"",1
312,4409,6,41,1,1,120,"",1
313,4410,6,41,1,1,120,"",1
314,4419,6,41,1,"",450,"",1
315,4411,6,41,1,1,450,"",1
316,4421,6,41,1,1,450,"",1
317,4422,6,41,1,1,450,"",1
318,4430,6,41,1,"",600,"",1
319,4445,6,41,1,1,600,"",1
320,4426,6,42,1,1,500,"",1
321,4428,6,42,1,1,500,"",1
322,4429,6,42,1,1,500,"",1
323,4427,6,42,1,1,500,"",1
324,4423,6,41,1,"",920,"",1
325,4412,6,41,1,1,800,"",1
326,4413,6,41,1,1,1000,"",1
327,4414,6,41,1,1,1000,"",1
328,4436,6,41,1,1,450,"",1
329,4437,6,41,1,1,450,"",1
330,4438,6,41,1,1,450,"",1
331,4439,6,41,1,1,450,"",1
332,4424,6,41,1,1,1000,"",1
333,4425,6,41,1,1,1000,"",1
334,4440,6,41,1,1,1000,"",1
335,4441,6,41,1,1,250,"",1
336,4443,6,41,1,1,800,"",1
337,4444,6,41,1,1,800,"",1
338,4420,6,41,1,1,120,"",1
339,4435,6,41,1,1,800,"",1
340,4442,6,41,1,1,1000,"",1
341,4432,6,41,1,1,120,"",1
342,4433,6,41,1,1,120,"",1
343,4446,48,41,1,1,1000,"",1
344,4447,48,41,1,1,1000,"",1
345,4448,48,41,1,1,1000,"",1
346,4449,48,41,1,1,1000,"",1
347,4450,48,41,1,1,1000,"",1
348,4451,48,41,1,1,1000,"",1
349,4452,48,41,1,1,1000,"",1
350,4453,48,41,1,1,1000,"",1
351,748,40,40,1,1,500,"",1
352,739,40,40,1,1,500,"",1
353,740,40,40,1,1,500,"",1
354,741,40,40,1,1,850,"",1
355,742,40,40,1,1,850,"",1
356,743,40,40,1,1,850,"",1
357,744,40,40,1,1,850,"",1
358,745,40,40,1,1,850,"",1
359,746,40,40,1,1,850,"",1
360,749,40,40,1,1,850,"",1
361,750,40,40,1,1,850,"",1
362,751,40,40,1,1,1000,"",1
363,752,40,40,1,1,1000,"",1
364,753,40,40,1,1,1000,"",1
365,747,40,40,1,1,1000,"",1
366,727,40,40,1,1,1000,"",1
367,724,40,40,1,1,1000,"",1
368,725,40,40,1,1,1000,"",1
369,726,40,40,1,1,1000,"",1
370,731,40,40,1,1,1000,"",1
371,732,40,40,1,1,1000,"",1
372,733,40,40,1,1,1000,"",1
373,738,40,40,1,1,1000,"",1
374,737,40,40,1,1,1000,"",1
375,736,40,40,1,1,1000,"",1
376,735,40,40,1,1,1000,"",1
377,728,40,40,1,1,1000,"",1
378,729,40,40,1,1,1000,"",1
379,730,40,40,1,1,1000,"",1
380,734,40,40,1,1,1000,"",1
381,761,43,43,1,1,500,"",1
382,755,43,43,1,1,500,"",1
383,759,43,43,1,1,500,"",1
384,760,43,43,1,1,500,"",1
385,754,43,43,1,1,500,"",1
386,758,43,43,1,1,500,"",1
387,757,43,43,1,1,500,"",1
388,756,43,43,1,1,500,"",1
389,762,43,43,1,1,500,"",1
390,764,43,43,1,1,850,"",1
391,763,43,43,1,1,850,"",1
392,705,43,43,1,1,1000,"",1
393,709,43,43,1,1,1000,"",1
394,707,43,43,1,1,1000,"",1
395,708,43,43,1,1,1000,"",1
396,710,43,43,1,1,1000,"",1
397,704,43,43,1,1,1000,"",1
398,706,43,43,1,1,1000,"",1
399,718,43,6,1,1,1000,"",1
400,719,43,6,1,1,1000,"",1
401,720,43,6,1,1,1000,"",1
402,777,43,6,1,1,1500,"",1
403,778,43,6,1,1,1500,"",1
404,779,43,6,1,1,1500,"",1
405,780,43,6,1,1,1500,"",1
406,711,43,43,1,1,1000,"",1
407,712,43,43,1,1,1000,"",1
408,713,43,43,1,1,1000,"",1
409,714,43,43,1,1,1000,"",1
410,715,43,43,1,1,1000,"",1
411,716,43,43,1,1,1000,"",1
412,717,43,43,1,1,1000,"",1
413,721,43,43,1,1,1000,"",1
414,722,43,43,1,1,1000,"",1
415,723,43,43,1,1,1000,"",1
416,4899,44,45,1,1,100,"",1
417,4900,44,45,1,1,200,"",1
418,4901,44,45,1,1,300,"",1
419,4902,44,45,1,1,400,"",1
420,4903,44,45,1,1,500,"",1
421,4904,44,47,1,1,576,"",1
422,4905,44,47,1,1,654,"",1
423,4906,44,47,1,1,746,"",1
424,4907,44,47,1,1,830,"",1
425,4908,44,47,1,1,915,"",1
426,4909,44,47,1,1,1004,"",1
427,4910,44,47,1,1,1243,"",1
428,4911,44,47,1,1,1353,"",1
429,4912,44,47,1,1,1524,"",1
430,4913,44,47,1,1,1654,"",1
431,4914,44,47,1,1,1873,"",1
432,4915,44,47,1,1,2317,"",1
433,4916,44,47,1,1,2579,"",1
434,4917,44,47,1,1,2922,"",1
435,4918,44,47,1,1,3309,"",1
436,4919,44,47,1,1,4010,"",1
437,4920,44,47,1,1,16107,"",1
438,4879,44,46,1,1,270,"",1
439,4880,44,46,1,1,421,"",1
440,4881,44,46,1,1,498,"",1
441,4882,44,46,1,1,576,"",1
442,4883,44,46,1,1,654,"",1
443,4884,44,46,1,1,746,"",1
444,4885,44,46,1,1,830,"",1
445,4886,44,46,1,1,915,"",1
446,4887,44,46,1,1,1004,"",1
447,4888,44,46,1,1,1243,"",1
448,4889,44,46,1,1,1353,"",1
449,4890,44,46,1,1,1524,"",1
450,4891,44,46,1,1,1654,"",1
451,4892,44,46,1,1,1873,"",1
452,4893,44,46,1,1,2317,"",1
453,4894,44,46,1,1,2579,"",1
454,4895,44,46,1,1,2922,"",1
455,4896,44,46,1,1,3309,"",1
456,4897,44,46,1,1,4010,"",1
457,4898,44,46,1,1,16107,"",1
458,4921,0,0,1,1,270,"",1
459,4922,0,0,1,1,421,"",1
460,4923,0,0,1,1,498,"",1
461,4924,0,0,1,1,576,"",1
462,4925,0,0,1,1,654,"",1
463,4926,0,0,1,1,746,"",1
464,4927,0,0,1,1,830,"",1
465,4928,0,0,1,1,915,"",1
466,4929,0,0,1,1,1004,"",1
467,4930,0,0,1,1,1243,"",1
468,4931,0,0,1,1,1353,"",1
469,4932,0,0,1,1,1524,"",1
470,4933,0,0,1,1,1654,"",1
471,4934,0,0,1,1,1873,"",1
472,4935,0,0,1,1,2317,"",1
473,4936,0,0,1,1,2579,"",1
474,4937,0,0,1,1,2922,"",1
475,4938,0,0,1,1,3309,"",1
476,4939,0,0,1,1,4010,"",1
477,4940,0,0,1,1,16107,"",1
478,3975,50,51,1,1,1000,"",1
479,3983,50,51,1,1,1000,"",1
480,4007,50,51,1,1,1000,"",1
481,4023,50,51,1,1,1000,"",1
482,4030,50,51,1,1,1000,"",1
483,4071,50,51,1,1,1000,"",1
484,4130,50,51,1,1,1000,"",1
485,4196,50,51,1,1,1000,"",1
486,4217,50,51,1,1,1000,"",1
487,4462,50,51,1,1,1000,"",1
488,4467,50,51,1,1,1000,"",1
489,4501,50,51,1,1,1000,"",1
490,4518,50,51,1,1,1000,"",1
491,4544,50,51,1,1,1000,"",1
492,4681,50,51,1,1,1000,"",1
493,4712,50,51,1,1,1000,"",1
494,4778,50,51,1,1,1000,"",1
495,4790,50,51,1,1,1000,"",1
496,4791,50,51,1,1,1000,"",1
497,4811,50,51,1,1,1000,"",1
498,4812,50,51,1,1,1000,"",1
499,4793,50,51,1,1,1000,"",1
500,4794,50,51,1,1,1000,"",1
501,4795,50,51,1,1,1000,"",1
502,4796,50,51,1,1,1000,"",1
503,4797,50,51,1,1,1000,"",1
504,4809,50,51,1,1,1000,"",1
505,4817,50,51,1,1,1000,"",1
506,4807,50,51,1,1,1000,"",1
507,4798,50,51,1,1,1000,"",1
508,4819,50,51,1,1,1000,"",1
509,4202,50,51,1,1,1000,"",1
510,4799,50,51,1,1,1000,"",1
511,4800,50,51,1,1,1000,"",1
512,4801,50,51,1,1,1000,"",1
513,4802,50,51,1,1,1000,"",1
514,4162,50,51,1,1,1000,"",1
515,4803,50,51,1,1,1000,"",1
516,4218,50,51,1,1,1000,"",1
517,4808,50,51,1,1,1000,"",1
518,4810,50,51,1,1,1000,"",1
519,4813,50,51,1,1,1000,"",1
520,4814,50,51,1,1,1000,"",1
521,4815,50,51,1,1,1000,"",1
522,4818,50,51,1,1,1000,"",1
523,4536,50,51,1,1,1000,"",1
524,4805,50,51,1,1,1000,"",1
525,4806,50,51,1,1,1000,"",1
526,4219,50,51,1,1,1000,"",1
527,4154,50,51,1,1,1000,"",1
528,4176,50,51,1,1,1000,"",1
529,3768,48,8,1,1,1500,"",1
530,765,48,53,1,1,1500,"",1
531,766,48,53,1,1,1500,"",1
532,767,48,53,1,1,1500,"",1
533,768,48,53,1,1,1500,"",1
534,4659,50,51,1,1,1000,"",1
535,4821,50,51,1,1,1000,"",1
536,851,15,15,1,1,1500,"",1
537,1440,29,29,1,1,1500,"",1
538,3772,29,29,1,1,1500,"",1
539,3771,29,29,1,1,1500,"",1
540,1441,29,41,1,1,2000,"",1
541,1442,29,41,1,1,2000,"",1
542,1443,29,41,1,1,2000,"",1
543,1444,29,41,1,1,2000,"",1
544,1445,29,41,1,1,2000,"",1
545,5037,29,31,1,1,10,"",1
546,5038,29,31,1,1,450,"",1
547,5042,29,31,1,1,250,"",1
548,5043,29,31,1,1,500,"",1
549,5044,29,31,1,1,1000,"",1
550,5045,29,31,1,1,1500,"",1
551,5046,29,32,1,1,100,"",1
552,5047,29,32,1,1,150,"",1
553,5048,29,32,1,1,200,"",1
554,5049,29,32,1,1,300,"",1
555,5050,29,32,1,1,450,"",1
556,5051,29,32,1,1,600,"",1
557,5052,29,32,1,1,800,"",1
558,5053,29,32,1,1,1000,"",1
559,5054,29,32,1,1,1500,"",1
560,5055,29,32,1,1,1500,"",1
561,5056,29,32,1,1,2000,"",1
562,5057,29,32,1,1,2000,"",1
563,5058,29,32,1,1,2000,"",1
564,5064,29,33,1,1,1500,"",1
565,5065,29,33,1,1,1500,"",1
566,5066,29,33,1,1,1500,"",1
567,5067,29,33,1,1,1500,"",1
568,5131,29,33,1,1,5000,"",1
569,5063,29,34,1,1,2000,"",1
570,5059,29,34,1,1,2000,"",1
571,5060,29,34,1,1,2000,"",1
572,5061,29,34,1,1,2000,"",1
573,5062,29,34,1,1,2000,"",1
574,481,15,8,1,1,1500,"",1
575,480,6,8,1,1,1500,"",1
576,892,6,8,1,1,1500,"",1
577,5097,37,39,1,1,1000,"",1
578,5098,37,39,1,1,1000,"",1
579,5099,37,39,1,1,1000,"",1
580,5100,37,39,1,1,1000,"",1
581,5101,37,39,1,1,1000,"",1
582,5102,37,39,1,1,1000,"",1
583,5103,37,39,1,1,1000,"",1
584,5104,37,39,1,1,1000,"",1
585,5105,37,39,1,1,1000,"",1
586,5106,37,39,1,1,1000,"",1
587,5107,37,39,1,1,1000,"",1
588,5108,37,39,1,1,1000,"",1
589,5109,37,39,1,1,1000,"",1
590,5110,37,39,1,1,1000,"",1
591,5111,37,39,1,1,1000,"",1
592,5112,37,39,1,1,1000,"",1
593,5113,37,39,1,1,1000,"",1
594,5114,37,39,1,1,1000,"",1
595,5115,37,39,1,1,1000,"",1
596,5116,37,39,1,1,1000,"",1
597,5117,37,39,1,1,1000,"",1
598,5118,37,39,1,1,1000,"",1
599,5119,37,39,1,1,1000,"",1
600,5120,37,39,1,1,1000,"",1
601,5121,37,39,1,1,1000,"",1
602,5122,37,39,1,1,1000,"",1
603,5068,37,37,1,1,100,"",1
604,5069,37,37,1,1,250,"",1
605,5070,37,37,1,1,750,"",1
606,5072,37,37,1,1,100,"",1
607,5073,37,37,1,1,250,"",1
608,5074,37,37,1,1,750,"",1
609,5076,37,39,1,1,1000,"",1
610,5077,37,39,1,1,1000,"",1
611,5078,37,39,1,1,1000,"",1
612,5079,37,39,1,1,1000,"",1
613,5080,37,39,1,1,1000,"",1
614,5081,37,39,1,1,1000,"",1
615,5082,37,39,1,1,1000,"",1
616,5083,37,39,1,1,1000,"",1
617,5084,37,39,1,1,1000,"",1
618,5085,37,39,1,1,1000,"",1
619,5086,37,39,1,1,1000,"",1
620,5087,37,39,1,1,1000,"",1
621,5088,37,39,1,1,1000,"",1
622,5089,37,39,1,1,1000,"",1
623,5090,37,39,1,1,1000,"",1
624,5091,37,39,1,1,1000,"",1
625,5092,37,39,1,1,1000,"",1
626,5132,37,39,1,1,1500,"",1
627,5133,37,39,1,1,1500,"",1
628,5134,37,39,1,1,1500,"",1
629,773,37,39,1,1,1500,"",1
630,774,37,39,1,1,1500,"",1
631,775,37,39,1,1,1500,"",1
632,776,37,39,1,1,1500,"",1
633,5135,37,39,1,1,1500,"",1
634,5136,37,39,1,1,1500,"",1
635,5137,37,39,1,1,1500,"",1
636,5138,37,39,1,1,1500,"",1
637,5139,37,39,1,1,1500,"",1
638,5140,37,39,1,1,1500,"",1
639,5141,37,39,1,1,1500,"",1
640,5093,37,39,1,1,1500,"",1
641,5094,37,39,1,1,1500,"",1
642,5095,37,39,1,1,1500,"",1
643,5096,37,39,1,1,1500,"",1
644,4073,50,51,1,1,1000,"",1
645,4220,50,51,1,1,1000,"",1
646,4822,50,51,1,1,1000,"",1
647,4823,50,51,1,1,1000,"",1
648,4824,50,51,1,1,1000,"",1
649,4826,50,51,1,1,1000,"",1
650,4828,50,51,1,1,1000,"",1
651,4829,50,51,1,1,1000,"",1
652,4830,50,51,1,1,1000,"",1
653,4832,50,51,1,1,1000,"",1
654,4833,50,51,1,1,1000,"",1
655,4834,50,51,1,1,1000,"",1
656,4835,50,51,1,1,1000,"",1
657,4836,50,51,1,1,1000,"",1
658,4837,50,51,1,1,1000,"",1
659,4838,50,51,1,1,1000,"",1
660,4839,50,51,1,1,1000,"",1
661,4841,50,51,1,1,1000,"",1
662,4842,50,51,1,1,1000,"",1
663,4844,50,51,1,1,1000,"",1
664,4845,50,51,1,1,1000,"",1
665,4848,50,51,1,1,1000,"",1
666,5223,50,51,1,1,1000,"",1
667,5465,50,51,1,1,1000,"",1
