"rownum","rid_0","[rid]_16","[i32]_32"
77,3567,[19431],[1]
78,3583,[2033],[1]
79,3584,[2034],[1]
80,3585,[2035],[1]
81,3591,[19449],[100]
82,3599,[19511],[100]
83,3600,[19551],[1]
84,3667,[3351],[25]
85,3668,[10295],[52]
86,3678,[20112],[1]
87,3679,[19852],[3]
88,3681,[19010],[1]
89,3689,[4434],[12]
90,3690,[15253],[10]
91,4035,[446],[1]
92,4045,[795],[1]
93,4050,[2267],[1]
94,2994,[118],[480]
95,3045,[98],[8]
96,3057,[100],[5]
97,3068,[69],[5]
98,3069,[69],[6]
99,3070,[69],[5]
100,3074,[69],[-5]
101,3075,[69],[7]
102,3110,[210],[-10]
103,3111,[210],[9]
104,3313,[18240],[45]
105,3321,[17711],[25]
106,3326,[24],[15]
107,3397,[18598],[1]
108,3448,[19645],[1]
109,3466,[2044],[6000]
110,3467,[2045],[6000]
111,3468,[2046],[6000]
112,3469,[2047],[6000]
113,3470,[1792],[1]
114,3472,[20080],[12]
115,3477,[19447],[1]
116,3478,[9148],[800]
117,3479,[19448],[1]
118,3480,[5673],[1]
119,3485,[3416],[25]
120,3510,[2101],[1]
121,3511,[3250],[25]
122,3512,[3250],[25]
123,3515,[18892],[1]
124,3518,[19569],[1]
125,4036,[17832],[100]
126,4041,[19200],[33]
127,4042,[19201],[33]
128,4043,[19202],[33]
129,4049,[19029],[1]
130,2523,[116],[50]
131,2843,[170],[10]
132,2844,[170],[15]
133,2845,[170],[15]
134,2846,[170],[10]
135,2847,[170],[15]
136,2849,[170],[10]
137,2851,[170],[10]
138,2852,[170],[20]
139,2853,[170],[20]
140,2856,[170],[15]
141,2859,[170],[12]
142,2861,[170],[15]
143,2866,[170],[10]
144,2990,[118],[1350]
145,3258,[199],[40]
146,3259,[198],[40]
147,3260,[200],[40]
148,3274,[131],[-5]
149,3374,[18484],[1]
150,3393,[20540],[1]
151,3394,[11167],[1]
152,3482,[1079],[10]
153,3502,[19556],[1]
154,3503,[19537],[30]
155,3505,[173],[1]
156,3506,[174],[1]
157,3508,[171],[5]
158,3509,[3353],[12]
159,3527,[132],[100]
160,3557,[19274],[90]
161,3558,[19270],[25]
162,3568,[18752],[1]
163,3601,[19550],[40]
164,3613,[19568],[1]
165,3647,[19623],[1]
166,3660,[215],[200]
167,3822,[845],[15]
168,4046,[701],[1]
169,2346,[137],[22]
170,2865,[170],[-10]
171,2993,[118],[240]
172,3268,[945],[5]
173,3419,[19417],[200]
174,3420,[6539],[1]
175,3549,[21305],[8000]
176,3564,[19423],[1]
177,3570,[19505],[1]
178,3571,[19504],[1]
179,3580,[19453],[1]
180,3614,[434],[180]
181,3615,[775],[180]
182,3616,[1240],[25]
183,3644,[2778],[4]
184,3684,[209],[40]
185,3685,[3223],[40]
186,3911,[2345],[50]
187,3406,[14447],[20]
188,3072,[69],[7]
189,3310,[18046],[50]
190,3651,[17938],[7]
191,3652,[18715],[7]
192,3659,[17587],[1]
193,2316,[588],[75]
194,2439,[134],[-30]
195,2544,[117],[-5]
196,2546,[117],[-20]
197,2549,[117],[8]
198,2860,[170],[-10]
199,3104,[18038],[15]
200,3123,[18039],[15]
201,3154,[538],[150]
202,3155,[538],[25]
203,3174,[18041],[40]
204,3182,[18042],[40]
205,3347,[18450],[-50]
206,3399,[2524],[25]
207,3401,[475],[4]
208,3445,[23],[10]
209,3473,[20080],[-10]
210,3475,[20080],[22]
211,3543,[19084],[100]
212,3680,[19851],[2]
213,3695,[1601],[1]
214,3726,[4754],[100]
215,3727,[17956],[10]
216,3729,[19175],[50]
217,3731,[1190],[1]
218,3733,[18894],[100]
219,3741,[15615],[1]
220,3742,[16856],[12]
221,3743,[18873],[1]
222,3900,[21523],[1]
223,2548,[117],[-20]
224,2988,[118],[750]
225,2991,[118],[273]
226,3038,[3002],[500]
227,3055,[100],[5]
228,3113,[210],[12]
229,3315,[18240],[25]
230,3317,[18047],[15]
231,3357,[152],[12]
232,3409,[741],[1]
233,3436,[196],[-50]
234,3437,[9534],[50]
235,3440,"[12480,12618]","[1,1]"
236,3451,[19234],[1]
237,3474,[20080],[7]
238,3535,[18235],[12]
239,3542,[2030],[1]
240,3551,[7699],[25]
241,3653,[17925],[35]
242,3657,[1395],[4000]
243,3676,[1985],[-30]
244,3694,[5053],[1]
245,3757,[8112],[1]
246,3758,[8110],[1]
247,3759,[8120],[1]
248,3820,[7345],[1]
249,3821,[7648],[-1]
250,4038,[1470],[100]
251,4039,[17831],[100]
252,4044,[19624],[100]
253,2333,[137],[40]
254,2617,[126],[50]
255,2984,[118],[570]
256,3267,[945],[4]
257,3411,[16847],[75]
258,3418,[1878],[1]
259,3538,[16696],[1]
260,3544,[5458],[-5]
261,3545,[5459],[15]
262,3691,[4865],[300]
263,3692,[20108],[1]
264,3560,[19425],[1]
265,3561,[19410],[40]
266,3562,[19413],[1]
267,3457,[18608],[1]
268,3700,[19983],[1]
269,3048,[98],[15]
270,3050,[98],[30]
271,3322,[18594],[40]
272,3572,[19501],[1]
273,3573,[19451],[1]
274,3696,[20578],[1]
275,3699,[18726],[100]
276,3706,[3989],[10000]
277,3309,[18046],[100]
278,3407,[2310],[1]
279,3698,[23781],[100]
280,3049,[98],[12]
281,3062,[100],[12]
282,3105,[210],[7]
283,3403,[20561],[1]
284,3598,[18860],[25]
285,3752,[18805],[25]
286,3051,[98],[7]
287,3108,[210],[15]
288,3109,[210],[15]
289,3114,[210],[15]
290,3308,[18046],[100]
291,3312,[18240],[100]
292,3047,[98],[25]
293,3059,[100],[15]
294,3082,[69],[50]
295,3282,[167],[3]
296,3336,[168],[25]
297,3404,[169],[50]
298,3405,[1077],[-50]
299,3602,[1125],[2]
300,3060,[100],[5]
301,3314,[18240],[40]
302,3702,[19022],[-30]
303,3704,[20552],[100]
304,3707,[4359],[2]
305,4062,[193],[30]
306,3574,[19508],[50]
307,3664,[956],[1]
308,3957,[22014],[1]
309,3843,[20880],[10]
310,2446,[134],[12]
311,2447,[134],[12]
312,2448,[134],[35]
313,2449,[134],[10]
314,2451,[134],[15]
315,2454,[134],[15]
316,3882,[693],[1]
317,3941,"[20963,20965,20966]","[1,60,5000]"
318,3281,[18729],[20]
319,3880,[7954],[1]
320,3879,[12372],[1]
321,3897,[21507],[1]
322,3428,[8965],[50]
323,3513,[3250],[15]
324,3922,[20882],[100]
325,3483,[1079],[20]
326,3431,[20979],[20]
327,3915,[21396],[1]
328,3959,[21673],[1]
329,3854,[21339],[1]
330,3896,[3102],[1]
331,3609,[7341],[25]
332,3881,[1612],[1]
333,3951,[21498],[6000]
334,3949,[22182],[2]
335,2480,[143],[20]
336,2482,[143],[20]
337,4063,[193],[25]
338,3622,[9407],[1]
339,3623,[9408],[1]
340,3972,[15656],[1]
341,2393,[139],[25]
342,2394,[139],[30]
343,2395,[139],[25]
344,2396,[139],[30]
345,2399,[139],[25]
346,3842,[21333],[1]
347,3950,[21497],[1]
348,3944,[21747],[1]
349,3930,[21352],[10]
350,3877,[20978],[4]
351,3863,[466],[25]
352,3907,[21524],[15]
353,3339,[8946],[7]
354,3851,[21050],[1]
355,3839,[1321],[1]
356,3833,[20987],[1]
357,3608,[2220],[20]
358,3984,[580],[10]
359,3983,[21647],[1]
360,3844,[20881],[5]
361,3846,[20985],[1]
362,3847,[20983],[100]
363,3845,[20885],[10]
364,3831,[20989],[1]
365,3985,[2595],[1]
366,3974,[21841],[100]
367,3529,[132],[40]
368,3918,[20884],[10000]
369,3277,[131],[40]
370,3278,[131],[75]
371,3279,[131],[1000]
372,3923,[21666],[100]
373,3906,[1230],[150]
374,4037,[17833],[100]
375,2360,[137],[30]
376,2363,[137],[25]
377,3955,[21549],[1]
378,3597,[18860],[15]
379,3940,[446],[1]
380,4009,[446],[1]
381,3943,[21746],[1]
382,3107,[210],[20]
383,2613,[112],[125]
384,3663,[159],[-25]
385,3916,[5650],[1]
386,3066,[331],[5]
387,3948,[21509],[1]
388,3039,[2997],[650]
389,3040,[2997],[1000]
390,3041,[2997],[800]
391,3878,[14607],[5000]
392,3860,[21433],[1]
393,2998,[118],[2700]
394,2999,[118],[900]
395,3000,[118],[750]
396,3001,[118],[600]
397,3003,[118],[450]
398,3004,[118],[1800]
399,3005,[118],[1350]
400,3006,[118],[300]
401,4040,[1473],[100]
402,2422,[141],[40]
403,2425,[141],[30]
404,2427,[141],[30]
405,2921,[1102],[15]
406,2933,[1104],[50]
407,3458,[4799],[1]
408,3954,[21353],[1]
409,3982,[21964],[1]
410,3962,[21771],[40]
411,3958,[21676],[32]
412,3894,[2750],[15]
413,3895,[2750],[20]
414,3095,[69],[25]
415,3083,[69],[10]
416,3966,[18366],[25]
417,3992,[22043],[1]
418,3884,[103],[1]
419,3569,[4606],[5]
420,3408,[5125],[100]
421,3323,[18594],[175]
422,3862,[12545],[1]
423,3832,[20990],[1]
424,3834,[20988],[1]
425,3892,[19687],[-20]
426,3883,[1242],[1]
427,3359,[152],[-50]
428,3914,[15780],[1]
429,3973,[21748],[1]
430,3624,[9405],[1]
431,3625,[9406],[1]
432,3924,[21682],[1]
433,3963,[21679],[50]
434,3964,[21679],[100]
435,3929,[21680],[50]
436,3348,[18450],[-50]
437,3349,[18450],[45]
438,3965,[21773],[1]
439,3337,[168],[25]
440,3928,[15578],[1]
441,3835,[20960],[1]
442,3665,[1271],[1]
443,3264,[13997],[-40]
444,3265,[13997],[-50]
445,3257,[201],[40]
446,3261,[13996],[-50]
447,3316,[18047],[75]
448,3853,[19220],[25]
449,3899,[20565],[4]
450,3661,[2386],[1]
451,3885,[21366],[25]
452,3861,[21303],[1]
453,3840,[21306],[1]
454,3893,[20004],[1]
455,10327,[3223],[22]
