"rownum","Id","AnimatedObject","AdditionalAnimatedObjects","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","bool_56","bool_57","bool_58"
32,"MapAlpineRidge","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/AlpineRidge01.ao",[],0,0,0,0,-10,10,"","",""
33,"MapAugury","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Augury01.ao",[],0,0,0,0,-10,10,"","",""
34,"MapBastille","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Bastille01.ao",[],0,0,0,0,-10,10,"","",""
35,"MapCreek","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Creek01.ao",[],0,0,0,0,-10,10,"","",""
36,"MapCrimsonShores","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/CrimsonShores01.ao",[],0,0,0,0,-10,10,"","",""
37,"MapDecay","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Decay01.ao",[],0,0,0,0,-10,10,"","",""
38,"MapDerelictMansion","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/DerelictMansion01.ao",[],0,0,0,0,-10,10,"","",""
39,"MapDeserted","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Deserted01.ao",[],0,0,0,0,-10,10,"","",""
40,"MapGothicCity","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/GothicCity01.ao",[],0,0,0,0,-10,10,"","",""
41,"MapHideout_Generic","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/GenericHideout01.ao",[],0,0,0,0,-10,10,"","",""
42,"MapHideout_Completed","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/GenericHideout02.ao",[],0,0,0,0,-10,10,"","",""
43,"MapHive","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Hive01.ao",[],0,0,0,0,-10,10,"","",""
44,"MapInferno","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Inferno01.ao",[],0,0,0,0,-10,10,"","",""
45,"MapMineshaft","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Mineshaft01.ao",[],0,0,0,0,-10,10,"","",""
46,"MapOasis","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Oasis01.ao",[],0,0,0,0,-10,10,"","",""
47,"MapOutlands","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Outlands01.ao",[],0,0,0,0,-10,10,"","",""
48,"MapRiverside","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Riverside01.ao",[],0,0,0,0,-10,10,"","",""
49,"MapRockpools","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Rockpools01.ao",[],0,0,0,0,-10,10,"","",""
50,"MapSump","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Sump01.ao",[],0,0,0,0,-10,10,"","",""
51,"MapUniqueCastaway","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Castaway01.ao",[],0,0,0,0,-10,10,"","",""
52,"MapUniqueUntaintedParadise","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/UntaintedParadise01.ao",[],0,0,0,0,-10,10,"","",""
53,"MapUniqueVault","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VaalVault01.ao",[],0,0,0,0,-10,10,"","",""
54,"MapUniqueMerchant01","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/MerchantCamp01.ao",[],0,0,0,0,-10,10,"","",""
55,"MapUniqueMerchant02","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/MerchantCamp02.ao",[],0,0,0,0,-10,10,"","",""
56,"MapUniqueMerchant03","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/MerchantCamp03.ao",[],0,0,0,0,-10,10,"","",""
57,"MapUniqueMerchant03Raft","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/MerchantCamp04.ao",[],0,0,0,0,-10,10,"","",""
58,"MapVaalVillage","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VaalVillage01.ao",[],0,0,0,0,-10,10,"","",""
59,"MapVoidReliquary","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VoidReliquary01.ao",[],0,0,0,0,-10,10,"","",""
60,"MapAzmerianRanges","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/AzmeriRanges.ao",[],0,0,0,0,-10,10,"","",""
61,"MapSunTemple","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/SunTemple01.ao",[],0,0,0,0,-10,10,"","",""
62,"MapChannel","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Channel01.ao",[],0,0,0,0,-10,10,"","",""
63,"MapVaalFoundry","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VaalFoundry01.ao",[],0,0,0,0,-10,10,"","",""
64,"MapVaalFactory","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VaalFactory01.ao",[],0,0,0,0,-10,10,"","",""
65,"MapUniqueWildwood","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/WildWood.ao",[],0,0,0,0,-10,10,"","",""
66,"MapUniqueLake","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/KalandraLake.ao",[],0,0,0,0,-10,10,"","",""
67,"MapUniqueSelenite","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Selenite.ao",[],0,0,0,0,-10,10,"","",""
68,"MapUniqueMegalith","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Megalith.ao",[],0,0,0,0,-10,10,"","",""
69,"MapTrenches","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Trenches01.ao",[],0,0,0,0,-10,10,"","",""
70,"MapFrozenFalls","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Glacier01.ao",[],0,0,0,0,-10,10,"","",""
71,"MapUberBoss_JadeCitadel","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/JadeCitadel01.ao",[],0,0,0,0,-10,10,"","",""
72,"MapCavernCity","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/CavernCity01.ao",[],0,0,0,0,-10,10,"","",""
73,"MapVaalVault","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/VaalVault02.ao",[],0,0,0,0,-10,10,"","",""
74,"MapSinkhole","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Sinkhole01.ao",[],0,0,0,0,-10,10,"","",""
75,"MapSevenWaters","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/SevenWaters01.ao",[],0,0,0,0,-10,10,"","",""
76,"MapRiverhold","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Riverhold01.ao",[],0,0,0,0,-10,10,"","",""
77,"MapRugosa","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Rugosa01.ao",[],0,0,0,0,-10,10,"","",""
78,"MapRazedFields","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/RazedFields01.ao",[],0,0,0,0,-10,10,"","",""
79,"MapExcavation","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Excavation01.ao",[],0,0,0,0,-10,10,"","",""
80,"MapOrnateChambers","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/OrnateChambers01.ao",[],0,0,0,0,-10,10,"","",""
81,"MapCanyon","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Canyon01.ao",[],0,0,0,0,-10,10,"","",""
82,"MapCliffside","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Cliffside01.ao",[],0,0,0,0,-10,10,"","",""
83,"MapCaldera","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Caldera01.ao",[],0,0,0,0,-10,10,"","",""
84,"MapWaywardIsle","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/WaywardIsle01.ao",[],0,0,0,0,-10,10,"","",""
85,"MapStronghold","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Stronghold01.ao",[],0,0,0,0,-10,10,"","",""
86,"MapTerrace","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Terrace01.ao",[],0,0,0,0,-10,10,"","",""
87,"MapSpring","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Spring01.ao",[],0,0,0,0,-10,10,"","",""
88,"MapRupture","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Rupture01.ao",[],0,0,0,0,-10,10,"","",""
89,"MapIceCave","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/IceCave01.ao",[],0,0,0,0,-10,10,"","",""
90,"MapOvergrown","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Overgrown01.ao",[],0,0,0,0,-10,10,"","",""
91,"MapChasm","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Chasm01.ao",[],0,0,0,0,-10,10,"","",""
92,"MapEpitaph","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Epitaph01.ao",[],0,0,0,0,-10,10,"","",""
93,"MapFlotsam","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Flotsam01.ao",[],0,0,0,0,-10,10,"","",""
94,"MapSanctuary","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Sanctuary01.ao",[],0,0,0,0,-10,10,"","",""
95,"MapGreenhouse","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Greenhouse01.ao",[],0,0,0,0,-10,10,"","",""
96,"MapMonument","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Monument01.ao",[],0,0,0,0,-10,10,"","",""
97,"MapPort","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Port01.ao",[],0,0,0,0,-10,10,"","",""
98,"MapSwarm","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Swarm01.ao",[],0,0,0,0,-10,10,"","",""
99,"MapAridPlains","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/AridPlains01.ao",[],0,0,0,0,-10,10,"","",""
100,"MapPit","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Pit01.ao",[],0,0,0,0,-10,10,"","",""
101,"MapDeforestation","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Deforestation01.ao",[],0,0,0,0,-10,10,"","",""
102,"MapPlantation","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Plantation01.ao",[],0,0,0,0,-10,10,"","",""
103,"MapPrecipice","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Precipice01.ao",[],0,0,0,0,-10,10,"","",""
104,"MapSlash","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Slash01.ao",[],0,0,0,0,-10,10,"","",""
105,"MapMortuary","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Mortuary01.ao",[],0,0,0,0,-10,10,"","",""
106,"MapSnowfall","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Snowfall01.ao",[],0,0,0,0,-10,10,"","",""
107,"MapBazaar","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Bazaar01.ao",[],0,0,0,0,-10,10,"","",""
108,"MapSinterRift","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/SinterRift01.ao",[],0,0,0,0,-10,10,"","",""
109,"MapReservoir","Metadata/Terrain/WorldMaps/Maps/Doodads/Maps/Reservoir01.ao",[],0,0,0,0,-10,10,"","",""
110,"MapSimulacrum","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Delirium/Delirium01.ao",[],0,0,0,0,-10,10,"",1,""
111,"RitualLeagueBoss","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Maps_CruxofNothingness_aimation.ao",[],0,0,0,0,-10,10,"",1,""
112,"BreachSkyfortress","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Breach/breach_skyfortress_01.ao",[],0,0,0,0,-10,10,"",1,""
113,"BreachSkyfortressBoss","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Breach/breach_skyfortress_esh_tul_boss_01.ao",[],0,0,0,0,-10,10,"",1,""
114,"MothersoulCube","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/endgamemap_mothersoulcube_01.ao",[],0,0,0,0,-10,10,"",1,""
115,"MothersoulSphere","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/endgamemap_mothersoulsphere_01.ao",[],0,0,0,0,-10,10,"",1,""
116,"Holodeck","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/endgamemap_holodeck_01.ao",[],0,0,0,0,-10,10,"",1,""
117,"RitualLocusts","","[""Metadata/Effects/Environment/EndGame_World_Map/Ritual/BiomeLocusts/locusts.ao""]",80,100,3,4,-180,180,"","",""
118,"LogbookGeneric","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_island_01.ao",[],0,0,0,0,-10,10,"","",""
119,"LogbookOlroth","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_olrothboss_01.ao",[],0,0,0,0,-10,10,"","",""
120,"LogbookUhtred","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_uhtredboss_01.ao",[],0,0,0,0,-10,10,"","",""
121,"LogbookMedved","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_medvedboss_01.ao",[],0,0,0,0,-10,10,"","",""
122,"LogbookVorana","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_voranaboss_01.ao",[],0,0,0,0,-10,10,"","",""
123,"LogbookPeninsula","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_pensinsula.ao",[],0,0,0,0,-10,10,"","",""
124,"LogbookTropical","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_tropical.ao",[],0,0,0,0,-10,10,"","",""
125,"LogbookTundra","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_tundra.ao",[],0,0,0,0,-10,10,"","",""
126,"LogbookAtoll","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_atoll.ao",[],0,0,0,0,-10,10,"","",""
127,"LogbookDigsite","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_digsite.ao",[],0,0,0,0,-10,10,"","",""
128,"LogbookWastes","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_wastes.ao",[],0,0,0,0,-10,10,"","",""
129,"LogbookHeath","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_heath.ao",[],0,0,0,0,-10,10,"","",""
130,"LogbookBasin","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_basin.ao",[],0,0,0,0,-10,10,"","",""
131,"LogbookGully","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_gully.ao",[],0,0,0,0,-10,10,"","",""
132,"LogbookPrairie","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_prairie.ao",[],0,0,0,0,-10,10,"","",""
133,"LogbookReef","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Expedition/endgamelogbook_reef.ao",[],0,0,0,0,-10,10,"","",""
134,"AbyssChasm01","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Abyss/abyss_chasm_01.ao",[],0,0,0,0,-10,10,"",1,""
135,"AbyssChasm02","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Abyss/abyss_chasm_02.ao",[],0,0,0,0,-10,10,"",1,""
136,"AbyssChasm03","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Abyss/abyss_chasm_03.ao",[],0,0,0,0,-10,10,"",1,""
137,"DeliriumGigaMirror","Metadata/Terrain/WorldMaps/Maps/Doodads/Pins/Leagues/Delirium/EGM_DeliriumGigaMirror01.ao",[],0,0,0,0,-10,10,"",1,""
