"rownum","rid_0","i32_16","i32_20"
101,3,21,1078032597
102,3,22,1078565274
103,3,23,1079120180
104,3,24,1079698994
105,3,25,1080301296
106,3,26,1080929603
107,3,27,1081583914
108,3,28,1082198380
109,3,29,1082553637
110,3,30,1082923785
111,3,31,1083309661
112,3,32,1083711475
113,3,33,1084130486
114,3,34,1084567113
115,3,35,1085021775
116,3,36,1085495942
117,3,37,1085989611
118,3,38,1086504462
119,3,39,1087040704
120,3,40,1087599385
121,4,1,1065353216
122,4,2,1066192077
123,4,3,1067114824
124,4,4,1068028343
125,4,5,1068913341
126,4,6,1069809245
127,4,7,1070708503
128,4,8,1071533104
129,4,9,1072262074
130,4,10,1073027115
131,4,11,1073785864
132,4,12,1074207392
133,4,13,1074650310
134,4,14,1075115039
135,4,15,1075603256
136,4,16,1076115381
137,4,17,1076653510
138,4,18,1077218902
139,4,19,1077811977
140,4,20,1078434831
141,4,21,1079089142
142,4,22,1079775750
143,4,23,1080496751
144,4,24,1081254242
145,4,25,1082049063
146,4,26,1082507290
147,4,27,1082945385
148,4,28,1083405710
149,4,29,1083888894
150,4,30,1084396195
151,4,31,1084928872
152,4,32,1085488182
153,4,33,1086075594
154,4,34,1086692367
155,4,35,1087339758
156,4,36,1088019654
157,4,37,1088733525
158,4,38,1089483257
159,4,39,1090270318
160,4,40,1090807818
161,7,1,1065353216
162,7,2,1066192077
163,7,3,1067124051
164,7,4,1068057703
165,7,5,1068976256
166,7,6,1069922491
167,7,7,1070890536
168,7,8,1071804056
169,7,9,1072642916
170,7,10,1073542175
171,7,11,1074125183
172,7,12,1074644858
173,7,13,1075203958
174,7,14,1075805422
175,7,15,1076453442
176,7,16,1077151793
177,7,17,1077905090
178,7,18,1078718366
179,7,19,1079596234
180,7,20,1080544985
181,7,21,1081557071
182,7,22,1082383558
183,7,23,1082959017
184,7,24,1083573273
185,7,25,1084228213
186,7,26,1084926984
187,7,27,1085671893
188,7,28,1086466713
189,7,29,1087314382
190,7,30,1088218464
191,7,31,1089182944
192,7,32,1090211388
193,7,33,1090913934
194,7,34,1091499144
195,7,35,1092123152
196,7,36,1092788788
197,7,37,1093498883
198,7,38,1094256270
199,7,39,1095064093
200,7,40,1095925603
201,5,1,1065353216
202,5,2,1066216404
203,5,3,1067181094
204,5,4,1068158367
205,5,5,1069132284
206,5,6,1070146467
207,5,7,1071197559
208,5,8,1072208386
209,5,9,1073158816
210,5,10,1073965800
211,5,11,1074525320
212,5,12,1075134333
213,5,13,1075797033
214,5,14,1076518873
215,5,15,1077305724
216,5,16,1078163879
217,5,17,1079101725
218,5,18,1080127652
219,5,19,1081249209
220,5,20,1082304076
221,5,21,1082965937
222,5,22,1083678969
223,5,23,1084446946
224,5,24,1085274482
225,5,25,1086165772
226,5,26,1087126058
227,5,27,1088160583
228,5,28,1089275009
229,5,29,1090475629
230,5,30,1091144096
231,5,31,1091840770
232,5,32,1092591236
233,5,33,1093399793
234,5,34,1094270845
235,5,35,1095209216
236,5,36,1096220148
237,5,37,1097309199
238,5,38,1098482346
239,5,39,1099326974
240,5,40,1100007762
241,6,1,1065353216
242,6,2,1066192077
243,6,3,1067141667
244,6,4,1068116423
245,6,5,1069103763
246,6,6,1070152339
247,6,7,1071262151
248,6,8,1072360220
249,6,9,1073430607
250,6,10,1074180968
251,6,11,1074842829
252,6,12,1075580607
253,6,13,1076404788
254,6,14,1077325857
255,6,15,1078356817
256,6,16,1079512347
257,6,17,1080810485
258,6,18,1082200687
259,6,19,1083022980
260,6,20,1083951179
261,6,21,1084972283
262,6,22,1086095308
263,6,23,1087330530
264,6,24,1088689904
265,6,25,1090184544
266,6,26,1091174190
267,6,27,1092078377
268,6,28,1093073371
269,6,29,1094167770
270,6,30,1095371535
271,6,31,1096695677
272,6,32,1098152254
273,6,33,1099331168
274,6,34,1100212496
275,6,35,1101181800
276,6,36,1102248149
277,6,37,1103421139
278,6,38,1104711569
279,6,39,1106130921
280,6,40,1107494149
