"rownum","MonsterVariety","f32_16","MonsterHeightBracket","i32_36","i32_40"
79,214,65.95,8,0,0
80,215,111.84,0,0,0
81,217,209.73,2,0,0
82,218,111.84,0,0,0
83,219,209.73,2,0,0
84,220,209.73,2,0,0
85,221,167.25,2,0,0
86,223,167.25,2,0,0
87,224,179.93,2,0,0
88,226,342.17,4,0,0
89,230,190.07,2,0,0
90,232,140.32,2,0,0
91,233,172.21,2,0,0
92,235,199.3,2,0,0
93,236,234.17,2,0,0
94,237,234.17,2,0,0
95,241,203.73,3,0,0
96,242,170.49,2,0,0
97,243,170.49,2,0,0
98,244,170.49,2,0,0
99,245,170.49,2,0,0
100,246,170.49,2,0,0
101,247,170.49,2,0,0
102,259,87.18,8,0,0
103,260,258.32,3,0,0
104,261,120.93,2,0,0
105,271,348.77,4,0,0
106,274,161.39,2,0,0
107,276,76.71,7,0,0
108,278,76.71,7,0,0
109,279,76.71,7,0,0
110,280,189.21,2,0,0
111,282,208.69,2,0,0
112,283,208.69,2,0,0
113,284,189.75,2,0,0
114,285,189.75,2,0,0
115,286,208.69,2,0,0
116,290,203.31,2,0,0
117,291,208.69,2,0,0
118,300,192.38,2,0,0
119,301,192.38,2,0,0
120,304,195.6,2,0,0
121,306,195.6,2,0,0
122,308,193.29,2,0,0
123,310,193.29,2,0,0
124,312,195.6,2,0,0
125,313,195.6,2,0,0
126,314,193.29,2,0,0
127,315,195.6,2,0,0
128,316,195.6,2,0,0
129,317,186.23,2,0,0
130,318,191.48,2,0,0
131,320,170.91,2,0,0
132,321,170.91,2,0,0
133,322,116.03,0,0,0
134,323,210.16,2,0,0
135,324,232.99,3,0,0
136,326,172.21,2,0,0
137,327,146.62,0,0,0
138,328,110,0,0,0
139,329,110,0,0,0
140,331,110,0,0,0
141,332,146.38,2,0,0
142,333,189.21,2,0,0
143,337,189.21,2,0,0
144,340,189.21,2,0,0
145,343,189.21,2,0,0
146,353,268.81,2,0,0
147,354,267.28,2,0,0
148,360,177.29,2,0,0
149,361,177.29,2,0,0
150,362,177.29,2,0,0
151,363,120.32,0,0,0
152,364,0,8,0,0
153,366,0,8,0,0
154,367,186.46,2,0,0
155,368,283.6,3,0,0
156,371,600,5,0,0
157,373,199.18,2,0,0
158,376,191.5,3,0,0
159,379,191.5,3,0,0
160,383,141.58,2,0,0
161,387,141.58,2,0,0
162,392,222.36,3,0,0
163,393,222.36,3,0,0
164,394,222.36,3,0,0
165,395,190.43,2,0,0
166,396,190.43,2,0,0
167,397,190.43,2,0,0
168,398,173.88,2,0,0
169,399,175.62,2,0,0
170,409,222.36,3,0,0
171,410,222.36,3,0,0
172,411,222.36,3,0,0
173,412,222.36,3,0,0
174,413,222.36,3,0,0
175,414,222.36,3,0,0
176,415,199.05,2,0,0
177,416,199.05,2,0,0
178,417,199.05,2,0,0
179,418,199.05,2,0,0
180,419,199.05,2,0,0
181,420,199.05,2,0,0
182,421,199.05,2,0,0
183,422,199.05,2,0,0
184,423,199.05,2,0,0
185,424,184.71,2,0,0
186,425,175.62,2,0,0
187,429,222.36,3,0,0
188,430,222.36,3,0,0
189,431,222.36,3,0,0
190,432,204.75,2,0,0
191,433,204.75,2,0,0
192,434,204.75,2,0,0
193,435,204.75,2,0,0
194,436,204.75,2,0,0
195,437,193.66,2,0,0
196,438,180.45,2,0,0
197,439,261.92,3,0,0
198,440,179,2,0,0
199,445,38.54,8,0,0
200,447,38.54,8,0,0
201,572,116.64,2,0,0
202,574,116.64,2,0,0
203,577,19.88,8,0,0
204,578,19.88,8,0,0
205,580,42.21,8,0,0
206,581,54.76,8,0,0
207,583,54.76,8,0,0
208,585,128.82,0,0,0
209,587,128.82,0,0,0
210,588,242.51,3,0,0
211,590,253.24,4,0,0
212,591,54.76,8,0,0
213,593,244.97,3,0,0
214,596,97.01,7,0,0
215,597,240.86,3,0,0
216,600,179.92,2,0,0
217,602,179.92,2,0,0
218,603,180.57,2,0,0
219,604,180.3,2,0,0
220,605,179.92,2,0,0
221,606,210.94,2,0,0
222,608,188.96,2,0,0
223,614,241.51,4,0,0
224,618,188.96,2,0,0
225,620,414.08,5,0,0
226,624,112.71,0,0,0
227,628,243.28,3,0,0
228,631,231.86,4,0,0
229,634,148.04,2,0,0
230,636,148.04,2,0,0
231,638,148.04,2,0,0
232,643,148.04,2,0,0
233,650,168.54,2,0,0
234,653,119.44,0,0,0
235,655,176.45,2,0,0
236,656,358.33,5,0,0
237,658,191.47,3,0,0
238,659,97.68,7,0,0
239,660,97.68,7,0,0
240,663,217.36,3,0,0
241,671,215.79,2,0,0
242,673,112.44,2,0,0
243,674,98.38,7,0,0
244,680,189.97,2,0,0
245,682,189.97,2,0,0
246,684,190.26,2,0,0
247,685,189.97,2,0,0
248,686,231.87,3,0,0
249,687,220.71,2,0,0
250,688,193.49,2,0,0
251,689,250,3,0,0
252,690,250,3,0,0
253,691,177.51,2,0,0
254,692,177.51,2,0,0
255,699,177.51,2,0,0
256,700,177.51,2,0,0
257,701,177.51,2,0,0
258,702,177.51,2,0,0
259,703,177.51,2,0,0
260,704,177.51,2,0,0
261,705,177.51,2,0,0
262,706,177.51,2,0,0
263,707,257.32,4,0,0
264,708,214.52,2,0,0
265,709,234.17,3,0,0
266,710,189.97,2,0,0
267,711,144.75,2,0,0
268,712,105.38,0,0,0
269,713,281.48,3,0,0
270,714,210.94,2,0,0
271,716,223.04,3,0,0
272,720,220.71,2,0,0
273,723,224.78,3,0,0
274,730,189.21,2,0,0
275,731,189.21,2,0,0
276,732,189.21,2,0,0
277,733,189.21,2,0,0
278,734,189.21,2,0,0
279,737,188.99,2,0,0
280,739,188.99,2,0,0
281,741,188.99,2,0,0
282,743,188.99,2,0,0
283,746,106.75,7,0,0
284,747,106.75,0,0,0
285,749,106.75,0,0,0
286,751,134.5,2,0,0
287,755,201.03,2,0,0
288,759,125.86,2,0,0
289,765,89.57,7,0,0
290,771,96.14,7,0,0
291,773,207.42,2,0,0
292,775,176.97,2,0,0
293,776,176.97,2,0,0
294,777,189.71,2,0,0
295,778,322.86,4,0,0
296,779,291.17,3,0,0
297,780,213.09,2,0,0
298,781,12.75,8,0,0
299,783,127.49,0,0,0
300,785,272.21,3,0,0
301,790,171.52,2,0,0
302,792,183.85,2,0,0
303,794,189.57,2,0,0
304,797,90.45,7,0,0
305,798,299.06,3,0,0
306,801,151.26,2,0,0
307,803,182.92,2,0,0
308,804,179.99,2,0,0
309,805,179.99,2,0,0
310,806,154.91,2,0,0
311,807,209.56,2,0,0
312,810,312.74,5,0,0
313,811,236.2,2,0,0
314,812,174.65,2,0,0
315,813,174.65,2,0,0
316,814,174.65,2,0,0
317,815,174.65,2,0,0
318,816,174.65,2,0,0
319,817,184.56,4,0,0
320,819,184.56,3,0,0
321,822,206.17,2,0,0
322,823,181.22,2,0,0
323,824,181.22,2,0,0
324,825,181.22,2,0,0
325,826,191.75,2,0,0
326,829,206.17,2,0,0
327,830,181.22,2,0,0
328,832,215.28,3,0,0
329,833,181.22,2,0,0
330,834,191.75,2,0,0
331,837,215.28,3,0,0
332,838,156.83,2,0,0
333,839,181.22,2,0,0
334,840,254.38,3,0,0
335,841,246.12,2,0,0
336,842,265.85,3,0,0
337,844,12.75,8,0,0
338,845,12.75,8,0,0
339,846,132.2,0,0,0
340,847,136.57,0,0,0
341,848,148.55,2,0,0
342,849,113.05,0,0,0
343,850,209.4,2,0,0
344,851,114.59,0,0,0
345,852,146.4,2,0,0
346,856,192.51,3,0,0
347,857,192.51,3,0,0
348,858,124.85,0,0,0
349,859,133.87,0,0,0
350,860,150.07,2,0,0
351,861,80.97,7,0,0
352,862,188.31,2,0,0
353,863,126.04,0,0,0
354,864,126.04,0,0,0
355,866,193.69,2,0,0
356,867,189.23,2,0,0
357,868,199.4,2,0,0
358,869,193.35,2,0,0
359,874,186.35,2,0,0
360,875,173.68,2,0,0
361,876,183.3,2,0,0
362,877,182.73,2,0,0
363,878,186.35,2,0,0
364,886,217.31,2,0,0
365,887,114.06,0,0,0
366,888,264.41,3,0,0
367,895,89.15,7,0,0
368,897,89.15,7,0,0
369,898,191.73,4,0,0
370,899,172.32,2,0,0
371,900,191.79,2,0,0
372,901,177.09,2,0,0
373,902,12.05,8,0,0
374,903,176.22,2,0,0
375,904,176.22,2,0,0
376,905,176.06,2,0,0
377,907,174.36,2,0,0
378,908,174.36,2,0,0
379,8,203.04,2,0,0
380,43,194.72,2,0,0
381,44,170.94,2,0,0
382,45,175.21,2,0,0
383,46,189.49,2,0,0
384,47,185.32,2,0,0
385,48,181.8,2,0,0
386,49,194.72,2,0,0
387,50,170.94,2,0,0
388,51,175.21,2,0,0
389,52,189.49,2,0,0
390,53,185.32,2,0,0
391,54,181.8,2,0,0
392,61,0,8,0,0
393,62,63.91,7,0,0
394,63,0,8,0,0
395,64,0,8,0,0
396,65,0,8,0,0
397,66,0,8,0,0
398,150,242.66,4,0,0
399,187,181.27,2,0,0
400,188,181.27,2,0,0
401,189,181.27,2,0,0
402,190,181.27,2,0,0
403,204,191.38,2,0,0
404,205,191.38,2,0,0
405,248,170.49,2,0,0
406,275,105.83,7,0,0
407,287,208.69,2,0,0
408,288,189.75,2,0,0
409,289,189.75,2,0,0
410,325,257.32,3,0,0
411,365,0,8,0,0
412,599,240.86,3,0,0
413,626,112.71,0,0,0
414,627,112.71,0,0,0
415,630,243.28,3,0,0
416,645,148.04,2,0,0
417,647,148.04,2,0,0
418,678,290.53,3,0,0
419,727,168.06,8,0,0
420,728,168.06,2,0,0
421,729,0,8,0,0
422,795,171.52,2,0,0
423,796,183.85,2,0,0
424,853,146.4,2,0,0
425,854,135.58,2,0,0
426,855,59.26,8,0,0
427,931,114.59,0,0,0
428,932,185.16,2,0,0
429,933,185.16,2,0,0
430,934,185.16,2,0,0
431,937,146.91,2,0,0
432,938,212.39,3,0,0
433,945,168.02,2,0,0
434,950,266.64,3,0,0
435,954,266.64,3,0,0
436,955,266.64,3,0,0
437,956,261.9,3,0,0
438,958,208.09,2,0,0
439,960,208.09,2,0,0
440,961,183.68,2,0,0
441,962,183.68,2,0,0
442,964,183.68,2,0,0
443,965,66.31,7,0,0
444,966,66.31,7,0,0
445,968,66.31,7,0,0
446,969,252.31,3,0,0
447,970,39.39,8,0,0
448,971,99.69,7,0,0
449,972,99.69,7,0,0
450,973,225.15,2,0,0
451,974,224.95,2,0,0
452,975,178.45,2,0,0
453,976,189.19,2,0,0
454,977,178.45,2,0,0
455,981,192.81,2,0,0
456,982,102.48,0,0,0
457,983,172.7,2,0,0
458,984,245.23,3,0,0
459,985,169.08,2,0,0
460,986,182.62,2,0,0
461,987,182.49,3,0,0
462,988,209.14,2,0,0
463,993,12.05,8,0,0
464,994,178.7,2,0,0
465,995,178.7,2,0,0
466,996,178.7,2,0,0
467,997,178.7,2,0,0
468,1001,175.85,2,0,0
469,1004,175.85,2,0,0
470,1007,175.85,2,0,0
471,1013,175.85,2,0,0
472,1015,175.85,2,0,0
473,1020,175.96,2,0,0
474,1022,175.96,2,0,0
475,1025,175.96,2,0,0
476,1029,175.96,2,0,0
477,1031,175.96,2,0,0
478,1033,174.48,2,0,0
479,1035,174.48,2,0,0
480,1038,174.48,2,0,0
481,1042,174.48,2,0,0
482,1044,174.48,2,0,0
483,1046,176.93,2,0,0
484,1047,192.36,2,0,0
485,1048,176.73,2,0,0
486,1050,176.73,2,0,0
487,1051,270.89,3,0,0
488,1053,314.47,4,0,0
489,1055,314.47,4,0,0
490,1056,251.24,3,0,0
491,1057,251.24,3,0,0
492,1060,158.53,2,0,0
493,1061,207.63,3,0,0
494,1062,204.9,3,0,0
495,1063,79.34,8,0,0
496,1064,194.31,2,0,0
497,1065,237.23,2,0,0
498,1066,194.31,2,0,0
499,1067,192.36,2,0,0
500,1068,158.53,2,0,0
501,1069,158.53,2,0,0
502,1070,12.05,8,0,0
503,1071,130.67,0,0,0
504,1072,11.66,8,0,0
505,1073,175.28,2,0,0
506,1075,175.28,2,0,0
507,1076,175.28,2,0,0
508,1077,175.28,2,0,0
509,1079,178.55,2,0,0
510,1089,174.48,2,0,0
511,1090,192.94,2,0,0
512,1091,174.48,2,0,0
513,1092,174.48,2,0,0
514,1093,175.67,2,0,0
515,1095,179.06,2,0,0
516,1096,179.06,2,0,0
517,1098,179.06,2,0,0
518,1099,179.06,2,0,0
519,1100,176.75,2,0,0
520,1101,176.75,2,0,0
521,1102,176.75,2,0,0
522,1103,176.75,2,0,0
523,1104,176.75,2,0,0
524,1106,167.81,2,0,0
525,1107,167.81,2,0,0
526,1108,192.8,3,0,0
527,1109,113.84,0,0,0
528,1111,79.34,7,0,0
529,1112,161.07,3,0,0
530,1114,0,8,0,0
531,1115,0,8,0,0
532,1116,0,8,0,0
533,1118,0,8,0,0
534,1121,186.06,2,0,0
535,1122,174.35,2,0,0
536,1124,174.85,2,0,0
537,1126,185.29,2,0,0
538,1128,185.29,2,0,0
539,1130,183.75,2,0,0
540,1132,299.42,3,0,0
541,1133,175.21,2,0,0
542,1135,268.19,3,0,0
543,1138,147.74,2,0,0
544,1139,152.86,2,0,0
545,1141,223.06,2,0,0
546,1142,223.06,2,0,0
547,1146,235.74,2,0,0
548,1147,190.39,2,0,0
549,1150,186.33,2,0,0
550,1156,194.73,2,0,0
551,1157,182.79,4,0,0
552,1161,0,8,0,0
553,1162,0,8,0,0
554,1163,0,8,0,0
555,1164,0,8,0,0
556,1170,174.67,2,0,0
557,1171,189.11,2,0,0
558,1172,175.25,2,0,0
559,1173,180.16,2,0,0
560,1174,180.16,2,0,0
561,1175,286.97,3,0,0
562,1177,16.89,8,0,0
563,1181,181.06,2,0,0
564,1183,90.38,0,0,0
565,1184,189.93,2,0,0
566,1185,197.5,2,0,0
567,1186,197.5,2,0,0
568,1187,197.5,2,0,0
569,1188,189.93,2,0,0
570,1189,189.93,2,0,0
571,1190,75.97,7,0,0
572,1191,158.08,2,0,0
573,1192,326.31,4,0,0
574,1193,276.34,3,0,0
575,1194,250.68,3,0,0
576,1195,219.83,2,0,0
577,1196,200.87,2,0,0
578,1197,200.87,2,0,0
579,1199,365.8,4,0,0
580,1200,264.62,3,0,0
581,1201,286.83,3,0,0
582,1202,274.65,2,0,0
583,1203,184.24,2,0,0
584,1204,89.5,8,0,0
585,1205,112.44,2,0,0
586,1206,189.21,2,0,0
587,1208,179.99,2,0,0
588,1209,151.03,2,0,0
589,1210,222.39,2,0,0
590,1215,155.02,2,0,0
591,1216,143.42,2,0,0
592,1217,141.21,2,0,0
593,1218,140.87,2,0,0
594,1219,160.52,2,0,0
595,1220,143.42,2,0,0
596,1221,227.26,2,0,0
597,1224,322.37,4,0,0
598,1225,213.36,2,0,0
599,1226,191.49,3,0,0
600,1228,152.26,0,0,0
601,1229,152.26,0,0,0
602,1230,99.69,7,0,0
603,1231,99.69,7,0,0
604,1232,99.69,7,0,0
605,1233,189.21,2,0,0
606,1234,189.21,2,0,0
607,1235,189.21,2,0,0
608,1236,189.21,2,0,0
609,1237,189.21,2,0,0
610,1238,189.21,2,0,0
611,1239,181.27,2,0,0
612,1240,181.27,2,0,0
613,1241,181.27,2,0,0
614,1242,181.27,2,0,0
615,1244,154.53,0,0,0
616,1245,180.07,2,0,0
617,1246,179.52,2,0,0
618,1247,179.52,2,0,0
619,1248,171.96,2,0,0
620,1249,183.41,2,0,0
621,1251,201.67,2,0,0
622,1252,177.98,2,0,0
623,1253,198.06,3,0,0
624,1254,190.31,2,0,0
625,1255,140.32,2,0,0
626,1256,93.25,0,0,0
627,1257,179.93,2,0,0
628,1258,237.21,4,0,0
629,1261,186.07,5,0,0
630,1263,183.1,7,0,0
631,1264,0,8,0,0
632,1265,423.36,5,0,0
633,1266,126.15,0,0,0
634,1267,250,3,0,0
635,1268,250,3,0,0
636,1269,314.21,4,0,0
637,1271,125,0,0,0
638,1272,100.86,0,0,0
639,1273,125,7,0,0
640,1274,100.86,7,0,0
641,1275,222.38,3,0,0
642,1276,222.38,3,0,0
643,1278,86.72,7,0,0
644,1281,86.72,7,0,0
645,1282,191.9,2,0,0
646,1283,153.85,2,0,0
647,1285,153.98,2,0,0
648,1288,127.26,0,0,0
649,1291,179.99,2,0,0
650,1292,244.9,4,0,0
651,1294,597.18,5,0,0
652,1296,117.76,0,0,0
653,1297,117.76,0,0,0
654,1298,87.42,7,0,0
655,1299,84.06,2,0,0
656,1300,84.06,0,0,0
657,1301,84.06,8,0,0
658,1302,175.46,2,0,0
659,1303,132.28,0,0,0
660,1304,170.86,2,0,0
661,1305,179.67,2,0,0
662,1307,135.97,0,0,0
663,1308,88.06,7,0,0
664,1310,175.04,2,0,0
665,1313,289.01,3,0,0
666,1315,182.17,2,0,0
667,1319,202.11,2,0,0
668,1323,202.11,2,0,0
669,1326,218.47,2,0,0
670,1340,135.29,2,0,0
671,1342,135.29,2,0,0
672,1343,138.19,7,0,0
673,1344,81.38,0,0,0
674,1345,201.56,2,0,0
675,1348,429.34,5,0,0
676,1349,0,8,0,0
677,1350,0,8,0,0
678,1351,0,8,0,0
679,1352,471.02,5,0,0
680,1355,209.79,2,0,0
681,1356,201.83,2,0,0
682,1357,201.56,2,0,0
683,1358,221.6,2,0,0
684,1359,202.11,2,0,0
685,1360,221.6,2,0,0
686,1361,154.14,7,0,0
687,1362,174.56,2,0,0
688,1363,108.18,0,0,0
689,1364,170.24,2,0,0
690,1365,209.04,2,0,0
691,1367,77.08,7,0,0
692,1368,73.97,7,0,0
693,1369,214.85,2,0,0
694,1370,118.2,0,0,0
695,1371,115.93,0,0,0
696,1372,77.08,7,0,0
697,1373,77.08,7,0,0
698,1374,251.13,3,0,0
699,1375,118.2,0,0,0
700,1376,115.93,0,0,0
701,1377,77.08,7,0,0
702,1378,77.08,7,0,0
703,1379,247.59,3,0,0
704,1380,190.05,2,0,0
705,1383,205.69,2,0,0
706,1384,145,2,0,0
707,1392,210.45,2,0,0
708,1393,248.74,3,0,0
709,1394,256.93,4,0,0
710,1400,202.83,2,0,0
711,1402,202.83,4,0,0
712,1404,283.09,3,0,0
713,1412,183.01,2,0,0
714,1420,183.65,3,0,0
715,1424,183.85,2,0,0
716,1425,182.17,2,0,0
717,1427,201.47,2,0,0
718,1429,202.11,2,0,0
719,1431,0,8,0,0
720,1433,179.28,2,0,0
721,1434,328.77,4,0,0
722,1769,166.26,2,0,0
723,1449,187.7,2,0,0
724,1453,260.77,3,0,0
725,1454,179.95,2,0,0
726,1455,333.2,4,0,0
727,1457,231.03,2,0,0
728,1458,482.57,5,0,0
729,1462,241.29,3,0,0
730,1469,105.06,0,0,0
731,1471,218.07,2,0,0
732,1473,188.96,2,0,0
733,1475,241.51,3,0,0
734,446,38.54,8,0,0
735,882,186.35,2,0,0
736,935,185.16,2,0,0
737,1074,175.28,2,0,0
738,1119,0,8,0,0
739,1144,223.06,2,0,0
740,1145,223.06,2,0,0
741,1149,190.39,2,0,0
742,1477,230.1,2,0,0
743,1478,149.88,2,0,0
744,1485,55,7,0,0
745,1489,189.23,2,0,0
746,1490,189.23,2,0,0
747,1491,189.05,2,0,0
748,1492,193.35,2,0,0
749,1493,189.23,2,0,0
750,1494,189.23,2,0,0
751,1495,189.23,2,0,0
752,1496,189.23,2,0,0
753,1497,181.27,2,0,0
754,1498,0,8,0,0
755,15,320.62,2,0,0
756,18,250,3,0,0
757,68,0,8,0,0
758,69,1145.24,5,0,0
759,71,1145.24,5,0,0
760,74,0,8,0,0
761,75,0,8,0,0
762,128,176.89,2,0,0
763,129,206.18,2,0,0
764,130,226.77,2,0,0
765,131,178.8,2,0,0
766,133,212.82,3,0,0
767,159,163.78,2,0,0
768,249,170.49,2,0,0
769,250,170.49,2,0,0
770,251,170.49,2,0,0
771,252,170.49,2,0,0
772,253,170.49,2,0,0
773,255,170.49,2,0,0
774,257,170.49,2,0,0
775,330,110,0,0,0
776,335,189.21,2,0,0
777,346,189.21,2,0,0
778,349,189.21,2,0,0
779,351,189.21,2,0,0
780,355,178.05,2,0,0
781,356,178.05,2,0,0
782,357,176.75,2,0,0
783,358,177.92,2,0,0
784,359,177.92,2,0,0
785,381,0,8,0,0
786,391,190.43,2,0,0
787,400,222.36,3,0,0
788,401,228.64,3,0,0
789,402,222.36,3,0,0
790,403,190.43,2,0,0
791,404,190.5,2,0,0
792,405,190.43,2,0,0
793,406,190.43,2,0,0
794,407,190.43,2,0,0
795,408,173.88,2,0,0
796,426,85.16,7,0,0
797,428,109.98,0,0,0
798,594,244.97,3,0,0
799,661,207.09,2,0,0
800,767,89.57,7,0,0
801,768,863.01,5,0,0
802,784,127.49,0,0,0
803,1117,0,8,0,0
804,1407,209.73,2,0,0
805,1409,170.49,2,0,0
806,1410,170.49,2,0,0
807,1411,170.49,2,0,0
808,1436,139.92,0,0,0
809,1437,139.36,0,0,0
810,1438,139.36,0,0,0
811,1439,139.92,0,0,0
812,1440,139.92,0,0,0
813,1441,139.36,0,0,0
814,1442,139.92,0,0,0
815,1443,139.36,0,0,0
816,1444,139.36,0,0,0
817,1445,139.36,0,0,0
818,1446,139.36,0,0,0
819,1447,139.92,0,0,0
820,1448,139.92,0,0,0
821,1450,186.02,2,0,0
822,1451,159.95,2,0,0
823,1452,179.95,2,0,0
824,1466,241.29,4,0,0
825,1467,121.85,2,0,0
826,1501,405.79,5,0,0
827,1499,405.79,5,0,0
828,1505,96.12,7,0,0
829,1506,96.12,7,0,0
830,1507,147.4,2,0,0
831,1508,147.4,2,0,0
832,1509,210.59,2,0,0
833,1512,209.82,2,0,0
834,1514,210.04,2,0,0
835,1516,231.26,4,0,0
836,1520,200.43,3,0,0
837,1524,0,8,0,0
838,1525,200.43,3,0,0
839,1526,208.26,5,0,0
840,1529,208.26,5,0,0
841,1531,177.29,2,0,0
842,1533,177.29,2,0,0
843,1535,223.53,2,0,0
844,1537,281.48,3,0,0
845,1538,249.63,4,0,0
846,1543,212.36,3,0,0
847,1545,193.98,2,0,0
848,1546,207.39,2,0,0
849,1547,250,3,0,0
850,16,1568.92,5,0,0
851,76,1145.24,5,0,0
852,77,10.24,8,0,0
853,132,0,8,0,0
854,281,208.69,2,0,0
855,441,179,2,0,0
856,595,119.42,0,0,0
857,667,217.36,3,0,0
858,772,96.14,2,0,0
859,865,126.04,0,0,0
860,919,195.32,2,0,0
861,920,195.32,2,0,0
862,921,195.32,2,0,0
863,922,193.21,2,0,0
864,923,193.21,2,0,0
865,924,193.21,2,0,0
866,925,193.21,2,0,0
867,926,227.22,2,0,0
868,927,144.75,2,0,0
869,928,105.38,0,0,0
870,929,281.48,3,0,0
871,930,194.24,2,0,0
872,998,178.7,2,0,0
873,1140,0,8,0,0
874,1168,0,8,0,0
875,1169,0,8,0,0
876,1406,0,8,0,0
877,1408,153.68,2,0,0
878,1503,405.79,5,0,0
879,1511,210.59,2,0,0
880,1553,200.61,2,0,0
881,1557,172.69,2,0,0
882,1560,78.91,7,0,0
883,1561,175.28,2,0,0
884,1562,175.71,2,0,0
885,1563,175.71,2,0,0
886,1564,220.53,2,0,0
887,1568,180.05,2,0,0
888,1569,244.09,3,0,0
889,1574,180.05,2,0,0
890,1576,285.54,4,0,0
891,1577,0,8,0,0
892,1579,201.56,2,0,0
893,1580,14.35,8,0,0
894,1581,194.24,2,0,0
895,1582,201.35,3,0,0
896,1584,294.91,3,0,0
897,1585,306.85,4,0,0
898,1588,78.91,7,0,0
899,1589,199.2,2,0,0
900,9,203.04,2,0,0
901,17,1568.92,5,0,0
902,70,1145.24,5,0,0
903,78,0,8,0,0
904,84,0,8,0,0
905,176,62.39,0,0,0
906,183,181.27,2,0,0
907,184,181.27,2,0,0
908,185,181.27,2,0,0
909,186,181.27,2,0,0
910,239,234.17,2,0,0
911,263,332.52,4,0,0
912,334,189.21,2,0,0
913,338,189.21,2,0,0
914,341,189.21,2,0,0
915,344,189.21,2,0,0
916,347,189.21,2,0,0
917,374,199.17,2,0,0
918,385,141.58,2,0,0
919,567,184.56,3,0,0
920,576,116.64,2,0,0
921,579,19.88,8,0,0
922,582,54.76,8,0,0
923,586,128.82,0,0,0
924,589,242.51,3,0,0
925,607,210.94,2,0,0
926,611,188.96,2,0,0
927,640,148.04,2,0,0
928,651,168.54,2,0,0
929,652,168.54,2,0,0
930,665,217.36,3,0,0
931,666,217.36,3,0,0
932,670,217.36,3,0,0
933,672,209,2,0,0
934,676,290.53,3,0,0
935,693,177.51,2,0,0
936,694,177.51,2,0,0
937,715,210.94,2,0,0
938,735,189.21,2,0,0
939,745,188.99,2,0,0
940,750,106.75,0,0,0
941,753,134.5,2,0,0
942,757,201.03,2,0,0
943,760,125.86,2,0,0
944,761,125.86,2,0,0
945,766,89.57,7,0,0
946,774,207.42,2,0,0
947,800,299.06,3,0,0
948,802,151.26,2,0,0
949,831,181.22,2,0,0
950,835,191.75,2,0,0
951,879,173.68,2,0,0
952,880,183.3,2,0,0
953,881,182.73,2,0,0
954,883,173.68,2,0,0
955,884,183.3,2,0,0
956,885,182.73,2,0,0
957,1002,174.19,2,0,0
958,1005,174.19,2,0,0
959,1006,174.19,2,0,0
960,1008,174.19,2,0,0
961,1009,174.19,2,0,0
962,1014,174.19,2,0,0
963,1016,174.19,2,0,0
964,1017,174.19,2,0,0
965,1021,174.19,2,0,0
966,1023,174.19,2,0,0
967,1024,174.19,2,0,0
968,1026,174.19,2,0,0
969,1027,174.19,2,0,0
970,1030,174.19,2,0,0
971,1032,174.19,2,0,0
972,1034,174.23,2,0,0
973,1036,174.23,2,0,0
974,1037,174.23,2,0,0
975,1039,174.23,2,0,0
