"rownum","Id","Runes","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","RuneCountRequired","MinLevelReq","MaxLevelReq","Reward","RewardCount","rid_64","rid_80","string_96","string_104","bool_112","i32_113","bool_117","i32_118","QuestFlag","Category","RuneWeights","DisabledText"
21,"2SlotLesserStoneRune1","[6,1]","","","","","","","","","","",2,1,100,639,1,"","","","",1,4829,"",0,"",1,"[10,12,51,92,125]",""
22,"2SlotLesserBodyRune1","[6,10]","","","","","","","","","","",2,1,100,635,1,"","","","",1,4829,"",0,"",1,"[12,15,51]",""
23,"2SlotLesserMindRune1","[8,10]","","","","","","","","","","",2,1,100,636,1,"","","","",1,4829,"",0,"",1,"[9,15,64]",""
24,"2SlotLesserWardRune1","[8,18]","","","","","","","","","","",2,1,100,5065,1,"","","","",1,4829,"",0,"",1,"[9,14,59,64]",""
25,"2SlotLesserChargingRune1","[12,14]","","","","","","","","","","",2,1,100,5069,1,"","","","",1,4829,"",0,"",1,"[13,35,81,87,124,158,159]",""
26,"2SlotVisionRune1","[13,11]","","","","","","","","","","",2,1,100,630,1,"","","","",1,4829,"",0,"",1,"[27,33,57]",""
27,"2SlotGlacialRune1","[18,12]","","","","","","","","","","",2,1,100,622,1,"","","","",1,4829,"",0,"",1,"[18,21,29,32,68]",""
28,"2SlotAdeptRune1","[18,13]","","","","","","","","","","",2,1,100,666,1,"","","","",1,4829,"",0,"",1,"[18,24,29,39,68,102,130]",""
29,"2SlotIronRune1","[11,12]","","","","","","","","","","",2,1,100,624,1,"","","","",1,4829,"",0,"",1,"[20,21,31,32]",""
30,"2SlotDesertRune1","[21,12]","","","","","","","","","","",2,1,100,621,1,"","","","",1,4829,"",0,"",1,"[17,21,28,32]",""
31,"2SlotResolveRune1","[14,13]","","","","","","","","","","",2,1,100,670,1,"","","","",1,4829,"",0,"",1,"[19,24,30,39,102,130]",""
32,"2SlotBodyRune1","[11,17]","","","","","","","","","","",2,1,100,625,1,"","","","",1,4829,"",0,"",1,"[20,31]",""
33,"2SlotRebirthRune1","[13,11]","","","","","","","","","","",2,1,100,627,1,"","","","",1,4829,"",0,"",1,"[27,33,57]",""
34,"2SlotStormRune1","[14,12]","","","","","","","","","","",2,1,100,623,1,"","","","",1,4829,"",0,"",1,"[19,21,30,32]",""
35,"2SlotMindRune1","[17,0]","","","","","","","","","","",2,1,100,626,1,"","","","",1,4829,"",0,"",1,"[5,23,73,83,127]",""
36,"2SlotInspirationRune1","[10,11]","","","","","","","","","","",2,1,100,628,1,"","","","",1,4829,"",0,"",1,"[27,33,57]",""
37,"2SlotRobustRune1","[21,13]","","","","","","","","","","",2,1,100,662,1,"","","","",1,4829,"",0,"",1,"[17,24,28,39,102,130]",""
38,"2SlotStoneRune1","[11,14]","","","","","","","","","","",2,1,100,629,1,"","","","",1,4829,"",0,"",1,"[20,31,87]",""
39,"2SlotWardRune1","[17,0]","","","","","","","","","","",2,1,100,5066,1,"","","","",1,4829,"",0,"",1,"[5,23,73,83,127]",""
40,"2SlotArtificersOrb2","[17,13]","","","","","","","","","","",2,1,100,35,2,"","","","",1,4829,"",0,"",0,"[23,24,39,73,102,130]",""
41,"2SlotOrbofAugmentation2","[16,14]","","","","","","","","","","",2,1,100,24,2,"","","","",1,4829,"",0,"",0,"[16,43,65,87,89]",""
42,"2SlotOrbofTransmutation2","[16,18]","","","","","","","","","","",2,1,100,13,2,"","","","",1,4829,"",0,"",0,"[14,16,43,59,65,89]",""
43,"2SlotRunicAlloy1","[7,15]","","","","","","","","","","",2,1,100,5043,1,"","","","",1,4424,"",0,"",3,"[11,34,40,66,76,86,99,101,120,133,137,139,153]",9554
44,"2SlotUncutSpiritGem1","[16,19]","Uncut Spirit Gem","Gemme d'esprit brute","Ungeschnittene Willegemme","スピリットジェムの原石","미가공 정신력 젬","Gema Espiritual Bruta","Неогранённый камень духа","Gema de espíritu sin tallar","หินพลังวิญญาณหยาบ","精魂寶石",2,1,100,"",1,"","","","",1,4829,"",0,"",2,"[16,25,43,65,89]",""
45,"2SlotGlassblowersBauble1","[24,19]","","","","","","","","","","",2,1,100,28,1,"","","","",1,4829,"",0,"",0,"[25,48,69]",""
46,"2SlotGemcuttersPrism1","[23,19]","","","","","","","","","","",2,1,100,29,1,"","","","",1,4829,"",0,"",0,"[25,70]",""
47,"2SlotRegalOrb2","[12,19]","","","","","","","","","","",2,1,100,21,2,"","","","",1,4829,"",0,"",0,"[13,25,35,81,124,158,159]",""
48,"2SlotArmourersScrap4","[18,7]","","","","","","","","","","",2,1,100,6,4,"","","","",1,4829,"",0,"",0,"[18,26,29,42,68]",""
49,"2SlotArcanistsEtcher4","[14,7]","","","","","","","","","","",2,1,100,1,4,"","","","",1,4829,"",0,"",0,"[19,26,30,42]",""
50,"2SlotBlacksmithsWhetstone4","[21,7]","","","","","","","","","","",2,1,100,0,4,"","","","",1,4829,"",0,"",0,"[17,26,28,42]",""
51,"3SlotChargingRune1","[23,14,6]","","","","","","","","","","",3,1,100,5070,1,"","","","",1,4829,"",0,"",1,"[52,70,87]",""
52,"3SlotGreaterVisionRune1","[13,11,1]","","","","","","","","","","",3,1,100,650,1,"","","","",1,4829,"",0,"",1,"[33,57]",""
53,"3SlotGreaterGlacialRune1","[18,12,21]","","","","","","","","","","",3,1,100,642,1,"","","","",1,4829,"",0,"",1,"[29,32,68]",""
54,"3SlotGreaterAdeptRune1","[18,13,2]","","","","","","","","","","",3,1,100,667,1,"","","","",1,4829,"",0,"",1,"[29,39,68,102,130]",""
55,"3SlotGreaterIronRune1","[11,12,19]","","","","","","","","","","",3,1,100,644,1,"","","","",1,4829,"",0,"",1,"[31,32]",""
56,"3SlotGreaterDesertRune1","[21,12,24]","","","","","","","","","","",3,1,100,641,1,"","","","",1,4829,"",0,"",1,"[28,32]",""
57,"3SlotGreaterResolveRune1","[14,13,24]","","","","","","","","","","",3,1,100,671,1,"","","","",1,4829,"",0,"",1,"[30,39,102,130]",""
58,"3SlotGreaterBodyRune1","[11,17,6]","","","","","","","","","","",3,1,100,645,1,"","","","",1,4829,"",0,"",1,"[31,52]",""
59,"3SlotGreaterRebirthRune1","[13,11,15]","","","","","","","","","","",3,1,100,647,1,"","","","",1,4829,"",0,"",1,"[33,53,57]",""
60,"3SlotGreaterStormRune1","[14,12,13]","","","","","","","","","","",3,1,100,643,1,"","","","",1,4829,"",0,"",1,"[30,32]",""
61,"3SlotGreaterMindRune1","[17,0,15]","","","","","","","","","","",3,1,100,646,1,"","","","",1,4829,"",0,"",1,"[53,73,83,127]",""
62,"3SlotGreaterInspirationRune1","[10,11,15]","","","","","","","","","","",3,1,100,648,1,"","","","",1,4829,"",0,"",1,"[33,53,57]",""
63,"3SlotGreaterRobustRune1","[21,13,21]","","","","","","","","","","",3,1,100,663,1,"","","","",1,4829,"",0,"",1,"[28,39,102,130]",""
64,"3SlotGreaterStoneRune1","[11,14,19]","","","","","","","","","","",3,1,100,649,1,"","","","",1,4829,"",0,"",1,"[31,87]",""
65,"3SlotGreaterWardRune1","[11,27,2]","","","","","","","","","","",3,1,100,5067,1,"","","","",1,4829,"",0,"",1,"[31,36,63]",""
66,"3SlotGreaterChargingRune1","[11,27,0]","","","","","","","","","","",3,1,100,5071,1,"","","","",1,4829,"",0,"",1,"[31,36,63]",""
67,"3SlotUniqueBodyArmour1","[19,16,22]","[Rarity|Unique] Body Armour","Armure [Rarity|Unique]","[Rarity|Einzigartige] Körperrüstung","[Rarity|ユニーク]アーマー","[Rarity|고유] 갑옷","Peitoral [Rarity|Único]","[Rarity|Уникальный] нательный доспех","Armadura [Rarity|única]","เสื้อเกราะ[Rarity|ยูนิค]","[Rarity|傳奇]胸甲",3,1,100,"",1,"","","","",1,4829,"",0,"",4,"[37,77,113,154]",""
68,"3SlotUniqueBoots1","[19,2,22]","[Rarity|Unique] Boots","Bottes [Rarity|Uniques]","[Rarity|Einzigartige] Stiefel","[Rarity|ユニーク]ブーツ","[Rarity|고유] 장화","Botas [Rarity|Únicas]","[Rarity|Уникальные] сапоги","Botas [Rarity|únicas]","รองเท้า[Rarity|ยูนิค]","[Rarity|傳奇]鞋子",3,1,100,"",1,"","","","",1,4829,"",0,"",4,"[37,77,113,126,154]",""
69,"3SlotUniqueGloves1","[19,2,22]","[Rarity|Unique] Gloves","Gants [Rarity|Uniques]","[Rarity|Einzigartige] Handschuhe","[Rarity|ユニーク]グローブ","[Rarity|고유] 장갑","Luvas [Rarity|Únicas]","[Rarity|Уникальные] перчатки","Guantes [Rarity|únicos]","ถุงมือ[Rarity|ยูนิค]","[Rarity|傳奇]手套",3,1,100,"",1,"","","","",1,4829,"",0,"",4,"[37,77,113,126,154]",""
70,"3SlotUniqueHelmet1","[19,3,22]","[Rarity|Unique] Helmet","Casque [Rarity|Unique]","[Rarity|Einzigartiger] Helm","[Rarity|ユニーク]ヘルメット","[Rarity|고유] 투구","Elmo [Rarity|Único]","[Rarity|Уникальный] шлем","Casco [Rarity|único]","หมวก[Rarity|ยูนิค]","[Rarity|傳奇]頭盔",3,1,100,"",1,"","","","",1,4829,"",0,"",4,"[37,77,113,154]",""
71,"3SlotArtificersOrb3","[6,13,16]","","","","","","","","","","",3,1,100,35,3,"","","","",1,4829,"",0,"",0,"[39,49,51,102,109,130]",""
72,"3SlotExaltedOrb2","[7,8,14]","","","","","","","","","","",3,1,100,18,2,"","","","",1,4829,"",0,"",0,"[34,41,46,58,66,84,86,101,139,153]",""
73,"3SlotChaosOrb1","[7,14,5]","","","","","","","","","","",3,1,100,3,1,"","","","",1,4829,"",0,"",0,"[34,45,66,86,87,101,139,153]",""
74,"3SlotRegalOrb3","[24,8,14]","","","","","","","","","","",3,1,100,21,3,"","","","",1,4829,"",0,"",0,"[41,46,48,58,69,84]",""
75,"3SlotRunicAlloy2","[13,15,16]","","","","","","","","","","",3,1,100,5043,2,"","","","",1,4424,"",0,"",3,"[40,49,76,99,109,120,133,137]",9554
76,"3SlotAdaptiveAlloy1","[24,15,6]","","","","","","","","","","",3,1,100,5044,1,"","","","",1,4424,"",0,"",3,"[40,48,52,69,76,99,120,133,137]",9554
77,"3SlotLesserJewellersOrb1","[16,8,12]","","","","","","","","","","",3,1,100,32,1,"","","","",1,4829,"",0,"",0,"[43,46,65,84,89,117]",""
78,"3SlotArmourersScrap6","[18,7,1]","","","","","","","","","","",3,1,100,6,6,"","","","",1,4829,"",0,"",0,"[29,42,68]",""
79,"3SlotArcanistsEtcher6","[14,7,17]","","","","","","","","","","",3,1,100,1,6,"","","","",1,4829,"",0,"",0,"[30,42]",""
80,"3SlotProtectiveAlloy1","[23,15,5]","","","","","","","","","","",3,1,100,5045,1,"","","","",1,4424,"",0,"",3,"[40,45,70,76,99,120,133,137]",9554
81,"3SlotBlacksmithsWhetstone6","[21,7,5]","","","","","","","","","","",3,1,100,0,6,"","","","",1,4829,"",0,"",0,"[28,42,45]",""
82,"3SlotGreaterOrbofAugmentation1","[4,25,3]","","","","","","","","","","",3,1,100,25,1,"","","","",1,4829,"",0,"",0,"[44,107]",""
83,"3SlotGlassblowersBauble2","[16,9,14]","","","","","","","","","","",3,1,100,28,2,"","","","",1,4829,"",0,"",0,"[41,43,58,65,89,94,128]",""
84,"3SlotGreaterOrbofTransmutation1","[4,25,1]","","","","","","","","","","",3,1,100,14,1,"","","","",1,4829,"",0,"",0,"[44,107]",""
85,"3SlotExpansiveAlloy1","[17,15,14]","","","","","","","","","","",3,1,100,5046,1,"","","","",1,4424,"",0,"",3,"[40,41,58,73,76,99,120,133,137]",9554
86,"3SlotDetonateLiving1","[12,1,19]","","","","","","","","","","",3,1,100,5229,1,"","","","",1,4829,"",0,"",2,"[35,81,92,124,125,158,159]",""
87,"3SlotEternalMarch1","[12,1,11]","","","","","","","","","","",3,1,100,5232,1,"","","","",1,4829,"",0,"",2,"[35,81,92,124,125,158,159]",""
88,"3SlotFragmentsofthePast1","[12,14,2]","","","","","","","","","","",3,1,100,5238,1,"","","","",1,4829,"",0,"",2,"[35,81,87,124,158,159]",""
89,"3SlotFrostFlameNova1","[12,1,0]","","","","","","","","","","",3,1,100,5216,1,"","","","",1,4829,"",0,"",2,"[35,81,92,124,125,158,159]",""
90,"3SlotRepulsion1","[12,24,11]","","","","","","","","","","",3,1,100,5224,1,"","","","",1,4829,"",0,"",2,"[35,81,124,158,159]",""
91,"3SlotRuneHazard1","[12,2,13]","","","","","","","","","","",3,1,100,5239,1,"","","","",1,4829,"",0,"",2,"[35,81,124,126,158,159]",""
92,"3SlotConcussiveRunes1","[12,16,18]","","","","","","","","","","",3,1,100,5214,1,"","","","",1,4829,"",0,"",2,"[35,81,124,158,159]",""
93,"3SlotBitterDead1","[15,1,27]","","","","","","","","","","",3,1,100,5231,1,"","","","",1,4829,"",0,"",2,"[47,80,92,125]",""
94,"3SlotGrimPillars1","[17,1,27]","","","","","","","","","","",3,1,100,5233,1,"","","","",1,4829,"",0,"",2,"[47,73,80,92,125]",""
95,"3SlotRemnantsofKalguur1","[23,14,27]","","","","","","","","","","",3,1,100,5235,1,"","","","",1,4829,"",0,"",2,"[47,70,80,87]",""
96,"3SlotVerisiumInfusion1","[8,24,27]","","","","","","","","","","",3,1,100,5222,1,"","","","",1,4829,"",0,"",2,"[47,64,80]",""
97,"3SlotVerisiumManifestation1","[15,21,27]","","","","","","","","","","",3,1,100,5234,1,"","","","",1,4829,"",0,"",2,"[47,54,80,91]",""
98,"3SlotRuneforgedBlades1","[17,10,27]","","","","","","","","","","",3,1,100,5221,1,"","","","",1,4829,"",0,"",2,"[47,73,80]",""
99,"3SlotScouringFlame1","[17,0,27]","","","","","","","","","","",3,1,100,5242,1,"","","","",1,4829,"",0,"",2,"[47,73,80,83,127]",""
100,"3SlotAnimusSplinters1","[1,23,3]","","","","","","","","","","",3,1,100,5241,1,"","","","",1,4829,"",0,"",2,"[50,90,108,111]",""
101,"3SlotExplosiveTransmutation1","[1,23,0]","","","","","","","","","","",3,1,100,5463,1,"","","","",1,4829,"",0,"",2,"[50,90,108,111]",""
102,"3SlotHollowShell1","[8,23,24]","","","","","","","","","","",3,1,100,5217,1,"","","","",1,4829,"",0,"",2,"[50,64,90,108]",""
103,"3SlotVoltaicBarrier1","[27,23,2]","","","","","","","","","","",3,1,100,5460,1,"","","","",1,4829,"",0,"",2,"[50,90,108]",""
104,"3SlotWardboundMinions1","[3,23,12]","","","","","","","","","","",3,1,100,5237,1,"","","","",1,4829,"",0,"",2,"[50,90,108,117]",""
105,"3SlotFistofKalguur1","[5,23,21]","","","","","","","","","","",3,1,100,5459,1,"","","","",1,4829,"",0,"",2,"[50,90,108]",""
106,"3SlotRunicExtraction1","[15,23,12]","","","","","","","","","","",3,1,100,5236,1,"","","","",1,4829,"",0,"",2,"[50,90,108,117]",""
107,"3SlotRunicInfusion1","[10,23,3]","","","","","","","","","","",3,1,100,5219,1,"","","","",1,4829,"",0,"",2,"[50,90,108]",""
108,"3SlotRainOfBlades","[8,23,3]","","","","","","","","","","",3,1,100,5464,1,"","","","",1,4829,"",0,"",2,"[50,64,90,108]",""
109,"3SlotGemcuttersPrism2","[16,19,26]","","","","","","","","","","",3,1,100,29,2,"","","","",1,4829,"",0,"",2,"[43,65,89,104]",""
110,"3SlotPileofVerisium1","[12,23,27]","Verisium Pile","Amas de Vérisium","Verisium-Stapel","ヴェリシウムの塊","베리시움 더미","Pilha de Verísio","Груда веризия","Pila de verisium","กองเวรีเซียม","維里西姆堆",3,1,100,"",1,"","","","",1,4829,"",0,"",0,"[35,47,50,80,81,90,108,124,158,159]",""
111,"3SlotWardingRuneofReinforcement1","[2,27,10]","","","","","","","","","","",3,1,100,5073,1,"","","","",1,4829,"",0,"",1,"[36,38,63,93,112]",""
112,"3SlotWardingRuneofProtection1","[13,11,10]","","","","","","","","","","",3,1,100,5074,1,"","","","",1,4829,"",0,"",1,"[33,38,57,93]",""
113,"3SlotWardingRuneofDisintegration1","[1,6,10]","","","","","","","","","","",3,1,100,5075,1,"","","","",1,4829,"",0,"",1,"[38,93,111]",""
114,"3SlotWardingRuneofDesperation1","[5,6,10]","","","","","","","","","","",3,1,100,5076,1,"","","","",1,4829,"",0,"",1,"[38,93]",""
115,"3SlotWardingRuneofCourage1","[1,27,10]","","","","","","","","","","",3,1,100,5078,1,"","","","",1,4829,"",0,"",1,"[36,38,63,93,111]",""
116,"3SlotOrbofAlchemy1","[7,15,16]","","","","","","","","","","",3,1,100,9,1,"","","","",1,4829,"",0,"",0,"[34,40,49,66,76,86,99,101,109,120,133,137,139,153]",""
117,"4SlotAnimusExchange1","[12,16,10,27]","","","","","","","","","","",4,1,100,5230,1,"","","","",1,4829,"",0,"",2,"[60,81,93,124,158,159,160]",""
118,"4SlotLeylines1","[2,19,15,27]","","","","","","","","","","",4,1,100,5215,1,"","","","",1,4829,"",0,"",2,"[60,112,160]",""
119,"4SlotRuneWard1","[5,16,15,27]","","","","","","","","","","",4,1,100,5458,1,"","","","",1,4829,"",0,"",2,"[60,160]",""
120,"4SlotRunicFortress1","[21,16,6,27]","","","","","","","","","","",4,1,100,5223,1,"","","","",1,4829,"",0,"",2,"[60,160]",""
121,"4SlotTriskelionCascade1","[1,19,6,27]","","","","","","","","","","",4,1,100,5225,1,"","","","",1,4829,"",0,"",2,"[60,111,160]",""
122,"4SlotVerisiumComet1","[3,19,11,27]","","","","","","","","","","",4,1,100,5228,1,"","","","",1,4829,"",0,"",2,"[60,160]",""
123,"4SlotHealingRunes1","[10,16,11,27]","","","","","","","","","","",4,1,100,5461,1,"","","","",1,4829,"",0,"",2,"[60,160]",""
124,"4SlotUniqueBow1","[19,13,22,4]","[Rarity|Unique] Bow","Arc [Rarity|Unique]","[Rarity|Einzigartiger] Bogen","[Rarity|ユニーク]弓","[Rarity|고유] 활","Arco [Rarity|Único]","[Rarity|Уникальный] лук","Arco [Rarity|único]","ธนู[Rarity|ยูนิค]","[Rarity|傳奇]弓",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[56,77,102,113,130,154]",""
125,"4SlotUniqueCrossbow1","[19,10,22,4]","[Rarity|Unique] Crossbow","Arbalète [Rarity|Unique]","[Rarity|Einzigartige] Armbrust","[Rarity|ユニーク]クロスボウ","[Rarity|고유] 석궁","Besta [Rarity|Única]","[Rarity|Уникальный] самострел","Ballesta [Rarity|única]","หน้าไม้[Rarity|ยูนิค]","[Rarity|傳奇]十字弓",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[56,77,113,154]",""
126,"4SlotUniqueFocus1","[19,11,22,8]","[Rarity|Unique] Focus","Focus [Rarity|Unique]","[Rarity|Einzigartiger] Fokus","[Rarity|ユニーク]フォーカス","[Rarity|고유] 집중구","Foco [Rarity|Único]","[Rarity|Уникальный] фокус","Foco [Rarity|único]","โฟกัส[Rarity|ยูนิค]","[Rarity|傳奇]法器",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[57,77,82,113,154]",""
127,"4SlotUniqueOneHandMace1","[19,21,22,8]","[Rarity|Unique] One Hand Mace","Masse à une main [Rarity|Unique]","[Rarity|Einzigartiger] Einhandstreitkolben","[Rarity|ユニーク]片手メイス","[Rarity|고유] 한손 철퇴","Maça de Uma Mão [Rarity|Única]","[Rarity|Уникальная] одноручная булава","Maza a una mano [Rarity|única]","กระบองมือเดียว[Rarity|ยูนิค]","[Rarity|傳奇]單手錘",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[54,77,82,91,113,154]",""
128,"4SlotUniqueQuarterstaff1","[19,21,22,7]","[Rarity|Unique] Quarterstaff","Bâton de combat [Rarity|Unique]","[Rarity|Einzigartiger] Kampfstab","[Rarity|ユニーク]クォータースタッフ","[Rarity|고유] 육척봉","Bastão [Rarity|Único]","[Rarity|Уникальный] боевой посох","Bastón [Rarity|único]","ไม้พลองวรยุทธ์[Rarity|ยูนิค]","[Rarity|傳奇]細杖",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[54,77,91,113,134,154]",""
129,"4SlotUniqueQuiver1","[19,11,22,21]","[Rarity|Unique] Quiver","Carquois [Rarity|Unique]","[Rarity|Einzigartiger] Köcher","[Rarity|ユニーク]矢筒","[Rarity|고유] 화살통","Aljava [Rarity|Única]","[Rarity|Уникальный] колчан","Carcaj de flechas [Rarity|únicas]","ซองธนู[Rarity|ยูนิค]","[Rarity|傳奇]箭袋",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[57,77,113,154]",""
130,"4SlotUniqueSceptre1","[19,11,22,8]","[Rarity|Unique] Sceptre","Sceptre [Rarity|Unique]","[Rarity|Einzigartiges] Zepter","[Rarity|ユニーク]セプター","[Rarity|고유] 셉터","Cetro [Rarity|Único]","[Rarity|Уникальный] скипетр","Cetro [Rarity|único]","คทา[Rarity|ยูนิค]","[Rarity|傳奇]權杖",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[57,77,82,113,154]",""
131,"4SlotUniqueShield1","[19,11,22,16]","[Rarity|Unique] Shield","Bouclier [Rarity|Unique]","[Rarity|Einzigartiger] Schild","[Rarity|ユニーク]盾","[Rarity|고유] 방패","Escudo [Rarity|Único]","[Rarity|Уникальный] щит","Escudo [Rarity|único]","โล่[Rarity|ยูนิค]","[Rarity|傳奇]盾牌",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[57,77,113,154]",""
132,"4SlotUniqueSpear1","[19,21,22,4]","[Rarity|Unique] Spear","Lance [Rarity|Unique]","[Rarity|Einzigartiger] Speer","[Rarity|ユニーク]スピア","[Rarity|고유] 창","Lança [Rarity|Única]","[Rarity|Уникальное] копьё","Lanza [Rarity|única]","หอก[Rarity|ยูนิค]","[Rarity|傳奇]長矛",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[54,56,77,91,113,154]",""
133,"4SlotUniqueStaff1","[19,8,22,4]","[Rarity|Unique] Staff","Bâton [Rarity|Unique]","[Rarity|Einzigartiger] Stab","[Rarity|ユニーク]スタッフ","[Rarity|고유] 지팡이","Cajado [Rarity|Único]","[Rarity|Уникальный] посох","Báculo [Rarity|único]","ไม้พลอง[Rarity|ยูนิค]","[Rarity|傳奇]長杖",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[56,77,84,113,154]",""
134,"4SlotUniqueTalisman1","[19,21,22,5]","[Rarity|Unique] Talisman","Talisman [Rarity|Unique]","[Rarity|Einzigartiger] Talisman","[Rarity|ユニーク]タリスマン","[Rarity|고유] 부적","Talismã [Rarity|Único]","[Rarity|Уникальный] талисман","Talismán [Rarity|único]","เครื่องราง[Rarity|ยูนิค]","[Rarity|傳奇]魔符",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[54,77,91,113,154,162]",""
135,"4SlotUniqueTwoHandMace1","[19,21,22,14]","[Rarity|Unique] Two Hand Mace","Masse à deux mains [Rarity|Unique]","[Rarity|Einzigartiger] Zweihandstreitkolben","[Rarity|ユニーク]両手メイス","[Rarity|고유] 양손 철퇴","Maça de Duas Mãos [Rarity|Única]","[Rarity|Уникальная] двуручная булава","Maza a dos manos [Rarity|única]","กระบองสองมือ[Rarity|ยูนิค]","[Rarity|傳奇]雙手錘",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[54,77,91,113,154]",""
