"rownum","Id","u16_8","bool_10","bool_11","bool_12","bool_13"
185,"SkeletalChains",45814,1,"","",""
186,"FireOrbs",37617,1,"","",""
187,"HydraTurretProjectile",60007,1,"","",""
188,"FireBeam",29795,1,"","",""
189,"MarkerWarp",41057,1,"","",""
190,"MinotaurBurrow",1567,1,"","",""
191,"SummonSpecificBarrels",61252,1,"",1,""
192,"SummonSpecificBarrelsInFront",55873,1,"",1,""
193,"SummonSpecificBarrelsFromMortar",37648,1,"","",""
194,"BonePrison",52213,1,"","",""
195,"BladeVortex",1471,1,"","",""
196,"ChangeToStance1",5831,1,1,1,1
197,"ChangeToStance2",5828,1,1,1,1
198,"ChangeToStance3",5829,1,1,1,1
199,"ChangeToStance4",5826,1,1,1,1
200,"ChangeToStance5",5827,1,1,1,1
201,"ChangeToStance1Immediate",7768,1,1,1,1
202,"ChangeToStance2Immediate",25928,1,1,1,1
203,"ChangeToStance3Immediate",63286,1,1,1,1
204,"ChangeToStance4Immediate",2767,1,1,1,1
205,"ChangeToStance5Immediate",42257,1,1,1,1
206,"AtlasGrowingMaelstrom",63509,1,"",1,""
207,"AtlasSpiderWeb",32393,1,"",1,""
208,"ReviveSpecificMonsters",44318,1,"",1,""
209,"HotdogUpheaval",16838,1,"","",""
210,"MortarInCone",39018,1,"","",""
211,"BreachBoneNova",46397,1,"","",""
212,"MaligaroBarrage",40304,1,"","",""
213,"LightningSpell",47684,1,"","",""
214,"SummonSpider",64386,1,"",1,""
215,"MeleeThrustAttack",60466,1,"","",""
216,"LunarisGlaiveProjectile",59076,1,"","",""
217,"AvariusDivineBeam",9422,1,"","",""
218,"PurgeHoundWhirlingBlades",52146,1,"","",""
219,"AbberathMeteorUpheaval",49510,1,"","",""
220,"UtulaRemoteSlam",37605,1,"","",""
221,"Teleport",31245,1,"","",""
222,"AddBuffToTarget",28130,1,"",1,""
223,"DelayedSkillTrigger",30677,1,"","",""
224,"EmptyActionSpell",18594,1,"",1,1
225,"TriggerCascade",41807,1,"",1,""
226,"SpecialBeamCannon",55820,1,"","",""
227,"MoveDaemon",35726,1,"",1,""
228,"RotateDaemon",7138,1,"",1,""
229,"RotateObject",28669,1,"",1,1
230,"DoedreScreech",63599,1,"",1,""
231,"IguanaFlamethrower",54549,1,"","",""
232,"VolatileDead",50732,1,"","",""
233,"InvokeOwnerSkill",9071,1,"","",""
234,"WalkEmerge",969,1,"","",1
235,"CorpseErruption",40831,1,"","",""
236,"ShakariQuicksand",15232,1,"","",""
237,"DeceleratingProjectile",1063,1,"","",""
238,"Aegis",57439,1,"","",""
239,"EnduranceChargeSlam",47657,1,"","",""
240,"LightningElderBolt",30401,1,"","",""
241,"SlideEmerge",2178,1,"",1,1
242,"GeometryAttack",55741,1,"","",""
243,"GeometrySpell",52470,1,"","",""
244,"EmptyActionSpell2",7582,1,"",1,1
245,"EmptyActionSpell3",7583,1,"",1,1
246,"EmptyActionSpell4",7576,1,"",1,1
247,"EmptyActionSpell5",7577,1,"",1,1
248,"ChaosWeakness",1343,1,"","",""
249,"SummonPetrificationStatue",34832,1,"",1,""
250,"TemporalAnomalySkill",58038,1,"","",""
251,"EmptyActionSpellLoop",643,1,"",1,1
252,"EmptyActionSpellLoop2",56008,1,"",1,1
253,"EmptyActionSpellLoop3",56009,1,"",1,1
254,"EmptyActionSpellLoop4",56014,1,"",1,1
255,"EmptyActionSpellLoop5",56015,1,"",1,1
256,"IntimidatingCry",15947,1,"","",""
257,"MonsterDetonateDeadArea",53616,1,"","",""
258,"MasterGrantBuff",25554,1,"","",""
259,"EmptyActionAttack",8750,1,"",1,1
260,"EmptyActionAttack2",33496,1,"",1,1
261,"EmptyActionAttack3",33497,1,"",1,1
262,"EmptyActionAttack4",33502,1,"",1,1
263,"EmptyActionAttack5",33503,1,"",1,1
264,"EmptyActionAttackLoop",223,1,"",1,1
265,"EmptyActionAttackLoop2",47527,1,"",1,1
266,"EmptyActionAttackLoop3",47526,1,"",1,1
267,"EmptyActionAttackLoop4",47521,1,"",1,1
268,"EmptyActionAttackLoop5",47520,1,"",1,1
269,"PhysCascadeTrap",978,1,"","",""
270,"ExpandingPulse",62263,1,"","",""
271,"TriggerBeam",18547,1,"","",""
272,"MultiTriggerBeam",57871,1,"","",""
273,"ArchitectHealingBeam",12704,1,"","",""
274,"MonsterTornado",50646,1,"","",""
275,"ArchitectComboStomp",6896,1,"","",""
276,"ArchitectBloodExplosion",8378,1,"","",""
277,"ArchitectBloodBeam",17186,1,"","",""
278,"TranslateRotate",19080,1,"",1,1
279,"HolyPath",26328,1,"","",""
280,"ExecuteGEAL",53025,1,"",1,1
281,"RainOfSpores",153,1,"","",""
282,"SummonRelic",33096,1,"",1,""
283,"ProtoPizzaSlam",53040,1,"","",""
284,"ProtoAbyssSlam",27243,1,"","",""
285,"SpawnObject",46169,1,"",1,""
286,"RelicHolyNova",45401,1,"","",""
287,"SingleGroundLaser",29230,1,"","",""
288,"BetrayalSiegeCannon",31458,1,"",1,""
289,"FeastOfFlesh",7259,1,"","",""
290,"DonutCircle",61713,1,"","",""
291,"ReviveMonstersInCone",31205,1,"","",""
292,"CreateMonsterFromCorpses",53819,1,"","",""
293,"GeometryProjectiles",38147,1,"","",""
294,"GeometryProjectilesAttack",19393,1,"","",""
295,"MonkeyThrow",65180,1,"","",""
296,"EffectDrivenAttack",48783,1,"","",""
297,"EffectDrivenSpell",57096,1,"","",""
298,"GeometryTrigger",10221,1,"","",""
299,"RectangleMortarWithRotatingOrbs",5259,1,"","",""
300,"Soulrend",4702,1,"","",""
301,"DarkRitual",31438,1,"","",""
302,"Purge",45215,1,"","",""
303,"CastAuraSpellDamage",61503,1,"",1,""
304,"CastAuraDamageOverTime",13827,1,"",1,""
305,"DashToTarget",9978,1,"","",""
306,"MonsterSoulrend",13680,1,"","",""
307,"ShockRifleDisco",39957,1,"","",""
308,"ExpandingConeWaves",9613,1,"","",""
309,"QuickGuard",43069,1,"",1,""
310,"QuickDodge",51741,1,"","",""
311,"Bladestorm",31175,1,"","",""
312,"BloodSpears",27052,1,"","",""
313,"SupportBluntShockwave",51452,1,"","",""
314,"CastAuraPhysicalDamage",2054,1,"",1,""
315,"MultiSplittingProjectile",55432,1,"","",""
316,"SummonBoneGolem",64907,1,"","",""
317,"BoneGolemCascade",44972,1,"","",""
318,"BoneGolemMultiAttack",54108,1,"","",""
319,"Slither",60918,1,"","",""
320,"SerpentStrike",61506,1,"","",""
321,"CoilingAssault",156,1,"","",""
322,"MortarBarrageMine",34327,1,"","",""
323,"MineLightningExplosion",3445,1,"","",""
324,"ColdProjectileMine",25151,1,"","",""
325,"SnappingAdder",24873,1,"","",""
326,"TetheringArrow",51262,1,"","",""
327,"TotemMortar",13443,1,"","",""
328,"EyrieBarrage",2997,1,"","",""
329,"Transform",8792,1,"","",""
330,"ArcaneCloak",62643,1,"","",""
331,"AfflictionBossFinalGrowBeam",12868,1,"","",""
332,"ChannelledSnipe",55768,1,"","",""
333,"PackTeleport",46211,1,"","",""
334,"TeleportExplodeKill",6482,1,"","",""
335,"AfflictionDaemonDestroyCorpseProjectileCascade",54519,1,"","",""
336,"AfflictionDaemonDestroyCorpseSummonMonster",45946,1,"","",""
337,"RallyingCryNew",38857,1,"","",""
338,"InfernalCry",57987,1,"","",""
339,"SeismicCry",46700,1,"","",""
340,"AncestralCry",8419,1,"","",""
341,"SpikeSlam",46076,1,"","",""
342,"DoubleCry",55725,1,"","",""
343,"OshabiOrbProjectile",9000,1,"","",""
344,"DoNothing",926,1,1,1,1
345,"Disintegrate",37984,1,"","",""
346,"CircleOfPower",241,1,"","",""
347,"Firewall",35806,1,"","",""
348,"ViciousHexExplosion",39135,1,"","",""
349,"HeistBouncingSawblade",44062,1,"","",""
350,"GlacialCascadeNew",31779,1,"","",""
351,"DoomBlast",9980,1,"","",""
352,"HeistAttachSnipe",41621,1,"","",""
353,"OilArrow",61143,1,"","",""
354,"WaterSphere",11294,1,"","",""
355,"TrackingSlam",35668,1,"","",""
356,"ToggleBuff",27820,1,"","",""
357,"CastAuraGroup",15800,1,"",1,""
358,"SummonMetaTotem",12150,1,"",1,""
359,"BloodTendrils",23676,1,"","",""
360,"BloodSurge",7819,1,"","",""
361,"TrialmasterTetherSpike",62635,1,"",1,""
362,"TrialmasterChaosShrine",3222,1,"",1,""
363,"TrialmasterTimestop",33947,1,"","",""
364,"BloodScythe",18895,1,"","",""
365,"VaalBloodScythe",50338,1,"","",""
366,"AddSpecialBuffToTarget",10163,1,"",1,""
367,"GeometryMortars",54362,1,"","",""
368,"GeometryMortarsAttack",51590,1,"","",""
369,"Voidburst",44951,1,"","",""
370,"DivineCry",23538,1,"","",""
371,"VanishingAmbush",28760,1,"","",""
372,"WeaponTrap",4994,1,"","",""
373,"ManaVoid",32173,1,"","",""
374,"PrismaticRain",56636,1,"","",""
375,"ShieldWaves",3811,1,"","",""
376,"TraumaStrike",2898,1,"","",""
377,"IonCannonCage",16003,1,"","",""
378,"FrozenSphere",36111,1,"","",""
379,"GroundSearingLaser",7687,1,"","",""
380,"Chronomancer",24357,1,"","",""
381,"TornadoSuck",11415,1,"","",""
382,"Tornado",58247,1,"",1,""
383,"StormBlade",62696,1,"","",""
384,"SoulLink",41045,1,"","",""
385,"FlameLink",54582,1,"","",""
386,"RemoraLink",55800,1,"","",""
387,"BulwarkLink",32184,1,"","",""
388,"TriggerLink",18754,1,"","",""
389,"CriticalLink",33933,1,"","",""
390,"HellscapeTentacleGrab",23143,1,"","",""
391,"BubbleShield",15646,1,"","",""
392,"BlackStarLaserSpears",35147,1,"","",""
393,"SentinelTagBeam",7382,1,"","",""
394,"ShockEnergyRelease",53505,1,"","",""
395,"TeslaSphere",16531,1,"","",""
396,"DirectLineOfAnts",29991,1,"",1,""
397,"MTXPolymorphPlayer",31640,1,"","",""
398,"MTXQuicksilverBestiaryStampede",60667,1,"","",""
399,"MultistabSpear",59193,1,"","",""
400,"DisengageSpearAttack",12429,1,"","",""
401,"SpearDashStrike",23892,1,"","",""
402,"DriveByCharge",50059,1,"","",""
403,"SandstormSwipe",21267,1,"","",""
404,"SpearWall",32670,1,"","",""
405,"SummonMetaDemonCaster",17795,1,"",1,""
406,"LightningBurst",4798,1,"","",""
407,"FireWakeSpear",62698,1,"","",""
408,"SummonInfernalFamiliar",400,1,"",1,""
409,"CrossbowPowerShot",40168,1,"","",""
410,"CrossbowSiegeCascade",32484,1,"","",""
411,"CrossbowAmmo",62195,1,"","",""
412,"WhirlingAssault",41178,1,"","",""
413,"DoubleSlam",48694,1,"","",""
414,"EscapeShot",22556,1,"","",""
415,"ChannelledSlam",15308,1,"","",""
416,"VolcanicSlam",24298,1,"","",""
417,"RingOfIce",36525,1,"","",""
418,"RingOfIceSweep",37883,1,"","",""
419,"Triggerbots",2884,1,"","",""
420,"MtxCoinFlip",13278,1,"","",""
421,"MtxRaccoonTrash",6239,1,"",1,""
422,"HardQuickDodge",8337,1,"","",""
423,"GenericProjectileSpell",45588,1,"","",""
424,"GlacialCascadeAttack",64828,1,"","",""
425,"QuarterstaffFrostWave",44142,1,"","",""
426,"CrossbowRapidShot",6233,1,"","",""
427,"CrossbowBurstShot",14383,1,"","",""
428,"QuarterstaffComboAttack",19,1,"","",""
429,"Comet",17424,1,"","",""
430,"RingOfBlades",51525,1,"","",""
431,"NewLightningStrike",25449,1,"","",""
432,"ComboKnifeThrow",31857,1,"","",""
433,"ShadowDash",804,1,"","",""
434,"ManaTempest",64,1,"","",""
435,"NewNewArcticArmour",55559,1,"","",""
436,"Meditate",52306,1,"","",""
437,"KillingPalm",4324,1,"","",""
438,"NewNewLightningStrike",27171,1,"","",""
439,"Volcano",15922,1,"","",""
440,"SummonWolfCompanion",56826,1,"","",""
441,"NewBloodRage",41228,1,"","",""
442,"SpinningThrow",31394,1,"","",""
443,"ShatteringPalm",58084,1,"","",""
444,"SpiralVolley",5691,1,"","",""
445,"PestilentSlash",52722,1,"","",""
446,"BearMaul",15328,1,"","",""
447,"IcePath",227,1,"","",""
448,"DodgeRoll",60748,1,"","",""
449,"ShadowThiefSlash",51132,1,"","",""
450,"LeapingAxeCatch",30874,1,"","",""
451,"PlungingBlade",40015,1,"","",""
452,"WolfHowl",59449,1,"","",""
453,"SpiralThrow",14709,1,"","",""
454,"WolfLeapAttack",26358,1,"","",""
455,"ElectricFenceArrow",1104,1,"","",""
456,"BearRampage",19206,1,"","",""
457,"SpearRangedAttack",49238,1,"","",""
458,"StaffUnleash",21123,1,"","",""
459,"LightningStorm",24503,1,"","",""
460,"InfernalCryExplosion",1690,1,"","",""
461,"DetachDashToTarget",65066,1,"","",""
462,"BearSlam",13944,1,"","",""
463,"BearWarcryMeta",9232,1,"","",""
464,"CastOnShock",8102,1,"","",""
465,"CastOnFreeze",55233,1,"","",""
466,"CastOnIgnite",54757,1,"","",""
467,"CastOnAilments",30674,1,"","",""
468,"CastOnMeleeKill",13326,1,"","",""
469,"CastOnDeath",9536,1,"","",""
470,"CastWhenStunned",53200,1,"","",""
471,"CastOnDamageTaken",59978,1,"","",""
472,"CastOnCrit",16524,1,"","",""
473,"BarrierInvocation",19636,1,"","",""
474,"CastOnDodgeRoll",12674,1,"","",""
475,"CastWhileChannelling",28305,1,"","",""
476,"CastOnMeleeStun",17973,1,"","",""
477,"LingeringIllusion",35367,1,"",1,""
478,"LingeringMirage",32574,1,"",1,""
479,"CreateIllusion",38870,1,"","",""
480,"CreateMirage",5775,1,"","",""
481,"GhostDanceSkill",62614,1,"",1,""
482,"BindSpectre",16476,1,1,"",""
483,"ShieldPhalanx",60169,1,"","",""
484,"AdvancingWhirl",35388,1,"","",""
485,"Advance",64630,"",1,"",""
486,"BlightPath",26554,"",1,"",""
487,"StrafeLeft",23457,"",1,"",""
488,"StrafeLeftFaceTarget",22896,"",1,"",""
489,"StrafeLeftFaceTargetNoFlee",61998,"",1,"",""
490,"StrafeLeftNoFlee",40246,"",1,"",""
491,"StrafeRight",15809,"",1,"",""
492,"StrafeRightFaceTarget",54933,"",1,"",""
493,"StrafeRightFaceTargetNoFlee",7055,"",1,"",""
494,"StrafeRightNoFlee",11151,"",1,"",""
495,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926,"","","",""
496,"BaseMeleeDashAttack",50773,"","","",""
497,"CorpseErruptionProjectile",38210,"","","",""
498,"DeployAction",31556,"","","",""
499,"ElementalStrikeCold",42306,"","","",""
500,"ElementalStrikeFire",50704,"","","",""
501,"ElementalStrikeLightning",13073,"","","",""
502,"GroundBladeHandler",13017,"","","",""
503,"IceStrikeProjectile",27711,"","","",""
504,"LightingStrikeProjectile",23914,"","","",""
505,"ManaVoidRuneHandler",32823,"","","",""
506,"MoltenStrikeProjectile",1790,"","","",""
507,"NewLightingStrikeProjectile",3923,"","","",""
508,"SoulfeastCraterHandler",48455,"","","",""
509,"TempestShieldArc",34595,"","","",""
510,"VolcanicSlamProjectile",63424,"","","",""
511,"AncestralTrialDestroyTotem",22617,1,1,1,""
512,"AreaTransitionAnimation",65044,1,1,"",""
513,"Arm",45374,1,1,1,1
514,"BasicTownPortal",38745,1,1,"",""
515,"BeThrown",3727,1,1,1,1
516,"BloodVortexGetUp",43165,1,1,1,1
517,"CaptureMonsterRope",41487,1,1,"",""
518,"Dance",47921,1,1,"",1
519,"Emerge",16641,1,1,1,1
520,"Emerge2",9115,1,1,1,1
521,"Emerge3",9114,1,1,1,1
522,"EpilogueKnockdown",2378,1,1,"",""
523,"FireHarpoon",15856,1,1,"",""
524,"Flee",57769,1,1,1,1
525,"FleeFaceLeft",41207,1,1,1,1
526,"FleeFaceRight",8722,1,1,1,1
527,"FleeFaceTarget",60285,1,1,1,1
528,"FollowPath",54564,1,1,1,1
529,"FrogJump",20513,1,1,1,1
530,"Interaction",49766,1,1,"",""
531,"InteractionChannelled",53839,1,1,1,1
532,"MineDetonate",56294,1,1,1,1
533,"MonsterPickup",14001,1,1,1,""
534,"Move",10505,1,1,1,1
535,"MoveForced",16159,1,1,1,1
536,"MoveSpecial",33981,1,1,1,1
537,"Revive",11857,1,1,1,""
538,"SinPickup",24199,1,1,"",""
539,"TreeToGroundJumpLeft",5628,1,1,1,1
540,"TreeToGroundJumpRight",18850,1,1,1,1
541,"TreeToTreeJumpLeft",63880,1,1,1,1
542,"TreeToTreeJumpRight",44065,1,1,1,1
543,"TreeToVineJumpLeft",49153,1,1,1,1
544,"TreeToVineJumpRight",7106,1,1,1,1
545,"VineToGroundJumpLeft",63390,1,1,1,1
546,"VineToGroundJumpRight",10168,1,1,1,1
547,"VineToTreeJump",61651,1,1,1,1
548,"VineToVineJump",54634,1,1,1,1
549,"WashedUp",47065,1,1,1,""
550,"CastAuraDominatingAura",3509,1,"",1,""
551,"Shroud",36267,1,"",1,""
552,"SummonMercenaryCompanion",30556,1,"","",""
553,"MetaTotemBase",59491,1,"",1,""
554,"MetaSkill",12521,"","","",""
555,"Grenade",65246,1,"","",""
556,"BoneOffering",62792,1,"","",""
557,"ReviveMinion",48042,1,"","",""
558,"CommandMinion",57251,1,"","",""
559,"ResonatingSlam",54465,1,"","",""
560,"SniperGasShot",18164,1,"","",""
561,"StrafeRandom",6760,"",1,"",""
562,"DeathStorm",59160,1,"","",""
563,"IceBind",62728,1,"","",""
564,"BombadierDestructiveLink",47058,1,"","",""
565,"WindPalm",2894,1,"","",""
566,"WindPalmProjectile",53789,1,"","",""
567,"ChargedStaff",45957,1,"","",""
568,"ChargedStaffShockwave",43096,1,"","",""
569,"RollingMagma",1582,1,"","",""
570,"SummonSkeleton",10966,1,"","",""
571,"ChargedStrike",30263,1,"","",""
572,"TempestBell",60883,1,"","",""
573,"GenericMinionCommand",12105,1,"","",""
574,"IceAmbush",29878,1,"","",""
575,"BoneSpear",46122,1,"","",""
576,"RingOfBone",55194,1,"","",""
577,"ConsumeCorpse",14989,1,"","",""
578,"BoneCone",11744,1,"","",""
579,"DetonatingArrow",35510,1,"","",""
580,"PoisonBurstArrow",62718,1,"","",""
581,"PowerSiphon",32200,1,"","",""
582,"ToxicGrowth",5133,1,"","",""
583,"ShockingArrow",45385,1,"","",""
584,"RipwireArrow",1999,1,"","",""
585,"LightningRodRain",64922,1,"","",""
586,"SnipersMark",9688,1,"","",""
587,"GasCloudArrow",61766,1,"","",""
588,"RainOfArrowsNew",17073,1,"","",""
589,"SolarOrb",21040,1,"","",""
590,"GreaterFireball",11959,1,"","",""
591,"PlagueBearer",45923,1,"",1,""
592,"PlagueBearerNova",62580,1,"","",""
593,"ChannelShieldCharge",53239,1,"","",""
594,"ElectrocutingArrow",28961,1,"","",""
595,"Shatter",29793,1,"","",""
596,"PerfectStrike",38272,1,"","",""
597,"EmpowerBarrage",59419,1,"","",""
598,"ShieldBlock",65516,1,"","",""
599,"ManaRemnants",49568,1,"",1,""
600,"SanguineRevelry",37149,1,"",1,""
601,"MetaAncestralTotem",28651,1,"","",""
602,"IgneousShield",11146,1,"","",""
603,"IgneousShieldExplosion",51508,1,"","",""
604,"ShockwaveTotem",58560,1,"",1,""
605,"FreezingShards",48825,1,"","",""
606,"ShockwaveTotemQuake",48484,1,"","",""
607,"MeleeSet2",58485,"","","",""
608,"MeleeSet3",58484,"","","",""
609,"PoisonVineArrow",46534,1,"","",""
610,"SummonRhoaMount",25262,1,"","",""
611,"MountMinion",20013,1,1,"",""
612,"DismountMinion",9216,1,1,"",""
613,"PlagueBurst",23220,1,"",1,""
614,"CorpseCloud",6705,1,"","",""
615,"TempestFlurry",19664,1,"","",""
616,"RagingSpirits",34813,1,"","",""
617,"TriggeredElementalDischarge",106,1,"","",""
618,"TriggeredFieryDeath",25964,1,"","",""
