"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","Cooldown","row_82","bool_90","QuestFlag","rid_107","row_123","i32_131","i32_135","i32_139","CharacterAudio"
16,"FlaskEmpty","",0,12000,[],[],"","",[],17,"",[],"","",1,100,100,"[16957,16958,16959,16960,16961,16962,16963,16964,16965,16966,16967,16968]"
17,"FlaskEmptyNoCombat","",0,12000,[],[],"","",[],"","",[],"","",1,100,100,"[16957,16958,16959,16960,16961,16962,16963,16964,16965,16966,16967,16968]"
18,"KillRare","",500,100000,"[625,626,627,628]",[],1,"",[],19,"",[],"","",0,100,0,[]
19,"KillRareNoCombat","",500,100000,[],[],1,"",[],"","",[],"","",0,100,0,[]
20,"KillRogueExile","",500,20000,"[625,626,627,628]",[],1,"",[],"","",[],"","",1,100,0,[]
21,"LowSTR","",0,10000,[],[],1,"",[],"","",[],"","",1,100,0,[]
22,"LowINT","",0,10000,[],[],1,"",[],"","",[],"","",1,100,0,[]
23,"LowDEX","",0,10000,[],[],1,"",[],"","",[],"","",1,100,0,[]
24,"QuestItem","",0,10000,[],[],1,"",[],"","",[],"","",1,100,0,[]
25,"SkillTown","",0,10000,[],[],1,"",[],"","",[],"","",1,100,0,[]
26,"UseTownWell","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
27,"LevelUp2","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16969]
28,"LevelUp3","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16970]
29,"LevelUp5","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16971]
30,"LevelUp10","",1000,0,[619],[],"","",[],"","",[],"","",1,100,100,[16972]
31,"LevelUp15","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16973]
32,"LevelUp20","",1000,0,[620],[],"","",[],"","",[],"","",1,100,100,[16974]
33,"LevelUp30","",1000,0,[621],[],"","",[],"","",[],"","",1,100,100,[16975]
34,"LevelUp40","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16976]
35,"LevelUp50","",1000,0,[622],[],"","",[],"","",[],"","",1,100,100,[16977]
36,"LevelUp60","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16978]
37,"LevelUp70","",1000,0,[623],[],"","",[],"","",[],"","",1,100,100,[16979]
38,"LevelUp80","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16980]
39,"LevelUp90","",1000,0,[624],[],"","",[],"","",[],"","",1,100,100,[16981]
40,"LevelUp100","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,[16982]
41,"RespecTree","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
42,"RareCurrencyDrop","",1000,5000000,[],[],"","",[6],"","",[],"","",0,50,100,"[16916,16917,16918,16919,16920,16921,16922,16923,16924,16925,16926]"
43,"MirrorCurrencyDrop","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,"[16927,16928,16929,16930,16931,16932,16933,16934,16935]"
44,"BossQuestItemUse","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
45,"NotableTaken","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
46,"IdentifyUnique","",1000,0,[],[],"","",[],"","",[],"","",1,100,100,"[17037,17038,17039,17040,17041,17042,17043,17044,17045,17046,17047,17048,17049]"
47,"EngageBeast","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
48,"EngageUndead","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
49,"EngageAutomaton","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
50,"EngageMonstrosity","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
51,"EngageVaal","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
52,"EngageBug","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
53,"EngageHuman","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
54,"EngageSkeleton","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
55,"EngageElemental","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
56,"EngageGoblin","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
57,"EngageSeaCreature","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
58,"EngageTrialKarui","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
59,"EngageTwilightOrder","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
60,"EngageBloodKarui","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
61,"EngageWerewolf","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
62,"EngageWitch","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
63,"EngageAncientEzomyte","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
64,"EngageFungusMonster","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
65,"EngageRhoa","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
66,"EngageGargoyle","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
67,"EngageCorruptedMonster","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
68,"EngageHyena","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
69,"EngageSpider","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
70,"EngageBoneCultist","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
71,"EngageFaridun","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
72,"EngageSerpentClan","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
73,"EngageEtchedBeetle","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
74,"EngageTeracottaGuardian","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
75,"EngageGiant","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
76,"EngageFungusExplorer","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
77,"EngageMonkey","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
78,"EngageRiverTaniwha","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
79,"EngageAzak","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
80,"EngageOrok","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
81,"EngageSunWorshipper","",0,20000,[],[],"",1,[16],940,"",[],"","",2,100,0,[]
82,"EngageFilthMonster","",0,20000,[],[],"",1,[16],940,"",[],"","",1,100,0,[]
83,"KeystoneResoluteTechnique","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
84,"KeystoneGiantsBlood","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
85,"KeystoneUnwaveringStance","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
86,"KeystoneAvatarOfFire","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
87,"KeystoneBloodMagic","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
88,"KeystoneZealotsOath","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
89,"KeystoneAncestralBond","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
90,"KeystonePainAttunement","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
91,"KeystoneChaosInnoculation","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
92,"KeystoneEldritchBattery","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
93,"KeystoneMindOverMatter","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
94,"KeystoneHexMaster","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
95,"KeystoneNecromanticTalisman","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
96,"KeystoneAcrobatics","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
97,"KeystoneElementalEquilibrium","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
98,"KeystoneDanceWithDeath","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
99,"KeystoneHeartstopper","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
100,"KeystoneOasis","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
101,"KeystoneVaalPact","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
102,"KeystoneIronReflexes","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
103,"KeystoneGlancingBlows","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
104,"KeystoneConduit","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
105,"KeystoneGhostReaver","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
106,"KeystoneEternalYouth","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
107,"KeystoneHollowPalmTechnique","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
108,"KeystoneResonance","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
109,"KeystoneBlackflameCovenant","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
110,"KeystoneRitualCadence","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
111,"KeystoneWalkerOfWilds","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
112,"KeystoneCrimsonAssault","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
113,"KeystoneBulwark","",200,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
114,"Skill_ChargedStaff","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
115,"Skill_VaultingImpact","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
116,"Skill_FallingThunder","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
117,"Skill_FlickerStrike","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
118,"Skill_FrozenLocus","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
119,"Skill_HeraldOfIce","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
120,"Skill_HeraldOfThunder","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
121,"Skill_IceStrike","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
122,"Skill_LingeringIllusion","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
123,"Skill_ShatteringPalm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
124,"Skill_TempestFlurry","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
125,"Skill_WaveOfFrost","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
126,"Skill_WhirlingAssault","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
127,"Skill_FreezingBackflip","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
128,"Skill_GaleStrike","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
129,"Skill_GlacialCascade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
130,"Skill_KillingPalm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
131,"Skill_ChargedSlam","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
132,"Skill_DoubleSlam","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
133,"Skill_GroundSlam","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
134,"Skill_HeraldOfAsh","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
135,"Skill_Sunder","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
136,"Skill_HammerOfTheGods","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
137,"Skill_SummonWolf_NoCombat","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
138,"Skill_SummonWolf_Combat","",0,20000,[],[],"",1,[0],137,"",[],"","",1,100,0,[]
139,"Skill_Tornado","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
140,"Skill_Volcano","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
141,"Skill_Entangle","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
142,"Skill_AwakenedForest","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
143,"Skill_Landslide","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
144,"Skill_LightningBolt","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
145,"Skill_LightningStorm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
146,"Skill_PrimalAvatar","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
147,"Skill_SpellTotemMetagem","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
148,"Skill_IceNova","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
149,"Skill_Comet","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
150,"Skill_ManaTempest","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
151,"Skill_FrostBomb","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
152,"Skill_ArcticArmour","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
153,"Skill_ArcticArmourNoCombat","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
154,"Skill_FrostBolt","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
155,"Skill_OrbOfStorms","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
156,"Skill_RagingSpirits","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
157,"Skill_Spark","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
158,"Skill_Arc","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
159,"Skill_BarrierInvocation","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
160,"Skill_Blink","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
161,"Skill_CastOnShock","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
162,"Skill_Conductivity","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
163,"Skill_Flammability","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
164,"Skill_Hypothermia","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
165,"Skill_FrostWall","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
166,"Skill_HydraFamiliar","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
167,"Skill_WhirlingSlash","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
168,"Skill_Engage","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
169,"Skill_Spearfield","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
170,"Skill_StormSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
171,"Skill_BlazingLance","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
172,"Skill_IceSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
173,"Skill_BloodHunt","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
174,"Skill_ExtractElements","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
175,"Skill_FrostWhirl","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
176,"Skill_HuntersMark","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
177,"Skill_Impale","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
178,"Skill_OverchargedSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
179,"Skill_PerfectCombo","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
180,"Skill_Puncture","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
181,"Skill_RapidAssault","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
182,"Skill_RemoteSpearMine","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
183,"Skill_Sandstorm","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
184,"Skill_SerpentSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
185,"Skill_SpearDischarge","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
186,"Skill_SpearLightningWarp","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
187,"Skill_WindSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
188,"Skill_WindstormLance","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
189,"Skill_WindVortex","",0,20000,[],[],"",1,[0],940,"",[],"","",0,100,0,[]
190,"Skill_SkeletonsReturnToCombat","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
191,"Skill_MultipleSkeletonsDie","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
192,"Skill_GenericSummonMinion","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
193,"Skill_SummonSkeletonReaver","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
194,"Skill_SkeletonReaverEnrage","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
195,"Skill_SummonSkeletonBrute","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
196,"Skill_SummonSkeletonShield","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
197,"Skill_SummonSkeletonGrenadier","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
198,"Skill_SummonSkeletonIce","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
199,"Skill_SkeletonFrostMageAbility","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
200,"Skill_SummonSkeletonLightning","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
201,"Skill_SummonSkeletonCleric","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
202,"Skill_SummonSkeletonBow","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
203,"Skill_SkeletonBowGasCloud","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
204,"Skill_SkeletonCommandGeneric","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
205,"Skill_ReaverBloodRage","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
206,"Skill_BruteSlamStunned","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
207,"Skill_SkeletonShieldPlacement","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
208,"Skill_SkeletonGrenadierExplode","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
209,"Skill_SkeletonLightningStorm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
210,"Skill_SkeletonClericRaise","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
211,"Skill_SummonFireDemon","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
212,"Skill_GiveFireDemonSkill","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
213,"Skill_BoneOffering","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
214,"Skill_FleshOffering","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
215,"Skill_Command","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
216,"Skill_Unearth","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
217,"Skill_BoneCage","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
218,"Skill_Contagion","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
219,"Skill_ContagionSpread","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
220,"Skill_ContagionLarge","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
221,"Skill_CurseGeneric","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
222,"Skill_Enfeeble","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
223,"Skill_EssenceDrain","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
224,"Skill_DetonateDead","",1000,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
225,"Skill_BoneSpear","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
226,"Skill_RaiseZombieCollect","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
227,"Skill_RaiseZombie","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
228,"Skill_CorpseExplode","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
229,"Skill_ProfaneRune","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
230,"Skill_Despair","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
231,"Skill_TemporalChains","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
232,"Skill_RaiseSpectre","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
233,"Skill_Bonestorm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
234,"Skill_BonestormRelease","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
235,"Skill_DarkEffigyTotem","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
236,"Skill_PowerChargeOffering","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
237,"Skill_Hexblast","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
238,"Skill_IceMageAbility","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
239,"Skill_CommandOpen","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
240,"Skill_CommandOpenCombat","",0,20000,[],[],"",1,[0],239,"",[],"","",1,100,0,[]
241,"Skill_BoneSpearRelease","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
242,"Skill_CastOnMinionDeath","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
243,"Skill_GrimFeast","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
244,"Skill_Vulnerability","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
245,"Skill_SniperGasCloud","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
246,"Skill_ColdSnap","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
247,"Skill_Fireball","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
248,"Skill_Firestorm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
249,"Skill_FireWall","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
250,"Skill_Flameblast","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
251,"Skill_FrostBoltRemote","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
252,"Skill_LightningConduit","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
253,"Skill_LightningWarpSuccess","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
254,"Skill_LightningWarpFail","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
255,"Skill_MagmaOrb","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
256,"Skill_SolarOrb","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
257,"Skill_BoneShatterStunned","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
258,"Skill_Earthquake","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
259,"Skill_ShockwaveTotem","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
260,"Skill_ShieldCharge","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
261,"Skill_ShieldChargeKnockdown","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
262,"Skill_EarthShatter","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
263,"Skill_ShieldDrumBreak","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
264,"Skill_LeapSlam","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
265,"Skill_VolcanicFissure","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
266,"Skill_AncestralTotem","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
267,"Skill_MoltenShellBlock","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
268,"Skill_Shieldwave","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
269,"Skill_BoneShatter","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
270,"Skill_MoltenBlast","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
271,"Skill_PerfectStrikeFail","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
272,"Skill_PerfectStrikeSuccess","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
273,"Skill_ScavengedPlating","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
274,"Skill_ShieldDrum","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
275,"Skill_ShieldingCryWave","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
276,"Skill_ShieldWall","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
