"rownum","OriginalBaseType","UniqueName","NewBaseType","CraftingItem","CraftingItemCount","[i32]_80","[rid]_96","i32_112","rid_116"
111,2379,18,3183,[5034],[65],[4419],[],3,""
112,2380,18,3184,[5034],[90],[4419],[],3,""
113,2381,18,3185,[5034],[160],[4419],[],3,""
114,2798,18,3188,[5034],[220],[4419],[],3,""
115,2799,18,3189,[5034],[245],[4419],[],3,""
116,2803,18,3190,[5034],[215],[4419],[],3,""
117,2804,18,3191,[5034],[260],[4419],[],3,""
118,2808,18,3192,[5034],[215],[4419],[],3,""
119,2809,18,3193,[5034],[250],[4419],[],3,""
120,2813,18,3194,[5034],[220],[4419],[],3,""
121,2814,18,3195,[5034],[255],[4419],[],3,""
122,2818,18,3196,[5034],[205],[4419],[],3,""
123,2819,18,3197,[5034],[255],[4419],[],3,""
124,2823,18,3198,[5034],[215],[4419],[],3,""
125,2824,18,3199,[5034],[245],[4419],[],3,""
126,2384,18,3201,[5034],[10],[4419],[],3,""
127,2385,18,3202,[5034],[20],[4419],[],3,""
128,2386,18,3203,[5034],[20],[4419],[],3,""
129,2387,18,3204,[5034],[40],[4419],[],3,""
130,2388,18,3205,[5034],[55],[4419],[],3,""
131,2389,18,3206,[5034],[105],[4419],[],3,""
132,2392,18,3209,[5034],[10],[4419],[],3,""
133,2393,18,3210,[5034],[20],[4419],[],3,""
134,2394,18,3211,[5034],[20],[4419],[],3,""
135,2395,18,3212,[5034],[40],[4419],[],3,""
136,2396,18,3213,[5034],[60],[4419],[],3,""
137,2397,18,3214,[5034],[95],[4419],[],3,""
138,2400,18,3217,[5034],[10],[4419],[],3,""
139,2401,18,3218,[5034],[20],[4419],[],3,""
140,2402,18,3219,[5034],[25],[4419],[],3,""
141,2403,18,3220,[5034],[40],[4419],[],3,""
142,2404,18,3221,[5034],[60],[4419],[],3,""
143,2405,18,3222,[5034],[95],[4419],[],3,""
144,2408,18,3225,[5034],[15],[4419],[],3,""
145,2409,18,3226,[5034],[25],[4419],[],3,""
146,2410,18,3227,[5034],[55],[4419],[],3,""
147,2411,18,3228,[5034],[100],[4419],[],3,""
148,2415,18,3231,[5034],[15],[4419],[],3,""
149,2416,18,3232,[5034],[25],[4419],[],3,""
150,2417,18,3233,[5034],[55],[4419],[],3,""
151,2418,18,3234,[5034],[105],[4419],[],3,""
152,2421,18,3237,[5034],[15],[4419],[],3,""
153,2422,18,3238,[5034],[25],[4419],[],3,""
154,2423,18,3239,[5034],[60],[4419],[],3,""
155,2424,18,3240,[5034],[95],[4419],[],3,""
156,2827,18,3243,[5034],[140],[4419],[],3,""
157,2828,18,3244,[5034],[170],[4419],[],3,""
158,2831,18,3245,[5034],[145],[4419],[],3,""
159,2832,18,3246,[5034],[155],[4419],[],3,""
160,2835,18,3247,[5034],[135],[4419],[],3,""
161,2836,18,3248,[5034],[165],[4419],[],3,""
162,2839,18,3249,[5034],[160],[4419],[],3,""
163,2842,18,3250,[5034],[160],[4419],[],3,""
164,2845,18,3251,[5034],[160],[4419],[],3,""
165,2427,18,3253,[5034],[15],[4419],[],3,""
166,2428,18,3254,[5034],[25],[4419],[],3,""
167,2429,18,3255,[5034],[30],[4419],[],3,""
168,2430,18,3256,[5034],[50],[4419],[],3,""
169,2431,18,3257,[5034],[70],[4419],[],3,""
170,2432,18,3258,[5034],[135],[4419],[],3,""
171,2435,18,3261,[5034],[15],[4419],[],3,""
172,2436,18,3262,[5034],[25],[4419],[],3,""
173,2437,18,3263,[5034],[30],[4419],[],3,""
174,2438,18,3264,[5034],[55],[4419],[],3,""
175,2439,18,3265,[5034],[70],[4419],[],3,""
176,2440,18,3266,[5034],[125],[4419],[],3,""
177,2443,18,3269,[5034],[15],[4419],[],3,""
178,2444,18,3270,[5034],[25],[4419],[],3,""
179,2445,18,3271,[5034],[30],[4419],[],3,""
180,2446,18,3272,[5034],[50],[4419],[],3,""
181,2447,18,3273,[5034],[75],[4419],[],3,""
182,2448,18,3274,[5034],[125],[4419],[],3,""
183,2451,18,3277,[5034],[20],[4419],[],3,""
184,2452,18,3278,[5034],[30],[4419],[],3,""
185,2453,18,3279,[5034],[70],[4419],[],3,""
186,2454,18,3280,[5034],[130],[4419],[],3,""
187,2457,18,3283,[5034],[20],[4419],[],3,""
188,2458,18,3284,[5034],[30],[4419],[],3,""
189,2459,18,3285,[5034],[75],[4419],[],3,""
190,2460,18,3286,[5034],[125],[4419],[],3,""
191,2464,18,3289,[5034],[20],[4419],[],3,""
192,2465,18,3290,[5034],[30],[4419],[],3,""
193,2466,18,3291,[5034],[70],[4419],[],3,""
194,2467,18,3292,[5034],[130],[4419],[],3,""
195,2848,18,3295,[5034],[170],[4419],[],3,""
196,2849,18,3296,[5034],[215],[4419],[],3,""
197,2852,18,3297,[5034],[175],[4419],[],3,""
198,2853,18,3298,[5034],[200],[4419],[],3,""
199,2856,18,3299,[5034],[180],[4419],[],3,""
200,2857,18,3300,[5034],[210],[4419],[],3,""
201,2860,18,3301,[5034],[215],[4419],[],3,""
202,2863,18,3302,[5034],[200],[4419],[],3,""
203,2866,18,3303,[5034],[205],[4419],[],3,""
204,2470,18,3305,[5034],[15],[4419],[],3,""
205,2471,18,3306,[5034],[25],[4419],[],3,""
206,2472,18,3307,[5034],[30],[4419],[],3,""
207,2473,18,3308,[5034],[40],[4419],[],3,""
208,2474,18,3309,[5034],[45],[4419],[],3,""
209,2475,18,3310,[5034],[70],[4419],[],3,""
210,2476,18,3311,[5034],[95],[4419],[],3,""
211,2477,18,3312,[5034],[110],[4419],[],3,""
212,2478,18,3313,[5034],[155],[4419],[],3,""
213,2479,18,3314,[5034],[195],[4419],[],3,""
214,2483,18,3318,[5034],[20],[4419],[],3,""
215,2484,18,3319,[5034],[30],[4419],[],3,""
216,2485,18,3320,[5034],[40],[4419],[],3,""
217,2486,18,3321,[5034],[60],[4419],[],3,""
218,2487,18,3322,[5034],[95],[4419],[],3,""
219,2488,18,3323,[5034],[120],[4419],[],3,""
220,2489,18,3324,[5034],[170],[4419],[],3,""
221,2490,18,3325,[5034],[200],[4419],[],3,""
222,2494,18,3330,[5034],[20],[4419],[],3,""
223,2495,18,3331,[5034],[25],[4419],[],3,""
224,2496,18,3332,[5034],[40],[4419],[],3,""
225,2497,18,3333,[5034],[70],[4419],[],3,""
226,2498,18,3334,[5034],[95],[4419],[],3,""
227,2499,18,3335,[5034],[105],[4419],[],3,""
228,2500,18,3336,[5034],[155],[4419],[],3,""
229,2501,18,3337,[5034],[190],[4419],[],3,""
230,2505,18,3341,[5034],[20],[4419],[],3,""
231,2506,18,3342,[5034],[25],[4419],[],3,""
232,2507,18,3343,[5034],[30],[4419],[],3,""
233,2508,18,3344,[5034],[40],[4419],[],3,""
234,2509,18,3345,[5034],[45],[4419],[],3,""
235,2510,18,3346,[5034],[65],[4419],[],3,""
236,2511,18,3347,[5034],[95],[4419],[],3,""
237,2512,18,3348,[5034],[125],[4419],[],3,""
238,2513,18,3349,[5034],[160],[4419],[],3,""
239,2514,18,3350,[5034],[195],[4419],[],3,""
240,2870,18,3354,[5034],[230],[4419],[],3,""
241,2871,18,3355,[5034],[270],[4419],[],3,""
242,2872,18,3356,[5034],[280],[4419],[],3,""
243,2876,18,3357,[5034],[225],[4419],[],3,""
244,2877,18,3358,[5034],[265],[4419],[],3,""
245,2878,18,3359,[5034],[305],[4419],[],3,""
246,2882,18,3360,[5034],[230],[4419],[],3,""
247,2883,18,3361,[5034],[275],[4419],[],3,""
248,2884,18,3362,[5034],[285],[4419],[],3,""
249,2888,18,3363,[5034],[230],[4419],[],3,""
250,2889,18,3364,[5034],[275],[4419],[],3,""
251,2890,18,3365,[5034],[285],[4419],[],3,""
252,2518,18,3366,[5034],[20],[4419],[],3,""
253,2519,18,3367,[5034],[25],[4419],[],3,""
254,2520,18,3368,[5034],[30],[4419],[],3,""
255,2521,18,3369,[5034],[40],[4419],[],3,""
256,2522,18,3370,[5034],[45],[4419],[],3,""
257,2523,18,3371,[5034],[60],[4419],[],3,""
258,2524,18,3372,[5034],[95],[4419],[],3,""
259,2525,18,3373,[5034],[115],[4419],[],3,""
260,2526,18,3374,[5034],[160],[4419],[],3,""
261,2527,18,3375,[5034],[210],[4419],[],3,""
262,2894,18,3379,[5034],[235],[4419],[],3,""
263,2895,18,3380,[5034],[265],[4419],[],3,""
264,2896,18,3381,[5034],[290],[4419],[],3,""
265,2897,18,3382,[5034],[405],[4419],[],3,""
266,2898,18,3383,[5034],[480],[4419],[],3,""
267,2899,18,3384,[5034],[460],[4419],[],3,""
268,2900,18,3385,[5034],[465],[4419],[],3,""
269,2901,18,3386,[5034],[405],[4419],[],3,""
270,2902,18,3387,[5034],[475],[4419],[],3,""
271,2903,18,3388,[5034],[485],[4419],[],3,""
272,2904,18,3389,[5034],[470],[4419],[],3,""
273,2905,18,3390,[5034],[390],[4419],[],3,""
274,2906,18,3391,[5034],[490],[4419],[],0,""
275,2907,18,3392,[5034],[485],[4419],[],3,""
276,2908,18,3393,[5034],[480],[4419],[],3,""
277,2909,18,3394,[5034],[390],[4419],[],3,""
278,2910,18,3395,[5034],[465],[4419],[],3,""
279,2911,18,3396,[5034],[480],[4419],[],3,""
280,2912,18,3397,[5034],[475],[4419],[],3,""
281,2913,18,3398,[5034],[485],[4419],[],3,""
282,2914,18,3399,[5034],[475],[4419],[],3,""
283,2915,18,3400,[5034],[390],[4419],[],3,""
284,2916,18,3401,[5034],[475],[4419],[],3,""
285,2917,18,3402,[5034],[465],[4419],[],3,""
286,2918,18,3403,[5034],[470],[4419],[],3,""
287,2919,18,3404,[5034],[390],[4419],[],3,""
288,2920,18,3405,[5034],[470],[4419],[],3,""
289,2921,18,3406,[5034],[475],[4419],[],3,""
290,2922,18,3407,[5034],[470],[4419],[],3,""
291,2924,18,3408,[5034],[315],[4419],[],3,""
292,2925,18,3409,[5034],[380],[4419],[],3,""
293,2926,18,3410,[5034],[420],[4419],[],3,""
294,2927,18,3411,[5034],[460],[4419],[],3,""
295,2928,18,3412,[5034],[290],[4419],[],3,""
296,2929,18,3413,[5034],[375],[4419],[],3,""
297,2930,18,3414,[5034],[410],[4419],[],3,""
298,2931,18,3415,[5034],[470],[4419],[],3,""
299,2932,18,3416,[5034],[300],[4419],[],3,""
300,2933,18,3417,[5034],[375],[4419],[],3,""
301,2934,18,3418,[5034],[410],[4419],[],3,""
302,2935,18,3419,[5034],[495],[4419],[],3,""
303,2936,18,3420,[5034],[295],[4419],[],3,""
304,2937,18,3421,[5034],[365],[4419],[],3,""
305,2938,18,3422,[5034],[415],[4419],[],3,""
306,2939,18,3423,[5034],[470],[4419],[],3,""
307,2940,18,3424,[5034],[295],[4419],[],3,""
308,2941,18,3425,[5034],[380],[4419],[],3,""
309,2942,18,3426,[5034],[415],[4419],[],3,""
310,2943,18,3427,[5034],[465],[4419],[],3,""
311,2944,18,3428,[5034],[305],[4419],[],3,""
312,2945,18,3429,[5034],[380],[4419],[],3,""
313,2946,18,3430,[5034],[425],[4419],[],3,""
314,2947,18,3431,[5034],[480],[4419],[],3,""
315,2948,18,3432,[5034],[215],[4419],[],3,""
316,2949,18,3433,[5034],[250],[4419],[],3,""
317,2950,18,3434,[5034],[290],[4419],[],3,""
318,2951,18,3435,[5034],[330],[4419],[],3,""
319,2952,18,3436,[5034],[220],[4419],[],3,""
320,2953,18,3437,[5034],[275],[4419],[],3,""
321,2954,18,3438,[5034],[295],[4419],[],3,""
322,2955,18,3439,[5034],[335],[4419],[],3,""
323,2956,18,3440,[5034],[225],[4419],[],3,""
324,2957,18,3441,[5034],[265],[4419],[],3,""
325,2958,18,3442,[5034],[305],[4419],[],3,""
326,2959,18,3443,[5034],[335],[4419],[],3,""
327,2960,18,3444,[5034],[205],[4419],[],3,""
328,2961,18,3445,[5034],[280],[4419],[],3,""
329,2962,18,3446,[5034],[295],[4419],[],3,""
330,2963,18,3447,[5034],[355],[4419],[],3,""
331,2964,18,3448,[5034],[215],[4419],[],3,""
332,2965,18,3449,[5034],[255],[4419],[],3,""
333,2966,18,3450,[5034],[295],[4419],[],3,""
334,2967,18,3451,[5034],[350],[4419],[],3,""
335,2968,18,3452,[5034],[210],[4419],[],3,""
336,2969,18,3453,[5034],[275],[4419],[],3,""
337,2970,18,3454,[5034],[310],[4419],[],3,""
338,2971,18,3455,[5034],[330],[4419],[],3,""
339,2974,18,3456,[5034],[255],[4419],[],3,""
340,2975,18,3457,[5034],[325],[4419],[],3,""
341,2976,18,3458,[5034],[365],[4419],[],3,""
342,2977,18,3459,[5034],[430],[4419],[],3,""
343,2978,18,3460,[5034],[270],[4419],[],3,""
344,2979,18,3461,[5034],[335],[4419],[],3,""
345,2980,18,3462,[5034],[375],[4419],[],3,""
346,2981,18,3463,[5034],[415],[4419],[],3,""
347,2982,18,3464,[5034],[265],[4419],[],3,""
348,2983,18,3465,[5034],[325],[4419],[],3,""
349,2984,18,3466,[5034],[390],[4419],[],3,""
350,2985,18,3467,[5034],[430],[4419],[],3,""
351,2986,18,3468,[5034],[265],[4419],[],3,""
352,2987,18,3469,[5034],[330],[4419],[],3,""
353,2988,18,3470,[5034],[370],[4419],[],3,""
354,2989,18,3471,[5034],[405],[4419],[],3,""
355,2990,18,3472,[5034],[280],[4419],[],3,""
356,2991,18,3473,[5034],[315],[4419],[],3,""
357,2992,18,3474,[5034],[385],[4419],[],3,""
358,2993,18,3475,[5034],[405],[4419],[],3,""
359,2994,18,3476,[5034],[255],[4419],[],3,""
360,2995,18,3477,[5034],[325],[4419],[],3,""
361,2996,18,3478,[5034],[365],[4419],[],3,""
362,2997,18,3479,[5034],[435],[4419],[],3,""
363,2998,18,3480,[5034],[330],[4419],[],3,""
364,2999,18,3481,[5034],[365],[4419],[],3,""
365,3000,18,3482,[5034],[435],[4419],[],3,""
366,3001,18,3483,[5034],[465],[4419],[],3,""
367,3003,18,3484,[5034],[330],[4419],[],3,""
368,3004,18,3485,[5034],[360],[4419],[],3,""
369,3005,18,3486,[5034],[425],[4419],[],3,""
370,3006,18,3487,[5034],[480],[4419],[],3,""
371,3008,18,3488,[5034],[335],[4419],[],3,""
372,3009,18,3489,[5034],[355],[4419],[],3,""
373,3010,18,3490,[5034],[420],[4419],[],3,""
374,3011,18,3491,[5034],[475],[4419],[],3,""
375,3012,18,3492,[5034],[325],[4419],[],3,""
376,3013,18,3493,[5034],[380],[4419],[],3,""
377,3014,18,3494,[5034],[415],[4419],[],3,""
378,3015,18,3495,[5034],[490],[4419],[],3,""
379,3016,18,3496,[5034],[335],[4419],[],3,""
380,3017,18,3497,[5034],[360],[4419],[],3,""
381,3018,18,3498,[5034],[410],[4419],[],3,""
382,3019,18,3499,[5034],[475],[4419],[],3,""
383,2645,18,3108,[5035],[20],[4429],[],3,""
384,2645,18,3109,[5035],[20],[4429],[],3,""
385,2645,18,3110,[5035],[20],[4429],[],3,""
386,2645,18,3111,[5035],[20],[4429],[],3,""
387,2019,1600,3502,"[5034,5039]","[205,1]",[4429],[],3,""
388,3502,1600,3503,"[5034,5039]","[460,1]",[4429],[],3,""
389,2021,688,3504,"[5034,5040]","[430,1]",[4429],[],3,""
390,2022,1659,3505,"[5034,5040]","[550,1]",[4429],[],3,""
391,2023,1660,3506,"[5034,5039]","[250,1]",[4429],[],3,""
392,2027,445,3511,"[5035,5041]","[3,1]",[4429],[],3,""
393,2038,3044,3507,"[5034,5041]","[1500,1]",[4429],[],3,""
394,2038,3044,3508,"[5034,5041]","[1500,1]",[4429],[],3,""
395,2038,3044,3509,"[5034,5041]","[1500,1]",[4429],[],3,""
396,2038,3044,3510,"[5034,5041]","[1500,1]",[4429],[],3,""
397,2039,1607,3512,"[5034,5039]","[210,1]",[4429],[],3,""
398,3512,1607,3513,"[5034,5040]","[805,1]",[4429],[],3,""
399,2040,50,3514,"[5034,5039]","[215,1]",[4429],[],3,""
400,3514,50,3515,"[5034,5041]","[955,1]",[4429],[],3,""
401,2041,1633,3516,"[5034,5039]","[475,1]",[4429],[],3,""
402,2042,794,3517,"[5034,5039]","[245,1]",[4429],[],3,""
403,3517,794,3518,"[5034,5040]","[1835,1]",[4429],[],3,""
404,2043,1652,3519,"[5034,5039]","[295,1]",[4429],[],3,""
405,2044,1604,3520,"[5034,5040]","[1600,1]",[4429],[],3,""
406,2045,174,3521,"[5034,5039]","[485,1]",[4429],[],3,""
407,2046,267,3522,"[5034,5039]","[435,1]",[4429],[],3,""
408,2047,901,3523,"[5034,5041]","[5000,1]",[4429],[],3,""
409,2052,1497,3524,"[5035,5042]","[35,1]",[4429],[],3,""
410,2053,1716,3525,"[5034,5039]","[225,1]",[4429],[],3,""
411,3525,1716,3526,"[5034,5040]","[860,1]",[4429],[],3,""
412,2054,1709,3527,"[5034,5039]","[220,1]",[4429],[],3,""
413,2055,1493,3528,"[5034,5040]","[395,1]",[4429],[],3,""
414,2056,1478,3529,"[5034,5039]","[295,1]",[4429],[],3,""
415,2057,1512,3530,"[5035,5042]","[30,1]",[4429],[],3,""
416,2058,1712,3531,"[5034,5041]","[1600,1]",[4429],[],3,""
417,2099,419,3532,"[5034,5039]","[225,1]",[4429],[],3,""
418,2100,184,3533,"[5034,5040]","[425,1]",[4429],[],3,""
419,3533,184,3534,"[5035,5042]","[10,1]",[4429],[],3,""
420,2101,1602,3535,"[5034,5039]","[200,1]",[4429],[],3,""
421,3535,1602,3536,"[5034,5041]","[3500,1]",[4429],[],3,""
422,2103,1651,3537,"[5034,5041]","[920,1]",[4429],[],3,""
423,2104,1678,3538,"[5034,5039]","[320,1]",[4429],[],3,""
424,2169,1465,3539,"[5035,5042]","[15,1]",[4429],[],3,""
425,2170,130,3540,"[5034,5039]","[200,1]",[4429],[],3,""
426,3540,130,3541,"[5035,5041]","[5,1]",[4429],[],3,""
427,2172,1612,3542,"[5034,5039]","[205,1]",[4429],[],3,""
428,2173,370,3543,"[5035,5041]","[20,1]",[4429],[],3,""
429,2174,48,3544,"[5034,5040]","[570,1]",[4429],[],3,""
430,2176,797,3545,"[5034,5041]","[775,1]",[4429],[],3,""
431,2182,1657,3546,"[5034,5039]","[210,1]",[4429],[],3,""
432,2183,1653,3547,"[5034,5039]","[285,1]",[4429],[],3,""
433,3547,1653,3548,"[5034,5035,5041]","[1845,5,1]",[4429],[],3,""
434,2184,3036,3549,"[5034,5040]","[360,1]",[4429],[],3,""
435,2186,1725,3550,"[5034,5040]","[605,1]",[4429],[],3,""
436,3550,1725,3551,"[5034,5041]","[2000,1]",[4429],[],3,""
437,2188,3241,3552,"[5034,5035,5041]","[1835,9,1]",[4429],[],3,""
438,2224,1748,3553,"[5034,5039]","[240,1]",[4429],[],3,""
439,2225,1750,3554,"[5034,5039]","[210,1]",[4429],[],3,""
440,3554,1750,3555,"[5034,5035,5041]","[1960,9,1]",[4429],[],3,""
441,2227,1751,3556,"[5034,5039]","[225,1]",[4429],[],3,""
442,3556,1751,3557,"[5034,5040]","[1550,1]",[4429],[],0,""
443,2231,1755,3558,"[5035,5042]","[25,1]",[4429],[],3,""
444,2237,139,5243,"[5034,5039]","[230,1]",[4429],[],3,""
445,2238,1491,3500,"[5034,5040]","[400,1]",[4429],[],3,""
446,2239,1529,5244,"[5034,5039]","[230,1]",[4429],[],3,""
447,2240,1531,5245,"[5034,5039]","[250,1]",[4429],[],3,""
448,2241,1562,5246,"[5034,5039]","[250,1]",[4429],[],3,""
449,2242,1515,5247,"[5034,5039]","[260,1]",[4429],[],3,""
450,2243,561,5248,"[5034,5039]","[320,1]",[4429],[],3,""
451,2244,447,5249,"[5034,5040]","[820,1]",[4429],[],3,""
452,2252,1496,5250,"[5034,5039]","[230,1]",[4429],[],3,""
453,2253,148,5251,"[5034,5039]","[230,1]",[4429],[],3,""
454,2254,141,5252,"[5034,5039]","[240,1]",[4429],[],3,""
455,2255,1524,5253,"[5034,5040]","[450,1]",[4429],[],3,""
456,2256,280,5254,"[5034,5040]","[450,1]",[4429],[],3,""
457,2257,1516,5255,"[5034,5039]","[260,1]",[4429],[],3,""
458,2258,443,5256,"[5034,5039]","[460,1]",[4429],[],3,""
459,2259,1518,5257,"[5034,5041]","[3730,1]",[4429],[],3,""
460,2261,251,5258,"[5034,5041]","[5000,1]",[4429],[],3,""
461,2262,923,5259,"[5034,5035,5041]","[9200,12,1]",[4429],[],3,""
462,2264,64,5260,"[5034,5040]","[1300,1]",[4429],[],3,""
463,2266,63,5261,"[5034,5035,5041]","[6760,5,1]",[4429],[],3,""
464,2267,1427,5262,"[5034,5041]","[1810,1]",[4429],[],3,""
465,2268,1523,5263,"[5034,5040]","[430,1]",[4429],[],3,""
466,2269,1484,5264,"[5034,5039]","[240,1]",[4429],[],3,""
467,2270,1535,5265,"[5034,5039]","[260,1]",[4429],[],3,""
468,2271,142,5266,"[5034,5035,5041]","[1820,1,1]",[4429],[],3,""
469,2271,1582,5266,"[5034,5035,5041]","[2500,1,1]",[4429],[],3,""
470,2272,1530,5267,"[5034,5039]","[250,1]",[4429],[],3,""
471,2273,1568,5268,"[5034,5039]","[460,1]",[4429],[],3,""
472,2274,153,5269,"[5034,5041]","[3830,1]",[4429],[],3,""
473,2275,1630,5270,"[5034,5035,5039]","[300,1,1]",[4429],[],3,""
474,2278,362,5271,"[5034,5040]","[1150,1]",[4429],[],3,""
475,2279,305,5272,"[5034,5041]","[6140,1]",[4429],[],3,""
476,2280,1720,5273,"[5035,5041]","[55,1]",[4429],[],3,""
477,2282,1508,5274,"[5034,5039]","[240,1]",[4429],[],3,""
478,2283,1489,5275,"[5034,5039]","[250,1]",[4429],[],3,""
479,2284,1561,5276,"[5034,5039]","[260,1]",[4429],[],3,""
