"rownum","MtxTypeGameSpecific","i32_16","i32_20"
118,4203,45,131
119,4243,55,131
120,4202,55,131
121,4264,160,105
122,4258,30,105
123,4296,0,0
124,4179,150,131
125,4294,30,105
126,4292,160,105
127,4269,0,0
128,4268,0,0
129,4267,0,0
130,4266,0,0
131,4265,0,0
132,4204,0,0
133,4315,150,235
134,4304,0,0
135,4303,350,0
136,4249,0,0
137,4217,120,131
138,4186,0,0
139,4342,0,0
140,4181,0,0
141,4253,30,105
142,4324,90,131
143,4333,160,105
144,4325,0,0
145,4308,160,105
146,4272,150,131
147,4189,25,3
148,4188,120,131
149,4335,160,105
150,4334,30,105
151,4339,0,0
152,4340,0,0
153,4209,100,44
154,4224,0,0
155,4271,260,338
156,4180,150,131
157,4193,80,62
158,4306,30,105
159,4235,180,235
160,4192,120,131
161,4205,120,0
162,4291,160,105
163,4295,30,105
164,4290,160,131
165,4233,190,235
166,4185,150,131
167,4237,30,62
168,4279,160,131
169,4183,250,235
170,4147,330,235
171,4146,550,340
172,4145,85,62
173,4220,250,131
174,4208,0,0
175,4285,30,105
176,4284,160,105
177,4318,0,0
178,4317,350,0
179,363,100,0
180,114,90,0
181,1903,110,217
182,1902,125,217
183,1880,110,217
184,1879,125,217
185,727,110,217
186,101,10,200
187,1371,125,217
188,1370,110,217
189,1687,115,200
190,412,90,62
191,817,110,270
192,86,75,200
193,294,110,131
194,1913,125,200
195,1225,95,131
196,791,95,0
197,1558,120,220
198,1316,100,131
199,1313,125,62
200,1277,120,0
201,1722,110,205
202,1857,120,205
203,1855,120,271
204,1728,125,270
205,1336,0,271
206,1423,110,200
207,87,95,131
208,124,100,200
209,119,95,200
210,117,25,62
211,104,95,200
212,1248,110,217
213,1249,125,217
214,1503,135,200
215,359,80,131
216,1686,120,200
217,1996,110,217
218,1995,125,217
219,352,100,200
220,504,100,131
221,429,95,200
222,1561,95,131
223,1312,110,131
224,837,125,131
225,615,125,131
226,611,120,131
227,1859,125,0
228,1317,125,131
229,120,90,62
230,1549,130,200
231,1551,0,0
232,1585,110,217
233,1589,125,217
234,91,80,0
235,362,90,131
236,1769,110,217
237,1768,125,217
238,1967,0,0
239,1724,125,205
240,1562,115,205
241,1263,110,217
242,1264,125,217
243,1922,120,270
244,1921,125,270
245,902,125,217
246,1783,110,217
247,1782,125,217
248,116,90,0
249,2019,110,217
250,2018,125,217
251,796,90,131
252,799,100,131
253,794,90,131
254,797,125,131
255,795,80,131
256,798,85,200
257,410,75,0
258,415,75,0
259,1402,95,0
260,726,125,0
261,123,65,0
262,411,75,0
263,707,90,0
264,398,90,131
265,436,125,131
266,1314,130,220
267,358,95,62
268,125,80,0
269,361,80,62
270,812,110,131
271,414,90,131
272,308,110,131
273,823,110,217
274,1474,110,217
275,1469,125,217
276,1860,0,220
277,103,35,62
278,458,120,131
279,95,15,62
280,520,110,131
281,460,120,200
282,792,110,131
283,416,75,131
284,360,90,131
285,508,110,131
286,767,125,217
287,94,90,200
288,1861,0,0
289,808,110,131
290,694,120,200
291,614,125,131
292,807,100,131
293,113,120,131
294,1311,115,160
295,510,100,0
296,511,100,131
297,413,95,131
298,295,95,131
299,1509,0,220
300,296,95,0
301,1315,130,0
302,509,100,131
303,396,90,131
304,766,125,131
305,728,110,217
306,815,115,0
307,816,95,62
308,814,110,131
309,803,95,0
310,811,125,0
311,813,90,0
312,1417,100,131
313,809,105,200
314,1600,110,217
315,1604,125,217
316,2084,0,269
317,2082,125,200
318,2083,125,269
319,2080,0,200
320,2081,125,200
321,2048,0,269
322,102,70,131
323,805,125,131
324,1954,115,0
325,1827,125,270
326,2064,0,0
327,2079,125,269
328,1815,125,200
329,820,125,200
330,2063,125,269
331,2062,125,269
332,1949,120,200
333,806,100,131
334,1960,125,200
335,2061,135,200
336,1963,120,200
337,1324,120,131
338,1427,125,200
339,830,95,220
340,831,130,200
341,1952,115,200
342,1965,135,200
343,1953,115,200
344,1550,125,131
345,1816,150,270
346,1956,125,200
347,1964,120,200
348,1955,0,271
349,1689,120,271
350,832,100,200
351,1747,0,0
352,1746,0,0
353,1745,0,0
354,1744,130,0
355,1962,0,0
356,1330,115,131
357,1862,0,0
358,514,90,220
359,1473,110,217
360,1468,125,217
361,321,100,131
362,507,120,131
363,506,100,131
364,1572,0,0
365,99,25,62
366,1961,115,0
367,1385,110,217
368,1386,125,217
369,1826,120,270
370,1428,120,200
371,122,55,62
372,793,110,217
373,810,85,160
374,1308,100,62
375,670,110,131
376,393,70,131
377,530,110,131
378,836,100,160
379,2078,0,269
380,392,80,0
381,397,90,131
382,1547,110,131
383,115,90,0
384,121,70,62
385,1959,0,0
386,1958,0,0
387,1957,0,0
388,139,0,0
389,422,200,200
390,518,0,0
391,1896,320,411
392,1901,180,272
393,1900,150,189
394,1891,130,91
395,1890,100,133
396,1893,80,52
397,1898,80,161
398,1895,230,244
399,1892,80,52
400,1894,250,184
401,1897,180,272
402,357,100,0
403,304,60,0
404,173,40,0
405,1872,320,411
406,1878,180,272
407,1877,150,189
408,1866,100,133
409,1867,130,91
410,1869,80,52
411,1875,80,161
412,1871,230,244
413,1868,80,52
414,1870,250,184
415,1873,180,272
416,1924,180,0
417,1925,180,0
418,1926,130,0
419,1928,80,0
420,1927,80,0
421,1929,250,0
422,1930,210,0
423,587,150,0
424,108,15,62
425,1932,180,340
426,1931,130,145
427,1934,80,100
428,1933,80,100
429,1935,250,275
430,1936,275,407
431,1368,320,411
432,1377,180,272
433,658,130,0
434,660,80,0
435,662,160,0
436,659,80,0
437,661,250,0
438,1375,180,272
439,1372,150,189
440,1376,180,0
441,1373,100,91
442,1363,130,133
443,1365,80,52
444,1374,80,161
445,1367,230,244
446,1364,80,52
447,1366,250,184
448,829,150,0
449,824,100,0
450,826,80,0
451,828,110,0
452,825,80,0
453,827,250,0
454,311,160,131
455,310,150,131
456,309,160,131
457,1721,320,650
458,1947,175,234
459,1798,130,145
460,1800,80,100
461,1803,190,340
462,1799,80,100
463,1801,250,275
464,60,70,97
465,559,250,407
466,129,85,131
467,240,110,88
468,239,70,42
469,165,90,62
470,238,70,42
471,237,215,136
472,48,50,62
473,47,50,0
474,1664,0,0
475,1662,0,0
476,1658,0,0
477,1660,0,0
478,1659,0,0
479,1661,0,0
480,1663,0,0
481,498,320,510
482,131,195,131
483,1950,150,0
484,236,110,88
485,235,70,42
486,158,175,200
487,234,70,42
488,233,215,136
489,838,0,0
490,346,0,0
491,1623,0,0
492,1625,0,0
493,705,320,411
494,709,180,272
495,716,180,272
496,1442,180,478
497,723,150,189
498,700,130,133
499,702,80,52
500,710,80,161
501,704,230,244
502,701,80,52
503,703,250,184
504,1804,180,0
505,657,220,0
506,655,150,0
507,656,120,0
508,64,65,97
509,597,65,0
510,132,15,28
511,1785,640,489
512,1793,300,377
513,1787,200,266
514,1788,260,181
515,1790,160,106
516,1794,160,322
517,1792,360,544
518,1789,160,106
519,1791,500,370
520,1786,460,489
521,1865,0,200
522,449,240,200
523,105,90,200
524,505,160,303
525,748,190,0
526,926,0,0
527,925,0,0
528,924,0,0
529,923,0,0
530,922,0,0
531,921,0,0
532,920,0,0
533,745,175,165
534,1818,100,0
535,1528,80,97
536,178,0,0
537,177,0,0
538,176,0,0
539,175,0,0
540,199,0,0
541,198,0,0
542,197,0,0
543,196,0,0
544,195,0,0
545,194,0,0
546,189,0,0
547,188,0,0
548,187,0,0
549,186,0,0
550,260,0,305
551,259,0,305
552,258,0,200
553,257,0,200
554,1729,0,0
555,1730,0,0
556,1732,0,0
557,1734,0,0
558,1733,0,0
559,1735,0,0
560,1838,180,338
561,1563,110,234
562,867,0,0
563,868,0,0
564,862,0,0
565,864,0,0
566,866,0,0
567,863,0,0
568,865,0,0
569,1416,160,165
570,1287,110,131
571,1418,130,0
572,1420,80,0
573,1419,80,0
574,1421,250,0
575,110,40,62
576,730,210,200
577,537,130,113
578,539,80,65
579,538,80,65
580,540,250,229
581,763,300,407
582,315,110,88
583,317,70,42
584,316,70,42
585,319,0,338
586,318,215,136
587,320,100,407
588,747,190,0
589,418,190,200
590,603,90,97
591,1519,0,0
592,1518,0,0
593,1517,0,0
594,1495,0,0
595,1494,0,0
596,501,175,165
597,1309,150,97
598,62,130,97
599,764,130,0
600,1352,175,0
601,1483,130,0
602,1485,80,0
603,1484,80,0
604,1486,250,0
605,1609,640,0
606,1613,360,0
607,1611,300,0
608,1612,200,0
609,1605,260,0
610,1607,160,0
611,1614,160,0
612,1610,460,0
613,1606,160,0
614,1608,500,0
615,382,0,0
616,378,0,0
617,1638,0,0
618,1631,0,0
619,750,190,0
620,71,225,165
621,1948,120,166
622,69,200,0
623,300,80,0
624,299,80,0
625,298,80,0
626,297,80,0
627,447,190,200
628,1236,320,411
629,1244,180,272
630,1245,180,272
631,1717,180,0
632,1250,150,189
633,1246,180,0
634,1242,100,91
635,1238,130,133
636,1240,80,52
637,1247,80,161
638,1237,230,244
639,1239,80,52
640,1241,250,184
641,1266,640,821
642,1275,360,544
643,1719,360,0
644,1274,300,377
645,1276,360,0
646,1272,200,181
647,1268,260,266
648,1270,160,106
649,1273,160,322
650,1267,460,489
651,1269,160,106
652,1271,500,370
653,58,75,165
654,431,0,0
655,433,0,0
656,432,0,0
657,434,0,0
658,190,130,165
659,1498,0,0
660,1500,0,0
661,1499,0,0
662,1501,0,0
663,67,90,0
664,243,300,510
665,329,190,338
666,151,220,338
667,288,180,338
668,1425,320,0
669,302,200,338
670,1521,150,165
671,228,0,0
672,224,130,113
673,207,95,113
674,220,0,0
675,216,0,0
676,211,130,113
677,203,120,113
678,1482,320,0
679,227,0,0
680,223,80,65
681,208,60,65
682,219,0,0
683,215,0,0
684,212,80,65
685,202,80,65
686,163,150,131
687,394,110,200
688,322,150,338
689,226,0,0
690,222,80,65
691,206,60,65
692,218,0,0
693,214,0,0
694,210,80,65
695,201,80,65
696,225,0,0
697,221,250,229
698,205,190,229
699,217,0,0
700,213,0,0
701,209,250,229
702,200,240,229
703,204,335,0
704,1975,0,0
705,1727,150,0
706,1977,0,330
707,1978,0,0
708,1980,0,0
709,1979,0,0
710,1981,0,0
711,845,0,0
712,840,0,0
713,842,0,0
714,844,0,0
715,841,0,0
716,843,0,0
717,1304,130,113
718,1306,80,65
719,1305,80,65
720,1307,250,229
721,852,0,0
722,847,0,0
723,849,0,0
724,851,0,0
725,848,0,0
726,850,0,0
727,1520,150,0
728,677,80,0
729,1566,170,337
730,107,70,62
731,174,0,0
732,268,180,200
733,749,190,0
734,1989,320,411
735,1991,180,272
736,1990,180,272
737,1992,150,189
738,1984,130,91
739,1983,100,133
740,1986,80,52
741,1994,80,161
742,1988,230,244
743,1985,80,52
744,1987,250,184
745,751,260,510
746,144,0,0
747,137,35,50
748,759,50,97
749,586,150,0
750,761,40,97
751,859,0,0
752,860,0,0
753,854,0,0
754,856,0,0
755,858,0,0
756,855,0,0
757,857,0,0
758,164,0,0
759,291,160,131
760,162,0,0
761,351,310,510
762,1688,0,0
763,672,100,0
764,674,80,0
765,1817,280,0
766,676,310,0
767,673,80,0
768,675,250,0
769,525,0,303
770,126,155,338
771,409,190,338
772,408,190,338
773,404,130,113
774,448,150,200
775,406,80,65
776,159,160,131
777,405,80,65
778,407,250,229
779,1511,130,160
780,1513,80,110
781,1512,80,110
782,1514,250,300
783,136,25,50
784,1711,130,0
785,1713,80,0
786,1710,230,0
787,1712,80,0
788,1714,250,0
789,731,320,411
790,697,180,272
791,1481,180,0
792,724,150,189
793,718,130,133
794,720,80,52
795,698,80,161
796,722,230,244
797,719,80,52
798,721,250,184
799,303,0,0
800,424,0,0
801,425,0,0
802,435,0,0
803,423,0,0
804,183,0,0
805,182,140,165
806,185,125,97
807,179,75,97
808,768,100,113
809,770,80,65
810,772,230,303
811,769,80,65
812,771,250,229
813,878,180,0
814,622,80,0
815,1646,0,0
816,1644,0,0
817,1640,0,0
818,1642,0,0
819,1641,0,0
820,1643,0,0
821,1645,0,0
822,681,100,0
823,683,80,0
824,682,80,0
825,684,250,0
826,686,30,0
827,685,30,0
828,585,150,0
829,72,0,0
830,557,320,650
831,488,0,0
832,481,0,0
833,483,0,0
834,482,0,0
835,484,0,0
836,919,190,405
837,550,220,40
838,401,0,0
839,402,0,0
840,400,0,0
841,629,0,0
842,631,0,0
843,633,0,0
844,630,0,0
845,632,0,0
846,73,0,0
847,1457,640,821
848,616,0,0
849,1472,360,544
850,1690,360,0
851,1465,300,377
852,1477,200,181
853,1451,260,266
854,1453,160,106
855,1480,160,322
856,1460,460,489
857,1452,160,106
858,1454,500,370
859,1286,270,650
860,1510,300,580
861,130,85,131
862,1796,185,338
863,1548,160,0
864,1530,80,165
865,334,130,88
866,336,80,42
867,160,70,62
868,1795,230,0
869,335,80,42
870,337,250,136
871,584,150,0
872,419,100,97
873,1576,320,411
874,1586,180,272
875,1588,180,272
876,1584,150,189
877,1578,100,91
878,1579,130,133
879,1581,80,52
880,1587,80,161
881,1577,230,244
882,1582,80,52
883,1580,250,184
884,2037,0,476
885,2038,0,234
886,2033,130,166
887,2035,80,97
888,1951,80,200
889,2034,80,97
890,2036,250,338
891,485,0,0
892,469,0,0
893,471,0,0
894,470,0,0
895,472,0,0
896,1627,0,0
897,1629,0,0
898,1628,0,0
899,1630,0,0
900,1633,0,0
901,1635,0,0
902,1634,0,0
903,1636,0,0
904,307,0,0
905,306,0,0
906,305,0,0
907,57,55,97
908,1288,0,0
909,1303,210,338
910,1291,0,0
911,1293,0,0
912,1292,0,0
913,1294,0,0
914,549,290,407
915,395,125,165
916,1325,130,113
917,1327,80,65
918,1329,160,303
919,1326,80,65
920,1328,250,229
921,1506,290,0
922,1805,100,0
923,1806,130,145
924,1808,80,100
925,1807,80,100
926,1809,250,275
927,1412,130,0
928,1414,80,0
929,1413,80,0
930,1415,250,0
931,1757,320,244
932,1766,180,272
933,1765,150,189
934,1759,100,133
935,1760,130,91
936,1761,80,52
937,1770,80,161
938,1764,180,272
939,1758,230,411
940,1762,80,52
941,1763,250,184
942,428,390,510
943,344,0,0
944,465,130,113
945,467,80,65
946,466,80,65
947,468,250,229
948,617,0,0
949,271,0,0
950,1864,0,653
951,150,270,338
952,82,220,0
953,450,130,88
954,452,80,42
955,155,175,131
956,706,80,97
957,451,80,42
958,453,250,136
959,1966,0,0
960,778,0,0
961,773,0,0
962,775,0,0
963,777,0,0
964,774,0,0
965,776,0,0
966,618,0,0
967,1946,0,236
968,634,0,234
969,636,0,131
970,638,0,0
971,1943,100,0
972,635,0,131
973,637,0,441
974,604,100,0
975,1279,180,338
976,1295,180,338
977,1323,160,165
978,621,0,0
979,649,0,331
980,651,0,155
981,653,0,0
982,650,0,155
983,652,0,504
984,293,0,0
985,555,150,165
986,420,160,200
987,2003,640,821
988,2004,300,377
989,1998,260,181
990,1997,200,266
991,2000,160,106
992,2005,160,322
993,2002,460,489
994,1999,160,106
995,2001,500,370
996,744,175,165
997,143,70,50
998,1405,130,0
999,1407,80,0
1000,1409,320,580
1001,1406,80,0
1002,1408,250,0
1003,654,180,272
1004,68,200,0
1005,403,60,97
1006,1251,320,411
1007,1259,180,272
1008,1260,180,272
1009,1718,180,0
1010,1265,150,189
1011,1261,180,0
1012,1257,100,91
1013,1253,130,133
1014,1255,80,52
1015,1262,80,161
1016,1252,230,244
1017,1254,80,52
1018,1256,250,184
1019,552,320,510
1020,149,280,480
1021,74,220,0
1022,802,210,200
1023,330,130,113
1024,332,80,65
1025,154,120,131
1026,1752,180,0
1027,331,80,65
1028,333,250,229
1029,417,200,338
1030,1338,80,165
1031,1362,100,0
1032,1920,180,338
1033,1919,210,338
1034,1923,150,235
1035,1914,130,145
1036,1916,80,100
1037,1915,80,100
1038,1917,250,275
1039,1918,210,407
1040,787,320,411
1041,822,180,272
1042,900,180,272
1043,880,150,189
1044,904,100,91
1045,887,130,133
1046,889,80,52
1047,819,80,161
1048,56,95,97
1049,891,230,244
1050,888,80,52
1051,890,250,184
1052,497,320,407
1053,486,0,0
1054,473,0,0
1055,475,0,0
1056,474,0,0
1057,476,0,0
1058,292,180,407
1059,1771,320,244
1060,1780,180,272
1061,1779,150,189
1062,1773,100,133
1063,1774,130,91
1064,1776,80,52
1065,1784,80,161
1066,1778,180,272
1067,1772,230,411
1068,1775,80,52
1069,1777,250,184
1070,55,65,97
1071,54,65,97
1072,579,150,165
1073,695,100,91
1074,524,220,407
1075,342,0,0
1076,1353,0,0
1077,1355,0,0
1078,1354,0,0
1079,1356,0,0
1080,142,0,0
1081,1278,0,0
1082,1552,130,0
1083,1554,80,0
1084,1555,80,0
1085,1553,250,0
1086,1281,0,0
1087,1283,0,0
1088,1285,0,0
1089,1282,0,0
1090,1284,0,0
1091,2012,320,411
1092,2014,180,272
1093,2013,180,272
1094,2015,150,189
1095,2007,130,91
1096,2006,100,133
1097,2009,80,52
1098,2017,80,161
1099,2011,230,244
1100,2008,80,52
1101,2010,250,184
1102,738,0,0
1103,732,0,0
1104,734,0,0
1105,712,0,0
1106,714,0,0
1107,713,0,0
1108,736,0,0
1109,708,100,0
1110,733,0,0
1111,735,0,0
1112,1342,150,0
1113,53,30,97
1114,52,0,0
1115,83,50,97
1116,1568,170,160
1117,1431,130,145
1118,1433,80,100
1119,1432,80,100
1120,1434,250,275
1121,135,20,50
1122,111,25,62
1123,583,150,0
1124,399,115,97
1125,526,0,0
1126,1231,130,113
1127,1233,80,65
1128,1230,160,165
1129,1232,80,65
1130,1234,250,229
1131,1439,50,0
1132,1569,170,280
1133,1435,80,0
1134,1437,80,0
1135,1436,80,0
1136,1438,250,0
1137,1507,0,420
1138,596,320,0
1139,503,150,0
1140,368,130,0
1141,370,80,0
1142,161,175,0
1143,369,80,0
1144,371,250,0
1145,582,150,0
1146,1504,150,0
1147,437,130,88
1148,439,80,42
1149,438,80,42
1150,440,250,136
1151,1426,320,0
1152,152,220,338
1153,167,220,0
1154,1310,210,0
1155,384,130,113
1156,386,80,65
1157,166,120,131
1158,385,80,65
1159,387,250,229
1160,531,300,0
1161,421,120,200
1162,1819,130,145
1163,1821,80,100
1164,1820,80,100
1165,1822,250,275
1166,266,180,200
1167,1487,0,0
1168,312,90,131
1169,313,90,131
1170,46,0,0
1171,786,320,411
1172,821,180,272
1173,899,180,272
1174,879,150,189
1175,903,100,91
1176,882,130,133
1177,884,80,52
1178,818,80,161
1179,51,95,97
1180,886,230,244
1181,883,80,52
1182,885,250,184
1183,785,640,0
1184,901,360,0
1185,881,300,0
1186,905,200,0
1187,892,260,0
1188,894,160,0
1189,896,460,0
1190,893,160,0
1191,895,500,0
1192,711,90,0
1193,593,75,97
1194,680,250,407
1195,1322,310,580
1196,1318,130,145
1197,1320,80,100
1198,1319,80,100
1199,1321,250,275
1200,1456,320,411
1201,1462,180,272
1202,1565,180,0
1203,1464,150,189
1204,1476,100,91
1205,1447,130,133
1206,1449,80,52
1207,1479,80,161
1208,1459,230,244
1209,1471,180,272
1210,1448,80,52
1211,1450,250,184
1212,323,130,97
1213,757,40,0
1214,44,140,0
1215,1833,130,145
1216,1835,80,100
1217,1834,80,100
1218,1836,250,275
1219,1832,275,650
1220,752,120,88
1221,754,70,42
1222,753,70,42
1223,755,220,136
1224,146,0,0
1225,147,0,0
1226,489,0,0
1227,490,0,0
1228,491,0,0
1229,1674,0,0
1230,1673,0,0
1231,1667,0,0
1232,1668,0,0
1233,1670,0,0
1234,1669,0,0
1235,1671,0,0
1236,1672,0,0
1237,560,250,0
1238,1616,130,145
1239,1618,80,100
1240,1617,80,100
1241,1619,250,275
1242,619,0,0
1243,639,0,234
1244,641,0,131
1245,643,0,0
1246,640,0,131
1247,642,0,441
1248,133,120,131
1249,157,80,62
1250,729,200,338
1251,523,200,0
1252,1490,0,0
1253,1492,0,0
1254,1491,0,0
1255,1493,0,0
1256,513,290,407
1257,446,150,200
1258,801,190,200
1259,1622,160,235
1260,445,80,97
1261,1540,340,0
1262,1542,190,340
1263,1538,165,340
1264,1544,165,0
1265,1539,165,340
1266,1531,0,166
1267,1532,130,270
1268,1534,80,166
1269,1543,95,200
1270,1533,80,166
1271,1535,250,478
1272,441,80,113
1273,443,80,65
1274,1797,320,580
1275,1529,175,0
1276,442,80,65
1277,444,250,229
1278,1739,0,0
1279,1741,0,0
1280,1740,0,0
1281,1742,0,0
1282,1737,0,0
1283,875,0,0
1284,876,0,0
1285,870,0,0
1286,872,0,0
1287,874,0,0
1288,871,0,0
1289,873,0,0
1290,145,0,0
1291,578,220,0
1292,61,80,97
1293,554,0,0
1294,592,95,97
1295,2026,640,821
1296,2027,300,377
1297,2021,260,181
1298,2020,200,266
1299,2023,160,106
1300,2028,160,322
1301,2025,460,489
1302,2022,160,106
1303,2024,500,370
1304,267,180,200
1305,765,90,110
1306,669,30,0
1307,668,30,0
1308,667,60,0
1309,663,60,0
1310,665,50,0
1311,664,50,0
1312,666,175,0
1313,244,350,510
1314,1694,130,145
1315,1696,80,100
1316,1695,80,100
1317,1697,250,275
1318,1698,250,407
1319,426,150,407
1320,328,200,338
1321,427,150,165
1322,65,250,165
1323,324,130,113
1324,326,80,65
1325,325,80,65
1326,327,250,229
1327,519,0,0
1328,112,95,0
1329,553,90,0
1330,1502,90,0
1331,1516,100,0
1332,545,325,0
1333,546,130,0
1334,543,80,0
1335,544,80,0
1336,542,250,0
1337,70,0,0
1338,1410,200,338
1339,1812,200,338
1340,1811,60,97
1341,725,100,91
1342,556,150,165
1343,1567,0,0
1344,581,150,0
1345,1840,0,0
1346,1842,0,0
1347,1843,0,0
1348,1845,0,0
1349,1844,0,0
1350,1846,0,0
1351,1331,0,0
1352,1333,0,0
1353,1332,0,0
1354,1334,0,0
1355,1335,0,0
1356,265,120,200
1357,1682,0,0
1358,1684,0,0
1359,1683,0,0
1360,1678,0,0
1361,1677,0,0
1362,1680,0,0
1363,1679,0,0
1364,1681,0,0
1365,1810,190,0
1366,1720,0,0
1367,180,0,0
1368,1343,0,0
1369,1346,0,0
1370,1590,320,411
1371,1601,180,272
1372,1603,180,272
1373,1599,150,189
1374,1592,100,91
1375,1593,100,0
1376,1594,130,133
1377,1596,80,52
1378,1602,80,161
1379,1591,230,244
1380,1597,80,52
1381,1595,250,184
1382,2045,180,338
1383,2046,0,234
1384,2040,0,166
1385,2042,0,97
1386,2041,0,97
1387,2043,0,338
1388,1348,0,0
1389,1351,0,0
1390,1357,0,0
1391,1359,0,0
1392,1361,0,0
1393,1358,0,0
1394,1360,0,0
1395,671,170,338
1396,1723,170,405
1397,1691,170,338
1398,1526,80,97
1399,1522,130,113
1400,1524,80,65
1401,1523,80,65
1402,1525,250,229
1403,590,0,0
1404,574,220,0
1405,566,75,97
1406,569,130,0
1407,571,80,0
1408,570,80,0
1409,572,250,0
1410,567,55,0
1411,573,200,0
1412,565,130,0
1413,563,80,0
1414,564,80,0
1415,562,250,0
1416,598,0,0
1417,600,0,0
1418,568,80,97
1419,602,0,0
1420,599,0,0
1421,601,0,0
1422,487,0,0
1423,477,0,0
1424,479,0,0
1425,478,0,0
1426,480,0,0
1427,835,110,165
1428,381,0,0
1429,377,0,0
1430,1715,340,650
1431,558,275,338
1432,907,190,200
1433,913,210,338
1434,717,175,303
1435,551,160,113
1436,1226,130,0
1437,1228,80,65
1438,512,150,131
1439,1227,80,65
1440,1229,250,229
1441,502,320,0
1442,153,195,0
1443,496,190,0
1444,492,120,113
1445,494,70,65
1446,493,70,65
1447,495,220,229
1448,1341,200,0
1449,59,65,97
1450,66,60,97
1451,521,0,405
1452,529,0,165
1453,547,0,0
1454,548,0,200
1455,789,320,0
1456,679,0,97
1457,678,0,97
1458,500,175,165
1459,134,35,50
1460,762,140,165
1461,106,15,62
1462,1856,0,0
1463,109,15,62
1464,301,190,0
1465,1848,0,0
1466,1849,0,0
1467,1455,320,411
1468,1461,180,272
1469,1508,180,0
1470,1463,150,189
1471,1850,0,0
1472,1852,0,0
1473,1851,0,0
1474,1853,0,0
1475,1475,100,91
1476,1443,130,133
1477,1445,80,52
1478,1478,80,161
1479,1458,230,244
1480,1444,80,52
1481,1446,250,184
1482,1470,180,272
1483,2032,100,0
1484,746,80,110
1485,594,175,0
1486,605,250,0
1487,607,130,130
1488,609,80,80
1489,608,80,80
1490,610,250,280
1491,758,50,0
1492,580,150,0
1493,760,40,0
1494,743,175,165
1495,1574,100,0
1496,1302,100,0
1497,620,0,0
1498,644,0,331
1499,646,0,115
1500,648,0,0
1501,645,0,115
1502,647,0,503
1503,364,0,0
1504,366,0,0
1505,365,0,0
1506,367,0,0
1507,499,175,165
1508,454,120,88
1509,456,70,42
1510,1411,0,0
1511,455,70,42
1512,457,240,136
1513,541,300,407
1514,1969,0,0
1515,1970,0,0
1516,1972,0,0
1517,1971,0,0
1518,1973,0,0
1519,256,20,0
1520,255,20,62
1521,263,220,200
1522,262,180,200
1523,261,180,200
1524,1556,80,0
1525,340,0,0
1526,338,0,0
1527,1383,320,411
1528,1392,180,272
1529,1390,180,272
1530,1387,150,189
1531,1391,180,0
1532,1378,130,133
1533,1388,100,91
1534,1380,80,52
1535,1389,80,161
1536,1382,230,244
1537,1379,80,52
1538,1381,250,184
1539,1655,0,0
1540,1650,0,0
1541,1651,0,0
1542,1653,0,0
1543,1649,0,0
1544,1654,0,0
1545,1652,0,0
1546,380,0,0
1547,376,0,0
1548,383,0,0
1549,379,0,0
1550,459,300,510
1551,148,250,338
1552,81,220,0
1553,737,210,0
1554,314,150,97
1555,388,130,113
1556,390,80,65
1557,156,175,131
1558,1706,130,80
1559,1708,80,40
1560,1692,230,200
1561,1693,180,0
1562,1707,80,40
1563,1709,250,140
1564,389,80,65
