"rownum","MtxTypeGameSpecific","Id","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","string_66","PortalEffectLarge","i32_82","i32_86","Script","MiscObjectDummy"
11,378,12,"Metadata/Effects/Microtransactions/Town_Portals/sovereign_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/sovereign_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
12,379,13,"Metadata/Effects/Microtransactions/Town_Portals/ascendant_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ascendant_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
13,376,14,"Metadata/Effects/Microtransactions/Town_Portals/aspirant_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/aspirant_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
14,377,15,"Metadata/Effects/Microtransactions/Town_Portals/challenger_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/challenger_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
15,395,16,"Metadata/Effects/Microtransactions/Town_Portals/malachai_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/malachai_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
16,402,17,"Metadata/Effects/Microtransactions/Town_Portals/Perandus_portal/player.ao","Metadata/Effects/Microtransactions/Town_Portals/Perandus_portal/player_map.ao",1,"","",1,"","",0,0,"",""
17,425,18,"Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/prophecy_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
18,427,19,"Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DemonkingPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
19,490,20,"Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/essence_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
20,190,21,"Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ShaperPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
21,503,22,"Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorePortal/GorePortal_map.ao",1,"","",1,"","",0,0,"",""
22,547,23,"Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachSupporterPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
23,529,24,"Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player.ao","Metadata/Effects/Microtransactions/Town_Portals/Breach_portal/Breach_portal_player_map.ao",1,"","",1,"","",0,0,"",""
24,184,25,"Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal_inmap.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/VaalPortal/portal_vaal.ao",0,0,"",""
25,555,26,"Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/KaomPortal/KaomPortalMap.ao",1,"","",1,"","",0,0,"",""
26,556,27,"Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DaressoPortal/DaressoPortalMap.ao",1,"","",1,"","",0,0,"",""
27,561,28,"Metadata/Effects/Microtransactions/Town_Portals/classic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/classic/rig_map.ao",1,"","",1,"","",0,0,"",""
28,566,29,"Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/supporter_purple/rig_map.ao",1,"","",1,"","",0,0,"",""
29,655,30,"Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/twitch_portal/twitch_portal.ao",1,"","",1,"","",0,0,"",""
30,723,31,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Dark/rig_map.ao",1,"","",1,"","",0,0,"",""
31,724,32,"Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Dark_Light/Light/rig_map.ao",1,"","",1,"","",0,0,"",""
32,860,33,"Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RedeemerPortal/RedeemerPortalMap.ao",1,"","",1,"","",0,0,"",""
33,868,34,"Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SubjugatorPortal/SubjugatorPortal.ao",1,"","",1,"","",0,0,"",""
34,876,35,"Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Dominator_portal/dominator_portal_map.ao",1,"","",1,"","",0,0,"",""
35,762,36,"Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue.ao","Metadata/Effects/Microtransactions/Town_Portals/voidgate_blue/voidgateblue_map.ao",1,"","",1,"","",0,0,"",""
36,879,37,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fire/FirePortalMap.ao",1,"","",1,"","",0,0,"",""
37,880,38,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/ice/IcePortalMap.ao",1,"","",1,"","",0,0,"",""
38,881,39,"Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Fire_Ice/fireice/FireIce_Portal_Map.ao",1,"","",1,"","",0,0,"",""
39,915,40,"Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssPortal/abyss_portal_map.ao",1,"","",1,"","",0,0,"",""
40,916,41,"Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/abyss_imp/abyss_imp_portal_map.ao",1,"","",1,"","",0,0,"",""
41,1235,42,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal/ScholarPortalMap.ao",1,"","",1,"","",0,0,"",""
42,1250,43,"Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sin_portal/Sin_portal01/rig_map.ao",1,"","",1,"","",0,0,"",""
43,1265,44,"Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence_portal/innocence_portal_map.ao",1,"","",1,"","",0,0,"",""
44,1274,45,"Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sinnocence_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
45,1301,46,"Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BestiaryPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
46,1309,47,"Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/spirit_realm_portal/bestiary_spirit_portal_map.ao",1,"","",1,"","",0,0,"",""
47,1323,48,"Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/KrakenPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
48,1346,49,"Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Council_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
49,1351,50,"Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Conquest_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
50,1340,51,"Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Inca_Portal/rig_map.ao",1,"","",1,"","",0,0,"",""
51,1372,52,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/skeletonPortal_map.ao",1,"","",1,"","",0,0,"",""
52,1387,53,"Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MachinePortal/plasmaPortal_map.ao",1,"","",1,"","",0,0,"",""
53,1399,54,"Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/blendedPortal/chromePortal_map.ao",1,"","",1,"","",0,0,"",""
54,1416,55,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal/stygian_portal_map.ao",1,"","",1,"","",0,0,"",""
55,1463,56,"Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathBlackPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
56,1464,57,"Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OriathWhitePortal/rig.ao",1,"","",1,"","",0,0,"",""
57,1465,58,"Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldWhitePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
58,1504,59,"Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/GoldenAngelPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
59,1505,60,"Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DelvePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
60,1521,61,"Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/Seraph/Seraph_Portal_map.ao",1,"","",1,"","",0,0,"",""
61,1548,62,"Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/NecroticPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
62,1622,63,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal/rig_map.ao",1.25,"","",1,"","",0,0,"",""
63,1631,64,"Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Soulstealer/rig_map.ao",1,"","",1,"","",0,0,"",""
64,1544,65,"Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonHunterPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
65,1683,66,"Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CruciblePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
66,1611,67,"Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/SpectrePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_spectre/rig_map.ao",1,"","",1,"","",0,0,"",""
67,1599,68,"Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_corsair/rig_map.ao",1,"","",1,"","",0,0,"",""
68,1584,69,"Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/corsair_mystic/mystic_portalmap.ao",1,"","",1,"","",0,0,"",""
69,1673,70,"Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/EmpyreanPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
70,1563,71,"Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Sulphite_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
71,1570,72,"Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Maraketh_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
72,1688,73,"Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/raven_portal/rig_map.ao",1,"","",1,"","",0,0,"",""
73,1727,74,"Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2.ao","Metadata/Effects/Microtransactions/Town_Portals/innocence2/Innocence2_map.ao",1,"","",1,"","",0,0,"",""
74,1730,75,"Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SunSpire/rig_map.ao",1,"","",1,"","",0,0,"",""
75,1765,76,"Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MadcapPortal/MadcapPortal_map.ao",1,"","",1,"","",0,0,"",""
76,1779,77,"Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Huntsman/rig_map.ao",1,"","",1,"","",0,0,"",""
77,1793,78,"Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/darkwood_transcendence/TranscendencePortal.ao",1,"","",1,"","",0,0,"",""
78,1813,79,"Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/SynthesisPortal/rig.ao",1,"","",1,"","",0,0,"",""
79,1824,80,"Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao","Metadata/Effects/Microtransactions/Town_Portals/ZanaPortal/ZanaPortalNoOffset.ao",1,"","",1,"","",0,0,"",""
80,1828,81,"Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx.ao","Metadata/Effects/Microtransactions/Town_Portals/AscentPortal/Teleport_fx_map.ao",1,"","",1,"","",0,0,"",""
81,1856,82,"Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DragonPortal_Blue/rig_map.ao",1.25,"","",1,"","",0,0,"",""
82,1877,83,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildPortal_map.ao",1,"","",1,"","",0,0,"",""
83,1889,84,"Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WildPortal/WildGoldPortal_map.ao",1,"","",1,"","",0,0,"",""
84,1900,85,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/WranglerPortal_map.ao",1,"","",1,"","",0,0,"",""
85,1912,86,"Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WranglerPortal/SilverWranglerPortal_map.ao",1,"","",1,"","",0,0,"",""
86,1946,87,"Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LegionPortal/LegionPortalMap.ao",1,"","",1,"","",0,0,"",""
87,1947,88,"Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ViperPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
88,1923,89,"Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/IllusionistPortal/illusionist_portal_map.ao",1,"","",1,"","",0,0,"",""
89,1950,90,"Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/VampiricPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
90,1992,91,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_map.ao",1,"","",1,"","",0,0,"",""
91,2004,92,"Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt.ao","Metadata/Effects/Microtransactions/Town_Portals/RingmasterPortal/RingMasterPortal_alt_map.ao",1,"","",1,"","",0,0,"",""
92,2015,93,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_map.ao",1,"","",1,"","",0,0,"",""
93,2027,94,"Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple.ao","Metadata/Effects/Microtransactions/Town_Portals/Ringmaster/HarlequinPortal_purple _map.ao",1,"","",1,"","",0,0,"",""
94,2030,95,"Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlightPortal/BlightPortal_map.ao",1,"","",1,"","",0,0,"",""
95,2059,96,"Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortal_Divine.ao","Metadata/Effects/Microtransactions/Town_Portals/ScholarPortal_Divine/ScholarPortalMap_Divine.ao",1,"","",1,"","",0,0,"",""
96,2046,97,"Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CorruptedEmperor/rig_map.ao",1,"","",1,"","",0,0,"",""
97,2038,98,"Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MiraclePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
98,2076,99,"Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/ChiyouPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
99,2085,100,"Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/steam_portals/steam_portal_celestial/rigmap.ao",1,"","",1,"","",0,0,"",""
100,2057,101,"Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HavenwoodPortal/HavenwoodPortal_Map.ao",1,"","",1,"","",0,0,"",""
101,2088,102,"Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerPortal/DevourerPortal_map.ao",0.9,"","",1,"","",0,0,"",""
102,2105,103,"Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/CrusaderPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
103,2134,104,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
104,2160,105,"Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/MetamorphPortal/rig.ao",1,"","",1,"","",0,0,"",""
105,2172,106,"Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackPolarisPortal/BlackPolarisPortal_map.ao",1,"","",1,"","",0,0,"",""
106,2186,107,"Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WhitePolarisPortal/WhitePolarisPortal_map.ao",1,"","",1,"","",0,0,"",""
107,2199,108,"Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/BlackWhitePolarisPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
108,191,109,"Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal.ao","Metadata/Effects/Microtransactions/Town_Portals/ElderPortal/Elder_portal_map.ao",1,"","",1,"","",0,0,"",""
109,2240,110,"Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkprismPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
110,2135,111,"Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OrionPortal/OrionBossPortal.ao",1,"","",1,"","",0,0,"",""
111,2253,112,"Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkSeerPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
112,2307,113,"Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ScientistPortal/ScientistPortal_map.ao",1,"","",1,"","",0,0,"",""
113,2288,114,"Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ProjectPortal/ProjectPortal_map.ao",1,"","",1,"","",0,0,"",""
114,2322,115,"Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThaumaturgyPortal/ThaumaturgyMergedPortal_map.ao",1,"","",1,"","",0,0,"",""
115,2331,116,"Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/BalefirePortal/BalefirePortal_map.ao",1,"","",1,"","",0,0,"",""
116,2348,117,"Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HeartseekerPortal/HeartseekerPortal_map.ao",1,"","",1,"","",0,0,"",""
117,2361,118,"Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GorgonPortal/GorgonPortal_map.ao",1,"","",1,"","",0,0,"",""
118,2459,119,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_DivinePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
119,2460,120,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_ArcanePortal/rig_map.ao",1,"","",1,"","",0,0,"",""
120,2461,121,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_NecroticPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
121,2462,122,"Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/Demonking_FieryPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
122,2464,123,"Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/DeliriumPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
123,2498,124,"Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal.ao","Metadata/Effects/Microtransactions/Town_Portals/BrickPortal/Brickportal_map.ao",1,"","",1,"","",0,0,"",""
124,2499,125,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_demonic/rig_map.ao",1,"","",1,"","",0,0,"",""
125,2500,126,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_divine/rig_map.ao",1,"","",1,"","",0,0,"",""
126,2501,127,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_fiery/rig_map.ao",1,"","",1,"","",0,0,"",""
